"S1794-31082016000100001-col","","Nieto Rojas, Jorge Hernando","Revista Criminalidad; 58(1); 7-8","Revista Criminalidad","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-31082016000100001&lang=pt" 
"S0213-91112016000200013-spa","Utilización del conocimiento tácito por proveedores de atención a la salud materna: mapeo sistemático de la literatura","Calderón Espinosa, Emmanuel, Becerril Montekio, Víctor, Alcalde Rabanal, Jacqueline, García Bello, Luis","Gaceta Sanitaria; 30(2); 148-153","Gaceta Sanitaria","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112016000200013&lang=pt" 
"S0213-91112016000200006-spa","Análisis de las barreras y oportunidades legales-éticas de la comunicación y disculpa de errores asistenciales en España","Giraldo, Priscila, Corbella, Josep, Rodrigo, Carmen, Comas, Mercè, Sala, Maria, Castells, Xavier","Gaceta Sanitaria; 30(2); 117-120","Gaceta Sanitaria","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112016000200006&lang=pt" 
"S0718-48082016000100006-chl","Validación de la versión en Español de la Escala de Optimismo Disposicional (LOT-R) en una muestra Chilena de estudiantes universitarios","Ortiz, Manuel S, Gómez-Pérez, Daniela, Canoino, Margarita, Barrera-Herrera, Ana","Terapia psicológica; 34(1); 53-58","Terapia psicológica","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48082016000100006&lang=pt" 
"S0718-48082016000100002-chl","Determinantes del mantenimiento del consumo de tabaco: extensión de la Teoría de la Conducta Planificada","Durán, Mar, Rodríguez, Mauro, Ferraces, María-José, Río, Adhara, Sabucedo, José-Manuel","Terapia psicológica; 34(1); 15-22","Terapia psicológica","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48082016000100002&lang=pt" 
"S0718-48082016000100003-chl","Community versus Clinical Cognitive-Behavioral Intervention in Young-Adult Spanish Population with Generalized Social Phobia","Olivares-Olivares, Pablo J, Olivares, José, Macià, Diego, Macià, Araceli, Montesinos, Luis","Terapia psicológica; 34(1); 23-30","Terapia psicológica","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48082016000100003&lang=pt" 
"S0718-48082016000100004-chl","Hombres violentos contra la pareja: ¿tienen un trastorno mental y requieren tratamiento psicológico?","Echeburúa, Enrique, Amor, Pedro Javier","Terapia psicológica; 34(1); 31-40","Terapia psicológica","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48082016000100004&lang=pt" 
"S0718-48082016000100005-chl","Desarrollo de una Escala de Autoinforme para la valoración del TDAH en la infancia (EA-TDAH): Estudio Delphi y datos de adecuación psicométrica","San Nicolás, Sara, Iraurgi, Ioseba","Terapia psicológica; 34(1); 41-52","Terapia psicológica","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48082016000100005&lang=pt" 
"S0718-48082016000100008-chl","Intervenciones basadas en la mentalización para padres y educadores: una revisión sistemática","Santelices, María Pía, Zapata, Johana, Fischersworring, Martina, Pérez, Francisca, Mata, Cecil, Barco, Blanca, Olhaberry, Marcia, Farkas, Chamarrita","Terapia psicológica; 34(1); 71-80","Terapia psicológica","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48082016000100008&lang=pt" 
"S0718-48082016000100007-chl","Excitación sexual: una revisión sobre su relación con las conductas sexuales de riesgo","Granados, M. Reina, Sierra, Juan Carlos","Terapia psicológica; 34(1); 59-70","Terapia psicológica","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48082016000100007&lang=pt" 
"S0718-48082016000100001-chl","Características del uso de Internet en los cibercafés","Beranuy, Marta, Fernández-Montalvo, Javier, Carbonell, Xavier, Cova, Félix","Terapia psicológica; 34(1); 5-14","Terapia psicológica","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48082016000100001&lang=pt" 
"S1413-85572016000100171-scl","International Developments and Challenges in Educational Psychology","Forster, Jürg","Psicologia Escolar e Educacional; 20(1); 171-174","Psicologia Escolar e Educacional","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-85572016000100171&lang=pt" 
"S0718-19572016000100018-chl","Efecto del pH sobre la supervivencia embrionaria, periodo embrionario y de eclosión de Galaxias maculatus","Barile, Juan, Escudero, Manuel, Jara, Luisa","Revista de biología marina y oceanografía; 51(1); 181-185","Revista de biología marina y oceanografía","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572016000100018&lang=pt" 
"S0718-19572016000100020-chl","Thalamita bevisi en Isla de Pascua, Chile (Decapoda, Brachyura, Portunoida)","Olguín, Nicole, Guzmán, Guillermo","Revista de biología marina y oceanografía; 51(1); 193-195","Revista de biología marina y oceanografía","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572016000100020&lang=pt" 
"S0718-19572016000100025-chl","Petrolisthes extremus o Petrolisthes coccineus (Decapoda Anomura Porcellanidae), ¿están las dos especies presentes en Isla de Pascua?","Guzmán, Guillermo, Olguín, Nicole","Revista de biología marina y oceanografía; 51(1); 223-227","Revista de biología marina y oceanografía","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572016000100025&lang=pt" 
"S1413-85572016000100127-scl","Medida de estilos de aprendizagem para o ensino fundamental","Oliveira, Katya Luciane de, Santos, Acácia Aparecida Angeli dos, Scacchetti, Fabio Alexandre Pereira","Psicologia Escolar e Educacional; 20(1); 127-136","Psicologia Escolar e Educacional","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-85572016000100127&lang=pt" 
"S0718-19572016000100016-chl","Record of a larval whalefish (family Cetomimidae) from near the Juan Fernandez seamounts, southeastern Pacific Ocean","Herrera, Guillermo A, Landaeta, Mauricio F, Castro, Leonardo R","Revista de biología marina y oceanografía; 51(1); 171-174","Revista de biología marina y oceanografía","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572016000100016&lang=pt" 
"S1413-85572016000100137-scl","A construção da Identidade, Auto-conceito e Autonomia em Adultos Emergentes","Andrade, Cláudia","Psicologia Escolar e Educacional; 20(1); 137-146","Psicologia Escolar e Educacional","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-85572016000100137&lang=pt" 
"S1413-85572016000100023-scl","A psicologia ensinada a normalistas: um estudo de manuais de ensino","Lima, Ana Laura Godinho","Psicologia Escolar e Educacional; 20(1); 23-31","Psicologia Escolar e Educacional","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-85572016000100023&lang=pt" 
"S0718-19572016000100003-chl","Relationship between zooplankton biomass and continental water discharges in the southern Gulf of Mexico (1984-2001)","Zavala-García, Faustino, Flores-Coto, Cesar, Espinosa-Fuentes, María de la Luz","Revista de biología marina y oceanografía; 51(1); 21-31","Revista de biología marina y oceanografía","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572016000100003&lang=pt" 
"S0718-19572016000100006-chl","Intensive culture system of Litopenaeus vannamei in commercial ponds with zero water exchange and addition of molasses and probiotics","Maia, Enox de Paiva, Alves Modesto, George, Brito, Luis Otavio, Olivera Galvez, Alfredo, Vasconcelos Gesteira, Tereza Cristina","Revista de biología marina y oceanografía; 51(1); 61-67","Revista de biología marina y oceanografía","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572016000100006&lang=pt" 
"S0718-19572016000100015-chl","Compounds isolated from Salinispora arenicola of the Gulf of California, México","Íñiguez-Martínez, Ana M, Cardoso-Martínez, Faviola, de la Rosa, José, Cueto, Mercedes, Díaz-Marrero, Ana, Darias, José, Becerril-Espinosa, Amayaly, Plata-Rosas, Luis J, Soria-Mercado, Irma E","Revista de biología marina y oceanografía; 51(1); 161-170","Revista de biología marina y oceanografía","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572016000100015&lang=pt" 
"S0718-19572016000100008-chl","Factors accounting for variations in the parasitism by metacercariae (Digenea, Microphallidae) in the amphipod Apohyale hirtipalma (Gammaridea) in the Southeastern Pacific coast","Hurtado-Ormeño, Claudia, George-Nascimento, Mario","Revista de biología marina y oceanografía; 51(1); 81-88","Revista de biología marina y oceanografía","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572016000100008&lang=pt" 
"S0718-19572016000100019-chl","Methylglyoxal metabolism in seaweeds during desiccation","Fierro, Camila, López-Cristoffanini, Camilo, Latorre, Nicolás, Rivas, Jorge, Contreras-Porcia, Loretto","Revista de biología marina y oceanografía; 51(1); 187-191","Revista de biología marina y oceanografía","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572016000100019&lang=pt" 
"S0718-19572016000100017-chl","Floración de Trichodesmium erythraeum en la región costera tropical de Brasil","de J. Affe, Helen Michelle, Caires, Taiara A, da Silva, Eduardo M, de C. Nunes, José Marcos","Revista de biología marina y oceanografía; 51(1); 175-179","Revista de biología marina y oceanografía","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572016000100017&lang=pt" 
"S0718-19572016000100013-chl","Incorporating sea surface temperature into the stock-recruitment relationship: Applications to jack mackerel (Trachurus murphyi) off Chile","Espíndola, Fernando, Quiroz, Juan Carlos, Wiff, Rodrigo, Yáñez, Eleuterio","Revista de biología marina y oceanografía; 51(1); 137-145","Revista de biología marina y oceanografía","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572016000100013&lang=pt" 
"S0718-19572016000100007-chl","Actinomicetos aislados de Argopecten purpuratus productores de enzimas extracelulares y con actividad inhibitoria de patógenos marinos","León, Jorge, Aponte, Juan José, Cuadra, D´Lourdes, Galindo, Nadia, Jaramillo, Liz, Vallejo, Marisol, Marguet, Emilio","Revista de biología marina y oceanografía; 51(1); 69-80","Revista de biología marina y oceanografía","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572016000100007&lang=pt" 
"S0718-19572016000100022-chl","Comparison of zooxanthellae densities from upside-down jellyfish, Cassiopea xamachana, across coastal habitats of The Bahamas","Stoner, Elizabeth W., Sebilian, Serina S., Layman, Craig A.","Revista de biología marina y oceanografía; 51(1); 203-208","Revista de biología marina y oceanografía","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572016000100022&lang=pt" 
"S0718-19572016000100001-chl","Spatial distribution, density and population structure of the Cortes geoduck, Panopea globosa in the Central Gulf of California","Aragón-Noriega, E. Alberto, Calderon-Aguilera, Luis E, Alcántara-Razo, Edgar, Mendivil-Mendoza, Jaime E","Revista de biología marina y oceanografía; 51(1); 1-10","Revista de biología marina y oceanografía","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572016000100001&lang=pt" 
"S0718-19572016000100021-chl","Proliferation of Falcula hyalina and Cylindrotheca closterium (Bacillariophyceae) on copepods in Bahía de La Paz, Gulf of California, Mexico","Gárate-Lizárraga, Ismael, Esqueda-Escárcega, Gabriela María","Revista de biología marina y oceanografía; 51(1); 197-201","Revista de biología marina y oceanografía","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572016000100021&lang=pt" 
"S0718-19572016000100014-chl","Benthic food distribution as a predictor of the spatial distribution for shorebirds in a wetland of central Chile","Pérez-Vargas, Alfredo D, Bernal, Mariano, Delgadillo, Camila S, González-Navarro, Eduardo F, Landaeta, Mauricio F","Revista de biología marina y oceanografía; 51(1); 147-159","Revista de biología marina y oceanografía","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572016000100014&lang=pt" 
"S0718-19572016000100024-chl","Sea turtle hatchling carapace as a source of high quantity and quality DNA","González-Garza, Blanca I, Sánchez-Teyer, L. Felipe, Zapata-Pérez, Omar","Revista de biología marina y oceanografía; 51(1); 217-222","Revista de biología marina y oceanografía","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572016000100024&lang=pt" 
"S0718-19572016000100023-chl","Occurrence of Panulirus inflatus (Decapoda: Palinuridae) pueruli in the southeastern Gulf of California, Mexico","Pérez-González, Raúl, Puga, Dagoberto, Valadez, Luis M, Rodríguez-Domínguez, Guillermo","Revista de biología marina y oceanografía; 51(1); 209-215","Revista de biología marina y oceanografía","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572016000100023&lang=pt" 
"S1413-85572016000100117-scl","Queixa escolar e atendimento psicológico na rede de saúde: contribuições para debate","Moreira, Gercimeire Ramos, Cotrin, Jane Teresinha Domingues","Psicologia Escolar e Educacional; 20(1); 117-126","Psicologia Escolar e Educacional","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-85572016000100117&lang=pt" 
"S1413-85572016000100045-scl","Autoeficácia no campo educacional: revisão das publicações em periódicos brasileiros","Iaochite, Roberto Tadeu, Costa Filho, Roraima Alves da, Matos, Mayara da Mota, Sachimbombo, Keila Michelly Canhina","Psicologia Escolar e Educacional; 20(1); 45-54","Psicologia Escolar e Educacional","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-85572016000100045&lang=pt" 
"S1413-81232016000401309-scl","Resenha","Ribeiro, Carlos Henrique de Vasconcellos, Madureira, Silvia Maria, Pereira, Erik Giuseppe Barbosa, Mendes, Cláudia da Silva","Ciência &amp; Saúde Coletiva; 21(4); 1309-1312","Ciência &amp; Saúde Coletiva","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232016000401309&lang=pt" 
"S1413-81232016000401313-scl","Componente Especializado da Assistência Farmacêutica: pacto federativo para a garantia da integralidade do tratamento medicamentoso no SUS","Alexandre, Rodrigo Fernandes, Bastos, Ediane de Assis, Schneiders, Roberto Eduardo, Domingues, Paulo Henrique Faria, Nascimento Júnior, José Miguel do","Ciência &amp; Saúde Coletiva; 21(4); 1313-1314","Ciência &amp; Saúde Coletiva","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232016000401313&lang=pt" 
"S1413-81232016000401313-spa","Componente Especializado da Assistência Farmacêutica: pacto federativo para a garantia da integralidade do tratamento medicamentoso no SUS","Alexandre, Rodrigo Fernandes, Bastos, Ediane de Assis, Schneiders, Roberto Eduardo, Domingues, Paulo Henrique Faria, Nascimento Júnior, José Miguel do","Ciência &amp; Saúde Coletiva; 21(4); 1313-1314","Ciência &amp; Saúde Coletiva","Português","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232016000401313&lang=pt" 
"S0718-50492016000200012-chl","Trotskismo y guevarismo en la revolución cubana, 1959-1967","Gaido, Daniel, Valera, Constanza","Izquierdas; (27); 293-341","Izquierdas","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-50492016000200012&lang=pt" 
"S0718-50492016000200009-chl","La privatización de la violencia en Colombia y las AUC: de las autodefensas al paramilitarismo contrainsurgente y criminal","García Pérez, Patricio","Izquierdas; (27); 230-255","Izquierdas","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-50492016000200009&lang=pt" 
"S0718-50492016000200004-chl","Evolución de las condiciones de trabajo en la industria metalúrgica argentina: Un análisis a partir de los convenios colectivos de trabajo entre 1948 y 1994","Harari, Ianina","Izquierdas; (27); 87-104","Izquierdas","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-50492016000200004&lang=pt" 
"S1413-81232016000401239-spa","Edentulism in Brazil: trends, projections and expectations until 2040","Cardoso, Mayra, Balducci, Ivan, Telles, Daniel de Moraes, Lourenço, Eduardo José Veras, Nogueira Júnior, Lafayette","Ciência &amp; Saúde Coletiva; 21(4); 1239-1246","Ciência &amp; Saúde Coletiva","Inglês","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232016000401239&lang=pt" 
"S1413-81232016000401277-spa","Homicídios no Rio de Janeiro, Brasil: uma análise da violência letal","Cardoso, Francisca Letícia Miranda Gadelha, Cecchetto, Fátima Regina, Corrêa, Juliana Silva, Souza, Tiago Oliveira de","Ciência &amp; Saúde Coletiva; 21(4); 1277-1288","Ciência &amp; Saúde Coletiva","Português","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232016000401277&lang=pt" 
"S1413-81232016000401197-spa","Estilo de vida em pacientes portadores de diabetes mellitus tipo 1: uma revisão sistemática","Sales-Peres, Silvia Helena de Carvalho, Guedes, Maria de Fatima Santos, Sá, Letícia Marques, Negrato, Carlos Antonio, Lauris, José Roberto Pereira","Ciência &amp; Saúde Coletiva; 21(4); 1197-1206","Ciência &amp; Saúde Coletiva","Inglês, Português","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232016000401197&lang=pt" 
"S1413-81232016000401033-spa","Percepção de adultos mais velhos quanto à participação em programa de exercício físico com exergames: estudo qualitativo","Meneghini, Vandrize, Barbosa, Aline Rodrigues, Mello, Ana Lúcia Schaefer Ferreira de, Bonetti, Albertina, Guimarães, Alexsander Vieira","Ciência &amp; Saúde Coletiva; 21(4); 1033-1041","Ciência &amp; Saúde Coletiva","Português","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232016000401033&lang=pt" 
"S1413-81232016000401061-spa","Tendência temporal dos indicadores de excesso de peso em adultos nas capitais brasileiras, 2006-2013","Malta, Deborah Carvalho, Santos, Maria Aline Siqueira, Andrade, Silvania Suely Caribé de Araújo, Oliveira, Taís Porto, Stopa, Sheila Rizzato, Oliveira, Max Moura de, Jaime, Patrícia","Ciência &amp; Saúde Coletiva; 21(4); 1061-1069","Ciência &amp; Saúde Coletiva","Português","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232016000401061&lang=pt" 
"S0718-50492016000200007-chl","Prácticas de poder de las clases subalternas en el desarrollo del poder popular en Chile, 1967-1973","Seguel Gutiérrez, Pablo","Izquierdas; (27); 161-199","Izquierdas","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-50492016000200007&lang=pt" 
"S0718-50492016000200008-chl","Los maoístas del norte de México: breve historia de Política Popular-Línea Proletaria, 1969-1979*","Puma Crespo, Jorge Iván","Izquierdas; (27); 200-219","Izquierdas","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-50492016000200008&lang=pt" 
"S0718-50492016000200001-chl","ONG y conocimiento sociopolítico durante la Dictadura: la disputa por el tiempo histórico de la transición. El caso de los Talleres de Análisis de Coyuntura en ECO, 1987-1992.","Moyano Barahona, Cristina","Izquierdas; (27); 1-31","Izquierdas","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-50492016000200001&lang=pt" 
"S0718-50492016000200010-chl","De &quot;militante&quot; a &quot;intelectual&quot;: Francisco René Santucho en el discurso de las ciencias humanas de los últimos quince años en Argentina","Remedi, Roberto Antonio","Izquierdas; (27); 256-271","Izquierdas","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-50492016000200010&lang=pt" 
"S0718-50492016000200013-chl","Teorías del imperialismo y marxismo en el socialismo francés temprano: el caso de Paul Louis (1896-1907)","Quiroga Soto, Manuel","Izquierdas; (27); 342-367","Izquierdas","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-50492016000200013&lang=pt" 
"S0718-50492016000200003-chl","Partido de masas y renovación de las elites: los casos de México y China","Carrasco Brihuega, Daniel, Lemus Delgado, Daniel","Izquierdas; (27); 63-86","Izquierdas","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-50492016000200003&lang=pt" 
"S0718-50492016000200005-chl","Inflexiones y dilemas ético - políticos del capitalismo en el Centro Sur de Chile: A propósito de la globalización forestal","Carrasco Henríquez, Noelia, Salas Astrain, Ricardo","Izquierdas; (27); 105-123","Izquierdas","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-50492016000200005&lang=pt" 
"S0718-16202016000100014-chl","Potassium fertilization of cauliflower and broccoli in a potassium-rich soil","Silva, André L. P, Cecilio Filho, Artur B, Mendoza-Cortez, Juan W, Lima Junior, Joaquim A","Ciencia e investigación agraria; 43(1); 151-157","Ciencia e investigación agraria","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202016000100014&lang=pt" 
"S0718-16202016000100008-chl","Tolerance of native Magellan fungi in peat to anthracene and n-dodecane for potential use in bioremediation","Rodríguez-Córdova, Leonardo A, Sáez-Navarrete, César A, Ishanoglu, Vartan, Herrera, Leandro, Ginocchio, Rosanna","Ciencia e investigación agraria; 43(1); 85-93","Ciencia e investigación agraria","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202016000100008&lang=pt" 
"S0718-16202016000100004-chl","Pre- and postharvest attributes of muskmelon cultivars for fresh-cut cubes","Krarup, Christian, Jacob, Cristián, Contreras, Samuel","Ciencia e investigación agraria; 43(1); 43-51","Ciencia e investigación agraria","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202016000100004&lang=pt" 
"S0718-16202016000100003-chl","The effect of foliar applications of a bio-stimulant derived from algae extract on the physiological behavior of lulo seedlings (Solanum quitoense cv. Septentrionale)","Díaz-Leguizamón, Jhon J, Chingaté-Cruz, Oscar F, Sánchez-Reinoso, Alefsi D, Restrepo-Díaz, Hermann","Ciencia e investigación agraria; 43(1); 25-37","Ciencia e investigación agraria","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202016000100003&lang=pt" 
"S0718-16202016000100011-chl","Attitudinal determinants of willingness-to-pay for river ecosystem improvements in central Chile: A choice experiment","Huenchuleo, Carlos A, Barkmann, Jan, Marggraf, Rainer","Ciencia e investigación agraria; 43(1); 125-137","Ciencia e investigación agraria","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202016000100011&lang=pt" 
"S0718-16202016000100012-chl","Kinetic parameters of ruminai degradation of Marandu grass silage supplemented with brewer’s grain","Ferreira, Daniele de J, Zanine, Anderson de M, Lana, Rogério de P, de Souza, Alexandre L, Negrão, Fagton M, Geron, Luiz J. V, Parente, Henrique N, Dantas, Carlos C. O","Ciencia e investigación agraria; 43(1); 135-142","Ciencia e investigación agraria","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202016000100012&lang=pt" 
"S0718-16202016000100006-chl","Insect diversity, community composition and damage index on wild and cultivated murtilla","Chacón-Fuentes, Manuel A, Lizama, Marcelo G, Parra, Leonardo J, Seguel, Ivette E, Quiroz, Andrés E","Ciencia e investigación agraria; 43(1); 57-67","Ciencia e investigación agraria","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202016000100006&lang=pt" 
"S0718-16202016000100005-chl","Responses of young Punica granatum plants under four different water regimes","Bugueño, Felipe, Livellara, Nieggiorba, Varas, Fernando, Undurraga, Pedro, Castro, Mónica, Salgado, Eduardo","Ciencia e investigación agraria; 43(1); 49-56","Ciencia e investigación agraria","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202016000100005&lang=pt" 
"S0718-16202016000100010-chl","Growth analysis of potted gerbera conducted with mineral fertilization and organic fertigation","dos Santos, Francielly T, Ludwig, Fernanda, Costa, Luiz A. de M, Costa, Mônica S. S. de M, Remor, Marcelo B, Silva, Plínio E. R","Ciencia e investigación agraria; 43(1); 111-120","Ciencia e investigación agraria","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202016000100010&lang=pt" 
"S0718-16202016000100002-chl","Effects of the foliar application of methanol on the yield and growth of rice (Oryza sativa cv. Shiroudi)","Abbasian, Abouzar, Mirshekari, Bahram, Safarzade Vishekaei, Mohammad N, Rashidi, Varahram, Aminpanah, Hashem","Ciencia e investigación agraria; 43(1); 17-24","Ciencia e investigación agraria","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202016000100002&lang=pt" 
"S0718-16202016000100015-chl","Productívíty of cassava and other crops in an intercropping system","Silva, Daniel V, Ferreira, Evander A, Oliveira, Maxwel C, Pereira, Gustavo A. M, Braga, Renan R, dos Santos, José B, Aspiazu, Ignácio, Souza, Matheus F","Ciencia e investigación agraria; 43(1); 159-166","Ciencia e investigación agraria","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202016000100015&lang=pt" 
"S0718-16202016000100013-chl","Chemical and physical characterization of Opuntia spp. seeds grown in Hidalgo State, Mexico","Prieto-García, Francisco, Prieto Méndez, Judith, Acevedo Sandoval, Otilio A, Canales Flores, Roberto A, Marmolejo Santillán, Yolanda","Ciencia e investigación agraria; 43(1); 143-150","Ciencia e investigación agraria","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202016000100013&lang=pt" 
"S0718-16202016000100001-chl","Food security and livestock: The case of Latin America and the Caribbean","Rodríguez, Diego Ignacio, Anríquez, Gustavo, Riveros, José Luis","Ciencia e investigación agraria; 43(1); 5-15","Ciencia e investigación agraria","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202016000100001&lang=pt" 
"S0718-16202016000100009-chl","Stem and soil CO2 efflux responses of Pinus radiata plantations to temperature, season, age, time (day/night) and fertilization","Bown, Horacio E, Watt, Michael S","Ciencia e investigación agraria; 43(1); 95-109","Ciencia e investigación agraria","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202016000100009&lang=pt" 
"S0718-16202016000100007-chl","Establishing Acacia salicina under dry Mediterranean conditions: The effects of nursery fertilization and tree shelters on a mid-term experiment with saline irrigation","Oliet, Juan A, Planelles, Rosa, Artero, Francisco, Domingo-Santos, Juan M","Ciencia e investigación agraria; 43(1); 69-84","Ciencia e investigación agraria","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-16202016000100007&lang=pt" 
"S0121-47052016000100004-col","LAS MUJERES EN LAS ESFERAS POLÍTICAS ASIÁTICAS","Inguanzo, Isabel","Análisis Político; 29(86); 74-94","Análisis Político","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-47052016000100004&lang=pt" 
"S0121-47052016000100007-col","COLOMBIA INSULAR: CONSTRUCCIÓN DE IDENTIDAD Y MOVILIZACIÓN DEL PUEBLO RAIZAL DEL ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA","González Palacios, Miguel Andrés","Análisis Político; 29(86); 141-158","Análisis Político","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-47052016000100007&lang=pt" 
"S0100-67622016000200197-scl","SOIL ORGANIC CARBON, CARBON STOCK AND THEIR RELATIONSHIPS TO PHYSICAL ATTRIBUTES UNDER FOREST SOILS IN CENTRAL AMAZONIA","Marques, Jean Dalmo de Oliveira, Luizão, Flávio Jesus, Teixeira, Wenceslau Geraldes, Vitel, Claudia Marie, Marques, Elizalane Moura de Araújo","Revista Árvore; 40(2); 197-208","Revista Árvore","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622016000200197&lang=pt" 
