"S0104-12902010000300012-scl","A visita domiciliária na Estratégia de Saúde da Família: conhecendo as percepções das famílias","Cruz, Mariene Mirian, Bourget, Monique Marie Marthe","Saúde e Sociedade; 19(3); 605-613","Saúde e Sociedade","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-12902010000300012&lang=pt" 
"S1665-35212010000300001-mex","Resonador sensor de masa: desarrollo y métodos de medición","Alcántara I., Salvador, Susana Soto C., B., Perez R., Jesús, Calleja A., S. Wilfrido, Romero-Paredes R., Gabriel, Galindo M., Margarita, Duarte V., Miguel","Superficies y vacío; 23(3); 1-5","Superficies y vacío","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-35212010000300001&lang=pt" 
"S1665-35212010000300003-mex","Síntesis y caracterización de BaTiO3 dopado con Nb5+ mediante el mecanismo BaTi1-5xNb4xO3","Bamentos-Hernández, F. R., Arenas-Flores, A., Cardoso-Legorreta, E.","Superficies y vacío; 23(3); 10-14","Superficies y vacío","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-35212010000300003&lang=pt" 
"S1665-35212010000300002-mex","Efecto del Oxigeno en la Cristalización de Películas Delgadas de GeSbTe","Morales- Sánchez, E., Rivera- Rodríguez, C., Prokhorov, E., González Hernández, J.","Superficies y vacío; 23(3); 6-9","Superficies y vacío","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-35212010000300002&lang=pt" 
"S2007-11242010000300009-mex","Evaluación de la distancia entre plantas sobre el rendimiento y calidad de semilla de Brachiaria brizantha","Joaquín Cancino, Santiago, Joaquín Torres, Bertin Maurilio, Ortega Jiménez, Eusebio, Hernández Garay, Alfonso, Pérez Pérez, Jorge, Enriquez Quiroz, Javier Francisco, Quero Carrillo, Adrián R.","Revista mexicana de ciencias pecuarias; 1(3); 297-310","Revista mexicana de ciencias pecuarias","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-11242010000300009&lang=pt" 
"S2007-11242010000300008-mex","Respuesta productiva de la alfalfa a diferentes frecuencias de corte","Mendoza Pedroza, Sergio Ibán, Hernández Garay, Alfonso, Pérez Pérez, Jorge, Quero Carrillo, Adrián Raymundo, Escalante Estrada, J. Alberto S., Zaragoza Ramírez, José Luis, Ramírez Reynoso, Omar","Revista mexicana de ciencias pecuarias; 1(3); 287-296","Revista mexicana de ciencias pecuarias","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-11242010000300008&lang=pt" 
"S2007-11242010000300003-mex","Contenido de ácido linoleico conjugado (CLA) en leche de ganado lechero Holstein estabulado en el noroeste de México","Martínez-Borraz, Alfonso, Moya-Camarena, Silvia Yolanda, González-Ríos, Humberto, Hernández, Jesús, Pinelli-Saavedra, Araceli","Revista mexicana de ciencias pecuarias; 1(3); 221-235","Revista mexicana de ciencias pecuarias","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-11242010000300003&lang=pt" 
"S2007-11242010000300002-mex","Efecto de una subalimentación prolongada sobre el peso, la condición y la composición corporal de cabras adultas","Gómez Pastén, Manuel, Mora Izaguirre, Ofelia, Meléndez Soto, Rosa María, Romano Muñoz, José Luis, Vera Avila, Héctor, Shimada Miyasaka, Armando","Revista mexicana de ciencias pecuarias; 1(3); 205-219","Revista mexicana de ciencias pecuarias","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-11242010000300002&lang=pt" 
"S2007-11242010000300001-mex","Efecto del estrés calórico sobre la producción embrionaria en vacas superovuladas y la tasa de gestación en receptoras","Lozano-Domínguez, Renato Raúl, Asprón-Pelayo, Marco Antonio, Vásquez-Peláez, Carlos Gustavo, González-Padilla, Everardo, Aréchiga-Flores, Carlos Fernando","Revista mexicana de ciencias pecuarias; 1(3); 189-203","Revista mexicana de ciencias pecuarias","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-11242010000300001&lang=pt" 
"S2007-11242010000300007-mex","Efectos del estado de madurez en el valor nutritivo y momento óptimo de corte del forraje napier (Pennisetum purpureum Schum.) en época lluviosa","Santana Pérez, Ángel Arturo, Pérez López, Antonio, Figueredo Acosta, María Eugenia","Revista mexicana de ciencias pecuarias; 1(3); 277-286","Revista mexicana de ciencias pecuarias","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-11242010000300007&lang=pt" 
"S2007-11242010000300006-mex","Estandarización de la metodología para la determinación de grasa en la carne de cerdo","Mariezcurrena Berasain, María Antonia, Braña Varela, Diego, Partida de la Peña, José Armando, Ramírez Rodríguez, Ericka, Domínguez Vara, Ignacio","Revista mexicana de ciencias pecuarias; 1(3); 269-275","Revista mexicana de ciencias pecuarias","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-11242010000300006&lang=pt" 
"S2007-11242010000300005-mex","Dinámica de la producción porcina en México de 1980 a 2008","Bobadilla Soto, Encarnación Ernesto, Espinoza Ortega, Angélica, Martínez Castañeda, Francisco Ernesto","Revista mexicana de ciencias pecuarias; 1(3); 251-268","Revista mexicana de ciencias pecuarias","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-11242010000300005&lang=pt" 
"S2007-11242010000300004-mex","Rendimiento y calidad de semilla de pasto guinea (Panicum maximum Jacq.) cv. Tanzania usando la fitohormona esteroidal cidef-4","Joaquín Torres, Bertin Maurilio, Moreno Carrillo, Miguel Angel, Joaquín Cancino, Santiago, Hernández Garay, Alfonso, Pérez Pérez, Jorge, Gómez Vázquez, Armando","Revista mexicana de ciencias pecuarias; 1(3); 237-249","Revista mexicana de ciencias pecuarias","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-11242010000300004&lang=pt" 
"S0301-70362010000300011-mex","Especulación e innovación financiera: Mercados de derivados y consecuencias macroeconómicas en México","Ortega, Víctor Mario","Problemas del desarrollo; 41(162); 184-186","Problemas del desarrollo","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0301-70362010000300011&lang=pt" 
"S0301-70362010000300010-mex","Estado y desarrollo","Carmagnani, Marcello","Problemas del desarrollo; 41(162); 180-183","Problemas del desarrollo","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0301-70362010000300010&lang=pt" 
"S0301-70362010000300008-mex","Apuntes sobre la teoría marxista de la tasa de interés","Valle Baeza, Alejandro, Mendieta Muñoz, Iván","Problemas del desarrollo; 41(162); 161-176","Problemas del desarrollo","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0301-70362010000300008&lang=pt" 
"S0301-70362010000300009-mex","Economía del pan: Consumo y configuración territorial en México","Enríquez Pérez, Isaac","Problemas del desarrollo; 41(162); 177-179","Problemas del desarrollo","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0301-70362010000300009&lang=pt" 
"S0301-70362010000300002-mex","Revisitando el desarrollo: los nuevos imaginarios son desafíos civilizatorios","Mañán, Oscar","Problemas del desarrollo; 41(162); 5-30","Problemas del desarrollo","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0301-70362010000300002&lang=pt" 
"S0301-70362010000300003-mex","América Latina y El Caribe: Ayuda Oficial al Desarrollo en el punto de inflexión del milenio","Tezanos Vázquez, Sergio, Martínez de la Cueva Astigarraga, Aitor","Problemas del desarrollo; 41(162); 31-56","Problemas del desarrollo","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0301-70362010000300003&lang=pt" 
"S0301-70362010000300001-mex","Editorial","","Problemas del desarrollo; 41(162); 3-4","Problemas del desarrollo","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0301-70362010000300001&lang=pt" 
"S0301-70362010000300006-mex","Autosuficiencia alimentaria en China","Rodríguez y Rodríguez, María Teresa","Problemas del desarrollo; 41(162); 103-126","Problemas del desarrollo","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0301-70362010000300006&lang=pt" 
"S0301-70362010000300007-mex","Rendimientos crecientes, costos de transporte, eslabonamientos verticales y asimetrías regionales persistentes","Viego, Valentina","Problemas del desarrollo; 41(162); 127-1159","Problemas del desarrollo","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0301-70362010000300007&lang=pt" 
"S0301-70362010000300004-mex","Estimación de las categorías marxianas mediante tablas de insumo-producto: Un análisis comparativo de Argentina y Estados Unidos","Barrera, Facundo, López, Emiliano","Problemas del desarrollo; 41(162); 57-83","Problemas del desarrollo","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0301-70362010000300004&lang=pt" 
"S0301-70362010000300005-mex","Respuestas y opciones de los productores de subsistencia a las señales de política pública ambiental: un enfoque de análisis multisectorial","Becerril García, Javier, Albornoz Mendoza, Lilian","Problemas del desarrollo; 41(162); 85-102","Problemas del desarrollo","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0301-70362010000300005&lang=pt" 
"S1678-86212010000300003-scl","Toxicidade de materiais de construção: uma questão incontornável na construção sustentável","Torgal, Fernando Pacheco, Jalali, Said","Ambiente Construído; 10(3); 41-53","Ambiente Construído","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-86212010000300003&lang=pt" 
"S1678-86212010000300008-scl","Uma abordagem de inspiração humanizadora para o projeto de habitação coletiva mais sustentável","Barros, Raquel Regina Martini Paula, Pina, Sílvia Aparecida Mikami Gonçalves","Ambiente Construído; 10(3); 121-135","Ambiente Construído","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-86212010000300008&lang=pt" 
"S1678-86212010000300007-scl","O projeto da habitação de interesse social e a sustentabilidade social","Reis, Antônio Tarcísio da Luz, Lay, Maria Cristina Dias","Ambiente Construído; 10(3); 99-119","Ambiente Construído","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-86212010000300007&lang=pt" 
"S1678-86212010000300001-scl","Benefícios económicos e ambientais inerentes ao uso de materiais estruturais naturais em habitações unifamiliares","Murta, António, Varum, Humberto, Pinto, Jorge, Bentes, Isabel, Paiva, Anabela, Ramos, Luis","Ambiente Construído; 10(3); 07-22","Ambiente Construído","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-86212010000300001&lang=pt" 
"S1678-86212010000300002-scl","Alternativa sustentável para destinação de resíduos de construção classe A: sistemática para reciclagem em canteiros de obras","Evangelista, Patricia Pereira de Abreu, Bastos Costa, Dayana, Zanta, Viviana Maria","Ambiente Construído; 10(3); 23-40","Ambiente Construído","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-86212010000300002&lang=pt" 
"S1678-86212010000300004-scl","Vantagens e desvantagens da utilização de peles-verdes em edificações residenciais em Porto Alegre segundo seus moradores","Valesan, Mariene, Fedrizzi, Beatriz, Sattler, Miguel Aloysio","Ambiente Construído; 10(3); 55-67","Ambiente Construído","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-86212010000300004&lang=pt" 
"S1678-86212010000300005-scl","A certificação de desempenho ambiental de prédios: exigências usuais e novas atividades na gestão da construção","Piccoli, Rossana, Kern, Andrea Parisi, González, Marco Aurélio, Hirota, Ercília Hitomi","Ambiente Construído; 10(3); 69-79","Ambiente Construído","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-86212010000300005&lang=pt" 
"S1678-86212010000300006-scl","Contribuição ao entendimento da aplicação da certificaçao LEED TM no Brasil com base em dois estudos de caso","Silva, Vanessa Gomes da, Pardini, Andrea Fonseca","Ambiente Construído; 10(3); 81-97","Ambiente Construído","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-86212010000300006&lang=pt" 
"S1678-86212010000300010-scl","Critérios para a tomada de decisão em obras rodoviárias sustentáveis","Albuquerque, Fernando Silva, Núñez, Washinton Peres","Ambiente Construído; 10(3); 151-163","Ambiente Construído","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-86212010000300010&lang=pt" 
"S1678-86212010000300009-scl","Cidades em (trans)formação: impacto da verticalização e densificação na qualidade do espaço residencial","Scussel, Maria Conceição Barletta, Sattler, Miguel Aloysio","Ambiente Construído; 10(3); 137-150","Ambiente Construído","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-86212010000300009&lang=pt" 
"S1982-21702010000300006-scl","Avaliação do potencial das imagens quickbird ortorretificadas para o mapeamento das propriedades localizadas na área de expansão e vazios urbanos","Amorim, Amilton, Camargo, Paulo de Oliveira, Miyashita, Priscila Midori","Boletim de Ciências Geodésicas; 16(3); 456-474","Boletim de Ciências Geodésicas","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-21702010000300006&lang=pt" 
"S0717-73482010000300001-chl","Avances en los factores causales del mesotelioma maligno de la pleura","González Bombardière, Sergio","Revista chilena de enfermedades respiratorias; 26(3); 127-128","Revista chilena de enfermedades respiratorias","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-73482010000300001&lang=pt" 
"S0717-73482010000300002-chl","Patrón de alteraciones en la radiografía de tórax de niños hospitalizados por infección causada por virus influenza A (H1N1)","MOËNNE B, KARLA, ORTEGA F, XIMENA, CORDERO T, JAIME, VIDAL G, ALBERTO, ESCAFFI J, JUAN A","Revista chilena de enfermedades respiratorias; 26(3); 129-133","Revista chilena de enfermedades respiratorias","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-73482010000300002&lang=pt" 
"S0717-73482010000300003-chl","Mesotelioma maligno: Experiencia clínico-patológica de 247 casos","BARRERA R, RAÚL, CHAVARRÍA G, JORGE, MORALES F, JORGE","Revista chilena de enfermedades respiratorias; 26(3); 134-140","Revista chilena de enfermedades respiratorias","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-73482010000300003&lang=pt" 
"S0717-73482010000300004-chl","Braquiterapia endobronquial de alta tasa de dosis en pacientes con obstrucción de la vía aérea central: Experiencia en el Instituto Nacional del Cáncer y revisión de la literatura","SANTINI B, ALEJANDRO, ISAMITT D, DIONIS, BIANCHI G, BENJAMÍN, BRUNA F, MARIBEL, VÁSQUEZ A, ANDRÉS, VÉLIZ R, IGNACIO, CÁRCAMO I, MARCELA, SEELMANN G, DANIELA, SILVA P, GONZALO","Revista chilena de enfermedades respiratorias; 26(3); 141-148","Revista chilena de enfermedades respiratorias","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-73482010000300004&lang=pt" 
"S0717-73482010000300005-chl","Disnea súbita después del terremoto","PAZ M, CAROLINA, CEA B, XIMENA, DURÁN G, SUSANA","Revista chilena de enfermedades respiratorias; 26(3); 149-154","Revista chilena de enfermedades respiratorias","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-73482010000300005&lang=pt" 
"S0717-73482010000300006-chl","Caso clínico-radiológico adulto","SABBAGH P, EDUARDO, CZISCHKE L, KAREN, TERÁN P, GABRIELA, CUADRA C, CRISTIÁN, FERNÁNDEZ F, CRISTINA","Revista chilena de enfermedades respiratorias; 26(3); 155-157","Revista chilena de enfermedades respiratorias","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-73482010000300006&lang=pt" 
"S0717-73482010000300007-chl","Caso clínico-radiológico pediátrico","BERRÍOS G, CLAUDIO, MELIPILLÁN A, YORKY","Revista chilena de enfermedades respiratorias; 26(3); 158-160","Revista chilena de enfermedades respiratorias","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-73482010000300007&lang=pt" 
"S0717-73482010000300008-chl","Tuberculosis en inmigrantes: Situación Chile-Perú","YÁNEZ DEL V, ÁLVARO","Revista chilena de enfermedades respiratorias; 26(3); 161-164","Revista chilena de enfermedades respiratorias","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-73482010000300008&lang=pt" 
"S0717-73482010000300009-chl","PANORAMA","Cruz M, Edgardo, Valdés I, Isabel","Revista chilena de enfermedades respiratorias; 26(3); 165-167","Revista chilena de enfermedades respiratorias","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-73482010000300009&lang=pt" 
"S1983-41952010000300001-scl","Editorial","Campos Filho, Américo, Sousa, José Luiz Antunes de O. e, Silva Filho, Luiz Carlos Pinto da, Helene, Paulo","Revista IBRACON de Estruturas e Materiais; 3(3); 270-270","Revista IBRACON de Estruturas e Materiais","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-41952010000300001&lang=pt" 
"S1983-41952010000300004-scl","Estudo dos efeitos do LiNO3 na reação Álcali-Sílica e comparação com os efeitos da cinza volante na reação","Silva, D. J. F., Fazzan, V., Fioriti, C. F., Akasaki, J. L., Bernardes, H. M.","Revista IBRACON de Estruturas e Materiais; 3(3); 310-321","Revista IBRACON de Estruturas e Materiais","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-41952010000300004&lang=pt" 
"S1983-41952010000300007-scl","Influência da vinculação em modelos numéricos de vigas mistas de aço e concreto em situação de incêndio","Rigobello, R., Almeida, S. J. C., Munaiar Neto, J., Malite, M., Silva, V. P.","Revista IBRACON de Estruturas e Materiais; 3(3); 357-373","Revista IBRACON de Estruturas e Materiais","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-41952010000300007&lang=pt" 
"S1983-41952010000300006-scl","Influence of foundation settlements in load redistribution on columns in a monitoring construction - Case Study","Savaris, G., Hallak, P. H., Maia, P. C. A.","Revista IBRACON de Estruturas e Materiais; 3(3); 346-356","Revista IBRACON de Estruturas e Materiais","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-41952010000300006&lang=pt" 
"S1983-41952010000300003-scl","Análise estática e dinâmica de uma ponte ferroviária em concreto armado localizada na Estrada de Ferro Carajás","Teixeira, R. M., Amador, S. D. R., Oliveira, D. R. C.","Revista IBRACON de Estruturas e Materiais; 3(3); 284-309","Revista IBRACON de Estruturas e Materiais","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-41952010000300003&lang=pt" 
"S1983-41952010000300008-scl","Risco sísmico na Região Nordeste do Brasil","Santos, S. H. C., Lima, S. Souza, Silva, F. C. M.","Revista IBRACON de Estruturas e Materiais; 3(3); 374-389","Revista IBRACON de Estruturas e Materiais","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-41952010000300008&lang=pt" 
"S1983-41952010000300002-scl","Experimental analysis of reinforced concrete columns strengthened with Self-Compacting concrete","Omar, M. Y. M., Gomes, R. B., Reis, A. P. A.","Revista IBRACON de Estruturas e Materiais; 3(3); 271-283","Revista IBRACON de Estruturas e Materiais","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-41952010000300002&lang=pt" 
"S0104-77602010000300014-scl","Use of near infrared spectroscopy to distinguish carbonization processes and charcoal sources","Monteiro, Thiago Campos, Silva, Renato Vieira da, Lima, José Tarcísio, Hein, Paulo Ricardo Gherardi, Napoli, Alfredo","CERNE; 16(3); 381-390","CERNE","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-77602010000300014&lang=pt" 
"S0104-77602010000300011-scl","Análise técnica e econômica das etapas de produção de mudas de eucalipto","Simões, Danilo, Silva, Magali Ribeiro da","CERNE; 16(3); 359-366","CERNE","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-77602010000300011&lang=pt" 
"S0104-77602010000300016-scl","Different strategies to estimate the commercial volume of Anadenanthera colubrina (Vell.) Brenan","Carvalho, Samuel de Pádua Chaves e, Mendonça, Adriano Ribeiro de, Lima, Mariana Peres de, Calegario, Natalino","CERNE; 16(3); 399-406","CERNE","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-77602010000300016&lang=pt" 
"S0104-77602010000300015-scl","Mapeamento da Araucaria angustifolia utilizando receptores GPS","Venancio, Diego Luis, Disperati, Attilio Antonio, Neves, Ricardo Vilar","CERNE; 16(3); 391-398","CERNE","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-77602010000300015&lang=pt" 
"S0104-77602010000300010-scl","Evolution of the hypsometric relationship in Araucaria angustifolia plantations in the mid-south region of Paraná state","Figueiredo Filho, Afonso, Dias, Andrea Nogueira, Kohler, Sintia Valerio, Verussa, Aline Angélica, Chiquetto, Ademar Luiz","CERNE; 16(3); 347-357","CERNE","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-77602010000300010&lang=pt" 
"S0104-77602010000300012-scl","Environmental strategy as social practice in a forest-based enterprise: a descriptive study","Gobbi, Beatriz Christo, Brito, Mozar José de, Brito, Valéria da Glória Pereira","CERNE; 16(3); 367-372","CERNE","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-77602010000300012&lang=pt" 
"S0104-77602010000300013-scl","Ion input via rainwater in the southwestern region of Rio Grande do Sul, Brazil","Calil, Francine Neves, Schumacher, Mauro Valdir, Witschoreck, Rudi, Lopes, Vicente Guilherme, Viera, Márcio, Liberalesso, Edenilson","CERNE; 16(3); 373-380","CERNE","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-77602010000300013&lang=pt" 
"S0104-77602010000300007-scl","Avaliação e proposta de conectividade dos fragmentos remanescentes no campus da Universidade Federal de Lavras, Minas Gerais","Pereira, Israel Marinho, van den Berg, Eduardo, Pinto, Lílian Vilela de Andrade, Higuchi, Pedro, Carvalho, Douglas Antônio de","CERNE; 16(3); 305-321","CERNE","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-77602010000300007&lang=pt" 
"S0104-77602010000300009-scl","Economic analysis of sustainable management of candeia","Oliveira, Antonio Donizette de, Ribeiro, Ivonise Silva Andrade, Scolforo, José Roberto Soares, Mello, José Márcio de, Rezende, José Luiz Pereira de","CERNE; 16(3); 335-345","CERNE","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-77602010000300009&lang=pt" 
"S0104-77602010000300008-scl","Models for estimating macronutrients in Mimosa scabrella Bentham","Téo, Saulo Jorge, Machado, Sebastião do Amaral, Figueiredo Filho, Afonso, Reissmann, Carlos Bruno","CERNE; 16(3); 323-334","CERNE","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-77602010000300008&lang=pt" 
"S0104-77602010000300003-scl","Florística e estrutura da comunidade arbórea de duas áreas de Cerrado Sentido Restrito no norte de Minas Gerais","Costa, Fernanda Vieira da, Oliveira, Karla Nunes, Nunes, Yule Roberta Ferreira, Menino, Gisele Cristina de Oliveira, Brandão, Diego Oliveira, Araújo, Lucimar Soares de, Miranda, Weslane Oliveira, D&#039;Ângelo Neto, Santos","CERNE; 16(3); 267-281","CERNE","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-77602010000300003&lang=pt" 
"S0104-77602010000300002-scl","Brazilian sawn wood price and income elasticity","Noce, Rommel, Rezende, José Luiz Pereira de, Souza, Agostinho Lopes de, Mendes, Lourival Marin, Silva, Márcio Lopes da, Carvalho, Rosa Maria Miranda Armond, Oliveira, Juliana Mendes de, Canto, Juliana Lorensi do","CERNE; 16(3); 259-265","CERNE","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-77602010000300002&lang=pt" 
"S0104-77602010000300006-scl","Aplicação de cartas de controle no processo de fabricação de pisos sólidos de tauari (Couratari oblongifolia)","Christino, Edith Mara, Bonduelle, Ghislaine Miranda, Iwakiri, Setsuo","CERNE; 16(3); 299-304","CERNE","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-77602010000300006&lang=pt" 
"S0104-77602010000300005-scl","Estimation of the mechanical properties of wood from Eucalyptus urophylla using near infrared spectroscopy","Andrade, Carlos Rogério, Trugilho, Paulo Fernando, Napoli, Alfredo, Vieira, Renato da Silva, Lima, José Tarcísio, Sousa, Leonardo Chagas de","CERNE; 16(3); 291-298","CERNE","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-77602010000300005&lang=pt" 
"S0104-77602010000300001-scl","Influence of leaf area reduction on clonal production of eucalyptus seedlings","Santana, Reynaldo Campos, Dutra, Tiago Reis, Carvalho Neto, José Pereira, Nogueira, Gilciano Saraiva, Grazziotti, Paulo Henrique, Barros Filho, Nairam Félix de","CERNE; 16(3); 251-257","CERNE","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-77602010000300001&lang=pt" 
"S0104-77602010000300017-scl","Qualidade de sementes e mudas de Schizolobium parahyba procedentes do Rio Grande do Sul, Santa Catarina e Paraná","Cherobini, Edicléia Aparecida Iensen, Lazarotto, Marília, Muniz, Marlove Fátima Brião, Girardi, Leonita Beatriz, Lippert, Diogo Belmonte, Maciel, Caciara Gonzatto","CERNE; 16(3); 407-413","CERNE","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-77602010000300017&lang=pt" 
"S0104-77602010000300018-scl","Adequação da metodologia do teste de tetrazólio para avaliação da viabilidade de sementes de Melanoxylon brauna Schot.","Corte, Viviana Borges, Borges, Eduardo Euclydes de Lima e, Pereira, Bárbara Luiza Corradi","CERNE; 16(3); 415-421","CERNE","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-77602010000300018&lang=pt" 
"S1688-03902010000300011-ury","Kempis","Dibarboure Icasuriaga, Hugo","Revista Médica del Uruguay; 26(3); 195-195","Revista Médica del Uruguay","Espanhol","2010","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-03902010000300011&lang=pt" 
"S1688-03902010000300010-ury","Kempis Vidal Beretervide","Turnes, Antonio L.","Revista Médica del Uruguay; 26(3); 187-194","Revista Médica del Uruguay","Espanhol","2010","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-03902010000300010&lang=pt" 
"S1688-03902010000300006-ury","Infección por VIH y desarrollo de fenómenos autoinmunes","Silvariño, Ricardo, Cabrera, Susana, Méndez, Enrique, Savio, Eduardo","Revista Médica del Uruguay; 26(3); 161-167","Revista Médica del Uruguay","Espanhol","2010","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-03902010000300006&lang=pt" 
"S1688-03902010000300012-ury","Acción midriática de la beta-iso-eucaína en humanos","Vidal, Inés","Revista Médica del Uruguay; 26(3); 196-197","Revista Médica del Uruguay","Espanhol","2010","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-03902010000300012&lang=pt" 
"S0104-77602010000300004-scl","α-galactosidase activity and carbohydrate mobilization in seeds of Dalbergia nigra (vell.) Allemão ex Benth. - fabaceae (Brazilian rosewood) during germination","Carrijo, Lanna Clicia, Borges, Eduardo Euclydes de Lima e, Pontes, Claudia Aparecida, Lopes, Mariana Rocha, Brune, Arno","CERNE; 16(3); 283-289","CERNE","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-77602010000300004&lang=pt" 
"S1645-44642010000200001-prt","Editorial","","Revista de Gestão dos Países de Língua Portuguesa; 9(3); 1-1","Revista de Gestão dos Países de Língua Portuguesa","Português","2010","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-44642010000200001&lang=pt" 
