"S1413-70542008000100015-scl","Produção da tangerineira &#039;ponkan&#039; após poda de recuperação","Mendonça, Vander, Ramos, José Darlan, Araújo Neto, Sebastião Elviro de, Rufini, José Carlos Moraes","Ciência e Agrotecnologia; 32(1); 103-109","Ciência e Agrotecnologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542008000100015&lang=pt" 
"S0121-32612008000100009-col","ESPAÇOS LIMINARES – CONTEÚDOS SUBVERTEM FORMAS NO PROCESSO CONTÍNUO DE (RE)PRODUÇÃO DA E NA CIDADE CONTEMPORÂNEA","TÔRRES AGUIAR GOMES, EDVÂNIA","Investigación y Desarrollo; 16(1); 174-195","Investigación y Desarrollo","Português","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-32612008000100009&lang=pt" 
"S0121-32612008000100001-col","","","Investigación y Desarrollo; 16(1); 8-11","Investigación y Desarrollo","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-32612008000100001&lang=pt" 
"S0121-32612008000100002-col","POR UNA NUEVA IMAGEN DE CIUDAD. LA REPRESENTACIÓN GRÁFICO-VISUAL DEL PAISAJE ARBÓREO DE SANTIAGO DE CALI: EL RESCATE DE UN NUEVO IMAGINARIO URBANO","CASTRO RAMOS, RICARDO","Investigación y Desarrollo; 16(1); 2-31","Investigación y Desarrollo","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-32612008000100002&lang=pt" 
"S0121-32612008000100003-col","¿APARICIÓN DE UNA NUEVA CULTURA PATRIMONIAL EN AMÉRICA LATINA A TRAVÉS DE LOS CENTROS HISTÓRICOS EN &quot;RE-CONSTRUCCIÓN&quot;?","COLLIN DELAVAUD, ANNE","Investigación y Desarrollo; 16(1); 32-57","Investigación y Desarrollo","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-32612008000100003&lang=pt" 
"S0121-32612008000100004-col","PRODUCCIÓN DE CIUDAD, COTIDIANIDAD Y CULTURAS POPULARES: UNA REVISIÓN PRELIMINAR.","FRANCO SILVA, FRANCISCO JAVIER, PÉREZ SALAZAR, LUZ MAGNOLIA","Investigación y Desarrollo; 16(1); 58-81","Investigación y Desarrollo","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-32612008000100004&lang=pt" 
"S0121-32612008000100005-col","DIMENSION CULTURAL DE LA RENOVACIÓN URBANA: UN ANÁLISIS RETÓRICO DEL URBANISMO CONTEMPARÁNEO","MERCIER, GUY","Investigación y Desarrollo; 16(1); 82-117","Investigación y Desarrollo","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-32612008000100005&lang=pt" 
"S0121-32612008000100006-col","ALTSTADTERNEUERUNG IN DEUTSCHLAND","MERTINS, GÜNTER","Investigación y Desarrollo; 16(1); 118-129","Investigación y Desarrollo","Alemão","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-32612008000100006&lang=pt" 
"S0121-32612008000100007-col","THE END OF THE VIENNESE WAY?: CHANGING STRATEGIES AND SPATIAL IMPACTS OF SOFT URBAN RENEWAL IN THE AUSTRIAN CAPITAL","PAAL, MICHAELA","Investigación y Desarrollo; 16(1); 130-145","Investigación y Desarrollo","Inglês","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-32612008000100007&lang=pt" 
"S0121-32612008000100010-col","EL MEJORAMIENTO DE VIVIENDA Y ENTORNO EN BOGOTÁ 1994-1998:: PROGRAMAS, CONCEPTOS Y ESTRATEGIAS","VERGARA DURAN, RICARDO ADRIÁN","Investigación y Desarrollo; 16(1); 196-225","Investigación y Desarrollo","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-32612008000100010&lang=pt" 
"S1024-94352008000100001-cub","Acimed: Una necesidad y una consecuencia","López Espinosa, José Antonio","ACIMED; 17(1); -","ACIMED","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352008000100001&lang=pt" 
"S1024-94352008000100002-cub","El Manifiesto de Acimed","Cañedo Andalia, Rubén","ACIMED; 17(1); -","ACIMED","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352008000100002&lang=pt" 
"S1024-94352008000100003-cub","El legado de Acimed: Recuento iconográfico y bibliográfico de sus primeros 15 años","López Espinosa, José Antonio","ACIMED; 17(1); -","ACIMED","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352008000100003&lang=pt" 
"S1024-94352008000100004-cub","Contenidos de las Web de los hospitales españoles: un aspecto pendiente de discusión y unificación","Díaz Cuenca, Antonia, Chain Navarro, Celia","ACIMED; 17(1); -","ACIMED","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352008000100004&lang=pt" 
"S1024-94352008000100005-cub","Infobibliología: un nuevo nombre para la disciplina del sistema de conocimientos bibliológico-informativos","Setién Quesada, Emilio","ACIMED; 17(1); -","ACIMED","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352008000100005&lang=pt" 
"S1024-94352008000100006-cub","La biblioteca de Julio Lobo: una aproximación a su colección napoleónica","Rodríguez Roche, Sulema, Rivera, Zoia","ACIMED; 17(1); -","ACIMED","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352008000100006&lang=pt" 
"S1024-94352008000100007-cub","La primera mujer que fundó una publicación en Cuba","López Espinosa, José Antonio","ACIMED; 17(1); -","ACIMED","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352008000100007&lang=pt" 
"S1024-94352008000100008-cub","Utilización de Ebsco, Hinari, SeCiMed y Cumed en el Sistema Nacional de Información en Salud","Borrell Saburit, Arelys, Prendes Guerrero, Mirta, López Mantecón, Mercedes","ACIMED; 17(1); -","ACIMED","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352008000100008&lang=pt" 
"S1024-94352008000100009-cub","¿Médico? ¿Biólogo? ¿Bibliotecario? Editor: Acimed bate sus propios récords. Una entrevista con el licenciado Rubén Cañedo Andalia, Editor Gerente de Acimed","González Rivero, María del Carmen","ACIMED; 17(1); -","ACIMED","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352008000100009&lang=pt" 
"S1024-94352008000100010-cub","Propuesta de política de publicación en el Web de Infomed","","ACIMED; 17(1); -","ACIMED","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352008000100010&lang=pt" 
"S1024-94352008000100011-cub","Propuesta de guía para la redacción en Infomed","","ACIMED; 17(1); -","ACIMED","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352008000100011&lang=pt" 
"S1024-94352008000100012-cub","Socolar: un buscador para el acceso abierto","","ACIMED; 17(1); -","ACIMED","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352008000100012&lang=pt" 
"S1692-88572008000100008-col","LA MUERTE DE DIOS Y LA CUESTIÓN TEOLÓGICA","Restrepo, Carlos Enrique","Eidos; (8); 182-194","Eidos","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-88572008000100008&lang=pt" 
"S1692-88572008000100006-col","TRAGEDIA, COMEDIA Y HUMOR EN EL PSICOANÁLISIS","Escobar María, Carmen Elisa","Eidos; (8); 136-158","Eidos","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-88572008000100006&lang=pt" 
"S1692-88572008000100007-col","ARIEL: ¿TEMPESTAD DE UN MOUSIKÓS?","Campos Fonseca, Susan","Eidos; (8); 160-181","Eidos","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-88572008000100007&lang=pt" 
"S1692-88572008000100004-col","EL SUJETO BURGUÉS EN EL WERTHER DE GOETHE: INACTIVIDAD Y FRACASO","Bodas Fernández, Lucía","Eidos; (8); 81-102","Eidos","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-88572008000100004&lang=pt" 
"S1692-88572008000100005-col","EL CUADRO, LA FÁBRICA Y EL HOSPITAL: LA PRODUCCIÓN DEL ESPACIO EN LA ÉPOCA CLÁSICA","Fabrizio Pineda, Adrián","Eidos; (8); 104-135","Eidos","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-88572008000100005&lang=pt" 
"S1692-88572008000100002-col","FORMACIÓN DEL CARÁCTER Y RAZONAMIENTO PRÁCTICO","Trujillo Amaya, Julián Fernando, Vallejo Álvarez, Ximena","Eidos; (8); 10-65","Eidos","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-88572008000100002&lang=pt" 
"S1692-88572008000100003-col","LA INDIVIDUALIDAD DE DON QUIJOTE VISTA POR HEGEL","Másmela, Carlos","Eidos; (8); 66-81","Eidos","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-88572008000100003&lang=pt" 
"S1692-88572008000100001-col","","","Eidos; (8); 8-9","Eidos","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-88572008000100001&lang=pt" 
"S1692-88572008000100011-col","FEMINISMO POSTMODERNO: D. J. HARAWAY Y S. HARDING","Aguilar García, Teresa","Eidos; (8); 222-232","Eidos","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-88572008000100011&lang=pt" 
"S1692-88572008000100010-col","LA CONSTRUCCIÓN DEL SUJETO POLÍTICO UN ACERCAMIENTO A LA OBRA MUSICAL DE EMIR KUSTURICA &amp; THE NO SMOKING ORCHESTRA DESDE LA OBRA DE JACQUES RANCIÈRE","Castañeda, Erika","Eidos; (8); 212-221","Eidos","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-88572008000100010&lang=pt" 
"S1692-88572008000100012-col","EL CONCEPTO DE FENOMENO EN EL JOVEN HEIDEGGERE","de Lara, Francisco","Eidos; (8); 234-256","Eidos","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-88572008000100012&lang=pt" 
"S1692-88572008000100009-col","BORGES Y LA POLÍTICA DE LA EXPRESIÓN LA TRANSVALORACION DEL PASADO NACIONAL","Pellejero, Eduardo","Eidos; (8); 196-211","Eidos","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-88572008000100009&lang=pt" 
"S0122-02682008000100014-col","SIMILARIDADES CLINICOPATOLÓGICAS ENTRE PARATUBERCULOSIS Y ENFERMEDAD DE CROHN. ¿POSIBLE VÍNCULO ZOONÓTICO?","Calderón, Johan, Góngora O, Agustín","Revista MVZ Córdoba; 13(1); 1226-1239","Revista MVZ Córdoba","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-02682008000100014&lang=pt" 
"S0122-02682008000100015-col","DESARROLLO EMBRIONARIO Y ESTRATEGIAS ANTILUTEOLITICAS HORMONALES EN PROGRAMAS DE TRANSPLANTE DE EMBRIONES BOVINOS","Tovío L, Néstor, Duica A, Arturo, Grajales L, Henry","Revista MVZ Córdoba; 13(1); 1240-1251","Revista MVZ Córdoba","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-02682008000100015&lang=pt" 
"S0122-02682008000100016-col","GLOBALIZACIÓN Y SALUD: El caso de las enfermedades tropicales y olvidadas","Valero-Bernal, Maria, Tanner, Marcel","Revista MVZ Córdoba; 13(1); 1252-1264","Revista MVZ Córdoba","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-02682008000100016&lang=pt" 
"S0122-02682008000100010-col","ESTIMACIóN DE LA HEREDABILIDAD DEL INTERVALO DE PARTOS EN BOVINOS CRUZADOS","Vergara G, Oscar, Cerón M, Mario, Hurtado L, Naudin, Arboleda Z, Elkin, Granada P, Juan, Rúa B, Clara","Revista MVZ Córdoba; 13(1); 1192-1196","Revista MVZ Córdoba","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-02682008000100010&lang=pt" 
"S0122-02682008000100011-col","SEROPREVALENCIA DEL VIRUS DE LA LEUCOSIS VIRAL BOVINA EN ANIMALES CON TRASTORNOS REPRODUCTIVOS DE MONTERÍA","Betancur H, César, Rodas G, Juan","Revista MVZ Córdoba; 13(1); 1197-1204","Revista MVZ Córdoba","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-02682008000100011&lang=pt" 
"S0122-02682008000100012-col","APROVECHAMIENTO DE LAS CARACTERíSTICAS NUTRICIONALES DEL ALMENDRO DE LA INDIA (Terminalia catappa L.) COMO SUPLEMENTO EN LA ALIMENTACIÓN ANIMAL","Arrázola P, Guillermo, Buelvas D, Helmooth, Arrieta D, Yenis","Revista MVZ Córdoba; 13(1); 1205-1214","Revista MVZ Córdoba","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-02682008000100012&lang=pt" 
"S0122-02682008000100013-col","NEOPLASIAS TESTICULARES EN CANINOS: UN CASO DE TUMOR DE CÉLULAS DE SERTOLI","Eslava M, Pedro, Torres V, Giovanny","Revista MVZ Córdoba; 13(1); 1215-1225","Revista MVZ Córdoba","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-02682008000100013&lang=pt" 
"S0122-02682008000100007-col","IDENTIFICACIóN PRELIMINAR IN VITRO DE PROPIEDADES PROBIóTICAS EN CEPAS DE S. cerevisiae","Rubio M, Ana, Hernández E, María, Aguirre R, Andréa, Poutou P, Raúl","Revista MVZ Córdoba; 13(1); 1157-1169","Revista MVZ Córdoba","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-02682008000100007&lang=pt" 
"S0122-02682008000100006-col","PURIFICACIÓN DE IgY CONTRA LA SUBUNIDAD NR3 DEL RECEPTOR NMDA DE CEREBRO DE RATA","Méndez C, Gina, Reyes M, Edgar, Poutou P, Raúl, Quevedo H, Balkys, Lareo, Leonardo","Revista MVZ Córdoba; 13(1); 1146-1156","Revista MVZ Córdoba","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-02682008000100006&lang=pt" 
"S0122-02682008000100005-col","ESTIMACIÓN DE PARÁMETROS GENÉTICOS PARA PESO AL DESTETE EN GANADO BLANCO OREJINEGRO (BON) EN EL NOROCCIDENTE COLOMBIANO","Cañas á, Jhon, Ramirez T, Julian, Arboleda A, Oscar, Ochoa S, Jorge, Vergara G, Oscar, Cerón-Muñoz, Mario","Revista MVZ Córdoba; 13(1); 1138-1145","Revista MVZ Córdoba","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-02682008000100005&lang=pt" 
"S0122-02682008000100004-col","ASOCIACIÓN SEROLÓGICA DE LA RINONEUMONITIS VIRAL EQUINA Y LA ANEMIA INFECCIOSA EQUINA","Ruiz-Saenz, Julián, Cruz, ángel, Reyes, érica, López-Herrera, Albeiro, Góngora O, Agustín","Revista MVZ Córdoba; 13(1); 1128-1137","Revista MVZ Córdoba","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-02682008000100004&lang=pt" 
"S0122-02682008000100003-col","DETECCIóN DE ANTICUERPOS IgM A LEPTOSPIRA EN HUMANOS EN RIESGO OCUPACIONAL EN VILLAVICENCIO, META","Díaz P, Luz, Zapata, Irma, Góngora O, Agustín, Parra A, Jorge, Aponte G, Luz, Gómez L, Luz","Revista MVZ Córdoba; 13(1); 1120-1127","Revista MVZ Córdoba","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-02682008000100003&lang=pt" 
"S0122-02682008000100002-col","CARACTERIZACIÓN GENÉTICA DE LOTES DE Brycon orbignyanus UTILIZADOS EN PROGRAMAS DE REPOBLAMIENTO","Lopera B, Nelson, Ribeiro P, Ricardo, Sirol N, Rodolfo, Povh, Jayme, Gomes, Patricia, Streit Jr, Danilo, Vargas M, Lauro","Revista MVZ Córdoba; 13(1); 1110-1119","Revista MVZ Córdoba","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-02682008000100002&lang=pt" 
"S0122-02682008000100001-col","UN CAMINO PARA LAS CIENCIAS VETERINARIAS Y ZOTECNICAS COLOMBIANAS","Nassar-Montoya, Fernando","Revista MVZ Córdoba; 13(1); 1107-1109","Revista MVZ Córdoba","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-02682008000100001&lang=pt" 
"S0122-02682008000100009-col","ESTIMACIóN DE LOS PARáMETROS GENéTICOS PARA EL PESO AL NACER Y AL DESTETE EN GANADO BOVINO DE LA RAZA BRAHMAN","Montes V, Donicer, Vergara G, Oscar, Prieto M, Esperanza, Rodríguez P, Andrés","Revista MVZ Córdoba; 13(1); 1184-1191","Revista MVZ Córdoba","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-02682008000100009&lang=pt" 
"S0122-02682008000100008-col","VALORACIÓN ECONÓMICA DE LA PRODUCCIÓN CIENTÍFICA EN SALUD EN COLOMBIA. 2000-2005","Alvis-Guzmán, Nelson, De la Hoz, Fernando","Revista MVZ Córdoba; 13(1); 1170-1183","Revista MVZ Córdoba","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-02682008000100008&lang=pt" 
"S1692-715X2008000100010-col","Estudio exploratorio sobre el fenómeno del &quot;Bullying&quot; en la ciudad de Cali, Colombia","Paredes, María Teresa, Álvarez, Martha Cecilia, Lega, Leonor I, Vernon, Ann","Revista Latinoamericana de Ciencias Sociales, Niñez y Juventud; 6(1); 295-317","Revista Latinoamericana de Ciencias Sociales, Niñez y Juventud","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-715X2008000100010&lang=pt" 
"S1692-715X2008000100011-col","Del encierro al paraíso. Imaginarios dominantes en la escuela colombiana contemporánea: una mirada desde las escuelas de Bogotá","Bocanegra Acosta, Elsa María","Revista Latinoamericana de Ciencias Sociales, Niñez y Juventud; 6(1); 319-346","Revista Latinoamericana de Ciencias Sociales, Niñez y Juventud","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-715X2008000100011&lang=pt" 
"S1692-715X2008000100003-col","La naturaleza de las representaciones sociales","Vergara Quintero, María del Carmen","Revista Latinoamericana de Ciencias Sociales, Niñez y Juventud; 6(1); 55-80","Revista Latinoamericana de Ciencias Sociales, Niñez y Juventud","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-715X2008000100003&lang=pt" 
"S1692-715X2008000100002-col","Heterotopías para la infancia: reflexiones a propósito de su &quot;desaparición&quot; y del &quot;final de su educación&quot;","Runge Peña, Andrés Klaus","Revista Latinoamericana de Ciencias Sociales, Niñez y Juventud; 6(1); 31-53","Revista Latinoamericana de Ciencias Sociales, Niñez y Juventud","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-715X2008000100002&lang=pt" 
"S1692-715X2008000100001-col","Editorial","Vasco, Carlos Eduardo","Revista Latinoamericana de Ciencias Sociales, Niñez y Juventud; 6(1); 17-20","Revista Latinoamericana de Ciencias Sociales, Niñez y Juventud","Inglês, Espanhol, Português","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-715X2008000100001&lang=pt" 
"S1692-715X2008000100007-col","Infancia y flexibilidad laboral en la agricultura de exportación mexicana","Becerra Pedraza, Itzel Adriana, Vázquez García, Verónica, Zapata Martelo, Emma, Garza Bueno, Laura Elena","Revista Latinoamericana de Ciencias Sociales, Niñez y Juventud; 6(1); 191-215","Revista Latinoamericana de Ciencias Sociales, Niñez y Juventud","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-715X2008000100007&lang=pt" 
"S1692-715X2008000100006-col","La redefinición del vínculo juventud-política en la Argentina: un estudio a partir de las representaciones y prácticas políticas juveniles en la escuela secundaria y media","Núñez, Pedro Fernando","Revista Latinoamericana de Ciencias Sociales, Niñez y Juventud; 6(1); 149-190","Revista Latinoamericana de Ciencias Sociales, Niñez y Juventud","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-715X2008000100006&lang=pt" 
"S1692-715X2008000100005-col","Música popular campesina. Usos sociales, incursión en escenarios escolares y apropiación por los niños y niñas: la propuesta musical de Velosa y Los Carrangueros","Sánchez Amaya, Tomás, Acosta Ayerbe, Alejandro","Revista Latinoamericana de Ciencias Sociales, Niñez y Juventud; 6(1); 111-146","Revista Latinoamericana de Ciencias Sociales, Niñez y Juventud","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-715X2008000100005&lang=pt" 
"S1692-715X2008000100004-col","La configuración: un recurso para comprender los entramados de las significaciones imaginarias","Hurtado Herrera, Deibar René","Revista Latinoamericana de Ciencias Sociales, Niñez y Juventud; 6(1); 81-110","Revista Latinoamericana de Ciencias Sociales, Niñez y Juventud","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-715X2008000100004&lang=pt" 
"S1692-715X2008000100009-col","&quot;Sexo inseguro&quot;: un análisis de la racionalidad como parte del riesgo entre jóvenes caleños y caleñas","Sevilla Peñuela, Teresita María","Revista Latinoamericana de Ciencias Sociales, Niñez y Juventud; 6(1); 257-294","Revista Latinoamericana de Ciencias Sociales, Niñez y Juventud","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-715X2008000100009&lang=pt" 
"S1692-715X2008000100008-col","La implementación de la política pública de salud sexual y reproductiva (SSR) en el Eje Cafetero colombiano: el caso del embarazo adolescente","del Castillo Matamoros, Sara E., Roth Deubel, André-Noël, Wartski Patiño, Clara Inés, Rojas Higuera, Ricardo, Chacón Barliza, Orlando Arnulfo","Revista Latinoamericana de Ciencias Sociales, Niñez y Juventud; 6(1); 217-255","Revista Latinoamericana de Ciencias Sociales, Niñez y Juventud","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-715X2008000100008&lang=pt" 
"S0210-48062008000100016-esp","Autotrasplante renal laparoscópico experimental como modelo de aprendizaje de técnica laparoscópica","Aguilera Bazán, A., Betancourt, F., Murillo, S., Benito de la Víbora, J., Cisneros Ledo, J., de la Peña Barthel, J.","Actas Urológicas Españolas; 32(1); 160-165","Actas Urológicas Españolas","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062008000100016&lang=pt" 
"S0210-48062008000100004-esp","Diseño de modelos experimentales en investigación quirúrgica","Del Cañizo López, J.F., López Martín, D., Lledó García, E., García Barreno, P.","Actas Urológicas Españolas; 32(1); 27-40","Actas Urológicas Españolas","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062008000100004&lang=pt" 
"S0210-48062008000100015-esp","Xenotrasplante renal: El rechazo vascular agudo","González Martín, M., García Buitrón, J., Alonso Hernández, A., Centeno Cortés, A., López Peláez, E., Vázquez Martul, E., Mosquera Reboredo, J., Requejo Isidro, I., Máñez Mendiluce, R.","Actas Urológicas Españolas; 32(1); 152-159","Actas Urológicas Españolas","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062008000100015&lang=pt" 
"S0210-48062008000100013-esp","Papel del túbulo en la vasoconstricción renal inducida por ciclosporina","Camaño Páez, S., Lázaro Fernández, A., Callejas Martínez, R., Lázaro Manero, J.A., Castilla Barba, M., Martín-Vasallo, P., Martínez Escandell, A., Tejedor Jorge, A.","Actas Urológicas Españolas; 32(1); 128-139","Actas Urológicas Españolas","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062008000100013&lang=pt" 
"S0210-48062008000100006-esp","Aspectos técnicos de los dispositivos de perfusión de órgano aislado","Rodríguez-Martínez, D., Cabello Benavente, R., Pedemonte, G., Subirá Ríos, D., del Cañizo López, J.F., Lledó García, E.","Actas Urológicas Españolas; 32(1); 59-66","Actas Urológicas Españolas","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062008000100006&lang=pt" 
"S0210-48062008000100012-esp","Evaluación del síndrome isquemia-reperfusión y papel de la preservación del injerto en la extracción renal laparoscópica versus abierta en un modelo experimental porcino de donante vivo","Subirá Ríos, D., Rodríguez Martínez, D., Dulín, E., García Bordas, J., Álvarez Fernández, E., del Cañizo López, J.F., Hernández Fernández, C., Lledó García, E.","Actas Urológicas Españolas; 32(1); 119-127","Actas Urológicas Españolas","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062008000100012&lang=pt" 
"S0210-48062008000100003-esp","Unidades de preservación renal experimental: ¿Es necesaria esta actividad en España?","Lledó García, E., Rodríguez Martínez, D., Cabello Benavente, R., Subirá Ríos, D., Pedemonte, G., Hernández Fernández, C., del Cañizo López, J.F.","Actas Urológicas Españolas; 32(1); 24-26","Actas Urológicas Españolas","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062008000100003&lang=pt" 
"S0210-48062008000100007-esp","Precondicionamiento farmacológico con sildenafilo del riñón con isquemia normotérmica","Lledó García, E., Rodríguez Martínez, D., Cabello Benavente, R., Dulín, Elena, García Bordas, J., Fernández Álvarez, E., Hernández Fernández, C., del Cañizo López, J.F.","Actas Urológicas Españolas; 32(1); 67-74","Actas Urológicas Españolas","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062008000100007&lang=pt" 
"S0210-48062008000100005-esp","Estudio de la carga energética celular en el trasplante renal experimental con diferentes periodos de isquemia caliente (0-30-45 y 90’)","Álvarez-Vijande, R., Luque Gálvez, P., Alcaraz Asensio, A.","Actas Urológicas Españolas; 32(1); 41-58","Actas Urológicas Españolas","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062008000100005&lang=pt" 
"S0210-48062008000100011-esp","Trasplante experimental de islotes de páncreas en el tracto genitourinario asociado al trasplante renal","Gómez Dos Santos, V., Burgos Revilla, F.J., Pascual Santos, J., Marcen Letosa, R., Villafruela Gómez, J.J, Correa Gorospe, C., Cuevas Muñoz, B., Mampaso, F., García Gonzalez, R.","Actas Urológicas Españolas; 32(1); 102-118","Actas Urológicas Españolas","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062008000100011&lang=pt" 
"S0210-48062008000100014-esp","Análisis comparativo de la función del injerto renal de donante vivo tras nefrectomía abierta y laparoscópica: modelo experimental","Linares Quevedo, A.I., Burgos Revilla, F.J., Villafruela Sanz, J.J., Zamora Romero, J., Pascual Santos, J., Marcén Letosa, R., Cuevas Sánchez, B., Correa Gorospe, C.","Actas Urológicas Españolas; 32(1); 140-151","Actas Urológicas Españolas","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062008000100014&lang=pt" 
