"S1516-73132016000401097-scl","Aprendizagem do professor: uma leitura possível","Boas, Jamille Vilas, Barbosa, Jonei Cerqueira","Ciência &amp; Educação (Bauru); 22(4); 1097-1107","Ciência &amp; Educação (Bauru)","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-73132016000401097&lang=pt" 
"S1413-82712016000300471-scl","Escala de Resistência à Mudança (RAM): Construção, Evidências Psicométricas e Versão Reduzida","Vincenzi, Silvana Ligia, Mendes, Luís Augusto de Carvalho, Gouveia, Valdiney Veloso, Andrade, Dalton Francisco de","Psico-USF; 21(3); 471-486","Psico-USF","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-82712016000300471&lang=pt" 
"S1413-82712016000300635-scl","Family Psychic Transmission and Anorexia Nervosa","Valdanha-Ornelas, Élide Dezoti, Santos, Manoel Antônio dos","Psico-USF; 21(3); 635-649","Psico-USF","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-82712016000300635&lang=pt" 
"S1413-82712016000300595-scl","Social Skills Program for Adolescents in Vulnerable Social Contexts","Leme, Vanessa Barbosa Romera, Fernandes, Luana de Mendonça, Jovarini, Neidiany Vieira, Achkar, Ana Maria El, Del Prette, Zilda Aparecida Pereira","Psico-USF; 21(3); 595-608","Psico-USF","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-82712016000300595&lang=pt" 
"S0004-282X2016001201021-scl","Neuropsychiatric Lupus in clinical practice","Alessi, Helena, Dutra, Lívia Almeida, Braga Neto, Pedro, Pedroso, José Luiz, Toso, Fabio F., Kayser, Cristiane, Barsottini, Orlando G. P.","Arquivos de Neuro-Psiquiatria; 74(12); 1021-1030","Arquivos de Neuro-Psiquiatria","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2016001201021&lang=pt" 
"S1413-82712016000300561-scl","Compreensão em Leitura em Estudantes do Terceiro e Quarto Ciclos do Ensino Fundamental","Suehiro, Adriana Cristina Boulhoça, Boruchovitch, Evely","Psico-USF; 21(3); 561-572","Psico-USF","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-82712016000300561&lang=pt" 
"S0016-35032016000400001-ven","La epigenética el futuro de la prevención y tratamiento de muchas enfermedades","Daoud de Daoud, Georgette","Gen; 70(4); 117-118","Gen","Espanhol","2016","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0016-35032016000400001&lang=pt" 
"S1659-02012016000200159-cri","Reseña de &quot;Cáncer: herencia y ambiente&quot; de Cristina Cortinas","VeraLópez, Juana Isabel","Población y Salud en Mesoamérica; 14(1); 159-163","Población y Salud en Mesoamérica","Espanhol","2016","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1659-02012016000200159&lang=pt" 
"S1517-97022016000401045-scl","O ritual da lição na pedagogia: o aspecto performativo","Carvalho, Rosângela Tenório de","Educação e Pesquisa; 42(4); 1045-1060","Educação e Pesquisa","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022016000401045&lang=pt" 
"S1413-86702016000600576-scl","Targeted preemptive therapy according to perceived risk of CMV infection after kidney transplantation","Pinto, Cahue Henrique, Tedesco-Silva Jr, Helio, Felipe, Claudia Rosso, Ferreira, Alexandra Nicolau, Cristelli, Marina, Viana, Laila Almeida, Aguiar, Wilson, Medina-Pestana, José","Brazilian Journal of Infectious Diseases; 20(6); 576-584","Brazilian Journal of Infectious Diseases","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702016000600576&lang=pt" 
"S1984-63982016000400745-scl","Estereotipias motoras e linguagem: aspectos multimodais da negação no autismo","Barros, Isabela Barbosa do Rêgo, Fonte, Renata Fonseca Lima da","Revista Brasileira de Linguística Aplicada; 16(4); 745-763","Revista Brasileira de Linguística Aplicada","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-63982016000400745&lang=pt" 
"S1517-97022016000400903-scl","Currículo escolar, conocimiento [matemático] y prácticas sociales: posibilidades otras en una comunidad indígena Gunadule","Tamayo-Osorio, Carolina","Educação e Pesquisa; 42(4); 903-919","Educação e Pesquisa","Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022016000400903&lang=pt" 
"S0104-59702016000401209-scl","Os trabalhadores com sinais de varíola no acervo da Delegacia Regional do Trabalho do Rio Grande do Sul, 1933-1944","Lopes, Aristeu Elisandro Machado","História, Ciências, Saúde-Manguinhos; 23(4); 1209-1227","História, Ciências, Saúde-Manguinhos","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702016000401209&lang=pt" 
"S0104-59702016000401153-scl","Ciência, caridade e redes de sociabilidade: o Hospício de Pedro II em outras perspectivas","Ribeiro, Daniele Corrêa","História, Ciências, Saúde-Manguinhos; 23(4); 1153-1167","História, Ciências, Saúde-Manguinhos","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702016000401153&lang=pt" 
"S0104-59702016000401133-scl","Relações entre ginástica e saúde no Rio de Janeiro do século XIX: reflexões a partir do caso do Colégio Abílio, 1872-1888","Melo, Victor Andrade de, Peres, Fabio de Faria","História, Ciências, Saúde-Manguinhos; 23(4); 1133-1151","História, Ciências, Saúde-Manguinhos","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702016000401133&lang=pt" 
"S1413-86702016000600534-scl","To evaluate of the effect of adding licorice to the standard treatment regimen of Helicobacter pylori","Hajiaghamohammadi, Ali Akbar, Zargar, Ali, Oveisi, Sonia, Samimi, Rasoul, Reisian, Sedigheh","Brazilian Journal of Infectious Diseases; 20(6); 534-538","Brazilian Journal of Infectious Diseases","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702016000600534&lang=pt" 
"S1984-63982016000400547-scl","Interações imagem-texto: uma análise de composições multimodais instrucionais","Carvalho, Sâmia Alves","Revista Brasileira de Linguística Aplicada; 16(4); 547-573","Revista Brasileira de Linguística Aplicada","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-63982016000400547&lang=pt" 
"S1808-86942016000600621-scl","Local allergic rhinitis","Mello Junior, João Ferreira de","Brazilian Journal of Otorhinolaryngology; 82(6); 621-622","Brazilian Journal of Otorhinolaryngology","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942016000600621&lang=pt" 
"S1413-86702016000600564-scl","Association of PRKAA1 gene polymorphisms with chronic hepatitis B virus infection in Chinese Han population","Yuan, Jun, Zhang, Yan, Yan, Fu-tang, Zheng, Xiao","Brazilian Journal of Infectious Diseases; 20(6); 564-568","Brazilian Journal of Infectious Diseases","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702016000600564&lang=pt" 
