"S1728-59172008000100012-per","Breves notas sobre el Dr. Hugo Lumbreras Cruz (1924 - 1985)","Guerra Allison, Humberto","Acta Médica Peruana; 25(1); 52-55","Acta Médica Peruana","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1728-59172008000100012&lang=pt" 
"S1678-91992008000100004-scl","Effects of Androctonus crassicauda (Olivier, 1807) (Scorpiones: Buthidae) venom on rat metabolism","Ozkan, O., Bakir, F., Adiguzel, S.","Journal of Venomous Animals and Toxins including Tropical Diseases; 14(1); 45-57","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992008000100004&lang=pt" 
"S1678-91992008000100005-scl","Response activity of alveolar macrophages in pulmonary dysfunction caused by Leptospira infection","Marinho, M., Oliveira-Júnior, I. S., Perri, S. H.V, Peiró, J. R., Pavanelli, T. F., Salomão, R.","Journal of Venomous Animals and Toxins including Tropical Diseases; 14(1); 58-70","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992008000100005&lang=pt" 
"S1678-91992008000100010-scl","Evaluation of scorpion sting incidence in turkey","Ozkan, O., Uzun, R., Adiguzel, S., Cesaretli, Y., Ertek, M.","Journal of Venomous Animals and Toxins including Tropical Diseases; 14(1); 128-140","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992008000100010&lang=pt" 
"S1678-91992008000100012-scl","Occurrence of pneumocystis pneumonia in hiv-infected patients and the interference of the highly active antiretroviral therapy","Barbosa, A. N., Souza, L. R.","Journal of Venomous Animals and Toxins including Tropical Diseases; 14(1); 152-160","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992008000100012&lang=pt" 
"S1678-91992008000100017-scl","Interleukin-15 increases Paracoccidioides brasiliensis killing by human neutrophils","Tavian, E. G.","Journal of Venomous Animals and Toxins including Tropical Diseases; 14(1); 188-188","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992008000100017&lang=pt" 
"S1678-91992008000100013-scl","New record of Haplometroides intercaecalis (Digenea, Plagiorchiidae) infecting a Brazilian snake","Silva, R. J., Béda, A. F., Ferreira, V. L.","Journal of Venomous Animals and Toxins including Tropical Diseases; 14(1); 161-165","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992008000100013&lang=pt" 
"S1678-91992008000100002-scl","Brazilian spotted fever: a reemergent zoonosis","Greca, H., Langoni, H., Souza, L.C.","Journal of Venomous Animals and Toxins including Tropical Diseases; 14(1); 3-18","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992008000100002&lang=pt" 
"S1678-91992008000100006-scl","Pulmonary tuberculosis: hematology, serum biochemistry and the relation with the disease duration","Oliva, V. M., Cezário, G. A. G., Cocato, R. A., Marcondes-Machado, J.","Journal of Venomous Animals and Toxins including Tropical Diseases; 14(1); 71-81","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992008000100006&lang=pt" 
"S1678-91992008000100007-scl","Histopathological evaluation in experimental envenomation of dogs with Crotalus durissus terrificus venom","Sangiorgio, F., Sakate, M., Nogueira, R. M. B., Tostes, R. A.","Journal of Venomous Animals and Toxins including Tropical Diseases; 14(1); 82-99","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992008000100007&lang=pt" 
"S1678-91992008000100008-scl","Kinetics of venom and antivenom serum levels, clinical evaluation and therapeutic effectiveness in dogs inoculated with Crotalus durissus terrificus venom","Sangiorgio, F., Sakate, M., Nogueira, R. M. B., Araújo JR., J. P., Chavez-Olortegui, C.","Journal of Venomous Animals and Toxins including Tropical Diseases; 14(1); 100-112","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992008000100008&lang=pt" 
"S1678-91992008000100009-scl","rACLF, a recombinant snake venom metalloprotease, activates endothelial cells in vitro","De Moraes, C. K., Fritzen, M., Chudzinski-Tavassi, A. M., Selistre-de-Araújo, H. S.","Journal of Venomous Animals and Toxins including Tropical Diseases; 14(1); 113-127","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992008000100009&lang=pt" 
"S1678-91992008000100011-scl","Snakebites in southwestern Goiás State, Brazil","Pacheco, U. P., Zortéa, M.","Journal of Venomous Animals and Toxins including Tropical Diseases; 14(1); 141-151","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992008000100011&lang=pt" 
"S1678-91992008000100015-scl","Second record of Tityus bahiensis (Scorpiones, Buthidae) from Venezuela: epidemiological implications","De Sousa, L., Borges, A., Manzanilla, J., Biondi, I., Avellaneda, E.","Journal of Venomous Animals and Toxins including Tropical Diseases; 14(1); 170-177","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992008000100015&lang=pt" 
"S1678-91992008000100003-scl","Parthenogenesis in scorpions: some history - new data","Lourenço, W. R.","Journal of Venomous Animals and Toxins including Tropical Diseases; 14(1); 19-44","Journal of Venomous Animals and Toxins including Tropical Diseases","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-91992008000100003&lang=pt" 
"S0103-40142008010200001-scl","Água e mudanças climáticas","Marengo, José Antônio","Estudos Avançados; 22(63); -","Estudos Avançados","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-40142008010200001&lang=pt" 
"S1414-32832008000100010-sss","Ethnography: use, potentialities and limits in health research","Caprara, Andrea, Landim, Lucyla Paes, Badiz, Philip Sidney Pacheco","Interface - Comunicação, Saúde, Educação; 4(se); -","Interface - Comunicação, Saúde, Educação","Inglês","2008","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S1414-32832008000100010&lang=pt" 
"S0102-69092008000100008-sss","The languages of democracy","Barboza Filho, Rubem, Góes, Dale Louise","Revista Brasileira de Ciências Sociais; 4(se); -","Revista Brasileira de Ciências Sociais","Inglês","2008","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S0102-69092008000100008&lang=pt" 
"S1414-32832008000100025-sss","The baton of death orchestrating life","Loureiro, Altair Macedo Lahud, Ventura, Carolina Silveira Muniz","Interface - Comunicação, Saúde, Educação; 4(se); -","Interface - Comunicação, Saúde, Educação","Inglês","2008","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S1414-32832008000100025&lang=pt" 
"S0102-69092008000100004-sss","Sociology of religion as a recapitulation of Christian replacement theology: Max Weber and the prophetic roots of western rationalism","Freitas, Renan Springer de, Freitas, Renan Springer de","Revista Brasileira de Ciências Sociais; 4(se); -","Revista Brasileira de Ciências Sociais","Inglês","2008","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S0102-69092008000100004&lang=pt" 
"S1414-32832008000100015-sss","Education from the marxist perspective: an approach based on marx and gramsci","Ferreira Jr., Amarilio, Bittar, Marisa, Badiz, Philip Sidney Pacheco","Interface - Comunicação, Saúde, Educação; 4(se); -","Interface - Comunicação, Saúde, Educação","Inglês","2008","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S1414-32832008000100015&lang=pt" 
"S1414-32832008000100013-sss","Faith healing and the field of healthcare in Brazil","Puttini, Rodolfo Franco, Ventura, Carolina Silveira Muniz","Interface - Comunicação, Saúde, Educação; 4(se); -","Interface - Comunicação, Saúde, Educação","Inglês","2008","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S1414-32832008000100013&lang=pt" 
"S1414-32832008000100021-sss","Dengue control: the relevance of transdisciplinary interaction","Teixeira, Maria Glória, Badiz, Philip Sidney Pacheco","Interface - Comunicação, Saúde, Educação; 4(se); -","Interface - Comunicação, Saúde, Educação","Inglês","2008","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S1414-32832008000100021&lang=pt" 
"S1414-32832008000100023-sss","Successful aging: paths for a construct and new frontiers","Lima, Ângela Maria Machado de, Silva, Henrique Salmazo da, Galhardoni, Ricardo, Ventura, Carolina Silveira Muniz","Interface - Comunicação, Saúde, Educação; 4(se); -","Interface - Comunicação, Saúde, Educação","Inglês","2008","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S1414-32832008000100023&lang=pt" 
"S1990-74512008000100002-sss","Youth, fear and urban space in Cochabamba","Ostria, Gustavo Rodríguez, Serrano, Humberto Solares, Canedo, María Lourdes Zabala, Ostria, Gustavo Rodríguez","T&#039;inkazos; 4(se); -","T&#039;inkazos","Inglês","2008","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S1990-74512008000100002&lang=pt" 
"S1414-32832008000100018-sss","The proposal of permanent education in the formation of dentists in std/hiv/aids","Nunes, Maria de Fátima, Leles, Cláudio Rodrigues, Pereira, Márcio Florentino, Alves, Renata Tolêdo, Badiz, Philip Sidney Pacheco","Interface - Comunicação, Saúde, Educação; 4(se); -","Interface - Comunicação, Saúde, Educação","Inglês","2008","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S1414-32832008000100018&lang=pt" 
"S0121-47722008000100001-sss","The &quot;prehistory&quot; of marihuana consumption and growing in Colombia between 1930 and 1960","Sáenz Rovner, Eduardo, Garry, Jasson","Cuadernos de Economía; 1(se); -","Cuadernos de Economía","Inglês","2008","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S0121-47722008000100001&lang=pt" 
"S1990-74512008000100003-sss","Indigenous identities and politico-juridical demands of CSUTCB and CONAMAQ in the constitutional change process of Bolivia","Schilling-Vacaflor, Almut, Shields, Sara","T&#039;inkazos; 4(se); -","T&#039;inkazos","Inglês","2008","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S1990-74512008000100003&lang=pt" 
"S1414-32832008000100001-sss","Healthcare at work: implications for nurse training","Sena, Roseni Rosângela de, Silva, Kênia Lara, Gonçalves, Alda Martins, Duarte, Elysângela Dittz, Coelho, Suelene, Ventura, Carolina Silveira Muniz","Interface - Comunicação, Saúde, Educação; 4(se); -","Interface - Comunicação, Saúde, Educação","Inglês","2008","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S1414-32832008000100001&lang=pt" 
"S0104-93132008000100004-sss","AID as Gift: an initial approach","Silva, Kelly Cristiane da, Blanchette, Thaddeus Gregory","Mana; 4(se); -","Mana","Inglês","2008","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S0104-93132008000100004&lang=pt" 
"S1414-32832008000100020-sss","Evaluation of support houses for individuals living with HIV/AIDS in the Municipality of Ribeirão Preto of the State of São Paulo, Brazil","Soares, Marisley Vilas Bôas, Forster, Aldaísa Cassanho, Santos, Manoel Antônio dos, Badiz, Philip Sidney Pacheco","Interface - Comunicação, Saúde, Educação; 4(se); -","Interface - Comunicação, Saúde, Educação","Inglês","2008","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S1414-32832008000100020&lang=pt" 
"S1414-32832008000100027-sss","Medical education: university business, not that of the pharmaceutical industry","Zoboli, Elma Lourdes Campos Pavone, Badiz, Philip Sidney Pacheco","Interface - Comunicação, Saúde, Educação; 4(se); -","Interface - Comunicação, Saúde, Educação","Inglês","2008","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S1414-32832008000100027&lang=pt" 
"S1414-32832008000100022-sss","Women and trajectories within the Faculty of Medical Sciences, UNICAMP: singular voices and collective images","Montagner, Maria Inez","Interface - Comunicação, Saúde, Educação; 4(se); -","Interface - Comunicação, Saúde, Educação","Inglês","2008","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S1414-32832008000100022&lang=pt" 
"S1414-32832008000100002-sss","The teaching of homeopathy and its practice in the Brazilian Public Health System (SUS)","Galhardi, Wania Maria Papile, Barros, Nelson Filice de, Badiz, Philip Sidney Pacheco","Interface - Comunicação, Saúde, Educação; 4(se); -","Interface - Comunicação, Saúde, Educação","Inglês","2008","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S1414-32832008000100002&lang=pt" 
"S1414-32832008000100019-sss","Analysis of speech: a reflection on health research","Macedo, Laura Christina, Larocca, Liliana Muller, Chaves, Maria Marta Nolasco, Mazza, Verônica de Azevedo, Badiz, Philip Sidney Pacheco","Interface - Comunicação, Saúde, Educação; 4(se); -","Interface - Comunicação, Saúde, Educação","Inglês","2008","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S1414-32832008000100019&lang=pt" 
"S1414-32832008000100014-sss","Aesthetic experience and institutional daily life: new maps for subjectively dealing with spaces for mental healthcare","Mecca, Renata Caruso, Castro, Eliane Dias de, Badiz, Philip Sidney Pacheco","Interface - Comunicação, Saúde, Educação; 4(se); -","Interface - Comunicação, Saúde, Educação","Inglês","2008","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S1414-32832008000100014&lang=pt" 
"S1414-32832008000100003-sss","Body, sex and subversion: reflections on two queer theoreticians","Pereira, Pedro Paulo Gomes, Ventura, Carolina Silveira Muniz","Interface - Comunicação, Saúde, Educação; 4(se); -","Interface - Comunicação, Saúde, Educação","Inglês","2008","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S1414-32832008000100003&lang=pt" 
"S1414-32832008000100016-sss","Therapeutic follow-up in hospitalization: social inclusion, recovery of citizenship and respect for individuality","Fiorati, Regina Célia, Saek, Toyoko, Belluzzo, Arlete Soares, Belluzzo, Arlete Soares, Badiz, Philip Sidney Pacheco","Interface - Comunicação, Saúde, Educação; 4(se); -","Interface - Comunicação, Saúde, Educação","Inglês","2008","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S1414-32832008000100016&lang=pt" 
"S0102-69092008000100006-sss","Antonio Colbacchini and salesian etnography","Montero, Paula, Dentzien, Plínio","Revista Brasileira de Ciências Sociais; 4(se); -","Revista Brasileira de Ciências Sociais","Inglês","2008","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S0102-69092008000100006&lang=pt" 
"S1414-32832008000100024-sss","Consecration of vanguards: collective memory and biography of scientific practices in the Faculty of Medical Sciences at UNICAMP","Montagner, Miguel","Interface - Comunicação, Saúde, Educação; 4(se); -","Interface - Comunicação, Saúde, Educação","Inglês","2008","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S1414-32832008000100024&lang=pt" 
"S1990-74512008000100001-sss","The symbolic strategy of the movimiento al socialismo","Rimassa, Jorge Komadina, Rimassa, Jorge Komadina","T&#039;inkazos; 4(se); -","T&#039;inkazos","Inglês","2008","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S1990-74512008000100001&lang=pt" 
"S1414-32832008000100004-sss","Curriculam change: construction of a new pedagogical training project in the field of Speech Therapy","Trenche, Maria Cecília Bonini, Barzaghi, Luisa, Pupo, Altair Cadrobbi, Badiz, Philip Sidney Pacheco","Interface - Comunicação, Saúde, Educação; 4(se); -","Interface - Comunicação, Saúde, Educação","Inglês","2008","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S1414-32832008000100004&lang=pt" 
"S0103-40142008000200006-scl","Água e mudanças climáticas","Marengo, José Antônio","Estudos Avançados; 22(63); 83-96","Estudos Avançados","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-40142008000200006&lang=pt" 
"S1727-99332008000200005-per","Tricholeiperia peruensis n. sp. (Nematoda, Molineidae) del quiróptero Lophostoma silvicolum occidentalis (Phyllostomidae) en Tumbes, Perú","Vargas, Marina, Martínez, Rosa, Tantaleán, Manuel, Cadenillas, Richard, Pacheco, Víctor","Revista Peruana de Biología; 15(2); 23-26","Revista Peruana de Biología","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332008000200005&lang=pt" 
"S1727-99332008000200007-per","Caza y estado de conservación de primates en la cuenca del río Itaya, Loreto, Perú","Aquino, Rolando, Terrones, Wagner, Navarro, Raúl, Terrones, César, Cornejo, Fanny M.","Revista Peruana de Biología; 15(2); 33-40","Revista Peruana de Biología","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332008000200007&lang=pt" 
"S1727-99332008000200010-per","Diversidad ictiológica del Río Inambari, Madre de Dios, Perú","Palacios, Vanessa, Ortega, Hernán","Revista Peruana de Biología; 15(2); 59-64","Revista Peruana de Biología","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332008000200010&lang=pt" 
"S1727-99332008000200011-per","Biología del pejerrey Odontesthes bonariensis (Pisces, Atherinopsidae) de la laguna Los Charos (Córdoba, Argentina)","Mancini, Miguel, Nicola, Ignacio, Salinas, Víctor, Bucco, César","Revista Peruana de Biología; 15(2); 65-72","Revista Peruana de Biología","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332008000200011&lang=pt" 
"S1727-99332008000200013-per","Una nueva especie de Demosthenesia (Ericaceae) del Cusco, Perú","Huamantupa Chuquimaco, Isau","Revista Peruana de Biología; 15(2); 79-82","Revista Peruana de Biología","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332008000200013&lang=pt" 
"S1727-99332008000200017-per","Efecto tóxico de Argemone subfusiformis Ownb. y Tagetes patula Link sobre larvas del IV estadio y pupas de Aedes aegypti L.","Vidal, Judith, Carbajal, Aida, Sisniegas, Manuel, Bobadilla, Miguel","Revista Peruana de Biología; 15(2); 103-110","Revista Peruana de Biología","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332008000200017&lang=pt" 
"S1727-99332008000200018-per","Coeficientes de digestibilidad aparente de harina de pescado peruana y maíz amarillo duro para Colossoma macropomum (Actinopterygii, Characidae)","Walter Gutierrez, Felix, Zaldívar, Javier, Contreras, Guadalupe","Revista Peruana de Biología; 15(2); 111-116","Revista Peruana de Biología","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332008000200018&lang=pt" 
"S1727-99332008000200014-per","Tres nuevos registros del genero Carex (Cyperaceae) para el Perú y adiciones a la flora andina del departamento de Huánuco","Salvador, Flor de María, Ángeles Alonso, María, Ríos, Segundo","Revista Peruana de Biología; 15(2); 83-92","Revista Peruana de Biología","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332008000200014&lang=pt" 
"S1727-99332008000200012-per","Nuevos registros de gasterópodos para el mar tropical del Perú","Paredes, Carlos, Altamirano, Katherine, Romero, Leonardo, Cardoso, Franz","Revista Peruana de Biología; 15(2); 73-78","Revista Peruana de Biología","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332008000200012&lang=pt" 
"S1727-99332008000200009-per","Fenología de algunas especies que son alimento para la pava aliblanca Penélope albipennis","Martos, Joaquín R., Scarpati, Mariella, Rojas, Consuelo, Delgado, Guillermo E.","Revista Peruana de Biología; 15(2); 51-58","Revista Peruana de Biología","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332008000200009&lang=pt" 
"S1727-99332008000200008-per","Estado de conservación de Crax globulosa en la Reserva Nacional Pacaya Samiria, Loreto","Yahuarcani, Antonio, Morote, Karen, Calle, Arsenio, Chujandama, Miguel","Revista Peruana de Biología; 15(2); 41-50","Revista Peruana de Biología","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332008000200008&lang=pt" 
"S1727-99332008000200006-per","A new species of the wolf spider genus Arctosa (Araneae, Lycosidae) from Southern Brazil","Cruz da Silva, Estevam Luís, Antonio Lise, Arno","Revista Peruana de Biología; 15(2); 27-32","Revista Peruana de Biología","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332008000200006&lang=pt" 
"S1727-99332008000200016-per","Differential gene expression of some lignocellulolytic enzymes in Aspergillus niger biofilms","Villena, Gretty K., Fujikawa, T., Tsuyumu, S., Gutiérrez-Correa, Marcel","Revista Peruana de Biología; 15(2); 97-102","Revista Peruana de Biología","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332008000200016&lang=pt" 
"S1727-99332008000200019-per","Flavobacterium psychrophilum y su patología en alevines de Onchorhynchus mykiss del centro piscícola El Ingenio, Huancayo","León, Jorge, Ávalos, Rita, Ponce, Milagros","Revista Peruana de Biología; 15(2); 117-124","Revista Peruana de Biología","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332008000200019&lang=pt" 
"S1727-99332008000200024-per","Índice basado en presiones atmosféricas para la detección de efectos de El Niño y la Oscilación del Sur frente a la costa peruana","Quispe, Carlos, Tam, Jorge, Saavedra, Miguel, Gonzáles, Isaías","Revista Peruana de Biología; 15(2); 137-140","Revista Peruana de Biología","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332008000200024&lang=pt" 
"S1727-99332008000200022-per","Extensión del rango de distribución de Asthenes sclateri (Aves: Furnariidae) en el Perú","Servat, Grace P., Caballero, Kenny, Velásquez, José Luis, Alcocer, Renzo, Hurtado, Natali, Rodríguez, Maykol","Revista Peruana de Biología; 15(2); 131-132","Revista Peruana de Biología","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332008000200022&lang=pt" 
"S1727-99332008000200023-per","Ocurrencia de Ascaridia hermaphrodita (Nematode: Ascaridiidae) en el loro de Cabeza Azúl (Pionus menstruus) en Perú","Gómez-Puerta, Luis A., López-Urbina, María T., González, Armando E.","Revista Peruana de Biología; 15(2); 133-136","Revista Peruana de Biología","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332008000200023&lang=pt" 
"S1727-99332008000200020-per","Efecto de Brugmansia arborea (L.) Lagerheim (Solanacea) en el sistema reproductor masculino de ratón","Pino, José, Alvis, Rafael","Revista Peruana de Biología; 15(2); 125-128","Revista Peruana de Biología","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332008000200020&lang=pt" 
"S1727-99332008000200021-per","Dieta de la lagartija de las playas Microlophus peruvianus (Reptilia: Tropiduridae) en la playa Santo Domingo, Ica, Perú","Quispitúpac, Eliana, Pérez Z., José","Revista Peruana de Biología; 15(2); 129-130","Revista Peruana de Biología","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332008000200021&lang=pt" 
"S1727-99332008000200015-per","Cuatro nuevos registros de especies del género Elaphoglossum (Dryopteridaceae) para el Perú","Mellado, L. Franco, Alban, Joaquina, León, Blanca","Revista Peruana de Biología; 15(2); 93-96","Revista Peruana de Biología","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332008000200015&lang=pt" 
"S1727-99332008000200001-per","Luz Sarmiento Bendezú","","Revista Peruana de Biología; 15(2); 3-4","Revista Peruana de Biología","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332008000200001&lang=pt" 
"S1727-99332008000200002-per","Un poco de la realidad del Perú","Romero, Leonardo","Revista Peruana de Biología; 15(2); 5-5","Revista Peruana de Biología","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332008000200002&lang=pt" 
"S1727-99332008000200003-per","Comentarios sobre el desarrollo de la Zoología en la Facultad de Ciencias Biológicas de la Universidad Nacional Mayor de San Marcos","Aguilar Fernández, Pedro G.","Revista Peruana de Biología; 15(2); 6-14","Revista Peruana de Biología","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332008000200003&lang=pt" 
"S1727-99332008000200004-per","Historia e impacto de la literatura científica del Departamento de Madre de Dios, Perú","Pitman, Nigel C. A., Salas, Karina, Loyola Azáldegui, María del Carmen, Vigo, Gabriela, Lutz, David A.","Revista Peruana de Biología; 15(2); 15-22","Revista Peruana de Biología","Espanhol","2008","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1727-99332008000200004&lang=pt" 
"S1414-753X2008000100002-sss","Virtual water, scarcity and management: Brazil as a large water exporter","Carmo, Roberto Luiz do, Ojima, Andréa Leda Ramos de Oliveira, Ojima, Ricardo, Nascimento, Thais Tartalha do, Abdanur, Elizabeth, Brito, Leonardo","Ambiente &amp; sociedade; 4(se); -","Ambiente &amp; sociedade","Inglês","2008","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S1414-753X2008000100002&lang=pt" 
