"S0103-90162000000400020-scl","Isolamento e caracterização de bactérias degradadoras do herbicida diuron","Roque, Milton Ricardo de Abreu, Melo, Itamar Soares de","Scientia Agricola; 57(4); 723-728","Scientia Agricola","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162000000400020&lang=pt" 
"S0716-09172000000300001-chl","GAIN OF REGULARITY FOR AN NONLINEAR DISPERSIVE EQUATION KORTEWEG - DE VRIES - BURGERS TYPE","VERA VILLAGRÁN, OCTAVIO PAULO","Proyecciones (Antofagasta); 19(3); 207-226","Proyecciones (Antofagasta)","Inglês","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-09172000000300001&lang=pt" 
"S0716-09172000000300003-chl","DIBARIC ALGEBRAS","COUTO, MARIA APARECIDA, GUTIÉRREZ FERNÁNDEZ, JUAN C.","Proyecciones (Antofagasta); 19(3); 249-269","Proyecciones (Antofagasta)","Inglês","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-09172000000300003&lang=pt" 
"S0716-09172000000300004-chl","DISEÑO ÓPTIMO Y HOMOGENIZACIÓN","GUTIÉRREZ, SERGIO","Proyecciones (Antofagasta); 19(3); 271-289","Proyecciones (Antofagasta)","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-09172000000300004&lang=pt" 
"S0716-09172000000300005-chl","ON THE APPROXIMATE SOLUTION OF IMPLICIT FUNCTIONS USING THE STEFFENSEN METHOD","ARGYROS, IOANNIS K., CATINAS, EMIL, PAVALOIU, ION","Proyecciones (Antofagasta); 19(3); 291-303","Proyecciones (Antofagasta)","Inglês","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-09172000000300005&lang=pt" 
"S0716-09172000000300006-chl","EXISTENCE OF PERIODIC SOLUTIONS OF NEUTRAL FUNCTION AL DIFFERENTIAL EQUATIONS WITH UNBOUNDED DELAY","HENRÍQUEZ, HERNÁN R.","Proyecciones (Antofagasta); 19(3); 305-329","Proyecciones (Antofagasta)","Inglês","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-09172000000300006&lang=pt" 
"S0716-09172000000300002-chl","SUR LE SPECTRE D&#039;UN OPÉRATEUR QUASILINÉAIRE ELLIPTIQUE &quot;DÉGÉNÉRÉ&quot;","ANANE, A., BENAZZI, A., CHAKRONE, O.","Proyecciones (Antofagasta); 19(3); 227-248","Proyecciones (Antofagasta)","Francês","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-09172000000300002&lang=pt" 
"S0103-40142000000300022-scl","Cotidiano e arte em Lukács","Frederico, Celso","Estudos Avançados; 14(40); 299-308","Estudos Avançados","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-40142000000300022&lang=pt" 
"S0103-40142000000300019-scl","O uso do fogo: o manejo indígena e a piromania da monocultura","Leonel, Mauro","Estudos Avançados; 14(40); 231-250","Estudos Avançados","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-40142000000300019&lang=pt" 
"S0103-40142000000300018-scl","Ação indigenista, eticidade e o diálogo interétnico","Oliveira, Roberto Cardoso de","Estudos Avançados; 14(40); 213-230","Estudos Avançados","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-40142000000300018&lang=pt" 
"S0103-40142000000300015-scl","Desafios para um novo milênio","Mascarenhas, Sérgio","Estudos Avançados; 14(40); 144-152","Estudos Avançados","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-40142000000300015&lang=pt" 
"S0103-40142000000300014-scl","Brasil, ciência, tecnologia: alguns dilemas e desafios","Chaimovich, Hernan","Estudos Avançados; 14(40); 134-143","Estudos Avançados","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-40142000000300014&lang=pt" 
"S0103-40142000000300013-scl","Saber e poder: os dilemas da universidade brasileira","Trindade, Hélgio","Estudos Avançados; 14(40); 122-133","Estudos Avançados","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-40142000000300013&lang=pt" 
"S0103-40142000000300010-scl","A unificação das polícias no Brasil","Bicudo, Hélio","Estudos Avançados; 14(40); 91-106","Estudos Avançados","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-40142000000300010&lang=pt" 
"S0103-40142000000300009-scl","Um país dinâmico, um pensamento claudicante","Souza, Luiz Alberto Gómez de","Estudos Avançados; 14(40); 77-90","Estudos Avançados","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-40142000000300009&lang=pt" 
"S0103-40142000000300008-scl","Dilema e desafios postos para a sociedade brasileira","Sampaio, Plinio Arruda","Estudos Avançados; 14(40); 64-76","Estudos Avançados","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-40142000000300008&lang=pt" 
"S0103-40142000000300012-scl","Dilemas e desafios da modernidade","Portella, Eduardo","Estudos Avançados; 14(40); 116-121","Estudos Avançados","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-40142000000300012&lang=pt" 
"S0103-40142000000300011-scl","Os desafios do século XXI","Novaes, Washington","Estudos Avançados; 14(40); 107-115","Estudos Avançados","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-40142000000300011&lang=pt" 
"S0103-40142000000300007-scl","Memórias do despotismo","Oliveira, Francisco de","Estudos Avançados; 14(40); 59-63","Estudos Avançados","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-40142000000300007&lang=pt" 
"S0103-40142000000300006-scl","O declínio do Brasil-nação","Ianni, Octavio","Estudos Avançados; 14(40); 51-58","Estudos Avançados","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-40142000000300006&lang=pt" 
"S0103-40142000000300001-scl","Editorial","","Estudos Avançados; 14(40); 1-1","Estudos Avançados","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-40142000000300001&lang=pt" 
"S0103-40142000000300002-scl","O fator político na formação nacional","Furtado, Celso","Estudos Avançados; 14(40); 7-12","Estudos Avançados","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-40142000000300002&lang=pt" 
"S0103-40142000000300004-scl","A persistência da desigualdade, o endividamento crescente e o caminho da eqüidade","Suplicy, Eduardo Matarazzo","Estudos Avançados; 14(40); 23-41","Estudos Avançados","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-40142000000300004&lang=pt" 
"S0103-40142000000300003-scl","Integração externa, sinônimo de desintegração interna?","Ricupero, Rubens","Estudos Avançados; 14(40); 13-22","Estudos Avançados","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-40142000000300003&lang=pt" 
"S0103-40142000000300017-scl","Renda básica: renda mínima garantida para o século XXI?","Van Parijs, Philippe","Estudos Avançados; 14(40); 179-210","Estudos Avançados","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-40142000000300017&lang=pt" 
"S0103-40142000000300021-scl","Elucubrações dramáticas do professor Oiticica","Prado, Antonio Arnoni","Estudos Avançados; 14(40); 267-297","Estudos Avançados","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-40142000000300021&lang=pt" 
"S0103-40142000000300016-scl","A evolução constitucional do Brasil","Bonavides, Paulo","Estudos Avançados; 14(40); 155-176","Estudos Avançados","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-40142000000300016&lang=pt" 
"S0103-40142000000300020-scl","Reservas indígenas e fronteiras agrícolas na Chapada dos Parecis (MT): uma análise temporal por imagens TM-LANDSAT","Souza, Iris de Marcelhas e, Martini, Paulo Roberto","Estudos Avançados; 14(40); 251-264","Estudos Avançados","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-40142000000300020&lang=pt" 
"S0103-40142000000300024-scl","O interesse pela dança foi despertado em mim por eles: depoimento de José Miguel Wisnik","","Estudos Avançados; 14(40); 313-315","Estudos Avançados","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-40142000000300024&lang=pt" 
"S0103-40142000000300023-scl","Os primeiros 25 anos deste Corpo","Katz, Helena","Estudos Avançados; 14(40); 311-328","Estudos Avançados","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-40142000000300023&lang=pt" 
"S0103-40142000000300005-scl","Brasil: desafios e perspectivas","Arns, Paulo Evaristo","Estudos Avançados; 14(40); 42-50","Estudos Avançados","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-40142000000300005&lang=pt" 
"S0138-65572000000300001-cub","Catabolismo proteico en el paciente politraumatizado","Hernández Pedroso, Wilfredo, Rittoles Navarro, Aliusha, González López, Armando, Joanes Fiol, Javier, Amador Armenteros, Armando","Revista Cubana de Medicina Militar; 29(3); 157-161","Revista Cubana de Medicina Militar","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572000000300001&lang=pt" 
"S0138-65572000000300002-cub","Aplicaciones diagnósticas y terapéuticas de la colangiopancreatografía retrógrada endoscópica","Brizuela Quintanilla, Raúl A, Ruiz Torres, Julián, Fábregas Rodríguez, Carlos, Martínez López, Rolando, Pernia González, Liliana, Díaz-Canel Fernández, Osvaldo","Revista Cubana de Medicina Militar; 29(3); 162-167","Revista Cubana de Medicina Militar","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572000000300002&lang=pt" 
"S0138-65572000000300003-cub","Evaluación de la función autonómica en pacientes con neuropatía epidémica","Guerrero Abreu, Jacqueline, Hernández Rodríguez, Héctor, Escobar Guillén, Hugo, Blanco Martínez, Luis","Revista Cubana de Medicina Militar; 29(3); 168-172","Revista Cubana de Medicina Militar","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572000000300003&lang=pt" 
"S0138-65572000000300004-cub","Dieta y ejercicio físico en alteraciones clínicas, funcionales y bioquímicas de pacientes obesos","Venereo Gutiérrez, Justo Raúl, Dambay Torres, Abigail, Deschapelles Himely, Eulogio, Boffil, Luz Mayda","Revista Cubana de Medicina Militar; 29(3); 173-178","Revista Cubana de Medicina Militar","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572000000300004&lang=pt" 
"S0138-65572000000300005-cub","Valores de referencia para la determinación de riboflavina sérica","Pérez Gastell, Pedro Luis, Hernández Royero, Ricardo, Amador Armenteros, Armando","Revista Cubana de Medicina Militar; 29(3); 179-184","Revista Cubana de Medicina Militar","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572000000300005&lang=pt" 
"S0138-65572000000300006-cub","Administración de cartílago de tiburón a pacientes con función inmunológica comprometida por radiaciones ionizantes","Rodríguez Perón, José Miguel, Menéndez López, José Rogelio","Revista Cubana de Medicina Militar; 29(3); 185-191","Revista Cubana de Medicina Militar","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572000000300006&lang=pt" 
"S0138-65572000000300007-cub","Métodos para medir el daño oxidativo","Pérez Gastell, Pedro Luis, Pérez de Alejo, José Luis","Revista Cubana de Medicina Militar; 29(3); 192-198","Revista Cubana de Medicina Militar","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572000000300007&lang=pt" 
"S0138-65572000000300008-cub","Translocación bacteriana: enfoque microbiológico","Nodarse Hernández, Rafael","Revista Cubana de Medicina Militar; 29(3); 199-205","Revista Cubana de Medicina Militar","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572000000300008&lang=pt" 
"S0138-65572000000300009-cub","Tumor intracraneal en una embarazada","Morán, Armando Felipe, Cruz González, Orlando, Montero González, Teresita de Jesús, Pérez Riveiro, Leonor","Revista Cubana de Medicina Militar; 29(3); 206-212","Revista Cubana de Medicina Militar","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572000000300009&lang=pt" 
"S0138-65572000000300010-cub","Tumor de intestino delgado perforado. Diagnóstico por laparoscopia de urgencia","Martínez López, Rolando, Díaz Canel, Osvaldo, Ruiz Torres, Julián, Brizuela Quintanilla, Raúl A, Hernández Mulet, Hermidio, Pérez Menéndez, Roberto","Revista Cubana de Medicina Militar; 29(3); 213-215","Revista Cubana de Medicina Militar","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572000000300010&lang=pt" 
"S0138-65572000000300011-cub","Xantelasma gástrico","Martínez López, Rolando, Domínguez Álvarez, Carlos, Díaz Canel, Osvaldo, Pérez Menéndez, Roberto, Ruiz Torres, Julián, Brizuela Quintanilla, Raúl A","Revista Cubana de Medicina Militar; 29(3); 213-215","Revista Cubana de Medicina Militar","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572000000300011&lang=pt" 
"S0104-11692000000600007-scl","Instrumento para mensurar o estresse ocupacional: Inventário de Estresse em Enfermeiros (IEE)","Stacciarini, Jeanne Marie R., Tróccoli, Bartholomeu T.","Revista Latino-Americana de Enfermagem; 8(6); 40-49","Revista Latino-Americana de Enfermagem","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692000000600007&lang=pt" 
"S0104-11692000000600008-scl","Não vou esquecer nunca!: a experiência feminina com o abortamento induzido","Pedrosa, Ivanilda Lacerda, Garcia, Telma Ribeiro","Revista Latino-Americana de Enfermagem; 8(6); 50-58","Revista Latino-Americana de Enfermagem","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692000000600008&lang=pt" 
"S0104-11692000000600011-scl","Utilização do óxido nítrico como terapêutica: implicações para a enfermagem","Santiago, Camila da Mota, Fernandes, Cristina Heloísa, Nogueira, Maria Suely, Veiga, Eugênia Velludo, Cárnio, Evelin Capellari","Revista Latino-Americana de Enfermagem; 8(6); 76-82","Revista Latino-Americana de Enfermagem","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692000000600011&lang=pt" 
"S0104-11692000000600012-scl","Em busca da definição de pautas atuais para o delineamento de estudos sobre a saúde da criança e do adolescente em idade escolar","Miranda, Maria Inês Ferreira de, Iossi, Marta Angélica, Ferriani, Maria das Graças Carvalho, Cano, Maria Aparecida Tedeschi","Revista Latino-Americana de Enfermagem; 8(6); 83-90","Revista Latino-Americana de Enfermagem","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692000000600012&lang=pt" 
"S0104-11692000000600016-scl","Os diagnósticos de enfermagem da taxonomia da NANDA em mulheres com o filho prematuro hospitalizado e o sistema conceitual de King","Viera, Cláudia Silveira, Rossi, Lídia Aparecida","Revista Latino-Americana de Enfermagem; 8(6); 110-116","Revista Latino-Americana de Enfermagem","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692000000600016&lang=pt" 
"S0104-11692000000600003-scl","Portas abertas: novas possibilidades no ensino da enfermagem psiquiátrica","Villa, Eliana Aparecida, Cadete, Matilde Meire Miranda","Revista Latino-Americana de Enfermagem; 8(6); 13-19","Revista Latino-Americana de Enfermagem","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692000000600003&lang=pt" 
"S0104-11692000000600010-scl","Gerenciamento de tecnologia em terapia intensiva","Madureira, Cátia Romano, Veiga, Kátia, Sant&#039;ana, Ana Flávia Mota","Revista Latino-Americana de Enfermagem; 8(6); 68-75","Revista Latino-Americana de Enfermagem","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692000000600010&lang=pt" 
"S0104-11692000000600014-scl","O processo de trabalho da enfermagem em saúde coletiva e a interdisciplinaridade","Rocha, Semiramis Melani Melo, Almeida, Maria Cecília Puntel de","Revista Latino-Americana de Enfermagem; 8(6); 96-101","Revista Latino-Americana de Enfermagem","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692000000600014&lang=pt" 
"S0864-02892000000300002-cub","Enfermedad hemolítica perinatal","López de Roux, María del Rosario, Cortina Rosales, Lázaro","Revista Cubana de Hematología, Inmunología y Hemoterapia; 16(3); 161-183","Revista Cubana de Hematología, Inmunología y Hemoterapia","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-02892000000300002&lang=pt" 
"S0864-02892000000300003-cub","Citocinas, gastritis crónica y Helicobacter Pylori","Piñol Jiménez, Felipe, Paniagua Estévez, Manuel","Revista Cubana de Hematología, Inmunología y Hemoterapia; 16(3); 184-189","Revista Cubana de Hematología, Inmunología y Hemoterapia","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-02892000000300003&lang=pt" 
"S0864-02892000000300004-cub","Evaluación del Trofín en el tratamiento de la anemia ferripriva en niños","Gautier du Défaix Gómez, Hortensia, Forrellat Barrios, Mariela, Fernández Delgado, Norma, Gómis Hernández, Irma, Aznar García, Elisa, González Hernández, Raúl, Almaguer Almaguer, Juan","Revista Cubana de Hematología, Inmunología y Hemoterapia; 16(3); 190-197","Revista Cubana de Hematología, Inmunología y Hemoterapia","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-02892000000300004&lang=pt" 
"S0864-02892000000300005-cub","Inmunofenotipaje en el diagnóstico de síndromes linfo y mieloproliferativos","Sánchez Segura, Miriam, Rivero Jiménez, René, Marsán Suárez, Vianed, Martínez Machado, Mercedes, Espinosa Martínez, Edgardo, González Otero, Alejandro, Macías Abraham, Consuelo, Hernández Ramírez, Porfirio","Revista Cubana de Hematología, Inmunología y Hemoterapia; 16(3); 198-205","Revista Cubana de Hematología, Inmunología y Hemoterapia","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-02892000000300005&lang=pt" 
"S0864-02892000000300006-cub","Estudio del reordenamiento molecular de los genes TEL/AML1 en la leucemia linfocítica aguda: Resultados preliminares","Cayado Gutiérrez, Niubys, Muñiz Fernández, Adriana, González Otero, Alejandro, Svarch, Eva, Martínez Antuña, Gisela","Revista Cubana de Hematología, Inmunología y Hemoterapia; 16(3); 206-210","Revista Cubana de Hematología, Inmunología y Hemoterapia","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-02892000000300006&lang=pt" 
"S0864-02892000000300007-cub","Evaluación de los reactivos hemoclasificadores monoclonales cubanos HEMO CIM ANTI-A y HEMO CIM ANTI-B en pacientes VIH/SIDA","Rivero, Ananidia, Pérez, Liliana, Álvarez, Alejandro, Torranzo, Yondel, Serrano, Teresita, Magadán, Rafael, Suárez, Lilia","Revista Cubana de Hematología, Inmunología y Hemoterapia; 16(3); 211-215","Revista Cubana de Hematología, Inmunología y Hemoterapia","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-02892000000300007&lang=pt" 
"S0864-02892000000300001-cub","Metabolismo del hierro","Forrellat Barrios, Mariela, Gautier du Défaix Gómez, Hortensia, Fernández Delgado, Norma","Revista Cubana de Hematología, Inmunología y Hemoterapia; 16(3); 149-160","Revista Cubana de Hematología, Inmunología y Hemoterapia","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-02892000000300001&lang=pt" 
"S0100-15742000000300001-scl","Os outros, quem somos? Formação de professores indígenas e identidades interculturais","Monte, Nietta Lindenberg","Cadernos de Pesquisa; (111); 7-29","Cadernos de Pesquisa","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742000000300001&lang=pt" 
"S0100-15742000000300002-scl","Escolas em movimento: trajetória de uma política indígena de educação","Silva, Rosa Helena Dias da","Cadernos de Pesquisa; (111); 31-45","Cadernos de Pesquisa","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742000000300002&lang=pt" 
"S0100-15742000000300003-scl","Ensino médio e ensino técnico na América Latina: Brasil, Argentina e Chile","Cunha, Luiz Antônio","Cadernos de Pesquisa; (111); 47-69","Cadernos de Pesquisa","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742000000300003&lang=pt" 
"S0100-15742000000300004-scl","Formação continuada de professores: o vídeo como tecnologia facilitadora da reflexão","Carvalho, Anna Maria Pessoa de, Gonçalves, Maria Elisa Resende","Cadernos de Pesquisa; (111); 71-94","Cadernos de Pesquisa","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742000000300004&lang=pt" 
"S0100-15742000000300005-scl","Novas regulações do trabalho docente: o caso da reforma Argentina","Birgin, Alejandra","Cadernos de Pesquisa; (111); 95-113","Cadernos de Pesquisa","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742000000300005&lang=pt" 
"S0100-15742000000300006-scl","O cuidado com o elo entre saúde e educação","Maranhão, Damaris Gomes","Cadernos de Pesquisa; (111); 115-133","Cadernos de Pesquisa","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742000000300006&lang=pt" 
"S0100-15742000000300007-scl","Educação multicultural, identidade nacional e pluralidade cultural: tensões e implicações curriculares","Canen, Ana","Cadernos de Pesquisa; (111); 135-149","Cadernos de Pesquisa","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742000000300007&lang=pt" 
"S0100-15742000000300008-scl","&quot;O amor dos começos&quot;: por uma história das relações com a escola","Catani, Denice Barbara, Bueno, Belmira A. O., Sousa, Cynthia P. de","Cadernos de Pesquisa; (111); 151-171","Cadernos de Pesquisa","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742000000300008&lang=pt" 
"S0100-15742000000300010-scl","Relações de poder no interior do campo universitário e as licenciaturas","Pereira, Júlio Emílio Diniz","Cadernos de Pesquisa; (111); 182-201","Cadernos de Pesquisa","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742000000300010&lang=pt" 
"S1517-45222000000200002-scl","As transformações do trabalho num mundo globalizado","Laranjeira, Sônia Maria Guimarães","Sociologias; (4); 14-19","Sociologias","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-45222000000200002&lang=pt" 
"S1517-45222000000200001-scl","EDITORIAL","Santos, José Vicente Tavares dos, Baumgarten, Maíra","Sociologias; (4); -","Sociologias","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-45222000000200001&lang=pt" 
"S1517-45222000000200005-scl","Compulsão ao trabalho ou emancipação pelo trabalho? Para um debate sobre as políticas activas de emprego","Hespanha, Pedro, Matos, Ana Raquel","Sociologias; (4); 88-108","Sociologias","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-45222000000200005&lang=pt" 
"S1517-45222000000200004-scl","Trabalho e sociedade em transformação","Leite, Márcia De Paula","Sociologias; (4); 66-87","Sociologias","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-45222000000200004&lang=pt" 
"S1517-45222000000200013-scl","Escritos Urbanos","Laranjeira, Sônia Guimarães","Sociologias; (4); 352-357","Sociologias","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-45222000000200013&lang=pt" 
"S1517-45222000000200003-scl","La instalación de la flexibilidad en Uruguay","Supervielle, Marcos, Quiñones, Mariela","Sociologias; (4); 20-65","Sociologias","Espanhol","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-45222000000200003&lang=pt" 
"S1517-45222000000200009-scl","O sindicalismo mineiro frente aos desafios dos anos 90&lt;A NAME=&quot;volta1&quot;&gt;&lt;/A&gt;","Carvalho Neto, Antônio, Neves, Magda de Almeida","Sociologias; (4); 226-257","Sociologias","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-45222000000200009&lang=pt" 
"S1517-45222000000200010-scl","Notas sobre as condições da mão-de-obra feminina frente às inovações tecnológicas","Holzmann, Lorena","Sociologias; (4); 258-273","Sociologias","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-45222000000200010&lang=pt" 
"S1517-45222000000200011-scl","Identidade sexual e identidade de gênero: subversões e permanências","Anjos, Gabriele dos","Sociologias; (4); 274-305","Sociologias","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-45222000000200011&lang=pt" 
"S1517-45222000000200012-scl","El impacto de la crisis fiscal en el trabajo en negro: las provincias de noroeste argentino","Panaia, Marta","Sociologias; (4); 306-351","Sociologias","Espanhol","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-45222000000200012&lang=pt" 
"S1517-45222000000200006-scl","Sobre las fronteras jurídicas y sociales del trabajo asalariado en Argentina: análisis de una selección de fallos de la jurisprudencia laboral entre 1993-1997","Palomino, Héctor, Díaz Aloy, Viridiana","Sociologias; (4); 108-143","Sociologias","Espanhol","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-45222000000200006&lang=pt" 
"S1517-45222000000200007-scl","Os deserdados da indústria: um estudo sobre seus riscos e seus ativos no mercado de trabalho","Cardoso, Adalberto Moreira","Sociologias; (4); 144-185","Sociologias","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-45222000000200007&lang=pt" 
"S1517-45222000000200008-scl","As centrais sindicais brasileiras e a reestruturação produtiva: análises e propostas","Santana, Marco Aurélio","Sociologias; (4); 186-225","Sociologias","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-45222000000200008&lang=pt" 
