"S0103-90162008000400006-scl","Temperature and modified atmosphere affect the quality of okra","Finger, Fernando Luiz, Della-Justina, Maria Edith, Casali, Vicente Wagner Dias, Puiatti, Mário","Scientia Agricola; 65(4); 360-364","Scientia Agricola","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162008000400006&lang=pt" 
"S0718-48832008000100001-chl","PRESENTACION","Ferreira C, Anita","RLA. Revista de lingüística teórica y aplicada; 46(1); 9-10","RLA. Revista de lingüística teórica y aplicada","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48832008000100001&lang=pt" 
"S0718-48832008000100002-chl","LA IMAGEN Y LOS ECOS DEL LINGUISTA PROFESIONAL: LA CORRESPONDENCIA DE RODOLFO LENZ","VELLEMAN, BARRY L","RLA. Revista de lingüística teórica y aplicada; 46(1); 11-28","RLA. Revista de lingüística teórica y aplicada","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48832008000100002&lang=pt" 
"S0718-48832008000100003-chl","LA NUCLEARIDAD Y LAS CONSTRUCCIONES DE GRADO ADJETIVAS","PASTOR, ALBERTO","RLA. Revista de lingüística teórica y aplicada; 46(1); 29-53","RLA. Revista de lingüística teórica y aplicada","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48832008000100003&lang=pt" 
"S0718-48832008000100004-chl","LA ALTERNANCIA CAUSATIVA Y SU INTERACCIÓN CON ARGUMENTOS DATIVOS","CUERVO, MARIA CRISTINA","RLA. Revista de lingüística teórica y aplicada; 46(1); 55-79","RLA. Revista de lingüística teórica y aplicada","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48832008000100004&lang=pt" 
"S0718-48832008000100005-chl","DispoGrafo: una nueva herramienta computacional para el análisis de relaciones semánticas en el lexico disponible","ECHEVERRIA, MAX S, VARGAS, ROBERTO, URZUA, PAULA, FERREIRA, ROBERTO","RLA. Revista de lingüística teórica y aplicada; 46(1); 81-91","RLA. Revista de lingüística teórica y aplicada","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48832008000100005&lang=pt" 
"S0718-48832008000100006-chl","LINGÜISTICA DE CORPUS: UNA INTRODUCCION AL AMBITO","PARODI, GIOVANNI","RLA. Revista de lingüística teórica y aplicada; 46(1); 93-119","RLA. Revista de lingüística teórica y aplicada","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48832008000100006&lang=pt" 
"S0718-48832008000100007-chl","El test cloze en la evaluacion de la comprensión del texto informativo de nivel universitario","DIFABIO DE ANGLAT, HILDA","RLA. Revista de lingüística teórica y aplicada; 46(1); 121-137","RLA. Revista de lingüística teórica y aplicada","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48832008000100007&lang=pt" 
"S0718-09342008000200001-chl","Discurso de recepción a la Doctora Juana Marinkovich Ravena como Miembro Correspondiente por Valparaíso de la Academia Chilena de la Lengua","Andrés, Gallardo","Revista signos; 41(67); 115-117","Revista signos","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-09342008000200001&lang=pt" 
"S0718-09342008000200002-chl","Palabra y término: ¿Diferenciación o complementación?","Marinkovich, Juana","Revista signos; 41(67); 119-126","Revista signos","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-09342008000200002&lang=pt" 
"S0718-09342008000200003-chl","Discurso de recepción al Doctor Giovanni Parodi Sweis como Miembro Correspondiente por Valparaíso de la Academia Chilena de la Lengua","Matus, Alfredo","Revista signos; 41(67); 127-129","Revista signos","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-09342008000200003&lang=pt" 
"S0718-09342008000200004-chl","Discurso de recepción al Doctor Giovanni Parodi Sweis como Miembro Correspondiente por Valparaíso de la Academia Chilena de la Lengua","Peronard, Marianne","Revista signos; 41(67); 131-134","Revista signos","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-09342008000200004&lang=pt" 
"S0718-09342008000200005-chl","¿Qué significa ser lingüista en el siglo XXI?: Reflexión teórica y metateórica","Parodi, Giovanni","Revista signos; 41(67); 135-154","Revista signos","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-09342008000200005&lang=pt" 
"S0718-09342008000200006-chl","Lenguas con Propósitos Específicos: Perspectivas cambiantes y nuevos desafíos","Bhatia, Vijay","Revista signos; 41(67); 157-176","Revista signos","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-09342008000200006&lang=pt" 
"S0718-09342008000200007-chl","El género manual en las disciplinas académicas: Una caracterización desde el sistema de la obligación","Gutiérrez, Rosa María","Revista signos; 41(67); 177-202","Revista signos","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-09342008000200007&lang=pt" 
"S0718-09342008000200008-chl","Comprensión de textos académicos escritos en inglés: Relación entre nivel de logro y variables involucradas","Ibáñez, Romualdo","Revista signos; 41(67); 203-229","Revista signos","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-09342008000200008&lang=pt" 
"S0718-09342008000200009-chl","Cognición, metacognición y escritura","Lacon de De Lucia, Nelsi, Ortega de Hocevar, Susana","Revista signos; 41(67); 231-255","Revista signos","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-09342008000200009&lang=pt" 
"S0718-09342008000200010-chl","Leer y escribir en una escuela chilena: Representaciones discursivas de los diferentes agentes educativos en las áreas prioritarias delcurrículo escolar en NB3","Meneses, Alejandra","Revista signos; 41(67); 257-278","Revista signos","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-09342008000200010&lang=pt" 
"S0718-09342008000200011-chl","Una tipología del discurso de discriminación percibida en mapuches de Chile","Merino, María Eugenia, Quilaqueo, Daniel, Saiz, José Luis","Revista signos; 41(67); 279-297","Revista signos","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-09342008000200011&lang=pt" 
"S0718-09342008000200012-chl","Interpretaciones de la atenuación en artículos de revisión de Odontología","Morales, Oscar, Cassany, Daniel","Revista signos; 41(67); 299-328","Revista signos","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-09342008000200012&lang=pt" 
"S0718-27912008000300001-chl","EFEITO DA ÉPOCA DE ADUBACÃO NITROGENADA EM COBERTURA NA PRODUCÃO E QUALIDADE FISIOLÓGICA DE SEMENTES DE ERVILHA (Pisum sativum L)","de Souza Romero, Nilton Carlos, Iwamoto Haga, Kuniko, Orioli Júnior, Valdeci, Duarte Cardoso, Eliana","Revista de la ciencia del suelo y nutrición vegetal; 8(3); 1-9","Revista de la ciencia del suelo y nutrición vegetal","Português","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27912008000300001&lang=pt" 
"S0718-27912008000300002-chl","CARACTERIZACIÓN FÍSICA-QUÍMICA Y BIOLÓGICA DE ENMIENDAS ORGÁNICAS APLICADAS EN LA PRODUCCIÓN DE CULTIVOS EN REPÚBLICA DOMINICANA","Pérez, Aridio, Céspedes, Carlos, Núñez, Pedro","Revista de la ciencia del suelo y nutrición vegetal; 8(3); 10-29","Revista de la ciencia del suelo y nutrición vegetal","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27912008000300002&lang=pt" 
"S0718-27912008000300003-chl","CARACTERIZAÇÃO DA FERTILIDADE DOS SOLOS DE QUATRO LEGUMINOSAS DE CAMPOS RUPESTRES, SERRA DO CIPÓ, MG, BRASIL","Negreiros, Daniel, Borges Moraes, Mateus Lana, Wilson Fernandes, Geraldo","Revista de la ciencia del suelo y nutrición vegetal; 8(3); 30-39","Revista de la ciencia del suelo y nutrición vegetal","Português","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27912008000300003&lang=pt" 
"S0718-27912008000300004-chl","RESPOSTA NUTRICIONAL DO PORTA-ENXERTO DELIMOEIRO &#039;CITRUMELO&#039; Á APLICACÃO DE NITROGÊNIO, FÓSFORO E POTÁSSIO","Wyllyam do Vale, Diego, de Mello Prado, Renato, Natale, William, Ursulino Alves, Adriana","Revista de la ciencia del suelo y nutrición vegetal; 8(3); 40-48","Revista de la ciencia del suelo y nutrición vegetal","Português","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27912008000300004&lang=pt" 
"S0718-27912008000300005-chl","COMPARACIÓN DE DOS MÉTODOS ALTERNATIVOS AL POZO BARRENO PARA LA MEDICIÓN DE LA CONDUCTIVIDAD HIDRÁULICA SATURADA (Ks) EN UN ALFISOL","Pfeiffer, Marco, Haberland, Julio, Kremer, Cristian, Seguel, Oscar","Revista de la ciencia del suelo y nutrición vegetal; 8(3); 49-56","Revista de la ciencia del suelo y nutrición vegetal","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27912008000300005&lang=pt" 
"S0718-27912008000300006-chl","RESISTANCE MECHANISMS OF ALUMINUM (Al3+)PHYTOTOXICITY IN CEREALS: PHYSIOLOGICAL, GENETIC AND MOLECULAR BASES","Inostroza-Blancheteau, Claudio, Soto, Braulio, Ulloa, Pilar, Aquea, Felipe, Reyes-Diaz, Marjorie","Revista de la ciencia del suelo y nutrición vegetal; 8(3); 57-71","Revista de la ciencia del suelo y nutrición vegetal","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27912008000300006&lang=pt" 
"S0718-27912008000400001-chl","ISMOM 2008: 5* International Symposium on Interactions of Soil Minerals with Organic Components and Microorganisms: Commission 2.5 Soil Physical/Chemical/Biological Interfacial Reactions of the International Union of Soil Sciences","Mora Gil, María de la Luz, Theng, Benny K.G","Revista de la ciencia del suelo y nutrición vegetal; 8(especial); -","Revista de la ciencia del suelo y nutrición vegetal","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27912008000400001&lang=pt" 
"S0718-27912008000400002-chl","Solute Interactions in Soils in Relation to Bioavailability and Remediation of the Environment","Bolan, N.S, Ko, B.G, Anderson, C.W.N, Vogeler, I","Revista de la ciencia del suelo y nutrición vegetal; 8(especial); 1-5","Revista de la ciencia del suelo y nutrición vegetal","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27912008000400002&lang=pt" 
"S0718-27912008000400003-chl","Impacts of Metals and Metalloids on Soil Microbial Diversity and Ecosystem Function","Crowley, David","Revista de la ciencia del suelo y nutrición vegetal; 8(especial); 6-11","Revista de la ciencia del suelo y nutrición vegetal","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27912008000400003&lang=pt" 
"S0718-27912008000400004-chl","Enzymes of Significance to the Restoration of Polluted Systems: Traditional and Advanced Approaches","Gianfreda, L","Revista de la ciencia del suelo y nutrición vegetal; 8(especial); 12-22","Revista de la ciencia del suelo y nutrición vegetal","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27912008000400004&lang=pt" 
"S0718-27912008000400005-chl","Soil Physicochemical and Biological Interfacial Interactions in the Rhizosphere: Impacts on Food Security and Ecosystem Integrity","Huang, P.M","Revista de la ciencia del suelo y nutrición vegetal; 8(especial); 23-27","Revista de la ciencia del suelo y nutrición vegetal","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27912008000400005&lang=pt" 
"S0718-27912008000400006-chl","Interactions of Soil Components and Microorganisms and their Effects on Soil Remediation","Bollag, J. M","Revista de la ciencia del suelo y nutrición vegetal; 8(especial); 28-32","Revista de la ciencia del suelo y nutrición vegetal","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27912008000400006&lang=pt" 
"S0718-27912008000400007-chl","Use of Nanoparticles in Soil-Water Bioremediation Processes","Duran, N","Revista de la ciencia del suelo y nutrición vegetal; 8(especial); 33-38","Revista de la ciencia del suelo y nutrición vegetal","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27912008000400007&lang=pt" 
"S0718-27912008000400008-chl","Soil-Root-Microbe Interactions in the Rhizosphere: A Key to Understanding and Predicting Nutrient Bio availability to Plants","Hinsinger, P, Bravin, M.N, Devau, N, Gerard, F, Le Cadre, E, Jaillard, B","Revista de la ciencia del suelo y nutrición vegetal; 8(especial); 39-47","Revista de la ciencia del suelo y nutrición vegetal","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27912008000400008&lang=pt" 
"S0718-27912008000400009-chl","Soil Organic Matter in Nano-Composite and Clay Fractions, and Soluble Pools of the Rhizosphere","Monreal, CM, Schnitzer, M","Revista de la ciencia del suelo y nutrición vegetal; 8(especial); 48-55","Revista de la ciencia del suelo y nutrición vegetal","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27912008000400009&lang=pt" 
"S0718-27912008000400010-chl","Contaminant Fate, Dynamics and Bioavailability: Biochemical and Molecular Mechanism at the Soil: Root interface","Naidu, R, Kim, K.R","Revista de la ciencia del suelo y nutrición vegetal; 8(especial); 56-63","Revista de la ciencia del suelo y nutrición vegetal","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27912008000400010&lang=pt" 
"S0718-27912008000400011-chl","Protein Adsorption at Solid Surfaces and Protein Complexation with Humic Acids","Norde, W, Tan, W, Koopal, L","Revista de la ciencia del suelo y nutrición vegetal; 8(especial); 64-74","Revista de la ciencia del suelo y nutrición vegetal","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27912008000400011&lang=pt" 
"S0718-27912008000400012-chl","Interaction with Soil Constituents Determines the Environmental Impact of Proteins","Quiquampoix, H","Revista de la ciencia del suelo y nutrición vegetal; 8(especial); 75-83","Revista de la ciencia del suelo y nutrición vegetal","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27912008000400012&lang=pt" 
"S0718-27912008000400013-chl","Bioavailability of Phosphorus and Micronutrients in the Soil-Plant-Microbe Continuum","Rengel, Z","Revista de la ciencia del suelo y nutrición vegetal; 8(especial); 84-91","Revista de la ciencia del suelo y nutrición vegetal","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27912008000400013&lang=pt" 
"S0718-27912008000400014-chl","The Fate of Anthropogenic Organic Pollutants in Soil: Adsorption/Desorption of Pesticides Possessing Endocrine Disruptor Activity by Natural Organic Matter (Humic Substances)","Senesi, N, Loffredo, E","Revista de la ciencia del suelo y nutrición vegetal; 8(especial); 92-94","Revista de la ciencia del suelo y nutrición vegetal","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27912008000400014&lang=pt" 
"S0718-27912008000400015-chl","Sorption-Desorption Processes of Metals and Metalloids in Soil Environments","Violante, A, Pigna, M","Revista de la ciencia del suelo y nutrición vegetal; 8(especial); 95-101","Revista de la ciencia del suelo y nutrición vegetal","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27912008000400015&lang=pt" 
"S0718-27912008000400016-chl","Session 1. Ecological Significance of Interactions Among Clay Minerals, Organic Matter and Biota","","Revista de la ciencia del suelo y nutrición vegetal; 8(especial); 102-110","Revista de la ciencia del suelo y nutrición vegetal","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27912008000400016&lang=pt" 
"S0718-27912008000400017-chl","Session 2. Soil-Root-Microbe Interaction &amp; their Effects on the Transformation &amp; Bioavailability of Nutrients","","Revista de la ciencia del suelo y nutrición vegetal; 8(especial); 111-120","Revista de la ciencia del suelo y nutrición vegetal","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27912008000400017&lang=pt" 
"S0718-27912008000400018-chl","Session 3. Soil-Root-Microbe Interaction &amp; Their Effects on Biophysical Transformation, Fate, and Toxicity of Metal and Metalloids","","Revista de la ciencia del suelo y nutrición vegetal; 8(especial); 121-131","Revista de la ciencia del suelo y nutrición vegetal","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27912008000400018&lang=pt" 
"S0718-27912008000400019-chl","Session 4. Dynamics and Transformations of Natural and Xenobiotic Compounds in Soil Environments","","Revista de la ciencia del suelo y nutrición vegetal; 8(especial); 132-141","Revista de la ciencia del suelo y nutrición vegetal","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27912008000400019&lang=pt" 
"S0718-27912008000400020-chl","Session 5. Environmental Biotechnology: Biochemical and Molecular Mechanisms of Microbe-Plant-Root Interactions &amp; Their Genomic &amp; Proteomic Advances Pertaining to Restoration of Contaminated Soils","","Revista de la ciencia del suelo y nutrición vegetal; 8(especial); 142-145","Revista de la ciencia del suelo y nutrición vegetal","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27912008000400020&lang=pt" 
"S0718-27912008000400021-chl","Session 1. Ecological Significance of Interactions Among Clay Minerals, Organic Matter and Biota","","Revista de la ciencia del suelo y nutrición vegetal; 8(especial); 146-175","Revista de la ciencia del suelo y nutrición vegetal","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27912008000400021&lang=pt" 
"S0718-27912008000400022-chl","Session 2. Soil-Root-Microbe Interaction &amp; their Effects on the Transformation &amp; Bioavailability of Nutrients","","Revista de la ciencia del suelo y nutrición vegetal; 8(especial); 176-210","Revista de la ciencia del suelo y nutrición vegetal","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27912008000400022&lang=pt" 
"S0718-27912008000400023-chl","Session 3. Soil-Root-Microbe Interaction &amp; Their Effects on Biophysical Transformation, Fate, and Toxicity of Metal and Metalloids","","Revista de la ciencia del suelo y nutrición vegetal; 8(especial); 211-267","Revista de la ciencia del suelo y nutrición vegetal","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27912008000400023&lang=pt" 
"S0718-27912008000400024-chl","Session 4. Dynamics and Transformations of Natural and Xenobiotic Compounds in Soil Environments","","Revista de la ciencia del suelo y nutrición vegetal; 8(especial); 235-267","Revista de la ciencia del suelo y nutrición vegetal","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27912008000400024&lang=pt" 
"S0718-27912008000400025-chl","Session 5. Environmental Biotechnology: Biochemical and Molecular Mechanisms of Microbe-Plant-Root Interactions &amp; Their Genomic &amp; Proteomic Advances Pertaining to Restoration of Contaminated Soils","","Revista de la ciencia del suelo y nutrición vegetal; 8(especial); 268-281","Revista de la ciencia del suelo y nutrición vegetal","Inglês","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-27912008000400025&lang=pt" 
"S0103-863X2008000200008-scl","Significância clínica de mudança em processo de psicoterapia psicodinâmica breve","Yoshida, Elisa Medici Pizão","Paidéia (Ribeirão Preto); 18(40); 305-316","Paidéia (Ribeirão Preto)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-863X2008000200008&lang=pt" 
"S0103-863X2008000200006-scl","A importância do apoio social em pacientes coronarianos","Abreu-Rodrigues, Marcela, Seidl, Eliane Maria Fleury","Paidéia (Ribeirão Preto); 18(40); 279-288","Paidéia (Ribeirão Preto)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-863X2008000200006&lang=pt" 
"S0103-863X2008000200014-scl","Entre escolas e famílias: revelações dos deveres de casa","Resende, Tânia de Freitas","Paidéia (Ribeirão Preto); 18(40); 385-398","Paidéia (Ribeirão Preto)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-863X2008000200014&lang=pt" 
"S0103-863X2008000200002-scl","Uso do conceito de aprendizagem em estudos relacionados ao trabalho e organizações","Coelho Junior, Francisco Antonio, Borges-Andrade, Jairo Eduardo","Paidéia (Ribeirão Preto); 18(40); 221-234","Paidéia (Ribeirão Preto)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-863X2008000200002&lang=pt" 
"S0103-863X2008000200003-scl","Dialogismo e a investigação de processos desenvolvimentais humanos","Amorim, Katia de Souza, Rossetti-Ferreira, Maria Clotilde","Paidéia (Ribeirão Preto); 18(40); 235-250","Paidéia (Ribeirão Preto)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-863X2008000200003&lang=pt" 
"S0103-863X2008000200004-scl","Pesquisa com famílias: aspectos teórico-metodológicos","Böing, Elisângela, Crepaldi, Maria Aparecida, Moré, Carmen Leontina Ojeda Ocampo","Paidéia (Ribeirão Preto); 18(40); 251-266","Paidéia (Ribeirão Preto)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-863X2008000200004&lang=pt" 
"S0103-863X2008000200009-scl","Concordância parental sobre problemas de comportamento infantil através do CBCL","Borsa, Juliane Callegaro, Nunes, Maria Lucia Tiellet","Paidéia (Ribeirão Preto); 18(40); 317-330","Paidéia (Ribeirão Preto)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-863X2008000200009&lang=pt" 
"S0103-863X2008000200010-scl","Memória de longo prazo modulada pela memória de curto prazo","Moreira-Aguiar, Viviane, Lameira, Allan Pablo, Conde, Erick Quintas, Pereira Júnior, Antônio, Umiltà, Carlo Arrigo, Gawryszewski, Luiz de Gonzaga","Paidéia (Ribeirão Preto); 18(40); 331-339","Paidéia (Ribeirão Preto)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-863X2008000200010&lang=pt" 
"S0103-863X2008000200011-scl","Prevalência de maus-tratos em crianças de 1ª a 4ª série da cidade de Ribeirão Preto-SP","Faleiros, Juliana Martins, Bazon, Marina Rezende","Paidéia (Ribeirão Preto); 18(40); 341-354","Paidéia (Ribeirão Preto)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-863X2008000200011&lang=pt" 
"S0103-863X2008000200013-scl","Pacientes com câncer: enfrentamento, rede social e apoio social","Santana, Jeanny Joana Rodrigues Alves de, Zanin, Carla Rodrigues, Maniglia, José Victor","Paidéia (Ribeirão Preto); 18(40); 371-384","Paidéia (Ribeirão Preto)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-863X2008000200013&lang=pt" 
"S0104-14282008000400009-scl","Obtenção de piches mesofásicos em dois estágios a partir de piche de petróleo","Dutra, Carlos H. M. C., Castro, Luiz D. de, Andrade, Cristina T.","Polímeros; 18(4); 307-311","Polímeros","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282008000400009&lang=pt" 
"S0104-14282008000400008-scl","Desenvolvimento de nanocompósitos de poliamida6/polietileno/argila organofílica: o efeito do compatibilizante PE-g-MA no comportamento reológico da mistura","Medeiros, Vanessa da N., Araújo, Edcleide M., Maia, Larissa F., Pereira, Osanildo D., Arimateia, Rafaela R., Paz, René A.","Polímeros; 18(4); 302-306","Polímeros","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282008000400008&lang=pt" 
"S0104-14282008000400004-scl","Desenvolvimento e caracterização de suportes porosos de polietileno de ultra alto peso molecular (PEUAPM) para utilização como biomaterial para reposição e regeneração óssea","Aparecida, Anahi H., Guastaldi, Antonio C., Fook, Marcus V. L.","Polímeros; 18(4); 277-280","Polímeros","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282008000400004&lang=pt" 
"S0104-14282008000400002-scl","Editorial","","Polímeros; 18(4); e1-e1","Polímeros","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282008000400002&lang=pt" 
"S0104-14282008000400001-scl","Mensagem do presidente da ABPoL","Mauler, Raquel S.","Polímeros; 18(4); e1-e1","Polímeros","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282008000400001&lang=pt" 
"S0104-14282008000400007-scl","Avaliação de bis(4-metilfenilditiocarbimato)zincato(II) de tetrabutilamônio como acelerador em composições de borracha natural","Mariano, Roberta M., Visconte, Leila L. Y., Oliveira, Marcelo R. L., Rubinger, Mayura M. M.","Polímeros; 18(4); 297-301","Polímeros","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282008000400007&lang=pt" 
"S0104-14282008000400016-scl","Estudo das propriedades de compósitos biodegradáveis de amido/glúten de milho/glicerol reforçados com fibras de sisal","Corradini, Elisângela, Agnelli, José A. M., Morais, Luís C. de, Mattoso, Luiz H. C.","Polímeros; 18(4); 353-358","Polímeros","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282008000400016&lang=pt" 
"S0104-14282008000400005-scl","Propriedades físico-químicas relacionadas ao desenvolvimento de membranas de Nafion® para aplicações em células a combustível do tipo PEMFC","Perles, Carlos E.","Polímeros; 18(4); 281-288","Polímeros","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282008000400005&lang=pt" 
"S0104-14282008000400006-scl","Influência do tipo de coleta (comum ou seletiva) na reciclagem de filmes de poliolefinas pós-consumo","Mancini, Sandro D., Nogueira, Alex R., Kagohara, Dennis A., Schwartzman, Jonas A. S., Mattos, Tânia de, Rosa, André H.","Polímeros; 18(4); 289-296","Polímeros","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282008000400006&lang=pt" 
"S0104-14282008000400010-scl","Haste intramedular polimérica bioreabsorvível (PLLA/PHBV) para uso na recuperação de fraturas ósseas","Ferreira, Betina M. P., Steffen, Alfredo M., Cardoso, Túlio P., Alberto-Rincon, Maria do Carmo, Duek, Eliana A. R.","Polímeros; 18(4); 312-319","Polímeros","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282008000400010&lang=pt" 
"S0104-14282008000400015-scl","Cisão de cadeia na degradação termo-mecânica do poliestireno sob múltiplas extrusões","Cáceres, Carlos A., Canevarolo, Sebastião V.","Polímeros; 18(4); 348-352","Polímeros","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282008000400015&lang=pt" 
"S0104-14282008000400011-scl","Incorporação de pó de pneu em uma formulação para banda de rodagem de pneu de motocicleta","Gujel, Ângela A., Brandalise, Rosmary N., Giovanela, Marcelo, Crespo, Janaina S., Nunes, Regina C. R.","Polímeros; 18(4); 320-325","Polímeros","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282008000400011&lang=pt" 
"S0104-14282008000400012-scl","Estudo do efeito do envelhecimento sob radiação UV no transporte de água em filmes de PET reciclados de bebidas carbonatadas","Vichessi, Raquel B., Ruvolo Filho, Adhemar C.","Polímeros; 18(4); 326-333","Polímeros","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282008000400012&lang=pt" 
"S0104-14282008000400013-scl","Despolimerização do poli (tereftalato de etileno) - PET: efeitos de tensoativos e excesso de solução alcalina","Di Souza, Luiz, Torres, Maria Conceição M., Ruvolo Filho, Adhemar C.","Polímeros; 18(4); 334-341","Polímeros","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282008000400013&lang=pt" 
"S0104-14282008000400014-scl","Nanocompósitos de poliamida 6/Argila organofílica: efeito do peso molecular da matriz na estrutura e propriedades mecânicas e termomecânicas","Paz, Renê A. da, Leite, Amanda M. D., Araújo, Edcleide M., Melo, Tomas J. A., Barbosa, Renata, Ito, Edson N.","Polímeros; 18(4); 341-347","Polímeros","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282008000400014&lang=pt" 
