"S1516-84842016000200158-scl","Involvement of cranial nerves in a patient with secondary central nervous system lymphoma","Azevedo, Roberta Dantas, Reis, Fabiano, Delamain, Marcia Torresan, Souza, Cármino Antônio de","Revista Brasileira de Hematologia e Hemoterapia; 38(2); 158-160","Revista Brasileira de Hematologia e Hemoterapia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842016000200158&lang=pt" 
"S1677-55382016000300487-scl","Efficacy of Tamsulosin, Oxybutynin, and their combination in the control of double-j stent-related lower urinary tract symptoms","Maldonado-Avila, Miguel, Garduño-Arteaga, Leopoldo, Jungfermann-Guzman, Rene, Manzanilla-Garcia, Hugo A., Rosas-Nava, Emmanuel, Procuna-Hernandez, Nestor, Vela-Mollinedo, Alejandro, Almazan-Treviño, Luis, Guzman-Esquivel, Jose","International braz j urol; 42(3); 487-493","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000300487&lang=pt" 
"S0102-77862016000200196-scl","Spatio-Temporal Modeling of Data Imputation for Daily Rainfall Series in Homogeneous Zones","Carvalho, José Ruy Porto De, Nakai, Alan Massaru, Monteiro, José Eduardo B.A.","Revista Brasileira de Meteorologia; 31(2); 196-201","Revista Brasileira de Meteorologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-77862016000200196&lang=pt" 
"S0102-09352016000300739-scl","Estratégias para minimizar os efeitos de um ambiente térmico adverso para frangos de corte","Oliveira, P.M., Faria Júnior, M.J.A., Garcia Neto, M.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 68(3); 739-747","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352016000300739&lang=pt" 
"S0102-09352016000300795-scl","Prebiótico, probiótico e simbiótico para larvas de Trichogaster leeri (Bleeker, 1852, Perciformes, Osphronemidae)","Azevedo, R.V., Fosse Filho, J.C., Pereira, S.L., Andrade, D.R., Vidal Júnior, M.V.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 68(3); 795-804","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352016000300795&lang=pt" 
"S1518-70122016000200278-scl","Ecoinovações: um ensaio teórico sobre conceituação, determinantes e achados na literatura","Aloise, Pedro Gilberto, Nodari, Cristine Hermann, Dorion, Eric Charles Henri","Interações (Campo Grande); 17(2); 278-289","Interações (Campo Grande)","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1518-70122016000200278&lang=pt" 
"S2175-78602016000200405-scl","Registros de espécies vasculares em unidades de conservação e implicações para a lista da flora ameaçada de extinção no estado de São Paulo","Colli-Silva, Matheus, Bezerra, Thayane Lee, Franco, Geraldo Antônio Daher Corrêa, Ivanauskas, Natália Macedo, Souza, Flaviana Maluf","Rodriguésia; 67(2); 405-425","Rodriguésia","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-78602016000200405&lang=pt" 
"S2175-78602016000200335-scl","Heterospecific pollen deposition among plants sharing hummingbird pollinators in the Brazilian Atlantic Forest","Fonseca, Lorena Coutinho Nery da, Rech, André Rodrigo, Bergamo, Pedro Joaquim, Gonçalves-Esteves, Vania, Sazima, Marlies","Rodriguésia; 67(2); 335-345","Rodriguésia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-78602016000200335&lang=pt" 
"S1678-77572016000300258-scl","Comparative in vitro evaluation of CAD/CAM vs conventional provisional crowns","ABDULLAH, Adil Othman, TSITROU, Effrosyni A, POLLINGTON, Sarah","Journal of Applied Oral Science; 24(3); 258-263","Journal of Applied Oral Science","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572016000300258&lang=pt" 
"S0001-37652016000300973-scl","Floristic evolution in an agroforestry system cultivation in Southern Brazil","SILVA, LUÍS C.R., MACHADO, SEBASTIÃO A., GALVÃO, FRANKLIN, FIGUEIREDO FILHO, AFONSO","Anais da Academia Brasileira de Ciências; 88(2); 973-982","Anais da Academia Brasileira de Ciências","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652016000300973&lang=pt" 
"S0001-37652016000300857-scl","Nematode larvae infecting Priacanthus arenatus Cuvier, 1829 (Pisces: Teleostei) in Brazil","KURAIEM, BIANCA P., KNOFF, MARCELO, FELIZARDO, NILZA N., GOMES, DELIR C., CLEMENTE, SÉRGIO C. SÃO","Anais da Academia Brasileira de Ciências; 88(2); 857-863","Anais da Academia Brasileira de Ciências","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652016000300857&lang=pt" 
"S0001-37652016000300801-scl","Mercury bioaccumulation and isotopic relation between Trichiurus lepturus (Teleostei) and its preferred prey in coastal waters of southeastern Brazil","BITTAR, VANESSA T., REZENDE, CARLOS E., KEHRIG, HELENA A., BENEDITTO, ANA PAULA M. DI","Anais da Academia Brasileira de Ciências; 88(2); 801-807","Anais da Academia Brasileira de Ciências","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652016000300801&lang=pt" 
"S0718-34292016000300003-chl","Identificación genética de la variedad de olivo (Olea europaea L.) Sevillana y su relación con variedades productivas existentes en la provincia del Huasco","Contreras, Roberto, Tapia, Francisco","Idesia (Arica); 34(3); 17-24","Idesia (Arica)","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34292016000300003&lang=pt" 
"S0256-95742016000600020-sza","Managing the remains of fetuses and abandoned infants: A call to urgently review South African law and medicolegal practice","du Toit-Prinsloo, L, Pickles, C, Saayman, G","SAMJ: South African Medical Journal; 106(6); 578-581","SAMJ: South African Medical Journal","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742016000600020&lang=pt" 
"S0719-367X2016000100013-chl","Dispositivo visual y normalización de lo juvenil en revista Margarita (1934-1939)","Aguilera Ruiz, Óscar, Saa Espinoza, Marcela","Cuadernos.info; (38); 201-216","Cuadernos.info","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0719-367X2016000100013&lang=pt" 
"S0718-34292016000300004-chl","Remediation of salt and boron-affected soil by addition of organic matter: an investigation into improving tomato plant productivity","Esteban, Wladimir, Pacheco, Patricia, Tapia, Luis, Bastías, Elizabeth","Idesia (Arica); 34(3); 25-32","Idesia (Arica)","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34292016000300004&lang=pt" 
"S0718-34292016000300002-chl","Producción masiva forzada de árboles silvestres del desierto de Atacama, Copiapó (Chile)","Sepúlveda, Bernardo, Santana, Ricardo, Soto V, Juan","Idesia (Arica); 34(3); 7-16","Idesia (Arica)","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34292016000300002&lang=pt" 
"S0718-34292016000300009-chl","Perspectiva campesina, intoxicaciones por plaguicidas y uso de agroquímicos","Guzmán-Plazola, Paulina, Guevara-Gutiérrez, Rubén Darío, Olguín-López, José Luis, Mancilla-Villa, Oscar Raúl","Idesia (Arica); 34(3); 69-80","Idesia (Arica)","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34292016000300009&lang=pt" 
"S0718-34292016000300005-chl","Towards an integration of plant ecophysiological traits for the conservation of endangered species in ecosystems under water stress","Carevic, Felipe S","Idesia (Arica); 34(3); 33-38","Idesia (Arica)","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34292016000300005&lang=pt" 
"S0718-34292016000300006-chl","Efecto de la humedad relativa en la viabilidad de huevos de Neoseiulus sp. y Proprioseiopsis iorgius (Acari: Phytoseiidae) en condiciones de laboratorio","Ugrinovic, Vania, Tello, Víctor","Idesia (Arica); 34(3); 39-45","Idesia (Arica)","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34292016000300006&lang=pt" 
"S0256-95742016000600023-sza","Where have all the gun deaths gone?","Matzopoulos, R, Groenewald, P, Abrahams, N, Bradshaw, D","SAMJ: South African Medical Journal; 106(6); 589-591","SAMJ: South African Medical Journal","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742016000600023&lang=pt" 
"S1806-37132016000300211-scl","Analysis of the stability of housekeeping gene expression in the left cardiac ventricle of rats submitted to chronic intermittent hypoxia","Julian, Guilherme Silva, Oliveira, Renato Watanabe de, Tufik, Sergio, Chagas, Jair Ribeiro","Jornal Brasileiro de Pneumologia; 42(3); 211-214","Jornal Brasileiro de Pneumologia","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132016000300211&lang=pt" 
"S1806-37132016000300166-scl","Pre-treatment with dexamethasone attenuates experimental ventilator-induced lung injury","Reis, Fernando Fonseca dos, Reboredo, Maycon de Moura, Lucinda, Leda Marília Fonseca, Bianchi, Aydra Mendes Almeida, Rabelo, Maria Aparecida Esteves, Fonseca, Lídia Maria Carneiro da, Oliveira, Júlio César Abreu de, Pinheiro, Bruno Valle","Jornal Brasileiro de Pneumologia; 42(3); 166-173","Jornal Brasileiro de Pneumologia","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132016000300166&lang=pt" 
"S1806-37132016000300228-scl","Impact of long-term treatment with inhaled corticosteroids and bronchodilators on lung function in a patient with post-infectious bronchiolitis obliterans","Calabrese, Cecilia, Corcione, Nadia, Rea, Gaetano, Stefanelli, Francesco, Meoli, Ilernando, Vatrella, Alessandro","Jornal Brasileiro de Pneumologia; 42(3); 228-231","Jornal Brasileiro de Pneumologia","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132016000300228&lang=pt" 
"S1516-84842016000200141-scl","Descriptive study of the prevalence of anemia, hypertension, diabetes and quality of life in a randomly selected population of elderly subjects from São Paulo","Lacerda, Jacqueline, Lopes, Matheus Rodrigues, Ferreira, Douglas Patriota, Fonseca, Fernando Luiz Affonso, Favaro, Patricia","Revista Brasileira de Hematologia e Hemoterapia; 38(2); 141-146","Revista Brasileira de Hematologia e Hemoterapia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842016000200141&lang=pt" 
"S1414-98932016000200251-scl","Competências Científicas e Profissionais e Exercício Profissional do Psicólogo","Editor, Roberto Moraes Cruz","Psicologia: Ciência e Profissão; 36(2); 251-254","Psicologia: Ciência e Profissão","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-98932016000200251&lang=pt" 
"S1413-70542016000300265-scl","Contact pressures and the impact of farm equipment on Latosol with the presence and absence of sugarcane straw","Silva, Reginaldo Barboza da, Iori, Piero, Souza, Zigomar Menezes de, Pereira, Danilo de Moraes Gomes, Vischi Filho, Oswaldo Julio, Silva, Francisca Alcivania de Melo","Ciência e Agrotecnologia; 40(3); 265-278","Ciência e Agrotecnologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542016000300265&lang=pt" 
"S1414-98932016000200380-scl","Uso da Técnica de Dinâmica de Grupo na Avaliação Psicológica no Contexto do Trânsito: Relato de Experiência","Silva, Marlene Alves da","Psicologia: Ciência e Profissão; 36(2); 380-388","Psicologia: Ciência e Profissão","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-98932016000200380&lang=pt" 
"S0004-28032016000200060-scl","ANVISA APPROVES THE FIRST BIOSIMILAR MONOCLONAL ANTIBODY BASED ON COMPARABILITY IN BRAZIL","TEIXEIRA, Fábio Vieira, KOTZE, Paulo Gustavo, DAMIÃO, Adérson Omar Mourão Cintra","Arquivos de Gastroenterologia; 53(2); 60-61","Arquivos de Gastroenterologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032016000200060&lang=pt" 
"S1676-06032016000200208-scl","Taxonomy, morphology and distribution of Cymatosiraceae (Bacillariophyceae) in the littorals of Santa Catarina and Rio Grande do Sul","Garcia, Marinês","Biota Neotropica; 16(2); -","Biota Neotropica","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032016000200208&lang=pt" 
"S1413-70542016000300326-scl","Species richness and root colonization of arbuscular mycorrhizal fungi in Syngonanthus elegans, an endemic and threatened species from the Cerrado domain in Brazil","Costa, Hesmael Antonio Orlandi, Stürmer, Sidney Luiz, Ragonezi, Carla, Grazziotti, Paulo Henrique, Grazziotti, Danielle Cristina Fonseca Santos, Silva, Enilson de Barros","Ciência e Agrotecnologia; 40(3); 326-336","Ciência e Agrotecnologia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542016000300326&lang=pt" 
"S2014-98322016000300006-esp","Impacto educativo de una evaluación basada en el desempeño en residentes de medicina del Programa de Segunda Especialización de la Universidad Privada Antenor Orrego, Trujillo, Perú","Díaz-Plasencia, Juan A., Gamarra-Sánchez, Julio E., Valencia-Mariñas, Hugo","FEM: Revista de la Fundación Educación Médica; 19(3); 135-145","FEM: Revista de la Fundación Educación Médica","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2014-98322016000300006&lang=pt" 
"S0103-50532016000601055-scl","Determination of Phenolic Acids and Quercetin in Brazilian Red Wines from Vale do São Francisco Region Using Liquid-Liquid Ultrasound-Assisted Extraction and HPLC-DAD-MS","Dias, Fabio de S., David, Jorge M., David, Juceni P.","Journal of the Brazilian Chemical Society; 27(6); 1055-1059","Journal of the Brazilian Chemical Society","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532016000601055&lang=pt" 
"S2359-39972016000300290-scl","Anti-thyroid drug-induced lupus: a case report and review of the literature","Mei, Xi, Li, Yao, Qiu, Ping, Tang, Ming-Wei, Lan, Tian","Archives of Endocrinology and Metabolism; 60(3); 290-293","Archives of Endocrinology and Metabolism","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2359-39972016000300290&lang=pt" 
"S0100-54052016000200180-scl","Efeito de fosfito de potássio no crescimento e na densidade micelial do Fusarium solani do maracujazeiro","Rocha Sobrinho, Geraldo Gomes, Rodrigue, Gisele Brito, Santos, Armínio, Jesus Junior, Waldir Cintra de, Novaes, Quelmo Silva de","Summa Phytopathologica; 42(2); 180-182","Summa Phytopathologica","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-54052016000200180&lang=pt" 
"S1130-05582016000200007-esp","Osteomyelitis of the maxilla in a patient with Malignant Infantile Osteopetrosis","Aburad de Carvalhosa, Artur, Tarquinio Marinho, Kelly Cristine, Souza Castro, Paulo Henrique de, Borges, Álvaro Henrique, Ricci Volpato, Luiz Evaristo, Magdalena Giovani, Élcio","Revista Española de Cirugía Oral y Maxilofacial; 38(2); 96-100","Revista Española de Cirugía Oral y Maxilofacial","Inglês","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582016000200007&lang=pt" 
"S1130-05582016000200010-esp","Rara miasis maxilar por Cochliomyia hominivorax: reporte de caso, actualidad y entomología","Reinoso-Quezada, Santiago, Alemán-Iñiguez, Juan Miguel","Revista Española de Cirugía Oral y Maxilofacial; 38(2); 111-116","Revista Española de Cirugía Oral y Maxilofacial","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582016000200010&lang=pt" 
"S0719-12432016000100001-chl","Desde el Titicaca hasta el Guayrá: el gran viaje de Santo Tomás según dos cronistas","Pezzuto, Marcela","Cuadernos de historia (Santiago); (44); 7-27","Cuadernos de historia (Santiago)","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0719-12432016000100001&lang=pt" 
"S0719-12432016000100008-chl","Historia social de la educación chilena, Tomo I, Instalación auge y crisis de la reforma alemana. Agentes escolares","Núñez Prieto, Iván","Cuadernos de historia (Santiago); (44); 188-191","Cuadernos de historia (Santiago)","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0719-12432016000100008&lang=pt" 
"S0719-12432016000100011-chl","Martes once. La primera resistencia","Téllez Lúgaro, Eduardo","Cuadernos de historia (Santiago); (44); 198-201","Cuadernos de historia (Santiago)","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0719-12432016000100011&lang=pt" 
"S1130-05582016000200008-esp","The treatment of oral lesions in Behçet&#039;s Syndrome: case report","Tarquinio Marinho, Kelly Cristine, Magdalena Giovani, Elcio","Revista Española de Cirugía Oral y Maxilofacial; 38(2); 101-104","Revista Española de Cirugía Oral y Maxilofacial","Inglês","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582016000200008&lang=pt" 
"S0719-12432016000100004-chl","Política internacional y política doméstica en Gabriel González Videla, 1946-1952: La sombra de la guerra fría","Garay Vera, Cristián, Soto, Ángel, Troncoso, Valeska","Cuadernos de historia (Santiago); (44); 81-100","Cuadernos de historia (Santiago)","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0719-12432016000100004&lang=pt" 
"S0021-75572016000300302-scl","Improvement of autism spectrum disorder symptoms in three children by using gastrin-releasing peptide,","Becker, Michele Michelin, Bosa, Cleonice, Oliveira-Freitas, Vera Lorentz, Goldim, José Roberto, Ohlweiler, Lygia, Roesler, Rafael, Schwartsmann, Gilberto, Riesgo, Rudimar dos Santos","Jornal de Pediatria; 92(3); 302-306","Jornal de Pediatria","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572016000300302&lang=pt" 
"S0719-12432016000100002-chl","De los jesuitas a la administración de las Temporalidades: El patrimonio de la Compañía de Jesús y la fuerza de trabajo esclava en el Río de la Plata (fines del siglo XVIII)","Ciliberto, María Valeria","Cuadernos de historia (Santiago); (44); 29-56","Cuadernos de historia (Santiago)","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0719-12432016000100002&lang=pt" 
"S1130-05582016000200005-esp","Pseudogota tofacea de articulación temporomandibular: reporte de un caso","Barrera Parada, Ariel, Pérez Gutiérrez, Hernán, Espinoza Santander, Iris","Revista Española de Cirugía Oral y Maxilofacial; 38(2); 85-90","Revista Española de Cirugía Oral y Maxilofacial","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582016000200005&lang=pt" 
"S1130-05582016000200009-esp","Behçet&#039;s syndrome: literature review and clinical case report","Tarquinio Marinho, Kelly Cristine, Vieira Caputo, Bruno, Araujo Noro-Filho, Gilberto, Magdalena Giovani, Elcio","Revista Española de Cirugía Oral y Maxilofacial; 38(2); 105-110","Revista Española de Cirugía Oral y Maxilofacial","Inglês","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582016000200009&lang=pt" 
"S1130-05582016000200006-esp","Precisión en la planificación quirúrgica 3D en un paciente con síndrome de Goldenhar","Trigo, Guillermo, Paganini, Carlos Israel, Saiz, Gerardo Francisco, Isabel Vilachá, Marina","Revista Española de Cirugía Oral y Maxilofacial; 38(2); 91-95","Revista Española de Cirugía Oral y Maxilofacial","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582016000200006&lang=pt" 
"S1130-05582016000200002-esp","Estudio comparativo en la utilización de drenaje postextracción de terceros molares impactados","Pérez, Hernán, Bravo, Rodrigo, Mardones, Marcelo, Argandoña, Juan","Revista Española de Cirugía Oral y Maxilofacial; 38(2); 70-75","Revista Española de Cirugía Oral y Maxilofacial","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582016000200002&lang=pt" 
"S0021-75572016000300217-scl","Social and biological determinants of growth and development in underprivileged societies,","Hadders-Algra, Mijna","Jornal de Pediatria; 92(3); 217-219","Jornal de Pediatria","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572016000300217&lang=pt" 
"S0080-21072016000200165-scl","Role conflict, role ambiguity and job satisfaction: Perceptions of the Brazilian controllers","Palomino, Marilu Nuñez, Frezatti, Fábio","Revista de Administração (São Paulo); 51(2); 165-181","Revista de Administração (São Paulo)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-21072016000200165&lang=pt" 
"S2359-39972016000300264-scl","Gender differences in insulin and C-peptide concentrations at birth using cord blood collection","Kuchay, Mohammad Shafi, Kudyar, Rattan P., Gupta, Anil, Pandita, Kamal Kishor, Ganie, Mohammad Ashraf","Archives of Endocrinology and Metabolism; 60(3); 264-266","Archives of Endocrinology and Metabolism","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2359-39972016000300264&lang=pt" 
"S1130-05582016000200003-esp","Implantes dentales en pacientes adultos postrauma dentoalveolar: estudio descriptivo","González, Edgardo, Pedemonte, Christian, Vargas, Ilich, Verdugo-Avello, Francisco","Revista Española de Cirugía Oral y Maxilofacial; 38(2); 76-81","Revista Española de Cirugía Oral y Maxilofacial","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582016000200003&lang=pt" 
"S1130-05582016000200001-esp","Revisión sistemática del schwannoma localizado en el suelo oral: a propósito de un caso","Espinosa-Fariñas, Carlos A., Donate-Pérez del Molino, Paula, Peña-González, Ignacio, García-Consuegra, Luis F., Junquera-Gutiérrez, Luis M.","Revista Española de Cirugía Oral y Maxilofacial; 38(2); 63-69","Revista Española de Cirugía Oral y Maxilofacial","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582016000200001&lang=pt" 
"S2359-39972016000300287-scl","Radio-contrast agent-induced hyperthyroidism: case report and review of the literature","Iakovou, Ioannis, Zapandiotis, Apostolos, Mpalaris, Vassileios, Goulis, Dimitrios G.","Archives of Endocrinology and Metabolism; 60(3); 287-289","Archives of Endocrinology and Metabolism","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2359-39972016000300287&lang=pt" 
"S0103-50532016000601109-scl","Synthesis of Novel 2-Aryl-3-(2-morpholinoethyl)-1,3-thiazinan-4-ones Via Ultrasound Irradiation","Gouvêa, Daniela P., Berwaldt, Gabriele A., Neuenfeldt, Patrícia D., Nunes, Ricardo J., Almeida, Wanda P., Cunico, Wilson","Journal of the Brazilian Chemical Society; 27(6); 1109-1115","Journal of the Brazilian Chemical Society","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532016000601109&lang=pt" 
"S0080-21072016000200240-scl","Social networks and the firm","Goyal, Sanjeev, Gagnon, Julien","Revista de Administração (São Paulo); 51(2); 240-243","Revista de Administração (São Paulo)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-21072016000200240&lang=pt" 
"S0719-12432016000100003-chl","Reflexiones sobre el vínculo entre movimiento obrero e izquierda en Argentina: El caso metalúrgico entre 1916 y 1943","Camarero, Hernán, Ceruso, Diego","Cuadernos de historia (Santiago); (44); 57-79","Cuadernos de historia (Santiago)","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0719-12432016000100003&lang=pt" 
"S0102-86502016000600422-scl","The use of a biocompatible cement in endodontic surgery. A randomized clinical trial 1","Silva, Sérgio Ribeiro da, Silva Neto, José Dias da, Schnaider, Taylor Brandão, Veiga, Daniela Francescato, Novo, Neil Ferreira, Mesquita Filho, Marcos, Ferreira, Lydia Masako","Acta Cirurgica Brasileira; 31(6); 422-427","Acta Cirurgica Brasileira","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502016000600422&lang=pt" 
"S0103-50532016000601083-scl","Improvement of the Extraction Process for High Commercial Value Pigments from Desmodesmus sp. Microalgae","Soares, Aline T., Marques Júnior, Jair G., Lopes, Rafael G., Derner, Roberto B., Antoniosi Filho, Nelson R.","Journal of the Brazilian Chemical Society; 27(6); 1083-1093","Journal of the Brazilian Chemical Society","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532016000601083&lang=pt" 
"S0021-75572016000300290-scl","Critical assessment of the pH of children&#039;s soap","Mendes, Bruna Rafaela, Shimabukuro, Danielle Midori, Uber, Marjorie, Abagge, Kerstin Taniguchi","Jornal de Pediatria; 92(3); 290-295","Jornal de Pediatria","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572016000300290&lang=pt" 
"S0021-75572016000300307-scl","Risk factors associated with growth failure in the follow-up of very low birth weight newborns","Rover, Milene M.S., Viera, Cláudia S., Silveira, Rita C., Guimarães, Ana T.B., Grassiolli, Sabrina","Jornal de Pediatria; 92(3); 307-313","Jornal de Pediatria","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572016000300307&lang=pt" 
"S0021-75572016000300220-scl","Optimizing bone health in Brazilian teens: using a population-based survey to guide targeted interventions to increase dietary calcium intake,","Golden, Neville H.","Jornal de Pediatria; 92(3); 220-222","Jornal de Pediatria","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572016000300220&lang=pt" 
"S0034-75902016000300302-scl","USING EXPERT JUDGMENTS TO RANK 45 LATIN AMERICAN BUSINESS JOURNALS","Olavarrieta, Sergio","Revista de Administração de Empresas; 56(3); 302-314","Revista de Administração de Empresas","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902016000300302&lang=pt" 
"S2359-39972016000300199-scl","Metabolic syndrome in infertile women with polycystic ovarian syndrome","Madani, Tahereh, Hosseini, Roya, Ramezanali, Fariba, Khalili, Gholamreza, Jahangiri, Nadia, Ahmadi, Jila, Rastegar, Fatemeh, Zolfaghari, Zahra","Archives of Endocrinology and Metabolism; 60(3); 199-204","Archives of Endocrinology and Metabolism","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2359-39972016000300199&lang=pt" 
"S0034-75902016000300353-scl","DEZ ANOS DE CONSUMER CULTURE THEORY: DELIMITAÇÕES E ABERTURAS","Casotti, Letícia Moreira, Suarez, Maribel Carvalho","Revista de Administração de Empresas; 56(3); 353-359","Revista de Administração de Empresas","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902016000300353&lang=pt" 
"S2359-39972016000300211-scl","Percutaneous ethanol injection versus conservative treatment for benign cystic and mixed thyroid nodules","Ferreira, Mari Cassol, Piaia, Camila, Cadore, Ana Carolina","Archives of Endocrinology and Metabolism; 60(3); 211-216","Archives of Endocrinology and Metabolism","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2359-39972016000300211&lang=pt" 
"S0102-86502016000600417-scl","Effect of Otostegia persica extract on ischemia/reperfusion induced renal damage in diabetic rats. A biochemical study","Takhtfooladi, Mohammad Ashrafzadeh, Asghari, Ahmad, Hoseinzadeh, Hesam aldin, Mokhtari, Farahnaz","Acta Cirurgica Brasileira; 31(6); 417-421","Acta Cirurgica Brasileira","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502016000600417&lang=pt" 
"S2359-39972016000300223-scl","Male-female differences in 6-sulfatoxymelatonin excretion in hypopituitary patients","Fideleff, Hugo L., Fideleff, Gabriel, Boquete, Hugo R., Suárez, Martha, Azaretzky, Miriam","Archives of Endocrinology and Metabolism; 60(3); 223-230","Archives of Endocrinology and Metabolism","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2359-39972016000300223&lang=pt" 
