"S0103-05822009000100005-scl","Soropositividade para doença celíaca em crianças e adolescentes com baixa estatura","Gueiros, Ana Carla L. N., Silva, Giselia Alves P.","Revista Paulista de Pediatria; 27(1); 28-32","Revista Paulista de Pediatria","Inglês, Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-05822009000100005&lang=pt" 
"S0798-72692009000200006-ven","Efecto de la alimentación animal sobre la calidad microbiológicade estiércoles usados como fertilizantes","Espinoza, Yusmary, Hernández Z, Marcos J, Barrera Ch, Teresa V, Obispo, Néstor E","Zootecnia Tropical; 27(2); 151-161","Zootecnia Tropical","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692009000200006&lang=pt" 
"S0798-72692009000200007-ven","Factores no genéticos que afectan el peso al nacer en vacunos Brahman registrados","Rodríguez, Yhoangel, Martínez G, Gonzalo, Galíndez G, Rafael","Zootecnia Tropical; 27(2); 163-173","Zootecnia Tropical","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692009000200007&lang=pt" 
"S0798-72692009000200001-ven","Análisis de sobrevivencia hasta el destete de un rebaño bufalino en condiciones de sabanas bien drenadas","Colmenares, Omar, Coss, Diana, Vargas, Daniel, Herrera, Pablo, Birbe, Beatriz","Zootecnia Tropical; 27(2); 105-111","Zootecnia Tropical","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692009000200001&lang=pt" 
"S0798-72692009000200002-ven","Patogenicidad in vitro de Beauveria brongniartii (Sacc.) Petch en Musca domestica (L.) como posible estrategia de control biológico en áreas ganaderas","Cova, Luis J, Scorza D, José V, García, Danny E, Cañizález, Luis M, Guedez, Clemencia del C, Maffey, Miguel, Medina, María G","Zootecnia Tropical; 27(2); 113-120","Zootecnia Tropical","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692009000200002&lang=pt" 
"S0798-72692009000200003-ven","Variables morfo-estructurales y de calidad de la biomasa de Tithonia diversifolia en la etapa inicial de crecimiento","Medina, María G, García, Danny E, González, Miriam E, Cova, Luis J, Moratinos, Pedro","Zootecnia Tropical; 27(2); 121-134","Zootecnia Tropical","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692009000200003&lang=pt" 
"S1025-55832009000100001-per","","","Anales de la Facultad de Medicina; 70(1); 5-6","Anales de la Facultad de Medicina","Espanhol","2009","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1025-55832009000100001&lang=pt" 
"S1025-55832009000100002-per","Marcadores bioquímicos de riesgo cardiovascular en una población adolescente femenina con sobrepeso y obesidad","Pajuelo, Jaime, Bernui, Ivon, Rocca, Jesús, Torres, Lizardo, Soto, Lilia","Anales de la Facultad de Medicina; 70(1); 7-10","Anales de la Facultad de Medicina","Espanhol","2009","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1025-55832009000100002&lang=pt" 
"S1025-55832009000100003-per","Análisis bibliométrico de las tesis de pregrado de la Facultad de Medicina de la Universidad Nacional Mayor de San Marcos","Valle, Rubén, Salvador, Elisa","Anales de la Facultad de Medicina; 70(1); 11-18","Anales de la Facultad de Medicina","Espanhol","2009","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1025-55832009000100003&lang=pt" 
"S1025-55832009000100004-per","Efectos de la deficiencia de riboflavina sobre el desarrollo del tejido dentoalveolar, en ratas","Delgadillo, Juana, Ayala, Guido","Anales de la Facultad de Medicina; 70(1); 19-27","Anales de la Facultad de Medicina","Espanhol","2009","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1025-55832009000100004&lang=pt" 
"S1025-55832009000100005-per","Comparación de dos cuestionarios autoaplicables para la detección de síntomas depresivos en gestantes","Lam, Nelly, Contreras, Hans, Mori, Elizabeth, Cuesta, Fátima, Gutiérrez, César, Neyra, Miluska, Gil, Enrique, Córdova, Giulianna","Anales de la Facultad de Medicina; 70(1); 28-32","Anales de la Facultad de Medicina","Espanhol","2009","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1025-55832009000100005&lang=pt" 
"S1025-55832009000100006-per","Nivel de conocimiento sobre la especialidad de medicina interna y percepción de los usuarios sobre el rol y capacidades del médico internista","Romaní-Romaní, Franco, Atencia, Fernando","Anales de la Facultad de Medicina; 70(1); 33-40","Anales de la Facultad de Medicina","Espanhol","2009","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1025-55832009000100006&lang=pt" 
"S1025-55832009000100007-per","Polución aérea y estado protrombótico","Campos, Jorge, Palomo, Iván","Anales de la Facultad de Medicina; 70(1); 41-44","Anales de la Facultad de Medicina","Espanhol","2009","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1025-55832009000100007&lang=pt" 
"S1025-55832009000100008-per","Aislamiento e identificación de una cepa de Staphylococcus aureus meticilino resistente y catalasa negativo","Gonzales, Édgar, Antiparra, Ricardo, Villarreal, Freddy","Anales de la Facultad de Medicina; 70(1); 45-46","Anales de la Facultad de Medicina","Espanhol","2009","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1025-55832009000100008&lang=pt" 
"S1025-55832009000100009-per","El control del desarrollo de Legionella pneumophila en el sur de España","Gea-Izquierdo, Enrique","Anales de la Facultad de Medicina; 70(1); 47-47","Anales de la Facultad de Medicina","Espanhol","2009","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1025-55832009000100009&lang=pt" 
"S1134-80462009000200002-esp","Efectividad de la acupuntura en el alivio del dolor refractario al tratamiento farmacológico convencional","Collazo Chao, E.","Revista de la Sociedad Española del Dolor; 16(2); 79-86","Revista de la Sociedad Española del Dolor","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-80462009000200002&lang=pt" 
"S1134-80462009000200001-esp","América contra los opiáceos: ¿Y nosotros qué?","Torres, L.M., Collado, F., Calderón, E., Martínez, J., Neira, F., Ortega, J.L.","Revista de la Sociedad Española del Dolor; 16(2); 77-78","Revista de la Sociedad Española del Dolor","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-80462009000200001&lang=pt" 
"S1134-80462009000200003-esp","Introducción de la suplementación con formulaciones Vimang® en el síndrome doloroso regional complejo: experiencia en 15 pacientes","Garrido-Suárez, B., Rabí, M.C., Bosch, F., Garrido-Garrido, G., Delgado-Hernández, R.","Revista de la Sociedad Española del Dolor; 16(2); 87-96","Revista de la Sociedad Española del Dolor","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-80462009000200003&lang=pt" 
"S1134-80462009000200007-esp","Bloqueos diagnóstico-terapéuticos de carillas articulares cervicales","Franco, M.L.","Revista de la Sociedad Española del Dolor; 16(2); 116-121","Revista de la Sociedad Española del Dolor","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-80462009000200007&lang=pt" 
"S1134-80462009000200004-esp","Cefalea recurrente pospunción dural en una paciente con síndrome de Chiari tipo I no conocido","Rodríguez-Navarro, M.A., Pérez-Moreno, J.A., González-Pérez, P., Rubio, E., Manzano, E.","Revista de la Sociedad Española del Dolor; 16(2); 97-100","Revista de la Sociedad Española del Dolor","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-80462009000200004&lang=pt" 
"S0717-554X2009000100004-chl","LA EPISTEMOLOGÍA DE LAS CIENCIAS SOCIALES EN LA FORMACIÓN POR COMPETENCIAS DEL PREGRADO","Farías, Fernando","Cinta de moebio; (34); 58-66","Cinta de moebio","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-554X2009000100004&lang=pt" 
"S1645-91992009000100001-prt","O 60.º aniversário da NATO: por bom caminho, e segue.","Pereira, Manuel Fernandes","Relações Internacionais (R:I); (21); 05-19","Relações Internacionais (R:I)","Português","2009","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-91992009000100001&lang=pt" 
"S1645-91992009000100002-prt","Os caminhos da NATO: O que foi, o que é, o que deve ser","Telo, António José","Relações Internacionais (R:I); (21); 21-44","Relações Internacionais (R:I)","Português","2009","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-91992009000100002&lang=pt" 
"S1645-91992009000100003-prt","Portugal e a NATO: A Política colonial do Estado Novo e os Aliados (1961-1968)","Santos, Pedro Manuel","Relações Internacionais (R:I); (21); 45-60","Relações Internacionais (R:I)","Português","2009","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-91992009000100003&lang=pt" 
"S1645-91992009000100004-prt","O Flanco Sul sob tensão: a nato e revolução portuguesa, 1974-1975","Oliveira, Pedro Aires","Relações Internacionais (R:I); (21); 61-78","Relações Internacionais (R:I)","Português","2009","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-91992009000100004&lang=pt" 
"S1645-91992009000100005-prt","Decifrar a potência Russa","Fernandes, Sandra Dias","Relações Internacionais (R:I); (21); 79-85","Relações Internacionais (R:I)","Português","2009","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-91992009000100005&lang=pt" 
"S1645-91992009000100006-prt","As relações entre a NATO e a União Europeia pós-11 de Setembro","Lima, Bernardo Pires de","Relações Internacionais (R:I); (21); 87-99","Relações Internacionais (R:I)","Português","2009","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-91992009000100006&lang=pt" 
"S1645-91992009000100008-prt","Um novo modelo energético?: «Yes we can»","Silva, António Costa","Relações Internacionais (R:I); (21); 117-141","Relações Internacionais (R:I)","Português","2009","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-91992009000100008&lang=pt" 
"S1645-91992009000100009-prt","Barack Obama vs as guerras da Ásia Ocidental","Franco, Manuela","Relações Internacionais (R:I); (21); 143-166","Relações Internacionais (R:I)","Português","2009","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-91992009000100009&lang=pt" 
"S1645-91992009000100010-prt","A Turquia e a ilusão do Médio Oriente","Barrinha, André","Relações Internacionais (R:I); (21); 167-172","Relações Internacionais (R:I)","Português","2009","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-91992009000100010&lang=pt" 
"S1645-91992009000100012-prt","Profeta ou renegado?","Pereira, Bernardo Futscher","Relações Internacionais (R:I); (21); 189-193","Relações Internacionais (R:I)","Português","2009","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-91992009000100012&lang=pt" 
"S1645-91992009000100013-prt","Sangue e raiva: a cultura do terror","Araújo, António de","Relações Internacionais (R:I); (21); 195-198","Relações Internacionais (R:I)","Português","2009","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-91992009000100013&lang=pt" 
"S1645-91992009000100014-prt","Para que serviu o Plano Marshall?","Garrido, Álvaro","Relações Internacionais (R:I); (21); 199-204","Relações Internacionais (R:I)","Português","2009","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-91992009000100014&lang=pt" 
"S1645-91992009000100015-prt","As Contradições do Ocidente: Visões Alternativas da Ordem Mundial","Bernardo, Luís António Pais","Relações Internacionais (R:I); (21); 205-208","Relações Internacionais (R:I)","Português","2009","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-91992009000100015&lang=pt" 
"S1645-91992009000100016-prt","Razões de um aliado","Burnay, Henrique","Relações Internacionais (R:I); (21); 209-212","Relações Internacionais (R:I)","Português","2009","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-91992009000100016&lang=pt" 
"S1645-91992009000100017-prt","Relações Internacionais","Gaspar, Carlos","Relações Internacionais (R:I); (21); 213-216","Relações Internacionais (R:I)","Português","2009","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-91992009000100017&lang=pt" 
"S1645-91992009000100018-prt","Ásia","Xavier, Constantino","Relações Internacionais (R:I); (21); 216-220","Relações Internacionais (R:I)","Português","2009","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-91992009000100018&lang=pt" 
"S1645-91992009000100019-prt","Democracia &amp; Autoritarismo","Alcario, Isabel","Relações Internacionais (R:I); (21); 220-223","Relações Internacionais (R:I)","Português","2009","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-91992009000100019&lang=pt" 
"S1645-91992009000100011-prt","A crise financeira e económica internacional","Bento, Vítor, Machado, José Ferreira, Leite, António Nogueira","Relações Internacionais (R:I); (21); 173-185","Relações Internacionais (R:I)","Português","2009","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-91992009000100011&lang=pt" 
"S1807-76922009000100005-scl","Willingness to try innovative food products: a comparison between British and Brazilian consumers","Barcellos, Marcia Dutra de, Aguiar, Luís Kluwe, Ferreira, Gabriela Cardozo, Vieira, Luciana Marques","BAR - Brazilian Administration Review; 6(1); 50-61","BAR - Brazilian Administration Review","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-76922009000100005&lang=pt" 
"S1807-76922009000100003-scl","Strategic HR? A study of the perceived role of HRM departments in Brazil and Peru","Coda, Roberto, César, Ana Maria Roux Valentini Coelho, Bido, Diógenes de Souza, Louffat, Enrique","BAR - Brazilian Administration Review; 6(1); 15-33","BAR - Brazilian Administration Review","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-76922009000100003&lang=pt" 
"S1807-76922009000100002-scl","Organizational culture and the renewal of competences","Fleury, Maria Tereza Leme","BAR - Brazilian Administration Review; 6(1); 1-14","BAR - Brazilian Administration Review","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-76922009000100002&lang=pt" 
"S1807-76922009000100001-scl","Editorial","Machado-da-Silva, Clóvis L","BAR - Brazilian Administration Review; 6(1); 1-1","BAR - Brazilian Administration Review","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-76922009000100001&lang=pt" 
"S1645-91992009000100007-prt","A vitória de Obama: significado, causas e consequências","André, José Gomes","Relações Internacionais (R:I); (21); 103-116","Relações Internacionais (R:I)","Português","2009","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-91992009000100007&lang=pt" 
"S1807-76922009000100006-scl","Resource-based view as a perspective for public tourism management research: evidence from two Brazilian tourism destinations","Massukado-Nakatani, Marcia Shizue, Teixeira, Rivanda Meira","BAR - Brazilian Administration Review; 6(1); 62-77","BAR - Brazilian Administration Review","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-76922009000100006&lang=pt" 
"S1807-76922009000100004-scl","What lies behind the concept of customer relationship management? Discussing the essence of CRM through a phenomenological approach","Pedron, Cristiane Drebes, Saccol, Amarolinda Zanela","BAR - Brazilian Administration Review; 6(1); 34-49","BAR - Brazilian Administration Review","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-76922009000100004&lang=pt" 
"S0717-554X2009000100001-chl","CONSTRUCCIÓN DE CONOCIMIENTO EN LATINOAMÉRICA: ALGUNAS REFLEXIONES DESDE LA AUTO-ETNOGRAFÍA COMO ESTRATEGIA DE INVESTIGACIÓN","Scribano, Adrián, De Sena, Angélica","Cinta de moebio; (34); 1-15","Cinta de moebio","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-554X2009000100001&lang=pt" 
"S0717-554X2009000100002-chl","LA CONSTRUCCIÓN DE INDICADORES COMO PROBLEMA EPISTEMOLÓGICO","Gutiérrez, Daniel","Cinta de moebio; (34); 16-36","Cinta de moebio","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-554X2009000100002&lang=pt" 
"S0717-554X2009000100003-chl","MENTALIDADES HISTÓRICAS ERGO PSICOLOGÍA COLECTIVA: REFLEXIONES PARALELAS","Navalles-Gómez, Jahir","Cinta de moebio; (34); 37-57","Cinta de moebio","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-554X2009000100003&lang=pt" 
"S1134-80462009000200006-esp","Terapia manual en epicondalgia lateral (revisión sistemática)","Aguilera Eguía, R.A.","Revista de la Sociedad Española del Dolor; 16(2); 112-115","Revista de la Sociedad Española del Dolor","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-80462009000200006&lang=pt" 
"S1134-80462009000200005-esp","Tratamiento epidural del dolor en la isquemia vascular periférica (I)","Orduña González, M.J., López Carballo, C., Camblor Suárez, E., López Rouco, M.","Revista de la Sociedad Española del Dolor; 16(2); 101-111","Revista de la Sociedad Española del Dolor","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-80462009000200005&lang=pt" 
"S0102-33062009000100001-scl","Editorial","","Acta Botanica Brasilica; 23(1); -","Acta Botanica Brasilica","Inglês, Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062009000100001&lang=pt" 
"S0102-33062009000100002-scl","Relações entre a distribuição das espécies de diferentes estratos e as características do solo de uma floresta aluvial no Estado do Paraná, Brasil","Carvalho, Joema, Marques, Márcia Cristina Mendes, Roderjan, Carlos Vellozo, Barddal, Murilo, Sousa, Silas Garcia Aquino de","Acta Botanica Brasilica; 23(1); 01-09","Acta Botanica Brasilica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062009000100002&lang=pt" 
"S0102-33062009000100004-scl","O gênero Nectandra Rol. ex Rottb. (Lauraceae) no Estado do Paraná, Brasil","Goldenberg, Renato, Moraes, Pedro Luís Rodrigues de","Acta Botanica Brasilica; 23(1); 22-35","Acta Botanica Brasilica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062009000100004&lang=pt" 
"S0102-33062009000100006-scl","Dinâmica da comunidade arbórea de uma floresta semidecidual em Uberlândia, MG, Brasil","Silva, Mariana Resende, Araújo, Glein Monteiro de","Acta Botanica Brasilica; 23(1); 49-56","Acta Botanica Brasilica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062009000100006&lang=pt" 
"S0102-33062009000100013-scl","Estudo florístico do componente herbáceo e relação com solos em áreas de caatinga do embasamento cristalino e bacia sedimentar, Petrolândia, PE, Brasil","Silva, Kleber Andrade da, Araújo, Elcida de Lima, Ferraz, Elba Maria Nogueira","Acta Botanica Brasilica; 23(1); 100-110","Acta Botanica Brasilica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062009000100013&lang=pt" 
"S0102-33062009000100016-scl","Size-dependent allocation of biomass to ancillary versus flowers of the inflorescences of the epiphyte Tillandsia stricta Soland (Bromeliaceae)","Mantovani, André, Iglesias, Ricardo Rios","Acta Botanica Brasilica; 23(1); 130-135","Acta Botanica Brasilica","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062009000100016&lang=pt" 
"S0102-33062009000100019-scl","O gênero Paradiacheopsis (Stemonitales, Myxomycetes) no Brasil","Bezerra, Andrea Carla Caldas, Cavalcanti, Laise de Holanda","Acta Botanica Brasilica; 23(1); 160-163","Acta Botanica Brasilica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062009000100019&lang=pt" 
"S0102-33062009000100025-scl","Caracterização de solos de duas formações de restinga e sua influência na constituição química foliar de Passiflora mucronata Lam. (Passifloraceae)e Canavalia rosea (Sw.) DC. (Fabaceae)","Lourenço Junior, Jehová, Cuzzuol, Geraldo Rogério Faustini","Acta Botanica Brasilica; 23(1); 239-246","Acta Botanica Brasilica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062009000100025&lang=pt" 
"S0102-33062009000100027-scl","Análise da variabilidade genética de arnica (Lychnophora ericoides Less. - Asteraceae) usando marcadores RAPDs","Melo, Luciana Queiroz, Ciampi, Ana Yamagushi, Vieira, Roberto Fontes","Acta Botanica Brasilica; 23(1); 259-266","Acta Botanica Brasilica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062009000100027&lang=pt" 
"S0102-33062009000100028-scl","In situ variation in leaf anatomy and morphology of Andira legalis (Leguminosae) in two neighbouring but contrasting light environments in a Brazilian sandy coastal plain","Pereira, Daniela Carvalho, Barros, Cláudia Franca, Scarano, Fabio Rubio","Acta Botanica Brasilica; 23(1); 267-273","Acta Botanica Brasilica","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062009000100028&lang=pt" 
"S0102-33062009000100029-scl","In vitro morphogenesis and cell suspension culture establishment in Piper solmsianum C. DC. (Piperaceae)","Balbuena, Tiago Santana, Santa-Catarina, Claudete, Silveira, Vanildo, Kato, Massuo Jorge, Floh, Eny Iochevet Segal","Acta Botanica Brasilica; 23(1); 274-281","Acta Botanica Brasilica","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062009000100029&lang=pt" 
"S0102-33062009000100007-scl","Germinação de Ternstroemia brasiliensis Cambess. (Pentaphylacaceae) de floresta de restinga","Pires, Luciana Andréa, Cardoso, Victor José Mendes, Joly, Carlos Alfredo, Rodrigues, Ricardo Ribeiro","Acta Botanica Brasilica; 23(1); 57-66","Acta Botanica Brasilica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062009000100007&lang=pt" 
"S0102-33062009000100031-scl","A qualidade das publicações científicas: considerações de um Editor de Área ao final do mandato","Albuquerque, Ulysses Paulino de","Acta Botanica Brasilica; 23(1); 292-296","Acta Botanica Brasilica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062009000100031&lang=pt" 
"S0102-33062009000100003-scl","Estrutura do componente arbóreo e características edáficas de dois fragmentos de floresta estacional decidual no vale do rio Araguari, MG, Brasil","Siqueira, Ariane de Souza, Araújo, Glein Monteiro de, Schiavini, Ivan","Acta Botanica Brasilica; 23(1); 10-21","Acta Botanica Brasilica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062009000100003&lang=pt" 
"S0102-33062009000100005-scl","Caracterização da vegetação de restinga da RPPN de Maracaípe, PE, Brasil, com base na fisionomia, flora, nutrientes do solo e lençol freático","Almeida Jr., Eduardo Bezerra de, Olivo, Murielle Andreo, Araújo, Elcida de Lima, Zickel, Carmen Silvia","Acta Botanica Brasilica; 23(1); 36-48","Acta Botanica Brasilica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062009000100005&lang=pt" 
"S0102-33062009000100009-scl","Morfologia e reprodução de Chondria curvilineata F.S. Collins &amp; Hervey (Rhodomelaceae, Rhodophyta), uma adição à flora brasileira","Böker-Torres, Martha, Horta, Paulo Antunes, Salles, José, Ouriques, Luciane, Fujii, Mutue Toyota, Bouzon, Zenilda","Acta Botanica Brasilica; 23(1); 73-78","Acta Botanica Brasilica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062009000100009&lang=pt" 
"S0102-33062009000100010-scl","Fungos conidiais associados ao folhedo de Clusia melchiorii Gleason e C. nemorosa G. Mey. (Clusiaceae) em fragmento de Mata Atlântica, BA, Brasil","Barbosa, Flávia Rodrigues, Maia, Leonor Costa, Gusmão, Luís Fernando Pascholati","Acta Botanica Brasilica; 23(1); 79-84","Acta Botanica Brasilica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062009000100010&lang=pt" 
"S0102-33062009000100011-scl","Alterações morfológicas foliares em abacaxizeiros cv. IAC &quot;Gomo-de-mel&quot; micropropagados e aclimatizados em diferentes condições de luminosidade","Batagin, Katherine Derlene, Almeida, Cristina Vieira de, Tanaka, Francisco André Ossamu, Almeida, Marcílio de","Acta Botanica Brasilica; 23(1); 85-92","Acta Botanica Brasilica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062009000100011&lang=pt" 
"S0102-33062009000100012-scl","Relações entre o teor de fenóis totais e o ciclo das galhas de Cecidomyiida e em Aspidosperm a spruceanum Müll. Arg. (Apocynaceae)","Formiga, Anete Teixeira, Gonçalves, Samuel José de Melo Reis, Soares, Geraldo Luiz Gonçalves, Isaias, Rosy Mary dos Santos","Acta Botanica Brasilica; 23(1); 93-99","Acta Botanica Brasilica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062009000100012&lang=pt" 
"S0102-33062009000100014-scl","Potencial fitotóxico de extratos foliares de Aloe arborescens Miller (Asphodelaceae) produzidos em diferentes épocas do ano","Murakami, Cynthia, Cardoso, Fernando Leite, Mayworm, Marco Aurélio Sivero","Acta Botanica Brasilica; 23(1); 111-116","Acta Botanica Brasilica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062009000100014&lang=pt" 
"S0102-33062009000100015-scl","Nectandra Rol. ex Rottb. (Lauraceae) no Mato Grosso do Sul, Brasil","Alves, Flávio Macedo, Sartori, Ângela Lúcia Bagnatori","Acta Botanica Brasilica; 23(1); 119-129","Acta Botanica Brasilica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062009000100015&lang=pt" 
"S0102-33062009000100017-scl","Structural aspects of the zygotic embryogenesis of Acca sellowiana (O. Berg) Burret (Myrtaceae)","Pescador, Rosete, Kerbauy, Gilberto Barbante, Strassburg, Rosali Constantino, Kraus, Jane Elizabeth","Acta Botanica Brasilica; 23(1); 136-144","Acta Botanica Brasilica","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062009000100017&lang=pt" 
"S0102-33062009000100018-scl","Papilionoideae (Leguminosae) nos campos rupestres do Parque Estadual do Itacolomi, MG, Brasil","Dutra, Valquíria Ferreira, Garcia, Flávia Cristina Pinto, Lima, Haroldo Cavalcante de","Acta Botanica Brasilica; 23(1); 145-157","Acta Botanica Brasilica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062009000100018&lang=pt" 
"S0102-33062009000100020-scl","Revisão taxonômica de Acosmium Schott (Leguminosae, Papilionoideae, Sophoreae)","Rodrigues, Rodrigo Schütz, Tozzi, Ana Maria Goulart de Azevedo","Acta Botanica Brasilica; 23(1); 164-174","Acta Botanica Brasilica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062009000100020&lang=pt" 
"S0102-33062009000100021-scl","O gênero Monnina (Polygalaceae) na Região Sul do Brasil","Lüdtke, Raquel, Souza-Chies, Tatiana Teixeira de, Miotto, Silvia Teresinha Sfoggia","Acta Botanica Brasilica; 23(1); 175-195","Acta Botanica Brasilica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062009000100021&lang=pt" 
"S0102-33062009000100022-scl","Análise morfoanatômica comparativa da folha de Bauhinia forficata Link e B. variegata Linn. (Leguminosae, Caesalpinioideae)","Lusa, Makeli Garibotti, Bona, Cleusa","Acta Botanica Brasilica; 23(1); 196-211","Acta Botanica Brasilica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062009000100022&lang=pt" 
"S0102-33062009000100023-scl","Desenvolvimento pós-seminal de espécies de Poaceae (Poales)","Nakamura, Adriana Tiemi, Scatena, Vera Lucia","Acta Botanica Brasilica; 23(1); 212-222","Acta Botanica Brasilica","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062009000100023&lang=pt" 
