"S0034-89101986000300009-spa","Identificação de Aedes (Stegomyia) Albopictus (Skuse) no Brasil","Forattini, Oswaldo Paulo","Revista de Saúde Pública; 20(3); 244-245","Revista de Saúde Pública","Inglês, Português","1986","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89101986000300009&lang=pt" 
"S0071-12761986000100012-scl","Toxidez de alumínio e Manganês em Sorgo Sacarino (Sorghum Bicolor L. Moench): I. Relações entre P, Ca e Al","Primavesi, A.C.P.A., Malavolta, E., Primavesi, O.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(1); 231-244","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000100012&lang=pt" 
"S0071-12761986000100010-scl","Nutrição mineral de hortaliças LXX: acumulação de matéria seca e recrutamento de macronutrientes pelo melão (Cucimis Melo L. cv. Valenciano Amarelo CAC) cultivado em latossolo vermelho amarelo em presidente Venceslau, SP","Belfort, C.C., Haag, H.P., Matsumoto, T., Carmello, Q.A.C., Santos, J.W.C.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(1); 159-218","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000100010&lang=pt" 
"S0071-12761986000100007-scl","Pesquisas com milho no Brasil: I. Considerações gerais","Viégas, Glauco P.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(1); 81-96","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000100007&lang=pt" 
"S0071-12761986000100008-scl","Macronutrientes em Pinus Caribaea Morelet II: níveis internos sob suficiência e sob omissão","Martinez, Herminia E.P., Haag, Henrique Paulo, Bruckner, Claudio Horst","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(1); 97-146","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000100008&lang=pt" 
"S0071-12761986000200023-scl","","Carvalho, Alcides","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(2); 791-792","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000200023&lang=pt" 
"S0071-12761986000200025-scl","","Paiva, Ruy Miller","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(2); 811-813","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000200025&lang=pt" 
"S0071-12761986000100005-scl","História da fitovirologia no Brasil","Costa, A.S.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(1); 51-78","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000100005&lang=pt" 
"S0071-12761986000200006-scl","Nutrição mineral de leguminosas tropicais VI: crescimento e recrutamento de macronutrientes pela clitoria ternatea L.","Amaral, Wlamir do, Haag, Henrique Paulo, Dechen, Antonio Roque, Minami, Keigo","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(2); 445-467","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000200006&lang=pt" 
"S0071-12761986000200016-scl","Efeitos do biureto no sorgo saccarino (Sorghum Bicolor L.) (Moench) avaliados pelos conteúdos de alguns compostos nitrogenados e de açúcares","Ferreira, Jorge H., Crocomo, Otto J., Mello, Francisco de A.F. de","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(2); 671-689","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000200016&lang=pt" 
"S0071-12761986000200014-scl","Estruturação e verbalização no conhecimento social","Bergamin, M. Dulce B.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(2); 615-643","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000200014&lang=pt" 
"S0071-12761986000200009-scl","Caracterização de solos do Vale do Ribeira de Iguape no Estado de São Paulo através de índices de relevo","Vettorazzi, C.A., Angulo Filho, R.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(2); 517-536","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000200009&lang=pt" 
"S0071-12761986000200001-scl","Nutrição mineral de leguminosas: V sintomas de deficiências de macronutrientes e de boro em Clitoria ternatea L.","Amaral, Wlamir do, Haag, Henrique Paulo","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(2); 295-317","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000200001&lang=pt" 
"S0071-12761986000100014-scl","Proteína total Sérica em bezerros da raça holandesa submetidos a diferentes regimes de aleitamento","Machado Neto, Raul, Packer, Irineu Umberto, Susin, Ivanete, Nolasco, Adriana Maria","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(1); 265-284","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000100014&lang=pt" 
"S0071-12761986000100013-scl","Efeito do nível de fertilidade de dois solos submetidos a compactação sobre o comportamento do acumulo de matéria seca e nutrientes por feijoeiro (Phaseolus Vulgaris L.)","Primavesi, O., Mello, F.A.F. de, Muraoka, T.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(1); 245-264","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000100013&lang=pt" 
"S0071-12761986000100009-scl","Estudos preliminares da biologia floral de Chrysophyllum Auratum Miq.(sapotaceae) em Piracicaba, estado de São Paulo","Corrales, Francisco Miguel, Mantovani, Waldir, Catharino, Eduardo Luis M.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(1); 147-157","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000100009&lang=pt" 
"S0071-12761986000100002-scl","","Brieger, Friedrich Gustav","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(1); 3-9","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000100002&lang=pt" 
"S0071-12761986000100006-scl","","Viégas, Glauco Pinto","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(1); 79-80","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000100006&lang=pt" 
"S0071-12761986000100004-scl","","Costa, Álvaro Santos","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(1); 47-49","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000100004&lang=pt" 
"S0071-12761986000100001-scl","Homenagem","Araújo, Paulo Fernando Cidade de","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(1); 1-1","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000100001&lang=pt" 
"S0071-12761986000100011-scl","Nutrição mineral de seringueira IV. Toxicidade de Boro em Hevea brasiliensis","Haag, H.P., Bueno, N., Viegas, I.J.M., Pereira, J.P.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(1); 219-229","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000100011&lang=pt" 
"S0071-12761986000200004-scl","Contribuição ao conhecimento do Cruá (Sicana odorifera Naud.)","Rochelle, Luiz Antonio","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(2); 378-388","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000200004&lang=pt" 
"S0071-12761986000100015-scl","Meios de cultura e produção de conídios em Metarhizium Anisopliae(Metsch) Sorokin","Frigo, Silvia Maria, Azevedo, João Lúcio de","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(1); 285-293","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000100015&lang=pt" 
"S0071-12761986000200003-scl","Nutrição mineral de hortaliças LXXII: Diagnóstico das carências de macronutrientes e de boro em melão (Cucumis melo L.)","Belfort, C.C., Haag, H.P., Minami, K.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(2); 365-377","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000200003&lang=pt" 
"S0071-12761986000200002-scl","Nutrição mineral de hortaliças: LXXI recrutamento de micronutrientes pela cultura do melão (Cucumis melo cv. valenciano amarelo CAC) cultivado em latossolo vermelho em Presidente Venceslau - SP","Belfort, Cristovam Colombo, Haag, Henrique Paulo, Matsumoto, Toshino, Dechen, Antonio Roque","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(2); 319-364","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000200002&lang=pt" 
"S0071-12761986000200008-scl","Efeito do tratamento térmico e da adição de calcário dolomítico na cinética de liberação de potássio do sienito nefelinico de Poços de Caldas","Faquin, V., Klnjo, T., Malavolta, E.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(2); 497-515","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000200008&lang=pt" 
"S0071-12761986000200007-scl","Competição de adubos nitrogenados na cultura do milho (Zea mays, L.) cv. Piranão, avaliada pela produção de matéria seca","Thomazi, Maria Domitila, Mello, Francisco de A. F. de","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(2); 469-495","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000200007&lang=pt" 
"S0071-12761986000200010-scl","Nutrição mineral de gramineas tropicais: II. carências de micronutrientes em capim tobiatã (Panicum maximum, Jacq.)","França, A.F.S., Haag, H.P.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(2); 537-550","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000200010&lang=pt" 
"S0071-12761986000200011-scl","Ensaio de combate químico ao ácaro da leprose Brevipalpus phoenicis (Geijskes, 1939) em pomar cítrico","Silva, J.M., Raizer, A.J., Sugahara, C.A., Motta, R., Mariconi, F.A.M., Scarpari Filho, J.A.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(2); 551-563","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000200011&lang=pt" 
"S0071-12761986000200012-scl","Características de uma topossequência de solos da região de Iracemápolis, Estado de São Paulo","Souza, J.J. de, Demattê, J.L.I.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(2); 565-588","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000200012&lang=pt" 
"S0071-12761986000200013-scl","Toxidez de alumínio e manganês em sorgo sacarino (Sorghum bicolor (L.) moench): I. Efeitos do silicato e do carbonato de cálcio em solo podzólico vermelho amarelo var. laras","Primavesi, Ana Candida P. Aguirre, Malavolta, E., Primavesi, Odo","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(2); 589-613","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000200013&lang=pt" 
"S0071-12761986000200018-scl","Latossolos da bacia do ribeirão do lobo (Brotas, Itirapina, SP): I. Granulometria","Clemente, Celso Augusto, Abrahão, Ibrahim O., Marconi, Arary, Lorandi, Reina do","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(2); 713-733","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000200018&lang=pt" 
"S0071-12761986000200017-scl","Efeitos da porosidade de aeração na nutrição mineral do feijoeiro (Phaseolus vulgaris L: )","Primavesi, O., Mello, F.A.F. de, Muraoka, T.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(2); 691-711","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000200017&lang=pt" 
"S0071-12761986000200019-scl","Latossolos da bacia do ribeirão do lobo (Brotas - Itirapina, SP): II. Mineralogia","Clemente, Celso Augusto, Abrahão, Ibrahim O., Marconi, Arary, Lorandi, ReinaIdo","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(2); 735-749","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000200019&lang=pt" 
"S0071-12761986000200020-scl","Eficiência no combate ao ácaro da falsa ferrugem dos citros Phyllocoptruta Oleivora (ASHMEAD, 1879)","Mariconi, F.A.M., Motta, R., Silva, J.M., Takaoka, M., Raizer, A.J., Kato, W.Y.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(2); 751-762","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000200020&lang=pt" 
"S0071-12761986000200021-scl","Efeitos do tratamento fungicida e de três ambientes de armazenamento sobre a conservação de sementes de seringueira","Cicero, Silvio Moure, Marcos Filho, Julio, Toledo, Francisco Ferraz de","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(2); 763-787","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000200021&lang=pt" 
"S0071-12761986000200022-scl","Homenagem","","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(2); 789-789","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000200022&lang=pt" 
"S0071-12761986000200024-scl","Pesquisas sobre o melhoramento do Café","Carvalho, A.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(2); 793-809","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000200024&lang=pt" 
"S0071-12761986000200026-scl","Reflexões sobre as possibilidades de expansão da agricultura moderna no Brasil","Paiva, Ruy Miller","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(2); 815-870","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000200026&lang=pt" 
"S0071-12761986000100003-scl","Considerations on the evolutionary theory","Brieger, F.G.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(1); 11-46","Anais da Escola Superior de Agricultura Luiz de Queiroz","Inglês","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000100003&lang=pt" 
"S0071-12761986000200005-scl","Qualidade fisiológica e comportamento de sementes de soja (Glycine max (L.) Merrill) no armazenamento e no campo","Marcos Filho, J., Carvalho, R. V. de, Cicero, S. M., Demétrio, C. G. B.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(2); 389-443","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000200005&lang=pt" 
"S0071-12761986000200015-scl","Efeitos do biureto no sorgo sacarino (Sorghum Bicolor L.) (Moench) avaliados pelo desenvolvimento das plantas","Ferreira, Jorge H., Mello, Francisco de A.F. de, Crocomo, Otto J.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 43(2); 643-669","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761986000200015&lang=pt" 
"S0101-81751986000300001-scl","Uso de redes de espera no estudo de ritmos circadianos de algumas espécies de peixes nos lagos de várzea do rio Solimões","Barthem, Ronaldo Borge","Revista Brasileira de Zoologia; 3(7); 409-422","Revista Brasileira de Zoologia","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81751986000300001&lang=pt" 
"S0101-81751986000300002-scl","Microscopia óptica e eletrônica do corpúsculo de Stannius do curimbatá (Prochilodus scrofa Steindachner, 1881) (Osteichthyes, Cypriniformes, Prochilodontidae)","Pinheiro, Elza Ferreira Goldman, Alexandrino, Agar Costa, Ferri, Silvio","Revista Brasileira de Zoologia; 3(7); 423-431","Revista Brasileira de Zoologia","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81751986000300002&lang=pt" 
"S0101-81751986000300004-scl","A arara-azul-de-Lear, Anodorhynchus leari Bonaparte, 1856","Sick, Helmut, Gonzaga, Luiz Pedreira, Teixeira, Dante Martins","Revista Brasileira de Zoologia; 3(7); 441-463","Revista Brasileira de Zoologia","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81751986000300004&lang=pt" 
"S0101-81751986000400006-scl","II Encontro de Editores de Revistas Científicas","","Revista Brasileira de Zoologia; 3(8); 566-567","Revista Brasileira de Zoologia","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81751986000400006&lang=pt" 
"S0101-81751986000300005-scl","Nidificação no chão da rolinha roxa mirim, Columbina minuta, em Pedro Avelino, Rio Grande do Norte, Brasil","Antas, Paulo de Tarso Zuquim","Revista Brasileira de Zoologia; 3(7); 465-466","Revista Brasileira de Zoologia","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81751986000300005&lang=pt" 
"S0101-81751986000400005-scl","Nota preliminar sobre a coleção malacológica &quot;Eliseo Duarte&quot;: II","Picoral, Mônica, Thomé, José Willibaldo","Revista Brasileira de Zoologia; 3(8); 563-566","Revista Brasileira de Zoologia","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81751986000400005&lang=pt" 
"S0101-81751986000400001-scl","Breve caracterização de Phragmatopoda lapidosa Kinberg, 1867 (Polychaeta, Sabellariidae)","Amaral, A. Cecília Z.","Revista Brasileira de Zoologia; 3(8); 471-474","Revista Brasileira de Zoologia","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81751986000400001&lang=pt" 
"S0101-81751986000400002-scl","Morphology of the worker digestive tube of the soil-feeding nasute termites (Isoptera, Termitidae, Nasutitermitinae ) from the neotropical region","Fontes, Luiz Roberto","Revista Brasileira de Zoologia; 3(8); 475-501","Revista Brasileira de Zoologia","Inglês","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81751986000400002&lang=pt" 
"S0101-81751986000400003-scl","Morphology of the alate and worker mandibles of the soil-feeding nasute termites (Isoptera, Termitidae, Nasutitermitinae) from the neotropical region","Fontes, Luiz Roberto","Revista Brasileira de Zoologia; 3(8); 503-531","Revista Brasileira de Zoologia","Inglês","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81751986000400003&lang=pt" 
"S0101-81751986000400004-scl","Fauna cavernícola brasileira: composição e caracterização preliminar","Trajano, Eleonora","Revista Brasileira de Zoologia; 3(8); 533-561","Revista Brasileira de Zoologia","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81751986000400004&lang=pt" 
"S0101-81751986000300003-scl","Reconhecimento do grupo rizibilis; descrição de uma nova espécie de Hyla (Amphibia, Anura)","Andrade, Gilda V., Cardoso, Adão J.","Revista Brasileira de Zoologia; 3(7); 433-440","Revista Brasileira de Zoologia","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81751986000300003&lang=pt" 
"S0101-81751986000300006-scl","A nidificação da avoante, Zenaida auriculata, no Nordeste do Brasil, relacionada com o substrato fornecido pela vegetação","Antas, Paulo de Tarso Zuquim","Revista Brasileira de Zoologia; 3(7); 467-470","Revista Brasileira de Zoologia","Português","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81751986000300006&lang=pt" 
"S0101-81751986000200001-scl","A revision of the Plateremaeidae (Acari: Oribatei)","Paschoal, Adilson D.","Revista Brasileira de Zoologia; 3(6); 327-356","Revista Brasileira de Zoologia","Inglês","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81751986000200001&lang=pt" 
"S0101-81751986000200002-scl","A revision of the Pheroliodidae, fam. n. (Acari: Oribatei)","Paschoal, Adilson D.","Revista Brasileira de Zoologia; 3(6); 357-384","Revista Brasileira de Zoologia","Inglês","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81751986000200002&lang=pt" 
"S0101-81751986000200003-scl","A revision of the Pedrocortesellidae, fam. n. (Acari: Oribatei)","Paschoal, Adilson D.","Revista Brasileira de Zoologia; 3(6); 385-395","Revista Brasileira de Zoologia","Inglês","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81751986000200003&lang=pt" 
"S0101-81751986000200004-scl","A revision of the families Licnodamaeidae and Licnobelbidae (Acari, Oribatei) with a recharacterization of the genera Licnodamaeus and Licnobelba","Paschoal, Adilson D.","Revista Brasileira de Zoologia; 3(6); 397-403","Revista Brasileira de Zoologia","Inglês","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81751986000200004&lang=pt" 
"S0101-81751986000200005-scl","Idiodamaeidae (Acari, Oribatei): a new family of South American mites, with a restatement of the Gymnodamaeidae","Paschoal, Adilson D.","Revista Brasileira de Zoologia; 3(6); 405-407","Revista Brasileira de Zoologia","Inglês","1986","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81751986000200005&lang=pt" 
