"S0004-282X1967000400010-scl","Errata","","Arquivos de Neuro-Psiquiatria; 25(4); -","Arquivos de Neuro-Psiquiatria","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X1967000400010&lang=pt" 
"S0071-12761967000100021-scl","Contribuição ao estudo da composição química e digestibilidade do feno de siratro, Phaseolus stropurpureus","Peixoto, A.M., Moraes, C.L., Bose, M.L.V.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 229-237","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100021&lang=pt" 
"S0071-12761967000100022-scl","A determinação da água livre em fertilizantes","Alcarde, J.C., Catani, R.A., Furlani, P.R.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 239-245","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100022&lang=pt" 
"S0071-12761967000100024-scl","Variação na concentração e na quantidade de macro e micronutrientes no fruto do cafeeiro, durante o seu desenvolvimento","Catani, R.A., Pellegrino, D., Alcarde, J.C., Graner, C.A.F.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 249-263","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100024&lang=pt" 
"S0071-12761967000100025-scl","Introdução à família Tarsonemidae Kramer, 1877 (Acarina) no estado de São Paulo","Flechtmann, Carlos H.W.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 265-272","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100025&lang=pt" 
"S0071-12761967000100026-scl","Variabilidade de Stemphylium solari, Weber, agente causal de mancha foliar do tomateiro, no estado de São Paulo","Namekata, Takao, Tokeshi, Hasime","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 273-288","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100026&lang=pt" 
"S0071-12761967000100031-scl","Influência da &quot;murcha do algodoeiro&quot; na composição mineral do algodoeiro","Haag, H.P., Balmer, E., Carvalho, A. de","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 333-342","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100031&lang=pt" 
"S0071-12761967000100029-scl","Efeito de concentrações de macronutrientes N, P e K No aumento do espessamento da parede dos traqueídos Pinnus Elliottii (plantas em vasos)","Santos, C.F. Oliveira, Malavolta, E., Haag, H.P.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 317-322","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100029&lang=pt" 
"S0071-12761967000100030-scl","New Tetranychidae (Acarina) from Brasil","Flechtmann, Carlos H.W.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 323-331","Anais da Escola Superior de Agricultura Luiz de Queiroz","Inglês","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100030&lang=pt" 
"S0071-12761967000100032-scl","Litosol: suas características e provável gênese","Marcos, Z.Z., Kinjo, T.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 343-352","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100032&lang=pt" 
"S0071-12761967000100035-scl","Contribuição ao estudo das relações entre Fusarium oxysporum F.vasinfectum (Atk.)Snyd. e Hans e Gossypium hirsutum L.","Balmer, Eric","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 385-386","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100035&lang=pt" 
"S0071-12761967000100033-scl","A determinação do cobre pelo método calorimétrico do dietilditiocarbamato de sódio","Jacintho, A.O.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 353-380","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100033&lang=pt" 
"S0071-12761967000100034-scl","","Monteiro, Ailton Rocha","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 381-384","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100034&lang=pt" 
"S0071-12761967000100036-scl","Variação da composição de aminoácidos em caules e raízes de algodoeiro (Gossypium hirsutum L.) de acôrdo com a suscetibilidade aFusarium oxysporwn f. vasinfectum (Atk.) SNYD e HANS","Conti, Ednei de, Balmer, E., Arzolla, J.D.P.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 387-395","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100036&lang=pt" 
"S0071-12761967000100037-scl","Sobre um gênero e três espécies de nematóides da família Dorylaimidae","Lordello, Luiz Gonzaga E.","Anais da Escola Superior de Agricultura Luiz de Queiroz; 24(); 401-409","Anais da Escola Superior de Agricultura Luiz de Queiroz","Português","1967","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0071-12761967000100037&lang=pt" 
"S0004-282X1966000400005-scl","Meningorradiculomielites provavelmente a vírus: aspectos do proteinograma do líquido cefalorraqueano","Rocha, A. Gama da, Spina-França, A.","Arquivos de Neuro-Psiquiatria; 24(4); 269-274","Arquivos de Neuro-Psiquiatria","Português","1966","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X1966000400005&lang=pt" 
"S0004-282X1966000400004-scl","Meningorradiculomielites provavelmente a vírus: aspectos da incidência em nosso meio","Facure, N. O., Spina-França, A.","Arquivos de Neuro-Psiquiatria; 24(4); 264-268","Arquivos de Neuro-Psiquiatria","Português","1966","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X1966000400004&lang=pt" 
"S0004-282X1966000400001-scl","Metabolismo do cobre nas epilepsias","Assis, Luís Marques de","Arquivos de Neuro-Psiquiatria; 24(4); 229-246","Arquivos de Neuro-Psiquiatria","Português","1966","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X1966000400001&lang=pt" 
"S0004-282X1966000400002-scl","Células binucleadas no núcleo do nervo hipoglosso humano através dos grupos etários","Rezze, Cecil José","Arquivos de Neuro-Psiquiatria; 24(4); 247-256","Arquivos de Neuro-Psiquiatria","Português","1966","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X1966000400002&lang=pt" 
"S0004-282X1966000400003-scl","Tratamento dos meduloblastomas do cerebelo","Pereira, Walter C., Tenuto, Rolando A., Aisen, Julinho, Luzio, José, Franciosi, Vivaldino P.","Arquivos de Neuro-Psiquiatria; 24(4); 257-263","Arquivos de Neuro-Psiquiatria","Português","1966","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X1966000400003&lang=pt" 
"S0004-282X1966000400006-scl","Nova abordagem no tratamento da esquizofrenia","Speltri, Walter","Arquivos de Neuro-Psiquiatria; 24(4); 275-287","Arquivos de Neuro-Psiquiatria","Português","1966","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X1966000400006&lang=pt" 
"S0004-282X1966000400007-scl","Análises de livros","","Arquivos de Neuro-Psiquiatria; 24(4); 288-294","Arquivos de Neuro-Psiquiatria","Português","1966","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X1966000400007&lang=pt" 
"S0034-75901966000400004-scl","Agências de emprêgo: uma avaliação crítica","Lodi, João Bosco","Revista de Administração de Empresas; 6(21); 97-127","Revista de Administração de Empresas","Português","1966","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75901966000400004&lang=pt" 
"S0034-75901966000400003-scl","Avaliação e simplificação dos procedimentos de compras","Weil, Kurt E.","Revista de Administração de Empresas; 6(21); 75-96","Revista de Administração de Empresas","Português","1966","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75901966000400003&lang=pt" 
"S0034-75901966000400002-scl","O boato: comunicação patológica","Hoyler, Siegfried","Revista de Administração de Empresas; 6(21); 59-73","Revista de Administração de Empresas","Português","1966","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75901966000400002&lang=pt" 
"S0034-75901966000400001-scl","Análise das variações no lucro bruto sôbre vendas","Dias, Ivan Pinto","Revista de Administração de Empresas; 6(21); 23-57","Revista de Administração de Empresas","Português","1966","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75901966000400001&lang=pt" 
"S0034-75901966000400005-scl","A imunidade tributária das sociedades de economia mista","Lacombe, Américo L. Masset","Revista de Administração de Empresas; 6(21); 129-158","Revista de Administração de Empresas","Português","1966","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75901966000400005&lang=pt" 
"S0034-75901966000400006-scl","Programação matemática: melhores informaçoes para melhores decisões","Henderson, Alexander, Schlaifer, Robert","Revista de Administração de Empresas; 6(21); 159-228","Revista de Administração de Empresas","Português","1966","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75901966000400006&lang=pt" 
"S0034-75901966000400009-scl","","Weil, Kurte E.","Revista de Administração de Empresas; 6(21); 229-232","Revista de Administração de Empresas","Português","1966","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75901966000400009&lang=pt" 
"S0034-75901966000400008-scl","O desenvolvimento e o administrador","","Revista de Administração de Empresas; 6(21); 14-21","Revista de Administração de Empresas","Português","1966","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75901966000400008&lang=pt" 
"S0034-75901966000400007-scl","O &quot;bom senso&quot; em administração","","Revista de Administração de Empresas; 6(21); 10-12","Revista de Administração de Empresas","Português","1966","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75901966000400007&lang=pt" 
"S0034-75901966000400010-scl","","Machline, Claude","Revista de Administração de Empresas; 6(21); 232-234","Revista de Administração de Empresas","Português","1966","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75901966000400010&lang=pt" 
"S0004-282X1966000300004-scl","Sinal de Babinski: emprêgo do frio como estímulo sensitivo","Silva, J. A. Gonçalves da, Spina-França, A.","Arquivos de Neuro-Psiquiatria; 24(3); 180-184","Arquivos de Neuro-Psiquiatria","Português","1966","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X1966000300004&lang=pt" 
"S0004-282X1966000300002-scl","Ventriculo-auriculostomia nos bloqueios ao trânsito do líquido cefalorraqueano na cisticercose encefálica","Almeida, Gilberto M., Pereira, Walter C., Facure, Nubor O.","Arquivos de Neuro-Psiquiatria; 24(3); 163-168","Arquivos de Neuro-Psiquiatria","Português","1966","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X1966000300002&lang=pt" 
"S0004-282X1966000300003-scl","Complicações infecciosas da ventrículo-auriculostomia","Almeida, Gilberto M., Pereira, Walter C., Facure, Nubor O.","Arquivos de Neuro-Psiquiatria; 24(3); 169-179","Arquivos de Neuro-Psiquiatria","Português","1966","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X1966000300003&lang=pt" 
"S0004-282X1966000300008-scl","Complicações raras do lupus eritematoso sistêmico: comprometimento do tronco cerebral e hepatite","Lison, Michel P., Mega, Décio","Arquivos de Neuro-Psiquiatria; 24(3); 201-204","Arquivos de Neuro-Psiquiatria","Português","1966","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X1966000300008&lang=pt" 
"S0004-282X1966000300006-scl","Radiculografia","Raupp, Sérgio, Carvalho, Flávio L. de","Arquivos de Neuro-Psiquiatria; 24(3); 190-193","Arquivos de Neuro-Psiquiatria","Português","1966","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X1966000300006&lang=pt" 
"S0004-282X1966000300007-scl","Enterovírus isolados de pacientes com afecções do sistema nervoso","Carvalho, R. P. de Souza, Spina-França, A.","Arquivos de Neuro-Psiquiatria; 24(3); 194-200","Arquivos de Neuro-Psiquiatria","Português","1966","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X1966000300007&lang=pt" 
"S0004-282X1966000300010-scl","Analises de livros","","Arquivos de Neuro-Psiquiatria; 24(3); 212-215","Arquivos de Neuro-Psiquiatria","Português","1966","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X1966000300010&lang=pt" 
"S0004-282X1966000300009-scl","Ataxia-telangiectasia","Ferreira, Nelson Pires","Arquivos de Neuro-Psiquiatria; 24(3); 205-211","Arquivos de Neuro-Psiquiatria","Português","1966","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X1966000300009&lang=pt" 
"S0004-282X1966000300005-scl","Achados eletrencefalográficos em crianças com crises convulsivas nos primeiros 12 meses de idade","Ribeiro, Rubens Moura","Arquivos de Neuro-Psiquiatria; 24(3); 185-189","Arquivos de Neuro-Psiquiatria","Português","1966","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X1966000300005&lang=pt" 
"S0004-282X1966000300001-scl","Importância clínica da determinação quantitativa ε qualitativa do fluxo sanguíneo por meio de isótopos","Wilcke, O., Brock, M.","Arquivos de Neuro-Psiquiatria; 24(3); 151-162","Arquivos de Neuro-Psiquiatria","Português","1966","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X1966000300001&lang=pt" 
"S0034-75901966000300008-scl","A luta contra o monopólio","","Revista de Administração de Empresas; 6(20); 14-20","Revista de Administração de Empresas","Português","1966","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75901966000300008&lang=pt" 
"S0034-75901966000300006-scl","Como mudar as pessoas: algumas aplicações da teoria de dinâmica de grupo","Cartwright, Dorwin","Revista de Administração de Empresas; 6(20); 129-147","Revista de Administração de Empresas","Português","1966","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75901966000300006&lang=pt" 
"S0034-75901966000300005-scl","Elementos da teoria das filas","Torres, Oswaldo Fadigas","Revista de Administração de Empresas; 6(20); 111-127","Revista de Administração de Empresas","Português","1966","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75901966000300005&lang=pt" 
"S0034-75901966000300004-scl","O administrador profissional e as perspectivas da sociedade brasileira","Pereira, Luiz Carlos Bresser","Revista de Administração de Empresas; 6(20); 89-110","Revista de Administração de Empresas","Português","1966","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75901966000300004&lang=pt" 
"S0034-75901966000300003-scl","Um método para a determinação do potencial econômico do estado de São Paulo","Oliveira, Alcides Casado de","Revista de Administração de Empresas; 6(20); 59-88","Revista de Administração de Empresas","Português","1966","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75901966000300003&lang=pt" 
"S0034-75901966000300002-scl","Análise das variações no lucro líquido","Dias, Ivan Pinto","Revista de Administração de Empresas; 6(20); 41-58","Revista de Administração de Empresas","Português","1966","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75901966000300002&lang=pt" 
