"S1517-97022006000200012-scl","As figuras de ligação nos relatos de formação: ligações formadoras, deformadoras e transformadoras","Josso, Marie Christine","Educação e Pesquisa; 32(2); 373-383","Educação e Pesquisa","Francês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022006000200012&lang=pt" 
"S0103-65132006000200002-scl","Organização do trabalho na cadeia de suprimentos: os casos de uma planta modular e de uma tradicional na indústria automobilística","Rachid, Alessandra, Sacomano Neto, Mário, Bento, Paulo Eduardo Gomes, Donadone, Júlio Cesar, Alves Filho, Alceu Gomes","Production; 16(2); 189-202","Production","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132006000200002&lang=pt" 
"S1516-35982006000500015-scl","Efeito da composição do farelo de soja sobre o desempenho e o metabolismo de frangos de corte","Gerber, Luiz Fernando Pigatto, Penz Júnior, Antônio Mário, Ribeiro, Andréa Machado Leal","Revista Brasileira de Zootecnia; 35(4); 1359-1365","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500015&lang=pt" 
"S1516-35982006000500004-scl","Efeito da técnica de curtimento e do método utilizado para remoção da pele da tilápia-do-nilo sobre as características de resistência do couro","Souza, Maria Luiza Rodrigues de, Casaca, Jorge de Matos, Nakaghi, Laura Satiko Okada, Franco, Nilson do Prado, Silva, Leocília Oliveira da, Dourado, Doroty Mesquita, Viegas, Elisabete Maria Macedo","Revista Brasileira de Zootecnia; 35(4); 1273-1280","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500004&lang=pt" 
"S1516-35982006000500012-scl","Caracterização genética de raças caprinas nativas brasileiras utilizando-se 27 marcadores microssatélites","Menezes, Marcos Paulo Carrera, Martinez, Amparo Martinez, Ribeiro, Maria Norma, Pimenta Filho, Edgard Cavalcanti, Bermejo, Juan Vicente Delgado","Revista Brasileira de Zootecnia; 35(4); 1336-1341","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500012&lang=pt" 
"S1516-35982006000500033-scl","Inclusão de fontes de óleo na dieta de cabras em lactação: produção, composição e perfil dos ácidos graxos do leite","Maia, Fábio José, Branco, Antonio Ferriani, Mouro, Gisele Fernanda, Coneglian, Sabrina Marcantonio, Santos, Geraldo Tadeu dos, Minella, Tathiane Fernanda, Guimarães, Kátia Cylene","Revista Brasileira de Zootecnia; 35(4); 1504-1513","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500033&lang=pt" 
"S1516-35982006000500034-scl","Características físico-químicas da carcaça e da carne de novilhas submetidas ao anestro cirúrgico ou mecânico terminadas em confinamento","Marques, Jair de Araújo, Prado, Ivanor Nunes do, Moletta, José Luiz, Prado, Ivor Martin do, Prado, Juliana Martin do, Macedo, Lívia Maria Araújo, Souza, Nilson Evelázio de, Matsushita, Makoto","Revista Brasileira de Zootecnia; 35(4); 1514-1522","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500034&lang=pt" 
"S1516-35982006000500037-scl","Consumo e digestibilidade aparente total dos nutrientes, produção e composição do leite de vacas alimentadas com dietas contendo diferentes fontes de proteína","Pina, Douglas dos Santos, Valadares Filho, Sebastião de Campos, Valadares, Rilene Ferreira Diniz, Campos, José Maurício de Souza, Detmann, Edenio, Marcondes, Marcos Inácio, Oliveira, André Soares de, Teixeira, Rafael Monteiro Araújo","Revista Brasileira de Zootecnia; 35(4); 1543-1551","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500037&lang=pt" 
"S1516-35982006000500040-scl","Desempenho de vacas em lactação recebendo dietas com diferentes teores de amido total, acrescidas ou não de levedura (Saccharomyces cerevisiae)","Santos, Flávio Augusto Portela, Carmo, Carolina de Almeida, Martinez, Júnio Cesar, Pires, Alexandre Vaz, Bittar, Carla Maris Machado","Revista Brasileira de Zootecnia; 35(4); 1568-1575","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500040&lang=pt" 
"S1516-35982006000500001-scl","Dose inseminante para fertilização artificial de ovócitos de jundiá cinza, Rhamdia quelen (Quoy &amp; Gaimardm, 1824)","Bombardelli, Robie Allan, Mörschbächer, Eder Felipe, Campagnolo, Rodrigo, Sanches, Eduardo Antônio, Syperreck, Mirna Adriane","Revista Brasileira de Zootecnia; 35(4); 1251-1257","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500001&lang=pt" 
"S1516-35982006000500005-scl","Respostas morfológicas e produtivas do capim-marandu adubado com doses combinadas de nitrogênio e enxofre","Batista, Karina, Monteiro, Francisco Antonio","Revista Brasileira de Zootecnia; 35(4); 1281-1288","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500005&lang=pt" 
"S1516-35982006000500006-scl","Nitrogênio e enxofre em características produtivas do capim-braquiária proveniente de área de pastagem em degradação","Bonfim-Silva, Edna Maria, Monteiro, Francisco Antonio","Revista Brasileira de Zootecnia; 35(4); 1289-1297","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500006&lang=pt" 
"S1516-35982006000500007-scl","Variáveis morfogênicas e estruturais de azevém anual (Lolium multiflorum Lam.) manejado sob diferentes intensidades e métodos de pastejo","Cauduro, Guilherme Fernandes, Carvalho, Paulo César de Faccio, Barbosa, Cristina Maria Pacheco, Lunardi, Robson, Nabinger, Carlos, Gonçalves, Edna Nunes, Devincenzi, Thais","Revista Brasileira de Zootecnia; 35(4); 1298-1307","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500007&lang=pt" 
"S1516-35982006000500008-scl","Rendimento forrageiro e composição bromatológica de variedades de milheto (Pennisetum glaucum (L.) R. BR.)","Kollet, José Luiz, Diogo, José Mauro da Silva, Leite, Gilberto Gonçalves","Revista Brasileira de Zootecnia; 35(4); 1308-1315","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500008&lang=pt" 
"S1516-35982006000500009-scl","Degradação ruminal da matéria seca de clones de capim-elefante em função da relação folha/colmo","Mello, Alexandre Carneiro Leão de, Lira, Mário de Andrade, Dubeux Júnior, José Carlos Batista, Santos, Mércia Virginia Ferreira dos, Ferreira, Rinaldo Luiz Caraciolo, Cunha, Márcio Vieira da","Revista Brasileira de Zootecnia; 35(4); 1316-1322","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500009&lang=pt" 
"S1516-35982006000500010-scl","Herdabilidades para ganho de peso da desmama ao sobreano e perímetro escrotal ao sobreano e tendências genética e fenotípica para ganho de peso da desmama ao sobreano em bovinos Nelore-Angus","Boligon, Arione Augusti, Rorato, Paulo Roberto Nogara, Weber, Tomás, Everling, Dionéia Magda, Lopes, Jader Silva","Revista Brasileira de Zootecnia; 35(4); 1323-1328","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500010&lang=pt" 
"S1516-35982006000500011-scl","Avaliação de fatores de ambiente e estimativas de parâmetros genéticos para a característica dias para o parto na raça Nelore","Forni, Selma, Albuquerque, Lucia Galvão de","Revista Brasileira de Zootecnia; 35(4); 1329-1335","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500011&lang=pt" 
"S1516-35982006000500013-scl","Uso de microminerais sob a forma de complexo orgânico em rações para frangas de reposição no período de 7 a 12 semanas de idade","Brito, Jerônimo Ávito Gonçalves de, Bertechini, Antônio Gilberto, Fassani, Édison José, Rodrigues, Paulo Borges, Freitas, Rilke Tadeu Fonseca de","Revista Brasileira de Zootecnia; 35(4); 1342-1348","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500013&lang=pt" 
"S1516-35982006000500014-scl","Inclusão de farelo de gérmen de milho desengordurado na alimentação de frangos de corte","Brunelli, Sandra Regina, Pinheiro, João Waine, Silva, Caio Abércio da, Fonseca, Nilva Aparecida Nicolao, Oliveira, Dássia Daiane de, Cunha, Gianne Evans, Souza, Lílian Francisco Arantes de","Revista Brasileira de Zootecnia; 35(4); 1349-1358","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500014&lang=pt" 
"S1516-35982006000500016-scl","Comparação do valor nutritivo de farinhas de sangue e de farinhas de vísceras para suínos utilizando-se o método da proteína e gordura digestíveis e o método de substituição","Henn, João Dionísio, Ribeiro, Andréa Machado Leal, Kessler, Alexandre de Mello","Revista Brasileira de Zootecnia; 35(4); 1366-1372","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500016&lang=pt" 
"S1516-35982006000500017-scl","Uso de óleo na dieta de eqüinos submetidos ao exercício","Mattos, Fernando, Araújo, Kleber Villela, Leite, Gilberto Gonçalves, Goulart, Herbert de Moura","Revista Brasileira de Zootecnia; 35(4); 1373-1380","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500017&lang=pt" 
"S1516-35982006000500019-scl","Efeitos de extratos vegetais e antimicrobianos sobre a digestibilidade aparente, o desempenho, a morfometria dos órgãos e a histologia intestinal de leitões recém-desmamados","Oetting, Liliana Lotufo, Utiyama, Carlos Eduardo, Giani, Pedro Agostinho, Ruiz, Urbano dos Santos, Miyada, Valdomiro Shigueru","Revista Brasileira de Zootecnia; 35(4); 1389-1397","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500019&lang=pt" 
"S1516-35982006000500020-scl","Efeito da temperatura ambiente sobre o desempenho e as características de carcaça de frangos de corte dos 22 aos 42 dias","Oliveira, Gisele Andrade de, Oliveira, Rita Flávia Miranda de, Donzele, Juarez Lopes, Cecon, Paulo Roberto, Vaz, Roberta Gomes Marçal Vieira, Orlando, Uislei Antonio Dias","Revista Brasileira de Zootecnia; 35(4); 1398-1405","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500020&lang=pt" 
"S1516-35982006000500023-scl","Taxa de prenhez de vacas Nelore x Hereford em ambiente subtropical sob restrição alimentar","Grecellé, Roberto Andrade, Barcellos, Júlio Otávio Jardim, Braccini Neto, José, Costa, Eduardo Castro da, Prates, Ênio Rosa","Revista Brasileira de Zootecnia; 35(4); 1423-1430","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500023&lang=pt" 
"S1516-35982006000500024-scl","Desempenho de vacas Jersey suplementadas com diferentes fontes lipídicas na fase inicial da lactação","Nörnberg, José Laerte, López, Jorge, Stumpf Júnior, Waldyr, Costa, Patricia Barcellos, Schafhäuser Júnior, Jorge","Revista Brasileira de Zootecnia; 35(4); 1431-1438","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500024&lang=pt" 
"S1516-35982006000500025-scl","Influência do sistema de criação nos parâmetros comportamentais de duas linhagens de poedeiras submetidas a duas condições ambientais","Silva, Iran José Oliveira da, Barbosa Filho, José Antonio Delfino, Silva, Marco Aurélio Neves da, Piedade, Sônia Maria de Stefano","Revista Brasileira de Zootecnia; 35(4); 1439-1446","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500025&lang=pt" 
"S1516-35982006000500027-scl","Qualidade e valor nutritivo de silagens de capim-marandu (B. brizantha cv. Marandu) produzidas com aditivos ou forragem emurchecida","Bergamaschine, Antonio Fernando, Passipiéri, Milton, Veriano Filho, Walter Valério, Isepon, Olair José, Correa, Luciano de Almeida","Revista Brasileira de Zootecnia; 35(4); 1454-1462","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500027&lang=pt" 
"S1516-35982006000500028-scl","Digestibilidade dos compostos nitrogenados insolúveis em detergente ácido em bovinos manejados em pastagem de capim-braquiária","Detmann, Edenio, Paulino, Mário Fonseca, Silva, José Fernando Coelho da, Valadares Filho, Sebastião de Campos, Zervoudakis, Joanis Tilemahos, Cabral, Luciano da Silva, Cecon, Paulo Roberto, Lana, Rogério de Paula","Revista Brasileira de Zootecnia; 35(4); 1463-1468","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500028&lang=pt" 
"S1516-35982006000500031-scl","Características quantitativas da carcaça de cordeiros deslanados Morada Nova em função da relação volumoso:concentrado na dieta","Gonzaga Neto, Severino, Silva Sobrinho, Américo Garcia da, Zeola, Nívea Maria Brancacci Lopes, Marques, Carlo Aldrovandi Torreão, Silva, Aderbal Marcos de Azevedo, Pereira Filho, José Morais, Ferreira, Ângela Cristina Dias","Revista Brasileira de Zootecnia; 35(4); 1487-1495","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500031&lang=pt" 
"S1516-35982006000500032-scl","Inclusão de fontes de óleo na dieta de cabras em lactação: digestibilidade dos nutrientes e parâmetros ruminais e sangüíneos","Maia, Fábio José, Branco, Antonio Ferriani, Mouro, Gisele Fernanda, Coneglian, Sabrina Marcantonio, Santos, Geraldo Tadeu dos, Minella, Tathiane Fernanda, Macedo, Francisco de Assis Fonseca de","Revista Brasileira de Zootecnia; 35(4); 1496-1503","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500032&lang=pt" 
"S1516-35982006000500038-scl","Síntese de proteína microbiana e concentrações de uréia em vacas alimentadas com diferentes fontes de proteína","Pina, Douglas dos Santos, Valadares Filho, Sebastião de Campos, Valadares, Rilene Ferreira Diniz, Detmann, Edenio, Campos, José Maurício de Souza, Fonseca, Mozart Alves, Teixeira, Rafael Monteiro Araújo, Oliveira, André Soares de","Revista Brasileira de Zootecnia; 35(4); 1552-1559","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500038&lang=pt" 
"S1516-35982006000500039-scl","Influência da condição corporal e da concentração de energia nas dietas no periparto sobre o desempenho de cabras em lactação","Rodrigues, Carla Aparecida Florentino, Rodrigues, Marcelo Teixeira, Branco, Renata Helena, Queiroz, Augusto César de, Araújo, Cláudio Vieira de","Revista Brasileira de Zootecnia; 35(4); 1560-1567","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500039&lang=pt" 
"S1516-35982006000500003-scl","Histologia da pele da carpa prateada (Hypophtalmichthys molitrix) e testes de resistência do couro","Souza, Maria Luiza Rodrigues de, Godoy, Leandro Cesar, Kozuki, Hamilton Torres, Casaca, Jorge de Matos, Dourado, Doroty Mesquita, Jacinto, Manuel Antonio Chagas","Revista Brasileira de Zootecnia; 35(4); 1265-1272","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500003&lang=pt" 
"S1516-35982006000500021-scl","Avaliação nutricional da silagem de grãos úmidos de sorgo de alto ou de baixo conteúdo de taninos para leitões na fase de creche","Patricio, Valquiria Mayumi Ishida, Furlan, Antonio Claudio, Moreira, Ivan, Martins, Elias Nunes, Jobim, Clóves Cabreira, Costa, Ciniro","Revista Brasileira de Zootecnia; 35(4); 1406-1415","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500021&lang=pt" 
"S1516-35982006000500022-scl","Estudo alométrico dos cortes de cordeiros Santa Inês puros e cruzas","Furusho-Garcia, Iraides Ferreira, Perez, Juan Ramón Olalquiaga, Bonagurio, Sarita, Santos, Cristiane Leal dos","Revista Brasileira de Zootecnia; 35(4); 1416-1422","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500022&lang=pt" 
"S1516-35982006000500035-scl","Composição química, digestibilidade e cinética de degradação ruminal das silagens de híbridos de girassol em diferentes épocas de semeadura","Mello, Renius, Nörnberg, José Laerte, Queiroz, Augusto César de, Miranda, Eloísio Nunes, Magalhães, André Luiz Rodrigues, David, Diego Bitencourt de, Sarmento, José Lindenberg Rocha","Revista Brasileira de Zootecnia; 35(4); 1523-1534","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500035&lang=pt" 
"S1516-35982006000500029-scl","Estimação da digestibilidade do extrato etéreo em ruminantes a partir dos teores dietéticos: desenvolvimento de um modelo para condições brasileiras","Detmann, Edenio, Valadares Filho, Sebastião de Campos, Pina, Douglas dos Santos, Campos, José Maurício de Souza, Paulino, Mário Fonseca, Oliveira, André Soares de, Silva, Polyana Albino","Revista Brasileira de Zootecnia; 35(4); 1469-1478","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000500029&lang=pt" 
"S0004-27492006000400001-scl","Artigos em inglês nos Arquivos Brasileiros de Oftalmologia: um resultado da globalização","Muccioli, Cristina, Campos, Mauro, Goldchmit, Mauro, Dantas, Paulo E. C., Bechara, Samir J., Costa, Vital Paulino","Arquivos Brasileiros de Oftalmologia; 69(4); 461-461","Arquivos Brasileiros de Oftalmologia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492006000400001&lang=pt" 
"S0102-09352006000400009-scl","Densidade mineral óssea em cadelas submetidas à ovarioisterectomia com e sem reposição estrogênica oral","Schmidt, C., Franco, S.R.V.S., Vulcano, L.C., Godoy, C.L.B., Raiser, A.G.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 58(4); 506-510","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352006000400009&lang=pt" 
"S0102-09352006000400008-scl","Comparison between tympanic and anal temperature with a clinical infrared ray thermometer in dogs","Wiedemann, G.G.S., Scalon, M.C., Paludo, G., Silva, I.O., Boere, V.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 58(4); 503-505","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352006000400008&lang=pt" 
"S0102-09352006000400003-scl","Efeito da microbiota cecal e do Lactobacillus salivarius inoculados in ovo em aves desafiadas com Salmonella enterica sorovar Enteritidis","Andreatti Filho, R.L., Okamoto, A.S., Lima, E.T., Gratão, P.R., DelBem, S.R.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 58(4); 467-471","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352006000400003&lang=pt" 
"S0102-09352006000400002-scl","Antibodies against pseudorabies virus in feral swine in southeast Brazil","Cunha, E.M.S., Nassar, A.F.C., Lara, M.C.C.S.H., Bersano, J.G., Villalobos, E.M.C., Oliveira, J.C.F.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 58(4); 462-466","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352006000400002&lang=pt" 
"S0102-09352006000400005-scl","Citometria de fluxo no diagnóstico da leishmaniose visceral canina","Carvalho Neta, A.V., Rocha, R.D.R., Gontijo, C.M.F., Reis, A.B., Martins-Filho, O.A.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 58(4); 480-488","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352006000400005&lang=pt" 
"S0102-09352006000400007-scl","Aspectos clínicos e hematológicos em cães submetidos à fluidoterapia intravenosa, nutrição enteral e parenteral","Valadares, R.C., Palhares, M.S., Bicalho, A.L.F., Turchetto Jr., C.R., Freitas, M.D., Silva Filho, J.M., Carvalho, A.U.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 58(4); 495-502","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352006000400007&lang=pt" 
"S0102-09352006000400040-scl","Dopplerfluxometria das artérias renais: valores normais das velocidades sistólica e diastólica e do índice resistivo nas artérias renais principais","Melo, M.B., Veado, J.C.C., Silva, E.F., Moreira, S.M., Passos, L.M.F.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 58(4); 691-693","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352006000400040&lang=pt" 
"S0102-09352006000400039-scl","Prevalence, hematology and serum biochemistry in stray dogs naturally infected by Hepatozoon canis in São Paulo","O’Dwyer, L.H., Saito, M.E., Hasegawa, M.Y., Kohayagawa, A.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 58(4); 688-690","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352006000400039&lang=pt" 
"S0102-09352006000400038-scl","Freqüência de cães reagentes para Neospora caninum em São Luís, Maranhão","Teixeira, W.C., Silva, M.I.S., Pereira, J.G., Pinheiro, A.M., Almeida, M.A.O., Gondim, L.F.P.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 58(4); 685-687","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352006000400038&lang=pt" 
"S0102-09352006000400016-scl","Learedius learedi Price 1934 (Digenea, Spirorchiidae) in Chelonia mydas Linnaeus 1758 (Testudines, Chelonidae) in Brazil: case report","Werneck, M.R., Becker, J.H., Gallo, B.G., Silva, R.J.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 58(4); 550-555","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352006000400016&lang=pt" 
"S0102-09352006000400036-scl","Streptococcus agalactiae associado à meningoencefalite e infecção sistêmica em tilápia-do-nilo (Oreochromis niloticus) no Brasil","Figueiredo, H.C.P., Carneiro, D.O., Faria, F.C., Costa, G.M.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 58(4); 678-680","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352006000400036&lang=pt" 
"S0102-09352006000400018-scl","Larval density, temperature and biological aspects of Chrysomya megacephala (Diptera: Calliphoridae)","Reigada, C., Godoy, W.A.C.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 58(4); 562-566","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352006000400018&lang=pt" 
"S0102-09352006000400035-scl","Níveis séricos de enzimas de função hepática em frangos de corte de criação industrial clinicamente saudáveis","Borsa, A., Kohayagawa, A., Boretti, L.P., Saito, M.E., Kuibida, K.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 58(4); 675-677","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352006000400035&lang=pt" 
"S0102-09352006000400020-scl","Degradabilidade ruminal do feno de alguns alimentos volumosos para ruminantes","Carvalho, G.G.P., Pires, A.J.V., Veloso, C.M., Detmann, E., Silva, F.F., Silva, R.R.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 58(4); 575-580","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352006000400020&lang=pt" 
"S0102-09352006000400034-scl","Composição de fibras musculares esqueléticas de eqüinos jovens da raça Brasileiro de Hipismo","D’Angelis, F.H.F., Martins, C.B., Silva, M.A.G., Oliveira, J.V., Boleli, I.C., Lacerda-Neto, J.C., Queiroz- Neto, A.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 58(4); 672-674","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352006000400034&lang=pt" 
"S0102-09352006000400023-scl","Estimação de tendência genética para produção de leite na raça Holandesa no estado de Minas Gerais","Ferreira, W.J., Teixeira, N.M., Torres, R.A., Barra, R.B.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 58(4); 599-606","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352006000400023&lang=pt" 
"S0102-09352006000400024-scl","Efeito do creep feeding sobre o desempenho de bezerros e a eficiência reprodutiva de primíparas Nelore, em pastejo","Nogueira, E., Morais, M.G., Andrade, V.J., Rocha, E.D.S., Silva, A.S., Brito, A.T.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 58(4); 607-613","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352006000400024&lang=pt" 
"S0102-09352006000400033-scl","Duração da gestação e do parto em éguas Puro Sangue Árabe","Valente, M., Unanian, M.M., Villarroel, A.B.S., Gomes, F.F.F.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 58(4); 668-671","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352006000400033&lang=pt" 
"S0102-09352006000400031-scl","Survival rates of thermotolerant Campylobacter species in a transport and enrichment medium under different environmental conditions","Tresierra-Ayala, A., Grandez, C., Bendayan, M.E., Fernández, H.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 58(4); 662-664","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352006000400031&lang=pt" 
"S0102-09352006000400028-scl","Análise de rentabilidade de uma empresa com opção de comercialização de queijo ou leite","Lopes, M.A., Carmo, E.A., Lima, A.L.R., Carvalho, F.M.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 58(4); 642-647","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352006000400028&lang=pt" 
"S0102-09352006000400030-scl","Marcadores de proliferação celular na avaliação do crescimento do tumor sólido e ascítico de Ehrlich","Silva, A.E., Santos, F.G.A., Cassali, G.D.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 58(4); 658-661","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352006000400030&lang=pt" 
