"S0041-47512012000200012-sza","Musiekentrepreneurskap: &#039;n Onmisbare element van die tersiêre musiekkurrikulum","van Zuilenburg, Paul Loeb","Tydskrif vir Geesteswetenskappe; 52(2); 322-336","Tydskrif vir Geesteswetenskappe","Africaner","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0041-47512012000200012&lang=pt" 
"S0717-95022012000200030-chl","Detección del Polimorfismo en el Gen del Receptor de Melatonina (MT1) en la Oveja Criolla Araucana","Quiñones, J, Bravo, S, Paz, E, Sepúlveda, N","International Journal of Morphology; 30(2); 546-549","International Journal of Morphology","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200030&lang=pt" 
"S0717-95022012000200031-chl","Regression Equation from Dual Energy X Ray Absorptiometry (DEXA) for Estimating Muscle Mass Segment","Rodríguez Rodríguez, Fernando Javier, Almagiá Flores, Atilio Aldo, Berral de la Rosa, Francisco José","International Journal of Morphology; 30(2); 550-556","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200031&lang=pt" 
"S0717-95022012000200032-chl","Study of Abnormal Foramen Over the Posterior Arch of Atlas Vertebra","Shinde, Vijaykumar Shankar, Mallikarjun, M","International Journal of Morphology; 30(2); 557-558","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200032&lang=pt" 
"S0717-95022012000200033-chl","Comparison of Amphotericin B Lipid Complex (Abelcet) and Liposomal Amphotericin B (Ambisome) on Rat Kidney: a Morphological Evaluation","Mutluay, S. Deniz, Karakas, Pinar, Tasova, Yesim, Mete, Ufuk, Bozkir, M. Gülhal","International Journal of Morphology; 30(2); 559-566","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200033&lang=pt" 
"S0717-95022012000200034-chl","The Effect of a Group Exercise Program on Muscular Function among Fall-Prone Elderly Women","Behpoor, Naser, Darabi, Mohammad Reza, Hojatoleslami, Leila, Bayat, Parvin-Dokht, Ghanbari, Ali","International Journal of Morphology; 30(2); 567-571","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200034&lang=pt" 
"S0717-95022012000200035-chl","Evaluación del Efecto del Tratamiento con Acido Lipoico Administrado a la Rata Wistar Intoxicada con el Fruto de Karwinskia humboldtiana","García-Juárez, Jaime, Salazar-Leal, Martha Elizabeth, Guzmán-López, Santos, Romero-Díaz, Víktor Javier, Ramírez-Durón, Rosalba, Sepúlveda-Saavedra, Julio","International Journal of Morphology; 30(2); 572-578","International Journal of Morphology","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200035&lang=pt" 
"S0717-95022012000200036-chl","Perforation of Axillary Vein by a Branch of the Axillary Artery: an Anatomical Study","Mahajan, Anita, Rana, K. K, Saha, S","International Journal of Morphology; 30(2); 579-582","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200036&lang=pt" 
"S0717-95022012000200037-chl","Índices Antropométricos en Canoístas de Elite Jóvenes de Aguas Tranquilas","Alacid, Fernando, Muyor, José María, Alvero-Cruz, José Ramón, Isorna, Manuel, López-Miñarro, Pedro Ángel","International Journal of Morphology; 30(2); 583-587","International Journal of Morphology","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200037&lang=pt" 
"S0717-95022012000200038-chl","Observation of Sex Chromatin in Exhumed Bones, Evaluation of their Diagnosis Value","Muñoz, Patricia, Roa, Ignacio, Zavando, Daniela, Suazo Galdames, Iván","International Journal of Morphology; 30(2); 588-591","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200038&lang=pt" 
"S0717-95022012000200039-chl","Estudio Morfométrico del Seno Maxilar Mediante Tomografías Computadorizadas: Evaluación de la Reconstrucción Total de Piso Sinusal","de Moraes, Paulo Hemerson, Costa, Marcelo Victor Omena Caldas, Olate, Sergio, Caria, Paulo Henrique Ferreira, Barbosa, José Ricardo de Albergaria","International Journal of Morphology; 30(2); 592-598","International Journal of Morphology","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200039&lang=pt" 
"S0717-95022012000200040-chl","Aspectos Biométricos de la Mano de Individuos Chilenos","Binvignat, O, Almagià, A, Lizana, P, Olave, E","International Journal of Morphology; 30(2); 599-606","International Journal of Morphology","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200040&lang=pt" 
"S0717-95022012000200041-chl","Historic and Teaching Aspects of Anatomy and Cebus Genus Role in Contemporary Anatomy","Pfrimer, Gabriel de Abreu, Abreu, Tainá de, Vieira, Vanessa Souza, Soares, Nayane Peixoto, Aversi-Ferreira, Roqueline A. G. M. F, Gratão, Lúcia Helena Almeida, Nascimento, Guilherme Nobre Lima do, Nishijo, Hisao, Aversi-Ferreira, Tales Alexandre","International Journal of Morphology; 30(2); 607-612","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200041&lang=pt" 
"S0717-95022012000200042-chl","Effects of Nandrolone Decanoate and Resistance Exercise on Skeletal Muscle in Adult Male Rats","Dela Cruz, Cynthia, Agati, Leandro B, Pereira, Oduvaldo C. M","International Journal of Morphology; 30(2); 613-620","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200042&lang=pt" 
"S0717-95022012000200043-chl","Evaluación de la Proliferación de Células Madres Mesenquimales Estimuladas con Diferentes Intensidades de Ultrasonido de Baja Intensidad","Becerra G, Daniela, Díaz Z, Jaime, Carrión A, Flavio, Inostroza S, Carolina, Oyonarte W, Rodrigo","International Journal of Morphology; 30(2); 621-626","International Journal of Morphology","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200043&lang=pt" 
"S0717-95022012000200044-chl","Elastin Accumulation in Actinic Cheilitis with Different Degrees of Epithelial Dysplasia","Araújo, Caliandra Pinto, Xavier, Flávia Caló de Aquino, Gurgel, Clarissa Araújo Silva, Ramos, Eduardo Antônio Gonçalves, Freitas, Valéria Souza, Schlaepfer-Sales, Caroline Brandi, Ramalho, Luciana Maria Pedreira, dos Santos, Jean Nunes","International Journal of Morphology; 30(2); 627-633","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200044&lang=pt" 
"S0717-95022012000200045-chl","Multiple Tooth Agenesis in Non-syndromic Patient: A Rare Case Report","Borie, Eduardo, Fuentes, Ramón, Beltrán, Víctor","International Journal of Morphology; 30(2); 634-636","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200045&lang=pt" 
"S0717-95022012000200046-chl","Comparison of Agility and Dynamic Balance in Elderly Women with Endomorphic Mesomorph Somatotype with Presence or Absence of Metabolic Syndrome","Ochoa Martínez, Paulina Yesica, Hall López, Javier Arturo, Alarcón Meza, Edgar Ismael, Rentería, Iván, Botelho Teixeira, Ana María Miranda, Lara Zazueta, Humberto, Martin Dantas, Estélio Henrique","International Journal of Morphology; 30(2); 637-642","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200046&lang=pt" 
"S0717-95022012000200047-chl","Repression of Ppargcla Gene in Liver of Hyperglycemic Rats Induced with High Fat Diet Combined with Streptozotocin","Hernández, Alfonso, Curi, Rui, Salazar, Luis A","International Journal of Morphology; 30(2); 643-650","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200047&lang=pt" 
"S0717-95022012000200048-chl","Comunicación Bilateral de los Nervios Músculocutáneo y Mediano: Aspectos Morfológicos e Importancia Clínica","Cerda, Aladino, Suazo Galdames, Iván","International Journal of Morphology; 30(2); 651-655","International Journal of Morphology","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200048&lang=pt" 
"S0717-95022012000200049-chl","Multiple Variations of the Branches of the Brachial Plexus with Bilateral Connections between Ulnar and Radial Nerves","Ajayi, Nasirudeen Oladipupo, Lazarus, Lelika, Satyapal, Kapil Sewsaran","International Journal of Morphology; 30(2); 656-660","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200049&lang=pt" 
"S0717-95022012000200050-chl","Diferencia en la Población de Células Cebadas de Glándulas Apocrinas de Sacos Anales de Perros Adultos y Seniles","Delgado-Ramírez, J. L, Aragón, H. J, Pérez-Martínez, M","International Journal of Morphology; 30(2); 661-665","International Journal of Morphology","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200050&lang=pt" 
"S0717-95022012000200051-chl","An Electron Microscopic Study of the Antifertility Potential of Rosemary (Rosmarinus officinalis L.) in Male Albino Rats","El-Din, Rania A. Salah, El-Shahat, Abd El-Rahman, Elmansy, Rasha Ahmed","International Journal of Morphology; 30(2); 666-672","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200051&lang=pt" 
"S0717-95022012000200052-chl","Hamartoma de Glándula Peribiliar: Reporte de Dos Casos","Tapia E, Oscar, Becker H, Renato, Antonio P, Lilia","International Journal of Morphology; 30(2); 673-676","International Journal of Morphology","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200052&lang=pt" 
"S0717-95022012000200053-chl","Biotipo Morfológico Facial en Tres Grupos Étnicos Colombianos: Una Nueva Clasificación por Medio del Índice Facial","Bedoya, A, Osorio, J. C, Tamayo, J. A","International Journal of Morphology; 30(2); 677-682","International Journal of Morphology","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200053&lang=pt" 
"S0717-95022012000200054-chl","¿Existe Alteración de los Mecanismos de Degradación del Colágeno de la Matriz Extracelular Manifestada en la Expresión de MMP2 y TIMP2 en Pacientes con Hernia Inguinal Primaria?","Molina, Víctor, Manterola, Carlos","International Journal of Morphology; 30(2); 683-687","International Journal of Morphology","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200054&lang=pt" 
"S0717-95022012000200055-chl","Effect of Five Single Nucleotide Polymorphisms of ABCG5 and ABCG8 Genes on Ezetimibe Lipid-Lowering Response","Caamaño, José M, Saavedra, Nicolás, Zambrano, Tomás, Lanas, Fernando, Salazar, Luis A","International Journal of Morphology; 30(2); 688-695","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200055&lang=pt" 
"S0717-95022012000200056-chl","Pericarditis Constrictiva Tuberculosa: Reporte de un Caso y Revisión de la Literatura","Tapia E, Oscar","International Journal of Morphology; 30(2); 696-700","International Journal of Morphology","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200056&lang=pt" 
"S0717-95022012000200057-chl","Anatomical, Clinical and Radiographic Characteristics of Styloid Syndrome (Eagle Syndrome): a Case Report","Buchaim, Rogério Leone, Buchaim, Daniela Vieira, Shinohara, André Luis, Rodrigues, Antonio de Castro, Andreo, Jesus Carlos, Ahmed, Farooque Jamaluddin","International Journal of Morphology; 30(2); 701-704","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200057&lang=pt" 
"S0717-95022012000200058-chl","Osteología Comparada del Esqueleto Caudal de Achirus lineatus y Achirus mazatlanus (Pleuronectiformes: Achiridae)","Gracian-Negrete, Jatziry Marlene, González-Acosta, Adrián Felipe, González-Isáis, Mónica, Ortiz-Galindo, José Luis, Del Moral-Flores, Luis Fernando","International Journal of Morphology; 30(2); 705-708","International Journal of Morphology","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200058&lang=pt" 
"S0717-95022012000200059-chl","Palatal Rugae Patterns of Urhobos in Abraka, South-Southern Nigeria","Eboh, Dennis E. O","International Journal of Morphology; 30(2); 709-713","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200059&lang=pt" 
"S0717-95022012000200060-chl","Unusual Topography of Posterior Antebrachial Musculature in the First Osseofibrous Compartment of Wrist: Clinicomorphological Appraisal","Arora, Jyoti, Mehta, Vandana, Suri, Rajesh Kumar, Rath, Gayatri","International Journal of Morphology; 30(2); 714-718","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200060&lang=pt" 
"S0717-95022012000200061-chl","Prediction of Explosive Power of Basketball Players Based on their Morpho-Functional Characteristics","Rexhepi, Agron M, Brestovci, Behlul, Mucolli, Azbije","International Journal of Morphology; 30(2); 719-722","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200061&lang=pt" 
"S0717-95022012000200062-chl","Avian Paramyxoviruses: Detection by Transmission Electron Microscopy Techniques","Catroxo, M. H. B, Martins, A. M. C. P. F, Petrella, S, Milanelo, L, Aschar, M, Souza, F, Nastari, B.D.B, Souza, R.B","International Journal of Morphology; 30(2); 723-730","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200062&lang=pt" 
"S0717-95022012000200063-chl","Gross Anatomical, Histological and Histochemical Studies on the Postnatal Development of the Prostate Gland of Gaddi Goat","Pathak, Archana, Katiyar, R. S, Sharma, D. N, Farooqui, M. M, Prakash, Ajay","International Journal of Morphology; 30(2); 731-739","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200063&lang=pt" 
"S0717-95022012000200064-chl","Evaluation of Articular Eminence Morphology and Inclination in TMJ Internal Derangement Patients with MRI","Ozkan, Aydin, Altug, Hasan Ayberk, Sencimen, Metin, Senel, Bugra","International Journal of Morphology; 30(2); 740-744","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200064&lang=pt" 
"S0717-95022012000200065-chl","Trends in the Pattern of Facial Fractures in Different Countries of the World","Shayyab, Mohammad, Alsoleihat, Firas, Ryalat, Sukaina, Khraisat, Ameen","International Journal of Morphology; 30(2); 745-756","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200065&lang=pt" 
"S0717-95022012000200066-chl","The Prevalence of Fifth Cusp (Cusp of Carabelli) in the Upper Molars in Saudi Arabian School Students","Sadatullah, Syed, Odusanya, Stephen A, Mustafa, Abdelbagi, Abdul Razak, Prevez, Abdul Wahab, Mohammad, Meer, Zakirulla","International Journal of Morphology; 30(2); 757-760","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200066&lang=pt" 
"S0717-95022012000200067-chl","Detection of White Spot Syndrome Virus in Brazil using Negative Staining, Immunoelectron Microscopy and Immunocytochemistry Techniques","Hipolito, M, Catroxo, M. H. B, Martins, A. M. C. R. P. F, Melo, N.A, Pituco, E. M, Galleti, N.T.C, Ranzani-Paiva, M. J. T, Mouriño, J.L.P, Ferreira, C.M","International Journal of Morphology; 30(2); 761-768","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200067&lang=pt" 
"S0717-95022012000200068-chl","Efecto en la Estructura Histológica del Timo de Ratas Sprague-Dawley Tratadas con Trióxido de Arsénico","Alfaro-Burgos, S, Valenzuela-Estrada, M","International Journal of Morphology; 30(2); 769-776","International Journal of Morphology","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200068&lang=pt" 
"S0717-95022012000200001-chl","Assessment of Antimicrobial Activity and Healing Potential of Mucous Secretion of Achatina fulica","Santana, Wagno Alcântara, Melo, Cláudia Moura de, Cardoso, Juliana Cordeiro, Pereira-Filho, Rose Nely, Rabelo, Alessandra Silva, Reis, Francisco Prado, Albuquerque-Júnior, Ricardo Luiz Cavalcanti de","International Journal of Morphology; 30(2); 365-373","International Journal of Morphology","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022012000200001&lang=pt" 
"S0188-76532012000100001-mex","La estrategia contra el crimen organizado en México: análisis del diseño de la política pública","Montero, Juan Carlos","Perfiles latinoamericanos; 20(39); 7-30","Perfiles latinoamericanos","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-76532012000100001&lang=pt" 
"S0188-76532012000100002-mex","Entre el cargo, la maternidad y la doble jornada: Presidentas municipales de Oaxaca","Vázquez García, Verónica, Cárcamo Toalá, Naima Jazíbi, Hernández Martínez, Neftalí","Perfiles latinoamericanos; 20(39); 31-57","Perfiles latinoamericanos","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-76532012000100002&lang=pt" 
"S0188-76532012000100003-mex","El nexo entre calidad gubernativa y elecciones: discusión conceptual y aplicación al gobierno local mexicano","Moreno Jaimes, Carlos","Perfiles latinoamericanos; 20(39); 59-90","Perfiles latinoamericanos","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-76532012000100003&lang=pt" 
"S0188-76532012000100004-mex","Práctica y pertenencia: los motivos de afiliación partidaria en una muestra ciudadana de Córdoba, Argentina","Rabbia, Hugo H., Brussino, Silvina","Perfiles latinoamericanos; 20(39); 91-116","Perfiles latinoamericanos","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-76532012000100004&lang=pt" 
"S0188-76532012000100005-mex","Interacciones económico-financieras Brasil-México: ¿cuál es su grado de integración?","Morales, Ma. Esther, Mejía, Pablo, Gutiérrez, Raúl de Jesús, Díaz, Miguel Ángel, Vergara, Reyna","Perfiles latinoamericanos; 20(39); 117-150","Perfiles latinoamericanos","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-76532012000100005&lang=pt" 
"S0188-76532012000100006-mex","La relevancia de la confianza institucional y la comunicación en la percepción y construcción social de riesgos","Vallejos Romero, Arturo","Perfiles latinoamericanos; 20(39); 151-176","Perfiles latinoamericanos","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-76532012000100006&lang=pt" 
"S0188-76532012000100007-mex","Estudios Congresionales","Loza Otero, Nicolás, López Lara, Álvaro","Perfiles latinoamericanos; 20(39); 177-183","Perfiles latinoamericanos","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-76532012000100007&lang=pt" 
"S0188-76532012000100008-mex","Realineamiento electoral y alternancia en el poder ejecutivo en México, 1988-2009: actualizado con los resultados electorales de 2010","Martínez Valdes, Gustavo","Perfiles latinoamericanos; 20(39); 185-190","Perfiles latinoamericanos","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-76532012000100008&lang=pt" 
"S0034-74342012000200009-col","EXIT: tratamiento exútero intraparto: Reporte de caso y revisión de la literatura","Ospina-García, Juan Camilo, Wuesthoff-Prieto, Carolina, Eslava-Cerón, Santiago","Revista Colombiana de Obstetricia y Ginecología; 63(2); 155-162","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342012000200009&lang=pt" 
"S0034-74342012000200008-col","Diagnóstico prenatal de hidrops fetal no inmune: Serie de nueve casos. Revisión de la literatura","González-De Chirivella, Xiomara, Silva-García, Daicy, Rivas-Gómez, Marianela, Medina-Gómez, Carolina","Revista Colombiana de Obstetricia y Ginecología; 63(2); 148-154","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342012000200008&lang=pt" 
"S0034-74342012000200001-col","Mirando hacia adelante. Saludo del Presidente de Fecolsog","Villegas-Echeverri, Juan Diego","Revista Colombiana de Obstetricia y Ginecología; 63(2); 98-99","Revista Colombiana de Obstetricia y Ginecología","Inglês, Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342012000200001&lang=pt" 
"S0034-74342012000200003-col","Factores de riesgo para diabetes gestacional en población obstétrica en tres instituciones de Medellín, Colombia: Estudio de casos y controles","Campo-Campo, María Nazareth, Posada-Estrada, Guadalupe, Betancur-Bermúdez, Laura Catalina, Jaramillo-Quiceno, Diana Milena","Revista Colombiana de Obstetricia y Ginecología; 63(2); 114-118","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342012000200003&lang=pt" 
"S0034-74342012000200002-col","Evaluación de las técnicas de capacitación espermática y su efecto en la fragmentación del ADN","Calderón-Mendoza, Luisa, Vivas-Ramírez, Carlos, De los Reyes, Lina","Revista Colombiana de Obstetricia y Ginecología; 63(2); 102-113","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342012000200002&lang=pt" 
"S0034-74342012000200005-col","Prevalencia del desorden de deseo sexual hipoactivo en mujeres Colombianas y factores asociados","Raigosa-Londoño, Germán, Echeverri-Ramirez, Martha Cecilia","Revista Colombiana de Obstetricia y Ginecología; 63(2); 127-133","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342012000200005&lang=pt" 
"S0034-74342012000200004-col","Adolescencia como factor de riesgo para complicaciones maternas y perinatales en Cali, Colombia, 2002-2007: Estudio de corte transversal","Congote-Arango, Lina María, Vélez-García, María Adelaida, Restrepo-Orrego, Lisandro, Cubides-Munévar, Ángela, Cifuentes-Borrero, Rodrigo","Revista Colombiana de Obstetricia y Ginecología; 63(2); 119-126","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342012000200004&lang=pt" 
"S0034-74342012000200007-col","Traquelectomía radical vaginal con linfadenectomía pélvica laparoscópica en el manejo conservador del cáncer de cérvix: reporte de dos casos y revisión de la literatura","Castro-Cuenca, Carlos Giovani, Mora-Padilla, Edmundo, Monzón-Bravo, Otto Gabriel, Miranda-Cruz, Ángel, Puentes-Puentes, Orlando","Revista Colombiana de Obstetricia y Ginecología; 63(2); 140-147","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342012000200007&lang=pt" 
"S0034-74342012000200006-col","Concordancia diagnóstica de la citología, el legrado y la biopsia respecto al estudio histopatológico del espécimen de resección quirúrgica para lesiones premalignas del cérvix en pacientes posmenopáusicas de la ESE Clínica &quot;Maternidad Rafael Calvo&quot; de Cartagena de Indias, Colombia, 2007-2011","Barrios-García, Lía, Contreras-Borrego, Eusebio Enrique","Revista Colombiana de Obstetricia y Ginecología; 63(2); 134-139","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342012000200006&lang=pt" 
"S1909-30632012000100008-col","REZAGO SOCIAL Y DISCRIMINACIÓN DE LA POLÍTICA SOCIAL HACIA LOS GRUPOS INDÍGENAS EN SONORA","Horbath, Jorge E., Gracia, Amalia","Revista de Relaciones Internacionales, Estrategia y Seguridad; 7(1); 173-189","Revista de Relaciones Internacionales, Estrategia y Seguridad","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1909-30632012000100008&lang=pt" 
"S1909-30632012000100009-col","DOCTRINE MILITAIRE ET EXERCICE DU POUVOIR POLITIQUE EN AMERIQUE DU SUD: LE ROLE ET L&#039;IMPACT DES ECOLES MILITAIRES BRESILIENNES ET PERUVIENNES","Moreno, José David","Revista de Relaciones Internacionales, Estrategia y Seguridad; 7(1); 193-209","Revista de Relaciones Internacionales, Estrategia y Seguridad","Francês","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1909-30632012000100009&lang=pt" 
"S1909-30632012000100002-col","¿NUEVOS HORIZONTES EN LAS RELACIONES ENTRE AMÉRICA LATINA Y LOS ESTADOS UNIDOS?","Torrijos R, Vicente, Granada, Juan Sebastián","Revista de Relaciones Internacionales, Estrategia y Seguridad; 7(1); 21-44","Revista de Relaciones Internacionales, Estrategia y Seguridad","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1909-30632012000100002&lang=pt" 
"S1909-30632012000100003-col","EL PROTECTORADO BRITÁNICO EN LA COSTA MOSQUITIA, 1837-1849","Ghotme, Rafat","Revista de Relaciones Internacionales, Estrategia y Seguridad; 7(1); 45-74","Revista de Relaciones Internacionales, Estrategia y Seguridad","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1909-30632012000100003&lang=pt" 
"S1909-30632012000100001-col","EDITORIAL","Ripoll, Alejandra","Revista de Relaciones Internacionales, Estrategia y Seguridad; 7(1); 7-9","Revista de Relaciones Internacionales, Estrategia y Seguridad","Inglês, Espanhol, Português","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1909-30632012000100001&lang=pt" 
"S1909-30632012000100006-col","LOS NEOCONSERVADORES EN LA ESCENA POLÍTICA INTERNACIONAL: ¿DE DÓNDE PROCEDEN?","Ruiz Durán, Francisco Javier, Peña Ramos, José Antonio","Revista de Relaciones Internacionales, Estrategia y Seguridad; 7(1); 125-148","Revista de Relaciones Internacionales, Estrategia y Seguridad","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1909-30632012000100006&lang=pt" 
"S1909-30632012000100007-col","EXCESOS Y CRIMINALIDAD EN LA ÉLITE DE PODER","Mercado Maldonado, Asael","Revista de Relaciones Internacionales, Estrategia y Seguridad; 7(1); 149-172","Revista de Relaciones Internacionales, Estrategia y Seguridad","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1909-30632012000100007&lang=pt" 
"S1909-30632012000100004-col","ELEMENTOS DE REFLEXIÓN PARA MEJORAR LA PRÁCTICA DE LA COOPERACIÓN OFICIAL DESCENTRALIZADA EN LOS MUNICIPIOS COLOMBIANOS","Grandas Estepa, Denisse Amara","Revista de Relaciones Internacionales, Estrategia y Seguridad; 7(1); 75-97","Revista de Relaciones Internacionales, Estrategia y Seguridad","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1909-30632012000100004&lang=pt" 
"S1909-30632012000100005-col","LE DOTTRINE POLITICHE DEL MARXISMO-LENINISMO NEL XX SECOLO","Losada Sierra, Manuel","Revista de Relaciones Internacionales, Estrategia y Seguridad; 7(1); 101-124","Revista de Relaciones Internacionales, Estrategia y Seguridad","Italiano","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1909-30632012000100005&lang=pt" 
"S1909-30632012000100010-col","SEGURIDAD HEMISFÉRICA, ASISTENCIA Y DEMOCRACIA A INICIOS DE LA GUERRA FRÍA","Romano, Silvina M.","Revista de Relaciones Internacionales, Estrategia y Seguridad; 7(1); 211-240","Revista de Relaciones Internacionales, Estrategia y Seguridad","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1909-30632012000100010&lang=pt" 
