"S0104-12902011000400007-scl","Formação dos profissionais de saúde para o SUS: significado e cuidado","Batista, Karina Barros Calife, Gonçalves, Otília Simões Janeiro","Saúde e Sociedade; 20(4); 884-899","Saúde e Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-12902011000400007&lang=pt" 
"S1684-18242011000600001-cub","Esteatosis hepática no alcohólica. Relación bioquímico-eco-histopatológica","Trimiño Galindo, Leydiana, Galeano Santamaría, Caridad, Padrón Ramos, Mario Jorge, Guardarramas Linares, Layanis, Zangroniz Chiong, Danae, Carreras Echeverría, Daylín","Revista Médica Electrónica; 33(6); 682-693","Revista Médica Electrónica","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1684-18242011000600001&lang=pt" 
"S1684-18242011000600002-cub","Tonometría neumática vs. tonometría aplanación, en sospechosos de glaucoma","Honan González, Alina, Herrera Hernández, Norma, Darias Rendón, Greilys","Revista Médica Electrónica; 33(6); 694-700","Revista Médica Electrónica","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1684-18242011000600002&lang=pt" 
"S1684-18242011000600003-cub","Mortalidad por influenza y neumonía. Tendencia, estacionalidad y pronósticos. Jagüey Grande, 2002-2010","Hernández López, Osvaldo Jesús, Gómez Murcia, Pedro R","Revista Médica Electrónica; 33(6); 701-709","Revista Médica Electrónica","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1684-18242011000600003&lang=pt" 
"S1684-18242011000600004-cub","Integración del masaje terapéutico con el tratamiento convencional en pacientes diagnosticadas de fibromialgia","Valdés González, Adrián A, Paz Gómez, Noelvis, Ramos Marrero, Osmany, Castro Morillo, Eva M, Oviedo Tápanez, Elia","Revista Médica Electrónica; 33(6); 710-717","Revista Médica Electrónica","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1684-18242011000600004&lang=pt" 
"S1684-18242011000600005-cub","Estratificación epidemiológica del riesgo de las enfermedades emergentes y reemergentes por municipios. Matanzas. 2002-2006","León Cabrera, Pablo, Fariñas Reinoso, Ana Teresa, Galindo Reymondo, Kenia, Dihigo Faz, Teresa, Prior García, Ada, Hernández Bravo, Erasmo","Revista Médica Electrónica; 33(6); 718-727","Revista Médica Electrónica","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1684-18242011000600005&lang=pt" 
"S1684-18242011000600007-cub","Aparato removible para tracción del canino retenido en el paladar","Casas Acosta, Jorge, Sardiña Valdés, Maribel","Revista Médica Electrónica; 33(6); 738-744","Revista Médica Electrónica","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1684-18242011000600007&lang=pt" 
"S1684-18242011000600009-cub","Leiomiosarcoma de vejiga: presentación de un caso","Ruiz Reyes, Roberto E, Madruga Vázquez, Ketty, Fernández Cedeño, Olayma, Castañeda Muñoz, Ángela, Santiesteban Álvarez, Eduardo","Revista Médica Electrónica; 33(6); 758-763","Revista Médica Electrónica","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1684-18242011000600009&lang=pt" 
"S1684-18242011000600011-cub","Síndrome DRESS por ingestión de carbamazepina: reporte de un caso pediátrico","Román Castellini, Estela Vilma, López Torres, Orlando, Ponce Rodríguez, Félix M, Velazco Elizalde, Cira","Revista Médica Electrónica; 33(6); 771-779","Revista Médica Electrónica","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1684-18242011000600011&lang=pt" 
"S1684-18242011000600013-cub","Maltrato infantil, como forma de debut de hemofilia A: presentación de un caso","Busto Aguiar, Ricardo, Font Pavón, Lisette, Castellanos Ferreras, María Elena, Breñas Escobar, Daycee, Rodríguez, Bárbara M","Revista Médica Electrónica; 33(6); 788-794","Revista Médica Electrónica","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1684-18242011000600013&lang=pt" 
"S1684-18242011000600017-cub","Carta del Director de Médica Electrónica: Letter of the Director of Medicina Electrónica","","Revista Médica Electrónica; 33(6); 817-818","Revista Médica Electrónica","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1684-18242011000600017&lang=pt" 
"S1684-18242011000600018-cub","Trigésimo aniversario de la Sociedad de Historia de la Medicina de Matanzas","","Revista Médica Electrónica; 33(6); 820-821","Revista Médica Electrónica","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1684-18242011000600018&lang=pt" 
"S1684-18242011000600006-cub","","Pérez Martell, Tamara M, González García, Isahiris","Revista Médica Electrónica; 33(6); 728-737","Revista Médica Electrónica","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1684-18242011000600006&lang=pt" 
"S1684-18242011000600008-cub","Introducción del hiperentorno de Virología en el programa de la asignatura Microbiología de la carrera de Estomatología","Sosa Díaz, Regina Yamilet, Fernández Rodríguez, Caridad Julia, Carbonell Hernández, Teresa","Revista Médica Electrónica; 33(6); 745-757","Revista Médica Electrónica","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1684-18242011000600008&lang=pt" 
"S1684-18242011000600010-cub","Infestación por miasis buco nasofaríngea: a propósito de un caso","Arnold Alfonso, María de Lourdes, Echavarría, Gianni Raquel, de León Rosales, Lázaro","Revista Médica Electrónica; 33(6); 764-770","Revista Médica Electrónica","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1684-18242011000600010&lang=pt" 
"S1684-18242011000600012-cub","Malnutrición por defecto de un recién nacido por psicosis puerperal materna: presentación de un caso","Gavilla González, Bárbara, Díaz Cabrera, Leticia","Revista Médica Electrónica; 33(6); 780-787","Revista Médica Electrónica","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1684-18242011000600012&lang=pt" 
"S1684-18242011000600014-cub","Método clínico vs laboratorio clínico","Trimiño Galindo, Leydiana, Padrón Ramos, Mario Jorge, Guardarrama Linares, Layanis, García Cuervo, Dalia, Rubiera García, Juana María","Revista Médica Electrónica; 33(6); 795-806","Revista Médica Electrónica","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1684-18242011000600014&lang=pt" 
"S1684-18242011000600015-cub","La concepción integral de la salud: principio de la educación en ciencias de la salud","Bello  Rodríguez, erta, Báez Pérez, Esther G, Sánchez  Cruz, Gilberto, Fernández Morín, José, Fernández Alfonso, ana, Delgado Pérez, Lenia","Revista Médica Electrónica; 33(6); 807-816","Revista Médica Electrónica","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1684-18242011000600015&lang=pt" 
"S1684-18242011000600016-cub","Obesidad y factores de riesgo","Miguel Soca, Pedro Enrique","Revista Médica Electrónica; 33(6); 817-818","Revista Médica Electrónica","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1684-18242011000600016&lang=pt" 
"S1139-76322011000500001-esp","What medical professional is the most adequate, in developed countries, to provide health care to children in primary care?: Systematic review","Buñuel Álvarez, J.C., García Vera, C., González Rodríguez, P., Aparicio Rodrigo, M., Barroso Espadero, D., Cortés Marina, R.B., Cuervo Valdés, J.J., Esparza Olcina, M.J., Juanes de Toledo, B., Martín Muñoz, P., Montón Álvarez, J.L., Perdikidis Oliveri, L., Ruiz-Canela Cáceres, J.","Pediatría Atención Primaria; 13(); 03-64","Pediatría Atención Primaria","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322011000500001&lang=pt" 
"S0101-28002011000400002-scl","Malnourished patients on hemodialysis improve after receiving a nutritional intervention","Calegari, Adaiane, Barros, Elvino Guardão, Veronese, Francisco Veríssimo, Thomé, Fernando Saldanha","Jornal Brasileiro de Nefrologia; 33(4); 394-401","Jornal Brasileiro de Nefrologia","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-28002011000400002&lang=pt" 
"S0101-28002011000400003-scl","Análise comparativa de duas metodologias para a identificação de cilindros hemáticos urinários","Ito, Carmen Antonia Sanches, Pecoits-Filho, Roberto, Bail, Larissa, Wosiack, Mônica Arcoverde, Afinovicz, Danieli, Hauser, Aline Borsato","Jornal Brasileiro de Nefrologia; 33(4); 402-407","Jornal Brasileiro de Nefrologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-28002011000400003&lang=pt" 
"S0101-28002011000400004-scl","Indução de resposta inflamatória sistêmica e espessamento de artérias subepicárdicas em um modelo animal de uremia","Carmona, Anthony Augusto, Rigon, Bruno Gleizer da Silva, Barroso, Michel Peter Barchik Salvatierra, Hauser, Aline Borsato, Précoma, Dalton, Bucharles, Sérgio, Noronha, Lúcia de, Pécoits-Filho, Roberto","Jornal Brasileiro de Nefrologia; 33(4); 408-412","Jornal Brasileiro de Nefrologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-28002011000400004&lang=pt" 
"S0034-75312011000400002-cub","El soporte nutrimental y su relación con algunos indicadores pronósticos del niño quemado","Torres Amaro, Alejandro, Jiménez García, Rafael, Santana Porbén, Sergio","Revista Cubana de Pediatría; 83(4); 346-355","Revista Cubana de Pediatría","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312011000400002&lang=pt" 
"S0034-75312011000400003-cub","Intoxicaciones agudas en pediatría","Prado Vizcaíno, Yalena, Vizcaíno Londián, María de los Ángeles, Abeledo García, Carlos Manuel, Prado Vizcaíno, Elisa, Leiva Peláez, Osney","Revista Cubana de Pediatría; 83(4); 356-364","Revista Cubana de Pediatría","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312011000400003&lang=pt" 
"S0034-75312011000400004-cub","Torsión testicular perinatal: resultados de 10 años de experiencia","López Calimano, Sara, López Esquirol, Juana Rosa, Vilorio Barreras, Pedro Abelardo","Revista Cubana de Pediatría; 83(4); 365-371","Revista Cubana de Pediatría","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312011000400004&lang=pt" 
"S0034-75312011000400005-cub","Frecuencia de la ambliopía en escolares","Capetillo Biart, Odalys, Triana Casado, Idalia, Martínez Legón, Zoila de la Caridad, Roche Caso, Silvia, Broche Hernández, Aimé","Revista Cubana de Pediatría; 83(4); 372-381","Revista Cubana de Pediatría","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312011000400005&lang=pt" 
"S0034-75312011000400006-cub","Endocarditis infecciosa, experiencia de diez años en un centro de referencia nacional","Fleitas Ruisánchez, Elsa, Savío Benavides, Andrés, Ponce Bittar, Jorge, García Guevara, Carlos, Calzadilla Mesa, Xiomara","Revista Cubana de Pediatría; 83(4); 382-392","Revista Cubana de Pediatría","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312011000400006&lang=pt" 
"S0034-75312011000400007-cub","Etiología del colesteatoma ótico","Quintero Noa, Julianis Loraine, Macías Abraham, Consuelo, Hernández Cordero, María del Carmen, Meléndez Quintero, Loraine Lilia","Revista Cubana de Pediatría; 83(4); 393-404","Revista Cubana de Pediatría","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312011000400007&lang=pt" 
"S0034-75312011000400008-cub","Utilización de la penicilina en la infección extrameníngea por Streptococcus pneumoniae","Noda Albelo, Amauri Lázaro, Vidal Tallet, Lázaro Arturo, Vidal Casal, Joan Iavier, Hernández Álvarez, Leanet","Revista Cubana de Pediatría; 83(4); 405-412","Revista Cubana de Pediatría","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312011000400008&lang=pt" 
"S0034-75312011000400009-cub","Proteinosis alveolar pulmonar","Sánchez Infante, Concepción, Serrano Sánchez, Anixia, Razón Behar, Roberto, Reyes López, Cristina","Revista Cubana de Pediatría; 83(4); 413-422","Revista Cubana de Pediatría","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312011000400009&lang=pt" 
"S0034-75312011000400010-cub","Riñón fetal hiperecogénico","Durán Álvarez, Sandalio, Campañá Cobas, Neri Georgina, Díaz Zayas, Niurka, Peña Quián, Yamilé","Revista Cubana de Pediatría; 83(4); 423-430","Revista Cubana de Pediatría","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312011000400010&lang=pt" 
"S0034-75312011000400011-cub","Fiebrefobia","Razón Behar, Roberto","Revista Cubana de Pediatría; 83(4); 431-441","Revista Cubana de Pediatría","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312011000400011&lang=pt" 
"S0034-75312011000400012-cub","Aforismos, refranes, proverbios y frases en pediatría","Gallego Machado, Bárbara Rosa, Díaz Novás, José, León López, Rogelio, Matos Gilbert, Ysabel Caridad","Revista Cubana de Pediatría; 83(4); 442-448","Revista Cubana de Pediatría","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312011000400012&lang=pt" 
"S1851-95042011000200001-arg","Masonería y Sociabilidad en el centro y sur de la campaña bonaerense: Fines del siglo XIX principios del XX","de Paz Trueba, Yolanda","Prohistoria; 16(); -","Prohistoria","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-95042011000200001&lang=pt" 
"S1851-95042011000200002-arg","La educación agrícola en la economía regional: El aporte de la Escuela Nacional de Vitivinicultura a la consolidación de la industria vitivinícola argentina (1900-1920)","Rodríguez Vázquez, Florencia","Prohistoria; 16(); -","Prohistoria","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-95042011000200002&lang=pt" 
"S1851-95042011000200003-arg","La formación de un complejo científico-experimental en el norte argentino: La estación experimental agrícola de Tucumán (1909-1922)","Moyano, Daniel, Campi, Daniel, Lenis, María","Prohistoria; 16(); -","Prohistoria","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-95042011000200003&lang=pt" 
"S1851-95042011000200004-arg","Plagas de la agricultura en Mendoza: la langosta en los comienzos de la vitivinicultura moderna (1890-1900)","Pérez Romagnoli, Eduardo","Prohistoria; 16(); -","Prohistoria","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-95042011000200004&lang=pt" 
"S1808-86942011000600007-scl","Avaliação auditiva em uma população de estudantes da rede pública municipal","Nogueira, Janaina Cândida Rodrigues, Mendonça, Maria da Conceição","Brazilian Journal of Otorhinolaryngology; 77(6); 716-720","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942011000600007&lang=pt" 
"S1808-86942011000600009-scl","Efeitos da cisplatina em cobaias: histologia coclear e genotoxidade","Franceschi, Cacineli Marion de, Tochetto, Tania, Silveira, Aron Ferreira da, Fantinel, Mara Rejane, Algarve, Thaís Doeler","Brazilian Journal of Otorhinolaryngology; 77(6); 728-735","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942011000600009&lang=pt" 
"S1808-86942011000600010-scl","Estudo epidemiológico de disfonias em crianças de 4 a 12 anos","Tavares, Elaine Lara Mendes, Brasolotto, Alcione, Santana, Marcela Ferreira, Padovan, Carlos Alberto, Martins, Regina Helena Garcia","Brazilian Journal of Otorhinolaryngology; 77(6); 736-746","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942011000600010&lang=pt" 
"S1851-37512011000200001-arg","El &quot;castillo de senta&quot; y la frontera: Continuidades y discontinuidades en el espacio, el tiempo y entre disciplinas","López, Mariel A., Mancini, Clara E., Nacht, Gabriela","Memoria americana; (19-2); 149-171","Memoria americana","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-37512011000200001&lang=pt" 
"S1851-37512011000200003-arg","Política y suciedad. Concepciones y prácticas gubernamentales en torno a la limpieza y la salubridad en el Buenos Aires colonial: (1740-1776)","Sidy, Bettina","Memoria americana; (19-2); 197-217","Memoria americana","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-37512011000200003&lang=pt" 
"S1851-37512011000200005-arg","Fronteras: Espacios de interacción en las tierras bajas del sur de América","Canciani, Leonardo","Memoria americana; (19-2); 243-245","Memoria americana","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-37512011000200005&lang=pt" 
"S1851-37512011000200006-arg","El temor a las multitudes: La formación del pensamiento conservador en México, 1808-1834","Quijada, Monica","Memoria americana; (19-2); 246-248","Memoria americana","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-37512011000200006&lang=pt" 
"S1851-37512011000200007-arg","Historia, representaciones y prácticas de la Etnohistoria en la Universidad de Buenos Aires: Una aproximación antropológica a un campo de confluencia disciplinar","Vivardo, María","Memoria americana; (19-2); 249-252","Memoria americana","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-37512011000200007&lang=pt" 
"S1851-37512011000200002-arg","El abordaje comparativo de &#039;La conquista&#039; en dos autores mestizos: Garcilaso de la Vega y Ruiz Díaz Guzmán","Pardo, Sebastián Eduardo","Memoria americana; (19-2); 173-195","Memoria americana","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-37512011000200002&lang=pt" 
"S1851-37512011000200004-arg","Prácticas sociales y control territorial en el caribe colombiano (1750- 1800): el contrabando en la península de la Guajira","Gutiérrez Meza, Ruth Esther","Memoria americana; (19-2); 219-240","Memoria americana","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-37512011000200004&lang=pt" 
"S1852-04992011000200001-arg","Modelos de intervención política de los intelectuales: El caso francés","Sapiro, Gisèle","Prismas; 15(2); 129-154","Prismas","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-04992011000200001&lang=pt" 
"S1852-04992011000200002-arg","El siglo XIX de Tulio Halperin Donghi","","Prismas; 15(2); 155-156","Prismas","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-04992011000200002&lang=pt" 
"S1852-04992011000200003-arg","Presentación","Myers, Jorge","Prismas; 15(2); 157-160","Prismas","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-04992011000200003&lang=pt" 
"S1852-04992011000200004-arg","Halperin Donghi y la paradoja de la revolución","Palti, Elías J.","Prismas; 15(2); 161-164","Prismas","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-04992011000200004&lang=pt" 
"S1852-04992011000200005-arg","&quot;Buenamente, una revolución&quot;","Goldman, Noemí","Prismas; 15(2); 165-168","Prismas","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-04992011000200005&lang=pt" 
"S1852-04992011000200006-arg","En torno de Revolución y guerra","Devoto, Fernando J.","Prismas; 15(2); 169-174","Prismas","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-04992011000200006&lang=pt" 
"S1852-04992011000200007-arg","La otra revolución","Rilla, José","Prismas; 15(2); 175-180","Prismas","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-04992011000200007&lang=pt" 
"S1852-04992011000200008-arg","Legados","Ternavasio, Marcela","Prismas; 15(2); 181-184","Prismas","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-04992011000200008&lang=pt" 
"S1852-04992011000200009-arg","Tulio Halperin Donghi y la revolución como exploración","Entin, Gabriel","Prismas; 15(2); 185-188","Prismas","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-04992011000200009&lang=pt" 
"S1852-04992011000200010-arg","Bases y puntos de partida para comprender el siglo XIX argentino","Di Meglio, Gabriel","Prismas; 15(2); 189-192","Prismas","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-04992011000200010&lang=pt" 
"S1852-04992011000200011-arg","Contrastes de una experiencia política común: vigencia de un relato sobre el pasado nacional","Bragoni, Beatriz","Prismas; 15(2); 193-196","Prismas","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-04992011000200011&lang=pt" 
"S1852-04992011000200012-arg","La ilusión de transparencia","Sabato, Hilda","Prismas; 15(2); 197-200","Prismas","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-04992011000200012&lang=pt" 
"S1852-04992011000200013-arg","El valor de los textos, una incitación lograda","Crespo, Horacio","Prismas; 15(2); 201-204","Prismas","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-04992011000200013&lang=pt" 
"S1852-04992011000200014-arg","Los intelectuales, las ideas y la realidad","Bergel, Martín","Prismas; 15(2); 205-211","Prismas","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-04992011000200014&lang=pt" 
"S1852-04992011000200015-arg","Revelaciones esquivas: Halperin Donghi escribe sobre José Hernández","Laera, Alejandra","Prismas; 15(2); 213-217","Prismas","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-04992011000200015&lang=pt" 
"S1852-04992011000200016-arg","La renovadora lectura de un clásico","Eujanian, Alejandro","Prismas; 15(2); 219-222","Prismas","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-04992011000200016&lang=pt" 
"S1852-04992011000200017-arg","El momento José Hernández","Hora, Roy","Prismas; 15(2); 223-227","Prismas","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-04992011000200017&lang=pt" 
"S1852-04992011000200018-arg","Una América Latina por sus espacios y tiempos","Pimenta, João Paulo","Prismas; 15(2); 229-231","Prismas","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-04992011000200018&lang=pt" 
"S1852-04992011000200019-arg","El peso de otras noches","Jaksic, Iván","Prismas; 15(2); 233-236","Prismas","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-04992011000200019&lang=pt" 
"S1852-04992011000200020-arg","Un recuerdo","Tenorio, Mauricio","Prismas; 15(2); 237-238","Prismas","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-04992011000200020&lang=pt" 
"S1852-04992011000200021-arg","David Viñas (1927-2011)","Torre, Claudia","Prismas; 15(2); 331-333","Prismas","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-04992011000200021&lang=pt" 
"S1982-21702011000400008-scl","RESUMOS","","Boletim de Ciências Geodésicas; 17(4); -","Boletim de Ciências Geodésicas","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-21702011000400008&lang=pt" 
"S1134-80462011000600004-esp","Tratamiento farmacológico del dolor abdominal visceral crónico: Evaluación crítica de la evidencia disponible","Peláez, R., Fernández, S., Aguilar, J. L.","Revista de la Sociedad Española del Dolor; 18(6); 332-341","Revista de la Sociedad Española del Dolor","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-80462011000600004&lang=pt" 
"S1413-70542011000600001-scl","Sisvar: a computer statistical analysis system","Ferreira, Daniel Furtado","Ciência e Agrotecnologia; 35(6); 1039-1042","Ciência e Agrotecnologia","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542011000600001&lang=pt" 
"S1413-70542011000600002-scl","Antibacterial activity of propolis produced by Frieseomelitta varia","Campos, Viviane Aparecida Costa, Santos Júnior, Helvécio Martins dos, Oliveira, Denilson F, Carvalho, Hudson Walace Pereira de, Machado, Alan Rodrigues Teixeira, Tirelli, Aline Auxiliadora","Ciência e Agrotecnologia; 35(6); 1043-1049","Ciência e Agrotecnologia","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542011000600002&lang=pt" 
"S1413-70542011000600003-scl","Assessment of the antifungal activity of Spirulina platensis phenolic extract against Aspergillus flavus","Souza, Michele Moraes de, Prietto, Luciana, Ribeiro, Anelise Christ, Souza, Taiana Denardi de, Badiale-Furlong, Eliana","Ciência e Agrotecnologia; 35(6); 1050-1058","Ciência e Agrotecnologia","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542011000600003&lang=pt" 
"S1413-70542011000600010-scl","Effects of Curcuma longa extracts on mortality and fecundity of Bactrocera zonata (Diptera: Tephritidae)","Siddiqi, Abdul Rauf, Rafi, Athar, Naz, Falak, Masih, Rafique, Ahmad, Iftikhar, Jilani, Ghulam","Ciência e Agrotecnologia; 35(6); 1110-1114","Ciência e Agrotecnologia","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542011000600010&lang=pt" 
