"S0365-66912005000800001-esp","Terapia antiangiogénica","Arias-Barquet, L","Archivos de la Sociedad Española de Oftalmología; 80(8); 435-436","Archivos de la Sociedad Española de Oftalmología","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912005000800001&lang=pt" 
"S0104-530X2005000200004-scl","Desenvolvendo um framework para estudar a ação organizacional: das competências ao modelo organizacional","Lima, Edson Pinheiro de, Lezana, Álvaro Guillermo Rojas","Gestão &amp; Produção; 12(2); 177-190","Gestão &amp; Produção","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2005000200004&lang=pt" 
"S0104-530X2005000200007-scl","Análise de microincidentes na operação de usinas nucleares: estudo de caso sobre o uso de procedimentos em organizações que lidam com tecnologias perigosas","Carvalho, Paulo Victor Rodrigues de, Vidal, Mario Cesar Rodriguez, Carvalho, Eduardo Ferro de","Gestão &amp; Produção; 12(2); 219-237","Gestão &amp; Produção","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2005000200007&lang=pt" 
"S0104-530X2005000200008-scl","Definição do prazo de garantia de um produto otimizado experimentalmente","Pizzolato, Morgana, ten Caten, Carla Schwengber, Fogliatto, Flávio Sanson","Gestão &amp; Produção; 12(2); 239-253","Gestão &amp; Produção","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2005000200008&lang=pt" 
"S0104-530X2005000200011-scl","SERVQUAL x SERVPERF: comparação entre instrumentos para avaliação da qualidade de serviços internos","Salomi, Gilberto Gabriel Eid, Miguel, Paulo Augusto Cauchick, Abackerli, Alvaro José","Gestão &amp; Produção; 12(2); 279-293","Gestão &amp; Produção","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2005000200011&lang=pt" 
"S0104-530X2005000200012-scl","Uma contribuição ao problema de composição de carteiras de mínimo valor em risco","Ribeiro, Celma de Oliveira, Ferreira, Leonardo Augusto Soares","Gestão &amp; Produção; 12(2); 295-304","Gestão &amp; Produção","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2005000200012&lang=pt" 
"S1676-24442005000400002-scl","Aspectos patológicos, imunológicos e propriedades moleculares do TT vírus","Watanabe, Maria Angelica Ehara, Miranda, Helen Cristina, Oliveira, Karen Brajão de, Oliveira, Carlos Eduardo Coral de, Tristão, Fabrine Sales Massafera, Duarte, Leila Maria, Silva, Ligiane de Lourdes, Corte, Andréia Corrêa, Guarnier, Flávia Alessandra, Kaminami, Mari Sumigawa","Jornal Brasileiro de Patologia e Medicina Laboratorial; 41(4); 223-228","Jornal Brasileiro de Patologia e Medicina Laboratorial","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442005000400002&lang=pt" 
"S1676-24442005000400003-scl","Diagnóstico molecular da toxoplasmose: revisão","Kompalic-Cristo, Alicia, Britto, Constança, Fernandes, Octavio","Jornal Brasileiro de Patologia e Medicina Laboratorial; 41(4); 229-235","Jornal Brasileiro de Patologia e Medicina Laboratorial","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442005000400003&lang=pt" 
"S1676-24442005000400007-scl","Diagnóstico laboratorial da infecção pelo vírus herpes simples (HSV) em pacientes transplantados e não-transplantados","Varella, Rafael B., Pires, Ivone L., Saraiva, Carlos Alberto, Guimarães, Antônio Carlos C., Guimarães, Maria Angélica A. M.","Jornal Brasileiro de Patologia e Medicina Laboratorial; 41(4); 257-262","Jornal Brasileiro de Patologia e Medicina Laboratorial","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442005000400007&lang=pt" 
"S1676-24442005000400008-scl","Immunohistochemistry in diagnostic veterinary pathology: a critical review","Ruiz, Felipe Sueiro, Alessi, Antonio Carlos, Chagas, Cristiano Aparecido, Pinto, Glauce Aparecida, Vassallo, José","Jornal Brasileiro de Patologia e Medicina Laboratorial; 41(4); 263-270","Jornal Brasileiro de Patologia e Medicina Laboratorial","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442005000400008&lang=pt" 
"S1676-24442005000400009-scl","Desnutrição intra-uterina e suas alterações no intestino delgado de ratos Wistar ao nascimento e após a lactação","Gurmini, Jocemara, Cecílio, William Augusto Casteleins, Schuler, Sandra Lúcia, Olandoski, Márcia, Noronha, Lúcia de","Jornal Brasileiro de Patologia e Medicina Laboratorial; 41(4); 271-278","Jornal Brasileiro de Patologia e Medicina Laboratorial","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442005000400009&lang=pt" 
"S0104-530X2005000200006-scl","Otimização no dimensionamento e seqüenciamento de lotes de produção: estudo de caso numa fábrica de rações","Toso, Eli Angela Vitor, Morabito, Reinaldo","Gestão &amp; Produção; 12(2); 203-217","Gestão &amp; Produção","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2005000200006&lang=pt" 
"S0104-530X2005000200009-scl","Transferência de conhecimento tecnológico: estudo de múltiplos casos na indústria farmacêutica","Takahashi, Vania Passarini","Gestão &amp; Produção; 12(2); 255-269","Gestão &amp; Produção","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2005000200009&lang=pt" 
"S0100-67622005000400016-scl","Umidade de equilíbrio de painéis de madeira","Silva, Graciane Angélica da, Mendes, Lourival Marin, Trugilho, Paulo Fernando, Mori, Fábio Akira, Santos, Izaías Fernandes dos","Revista Árvore; 29(4); 639-646","Revista Árvore","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622005000400016&lang=pt" 
"S0100-67622005000400012-scl","Influência do tipo de cura (selada e exposta) e da imersão em água na resistência mecânica de misturas solo-RBI grade 81 com vistas a aplicações em estradas florestais","Trindade, Tiago Pinto da, Lima, Dario Cardoso de, Machado, Carlos Cardoso, Carvalho, Carlos Alexandre Braz de, Fontes, Maurício Paulo Ferreira, Schaefer, Carlos Ernesto Gonçalves Reynaud, Caneschi, Fernando Paulo","Revista Árvore; 29(4); 601-606","Revista Árvore","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622005000400012&lang=pt" 
"S0378-18442005000800005-ven","La Investigación etnobotánica sobre plantas medicinales: Una revisión de sus objetivos y enfoques actuales","Bermúdez, Alexis, Oliveira-Miranda, María A., Velázquez, Dilia","Interciencia; 30(8); 453-459","Interciencia","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442005000800005&lang=pt" 
"S0378-18442005000800004-ven","","Klaus, Jaffe","Interciencia; 30(8); 452-452","Interciencia","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442005000800004&lang=pt" 
"S0378-18442005000800007-ven","Evaluación ecológica rápida de las comunidades de mamíferos en cinco localidades del Delta del Orinoco, Venezuela","Ochoa G., José, Bevilacqua, Mariapía, García, Franger","Interciencia; 30(8); 466-475","Interciencia","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442005000800007&lang=pt" 
"S0378-18442005000800006-ven","Local perceptions towards biological conservation in the community of vila velha, Pernambuco, Brazil","de Albuquerque, Cláudio Avellar, de Albuquerque, Ulysses Paulino","Interciencia; 30(8); 460-465","Interciencia","Inglês","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442005000800006&lang=pt" 
"S0378-18442005000800001-ven","Diversitas y el reto de la conservación de la biodiversidad latinoamericana","Rodríguez, Jon Paul, Good, Tatjana, Dirzo, Rodolfo","Interciencia; 30(8); 449-449","Interciencia","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442005000800001&lang=pt" 
"S0378-18442005000800003-ven","Diversitas e o desafio da conservação da biodiversidade latino-americana","Rodríguez, Jon Paul, Good, Tatjana, Dirzo, Rodolfo","Interciencia; 30(8); 451-451","Interciencia","Português","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442005000800003&lang=pt" 
"S0378-18442005000800002-ven","Diversitas and the challenge of latin american biodiversity conservation","Rodríguez, Jon Paul, Good, Tatjana, Dirzo, Rodolfo","Interciencia; 30(8); 450-450","Interciencia","Inglês","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442005000800002&lang=pt" 
"S0378-18442005000800009-ven","Deshidratación osmótica de prismas de camote, manzana y papa","Genina-Soto, Próspero, Altamirano-Morales, Silvia Beatriz","Interciencia; 30(8); 485-487","Interciencia","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442005000800009&lang=pt" 
"S0378-18442005000800008-ven","Variación morfológica de opuntia (cactaceae) en relación con su domesticación en la altiplanicie meridional de México","Reyes-Agüero, Juan Antonio, Aguirre Rivera, Juan Rogelio, Flores Flores, José Luis","Interciencia; 30(8); 476-484","Interciencia","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442005000800008&lang=pt" 
"S0378-18442005000800014-ven","El alto paraná encajonado","Neiff, Juan José","Interciencia; 30(8); 512-513","Interciencia","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442005000800014&lang=pt" 
"S0378-18442005000800012-ven","Hibridación entre los Camarones de río macrobrachium rosenbergii (de man) y m. Acanthurus (Wiegmann). ¿Es posible?","Salazar, Greys, Graziani, César, Villarroel, Elvis, Luna, Merirros, Moreno, Carlos, Guevara, Miguel","Interciencia; 30(8); 501-505","Interciencia","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442005000800012&lang=pt" 
"S0378-18442005000800013-ven","Can apparency affect the use of plants by local people in tropical forests?","de Albuquerque, Ulysses Paulino, Farias Paiva de Lucena, Reinaldo","Interciencia; 30(8); 506-510","Interciencia","Inglês","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442005000800013&lang=pt" 
"S0378-18442005000800010-ven","Trachypogon plumosus (poaceae), un caso de alta diversidad interpoblacional en sabanas neotropicales","Baruch, Zdravko","Interciencia; 30(8); 488-494","Interciencia","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442005000800010&lang=pt" 
"S0378-18442005000800011-ven","Sistema de polinización y su efecto sobre la producción y el peso de semillas en nueve especies sudamericanas del género setaria","Pensiero, José F., Gutiérrez, Hugo F., Exner, Eliana","Interciencia; 30(8); 495-500","Interciencia","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442005000800011&lang=pt" 
"S0100-67622005000400005-scl","Purificação e caracterização de alfa-galactosidases de sementes de Platymiscium pubescens Micheli","Oliveira, Giordani de, Guimarães, Valéria Monteze, Borges, Eduardo Euclydes de Lima e, Fialho, Lilian da Silva, Oliveira, Maria Goreti de Almeida e, Rezende, Sebastião Tavares de","Revista Árvore; 29(4); 535-543","Revista Árvore","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622005000400005&lang=pt" 
"S0370-41062005000400001-chl","Algunas consideraciones sobre el pasado, presente y futuro de la Sociedad Chilena de Pediatría","Fanta N., Enrique","Revista chilena de pediatría; 76(4); 345-350","Revista chilena de pediatría","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062005000400001&lang=pt" 
"S0370-41062005000400002-chl","Radiología de esófago, estómago y duodeno en el estudio del lactante con regurgitación y/o vómitos habituales","García B., Cristián, Guiraldes C., Ernesto, Arce V., José D.","Revista chilena de pediatría; 76(4); 351-356","Revista chilena de pediatría","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062005000400002&lang=pt" 
"S0370-41062005000400003-chl","Laringotraqueobronquitis en niños hospitalizados: Características clínicas","Iñiguez O., Fernando, Vega-Briceño, Luis E., Pulgar B., Dahiana, Díaz P., Carla, Sánchez D., Ignacio","Revista chilena de pediatría; 76(4); 57-362","Revista chilena de pediatría","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062005000400003&lang=pt" 
"S0370-41062005000400004-chl","Conocimiento y percepciones culturales de los padres sobre los juguetes apropiados para sus hijos: Encuesta en dos Consultorios de Atención Primaria de Santiago Metropolitano","García M., Mirna, Vargas C., Nelson A.","Revista chilena de pediatría; 76(4); 363-368","Revista chilena de pediatría","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062005000400004&lang=pt" 
"S0370-41062005000400005-chl","Cambio de halo a cánula nasal, un método eficiente y eficaz de oxigenoterapia en lactantes con infección respiratoria aguda baja","Rodríguez B., Jorge, Duffau T., Gastón","Revista chilena de pediatría; 76(4); 369-374","Revista chilena de pediatría","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062005000400005&lang=pt" 
"S0370-41062005000400006-chl","Reemplazo valvular mitral y aórtico en niños: Resultados durante la última década con prótesis de última generación","Becker R., Pedro, Frangini S, Patricia, Arretz V., Claudio, Heusser R., Felipe, Urcelay M., Gonzalo, Zalaquett S., Ricardo, Irarrázaval L., Manuel José, Morán V., Sergio, Arnaiz G., Pilar, Garay G., Francisco, Clavería R., Cristián, Castillo N., María Elisa","Revista chilena de pediatría; 76(4); 375-383","Revista chilena de pediatría","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062005000400006&lang=pt" 
"S0370-41062005000400007-chl","Trombosis de los senos venosos, complicación tardía post mastoiditis en una preescolar","García de Hombre, Alina, Santana C., Pedro, Vera C., Alfonso","Revista chilena de pediatría; 76(4); 384-388","Revista chilena de pediatría","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062005000400007&lang=pt" 
"S0370-41062005000400008-chl","Adenoflegmón cervical por Streptococcus intermedius en una niña de 3 años: Caso clínico","Cerda L., Jaime, Viviani S., Tamara, Peña D., Anamaría","Revista chilena de pediatría; 76(4); 389-392","Revista chilena de pediatría","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062005000400008&lang=pt" 
"S0370-41062005000400009-chl","Falla hepática fulminante por parvovirus B 19 y trasplante hepático, caso clínico","Roque E., Jorge, Ríos M., Gloria, Hepp K., Juan, Humeres A., Roberto, Innocenti C., Franco, Ríos R., Horacio, Herrera V., José Miguel, Rius A., Montserrat","Revista chilena de pediatría; 76(4); 393-396","Revista chilena de pediatría","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062005000400009&lang=pt" 
"S0370-41062005000400010-chl","Síndrome hemofagocítico secundario en pediatría: Experiencia clínica en ocho casos","Verdugo L., Patricia, Rodríguez Z., Natalie, Tordecilla C., Juan, Soto A., Verónica","Revista chilena de pediatría; 76(4); 397-403","Revista chilena de pediatría","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062005000400010&lang=pt" 
"S0370-41062005000400011-chl","Experiencia de 10 años en dermatomiositis juvenil: A 10 -year-old experience","Muñoz B., Eliana, Sat T., Macarena, Escobar H., Raúl, Talesnik G., Eduardo, Méndez R, Cecilia","Revista chilena de pediatría; 76(4); 404-409","Revista chilena de pediatría","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062005000400011&lang=pt" 
"S0370-41062005000400012-chl","Caso clínico-radiológico para diagnóstico","Cruces R., Pablo, Donoso F., Alejandro, Cruces R., Andrés, Cruces R., Karin","Revista chilena de pediatría; 76(4); 411-413","Revista chilena de pediatría","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062005000400012&lang=pt" 
"S0370-41062005000400013-chl","Dermatosis eritematoescamosas","Valdés A., M. del Pilar","Revista chilena de pediatría; 76(4); 414-417","Revista chilena de pediatría","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062005000400013&lang=pt" 
"S0370-41062005000400014-chl","Diferencias de género en psicopatología en la niñez: Hipótesis explicativas","Cova S., Félix, Valdivia P., Mario, Maganto M., Carmen","Revista chilena de pediatría; 76(4); 418-424","Revista chilena de pediatría","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062005000400014&lang=pt" 
"S0370-41062005000400015-chl","Provisión de Anticoncepción de Emergencia a Adolescentes","Gold, Melanie A., Sucato, Gina S., Conard, Lee Ann E., Adams Hillard, Paula J.","Revista chilena de pediatría; 76(4); 425-430","Revista chilena de pediatría","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062005000400015&lang=pt" 
"S0370-41062005000400016-chl","Páginas Web de Interés Pediátrico","Cosoi P., Eduardo","Revista chilena de pediatría; 76(4); 431-432","Revista chilena de pediatría","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062005000400016&lang=pt" 
"S0370-41062005000400017-chl","","Santiago, Luciano B., Bettiol, Heloisa, Barbieri, Marco A., Guttierrez, Manoel R.P., Ciampo, Luiz A. Del","Revista chilena de pediatría; 76(4); 433-434","Revista chilena de pediatría","Português","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062005000400017&lang=pt" 
"S0370-41062005000400018-chl","Vacinação contra influenza em crianças infectadas pelo HIV: alterações imunológicas e na carga viral","Carvalho, Aroldo P. de, Dutra, Luiz Carlos, Tonelli, Edward","Revista chilena de pediatría; 76(4); 434-435","Revista chilena de pediatría","Português","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062005000400018&lang=pt" 
"S0370-41062005000400019-chl","Efeito da posição do prematuro no desmame da ventilação mecânica","Antunes, Letícia C.O., Rugolo, Lígia M.S.S., Crocci, Adalberto J.","Revista chilena de pediatría; 76(4); 436-437","Revista chilena de pediatría","Português","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062005000400019&lang=pt" 
"S0370-41062005000400020-chl","SEMBLANZA DR. SANTIAGO RUBIO ARCE","Barrera Quezada, Francisco","Revista chilena de pediatría; 76(4); 438-440","Revista chilena de pediatría","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062005000400020&lang=pt" 
"S0370-41062005000400021-chl","NUEVOS SOCIOS","","Revista chilena de pediatría; 76(4); 440-440","Revista chilena de pediatría","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062005000400021&lang=pt" 
"S1517-86922005000400004-scl","Impacto de oito semanas de treinamento com pesos sobre a força muscular de homens e mulheres","Dias, Raphael Mendes Ritti, Cyrino, Edilson Serpeloni, Salvador, Emanuel Péricles, Nakamura, Fábio Yuzo, Pina, Fábio Luiz Cheche, Oliveira, Arli Ramos de","Revista Brasileira de Medicina do Esporte; 11(4); 224-228","Revista Brasileira de Medicina do Esporte","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922005000400004&lang=pt" 
"S1517-86922005000400008-scl","Índice de massa corporal como indicativo da gordura corporal comparado às dobras cutâneas","Glaner, Maria Fátima","Revista Brasileira de Medicina do Esporte; 11(4); 243-246","Revista Brasileira de Medicina do Esporte","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922005000400008&lang=pt" 
"S1517-86922005000400001-scl","Avaliação antropométrica e da força muscular em nadadores pré-púberes e púberes","Schneider, Patrícia, Meyer, Flávia","Revista Brasileira de Medicina do Esporte; 11(4); 209-213","Revista Brasileira de Medicina do Esporte","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922005000400001&lang=pt" 
"S1517-86922005000400002-scl","Relação entre diferentes índices de atividade física e preditores de adiposidade em adolescentes de ambos os sexos","Mascarenhas, Luís Paulo Gomes, Salgueirosa, Fabiano de Macedo, Nunes, Gabriel Ferreira, Martins, Paulo Ângelo, Stabelini Neto, Antonio, Campos, Wagner de","Revista Brasileira de Medicina do Esporte; 11(4); 214-218","Revista Brasileira de Medicina do Esporte","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922005000400002&lang=pt" 
"S1517-86922005000400005-scl","Avaliação da perda hídrica durante treino intenso de rugby","Perrella, Marianna Marques, Noriyuki, Patrícia Sayuri, Rossi, Luciana","Revista Brasileira de Medicina do Esporte; 11(4); 229-232","Revista Brasileira de Medicina do Esporte","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922005000400005&lang=pt" 
"S1517-86922005000400006-scl","Comparação entre métodos invasivos e não invasivo de determinação da capacidade aeróbia em futebolistas profissionais","Silva, Adelino Sanchez Ramos da, Santos, Flávia Nitolo Corrêa dos, Santhiago, Vanessa, Gobatto, Claudio Alexandre","Revista Brasileira de Medicina do Esporte; 11(4); 233-237","Revista Brasileira de Medicina do Esporte","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922005000400006&lang=pt" 
"S1517-86922005000400007-scl","Efeito do treinamento físico como modulador positivo nas alterações no eixo neuroimunoendócrino em indivíduos com insuficiência cardíaca crônica: possível atuação do fator de necrose tumoral-alfa","Rosa, Luís Fernando Bicudo Pereira Costa, Batista Júnior, Miguel Luiz","Revista Brasileira de Medicina do Esporte; 11(4); 238-242","Revista Brasileira de Medicina do Esporte","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922005000400007&lang=pt" 
"S1517-86922005000400009-scl","Limiar de lactato em remadores: comparação entre dois métodos de determinação","Baptista, Rafael Reimann, Oliveira, Letícia Gandolfi de, Figueiredo, Gabriel Bosak de, Contieri, José Ricardo, Loss, Jefferson Fagundes, Oliveira, Alvaro Reischak de","Revista Brasileira de Medicina do Esporte; 11(4); 247-250","Revista Brasileira de Medicina do Esporte","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922005000400009&lang=pt" 
"S1517-86922005000400010-scl","Efeitos da natação sobre a independência funcional de pacientes com lesão medular","Silva, Maurício Corte Real da, Oliveira, Ricardo Jacó de, Conceição, Maria Inês Gandolfo","Revista Brasileira de Medicina do Esporte; 11(4); 251-256","Revista Brasileira de Medicina do Esporte","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922005000400010&lang=pt" 
"S1517-86922005000400003-scl","Comparação entre protocolos diretos e indiretos de avaliação da aptidão aeróbia em indivíduos fisicamente ativos","Silva, Luiz Gustavo da Matta, Pacheco, Mateus Elias, Campbell, Carmen Sílvia Grubert, Baldissera, Vilmar, Simões, Herbert Gustavo","Revista Brasileira de Medicina do Esporte; 11(4); 219-223","Revista Brasileira de Medicina do Esporte","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922005000400003&lang=pt" 
"S0798-72692005000300007-ven","Efeito do hormônio 17-alfa -metil-testosterona nos índice somáticos de Rana catesbeiana","Diana Navarro, Rodrigo, Ribeiro Filho, , Shigueki Yasui, George, da Silva Maciel, Elayna Cristina, Santos, Luiz Carlos","Zootecnia Tropical; 23(3); 319-325","Zootecnia Tropical","Português","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692005000300007&lang=pt" 
"S0798-72692005000300006-ven","Evaluación de la suplementación proteica durante el crecimiento post destete de corderos a pastoreo","Rojas, Héctor, Coronado, Luís, Hurtado, Ernesto","Zootecnia Tropical; 23(3); 311-318","Zootecnia Tropical","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692005000300006&lang=pt" 
"S0798-72692005000300005-ven","Efecto de tres tipos de dieta sobre la aparición de trastornos metabólicos y su relación con alteraciones en la composición de la leche en vacas Holstein Friesian","Hernández, Robier, Ponce, Pastor","Zootecnia Tropical; 23(3); 295-310","Zootecnia Tropical","Espanhol","2005","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692005000300005&lang=pt" 
