"S0103-17592012000600006-scl","Modelo de transformador com tap variável adequado para estudos de estabilidade de tensão","Ferreira, Carlos Aparecido, Prada, Ricardo","Sba: Controle &amp; Automação Sociedade Brasileira de Automatica; 23(6); 726-736","Sba: Controle &amp; Automação Sociedade Brasileira de Automatica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-17592012000600006&lang=pt" 
"S0034-72802012000600008-scl","Análise das causas de atendimento e prevalência das doenças oculares no serviço de urgência","Rocha, Maria Nice Araujo Moraes, Ávila, Marcos, Isaac, David Leonardo Cruvinel, Oliveira, Laís Leão de, Mendonça, Luísa Salles de Moura","Revista Brasileira de Oftalmologia; 71(6); 380-384","Revista Brasileira de Oftalmologia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802012000600008&lang=pt" 
"S0034-72802012000600007-scl","Scleral buckle is good option for treatment of uncomplicated retinal detachment","Takasaka, Iuuki, Chaves, Fernando Rodrigo Pedreira, Panetta, Heitor, Torigoe, Andrea Mara Simões, Silva, Valdir Balarin, Lira, Rodrigo Pessoa Cavalcanti","Revista Brasileira de Oftalmologia; 71(6); 377-379","Revista Brasileira de Oftalmologia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802012000600007&lang=pt" 
"S0034-72802012000600005-scl","Avaliação da fenda palpebral após aplicação de toxina botulínica tipo A em pacientes com distonias faciais","Cunial, Mariana Eleonora Pereira, Fonseca Junior, Nilson Lopes da, Rehder, José Ricardo Carvalho Lima","Revista Brasileira de Oftalmologia; 71(6); 368-371","Revista Brasileira de Oftalmologia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802012000600005&lang=pt" 
"S0034-72802012000600006-scl","Pterygium: prevalence and severity in an Amazonian ophthalmic setting, Brazil","Coutts, Sophie Joanna, Coombes, Andrew","Revista Brasileira de Oftalmologia; 71(6); 372-376","Revista Brasileira de Oftalmologia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802012000600006&lang=pt" 
"S0034-72802012000600013-scl","Correção do astigmatismo irregular com lente intraocular tórica em um paciente com catarata e degeneração marginal pelúcida: relato de caso","Biancardi, Ana Luiza, Walsh, Aileen, Barreto, Rodrigo de Pinho Paes, Crema, Armando Stefano","Revista Brasileira de Oftalmologia; 71(6); 400-402","Revista Brasileira de Oftalmologia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802012000600013&lang=pt" 
"S0034-72802012000600011-scl","Terapia fotodinâmica em carcinoma basocelular periocular: relato de caso","Carneiro, Rachel Camargo, Macedo, Erick Marcet Santiago de, Lima, Pátricia Picciarelli de, Matayoshi, Suzana","Revista Brasileira de Oftalmologia; 71(6); 394-396","Revista Brasileira de Oftalmologia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802012000600011&lang=pt" 
"S0034-72802012000600012-scl","Uveitis as first manifestation of probably Crohn&#039;s disease","Barreira, Ieda Maria Alexandre, Aragão, Ricardo Evangelista Marrocos de, Vale, Ariosto Bezerra, Vieira, Virgínia Apolônio, Bezerra, Luanna Biana Costa","Revista Brasileira de Oftalmologia; 71(6); 397-399","Revista Brasileira de Oftalmologia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802012000600012&lang=pt" 
"S1678-69712012000600004-scl","Liderança: o que pensam executivos brasileiros sobre o tema?","Sant&#039;anna, Anderson De Souza, Campos, Marly Sorel, Lótfi, Samir","RAM. Revista de Administração Mackenzie; 13(6); 48-76","RAM. Revista de Administração Mackenzie","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712012000600004&lang=pt" 
"S1678-69712012000600005-scl","Configuração de posições em uma comunidade epistêmica e sua relação com o sentido da aprendizagem em redes interorganizacionais: estudo de caso no campo da biotecnologia","Almeida, Kenneth Nunes Tavares De, Fischer, André Luiz, Takahashi, Adriana Roseli Wünsch, Freitag, Bárbara Beatriz, Enoque, Alessandro Gomes, Brito, Mozar José De","RAM. Revista de Administração Mackenzie; 13(6); 77-106","RAM. Revista de Administração Mackenzie","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712012000600005&lang=pt" 
"S1678-69712012000600006-scl","Avaliação de necessidades de TD&amp;E: proposição de um novo modelo","Abbad, Gardênia Da Silva, Mourão, Luciana","RAM. Revista de Administração Mackenzie; 13(6); 107-137","RAM. Revista de Administração Mackenzie","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712012000600006&lang=pt" 
"S1678-69712012000600008-scl","Por que Finanças?: Avaliando o interesse dos estudantes de graduação em Administração pela área de Finanças","Azevedo, Carlos Eduardo Franco, Oliveira, Leonel Gois Lima, Abdalla, Márcio Moutinho, Gonzalez, Rafael Kuramoto, Ribeiro, Agatha Justen Gonçalves, Holperin, Michelle Moretzsohn","RAM. Revista de Administração Mackenzie; 13(6); 168-196","RAM. Revista de Administração Mackenzie","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712012000600008&lang=pt" 
"S1678-69712012000600009-scl","Notas sobre o conceito de sucesso: sentidos e possíveis (re)significações","Ituassu, Cristiana Trindade, Tonelli, Maria José","RAM. Revista de Administração Mackenzie; 13(6); 197-224","RAM. Revista de Administração Mackenzie","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712012000600009&lang=pt" 
"S1413-65382012000400003-scl","Justaposições: o primeiro dicionário brasileiro de língua de sinais e a obra francesa que serviu de matriz","Sofiato, Cássia Geciauskas, Reily, Lucia","Revista Brasileira de Educação Especial; 18(4); 569-586","Revista Brasileira de Educação Especial","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-65382012000400003&lang=pt" 
"S1413-65382012000400004-scl","Interação de um aluno com Paralisia Cerebral com colegas de classe durante atividades ludicas","Pasculli, Adriane Guzman, Baleotti, Luciana Ramos, Omote, Sadao","Revista Brasileira de Educação Especial; 18(4); 587-600","Revista Brasileira de Educação Especial","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-65382012000400004&lang=pt" 
"S1413-65382012000400005-scl","Estudo da independência funcional, motricidade e inserção escolar de crianças com Paralisia Cerebral","Rézio, Geovana Sôffa, Cunha, Jackeline Oliveira do Vale, Formiga, Cibelle Kayenne Martins Roberto","Revista Brasileira de Educação Especial; 18(4); 601-614","Revista Brasileira de Educação Especial","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-65382012000400005&lang=pt" 
"S1413-65382012000400006-scl","Educação a Distância e formação continuada do professor","Rodrigues, Leda Maria Borges da Cunha, Capellini, Vera Lúcia Messias Fialho","Revista Brasileira de Educação Especial; 18(4); 615-628","Revista Brasileira de Educação Especial","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-65382012000400006&lang=pt" 
"S1413-65382012000400007-scl","Deficiência visual nas crianças indígenas em idade escolar das etnias Guarani e Kaiowá na região da Grande Dourados/MS: um estudo sobre a incidência e as necessidades específicas e educacionais especiais","Sá, Michele Aparecida de, Bruno, Marilda Moraes Garcia","Revista Brasileira de Educação Especial; 18(4); 629-646","Revista Brasileira de Educação Especial","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-65382012000400007&lang=pt" 
"S1413-65382012000400008-scl","Relacionamento intergeracional, práticas de apoio e cotidiano de famílias de crianças com necessidades especiais","Matsukura, Thelma Simões, Yamashiro, Juliana Archiza","Revista Brasileira de Educação Especial; 18(4); 647-660","Revista Brasileira de Educação Especial","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-65382012000400008&lang=pt" 
"S1413-65382012000400009-scl","A comunicação alternativa como procedimento de desenvolvimento de habilidades comunicativas","Moreschi, Cândice Lima, Almeida, Maria Amélia","Revista Brasileira de Educação Especial; 18(4); 661-676","Revista Brasileira de Educação Especial","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-65382012000400009&lang=pt" 
"S1413-65382012000400010-scl","A mulher com altas habilidades/superdotação: à procura de uma identidade","Pérez, Susana Graciela Pérez Barrera, Freitas, Soraia Napoleão","Revista Brasileira de Educação Especial; 18(4); 677-694","Revista Brasileira de Educação Especial","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-65382012000400010&lang=pt" 
"S1984-64872012000600003-scl","O ódio atrás das grades: da construção social da discriminação por orientação sexual à criminalização da homofobia","Freire, Lucas, Cardinali, Daniel","Sexualidad, Salud y Sociedad (Rio de Janeiro); (12); 37-63","Sexualidad, Salud y Sociedad (Rio de Janeiro)","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-64872012000600003&lang=pt" 
"S1984-64872012000600004-scl","O trabalho sexual: discursos e práticas dos assistentes sociais em debate","Ramalho, Nélson","Sexualidad, Salud y Sociedad (Rio de Janeiro); (12); 64-91","Sexualidad, Salud y Sociedad (Rio de Janeiro)","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-64872012000600004&lang=pt" 
"S1984-64872012000600005-scl","Las agentes comunitarias de salud en el Brasil contemporáneo: la &quot;policía amiga&quot; de las madres pobres","Faya Robles, Alfonsina","Sexualidad, Salud y Sociedad (Rio de Janeiro); (12); 92-126","Sexualidad, Salud y Sociedad (Rio de Janeiro)","Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-64872012000600005&lang=pt" 
"S1984-64872012000600008-scl","El aborto en las trayectorias de mujeres y varones de la ciudad de Buenos Aires","Petracci, Mónica, Pecheny, Mario, Mattioli, Marina, Capriati, Alejandro","Sexualidad, Salud y Sociedad (Rio de Janeiro); (12); 164-197","Sexualidad, Salud y Sociedad (Rio de Janeiro)","Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-64872012000600008&lang=pt" 
"S1518-76322012000300004-scl","Processos implícitos, contextuais e multimodais na construção referencial em conversações entre afásicos e não afásicos: relato de pesquisa","Morato, Edwiges Maria, Bentes, Anna Christina, Tubero, Ana Lucia, Macedo, Heloísa de Oliveira, Cazelato, Sandra de Oliveira, Mira, Caio César Costa Ribeiro, Martins, Erik Fernando Miletta","Linguagem em (Dis)curso; 12(3); 711-742","Linguagem em (Dis)curso","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1518-76322012000300004&lang=pt" 
"S1984-64872012000600010-scl","Gravidez imprevista e aborto no Rio de Janeiro, Brasil: gênero e geração nos processos decisórios","Heilborn, Maria Luiza, Cabral, Cristiane da Silva, Brandão, Elaine Reis, Cordeiro, Fabíola, Azize, Rogério Lopes","Sexualidad, Salud y Sociedad (Rio de Janeiro); (12); 224-257","Sexualidad, Salud y Sociedad (Rio de Janeiro)","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-64872012000600010&lang=pt" 
"S0034-75312012000400001-cub","Criterios actuales en el diagnóstico y tratamiento de la pielonefritis aguda en el niño","Durán Álvarez, Sandalio","Revista Cubana de Pediatría; 84(4); 329-332","Revista Cubana de Pediatría","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312012000400001&lang=pt" 
"S0034-75312012000400002-cub","Características clínicas y epidemiológicas de la catarata congénita e infantil","Charón Milián, Merixy, Triana Casado, Idalia, Díaz González, Jorge Luis, Martínez Legón, Zoila, Roche Caso, Silvia","Revista Cubana de Pediatría; 84(4); 333-344","Revista Cubana de Pediatría","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312012000400002&lang=pt" 
"S0034-75312012000400003-cub","Morbilidad asociada a la edad gestacional en neonatos prematuros tardíos","Mendoza Tascón, Luís Alfonso, Rueda Giraldo, Diana Maria, Gallego Henao, Katherine Paola, Vásquez Martínez, Milton Fabián, Celis Quintero, Jenny Lorena, de León Suárez, Juan Carlos, Acuña Polo, María","Revista Cubana de Pediatría; 84(4); 345-356","Revista Cubana de Pediatría","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312012000400003&lang=pt" 
"S0034-75312012000400004-cub","Información sobre la lactancia materna de las gestantes en su tercer trimestre","Gorrita Pérez, Remigio Rafael, Ravelo Rodríguez, Yenisley, Ruiz Hernández, Elisa, Brito Herrera, Belkis","Revista Cubana de Pediatría; 84(4); 357-367","Revista Cubana de Pediatría","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312012000400004&lang=pt" 
"S0034-75312012000400005-cub","Frecuencia de algunas enfermedades genéticas en Neuropediatría","Zaldívar Vaillant, Tatiana, Garófalo Gómez, Nicolás, Vargas Díaz, José, Rojas Massipe, Edelsia, Novoa López, Lucía Margarita, Bermúdez Linares, Vivian, Martín Hernández, Ivonne, Viñas Portilla, Carlos Ignacio","Revista Cubana de Pediatría; 84(4); 368-374","Revista Cubana de Pediatría","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312012000400005&lang=pt" 
"S0034-75312012000400006-cub","Gammagrafía renal en niños con primera infección febril del tracto urinario","Duarte Pérez, María Caridad, Guillén Dosal, Ana, Martínez Silva, Magaly, Hernández Robledo, Ernesto","Revista Cubana de Pediatría; 84(4); 375-382","Revista Cubana de Pediatría","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312012000400006&lang=pt" 
"S0034-75312012000400007-cub","Staphylococcus aureus, evolución de un viejo patógeno","Álvarez Lam, Ileana, Ponce Bittar, Jorge","Revista Cubana de Pediatría; 84(4); 383-391","Revista Cubana de Pediatría","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312012000400007&lang=pt" 
"S0034-75312012000400008-cub","Aspectos éticos en Pediatría, las inmunodeficiencias primarias","Paradoa Pérez, Martha Leonor","Revista Cubana de Pediatría; 84(4); 392-400","Revista Cubana de Pediatría","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312012000400008&lang=pt" 
"S0034-75312012000400009-cub","Atresia pulmonar con septum interventricular intacto","González Morejón, Adel Eladio, Serrano Ricardo, Giselle, Díaz Ramírez, Francisco, Marcano Sanz, Luis","Revista Cubana de Pediatría; 84(4); 401-405","Revista Cubana de Pediatría","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312012000400009&lang=pt" 
"S0034-75312012000400010-cub","Absceso cerebral como complicación de sinusitis maxilar","Alvayero Mejía, Karen Vanessa, Marques de Carvalho, Carlos, Martínez Romero, Aixa, Luis Álvarez, María del Carmen, Pantoja Pereda, Odette, Benítez Rodríguez, Dayamí","Revista Cubana de Pediatría; 84(4); 406-411","Revista Cubana de Pediatría","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312012000400010&lang=pt" 
"S0034-75312012000400011-cub","Trombosis del seno sagital en un neonato","Hernández León, Lisett, Hernández León, Odalys, León Vara Cuesta, Omar, Sánchez Monterrey, Ivonne Aimé, Sarmiento Portal, Yanett, Crespo Campo, Angelicia","Revista Cubana de Pediatría; 84(4); 412-420","Revista Cubana de Pediatría","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312012000400011&lang=pt" 
"S0034-75312012000400012-cub","Rabdomiosarcoma de oído en el niño","Villavicencio Cordobés, Esther, Verdecia Cañizares, Caridad, Alonso Pírez, Magda","Revista Cubana de Pediatría; 84(4); 421-425","Revista Cubana de Pediatría","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312012000400012&lang=pt" 
"S0034-75312012000400013-cub","Fiebre de origen desconocido, una forma de presentarse la tuberculosis","Vidal Tallet, Lázaro Arturo, Noda Albelo, Amauri, Bouza Denis, Iliana, del Rosario Delgado, María, Sánchez Hernández, Caridad, Montell Hernández, Oscar, Galindo González, Maylin","Revista Cubana de Pediatría; 84(4); 426-432","Revista Cubana de Pediatría","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312012000400013&lang=pt" 
"S0102-311X2012001400001-scl","Feliz e criativo 2013 para Cadernos de Saúde Pública","Carvalho, Marilia Sá, Travassos, Claudia, Coeli, Cláudia Medina","Cadernos de Saúde Pública; 28(12); 2220-2221","Cadernos de Saúde Pública","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012001400001&lang=pt" 
"S0102-311X2012001400003-scl","Patterns of sedentary behavior and compliance with public health recommendations in Spanish adolescents: the AFINOS study","Martínez Gómez, David, Veiga, Oscar L., Zapatera, Belén, Cabanas-Sánchez, Verónica, Gomez-Martinez, Sonia, Martinez-Hernández, David, Marcos, Ascensión","Cadernos de Saúde Pública; 28(12); 2237-2244","Cadernos de Saúde Pública","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012001400003&lang=pt" 
"S0102-311X2012001400004-scl","Access to medicines among internally displaced and non-displaced people in urban areas in Colombia","Ruiz-Rodríguez, Myriam, Wirtz, Veronika J., Idrovo, Alvaro J., Angulo, Mary Lupe","Cadernos de Saúde Pública; 28(12); 2245-2256","Cadernos de Saúde Pública","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012001400004&lang=pt" 
"S0102-311X2012001400008-scl","Risk factors for low birth weight in Rio Grande do Sul State, Brazil: classical and multilevel analysis","Moraes, Anaelena Bragança de, Zanini, Roselaine Ruviaro, Riboldi, João, Giugliani, Elsa Regina Justo","Cadernos de Saúde Pública; 28(12); 2293-2305","Cadernos de Saúde Pública","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012001400008&lang=pt" 
"S0102-311X2012001400020-scl","A doença meningocócica na região de Sorocaba, São Paulo, Brasil, no período de 1999 a 2008","Leme, Miriam Vannucchi, Zanetta, Dirce Maria Trevisan","Cadernos de Saúde Pública; 28(12); 2397-2401","Cadernos de Saúde Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012001400020&lang=pt" 
"S0102-311X2012001400017-scl","Usos teórico-metodológicos das pesquisas na área de Ciências Sociais e Humanas em Saúde","Deslandes, Suely Ferreira, Iriart, Jorge Alberto Bernstein","Cadernos de Saúde Pública; 28(12); 2380-2386","Cadernos de Saúde Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012001400017&lang=pt" 
"S0102-311X2012001400014-scl","Fórum: legitimidade, expansão e sustentabilidade das Ciências Sociais e Humanas em Saúde Coletiva. Introdução","Deslandes, Suely Ferreira","Cadernos de Saúde Pública; 28(12); 2363-2366","Cadernos de Saúde Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012001400014&lang=pt" 
"S0102-311X2012001400016-scl","Temas e enfoques contemporâneos nas Ciências Sociais e Humanas no Brasil: expressões e tendências refletidas no V congresso da área","Trad, Leny Alves Bonfim","Cadernos de Saúde Pública; 28(12); 2373-2379","Cadernos de Saúde Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012001400016&lang=pt" 
"S0102-311X2012001400023-scl","Categoria vida: reflexões para uma nova biologia","Caponi, Sandra","Cadernos de Saúde Pública; 28(12); 2402-2406","Cadernos de Saúde Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012001400023&lang=pt" 
"S0102-311X2012001400019-scl","Fórum: legitimidade, expansão e sustentabilidade das Ciências Sociais e Humanas em Saúde Coletiva: Posfácio","Nunes, Everardo Duarte","Cadernos de Saúde Pública; 28(12); 2393-2396","Cadernos de Saúde Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012001400019&lang=pt" 
"S0102-311X2012001400022-scl","História da saúde em São Paulo: instituições e patrimônio arquitetônico (1808-1958)","Bertolli Filho, Claudio","Cadernos de Saúde Pública; 28(12); 2402-2406","Cadernos de Saúde Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012001400022&lang=pt" 
"S0102-311X2012001400021-scl","Identidades emergentes, genética e saúde: perspectivas antropológicas","Dornelles, Rodrigo Ciconet","Cadernos de Saúde Pública; 28(12); 2402-2403","Cadernos de Saúde Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2012001400021&lang=pt" 
"S1806-37132012000600001-scl","Uma nova era no transplante pulmonar: medicina personalizada a pulmões doados","Cypel, Marcelo","Jornal Brasileiro de Pneumologia; 38(6); 681-683","Jornal Brasileiro de Pneumologia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132012000600001&lang=pt" 
"S1806-37132012000600004-scl","Valores de referência da pressão inspiratória nasal em indivíduos saudáveis no Brasil: estudo multicêntrico","Araújo, Palomma Russelly Saldanha, Resqueti, Vanessa Regiane, Nascimento Jr, Jasiel, Carvalho, Larissa de Andrade, Cavalcanti, Ana Gabriela Leal, Silva, Viviane Cerezer, Silva, Ester, Moreno, Marlene Aparecida, Andrade, Arméle de Fátima Dornelas de, Fregonezi, Guilherme Augusto de Freitas","Jornal Brasileiro de Pneumologia; 38(6); 700-707","Jornal Brasileiro de Pneumologia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132012000600004&lang=pt" 
"S1806-37132012000600003-scl","Subdiagnóstico de DPOC na atenção primária em Aparecida de Goiânia, Goiás","Queiroz, Maria Conceição de Castro Antonelli Monteiro de, Moreira, Maria Auxiliadora Carmo, Rabahi, Marcelo Fouad","Jornal Brasileiro de Pneumologia; 38(6); 692-699","Jornal Brasileiro de Pneumologia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132012000600003&lang=pt" 
"S1806-37132012000600020-scl","Um caso de pneumonia por vírus parainfluenza 3 simulando pneumonia por influenza tratada com sucesso","Asai, Nobuhiro, Ohkuni, Yoshihiro, Kaneko, Norihiro, Kawamura, Yasutaka, Aoshima, Masahiro","Jornal Brasileiro de Pneumologia; 38(6); 810-812","Jornal Brasileiro de Pneumologia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132012000600020&lang=pt" 
"S1806-37132012000600019-scl","Transplante pulmonar sem circulação extracorpórea em uma paciente com síndrome de Kartagener","Sidney Filho, Luziélio Alves, Machuca, Tiago Noguchi, Camargo, José de Jesus, Felicetti, José Carlos, Camargo, Spencer Marcantonio, Perin, Fabíola Adélia, Sanchez, Letícia Beatriz, Schio, Sadi Marcelo","Jornal Brasileiro de Pneumologia; 38(6); 806-809","Jornal Brasileiro de Pneumologia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132012000600019&lang=pt" 
"S1806-37132012000600018-scl","O papel das ligas acadêmicas na formação profissional","Bastos, Mayara Lisboa Soares de, Trajman, Anete, Teixeira, Eleny Guimarães, Selig, Lia, Belo, Márcia Teresa Carreira Teixeira","Jornal Brasileiro de Pneumologia; 38(6); 803-805","Jornal Brasileiro de Pneumologia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132012000600018&lang=pt" 
"S1806-37132012000600012-scl","Um novo escore para dependência a nicotina e uma nova escala de conforto do paciente durante o tratamento do tabagismo","Issa, Jaqueline Scholz","Jornal Brasileiro de Pneumologia; 38(6); 761-765","Jornal Brasileiro de Pneumologia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132012000600012&lang=pt" 
"S1806-37132012000600017-scl","Endometriose pleural: achados na ressonância magnética","Marchiori, Edson, Zanetti, Gláucia, Rodrigues, Rosana Souza, Souza, Luciana Soares, Souza Jr, Arthur Soares, Francisco, Flávia Angélica Ferreira, Hochhegger, Bruno","Jornal Brasileiro de Pneumologia; 38(6); 797-802","Jornal Brasileiro de Pneumologia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132012000600017&lang=pt" 
"S0102-311X2012001400023-spa","Categoria vida: reflexões para uma nova biologia","Caponi, Sandra","Cadernos de Saúde Pública; 28(12); 2402-2406","Cadernos de Saúde Pública","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2012001400023&lang=pt" 
"S0102-311X2012001400022-spa","História da saúde em São Paulo: instituições e patrimônio arquitetônico (1808-1958)","Bertolli Filho, Claudio","Cadernos de Saúde Pública; 28(12); 2402-2406","Cadernos de Saúde Pública","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2012001400022&lang=pt" 
"S0102-311X2012001400021-spa","Identidades emergentes, genética e saúde: perspectivas antropológicas","Dornelles, Rodrigo Ciconet","Cadernos de Saúde Pública; 28(12); 2402-2406","Cadernos de Saúde Pública","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2012001400021&lang=pt" 
"S0102-311X2012001400020-spa","A doença meningocócica na região de Sorocaba, São Paulo, Brasil, no período de 1999 a 2008","Leme, Miriam Vannucchi, Zanetta, Dirce Maria Trevisan","Cadernos de Saúde Pública; 28(12); 2397-2401","Cadernos de Saúde Pública","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2012001400020&lang=pt" 
"S0102-311X2012001400001-spa","Feliz e criativo 2013 para Cadernos de Saúde Pública","Carvalho, Marilia Sá, Travassos, Claudia, Coeli, Cláudia Medina","Cadernos de Saúde Pública; 28(12); 2220-2221","Cadernos de Saúde Pública","Inglês, Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2012001400001&lang=pt" 
"S0102-311X2012001400016-spa","Temas e enfoques contemporâneos nas Ciências Sociais e Humanas no Brasil: expressões e tendências refletidas no V congresso da área","Trad, Leny Alves Bonfim","Cadernos de Saúde Pública; 28(12); 2373-2379","Cadernos de Saúde Pública","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2012001400016&lang=pt" 
"S0102-311X2012001400019-spa","Fórum: legitimidade, expansão e sustentabilidade das Ciências Sociais e Humanas em Saúde Coletiva: Posfácio","Nunes, Everardo Duarte","Cadernos de Saúde Pública; 28(12); 2393-2396","Cadernos de Saúde Pública","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2012001400019&lang=pt" 
"S0102-311X2012001400009-spa","Factors associated with asymptomatic infection in family members and neighbors of patients with visceral leishmaniasis","Moura, Germano Silva, Santos, Alcione Miranda dos, Aquino, Dorlene Maria Cardoso de, Silva, Antônio Augusto Moura da, Caldas, Arlene de Jesus Mendes","Cadernos de Saúde Pública; 28(12); 2306-2314","Cadernos de Saúde Pública","Inglês","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2012001400009&lang=pt" 
"S0102-311X2012001400018-spa","Produtivismo e avaliação acadêmica na Saúde Coletiva brasileira: desafios para a pesquisa em Ciências Humanas e Sociais","Bosi, Maria Lúcia Magalhães","Cadernos de Saúde Pública; 28(12); 2387-2392","Cadernos de Saúde Pública","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2012001400018&lang=pt" 
"S0102-311X2012001400017-spa","Usos teórico-metodológicos das pesquisas na área de Ciências Sociais e Humanas em Saúde","Deslandes, Suely Ferreira, Iriart, Jorge Alberto Bernstein","Cadernos de Saúde Pública; 28(12); 2380-2386","Cadernos de Saúde Pública","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2012001400017&lang=pt" 
