"S0103-84782007000300018-scl","Toxidez pelos ácidos propiônico e butírico em plântulas de arroz","Schmidt, Fabiana, Bortolon, Leandro, Souza, Rogério Oliveira de","Ciência Rural; 37(3); 720-726","Ciência Rural","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782007000300018&lang=pt" 
"S1852-73532007000100013-arg","","Ludueña, Ezequiel","Revista latinoamericana de filosofía; 33(1); 169-171","Revista latinoamericana de filosofía","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73532007000100013&lang=pt" 
"S1010-29142007000200002-ven","Carta al Editor","León de Azpurua, Zorelys","Revista de Investigación; 31(62); 013-014","Revista de Investigación","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1010-29142007000200002&lang=pt" 
"S1010-29142007000200011-ven","Multimedias y Páginas Web para los más pequeños: Hacia la Construcción de un Directorio","Bigott S, Belkis V, Fernández de Ruiz, Keyla","Revista de Investigación; 31(62); 169-174","Revista de Investigación","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1010-29142007000200011&lang=pt" 
"S1010-29142007000200010-ven","Evaluación en la I y II Etapa de Educación Básica: Cómo debería implementarse lo que la normativa indica. ¿Mundos aislados e incomunicados?","Rangel Sosa, Judith E","Revista de Investigación; 31(62); 149-168","Revista de Investigación","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1010-29142007000200010&lang=pt" 
"S1010-29142007000200008-ven","La formación permanente: Una vía para mejorar la calidad de la Educación Infantil","Fuguet, Lidmi","Revista de Investigación; 31(62); 107-124","Revista de Investigación","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1010-29142007000200008&lang=pt" 
"S1010-29142007000200009-ven","Calidad en la educación: Una visión desde la Educación Inicial","Blanco, Carolina","Revista de Investigación; 31(62); 125-148","Revista de Investigación","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1010-29142007000200009&lang=pt" 
"S1010-29142007000200003-ven","Formación de profesores para la Educación Inicial","Didonet, Vital","Revista de Investigación; 31(62); 015-040","Revista de Investigación","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1010-29142007000200003&lang=pt" 
"S1010-29142007000200006-ven","Retos en la formación del docente de Educación Inicial: La atención a la diversidad","Fermín, Marlene","Revista de Investigación; 31(62); 071-092","Revista de Investigación","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1010-29142007000200006&lang=pt" 
"S1010-29142007000200007-ven","Ideas para orientar la planificación de la enseñanza de la lengua materna en la escuela inicial","Valles González, Beatriz","Revista de Investigación; 31(62); 093-106","Revista de Investigación","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1010-29142007000200007&lang=pt" 
"S1010-29142007000200004-ven","Uso de las Tecnologías de la Información y la Comunicación en Educación Infantil: Una Experiencia de Investigación Etnográfica","Bigott Suzzarini, Belkis V","Revista de Investigación; 31(62); 041-054","Revista de Investigación","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1010-29142007000200004&lang=pt" 
"S1010-29142007000200005-ven","Discapacidad y dificultades de aprendizaje: Una distinción necesaria","Cabello S, Mariela","Revista de Investigación; 31(62); 055-070","Revista de Investigación","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1010-29142007000200005&lang=pt" 
"S1010-29142007000200001-ven","PRESENTACIÓN","Diez de Tancredi, Dalia","Revista de Investigación; 31(62); 011-012","Revista de Investigación","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1010-29142007000200001&lang=pt" 
"S0121-49932007000100008-col","Energía","Durán, Hernando","Revista de Ingeniería; (25); 71-73","Revista de Ingeniería","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-49932007000100008&lang=pt" 
"S0121-49932007000100009-col","Perspectivas de la situacion energética mundial. Las oportunidades para Colombia","Infante Villarreal, Arturo","Revista de Ingeniería; (25); 74-95","Revista de Ingeniería","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-49932007000100009&lang=pt" 
"S0121-49932007000100006-col","Efecto del desbalance en las cargas sobre la valoración de confiabilidad de un sistema de distribución de energía eléctrica","Gómez Carmona, Oscar, Zapata, Carlos J.","Revista de Ingeniería; (25); 52-59","Revista de Ingeniería","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-49932007000100006&lang=pt" 
"S0121-49932007000100007-col","Nanomedicina: Estado del Arte","Pastrana, Homero Fernando, Ávila, Alba","Revista de Ingeniería; (25); 60-69","Revista de Ingeniería","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-49932007000100007&lang=pt" 
"S0121-49932007000100004-col","Benchcolombia, sistema de referenciación para la construcción","Botero, Luis Fernando, Ramírez, Carlos Augusto, Álvarez, Martha Eugenia","Revista de Ingeniería; (25); 33-45","Revista de Ingeniería","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-49932007000100004&lang=pt" 
"S0121-49932007000100005-col","De la acumulación del conocimiento y la tecnología","González, Claudia","Revista de Ingeniería; (25); 46-51","Revista de Ingeniería","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-49932007000100005&lang=pt" 
"S0121-49932007000100002-col","Análisis de colas para el diseño de una cafetería mediante simulación de eventos discretos","Pérez, Juan Fernando, Riaño, Germán","Revista de Ingeniería; (25); 12-21","Revista de Ingeniería","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-49932007000100002&lang=pt" 
"S0121-49932007000100003-col","Sistema de información para la generación de soluciones técnicas personalizadas para la construcción de vivienda de interés social","Jiménez G., Claudia, García G., Rafael, Bravo C., Germán, Moreno P., Sergio","Revista de Ingeniería; (25); 22-32","Revista de Ingeniería","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-49932007000100003&lang=pt" 
"S0121-49932007000100001-col","Sistema configurable de simulación 3D para robótica móvil. Plataforma de desarrollo K++","Martínez Suárez, Juan Bautista, Muñoz Ceballos, Nelson David, Londoño Ospina, Nelson","Revista de Ingeniería; (25); 04-11","Revista de Ingeniería","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-49932007000100001&lang=pt" 
"S0121-49932007000100011-col","La política energética colombiana y los &#039;retos de coordinación&#039;","Cadena, Ángela Inés","Revista de Ingeniería; (25); 104-113","Revista de Ingeniería","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-49932007000100011&lang=pt" 
"S0121-49932007000100010-col","Aligning Energy use, Air Quality and Climate Change through Sustainable Development: A Case Study of Delhi","Garg, Amit, Menon-Choudhary, Deepa, Shukla, P. R.","Revista de Ingeniería; (25); 96-103","Revista de Ingeniería","Inglês","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-49932007000100010&lang=pt" 
"S0121-49932007000100013-col","Precios, inversión y economía política de la energía eléctrica","Benavides, Juan","Revista de Ingeniería; (25); 122-129","Revista de Ingeniería","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-49932007000100013&lang=pt" 
"S0121-49932007000100012-col","Modelos para analizar el desarrollo del transporte urbano del Valle de Aburrá con consideraciones económicas, energéticas y ambientales","Alzate, Juan M., Rave, Claudia C., Cadena, Ángela, Smith, Ricardo A.","Revista de Ingeniería; (25); 114-121","Revista de Ingeniería","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-49932007000100012&lang=pt" 
"S0121-49932007000100015-col","","","Revista de Ingeniería; (25); 139-148","Revista de Ingeniería","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-49932007000100015&lang=pt" 
"S0121-49932007000100014-col","Tecnología apropiada y gestión tecnológica: Sus inicios en la Universidad de los Andes","","Revista de Ingeniería; (25); 132-138","Revista de Ingeniería","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-49932007000100014&lang=pt" 
"S1851-17162007000100001-arg","Editorial","Schvab, María del Carmen, Rodríguez Quiñónez, Maria Teresa","Ciencia, docencia y tecnología; (34); 5-6","Ciencia, docencia y tecnología","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17162007000100001&lang=pt" 
"S1851-17162007000100002-arg","Ciencia, tecnología y políticas sociales","Estébanez, María Elina","Ciencia, docencia y tecnología; (34); 13-63","Ciencia, docencia y tecnología","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17162007000100002&lang=pt" 
"S1851-17162007000100003-arg","Niklas Luhmann: La compleja incertidumbre de un mundo secularizado","Tell, Elvio A.","Ciencia, docencia y tecnología; (34); 67-95","Ciencia, docencia y tecnología","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17162007000100003&lang=pt" 
"S1851-17162007000100004-arg","Normalismo, cultura letrada y resistencia de la oralidad en la historia de la lectura y la escritura en Argentina","de Miguel, Adriana, de Biaggi, María L., Enrico, Juliana, Román, Mario S.","Ciencia, docencia y tecnología; (34); 97-127","Ciencia, docencia y tecnología","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17162007000100004&lang=pt" 
"S1851-17162007000100005-arg","Paulo Freire: una pedagogía desde América Latina","Rodríguez, Lidia M., Marin, Carlos, Moreno, Silvia M., Rubano, María del C.","Ciencia, docencia y tecnología; (34); 129-171","Ciencia, docencia y tecnología","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17162007000100005&lang=pt" 
"S1851-17162007000100006-arg","Conclusiones Fisiológicas y Estimadores Fractales","Torres, María Eugenia, Schlotthauer, Gastón","Ciencia, docencia y tecnología; (34); 177-205","Ciencia, docencia y tecnología","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17162007000100006&lang=pt" 
"S1851-17162007000100007-arg","Correlación matemática de índices de color del tomate con parámetros texturales y concentración de carotenoides","Zapata, Luz, Gerard, Liliana, Davies, Cristina, Oliva, Leticia, Schvab, María","Ciencia, docencia y tecnología; (34); 207-226","Ciencia, docencia y tecnología","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17162007000100007&lang=pt" 
"S1851-17162007000100008-arg","Bioactividad de microorganismos nativos sobre infecciones en naranjas de Penicillium digitatum resistente y sensible a fungicidas","Visintin, Griselda, Gieco, Ileana, García, Blanca, Fálico, Ladys","Ciencia, docencia y tecnología; (34); 229-242","Ciencia, docencia y tecnología","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17162007000100008&lang=pt" 
"S1409-41422007000200001-cri","Revascularización miocárdica: cirugía o angioplastía?","Gutiérrez S, Oswaldo","Revista Costarricense de Cardiología; 9(2); 3-4","Revista Costarricense de Cardiología","Espanhol","2007","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-41422007000200001&lang=pt" 
"S1409-41422007000200002-cri","Proteína C Reactiva en el pronóstico de la insuficiencia cardiaca","Reales Figueroa, Dr. Pedro, Hamad, Dr. Ibrahim, Pascual García, Dr. Francisco J, Carazo Marín, Dr. Angel F, Casado Almeida, Dr. Miguel A, García Forcada, Dr. Angel","Revista Costarricense de Cardiología; 9(2); 5-10","Revista Costarricense de Cardiología","Espanhol","2007","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-41422007000200002&lang=pt" 
"S1409-41422007000200003-cri","Tratamiento agresivo hipolipemiante en las enfermedades cardiovasculares","Whayne, Jr, Thomas F","Revista Costarricense de Cardiología; 9(2); 11-20","Revista Costarricense de Cardiología","Espanhol","2007","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-41422007000200003&lang=pt" 
"S1409-41422007000200004-cri","Nacimiento anómalo de la arteria coronaria izquierda en un tronco común en el seno de Valsalva derecho","López, Dra. Giorjanela, Quesada, Dr. Luis Diego, Con, Dr. Pedro, Díaz, Dr. Geiner","Revista Costarricense de Cardiología; 9(2); 21-24","Revista Costarricense de Cardiología","Espanhol","2007","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-41422007000200004&lang=pt" 
"S1409-41422007000200005-cri","Embolismo cerebral recurrente, foramen oval permeable e hipercoagulabilidad","Gutiérrez Jaikel, Dr. Luis, Romero Triana, Dr. Luis","Revista Costarricense de Cardiología; 9(2); 25-29","Revista Costarricense de Cardiología","Espanhol","2007","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-41422007000200005&lang=pt" 
"S1409-41422007000200006-cri","Quilopericardio","Garita Jiménez, Dr. Elliott, Robelo Pentzke, Dr. Bayardo, Chamorro Castro, Dr. Rodrigo, Salazar Vargas, Dr. Carlos","Revista Costarricense de Cardiología; 9(2); 31-33","Revista Costarricense de Cardiología","Espanhol","2007","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-41422007000200006&lang=pt" 
"S1409-41422007000200007-cri","Mutación de la proteína de Desmosoma Plakofilina-2 en una familia guanacasteca","Gutiérrez S, Dr. Oswaldo, Busse, Dr. Andreas, Priori, Dra. Silvia G, Napolitano, Dr. Carlo, Bloise, Dra. Raffaella","Revista Costarricense de Cardiología; 9(2); 35-36","Revista Costarricense de Cardiología","Espanhol","2007","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-41422007000200007&lang=pt" 
"S1409-41422007000200008-cri","Electrocardiograma del mes","Araya Gómez, Dra. Vivien","Revista Costarricense de Cardiología; 9(2); 37-38","Revista Costarricense de Cardiología","Espanhol","2007","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-41422007000200008&lang=pt" 
"S0185-24502007000100002-mex","El objeto puro en Meinong","Velarde-Mayol, Víctor","Diánoia; 52(58); 27-48","Diánoia","Espanhol","2007","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502007000100002&lang=pt" 
"S0185-24502007000100001-mex","Concepciones metafísicas de la analiticidad","Williamson, Timothy","Diánoia; 52(58); 3-26","Diánoia","Espanhol","2007","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502007000100001&lang=pt" 
"S0185-24502007000100007-mex","Estadios de la otredad en la reflexión filosófica de Luis Villoro","Ramírez, Mario Teodoro","Diánoia; 52(58); 143-175","Diánoia","Espanhol","2007","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502007000100007&lang=pt" 
"S0185-24502007000100006-mex","Normatividad y facticidad: el doble aspecto del concepto de justificación. Respuesta a Penelas y Satne","Kalpokas, Daniel","Diánoia; 52(58); 125-142","Diánoia","Espanhol","2007","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502007000100006&lang=pt" 
"S0185-24502007000100005-mex","Ética y racionalidad práctica","Hoyos, Luis Eduardo","Diánoia; 52(58); 95-123","Diánoia","Espanhol","2007","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502007000100005&lang=pt" 
"S0185-24502007000100004-mex","La posibilidad de dar razones: Un acercamiento a la paradoja wittgensteiniana","Muñoz Sánchez, María Teresa","Diánoia; 52(58); 77-93","Diánoia","Espanhol","2007","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502007000100004&lang=pt" 
"S0185-24502007000100003-mex","Davidson y la autoridad de la primera persona","Fricke, Martin Francisco","Diánoia; 52(58); 49-76","Diánoia","Espanhol","2007","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502007000100003&lang=pt" 
"S0185-24502007000100009-mex","Topica","Molina, José","Diánoia; 52(58); 185-190","Diánoia","Espanhol","2007","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502007000100009&lang=pt" 
"S0185-24502007000100008-mex","La confrontación de Heidegger con san Agustín y la mística medieval: Nota crítica en torno a Estudios sobre mística medieval de Martin Heidegger","Santiesteban, Luis César","Diánoia; 52(58); 177-183","Diánoia","Espanhol","2007","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502007000100008&lang=pt" 
"S0185-24502007000100010-mex","Plato, Plotinus y Aristoteles","Rossetti, Livio","Diánoia; 52(58); 190-194","Diánoia","Espanhol","2007","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502007000100010&lang=pt" 
"S0185-24502007000100011-mex","Diálogo con Nietzsche: Ensayos 1961-2000","Mariano Leiro, Daniel","Diánoia; 52(58); 194-206","Diánoia","Espanhol","2007","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502007000100011&lang=pt" 
"S0185-24502007000100012-mex","Biodiversidad y biotecnología: reflexiones en bioética","Michán, Layla","Diánoia; 52(58); 206-210","Diánoia","Espanhol","2007","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-24502007000100012&lang=pt" 
"S0004-06142007000400010-esp","Prostatectomía radical robótica: técnica del Vattikuti Institute Prostatectomy (VIP) y resultados actuales","Bhandari, Mahendra, Menon, Mani","Archivos Españoles de Urología (Ed. impresa); 60(4); 397-407","Archivos Españoles de Urología (Ed. impresa)","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142007000400010&lang=pt" 
"S0212-16112007000500003-esp","Papel de la flora intestinal en la salud y en la enfermedad","Guarner, F.","Nutrición Hospitalaria; 22(); 14-19","Nutrición Hospitalaria","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112007000500003&lang=pt" 
"S0212-16112007000500005-esp","Probióticos y prebióticos en la práctica clínica","Olveira Fuster, G., González-Molero, I.","Nutrición Hospitalaria; 22(); 26-34","Nutrición Hospitalaria","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112007000500005&lang=pt" 
"S0212-16112007000500007-esp","Importancia clínica de la translocación bacteriana","García de Lorenzo y Mateos, A., Acosta Escribano, J., Rodríguez Montes, J. A.","Nutrición Hospitalaria; 22(); 50-55","Nutrición Hospitalaria","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112007000500007&lang=pt" 
"S0212-16112007000500014-esp","Implicaciones nutricionales de la cirugía bariátrica sobre el tracto gastrointestinal","Rubio, M. A., Moreno, C.","Nutrición Hospitalaria; 22(); 124-134","Nutrición Hospitalaria","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112007000500014&lang=pt" 
"S0212-16112007000500015-esp","Manejo de la colectomía","Riobó, P., Sánchez Vilar, O., Burgos, R., Sanz, A.","Nutrición Hospitalaria; 22(); 135-144","Nutrición Hospitalaria","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112007000500015&lang=pt" 
"S0212-16112007000500002-esp","Evaluación de la absorción y metabolismo intestinal","García Luna, P. P., López Gallardo, G.","Nutrición Hospitalaria; 22(); 05-13","Nutrición Hospitalaria","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112007000500002&lang=pt" 
"S0212-16112007000500011-esp","Tratamiento nutricional del fallo intestinal y potenciales mecanismos de estimulación","Pérez de la Cruz, A. J., Moreno-Torres Herrera, R., Pérez Roca, C.","Nutrición Hospitalaria; 22(); 86-102","Nutrición Hospitalaria","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112007000500011&lang=pt" 
"S0212-16112007000500008-esp","Complicaciones gastrointestinales en el paciente crítico","Montejo González, J. C., Estébanez Montiel, B.","Nutrición Hospitalaria; 22(); 56-62","Nutrición Hospitalaria","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112007000500008&lang=pt" 
"S0212-16112007000500001-esp","Relaciones entre el intestino y la nutrición clínica","Planas, M.","Nutrición Hospitalaria; 22(); 1-1","Nutrición Hospitalaria","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112007000500001&lang=pt" 
"S0212-16112007000500009-esp","Nutrición y enfermedad inflamatoria intestinal","Cabré Gelada, E.","Nutrición Hospitalaria; 22(); 65-73","Nutrición Hospitalaria","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112007000500009&lang=pt" 
"S0212-16112007000500004-esp","Evolución en el conocimiento de la fibra","García Peris, P., Velasco Gimeno, C.","Nutrición Hospitalaria; 22(); 20-25","Nutrición Hospitalaria","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112007000500004&lang=pt" 
"S0212-16112007000500013-esp","Indicaciones, técnicas y resultados del trasplante de intestino delgado","López Santamaría, M., Hernández Oliveros, F.","Nutrición Hospitalaria; 22(); 113-123","Nutrición Hospitalaria","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112007000500013&lang=pt" 
"S0212-16112007000500010-esp","Síndrome de intestino corto: definición, causas, adaptación intestinal y sobrecrecimiento bacteriano","Ballesteros Pomar, M. D., Vidal Casariego, A.","Nutrición Hospitalaria; 22(); 74-85","Nutrición Hospitalaria","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112007000500010&lang=pt" 
"S0212-16112007000500006-esp","Acceso enteral y evaluación de la función intestinal en el paciente crítico","Mesejo, A., Juan, M., García-Simón, M.","Nutrición Hospitalaria; 22(); 37-49","Nutrición Hospitalaria","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112007000500006&lang=pt" 
"S0212-16112007000500012-esp","Estrategias quirúrgicas en el intestino corto","Bueno, J.","Nutrición Hospitalaria; 22(); 103-112","Nutrición Hospitalaria","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112007000500012&lang=pt" 
"S0004-06142007000400012-esp","Prostatectomía radical robótica: resultados oncológicos","Rodríguez Jr., Esequiel, Skarecky, Douglas W., Ahlering, Thomas E.","Archivos Españoles de Urología (Ed. impresa); 60(4); 421-429","Archivos Españoles de Urología (Ed. impresa)","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-06142007000400012&lang=pt" 
