"S0213-91112015000400001-esp","¿Es posible una atención primaria &quot;amigable para las/los jóvenes&quot; en España?","Goicolea, Isabel, Aguiló, Elena, Madrid, Juan","Gaceta Sanitaria; 29(4); 241-243","Gaceta Sanitaria","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-91112015000400001&lang=pt" 
"S0871-34132015000400003-prt","Futilidade médica, da teoria à prática","Freire, Elga René","Arquivos de Medicina; 29(4); 98-102","Arquivos de Medicina","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0871-34132015000400003&lang=pt" 
"S0871-34132015000400004-prt","Nutrição parentérica domiciliária: a mudança de um paradigma","Pinto, Joana Filipa Gonçalo Meireles, Costa, Eduardo Lima da","Arquivos de Medicina; 29(4); 103-111","Arquivos de Medicina","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0871-34132015000400004&lang=pt" 
"S0213-91112015000400002-spa","Percepción y experiencias en el acceso y el uso de los servicios sanitarios en población inmigrante","Bas-Sarmiento, Pilar, Fernández-Gutiérrez, Martina, Albar-Marín, M.ª Jesús, García-Ramírez, Manuel","Gaceta Sanitaria; 29(4); 244-251","Gaceta Sanitaria","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112015000400002&lang=pt" 
"S0213-91112015000400006-spa","Eficiencia técnica de los hospitales públicos y de las empresas públicas hospitalarias de Andalucía","Herrero Tabanera, Luis, Martín Martín, José Jesús, López del Amo González, M.ª del Puerto","Gaceta Sanitaria; 29(4); 274-281","Gaceta Sanitaria","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112015000400006&lang=pt" 
"S0213-91112015000400007-spa","Hospital costs associated with nosocomial infections in a pediatric intensive care unit","Morillo-García, Áurea, Aldana-Espinal, Josefa M., Olry de Labry-Lima, Antonio, Valencia-Martín, Raquel, López-Márquez, Reyes, Loscertales-Abril, Mercedes, Conde-Herrera, Manuel","Gaceta Sanitaria; 29(4); 282-287","Gaceta Sanitaria","Inglês","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112015000400007&lang=pt" 
"S0213-91112015000400004-spa","Exceso de mortalidad relacionado con la gripe en España en el invierno de 2012","León-Gómez, Inmaculada, Delgado-Sanz, Concepción, Jiménez-Jorge, Silvia, Flores, Víctor, Simón, Fernando, Gómez-Barroso, Diana, Larrauri, Amparo, Mateo Ontañón, Salvador de","Gaceta Sanitaria; 29(4); 258-265","Gaceta Sanitaria","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112015000400004&lang=pt" 
"S0213-91112015000400013-spa","Population-based multicase-control study in common tumors in Spain (MCC-Spain): rationale and study design","Castaño-Vinyals, Gemma, Aragonés, Nuria, Pérez-Gómez, Beatriz, Martín, Vicente, Llorca, Javier, Moreno, Victor, Altzibar, Jone M., Ardanaz, Eva, Sanjosé, Sílvia de, Jiménez-Moleón, José Juan, Tardón, Adonina, Alguacil, Juan, Peiró, Rosana, Marcos-Gragera, Rafael, Navarro, Carmen, Pollán, Marina, Kogevinas, Manolis","Gaceta Sanitaria; 29(4); 308-315","Gaceta Sanitaria","Inglês","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112015000400013&lang=pt" 
"S0213-91112015000400015-spa","Enfermedad por virus Ébola y seguridad de las/los estudiantes de enfermería: experiencia de cooperación institucional en una práctica formativa de simulación","Flores Vizcaya-Moreno, M., Núñez del Castillo, M. Mercedes, Pérez-Cañaveras, Rosa M., Hernández Ortuño, Antonio, Jurado Moyano, José Luis","Gaceta Sanitaria; 29(4); 317-318","Gaceta Sanitaria","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112015000400015&lang=pt" 
"S0871-34132015000400005-prt","Como crear una mente: el secreto revelado del pensamiento humano ¿ existen experimentos humanos secretos ?","Flores, David Salinas","Arquivos de Medicina; 29(4); 112-113","Arquivos de Medicina","Espanhol","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0871-34132015000400005&lang=pt" 
"S0213-91112015000400018-spa","Análisis de la intervención de precios de los medicamentos en España y Europa: panorama de la regulación y los estudios empíricos","Oliva, Juan","Gaceta Sanitaria; 29(4); 321-321","Gaceta Sanitaria","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112015000400018&lang=pt" 
"S0213-91112015000400014-spa","Malaria in Europe: a rare disease?","Olaso, Aitor, Górgolas, Miguel de, Ramos, José M.","Gaceta Sanitaria; 29(4); 316-317","Gaceta Sanitaria","Inglês","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112015000400014&lang=pt" 
"S0213-91112015000400017-spa","Las llaves del acceso abierto","Meneu, Ricard, Ortún, Vicente","Gaceta Sanitaria; 29(4); 319-320","Gaceta Sanitaria","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112015000400017&lang=pt" 
"S0012-73532015000400011-col","Methodology for relative location of voltage sag source using voltage measurements only","Blanco-Solano, Jairo, Petit-Suárez, Johann F., Ordóñez-Plata, Gabriel","DYNA; 82(192); 94-100","DYNA","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0012-73532015000400011&lang=pt" 
"S0012-73532015000400009-col","Vulnerability assessment of power systems to intentional attacks using a specialized genetic algorithm","Agudelo, Laura, López-Lezama, Jesús María, Muñoz-Galeano, Nicolás","DYNA; 82(192); 78-84","DYNA","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0012-73532015000400009&lang=pt" 
"S0012-73532015000400002-col","Loads Characterization using the instantaneous power tensor theory","Trujillo-Orozco, Odair Augusto, Garcés-Gómez, Yeison Alberto, Ustariz-Farfán, Armando Jaime, Cano-Plata, Eduardo Antonio","DYNA; 82(192); 19-25","DYNA","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0012-73532015000400002&lang=pt" 
"S0012-73532015000400003-col","Analysis of voltage sag compensation in distribution systems using a multilevel DSTATCOM in ATP/EMTP","Rojas-Cubides, Herbert Enrique, Cruz-Bernal, Audrey Soley, Rojas-Cubides, Harvey David","DYNA; 82(192); 26-36","DYNA","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0012-73532015000400003&lang=pt" 
"S0012-73532015000400004-col","Estimating the produced power by photovoltaic installations in shaded environments","Ramos-Paja, Carlos Andrés, Saavedra-Montes, Andrés Julián, Trejos, Luz Adriana","DYNA; 82(192); 37-43","DYNA","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0012-73532015000400004&lang=pt" 
"S0012-73532015000400005-col","Effects on lifetime of low voltage conductors due to stationary power quality disturbances","Duran-Tovar, Ivan Camilo, Pavas-Martínez, Fabio Andrés, Duarte-Velasco, Oscar German","DYNA; 82(192); 44-51","DYNA","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0012-73532015000400005&lang=pt" 
"S0213-91112015000400016-spa","Maximizar la rentabilidad de la inversión para la salud pública con hardware médico de código abierto","Pearce, Joshua M.","Gaceta Sanitaria; 29(4); 319-319","Gaceta Sanitaria","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112015000400016&lang=pt" 
"S2218-36202015000200002-cub","Acciones y resultados preliminares relativos a la gestión de documentos en la Universidad de Cienfuegos","Pérez Borges, Aylén, Miranda Bacás, Blanca Elena","Revista Universidad y Sociedad; 7(2); 7-15","Revista Universidad y Sociedad","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S2218-36202015000200002&lang=pt" 
"S2077-21612015000200004-bol","PROPIEDADES PSICOMÉTRICAS DE UNA VERSIÓN BREVE DE LA ESCALA DE RUMIACIÓN RELACIONADA A UN EVENTO EN POBLACIÓN CHILENA AFECTADA POR EVENTOS ALTAMENTE ESTRESANTES","Alzugaray, Carolina, García, Felipe E., Reyes, Alejandro, Alvarez, Rodolfo","Ajayu Órgano de Difusión Científica del Departamento de Psicología UCBSP; 13(2); 183-198","Ajayu Órgano de Difusión Científica del Departamento de Psicología UCBSP","Espanhol","2015","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S2077-21612015000200004&lang=pt" 
"S2077-21612015000200008-bol","TERAPIA FAMILIAR ESTRUCTURALISTA APLICADA A UNA FAMILIA CON UN HIJO CON AUTISMO","Miranda Araoz, Carla","Ajayu Órgano de Difusión Científica del Departamento de Psicología UCBSP; 13(2); 284-299","Ajayu Órgano de Difusión Científica del Departamento de Psicología UCBSP","Espanhol","2015","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S2077-21612015000200008&lang=pt" 
"S2077-21612015000200002-bol","EL SUPERYÓ Y LA ÉPOCA ACTUAL","Contreras Bustamante, Jimena","Ajayu Órgano de Difusión Científica del Departamento de Psicología UCBSP; 13(2); 147-151","Ajayu Órgano de Difusión Científica del Departamento de Psicología UCBSP","Espanhol","2015","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S2077-21612015000200002&lang=pt" 
"S1665-952X2015000200109-mex","El legado intelectual de los economistas mexicanos","Blanco, Mónica","Economía UNAM; 12(35); 109-114","Economía UNAM","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-952X2015000200109&lang=pt" 
"S1665-952X2015000200069-mex","Transferencias e impuesto predial en México","Canavire-Bacarreza, Gustavo, Zúñiga Espinoza, Nicolás Guadalupe","Economía UNAM; 12(35); 69-99","Economía UNAM","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-952X2015000200069&lang=pt" 
"S1665-952X2015000200023-mex","Orígenes y evolución de la política fiscal militar postkeynesiana en Estados Unidos","Cypher, James Martín","Economía UNAM; 12(35); 23-44","Economía UNAM","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-952X2015000200023&lang=pt" 
"S1665-952X2015000200115-mex","Víctor L. Urquidi. Trayectoria intelectual","Escamilla Cano, Alma","Economía UNAM; 12(35); 115-120","Economía UNAM","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-952X2015000200115&lang=pt" 
"S1665-952X2015000200045-mex","Crisis de la zona euro: fallas estructurales y políticas de austeridad","Diaz Ceballos, Anuar Sucar","Economía UNAM; 12(35); 45-68","Economía UNAM","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-952X2015000200045&lang=pt" 
"S1665-952X2015000200003-mex","Las ciudades latinoamericanas en la economía mundial: la geografía de centralidad económica y sus transformaciones recientes","Parnreiter, Christof","Economía UNAM; 12(35); 3-22","Economía UNAM","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-952X2015000200003&lang=pt" 
"S2077-21612015000200007-bol","RELACIÓN ENTRE LA PERCEPCIÓN DE LA RESILIENCIA Y LA AUTOESTIMA EN NIÑOS DE 10 A 12 AÑOS DE COLEGIOS PRIVADOS Y PÚBLICOS DE LA CIUDAD DE LA PAZ","Rossi Mercado, Daniela","Ajayu Órgano de Difusión Científica del Departamento de Psicología UCBSP; 13(2); 261-283","Ajayu Órgano de Difusión Científica del Departamento de Psicología UCBSP","Espanhol","2015","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S2077-21612015000200007&lang=pt" 
"S2077-21612015000200009-bol","CARACTERIZACIÓN DE LAS FAMILIAS TARIJEÑAS DESDE LAS DIMENSIONES VINCULARES: ESTUDIO DE CASO DE FAMILIAS CON AL MENOS UN HIJO ADOLESCENTE EN LA CIUDAD DE TARIJA","Valencia, Carolina, Soto Montenegro, Carolina, Forte, Alma Luz, van der Valk, Alba","Ajayu Órgano de Difusión Científica del Departamento de Psicología UCBSP; 13(2); 300-325","Ajayu Órgano de Difusión Científica del Departamento de Psicología UCBSP","Espanhol","2015","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S2077-21612015000200009&lang=pt" 
"S1405-31952015000500005-mex","Response of a fourth ratoon sugarcane crop to nitrogen, silicon, and lime fertilization","Silva, Gilmara Pereira da, Prado, Renato de Mello, Almeida, Thiago Batista Firmato, Nóia, N. Regina de Campos","Agrociencia; 49(5); 533-544","Agrociencia","Inglês","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-31952015000500005&lang=pt" 
"S1405-31952015000500001-mex","Respuesta estral y perfil hormonal en ovejas de pelo sincronizadas con protocolos cortos a base de prostaglandinas","Arroyo-Ledezma, Jaime, Hernández-López, Javier, Ávila-Serrano, Narciso Y., Camacho-Escobar, Marco A.","Agrociencia; 49(5); 475-482","Agrociencia","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-31952015000500001&lang=pt" 
"S1405-31952015000500003-mex","Evaluación del estado físico de la tortuga blanca, Dermatemys mawii, bajo condiciones de cautiverio en Tabasco, México","Rangel-Mendoza, Judith A., Weber, Manuel","Agrociencia; 49(5); 499-511","Agrociencia","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-31952015000500003&lang=pt" 
"S1405-31952015000500008-mex","Respuesta de árboles de duraznero [Prunus persica (L.) Batsch] compuesto de dos cultivares en un ambiente con incidencia de heladas: floración y amarre de fruto","Santiago-Mejía, Horacio, Cortés-Flores, José I., Turrent-Fernández, Antonio, Livera-Muñoz, Manuel, García-Moya, Edmundo, Zavaleta-Mancera, Hilda A., Volke-Haller, Víctor H.","Agrociencia; 49(5); 573-592","Agrociencia","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-31952015000500008&lang=pt" 
"S1405-31952015000500004-mex","Distribución de raíces y de radiación solar en el dosel de maíz y frijol intercalados","Albino-Garduño, Rocio, Turrent-Fernández, Antonio, Cortés-Flores, J. Isabel, Livera-Muñoz, Manuel, Mendoza-Castillo, M. Carmen","Agrociencia; 49(5); 513-531","Agrociencia","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-31952015000500004&lang=pt" 
"S1665-26732015000200003-mex","Museos y la Internet: contextos para la innovación","Elisondo, Romina, Melgar, María Fernanda","Innovación educativa (México, DF); 15(68); 17-32","Innovación educativa (México, DF)","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-26732015000200003&lang=pt" 
"S1405-31952015000500007-mex","El valor genotípico en la selección de líneas de frijol","Bertoldo, Juliano Garcia, Coutinho, Gilberto de Lima, Pelisser, Amanda, Favreto, Rodrigo, Silva, Raquel Paz da","Agrociencia; 49(5); 559-572","Agrociencia","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-31952015000500007&lang=pt" 
"S1665-26732015000200008-mex","Las prácticas de evaluación del aprendizaje en relación con los estándares internacionales: un estudio exploratorio","Gallardo Córdova, Katherina Edith, Valdés Lozano, Dora Elvia, Álvarez Cardona, Numar","Innovación educativa (México, DF); 15(68); 117-133","Innovación educativa (México, DF)","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-26732015000200008&lang=pt" 
"S1665-26732015000200009-mex","Validación de la Escala de Motivación de Logro Escolar (EME-E) en estudiantes de bachillerato en México","Becerra González, Cruz Edgardo, Morales Ballesteros, Mynor Allan","Innovación educativa (México, DF); 15(68); 135-153","Innovación educativa (México, DF)","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-26732015000200009&lang=pt" 
"S1405-31952015000500002-mex","Caracterización fisicoquímica, mecánica y estructural de películas de almidones oxidados de avena y plátano adicionadas con betalaínas","Zamudio-Flores, Paul B., Ochoa-Reyes, Emilio, Ornelas-Paz, José de J., Tirado-Gallegos, Juan M., Bello-Pérez, Luis A., Rubio-Ríos, Anilú, Cárdenas-Felix, Rosario G.","Agrociencia; 49(5); 483-498","Agrociencia","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-31952015000500002&lang=pt" 
"S1665-26732015000200006-mex","La modalidad mixta: un estudio sobre los significados de los estudiantes universitarios","Mortis Lozoya, Sonia Verónica, del Hierro Parra, Elizabeth, García López, Ramona Imelda, Manig Valenzuela, Agustín","Innovación educativa (México, DF); 15(68); 73-97","Innovación educativa (México, DF)","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-26732015000200006&lang=pt" 
"S1665-26732015000200007-mex","El estudio de los hábitos de conexión en redes sociales virtuales, por medio de la minería de datos","Cortés Campos, Rocío Leticia, Zapata González, Alfredo, Menéndez Domínguez, Víctor Hugo, Canto Herrera, Pedro José","Innovación educativa (México, DF); 15(68); 99-114","Innovación educativa (México, DF)","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-26732015000200007&lang=pt" 
"S1576-59622015000200001-esp","Legitimidad y desempeño en el trabajo: cuando el derecho legitima y el merecimiento cualifica","Jiménez-Moya, Gloria, Navarro-Mantas, Laura, Willis, Guillermo B., Nonami, Hiroshi, Rodríguez-Bailón, Rosa","Revista de Psicología del Trabajo y de las Organizaciones; 31(2); 59-68","Revista de Psicología del Trabajo y de las Organizaciones","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1576-59622015000200001&lang=pt" 
"S1665-26732015000200001-mex","Editorial","Rosado Moreno, Daffny","Innovación educativa (México, DF); 15(68); 7-8","Innovación educativa (México, DF)","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-26732015000200001&lang=pt" 
"S1665-26732015000200010-mex","Festines y ayunos: Ensayos en homenaje a Octavio Paz (1914-2014)","Preciado Solís, Benjamín","Innovación educativa (México, DF); 15(68); 155-158","Innovación educativa (México, DF)","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-26732015000200010&lang=pt" 
"S1576-59622015000200005-esp","Individual differences in predicting occupational success: the effect of population heterogeneity","Gilar, Raquel, Haro, Jose Manuel de, Castejon, Juan Luis","Revista de Psicología del Trabajo y de las Organizaciones; 31(2); 101-107","Revista de Psicología del Trabajo y de las Organizaciones","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1576-59622015000200005&lang=pt" 
"S1576-59622015000200003-esp","Procedimientos de selección de personal en pequeñas y medianas empresas españolas","Alonso, Pamela, Moscoso, Silvia, Cuadrado, Dámaris","Revista de Psicología del Trabajo y de las Organizaciones; 31(2); 79-89","Revista de Psicología del Trabajo y de las Organizaciones","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1576-59622015000200003&lang=pt" 
"S1576-59622015000200002-esp","Estrés de rol y satisfacción laboral: examinando el papel mediador del engagement en el trabajo","Orgambídez-Ramos, Alejandro, Pérez-Moreno, Pedro J., Borrego-Alés, Yolanda","Revista de Psicología del Trabajo y de las Organizaciones; 31(2); 69-77","Revista de Psicología del Trabajo y de las Organizaciones","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1576-59622015000200002&lang=pt" 
"S1576-59622015000200006-esp","Construct validity evidence for the individual Authenticity Measure at Work in Brazilian samples","Silva de Carvalho Chinelato, Renata, Ferreira, Maria Cristina, Valentini, Felipe, Van den Bosch, Ralph","Revista de Psicología del Trabajo y de las Organizaciones; 31(2); 109-118","Revista de Psicología del Trabajo y de las Organizaciones","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1576-59622015000200006&lang=pt" 
"S1576-59622015000200004-esp","The prediction of workers&#039; food safety intentions and behavior with job attitudes and the reasoned action approach","Hinsz, Verlin B., Nickell, Gary S.","Revista de Psicología del Trabajo y de las Organizaciones; 31(2); 91-100","Revista de Psicología del Trabajo y de las Organizaciones","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1576-59622015000200004&lang=pt" 
"S1665-26732015000200002-mex","Educación virtual: consideraciones éticas y semánticas desde la infoesfera","Martínez Ruiz, Xicoténcatl","Innovación educativa (México, DF); 15(68); 9-14","Innovación educativa (México, DF)","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-26732015000200002&lang=pt" 
"S1576-59622015000200007-esp","Factores psicosociales del presentismo en trabajadores del Sistema de Salud chileno","Vera-Calzaretta, Aldo, Carrasco-Dájer, Claudia, Costa, Silvia da, Páez-Rovira, Darío","Revista de Psicología del Trabajo y de las Organizaciones; 31(2); 119-128","Revista de Psicología del Trabajo y de las Organizaciones","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1576-59622015000200007&lang=pt" 
"S1665-26732015000200005-mex","El mapa conceptual como estructura de representación de conocimiento en cursos virtuales y su impacto en el aprendizaje visual de estudiantes adultos","Jaramillo Urrutia, Ignacio","Innovación educativa (México, DF); 15(68); 49-72","Innovación educativa (México, DF)","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-26732015000200005&lang=pt" 
"S1665-26732015000200004-mex","Violencia virtual y acoso escolar entre estudiantes universitarios: el lado oscuro de las redes sociales","Prieto Quezada, María Teresa, Carrillo Navarro, José Claudio, Lucio López, Luis Antonio","Innovación educativa (México, DF); 15(68); 33-47","Innovación educativa (México, DF)","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-26732015000200004&lang=pt" 
"S1405-31952015000500006-mex","Respuesta del policultivo jamaica-frijol-maíz a tratamientos de fertilización en Villaflores, Chiapas, México","Ruiz-González, Rosey O., Victorino-Ramírez, Liberio","Agrociencia; 49(5); 545-557","Agrociencia","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-31952015000500006&lang=pt" 
"S1135-57272015000400003-spa","Verificación de la eliminación del sarampión y la rubéola en la Región Europea de la OMS: el caso de España","Santos Preciado, José Ignacio","Revista Española de Salud Pública; 89(4); 353-355","Revista Española de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272015000400003&lang=pt" 
"S1135-57272015000400001-spa","Seminario sobre la eliminación del sarampión y la rubeola en España","Castrodeza Sanz, José Javier","Revista Española de Salud Pública; 89(4); 343-344","Revista Española de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272015000400001&lang=pt" 
"S1135-57272015000400009-spa","Brotes epidémicos de sarampión en Andalucía durante el período 2010-2015","Montaño Remacha, Carmen, Gallardo García, Virtudes, Mochón Ochoa, M. Mar, García Fernández, Marcelino, Mayoral Cortés, José María, Ruiz Fernández, Josefa","Revista Española de Salud Pública; 89(4); 407-418","Revista Española de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272015000400009&lang=pt" 
"S2007-11322015000400009-mex","Enfermedades foliares del arbolado en el Parque Cultural y Recreativo Tezozómoc, Azcapotzalco, Distrito Federal","Reséndiz Martínez, José Francisco, Guzmán Díaz, Lidia, Muñoz Viveros, Ana Lilia, Nieto de Pascual Pola, Cecilia, Olvera Coronel, Lilia Patricia","Revista mexicana de ciencias forestales; 6(30); 106-123","Revista mexicana de ciencias forestales","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-11322015000400009&lang=pt" 
"S2007-11322015000400005-mex","Análisis de semilla, tratamientos pregerminativos de Enterolobium cyclocarpum (Jacq.) Griseb. y su crecimiento inicial","Viveros Viveros, Héctor, Hernández Palmeros, Juan Diego, Velasco García, Mario Valerio, Robles Silva, René, Ruiz Montiel, César, Aparicio Rentería, Armando, Martínez Hernández, María de Jesús, Hernández Villa, Julia, Hernández Hernández, María Luisa","Revista mexicana de ciencias forestales; 6(30); 52-65","Revista mexicana de ciencias forestales","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-11322015000400005&lang=pt" 
"S2007-11322015000400004-mex","Sensibilidad de 20 procedencias de pino y oyamel a los oxidantes fotoquímicos","Hernández Tejeda, Tomás, Benavides Meza, Héctor Mario","Revista mexicana de ciencias forestales; 6(30); 32-51","Revista mexicana de ciencias forestales","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-11322015000400004&lang=pt" 
"S2007-11322015000400003-mex","Supervivencia en plantaciones de Pinus pseudostrobus Lindl. en función del sistema de producción y preacondicionamiento en vivero","Sigala Rodríguez, José Ángel, González Tagle, Marco Aurelio, Prieto Ruíz, José Ángel","Revista mexicana de ciencias forestales; 6(30); 20-31","Revista mexicana de ciencias forestales","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-11322015000400003&lang=pt" 
"S2007-11322015000400008-mex","Factor de conversión de productos forestales en la industria de tarimas en Durango","Haro Pacheco, Alan Javier, Nájera Luna, Juan Abel, Méndez González, Jorge, Corral Rivas, Sacramento, Hernández Díaz, José Ciro, Carrillo Parra, Artemio, Cruz Cobos, Francisco","Revista mexicana de ciencias forestales; 6(30); 90-105","Revista mexicana de ciencias forestales","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-11322015000400008&lang=pt" 
"S2007-11322015000400001-mex","30 aniversario","Zamora Martínez, Marisela Cristina","Revista mexicana de ciencias forestales; 6(30); 04-05","Revista mexicana de ciencias forestales","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-11322015000400001&lang=pt" 
"S0124-00642015000400011-spa","Participación de terapia ocupacional en contextos de conflicto armado y postconflicto","Peñas-Felizzola, Olga L., Gómez-Galindo, Ana M., Parra-Esquivel, Eliana I.","Revista de Salud Pública; 17(4); 612-625","Revista de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0124-00642015000400011&lang=pt" 
"S0124-00642015000400001-spa","A influência do desenvolvimento sexual sobre as qualidades físicas básicas de meninos adolescentes","Vidal-Linhares, Renato, Barros-Costa, Mônica, Fernandes Filho, José","Revista de Salud Pública; 17(4); 489-499","Revista de Salud Pública","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0124-00642015000400001&lang=pt" 
"S0124-00642015000400004-spa","La adherencia al tratamiento para el VIH/SIDA: más allá de la toma de antirretrovirales","Varela-Arévalo, Maria T., Hoyos-Hernández, Paula A.","Revista de Salud Pública; 17(4); 528-540","Revista de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0124-00642015000400004&lang=pt" 
"S0124-00642015000400003-spa","Brote urbano de leishmaniasis visceral en Neiva, Colombia","Zambrano-Hernandez, Pilar, Ayala-Sotelo, Martha S., Fuya-Oviedo, Patricia, Montenegro-Puentes, Carlos A., Aya-Vanegas, Nancy M., Aguilera-Jaramillo, Germán, Blázquez, Octavio, Becerra, Silvia, Lozano, Carlos, Rojas-García, María C., Rodríguez-Toro, Gerzain","Revista de Salud Pública; 17(4); 514-527","Revista de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0124-00642015000400003&lang=pt" 
"S2007-11322015000400006-mex","Pseudotsuga menziesii (Mirb.) Franco var. glauca (Beissn.)Franco: nuevo registro para Guanajuato","Villagómez Loza, Mario Alberto, Bello González, Miguel Ángel","Revista mexicana de ciencias forestales; 6(30); 66-73","Revista mexicana de ciencias forestales","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-11322015000400006&lang=pt" 
