"S0100-40422003000500014-scl","Híbridos inorgânico-orgânicos derivados da reação de filossicatos com organossilanos","Fonseca, Maria Gardênnia da, Airoldi, Claudio","Química Nova; 26(5); 699-707","Química Nova","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422003000500014&lang=pt" 
"S0102-311X2003000500024-scl","Riscos associados ao processo de desmame entre crianças nascidas em hospital universitário de São Paulo, entre 1998 e 1999: estudo de coorte prospectivo do primeiro ano de vida","Bueno, Milena Baptista, Souza, José Maria Pacheco de, Souza, Sonia Buongermino de, Paz, Suzana Maria Rebelo Sampaio da, Gimeno, Suely Godoy Agostinho, Siqueira, Arnaldo Augusto Franco de","Cadernos de Saúde Pública; 19(5); 1453-1460","Cadernos de Saúde Pública","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500024&lang=pt" 
"S0102-311X2003000500025-scl","Consumo alimentar da população adulta segundo perfil sócio-econômico e demográfico: Projeto Bambuí","Bonomo, Élido, Caiaffa, Waleska Teixeira, César, Cibele Comini, Lopes, Aline Cristine Souza, Lima-Costa, Maria Fernanda","Cadernos de Saúde Pública; 19(5); 1461-1471","Cadernos de Saúde Pública","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500025&lang=pt" 
"S0102-311X2003000500026-scl","Pesquisa avaliativa em reabilitação profissional: a efetividade de um serviço em desconstrução","Takahashi, Mara Alice Batista Conti, Canesqui, Ana Maria","Cadernos de Saúde Pública; 19(5); 1473-1483","Cadernos de Saúde Pública","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500026&lang=pt" 
"S0102-311X2003000500027-scl","Consumo alimentar de adolescentes com e sem sobrepeso do Município do Rio de Janeiro","Andrade, Roseli G., Pereira, Rosangela A., Sichieri, Rosely","Cadernos de Saúde Pública; 19(5); 1485-1495","Cadernos de Saúde Pública","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500027&lang=pt" 
"S0102-311X2003000500028-scl","Situação da filariose bancroftiana na Região Metropolitana do Recife: estudo em uma área endêmica no Município de Jaboatão dos Guararapes, Pernambuco, Brasil","Bonfim, Cristine, Lessa, Fábio, Oliveira, Conceição, Evangelista, Maria José, Espírito Santo, Marlene do, Meireles, Elizeide, Pereira, José Costa, Medeiros, Zulma","Cadernos de Saúde Pública; 19(5); 1497-1505","Cadernos de Saúde Pública","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500028&lang=pt" 
"S0102-311X2003000500029-scl","Acceptability of emergency contraception in Brazil, Chile, and Mexico: 1 - Perceptions of emergency oral contraceptives","Díaz, Soledad, Hardy, Ellen, Alvarado, Gloria, Ezcurra, Enrique","Cadernos de Saúde Pública; 19(5); 1507-1517","Cadernos de Saúde Pública","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500029&lang=pt" 
"S0102-311X2003000500030-scl","Acidentes de trânsito fatais e sua associação com a taxa de mortalidade infantil e adolescência","Sauer, Maria Teresa Nardin, Wagner, Mario Bernardes","Cadernos de Saúde Pública; 19(5); 1519-1526","Cadernos de Saúde Pública","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500030&lang=pt" 
"S0102-311X2003000500031-scl","As tendências pedagógicas e a prática educativa nas ciências da saúde","Pereira, Adriana Lenho de Figueiredo","Cadernos de Saúde Pública; 19(5); 1527-1534","Cadernos de Saúde Pública","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500031&lang=pt" 
"S0102-311X2003000500032-scl","Ectoparasitoses e saúde pública no Brasil: desafios para controle","Heukelbach, Jörg, Oliveira, Fabíola Araújo Sales de, Feldmeier, Hermann","Cadernos de Saúde Pública; 19(5); 1535-1540","Cadernos de Saúde Pública","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500032&lang=pt" 
"S0104-62762003000200004-scl","O conservadorismo patronal da grande imprensa brasileira","Fonseca, Francisco","Opinião Pública; 9(2); 73-92","Opinião Pública","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762003000200004&lang=pt" 
"S0104-62762003000200005-scl","A eleição de 2002","Figueiredo, Rubens, Coutinho, Ciro","Opinião Pública; 9(2); 93-117","Opinião Pública","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762003000200005&lang=pt" 
"S0042-96862003001000014-spa","Smallpox and bioterrorism","Pennington, Hugh","Bulletin of the World Health Organization; 81(10); 762-767","Bulletin of the World Health Organization","Inglês","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862003001000014&lang=pt" 
"S0102-311X2003000500002-spa","Human T-cell Lymphotropic Virus types I and II (HTLV-I/II) in French Guiana: clinical and molecular epidemiology","Kazanji, Mirdad, Gessain, Antoine","Cadernos de Saúde Pública; 19(5); 1227-1240","Cadernos de Saúde Pública","Inglês","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500002&lang=pt" 
"S0102-311X2003000500003-spa","The Pelotas birth cohort study, Rio Grande do Sul, Brazil, 1982-2001","Victora, Cesar G., Barros, Fernando C., Lima, Rosângela C., Behague, Dominique P., Gonçalves, Helen, Horta, Bernardo L., Gigante, Denise P., Vaughan, J. Patrick","Cadernos de Saúde Pública; 19(5); 1241-1256","Cadernos de Saúde Pública","Inglês","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500003&lang=pt" 
"S0102-311X2003000500008-spa","Análise de causas de acidentes e ocorrências anormais, relacionados ao trabalho, em uma refinaria de petróleo, Rio de Janeiro","Souza, Carlos Augusto Vaz de, Freitas, Carlos Machado de","Cadernos de Saúde Pública; 19(5); 1293-1303","Cadernos de Saúde Pública","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500008&lang=pt" 
"S0102-311X2003000500011-spa","O mercado privado de vacinas no Brasil: a mercantilização no espaço da prevenção","Temporão, José Gomes","Cadernos de Saúde Pública; 19(5); 1323-1339","Cadernos de Saúde Pública","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500011&lang=pt" 
"S0102-311X2003000500013-spa","Distribuição social da AIDS no Brasil, segundo participação no mercado de trabalho, ocupação e status sócio-econômico dos casos de 1987 a 1998","Fonseca, Maria Goretti P., Travassos, Cláudia, Bastos, Francisco Inácio, Silva, Nelson do Valle, Szwarcwald, Célia Landmann","Cadernos de Saúde Pública; 19(5); 1351-1363","Cadernos de Saúde Pública","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500013&lang=pt" 
"S0102-311X2003000500017-spa","Considerações sobre estudos de ambientes industriais e não industriais no Brasil: uma abordagem comparativa","Gioda, Adriana, Aquino Neto, Francisco Radler de","Cadernos de Saúde Pública; 19(5); 1389-1397","Cadernos de Saúde Pública","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500017&lang=pt" 
"S0102-311X2003000500021-spa","Saberes e práticas de enfermeiros e obstetras: cooperação e conflito na assistência ao parto","Angulo-Tuesta, Antonia, Giffin, Karen, Gama, Andréa de Sousa, d&#039;Orsi, Eleonora, Barbosa, Gisele Peixoto","Cadernos de Saúde Pública; 19(5); 1425-1436","Cadernos de Saúde Pública","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500021&lang=pt" 
"S0102-311X2003000500029-spa","Acceptability of emergency contraception in Brazil, Chile, and Mexico: 1 - Perceptions of emergency oral contraceptives","Díaz, Soledad, Hardy, Ellen, Alvarado, Gloria, Ezcurra, Enrique","Cadernos de Saúde Pública; 19(5); 1507-1517","Cadernos de Saúde Pública","Inglês","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2003000500029&lang=pt" 
"S0102-311X2003000500017-scl","Considerações sobre estudos de ambientes industriais e não industriais no Brasil: uma abordagem comparativa","Gioda, Adriana, Aquino Neto, Francisco Radler de","Cadernos de Saúde Pública; 19(5); 1389-1397","Cadernos de Saúde Pública","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2003000500017&lang=pt" 
"S0365-05962003000500015-scl","","","Anais Brasileiros de Dermatologia; 78(5); 631-634","Anais Brasileiros de Dermatologia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962003000500015&lang=pt" 
"S0365-05962003000500010-scl","Angiomatose bacilar: revisão da literatura e documentação iconográfica","Velho, Paulo Eduardo Neves Ferreira, Souza, Elemir Macedo de, Cintra, Maria Letícia, Mariotto, Andréa, Moraes, Aparecida Machado de","Anais Brasileiros de Dermatologia; 78(5); 601-609","Anais Brasileiros de Dermatologia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962003000500010&lang=pt" 
"S0365-05962003000500009-scl","Tinea nigra: relato de seis casos no Estado do Paraná","Giraldi, Susana, Marinoni, Leide Parolim, Bertogna, Jeanine, Abbage, Kerstin Taniguchi, Oliveira, Vânia Carvalho de","Anais Brasileiros de Dermatologia; 78(5); 593-600","Anais Brasileiros de Dermatologia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962003000500009&lang=pt" 
"S0365-05962003000500007-scl","Disceratose congênita: relato de caso e revisão da literatura","Carvalho, Sílvia Pimenta de, Silva, Cláudia Márcia de Resende, Gontijo, Bernardo, Pereira, Luciana Baptista, Vale, Everton Siviero do","Anais Brasileiros de Dermatologia; 78(5); 579-586","Anais Brasileiros de Dermatologia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962003000500007&lang=pt" 
"S0365-05962003000500006-scl","Pitiríase versicolor e síndrome da imunodeficiência adquirida (SIDA)","Roza, Marlon Soares, Dornellas, David, Rodrigues, Márcio Tavares, Vieira, Patrícia Viana, Frade, Marco Andrey Cipriani, Carvalho, Maria Teresa Feital de","Anais Brasileiros de Dermatologia; 78(5); 569-577","Anais Brasileiros de Dermatologia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962003000500006&lang=pt" 
"S0365-05962003000500005-scl","O exame neurológico inicial na hanseníase multibacilar: correlação entre a presença de nervos afetados com incapacidades presentes no diagnóstico e com a ocorrência de neurites francas","Pimentel, Maria Inês Fernandes, Borges, Esther, Sarno, Euzenir Nunes, Nery, José Augusto da Costa, Gonçalves, Rosângela Rolo","Anais Brasileiros de Dermatologia; 78(5); 561-568","Anais Brasileiros de Dermatologia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962003000500005&lang=pt" 
"S0365-05962003000500004-scl","Melanoma acrolentiginoso: um desafio ao diagnóstico precoce","Maia, Marcus, Russo, Carla, Ferrari, Nelson, Ribeiro, Manoel Carlos S. de A.","Anais Brasileiros de Dermatologia; 78(5); 553-560","Anais Brasileiros de Dermatologia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962003000500004&lang=pt" 
"S0365-05962003000500003-scl","Diagnóstico laboratorial de micoses superficiais e cutâneas: comparação dos métodos do hidróxido de potássio e do calcofluor white","Brasil, Keith Werneck, Pinheiro, Rosângela Lameira, Pimentel, Ida Chapaval","Anais Brasileiros de Dermatologia; 78(5); 547-551","Anais Brasileiros de Dermatologia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962003000500003&lang=pt" 
"S0365-05962003000500014-scl","Cirurgia micrográfica: a história do surgimento do método de Munique (ou como se pode escrever certo por linhas tortas...)","Kopke, Luis Fernando Figueiredo","Anais Brasileiros de Dermatologia; 78(5); 625-628","Anais Brasileiros de Dermatologia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962003000500014&lang=pt" 
"S0365-05962003000500013-scl","O atendimento dermatológico integrativo: uma contextualização do atendimento médico sob a ótica integrativa","Rocha, Tânia Nely","Anais Brasileiros de Dermatologia; 78(5); 619-624","Anais Brasileiros de Dermatologia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962003000500013&lang=pt" 
"S0365-05962003000500012-scl","Nascimento da Dermatologia","Azulay, Rubem David","Anais Brasileiros de Dermatologia; 78(5); 615-617","Anais Brasileiros de Dermatologia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962003000500012&lang=pt" 
"S0365-05962003000500011-scl","Caso para diagnóstico","Estrella, Elisa, Souza, Vania Cesario de, Antelo, Daniela Pereira, Azulay-Abulafia, Luna, Sousa, Maria Auxiliadora Jeunon de","Anais Brasileiros de Dermatologia; 78(5); 611-613","Anais Brasileiros de Dermatologia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962003000500011&lang=pt" 
"S0365-05962003000500008-scl","Eritroqueratodermia simétrica progressiva: relato de caso","Dal Magro, Cristiane, Pellenz, Carina, Bakos, Lucio","Anais Brasileiros de Dermatologia; 78(5); 587-591","Anais Brasileiros de Dermatologia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962003000500008&lang=pt" 
"S0104-62762003000200006-scl","Tendências","","Opinião Pública; 9(2); 119-167","Opinião Pública","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762003000200006&lang=pt" 
"S0365-05962003000500002-scl","Cicatrização: conceitos atuais e recursos auxiliares - Parte II","Mandelbaum, Samuel Henrique, Di Santis, Érico Pampado, Mandelbaum, Maria Helena Sant&#039;Ana","Anais Brasileiros de Dermatologia; 78(5); 525-542","Anais Brasileiros de Dermatologia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962003000500002&lang=pt" 
"S0104-93132003000200001-scl","Fundos de pensão no Brasil do final do século XX: guerra cultural, modelos de capitalismo e os destinos das classes médias","Grün, Roberto","Mana; 9(2); 7-38","Mana","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-93132003000200001&lang=pt" 
"S0104-93132003000200002-scl","Estimando a necessidade: os oráculos de ifá e a verdade em Havana","Holbraad, Martin","Mana; 9(2); 39-77","Mana","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-93132003000200002&lang=pt" 
"S0104-93132003000200003-scl","O vermelho e o negro: um experimento para pensar o ritual","Houseman, Michael","Mana; 9(2); 79-107","Mana","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-93132003000200003&lang=pt" 
"S0104-93132003000200004-scl","Os conteúdos das visões da ayahuasca","Shanon, Benny","Mana; 9(2); 109-152","Mana","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-93132003000200004&lang=pt" 
"S0104-62762003000200002-scl","Dimensões da cibercultura no Brasil","Echegaray, Fabián","Opinião Pública; 9(2); 20-45","Opinião Pública","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762003000200002&lang=pt" 
"S0104-62762003000200003-scl","Os partidos uruguaios: a transição na transição","Lanzaro, Jorge","Opinião Pública; 9(2); 46-72","Opinião Pública","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762003000200003&lang=pt" 
"S1516-35982003000500005-scl","Caracterização morfofisiológica e agronômica de Paspalum dilatatum Poir. biótipo Virasoro e Festuca arundinacea Schreb: 2. Disponibilidade de forragem e valor nutritivo","Costa, Deise Isabel da, Scheffer-Basso, Simone Meredith, Favero, Daniela, Fontaneli, Roberto Serena","Revista Brasileira de Zootecnia; 32(5); 1061-1067","Revista Brasileira de Zootecnia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982003000500005&lang=pt" 
"S1516-35982003000500018-scl","Exigência de metionina mais cistina para codornas japonesas em crescimento","Pinto, Rogério, Ferreira, Aloízio Soares, Donzele, Juarez Lopes, Albino, Luiz Fernando Teixeira, Silva, Martinho de Almeida e, Soares, Rita da Trindade Ribeiro Nobre, Pereira, Ciane Aparecida","Revista Brasileira de Zootecnia; 32(5); 1174-1181","Revista Brasileira de Zootecnia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982003000500018&lang=pt" 
"S1516-35982003000500022-scl","Curvas de crescimento de ovinos Bergamácia criados no Distrito Federal","McManus, Concepta, Evangelista, Cibele, Fernandes, Luiz Augusto Costa, Miranda, Roberto Meirelles de, Moreno-Bernal, Francisco Ernesto, Santos, Natalia Ribeiro dos","Revista Brasileira de Zootecnia; 32(5); 1207-1212","Revista Brasileira de Zootecnia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982003000500022&lang=pt" 
"S1516-35982003000500021-scl","Análise bioeconômica da introdução de período de monta em sistemas de produção de rebanhos de cria na região do Brasil Central","Abreu, Urbano Gomes Pinto de, Cezar, Ivo Martins, Torres, Robledo de Almeida","Revista Brasileira de Zootecnia; 32(5); 1198-1206","Revista Brasileira de Zootecnia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982003000500021&lang=pt" 
"S1516-35982003000500023-scl","Propionato de cálcio no amaciamento do músculo Longissimus dorsi de bovinos de corte","Pedreira, Aparecida Carla de Moura Silveira, Leme, Paulo Roberto, Pereira, Angélica Simone Cravo, Luchiari Filho, Albino","Revista Brasileira de Zootecnia; 32(5); 1213-1219","Revista Brasileira de Zootecnia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982003000500023&lang=pt" 
"S1516-35982003000500002-scl","Avaliação de três cultivares de Panicum maximum Jacq. sob pastejo: composição da dieta, consumo de matéria seca e ganho de peso animal","Brâncio, Patrícia Amarante, Nascimento Junior, Domicio do, Euclides, Valéria Pacheco Batista, Fonseca, Dilermando Miranda da, Almeida, Roberto Giolo de, Macedo, Manuel Cláudio Motta, Barbosa, Rodrigo Amorim","Revista Brasileira de Zootecnia; 32(5); 1037-1044","Revista Brasileira de Zootecnia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982003000500002&lang=pt" 
"S1516-35982003000500003-scl","Avaliação de três cultivares de Panicum maximum Jacq. sob pastejo: comportamento ingestivo de bovinos","Brâncio, Patrícia Amarante, Euclides, Valéria Pacheco Batista, Nascimento Junior, Domicio do, Fonseca, Dilermando Miranda da, Almeida, Roberto Giolo de, Macedo, Manuel Cláudio Motta, Barbosa, Rodrigo Amorim","Revista Brasileira de Zootecnia; 32(5); 1045-1053","Revista Brasileira de Zootecnia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982003000500003&lang=pt" 
"S1516-35982003000500007-scl","Análise de trilha para rendimento de sementes em trevo vermelho (Trifolium pratense L.)","Montardo, Daniel Portella, Dall&#039;Agnol, Miguel, Crusius, Andréa Facchini, Paim, Nilton Rodrigues","Revista Brasileira de Zootecnia; 32(5); 1076-1082","Revista Brasileira de Zootecnia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982003000500007&lang=pt" 
"S1516-35982003000500008-scl","Características agronômicas e composição química de oito híbridos de sorgo [Sorghum bicolor (L.) Moench]","Pedreira, Márcio dos Santos, Reis, Ricardo Andrade, Berchielli, Telma Teresinha, Moreira, Andréia Luciane, Coan, Rogério Marchiori","Revista Brasileira de Zootecnia; 32(5); 1083-1092","Revista Brasileira de Zootecnia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982003000500008&lang=pt" 
"S1516-35982003000500009-scl","Indução hormonal da ovulação e desmame precoce na fertilidade pós-parto de vacas de corte homozigotas e heterozigotas para o microssatélite BMS3004","Bastos, Guilherme de Medeiros, Gonçalves, Paulo Bayard Dias, Machado, Márcia Silveira Netto, Restle, João, Neves, Jairo Pereira, Oliveira, João Francisco Coelho de, Farias, Alexandre Morales, Siqueira, Lucas, Faturi, Cristian","Revista Brasileira de Zootecnia; 32(5); 1093-1103","Revista Brasileira de Zootecnia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982003000500009&lang=pt" 
"S1516-35982003000500010-scl","Utilização de modelos de regressão aleatória para produção de leite no dia do controle, com diferentes estruturas de variâncias residuais","El Faro, Lenira, Albuquerque, Lucia Galvão de","Revista Brasileira de Zootecnia; 32(5); 1104-1113","Revista Brasileira de Zootecnia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982003000500010&lang=pt" 
"S1516-35982003000500011-scl","Desempenho de diferentes grupos genéticos de bovinos de corte em confinamento","Euclides Filho, Kepler, Figueiredo, Geraldo Ramos de, Euclides, Valéria Pacheco Batista, Silva, Luiz Otávio Campos da, Rocco, Vanessa, Barbosa, Rodrigo Amorim, Junqueira, Claudia Elias","Revista Brasileira de Zootecnia; 32(5); 1114-1122","Revista Brasileira de Zootecnia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982003000500011&lang=pt" 
"S1516-35982003000500013-scl","Modelos de predição da natimortalidade em suínos","Santoro, Kleber Régis, Barbosa, Severino Benone Paes, Holanda, Mônica Calixto Ribeiro de","Revista Brasileira de Zootecnia; 32(5); 1131-1140","Revista Brasileira de Zootecnia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982003000500013&lang=pt" 
"S1516-35982003000500014-scl","Estimação de parâmetros genéticos para probabilidade de prenhez aos 14 meses e altura na garupa em bovinos da raça Nelore","Silva, Josineudson Augusto II de Vasconcelos, Van Melis, Marcelo Hessel, Eler, Joanir Pereira, Ferraz, José Bento Sterman","Revista Brasileira de Zootecnia; 32(5); 1141-1146","Revista Brasileira de Zootecnia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982003000500014&lang=pt" 
"S1516-35982003000500015-scl","Efeito da fitase e xilanase sobre o desempenho e as características ósseas de frangos de corte alimentados com dietas contendo farelo de arroz","Conte, Ademir José, Teixeira, Antonio Soares, Fialho, Elias Tadeu, Schoulten, Neudi Artêmio, Bertechini, Antônio Gilberto","Revista Brasileira de Zootecnia; 32(5); 1147-1156","Revista Brasileira de Zootecnia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982003000500015&lang=pt" 
"S1516-35982003000500016-scl","Valor nutritivo e desempenho de coelhos em crescimento alimentados com rações contendo milho extrusado","Furlan, Antonio Claudio, Monteiro, Renilda Terezinha, Scapinello, Claudio, Moreira, Ivan, Murakami, Alice Eiko, Otutumi, Luciana Kazue, Santolin, Maurício Luiz da Rosa","Revista Brasileira de Zootecnia; 32(5); 1157-1165","Revista Brasileira de Zootecnia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982003000500016&lang=pt" 
"S1516-35982003000500019-scl","Exigência de lisina para codornas japonesas em postura","Pinto, Rogério, Ferreira, Aloízio Soares, Donzele, Juarez Lopes, Silva, Martinho de Almeida e, Soares, Rita da Trindade Ribeiro Nobre, Custódio, Gislene Santos, Pena, Karine da Silva","Revista Brasileira de Zootecnia; 32(5); 1182-1189","Revista Brasileira de Zootecnia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982003000500019&lang=pt" 
"S1516-35982003000500020-scl","Níveis de cálcio em rações de frangos de corte na fase inicial suplementadas com fitase","Schoulten, Neudi Artemio, Teixeira, Antônio Soares, Freitas, Rilke Tadeu Fonseca de, Bertechini, Antônio Gilberto, Conte, Ademir José, Silva, Hunaldo Oliveira","Revista Brasileira de Zootecnia; 32(5); 1190-1197","Revista Brasileira de Zootecnia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982003000500020&lang=pt" 
"S1516-35982003000500024-scl","Desempenho e características quantitativas de carcaça de novilhos Braford desmamados aos 100 ou 180 dias de idade e abatidos aos 13-14 meses","Pötter, Bernardo Augusto Albornoz, Lobato, José Fernando Piva","Revista Brasileira de Zootecnia; 32(5); 1220-1226","Revista Brasileira de Zootecnia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982003000500024&lang=pt" 
"S1516-35982003000500025-scl","Estimativa do peso e do rendimento de carcaça de tourinhos Brangus e Nelore, por medidas de ultra-sonografia","Silva, Saulo da Luz e, Leme, Paulo Roberto, Putrino, Soraia Marques, Martello, Luciane Silva, Lima, César Gonçalves de, Lanna, Dante Pazzanese Duarte","Revista Brasileira de Zootecnia; 32(5); 1227-1235","Revista Brasileira de Zootecnia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982003000500025&lang=pt" 
"S1516-35982003000500027-scl","Utilização de soja integral tostada na dieta de vacas em lactação, em pastagem de coastcross (Cynodon dactylon, L. Pers.)","Vilela, Duarte, Matos, Leovegildo Lopes de, Alvim, Maurilio José, Matiolli, João Batista","Revista Brasileira de Zootecnia; 32(5); 1243-1249","Revista Brasileira de Zootecnia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982003000500027&lang=pt" 
"S1516-35982003000500029-scl","Diferentes balanços catiônicos-aniônicos da dieta de vacas da raça Holandesa","Leite, Laudí Cunha, Andriguetto, José Luciano, Paula, Meiby Carneiro de, Rocha, Rita Maria Venancio Mangrich","Revista Brasileira de Zootecnia; 32(5); 1259-1265","Revista Brasileira de Zootecnia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982003000500029&lang=pt" 
"S1516-35982003000500030-scl","Parâmetros de fermentação ruminal em bovinos alimentados com grãos de milho ou sorgo de alta umidade ensilados","Passini, Roberta, Rodrigues, Paulo Henrique Mazza, Castro, Ari Luiz de, Silveira, Antonio Carlos","Revista Brasileira de Zootecnia; 32(5); 1266-1274","Revista Brasileira de Zootecnia","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982003000500030&lang=pt" 
