"S0717-93082013000300006-chl","Malformación cavernomatosa: Revisión de una patología clásica","Aliaga Q, Adolfo, Palavecino B, Támara, Espinoza A, Rodrigo, Dellien Z, Holvis","Revista chilena de radiología; 19(3); 117-124","Revista chilena de radiología","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-93082013000300006&lang=pt" 
"S0864-21762013000400004-cub","Estereopsis en niños operados de estrabismo en el Instituto Cubano de Oftalmología","Prado Blanco, Yuliet, Naranjo Fernández, Rosa María, Estévez Miranda, Yaimir, Méndez Sánchez, Teresita de Jesús","Revista Cubana de Oftalmología; 26(); 562-570","Revista Cubana de Oftalmología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21762013000400004&lang=pt" 
"S0864-21762013000400008-cub","Actualización en el tratamiento médico del glaucoma pediátrico","Blanco González, Yanileidy, Méndez Sánchez, Teresita de Jesús, Casanuevas Cabeza, Haymy, López Felipe, Daniel, Santiesteban García, Imalvet, Arronte Alarcón, Teresa","Revista Cubana de Oftalmología; 26(); 605-614","Revista Cubana de Oftalmología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21762013000400008&lang=pt" 
"S0864-21762013000400009-cub","Cirugía refractiva en niños: ¿alternativa de tratamiento de la ambliopía?","Méndez Sánchez, Teresita de Jesús, Hernández Silva, Juan Raúl, Naranjo Fernández, Rosa María, González Blanco, Yanileidy, Casanueva Cabeza, Haymy Caridad, Canes Nápoles, Doris","Revista Cubana de Oftalmología; 26(); 615-623","Revista Cubana de Oftalmología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21762013000400009&lang=pt" 
"S0864-21762013000400005-cub","Características clínicas y epidemiológicas de las ametropías en escolares de la Escuela Primaria &quot;Lidia Doce Sánchez&quot;","Vásquez Hernández, Sissi, Naranjo Fernández, Rosa María","Revista Cubana de Oftalmología; 26(); 571-582","Revista Cubana de Oftalmología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21762013000400005&lang=pt" 
"S0864-21762013000400003-cub","Factores de riesgo que influyen en la no obtención de visión binocular en operados de esotropía congénita","Méndez Sánchez, Teresita de Jesús, Hernández Silva, Juan Raúl, Naranjo Fernández, Rosa María, Castro Pérez, Pedro Daniel, Estévez Miranda, Yaimir, Padilla González, Carmen","Revista Cubana de Oftalmología; 26(); 553-561","Revista Cubana de Oftalmología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21762013000400003&lang=pt" 
"S0864-21762013000400018-cub","Correcting infantile esotropia: what should our aims and methods be?","Parsa, Cameron F","Revista Cubana de Oftalmología; 26(); 702-703","Revista Cubana de Oftalmología","Inglês","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21762013000400018&lang=pt" 
"S0864-21762013000400013-cub","Miastenia grave y miastenia grave ocular","Naranjo Fernández, Rosa María, Estévez Miranda, Yaimir, Méndez Sánchez, Teresita de Jesús, Dorrego Oduardo, Milagros D, Rúa Martínez, Raúl","Revista Cubana de Oftalmología; 26(); 653-667","Revista Cubana de Oftalmología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21762013000400013&lang=pt" 
"S0864-21762013000400012-cub","Consideraciones actuales en la insuficiencia de convergencia","Hernández Santos, Lourdes Rita, Hernández Ruiz, Lázaro Vladimir, Pons Castro, Lucy, Méndez Sánchez, Teresita de Jesús, Dorrego Oduardo, Milagros, Infantes Arceo, Loengrhys","Revista Cubana de Oftalmología; 26(); 642-652","Revista Cubana de Oftalmología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21762013000400012&lang=pt" 
"S0864-21762013000400011-cub","Maduración visual retardada","Monfort Estévez, Yolelvis, Méndez Sánchez, Teresita de Jesús","Revista Cubana de Oftalmología; 26(); 632-641","Revista Cubana de Oftalmología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21762013000400011&lang=pt" 
"S0864-21762013000400010-cub","Actualización en el tratamiento del hemangioma infantil","Dorrego Oduardo, Milagros Danieyis, Hernández Santos, Lourdes Rita, Castro Pérez, Pedro Daniel, Naranjo Fernández, Rosa María, Estévez Miranda, Yaimir, Pons Castro, Lucy","Revista Cubana de Oftalmología; 26(); 624-631","Revista Cubana de Oftalmología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21762013000400010&lang=pt" 
"S0864-21762013000400017-cub","Presentación de dos casos con desviación vertical disociada relacionada con patrón en A","Hernández Santos, Lourdes Rita, Castro Pérez, Pedro Daniel, Pons Castro, Lucy, Rubán Rodríguez, Elyn, Lora, Katya, Sibello de Ustua, Sirley","Revista Cubana de Oftalmología; 26(); 694-701","Revista Cubana de Oftalmología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21762013000400017&lang=pt" 
"S0864-21762013000400016-cub","Parálisis del músculo oblicuo superior atípica","Castro Pérez, Pedro Daniel, Hernández Santos, Lourdes Rita, González Rojas, Yanileidis","Revista Cubana de Oftalmología; 26(); 688-693","Revista Cubana de Oftalmología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21762013000400016&lang=pt" 
"S0864-21762013000400015-cub","Glaucoma en anomalía de Rieger","Blanco González, Yanileidy, Méndez Sánchez, Teresita de Jesús, Casanuevas Cabeza, Haymy, López Felipe, Daniel, Fernández Argones, Liamet, Castro Pérez, Pedro","Revista Cubana de Oftalmología; 26(); 679-687","Revista Cubana de Oftalmología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21762013000400015&lang=pt" 
"S0864-21762013000400014-cub","Síndrome de mielinización de fibras nerviosas retinales, miopía y ambliopía","López Felipe, Daniel, Méndez Sánchez, Teresita de Jesús","Revista Cubana de Oftalmología; 26(); 668-678","Revista Cubana de Oftalmología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21762013000400014&lang=pt" 
"S0864-21762013000400019-cub","Dissociated vertical deviations: now that we know how it develops, how should we treat it?","Parsa, Cameron F","Revista Cubana de Oftalmología; 26(); 704-706","Revista Cubana de Oftalmología","Inglês","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21762013000400019&lang=pt" 
"S1019-91282013000100047-sza","Adipsia and hypernatraemia in a 6-month-old Staffordshire bull terrier","McClure, Vanessa, Dvir, Eran","Journal of the South African Veterinary Association; 84(1); 1-5","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100047&lang=pt" 
"S1019-91282013000100030-sza","The efficacy of a slow-release albendazole capsule against Haemonchus contortus with known resistance to albendazole","Fisher, Alan D., van Sittert, Sybrand J.","Journal of the South African Veterinary Association; 84(1); 1-5","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100030&lang=pt" 
"S1019-91282013000100024-sza","Pharmacokinetics and skin concentrations of lincomycin after intravenous and oral administration to cats","Albarellos, Gabriela A., Montoya, Laura, Denamiel, Graciela A.A., Passini, Sabrina M., Landoni, María F.","Journal of the South African Veterinary Association; 84(1); 1-5","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100024&lang=pt" 
"S1019-91282013000100023-sza","Genetic testing of canine degenerative myelopathy in the South African Boxer dog population","Zeiler, Gareth E., van der Zwan, Henriette, Oosthuizen, Marinda C.","Journal of the South African Veterinary Association; 84(1); 1-5","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100023&lang=pt" 
"S1019-91282013000100028-sza","The effects of prolonged oral administration of the disinfectant calcium hypochlorite in Nigerian commercial cockerels","Iji, Temitayo O., Oyagbemi, Ademola A., Azeez, Odunayo I.","Journal of the South African Veterinary Association; 84(1); 1-5","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100028&lang=pt" 
"S1019-91282013000100001-sza","Knowledge and practices related to bovine brucellosis transmission amongst livestock workers in Yewa, south-western Nigeria","Adesokan, Hezekiah K., Alabi, Peter I., Stack, Judy A., Cadmus, Simeon I.B.","Journal of the South African Veterinary Association; 84(1); 1-5","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100001&lang=pt" 
"S1019-91282013000100002-sza","Investigating the contributing factors to postmortem pH changes in springbok, eland, red hartebeest and kudu edible offal","Magwedere, Kudakwashe, Sithole, Fortune, Hoffman, Louw C., Hemberger, Yvonne M., Dziva, Francis","Journal of the South African Veterinary Association; 84(1); 1-7","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100002&lang=pt" 
"S1019-91282013000100003-sza","Clinicophysiological and haemodynamic effects of fentanyl with xylazine, medetomidine and dexmedetomidine in isoflurane-anaesthetised water buffaloes (Bubalus bubalis)","Singh, Gyan D., Kinjavdekar, Prakash, Amarpal, , Aithal, Hari P., Pawde, Abhijeet M., Zama, Malik M.S., Singh, Jasmeet, Tiwary, Ramesh","Journal of the South African Veterinary Association; 84(1); 1-11","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100003&lang=pt" 
"S1019-91282013000100004-sza","Two sampling techniques for game meat","van der Merwe, Maretha, Jooste, Piet J., Hoffman, Louw C., Calitz, Frikkie J.","Journal of the South African Veterinary Association; 84(1); 1-6","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100004&lang=pt" 
"S1019-91282013000100018-sza","Canine aflatoxicosis outbreak in South Africa (2011): A possible multi-mycotoxins aetiology","Mwanza, Mulunda, Ndou, Rendani V, Dzoma, Blessing, Nyirenda, Mathew, Bakunzi, Frank","Journal of the South African Veterinary Association; 84(1); 01-05","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100018&lang=pt" 
"S1019-91282013000100020-sza","Comparative Brucella abortus antibody prevalence in cattle under contrasting husbandry practices in Uganda","Nizeyimana, Gerald, Mwiine, Frank N., Ayebazibwe, Chrisostom","Journal of the South African Veterinary Association; 84(1); 01-05","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100020&lang=pt" 
"S1019-91282013000100025-sza","The suitability of the Triple trap for the collection of South African livestock-associated Culicoides species","Venter, Gert J., Labuschagne, Karien, Boikanyo, Solomon N.B., Morey, Liesl","Journal of the South African Veterinary Association; 84(1); 1-5","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100025&lang=pt" 
"S1019-91282013000100005-sza","Pharmacokinetics, urinary excretion and plasma protein binding of ofloxacin in water buffalo calves (Bubalus bubalis)","Ola, Ajay K, Sandhu, Harpal S, Dumka, Vinod K, Ranjan, Bibhuti","Journal of the South African Veterinary Association; 84(1); 01-05","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100005&lang=pt" 
"S1019-91282013000100006-sza","Questionnaire Survey on the Occurrence of Risk factors for Toxoplasma gondii infection amongst Farmers in Thika District, Kenya","Ogendi, Edwin, Maina, Naomi, Kagira, John, Ngotho, Maina, Mbugua, Gabriel, Karanja, Simon","Journal of the South African Veterinary Association; 84(1); -","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100006&lang=pt" 
"S1019-91282013000100007-sza","Serological investigation of bovine brucellosis in three cattle production systems in Yewa Division, south-western Nigeria","Cadmus, Simeon I.B, Alabi, Peter I, Adesokan, Hezekiah K, Dale, Emma J, Stack, Judy A","Journal of the South African Veterinary Association; 84(1); -","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100007&lang=pt" 
"S1019-91282013000100008-sza","Circulation of bluetongue virus in goats in the Karamoja region of Uganda","Mulabbi, Elijah N, Ayebazibwe, Chrisostom, Majalija, Samuel, Batten, Carrie A, Oura, Christopher A.L","Journal of the South African Veterinary Association; 84(1); -","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100008&lang=pt" 
"S1019-91282013000100009-sza","A comparison between tick species collected in a controlled and control free area on a game ranch in South Africa","Schroder, Bradley, Reilly, Brian K","Journal of the South African Veterinary Association; 84(1); -","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100009&lang=pt" 
"S1019-91282013000100010-sza","Emergence of rabies in the Gauteng Province, South Africa: 2010-2011","Sabeta, Claude T, Weyer, Jacqueline, Geertsma, Peter, Mohale, Debra, Miyen, Jacobeth, Blumberg, Lucille H, Leman, Patricia A, Phahladira, Baby, Shumba, Wonderful, Walters, Johan, Paweska, Janusz T","Journal of the South African Veterinary Association; 84(1); -","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100010&lang=pt" 
"S1019-91282013000100019-sza","Oxytetracycline and penicillin-G residues in cattle slaughtered in south-western Nigeria: Implications for livestock disease management and public health","Adesokan, Hezekiah K., Agada, Charity A., Adetunji, Victoria O., Akanbi, Ibikunle M.","Journal of the South African Veterinary Association; 84(1); 01-05","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100019&lang=pt" 
"S1019-91282013000100022-sza","Molecular detection of Yaba monkey tumour virus from a vervet monkey","Brettschneider, Helene, Voster, Johan H., Lane, Emily P., van Wilpe, Erna, Biden, Peter, Dalton, Desire L., Kotze, Antoinette","Journal of the South African Veterinary Association; 84(1); 1-5","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100022&lang=pt" 
"S1019-91282013000100026-sza","The 2011 outbreak of African horse sickness in the African horse sickness controlled area in South Africa","Grewar, John D., Weyer, Camilla T., Guthrie, Alan J., Koen, Pieter, Davey, Sewellyn, Quan, Melvyn, Visser, Dawid, Russouw, Esthea, Bührmann, Gary","Journal of the South African Veterinary Association; 84(1); 1-7","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100026&lang=pt" 
"S1019-91282013000100027-sza","Serum neutralising antibody response of seronegative horses against lineage 1 and lineage 2 West Nile virus following vaccination with an inactivated lineage 1 West Nile virus vaccine","Pearce, Michael C., Venter, Marietjie, Schouwstra, Tjitske, van Eeden, Charmaine, Jansen van Vuren, Petrus, Paweska, Janusz, Liu, Bo, du Plessis, Arrie","Journal of the South African Veterinary Association; 84(1); 1-4","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100027&lang=pt" 
"S1019-91282013000100011-sza","The comparison of bolus tracking and test bolus techniques for computed tomography thoracic angiography in healthy beagles","Cassel, Nicolette, Carstens, Ann, Becker, Pieter","Journal of the South African Veterinary Association; 84(1); -","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100011&lang=pt" 
"S1019-91282013000100012-sza","Antimicrobial susceptibility profiles of Staphylococcus intermedius isolates from clinical cases of canine pyoderma in South Africa","Blunt, Catherine A., van Vuuren, Moritz, Picard, Jacqueline","Journal of the South African Veterinary Association; 84(1); -","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100012&lang=pt" 
"S1019-91282013000100013-sza","Fat absorption and deposition in Japanese quail (Coturnix coturnix japonica) fed a high fat diet","Magubane, Mhlengi M., Lembede, Busisani W., Erlwanger, Kennedy H., Chivandi, Eliton, Donaldson, Janine","Journal of the South African Veterinary Association; 84(1); -","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100013&lang=pt" 
"S1019-91282013000100014-sza","Subclinical mastitis in cattle in Algeria: Frequency of occurrence and bacteriological isolates","Saidi, Radhwane, Khelef, Djamel, Kaidi, Rachid","Journal of the South African Veterinary Association; 84(1); -","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100014&lang=pt" 
"S1019-91282013000100015-sza","Effects of the number of people on efficient capture and sample collection: A lion case study","Ferreira, Sam M., Maruping, Nkabeng T., Schoultz, Darius, Smit, Travis R.","Journal of the South African Veterinary Association; 84(1); -","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100015&lang=pt" 
"S1019-91282013000100016-sza","Nucleolus-like bodies in the pineal gland of the adult yak (Bos grunniens)","Xie, Zhaohui H., Gan, Ping","Journal of the South African Veterinary Association; 84(1); -","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100016&lang=pt" 
"S1019-91282013000100017-sza","Experimental study on histopathological changes and tissue tropism of Iranian infectious bronchitis serotype 793/B-like virus in SPF chickens","Bijanzad, Peyman, Momayez, Reza, Bozorgmehrifard, Mohammad H., Hablolvarid, Mohammad H., Pourbakhsh, Seyed A.","Journal of the South African Veterinary Association; 84(1); -","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100017&lang=pt" 
"S1019-91282013000100031-sza","Schmallenberg virus - Is it present in South Africa?","Leask, Rhoda, Botha, Albertha M., Bath, Gareth F.","Journal of the South African Veterinary Association; 84(1); 1-4","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100031&lang=pt" 
"S1019-91282013000100033-sza","Canine spirocercosis-associated extraskeletal osteosarcoma with central nervous system metastasis","Pazzi, Paolo, Tompkins, Samantha, Kirberger, Robert M","Journal of the South African Veterinary Association; 84(1); -","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100033&lang=pt" 
"S1019-91282013000100034-sza","Clinical, ultrasonography and haematology of aglepristone-induced mid-gestation pregnancy terminations in rabbits","Özalp, Gözde R., Temizel, Ethem M., Özocak-Batmaz, Elçin","Journal of the South African Veterinary Association; 84(1); -","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100034&lang=pt" 
"S1019-91282013000100053-sza","","Huchzermeyer, Karl D.A.","Journal of the South African Veterinary Association; 84(1); -","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100053&lang=pt" 
"S1019-91282013000100037-sza","Hypercalcaemic multicentric lymphoma in a dog presenting as clitoromegaly","Zambelli, Anthony B., Clift, Sarah J., Gerber, David, Schoeman, Johan P.","Journal of the South African Veterinary Association; 84(1); 1-8","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100037&lang=pt" 
"S1019-91282013000100054-sza","The history and achievements of the South African Veterinary Association","Cameron, Colin M.","Journal of the South African Veterinary Association; 84(1); 1-4","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100054&lang=pt" 
"S1019-91282013000100038-sza","Intestinal dermoid cyst in a German shepherd dog","Saberi, Mehdi, Azari, Omid, Kheirandish, Reza, Rasouli, Rokhsana, Aghazamani, Maryam, Mohebbi, Elham","Journal of the South African Veterinary Association; 84(1); 01-03","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100038&lang=pt" 
"S1019-91282013000100039-sza","Molecular epidemiology of infectious bursal disease virus in Zambia","Kasanga, Christopher J., Yamaguchi, Tsuyoshi, Munang&#039;andu, Hetron M., Ohya, Kenji, Fukushi, Hideto","Journal of the South African Veterinary Association; 84(1); 1-4","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100039&lang=pt" 
"S1019-91282013000100052-sza","Managing the clinical approach in neurological presentations","Pazzi, Paolo","Journal of the South African Veterinary Association; 84(1); 1-1","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100052&lang=pt" 
"S1019-91282013000100040-sza","Serological survey of bovine viral diarrhoea virus in Namibian and South African kudu (Tragelaphus strepsiceros) and eland (Taurotragus oryx)","Scott, Terence P., Stylianides, Eleanor, Markotter, Wanda, Nel, Louis","Journal of the South African Veterinary Association; 84(1); 1-3","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100040&lang=pt" 
"S1019-91282013000100041-sza","Fatal disseminated toxoplasmosis in an immunocompetent cat","Nagel, Susanna S., Williams, June H., Schoeman, Johannes P.","Journal of the South African Veterinary Association; 84(1); 1-6","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100041&lang=pt" 
"S1019-91282013000100042-sza","Successful snakebite treatment in three juvenile African wild dogs (Lycaon pictus) with polyvalent antivenom: A Namibian case report","Weise, Florian J, van Vuuren, Rudie J, Echement, Katherine E, Cleverley, Matthew P, van Vuuren, Marlice","Journal of the South African Veterinary Association; 84(1); -","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100042&lang=pt" 
"S1019-91282013000100043-sza","Thyroid carcino-sarcoma in a dog","Giuliano, Antonio, Grant, Jessica, Benoit, Jerome","Journal of the South African Veterinary Association; 84(1); -","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100043&lang=pt" 
"S1019-91282013000100044-sza","Occurrence of African horse sickness in a domestic dog without apparent ingestion of horse meat","van Sittert, Sybrand J., Drew, Tessa M., Kotze, Johann L., Strydom, Tom, Weyer, Camilla T., Guthrie, Alan J.","Journal of the South African Veterinary Association; 84(1); 1-5","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100044&lang=pt" 
"S1019-91282013000100045-sza","Multiple myeloma in a captive lion (Panthera leo)","Tordiffe, Adrian S.W., Cassel, Nicky, Lane, Emily P., Reyers, Fred","Journal of the South African Veterinary Association; 84(1); 1-5","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100045&lang=pt" 
"S1019-91282013000100046-sza","Abortions in sheep associated with Arcobacter skirrowii infection","Bath, Gareth F., Leask, Rhoda, Pettey, Kenneth P., Coetzee, Debra J.","Journal of the South African Veterinary Association; 84(1); 1-4","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100046&lang=pt" 
"S1019-91282013000100035-sza","Corynebacterium pseudotuberculosis associated with otitis media-interna in goats","Leask, Rhoda, Blignaut, David J.C., Grobler, Maria J.","Journal of the South African Veterinary Association; 84(1); 1-3","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100035&lang=pt" 
"S1019-91282013000100051-sza","Diagnosing and managing cardiopulmonary diseases in small animals","Schoeman, Johan P.","Journal of the South African Veterinary Association; 84(1); 1-1","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100051&lang=pt" 
"S1019-91282013000100036-sza","An afebrile heartwater-like syndrome in goats","Leask, Rhoda, Pettey, Kenneth P., Bath, Gareth F.","Journal of the South African Veterinary Association; 84(1); 1-4","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100036&lang=pt" 
"S1019-91282013000100048-sza","Incidental Mycobacterium-induced granulomatous inflammation of the follicular pharyngeal tonsils in a South African farmed ostrich (Struthio camelus)","Crole, Martina R., Soley, John T., Clift, Sarah J.","Journal of the South African Veterinary Association; 84(1); 1-9","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100048&lang=pt" 
"S1019-91282013000100055-sza","Krimpsiekte in South Africa: Historical perspectives","Botha, Christo J.","Journal of the South African Veterinary Association; 84(1); 1-5","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100055&lang=pt" 
"S1019-91282013000100057-sza","Intravenous anaesthesia in goats: A review","Brighton Dzikiti, T.","Journal of the South African Veterinary Association; 84(1); 1-8","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100057&lang=pt" 
"S1019-91282013000100056-sza","The role of the Jotello F. Soga Library in the digital preservation of South African veterinary history","Breytenbach, Amelia, Lourens, Antoinette, Marsh, Susan","Journal of the South African Veterinary Association; 84(1); -","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100056&lang=pt" 
"S1019-91282013000100059-sza","History of &#039;swine fever&#039; in southern Africa","Penrith, Mary-Louise","Journal of the South African Veterinary Association; 84(1); 1-6","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100059&lang=pt" 
"S1019-91282013000100058-sza","Laryngeal paralysis in dogs: An update on recent knowledge","Kitshoff, Adriaan M, Van Goethem, Bart, Stegen, Ludo, Vandekerckhove, Peter, de Rooster, Hilde","Journal of the South African Veterinary Association; 84(1); -","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100058&lang=pt" 
"S1019-91282013000100029-sza","First report of polymelia and a rudimentary wing in a Nigerian Nera black chicken","Azeez, Odunayo I., Oyagbemi, Ademola A.","Journal of the South African Veterinary Association; 84(1); 1-3","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100029&lang=pt" 
"S1019-91282013000100021-sza","Creation of a contusion injury in rabbit skeletal muscle using a drop-mass technique","Deane, Margaret N., Gregory, Michael, Mars, Maurice, Bester, Linda","Journal of the South African Veterinary Association; 84(1); 1-6","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100021&lang=pt" 
"S1019-91282013000100032-sza","Basilar skull fracture in a Thoroughbred colt: Radiography or computed tomography?","Lim, Chee Kin, Saulez, Montague N, Viljoen, Adrienne, Carstens, Ann","Journal of the South African Veterinary Association; 84(1); -","Journal of the South African Veterinary Association","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1019-91282013000100032&lang=pt" 
