"S0104-83332010000200003-scl","Jeitos de corpo: cor/raça, gênero, sexualidade e sociabilidade juvenil no centro de São Paulo","Simões, Júlio Assis, França, Isadora Lins, Macedo, Marcio","Cadernos Pagu; (35); 37-78","Cadernos Pagu","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-83332010000200003&lang=pt" 
"S1516-35982010001200002-scl","Growth performance and metabolic response of Nile tilapia fed rations supplemented with autolized yeast and zinc","Signor, Altevir, Pezzato, Luiz Edivaldo, Padilha, Pedro de Magalhães, Padovani, Carlos Roberto, Barros, Margarida Maria","Revista Brasileira de Zootecnia; 39(12); 2560-2568","Revista Brasileira de Zootecnia","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982010001200002&lang=pt" 
"S1516-35982010001200010-scl","Otimização do tamanho de população sob acasalamento seletivo na seleção assistida por marcadores moleculares","Jangarelli, Marcelo, Euclydes, Ricardo Frederico","Revista Brasileira de Zootecnia; 39(12); 2625-2631","Revista Brasileira de Zootecnia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982010001200010&lang=pt" 
"S1516-35982010001200008-scl","Evaluation of elephant grass silage with the addition of cassava scrapings","Zanine, Anderson de Moura, Santos, Edson Mauro, Dórea, João Ricardo Rebouças, Dantas, Paulo Alfredo de Santana, Silva, Thiago Carvalho da, Pereira, Odilon Gomes","Revista Brasileira de Zootecnia; 39(12); 2611-2616","Revista Brasileira de Zootecnia","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982010001200008&lang=pt" 
"S1516-35982010001200018-scl","Influência do peso vivo, da idade e do sexo sobre características de carcaças de equinos","Furtado, Carlos Eduardo, Campos, Melissa Calliari, Souza, Vera Lúcia Ferreira de, Gasparino, Eliane, Boso, Karla Marielle de Oliveira, Nanni, Marcos Rafael","Revista Brasileira de Zootecnia; 39(12); 2683-2686","Revista Brasileira de Zootecnia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982010001200018&lang=pt" 
"S1516-35982010001200016-scl","Farinha de resíduos da indústria de filetagem de tilápias em rações para frangos de corte","Eyng, Cinthia, Nunes, Ricardo Vianna, Pozza, Paulo Cesar, Silva, Wagner Thiago Mozer da, Navarini, Franciele Clenice, Henz, Jeffersson Rafael","Revista Brasileira de Zootecnia; 39(12); 2670-2675","Revista Brasileira de Zootecnia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982010001200016&lang=pt" 
"S1516-35982010001200017-scl","Avaliação de óleos, carvão vegetal e vitamina E no desempenho e nas concentrações lipídicas do sangue e dos ovos de poedeiras","Fanchiotti, Flavia Escapini, Moraes, George Henrique Kling de, Barbosa, Anderson de Almeida, Albino, Luiz Fernando Teixeira, Cecon, Paulo Roberto, Moura, Adolpho Marlon Antoniol de","Revista Brasileira de Zootecnia; 39(12); 2676-2682","Revista Brasileira de Zootecnia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982010001200017&lang=pt" 
"S1516-35982010001200019-scl","Evaluation of the use of probiotics in diets with or without growth promoters for broiler chicks","Meurer, Régis Fernando Pastorelo, Leal, Paula Carvalho, Rocha, Chayane da, Bueno, Ivânio José Martins, Maiorka, Alex, Dahlke, Fabiano","Revista Brasileira de Zootecnia; 39(12); 2687-2690","Revista Brasileira de Zootecnia","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982010001200019&lang=pt" 
"S1516-35982010001200023-scl","Consumo, digestibilidade aparente e dias de coleta total na estimativa da digestibilidade em caprinos alimentados com dietas contendo cana-deaçúcar tratada com óxido de cálcio","Carvalho, Gleidson Giordano Pinto de, Garcia, Rasmo, Pires, Aureliano José Vieira, Silva, Robério Rodrigues, Ribeiro, Leandro Sampaio Oliveira, Chagas, Daiane Maria Trindade, Pinho, Bianca Damasceno, Domiciano, Ellen Mary Barros","Revista Brasileira de Zootecnia; 39(12); 2714-2723","Revista Brasileira de Zootecnia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982010001200023&lang=pt" 
"S1516-35982010001200026-scl","Nutritional value of silk flower hay for lambs","Silva, Aderbal Marcos de Azevêdo, Costa, Roberto Germano da, Pereira Filho, José Morais, Bakke, Ivonete Alves, Lôbo, Katiuscia Menezes da Silva, Lira Filho, Gerson Edmo, Nóbrega, Giovanna Henriques da","Revista Brasileira de Zootecnia; 39(12); 2739-2743","Revista Brasileira de Zootecnia","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982010001200026&lang=pt" 
"S1516-35982010001200027-scl","Evaluation of feeding supply and forage cactus processing for lactation cows","Vilela, Márcio da Silva, Ferreira, Marcelo de Andrade, Azevedo, Marcílio de, Farias, Iderval, Torres, Luiz Carlos Leal, Guimarães, Amanda Vasconcelos","Revista Brasileira de Zootecnia; 39(12); 2744-2752","Revista Brasileira de Zootecnia","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982010001200027&lang=pt" 
"S1516-35982010001200028-scl","Parâmetros nutricionais de novilhos sob suplementação em sistema de autocontrole de consumo no período de transição águas-seca","Zervoudakis, Joanis Tilemahos, Paulino, Mário Fonseca, Cabral, Luciano da Silva, Detmann, Edenio, Valadares Filho, Sebastião de Campos, Moraes, Eduardo Henrique Bevitori Kling de","Revista Brasileira de Zootecnia; 39(12); 2753-2762","Revista Brasileira de Zootecnia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982010001200028&lang=pt" 
"S0104-07072010000400020-scl","La investigación cualitativa y el desarrollo del conocimiento en enfermería","Cuesta Benjumea, Carmen de la","Texto &amp; Contexto - Enfermagem; 19(4); 762-766","Texto &amp; Contexto - Enfermagem","Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072010000400020&lang=pt" 
"S0066-782X2010001600013-scl","Varfarina ou Aspirina na prevenção de fenômenos embólicos na valvopatia mitral com fibrilação atrial","Lavitola, Paulo de Lara, Sampaio, Roney Orismar, Oliveira, Walter Amorim de, Bôer, Berta Napchan, Tarasoutchi, Flavio, Spina, Guilherme Sobreira, Grinberg, Max","Arquivos Brasileiros de Cardiologia; 95(6); 749-755","Arquivos Brasileiros de Cardiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2010001600013&lang=pt" 
"S0066-782X2010001600008-scl","Perfil eletrocardiográfico e conteúdo glicogênico muscular de ratos tratados com nandrolona","Silva, Carlos Alberto da, Pardi, Adriano Cesar Rocco, Gonçalves, Talita Moral, Borin, Sergio Henrique","Arquivos Brasileiros de Cardiologia; 95(6); 720-725","Arquivos Brasileiros de Cardiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2010001600008&lang=pt" 
"S0066-782X2010001600009-scl","Há uma associação entre anti-inflamatórios não-esteroides e nefropatia induzida por contraste?","Diogo, Luciano Passamani, Saitovitch, David, Biehl, Michelle, Bahlis, Laura Fuchs, Guterres, Maria Claudia, O&#039;Keeffe, Cinthia Fonseca, Carvalhal, Gustavo Franco, Caramori, Paulo Ricardo Avancini","Arquivos Brasileiros de Cardiologia; 95(6); 726-731","Arquivos Brasileiros de Cardiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2010001600009&lang=pt" 
"S0066-782X2010001600007-scl","Valor preditivo da frequência cardíaca em repouso do teste ergométrico na mortalidade","Fagundes, Jaqueline Eilert, Castro, Iran","Arquivos Brasileiros de Cardiologia; 95(6); 713-719","Arquivos Brasileiros de Cardiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2010001600007&lang=pt" 
"S0066-782X2010001600002-scl","Avaliação angiográfica do volume de placa e eventos cardiovasculares após implante de stents coronarianos","Abreu-Silva, Erlon Oliveira de, Quadros, Alexandre Schaan de, Zanettini, Marco Tulio, Gottschall, Carlos Antonio","Arquivos Brasileiros de Cardiologia; 95(6); 679-684","Arquivos Brasileiros de Cardiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2010001600002&lang=pt" 
"S0066-782X2010001600004-scl","Qualidade de vida em pacientes com doença ateroclerótica coronariana grave e estável","Moriel, Gisele, Roscani, Meliza Goi, Matsubara, Luiz Shiguero, Cerqueira, Ana Teresa de A. Ramos, Matsubara, Beatriz Bojikian","Arquivos Brasileiros de Cardiologia; 95(6); 691-697","Arquivos Brasileiros de Cardiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2010001600004&lang=pt" 
"S0066-782X2010001600003-scl","Bloqueio simpático esquerdo por videotoracoscopia no tratamento da cardiomiopatia dilatada","Pêgo-Fernandes, Paulo M., Moreira, Luiz Felipe P., Souza, Germano Emílio C., Bacal, Fernando, Bocchi, Edimar Alcides, Stolf, Noedir Antônio G., Jatene, Fábio Biscegli","Arquivos Brasileiros de Cardiologia; 95(6); 685-690","Arquivos Brasileiros de Cardiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2010001600003&lang=pt" 
"S0066-782X2010001600005-scl","Avaliação por imagem da área de gordura visceral e suas correlações com alterações metabólicas","Roriz, Anna Karla Carneiro, Mello, Adriana Lima, Guimarães, Juliana Fontes, Santos, Fabiana Cajuhy dos, Medeiros, Jairza Maria Barreto, Sampaio, Lílian Ramos","Arquivos Brasileiros de Cardiologia; 95(6); 698-704","Arquivos Brasileiros de Cardiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2010001600005&lang=pt" 
"S0066-782X2010001600006-scl","Análise em longo prazo na síndrome coronariana aguda: existem diferenças na morbimortalidade?","Aguiar, Adolfo Alexandre Farah de, Mourilhe-Rocha, Ricardo, Esporcatte, Roberto, Amorim, Liana Correa, Tura, Bernardo Rangel, Albuquerque, Denilson Campos de","Arquivos Brasileiros de Cardiologia; 95(6); 705-712","Arquivos Brasileiros de Cardiologia","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2010001600006&lang=pt" 
"S0101-20612010000400002-scl","Chocolate rheology","Gonçalves, Estela Vidal, Lannes, Suzana Caetano da Silva","Food Science and Technology (Campinas); 30(4); 845-851","Food Science and Technology (Campinas)","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400002&lang=pt" 
"S0101-20612010000400004-scl","Qualidade pós-colheita do tomate de mesa convencional e orgânico","Ferreira, Sila Mary Rodrigues, Quadros, Diomar Augusto de, Karkle, Elisa Noemberg Lazzari, Lima, Jair José de, Tullio, Lindamir Tomczak, Freitas, Renato João Sossela de","Food Science and Technology (Campinas); 30(4); 858-869","Food Science and Technology (Campinas)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400004&lang=pt" 
"S0101-20612010000400005-scl","Caracterização físico-química de frutos de genótipos de aceroleira (Malpighia emarginata D.C.)","Maciel, Maria Inês Sucupira, Mélo, Enayde, Lima, Vera, Souza, Kelvina Araújo, Silva, Wedja","Food Science and Technology (Campinas); 30(4); 865-869","Food Science and Technology (Campinas)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400005&lang=pt" 
"S0101-20612010000400007-scl","Características físicas e sensoriais de biscoitos com farinha de soja e farelo de aveia","Mareti, Mirian Cristina, Grossmann, Maria Victória Eiras, Benassi, Marta de Toledo","Food Science and Technology (Campinas); 30(4); 878-883","Food Science and Technology (Campinas)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400007&lang=pt" 
"S0101-20612010000400008-scl","Caracterização sensorial de ovos de codornas alimentadas com dietas modificadas","Seibel, Neusa Fátima, Schoffen, Dariane Beatriz, Queiroz, Maria Isabel, Souza-Soares, Leonor Almeida de","Food Science and Technology (Campinas); 30(4); 884-889","Food Science and Technology (Campinas)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400008&lang=pt" 
"S0101-20612010000400010-scl","Estudo cinético da obtenção de ésteres utilizando enzima lipozyme TL IM como catalisador","Skoronski, Everton, Bonetti, Thiago Medeiros, João, Jair Juarez, Fúrigo Júnior, Agenor","Food Science and Technology (Campinas); 30(4); 897-902","Food Science and Technology (Campinas)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400010&lang=pt" 
"S0101-20612010000400011-scl","Determinação simultânea de amarelo tartrazina e amarelo crepúsculo em alimentos via espectrofotometria UV-VIS e métodos de calibração multivariada","Santos, Mara Eliza dos, Demiate, Ivo Mottin, Nagata, Noemi","Food Science and Technology (Campinas); 30(4); 903-909","Food Science and Technology (Campinas)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400011&lang=pt" 
"S0101-20612010000400013-scl","Incerteza em resultados analíticos e verificação de conformidade de qualidade de alimentos","Gonçalves, Elisabeth Borges, Antoniassi, Rosemar","Food Science and Technology (Campinas); 30(4); 917-927","Food Science and Technology (Campinas)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400013&lang=pt" 
"S0101-20612010000400014-scl","Caracterização física e química da casca e polpa de jambo vermelho (Syzygium malaccensis, (L.) Merryl &amp; Perry)","Augusta, Ivanilda Maria, Resende, Josane Maria, Borges, Soraia Vilela, Maia, Maria Cristina Antun, Couto, Maria Antonieta Peixoto Gimenes","Food Science and Technology (Campinas); 30(4); 928-932","Food Science and Technology (Campinas)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400014&lang=pt" 
"S0101-20612010000400015-scl","Study of carbohydrates present in the cladodes of Opuntia ficus-indica (fodder palm), according to age and season","Ribeiro, Erika Maria de Oliveira, Silva, Nicácio Henrique da, Lima Filho, José Luiz de, Brito, Júlio Zoe de, Silva, Maria da Paz Carvalho da","Food Science and Technology (Campinas); 30(4); 933-939","Food Science and Technology (Campinas)","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400015&lang=pt" 
"S0101-20612010000400017-scl","Development and chemical characterization of flour obtained from the external mesocarp of &quot;pequizeiro&quot; fruit","Soares Júnior, Manoel Soares, Bassinello, Priscila Zaczuk, Caliari, Márcio, Reis, Renata Cunha dos, Lacerda, Diracy Betânia Cavalcante Lemos, Koakuzu, Selma Nakamoto","Food Science and Technology (Campinas); 30(4); 949-954","Food Science and Technology (Campinas)","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400017&lang=pt" 
"S0101-20612010000400020-scl","Fatty acids, cholesterol, oxidative rancidity, and color of irradiated shrimp","Abreu, Virgínia Kelly Gonçalves, Pereira, Ana Lúcia Fernandes, Vidal, Tatiana Fontoura, Zapata, Jorge Fernando Fuentes, Sousa Neto, Manoel Alves de, Freitas, Ednardo Rodrigues de","Food Science and Technology (Campinas); 30(4); 969-973","Food Science and Technology (Campinas)","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400020&lang=pt" 
"S0101-20612010000400021-scl","Sensory evaluation and nutritional value of cakes prepared with whole flaxseed flour","Moraes, Érica Aguiar, Dantas, Maria Inês de Souza, Morais, Dayane de Castro, Silva, Cassiano Oliveira da, Castro, Fátima Aparecida Ferreira de, Martino, Hércia Stampini Duarte, Ribeiro, Sônia Machado Rocha","Food Science and Technology (Campinas); 30(4); 974-979","Food Science and Technology (Campinas)","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400021&lang=pt" 
"S0101-20612010000400023-scl","Head Space Solid Phase Micro-Extraction (HS - SPME) of volatile organic compounds produced by Sporidiobolus salmonicolor (CBS 2636)","Valduga, Eunice, Valerio, Alexsandra, Treichel, Helen, Nascimento Filho, Irajá, Fúrigo Júnior, Agenor, Di Luccio, Marco","Food Science and Technology (Campinas); 30(4); 987-992","Food Science and Technology (Campinas)","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400023&lang=pt" 
"S0101-20612010000400024-scl","Effect of drying method on the adsorption isotherms and isosteric heat of passion fruit pulp powder","Pedro, Maria Angélica Marques, Telis-Romero, Javier, Telis, Vânia Regina Nicoletti","Food Science and Technology (Campinas); 30(4); 993-1000","Food Science and Technology (Campinas)","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400024&lang=pt" 
"S0101-20612010000400025-scl","Inhibitory effect of the essential oil from Eugenia caryophyllata Thumb leaves on coalho cheese contaminating microorganisms","Trajano, Vinicius Nogueira, Lima, Edeltrudes de Oliverira, Souza, Evandro Leite de, Travassos, Antônio Eustáquio Resende","Food Science and Technology (Campinas); 30(4); 1001-1006","Food Science and Technology (Campinas)","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400025&lang=pt" 
"S0101-20612010000400027-scl","Elongated cells of Listeria monocytogenes in biofilms in the presence of sucrose and bacteriocin-producing Leuconostoc mesenteroides A11","Ratti, Regiane Priscilla, Gomes, Bruna Carrer, Martinez, Rafael Chacon Ruiz, Souza, Vanessa Maciel, Martinis, Elaine Cristina Pereira De","Food Science and Technology (Campinas); 30(4); 1011-1016","Food Science and Technology (Campinas)","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400027&lang=pt" 
"S0101-20612010000400028-scl","Antioxidant activity, cito- and phototoxicity of pomegranate (Punica granatum L.) seed pulp extract","Pedriali, Carla Aparecida, Fernandes, Adjaci Uchoa, Santos, Patricia Araujo dos, Silva, Moisés Melquíades da, Severino, Divinomar, Silva, Mauricio Baptista da","Food Science and Technology (Campinas); 30(4); 1017-1021","Food Science and Technology (Campinas)","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400028&lang=pt" 
"S0101-20612010000400029-scl","Microbial profile of a kefir sample preparations: grains in natura and lyophilized and fermented suspension","Bergmann, Rafaela Strada de Oliveira, Pereira, Maria Aparecida, Veiga, Sandra Maria Oliveira Moraes, Schneedorf, José Maurício, Oliveira, Nelma de Mello Silva, Fiorini, João Evangelista","Food Science and Technology (Campinas); 30(4); 1022-1026","Food Science and Technology (Campinas)","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400029&lang=pt" 
"S0101-20612010000400030-scl","Colour, phenolic content and antioxidant activity of grape juice","Burin, Vívian Maria, Falcão, Leila Denise, Gonzaga, Luciano Valdemiro, Fett, Roseane, Rosier, Jean Pierre, Bordignon-Luiz, Marilde Terezinha","Food Science and Technology (Campinas); 30(4); 1027-1032","Food Science and Technology (Campinas)","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400030&lang=pt" 
"S0101-20612010000400031-scl","Design of automatic control system for the precipitation of bromelain from the extract of pineapple wastes","Silva, Flavio Vasconcelos da, Santos, Regina Lúcia de Andrade dos, Fujiki, Tatiana Lie, Leite, Manuela Souza, Fileti, Ana Maria Frattini","Food Science and Technology (Campinas); 30(4); 1033-1040","Food Science and Technology (Campinas)","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400031&lang=pt" 
"S0101-20612010000400034-scl","Effect of soaking and cooking on phytate concentration, minerals, and texture of food-type soybeans","Karkle, Elisa Noemberg Lazzari, Beleia, Adelaide","Food Science and Technology (Campinas); 30(4); 1056-1060","Food Science and Technology (Campinas)","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400034&lang=pt" 
"S0101-20612010000400035-scl","Changes in guava (Psidium guajava L. var. Paluma) nectar volatile compounds concentration due to thermal processing and storage","Correa, Maria Ivaneide Coutinho, Chaves, Jose Benicio Paes, Jham, Gulab Newandram, Ramos, Afonso Mota, Minim, Valéria Paula Rodrigues, Yokota, Silvia Rosane Colodeti","Food Science and Technology (Campinas); 30(4); 1061-1068","Food Science and Technology (Campinas)","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400035&lang=pt" 
"S0101-20612010000400036-scl","Microparticles obtained by complex coacervation: influence of the type of reticulation and the drying process on the release of the core material","Alvim, Izabela Dutra, Grosso, Carlos Raimundo Ferreira","Food Science and Technology (Campinas); 30(4); 1069-1076","Food Science and Technology (Campinas)","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400036&lang=pt" 
"S0101-20612010000400038-scl","Hygienic-sanitary quality of vegetables and evaluation of treatments for the elimination of indigenous E. coli and E. coli O157:H7 from the surface of leaves of lettuce (Lactuca sativa L.)","Santos, Ytana oliveira, Almeida, Rogeria Comastri de Castro, Guimarães, Alaise Gil, Almeida, Paulo Fernando","Food Science and Technology (Campinas); 30(4); 1083-1089","Food Science and Technology (Campinas)","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400038&lang=pt" 
"S0101-20612010000400039-scl","Instrumental color and sensory acceptance of soy-based emulsions: a response surface approach","Granato, Daniel, Masson, Maria Lucia","Food Science and Technology (Campinas); 30(4); 1090-1096","Food Science and Technology (Campinas)","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400039&lang=pt" 
"S0101-20612010000400040-scl","Role of food safety in procedures adopted for the purchase of minimally processed and fresh vegetables by foodservices","Rodrigues, Kátia Regina Martini, Salay, Elisabete","Food Science and Technology (Campinas); 30(4); 1097-1104","Food Science and Technology (Campinas)","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400040&lang=pt" 
"S0101-20612010000400041-scl","Quality of Canned mandarin as affected by preservation liquid","Perez-Lopez, Antonio Jose","Food Science and Technology (Campinas); 30(4); 1105-1113","Food Science and Technology (Campinas)","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612010000400041&lang=pt" 
"S0103-21862010000200001-scl","A definição e os tipos de discursos alternativos","Alatas, Syed Farid","Estudos Históricos (Rio de Janeiro); 23(46); 225-245","Estudos Históricos (Rio de Janeiro)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21862010000200001&lang=pt" 
"S0103-21862010000200003-scl","Fundamentos históricos e teóricos da noção de soberania: a contribuição dos &quot;Papas juristas&quot; do século XIII","Kritsch, Raquel","Estudos Históricos (Rio de Janeiro); 23(46); 261-279","Estudos Históricos (Rio de Janeiro)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21862010000200003&lang=pt" 
"S0103-21862010000200005-scl","Intelectuais e statemakers: Oliveira Vianna, Evaristo de Moraes Filho e a ação coletiva no Brasil","Brasil Jr., Antônio da Silveira","Estudos Históricos (Rio de Janeiro); 23(46); 301-320","Estudos Históricos (Rio de Janeiro)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21862010000200005&lang=pt" 
"S0103-21862010000200006-scl","Vagas da modernidade: a Companhia Nacional de Álcalis em Arraial do Cabo (1943-964)","Pereira, Walter Luiz C. de Mattos","Estudos Históricos (Rio de Janeiro); 23(46); 321-343","Estudos Históricos (Rio de Janeiro)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21862010000200006&lang=pt" 
"S0103-21862010000200007-scl","A mão e a luva: a China anti-reacionária e a Doutrina Nixon","Furtado, Diana","Estudos Históricos (Rio de Janeiro); 23(46); 344-362","Estudos Históricos (Rio de Janeiro)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21862010000200007&lang=pt" 
"S1516-14392010000400003-scl","Effect of thermal aging conditions on the corrosion properties and hardness of a duplex stainless steel","May, José Eduardo, Souza, Carlos Alberto Caldas de, Nascente, Pedro Augusto de Paula, Soares, Paulo, Lepienski, Carlos Mauricio, Kuri, Sebastião Elias","Materials Research; 13(4); 431-436","Materials Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392010000400003&lang=pt" 
"S1516-89132010000600005-scl","Morphogenic variability of some autochthonous plum cultivars in western Serbia","Milosevic, Tomo, Milosevic, Nebojsa, Mratinic, Evica","Brazilian Archives of Biology and Technology; 53(6); 1293-1297","Brazilian Archives of Biology and Technology","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132010000600005&lang=pt" 
"S1516-14392010000400001-scl","Editorial - Materials Research - Ibero-american Journal of Materials: Judicious and educative","Botta Filho, Walter José","Materials Research; 13(4); 425-429","Materials Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392010000400001&lang=pt" 
"S1516-14392010000400012-scl","Behavior of granite-epoxy composite beams subjected to mechanical vibrations","Piratelli-Filho, Antonio, Levy-Neto, Flamínio","Materials Research; 13(4); 497-503","Materials Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392010000400012&lang=pt" 
"S1516-14392010000400010-scl","Micro-macroscopic coupling in the cellular automaton model of solidification","Biscuola, Vinicius Bertolazzi, Martorano, Marcelo Aquino","Materials Research; 13(4); 479-484","Materials Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392010000400010&lang=pt" 
"S1516-14392010000400009-scl","Fracture mechanics of polymer mortar made with recycled raw materials","Jurumenha, Marco Antonio Godoy, Reis, João Marciano Laredo dos","Materials Research; 13(4); 475-478","Materials Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392010000400009&lang=pt" 
"S1516-14392010000400005-scl","Influence of phosphorus content and quenching/tempering temperatures on fracture toughness and fatigue life of SAE 5160 steel","Castro, Danilo Borges Villarino de, Ventura, Jaime Milan, Ruckert, Cassius Olivio Figueiredo Terra, Spinelli, Dirceu, Bose Filho, Waldek Wladimir","Materials Research; 13(4); 445-455","Materials Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392010000400005&lang=pt" 
"S1516-14392010000400004-scl","Evaluation of bulk and surfaces absorption edge energy of sol-gel-dip-coating SnO2 thin films","Floriano, Emerson Aparecido, Scalvi, Luis Vicente de Andrade, Sambrano, Julio Ricardo, Geraldo, Viviany","Materials Research; 13(4); 437-443","Materials Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392010000400004&lang=pt" 
"S1516-14392010000400008-scl","Characterization of dynamic material properties of light alloys for crashworthiness applications","Peixinho, Nuno, Doellinger, Claudia","Materials Research; 13(4); 471-474","Materials Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392010000400008&lang=pt" 
"S1516-14392010000400007-scl","Thermal and mechanical properties of PVDF/PANI blends","Malmonge, Luiz Francisco, Langiano, Simone do Carmo, Cordeiro, João Manoel Marques, Mattoso, Luiz Henrique Capparelli, Malmonge, José Antonio","Materials Research; 13(4); 465-470","Materials Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392010000400007&lang=pt" 
"S1516-14392010000400016-scl","Mechanical and tribological properties of Ti-containing carbon nanocomposite coatings deposited on TiAlV alloys","Santos Júnior, Emanuel, Camargo Júnior, Sérgio de Souza, Soares, Glória de Almeida, Delplancke-Ogletree, Marie-Paule","Materials Research; 13(4); 527-533","Materials Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392010000400016&lang=pt" 
