"S1516-44462013000100010-scl","The panic disorder respiratory ratio: a dimensional approach to the respiratory subtype","Freire, Rafael Christophe, Nascimento, Isabella, Valença, Alexandre Martins, Lopes, Fabiana Leão, Mezzasalma, Marco André, Melo Neto, Valfrido Leão de, Zin, Walter Araujo, Nardi, Antonio Egidio","Revista Brasileira de Psiquiatria; 35(1); 57-62","Revista Brasileira de Psiquiatria","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462013000100010&lang=pt" 
"S1414-462X2013000100008-scl","Participação no programa de atividade física de idosos residentes em uma Casa Gerontológica no Rio de Janeiro","Nascimento, Simone Mattos do, Pinheiro, Rejane Sobrino","Cadernos Saúde Coletiva; 21(1); 47-52","Cadernos Saúde Coletiva","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-462X2013000100008&lang=pt" 
"S1414-462X2013000100009-scl","Substâncias tóxicas e tentativas e suicídios: considerações sobre acesso e medidas restritivas","Agadir Santos, Simone, Legay, Letícia Fortes, Lovisi, Giovanni Marcos","Cadernos Saúde Coletiva; 21(1); 53-61","Cadernos Saúde Coletiva","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-462X2013000100009&lang=pt" 
"S1414-462X2013000100011-scl","A theoretical and empirical framework for constructing culture-specific stigma instruments for Chile","Yang, Lawrence H., Valencia, Elie, Alvarado, Ruben, Link, Bruce, Huynh, Nina, Nguyen, Kristy, Morita, Kara, Saavedra, Mariella, Wong, Chak, Galea, Sandro, Susser, Ezra","Cadernos Saúde Coletiva; 21(1); 71-79","Cadernos Saúde Coletiva","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-462X2013000100011&lang=pt" 
"S1130-05582013000100006-esp","Angioma facial congénito no involutivo","Ocampo García, Karla Gabriela, Dolores Velázquez, Rigoberto, Barrera Franco, José Luis, Heredia Salgado, Mayra Gabriela, Salgado Valdés, Alberto, Requena Moreno, Aciel Janai","Revista Española de Cirugía Oral y Maxilofacial; 35(1); 36-40","Revista Española de Cirugía Oral y Maxilofacial","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582013000100006&lang=pt" 
"S0718-95162013000100003-chl","Soil depth: an overriding factor for distribution of arbuscular mycorrhizal fungi","Shukla, A, Vyas, D, Anuradha, Jha","Journal of soil science and plant nutrition; 13(1); 23-33","Journal of soil science and plant nutrition","Inglês","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-95162013000100003&lang=pt" 
"S1029-30432013000100007-cub","Violencia en adolescentes y familiares: intervención educativa en una secundaria básica de caibarién","Ravelo Álvarez, Bertha S., Soto Herrera, Javier E., García Suárez, Oscar L.","Medicentro Electrónica; 17(1); 37-39","Medicentro Electrónica","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30432013000100007&lang=pt" 
"S1029-30432013000100006-cub","Los consumos estéticos y la salud juvenil: una aproximación para el debate médico-social","García Ávila, Iván, Ramírez Martín, Noevia","Medicentro Electrónica; 17(1); 34-36","Medicentro Electrónica","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30432013000100006&lang=pt" 
"S1029-30432013000100005-cub","Mortalidad infantil por cardiopatías congénitas en un período de nueve años en villa clara","Navarro Ruiz, Maribel, Herrera Martínez, Manuela","Medicentro Electrónica; 17(1); 24-33","Medicentro Electrónica","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30432013000100005&lang=pt" 
"S1029-30432013000100004-cub","Factores asociados a la alveolitis en mayores de 18 años","Berrio Rey, Yudit, Rey Ávila, María Elena","Medicentro Electrónica; 17(1); 17-23","Medicentro Electrónica","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30432013000100004&lang=pt" 
"S1029-30432013000100003-cub","Estudio histomorfométrico del núcleo celular del carcinoma papilar de tiroides","López Pérez, Raúl, García Gutiérrez, Marisabel, Pérez Pérez de Prado, Norma, López Pérez, Gisel","Medicentro Electrónica; 17(1); 9-16","Medicentro Electrónica","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30432013000100003&lang=pt" 
"S1029-30432013000100002-cub","Resultados de la atención a gestantes con preeclampsia grave en villa clara (2009-2010)","Suárez González, Juan Antonio, Corrales Gutiérrez, Alexis, Cabrera Delgado, María Rosa, Gutiérrez Machado, Mario, Milián Espinosa, Isdekys, Ojeda Blanco, Juan Carlos","Medicentro Electrónica; 17(1); 2-8","Medicentro Electrónica","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30432013000100002&lang=pt" 
"S1029-30432013000100001-cub","El arbitraje ha de ser un honor","Aparicio Suárez, José Luis","Medicentro Electrónica; 17(1); 1-1","Medicentro Electrónica","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30432013000100001&lang=pt" 
"S1029-30432013000100009-cub","Endometriosis vesical","González Rodríguez, Daisy, Lovelle Enriquez, Orlando, Igualada Correa, Ignacio","Medicentro Electrónica; 17(1); 43-46","Medicentro Electrónica","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30432013000100009&lang=pt" 
"S1029-30432013000100008-cub","¿Sabes qué es la epigenética?","Sánchez Freire, Pedro, Herrera Martínez, Manuela, Rodríguez Rivas, Migdalia","Medicentro Electrónica; 17(1); 40-42","Medicentro Electrónica","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30432013000100008&lang=pt" 
"S0123-93922013000100001-col","Infectología, 40 años en la Universidad Nacional de Colombia","Saravia Gómez, Jaime","Infectio; 17(1); 1-3","Infectio","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922013000100001&lang=pt" 
"S0123-93922013000100003-col","Consenso colombiano de neumonía nosocomial 2013","Munive, Abraham Alí, Ortiz Ruiz, Guillermo, Dueñas Castell, Carmelo","Infectio; 17(1); 6-18","Infectio","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922013000100003&lang=pt" 
"S0123-93922013000100002-col","El bicentenario de John Snow, 1813-2013","Moncayo Medina, Álvaro","Infectio; 17(1); 4-5","Infectio","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922013000100002&lang=pt" 
"S0123-93922013000100005-col","Diagnóstico de enfermedad de Chagas en mujeres embarazadas y recién nacidos de Moniquirá y Miraflores, Boyacá, Colombia","Manrique-Abril, Fred, Ospina, Juan Manuel, Herrera A, Giomar, Florez, Astrid Carolina, Pavia, Paula Ximena, Montilla, Marleny, Nicholls, Rubén Santiago, Puerta Bula, Concepción","Infectio; 17(1); 28-34","Infectio","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922013000100005&lang=pt" 
"S0123-93922013000100004-col","Resistencia transmitida del virus de la inmunodeficiencia humana en pacientes sin exposición previa a tratamiento antirretroviral, Cali, Colombia, 2010","Galindo-Orrego, Pablo, Mueses-Marín, Héctor F, Galindo-Quintero, Jaime, Martínez-Cajas, Jorge L","Infectio; 17(1); 19-27","Infectio","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922013000100004&lang=pt" 
"S0123-93922013000100007-col","Identificación de Staphylococcus aureus meticilino resistente con concentración inhibitoria mínima elevada a la vancomicina mediante los métodos de E-test y automatizados","Jiménez Rojas, Adriana, Fajardo Uribe, Claudia","Infectio; 17(1); 39-42","Infectio","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922013000100007&lang=pt" 
"S0123-93922013000100006-col","Aislamiento clínico de Pseudomonas aeruginosa productor de KPC-2 en la ciudad de Montería, Córdoba, Colombia","Buelvas Doria, Francisco Alberto, Díaz Osorio, Miguel Ángel, Muñoz Delgado, Ángela Bibiana, Tovar Acero, Catalina","Infectio; 17(1); 35-38","Infectio","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922013000100006&lang=pt" 
"S0123-93922013000100009-col","Epidemiology of Tuberculosis among Homeless Persons, Pereira, Risaralda, Colombia, 2007-2010 ☆","Castañeda-Hernández, Diana Milena, Bolívar-Mejía, Adrián, Rodríguez-Morales, Alfonso J","Infectio; 17(1); 48-49","Infectio","Inglês","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922013000100009&lang=pt" 
"S0123-93922013000100008-col","Ectima gangrenoso en pediatría","Rojas, Juan Pablo, López, Juan Manuel, Muñoz, Yuly Andrea, González, Guillermo","Infectio; 17(1); 43-47","Infectio","Espanhol","2013","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922013000100008&lang=pt" 
"S1683-07892013000100013-bol","On the nomenclatural validity of Achnanthidium subatomoides (Bacillariophyta)","Blanco, Saúl, Ector, Luc","Acta Nova; 6(1-2); 161-162","Acta Nova","Inglês","2013","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1683-07892013000100013&lang=pt" 
"S1683-07892013000100012-bol","The nomenclatural history of Didymosphenia geminata (Lyngbye) M. Schmidt in Schmidt et al. (Bacillariophyta) and related taxa","Blanco, Saúl, Ector, Luc","Acta Nova; 6(1-2); 153-160","Acta Nova","Inglês","2013","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1683-07892013000100012&lang=pt" 
"S1683-07892013000100008-bol","Ocurrencia de Cyclotella meduanae Germain (Bacillariophyta) en la laguna Alalay, un cuerpo de agua salobre y eutrófico (Cochabamba, Bolivia)","Morales, Eduardo A., Rivera, Sinziana F., Ayala, Rosemary, Acosta, Francisca","Acta Nova; 6(1-2); 82-93","Acta Nova","Espanhol","2013","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1683-07892013000100008&lang=pt" 
"S1683-07892013000100007-bol","El test de diatomeas en el diagnóstico de muerte por sumersión","Maidana, Nora I.","Acta Nova; 6(1-2); 70-81","Acta Nova","Espanhol","2013","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1683-07892013000100007&lang=pt" 
"S1683-07892013000100005-bol","Pseudostaurosira cataractarum comb. nov. (Bacillariophyta): análisis del material tipo, ecología y distribución mundial de una diatomea inicialmente descrita como “céntrica”","Wetzel, Carlos E., Morales, Eduardo A., Blanco, Saúl, Ector, Luc","Acta Nova; 6(1-2); 53-63","Acta Nova","Inglês","2013","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1683-07892013000100005&lang=pt" 
"S1683-07892013000100010-bol","Publicaciones científicas del Herbario Criptogámico de la Universidad Católica Boliviana “San Pablo” (HCUCB)","Rivera, Sinziana F., Morales, Eduardo A.","Acta Nova; 6(1-2); 122-141","Acta Nova","Espanhol","2013","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1683-07892013000100010&lang=pt" 
"S1683-07892013000100004-bol","Macrófitas poco frecuentes o desconocidas de la laguna Alalay, Cochabamba, Bolivia","Morales, Eduardo A., Rivera, Sinziana F.","Acta Nova; 6(1-2); 36-52","Acta Nova","Espanhol","2013","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1683-07892013000100004&lang=pt" 
"S1683-07892013000100011-bol","Nuevos taxa de diatomeas (Bacillariophyta) descritos en el Herbario Criptogámico de la Universidad Católica Boliviana “San Pablo” (HCUCB)","Rivera, Sinziana F., Morales, Eduardo A.","Acta Nova; 6(1-2); 142-152","Acta Nova","Espanhol","2013","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1683-07892013000100011&lang=pt" 
"S1683-07892013000100002-bol","Three new species of Dictyonema (lichenized Basidiomycota: Hygrophoraceae) from Bolivia","Lücking, Robert, Dal-Forno, Manuela, Wilk, Karina, Lawrey, James D.","Acta Nova; 6(1-2); 4-16","Acta Nova","Inglês","2013","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1683-07892013000100002&lang=pt" 
"S1683-07892013000100001-bol","","Luján, Marcos","Acta Nova; 6(1-2); 4-4","Acta Nova","Espanhol","2013","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1683-07892013000100001&lang=pt" 
"S1683-07892013000100006-bol","Amscottia mira (Grönblad) Grönblad (Desmidiaceae, Zygnematophyceae) recolectada 55 años después de su descripción original","Bicudo, Carlos E. de M., Pascoaloto, Domitila, Soares, Climéia C.","Acta Nova; 6(1-2); 64-69","Acta Nova","Inglês","2013","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1683-07892013000100006&lang=pt" 
"S1683-07892013000100003-bol","Surirella antioquiensis sp. nov. and S. rafaelii sp. nov. (Bacillariophyta) from Colombia","Sala, Silvia E., Ramírez, John J., Vouilloud, Amelia A., Plata-Díaz C., Yasmín","Acta Nova; 6(1-2); 17-35","Acta Nova","Inglês","2013","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1683-07892013000100003&lang=pt" 
"S1683-07892013000100009-bol","Caracterización de la biodiversidad urbana en la cuenca central de Cochabamba, Bolivia","Córdova Stroobandt, Karen L.","Acta Nova; 6(1-2); 94-121","Acta Nova","Espanhol","2013","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1683-07892013000100009&lang=pt" 
"S2007-24222013000100002-mex","Metodología para la determinación de disponibilidad y déficit de agua superficial en cuencas hidrológicas: aplicación al caso de la normativa mexicana","Silva-Hidalgo, Humberto, Aldama, Álvaro A., Martín-Domínguez, Ignacio R., Alarcón-Herrera, María Teresa","Tecnología y ciencias del agua; 4(1); 27-50","Tecnología y ciencias del agua","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-24222013000100002&lang=pt" 
"S2007-24222013000100003-mex","Protección de la erosión en curvas abruptas usando enrocado rip-rap","Alvarado-Ancieta, César Adolfo","Tecnología y ciencias del agua; 4(1); 51-82","Tecnología y ciencias del agua","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-24222013000100003&lang=pt" 
"S2007-24222013000100001-mex","Modelación de la dinámica térmica de embalses mediterráneos: El caso del embalse de Amadorio (Alicante, España)","Paredes, Javier, Rubio, Carolina, Solera, Abel, Andreu, Joaquín","Tecnología y ciencias del agua; 4(1); 5-25","Tecnología y ciencias del agua","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-24222013000100001&lang=pt" 
"S2007-24222013000100006-mex","Análisis de sequías en el marco del Tratado sobre Aguas Internacionales de 1944","Arreguín-Cortés, Felipe, López-Pérez, Mario, Velázquez-Mireles, César, López-Corzo, Raúl","Tecnología y ciencias del agua; 4(1); 117-148","Tecnología y ciencias del agua","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-24222013000100006&lang=pt" 
"S2007-24222013000100007-mex","Análisis espacial, hacia una utilización mejorada de la información medida en campo y por satélites, para apoyar la toma de decisiones en materia hídrica y ambiental","Tapia-Silva, Felipe Omar, Silván-Cárdenas, José Luis, Rosales-Arriaga, Edgar","Tecnología y ciencias del agua; 4(1); 149-166","Tecnología y ciencias del agua","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-24222013000100007&lang=pt" 
"S2007-24222013000100004-mex","Aplicación de un modelo hidrológico-hidráulico para el pronóstico de niveles de agua en tiempo real","Riccardi, Gerardo, Stenta, Hernan, Scuderi, Carlos, Basile, Pedro, Zimmermann, Erik, Trivisonno, Franco","Tecnología y ciencias del agua; 4(1); 83-105","Tecnología y ciencias del agua","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-24222013000100004&lang=pt" 
"S2007-24222013000100005-mex","Agua y desequilibrio geográfico: estudio sobre vulnerabilidad hídrica en la región tlaxcalteca de la Matlalcueye","Hernández-Rodríguez, María de Lourdes, Sánchez-Gómez, María de Lourdes, Vázquez-Vázquez, José Dionicio","Tecnología y ciencias del agua; 4(1); 107-116","Tecnología y ciencias del agua","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-24222013000100005&lang=pt" 
"S2007-24222013000100008-mex","Capital social y vulnerabilidad ante eventos meteorológicos extremos: lecciones desde el municipio de San Felipe, costa de Yucatán, México","Soares, Denise, Murillo-Licea, Daniel","Tecnología y ciencias del agua; 4(1); 167-177","Tecnología y ciencias del agua","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-24222013000100008&lang=pt" 
"S2007-24222013000100009-mex","Análisis geoestadístico espacial de cuatro iones mayoritarios y arsénico en el acuífero Calera, Zacatecas","Júnez-Ferreira, Hugo E., Bautista-Capetillo, Carlos F., González-Trinidad, Julián","Tecnología y ciencias del agua; 4(1); 179-185","Tecnología y ciencias del agua","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-24222013000100009&lang=pt" 
"S2007-24222013000100011-mex","Cálculo de la recarga natural en grandes áreas, en función de la litología y la precipitación","Sanz-Pérez, Eugenio, Menéndez-Pidal, Ignacio","Tecnología y ciencias del agua; 4(1); 195-202","Tecnología y ciencias del agua","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-24222013000100011&lang=pt" 
"S2007-24222013000100010-mex","Determinación de curvas envolventes de caudales máximos observados y esperados para la República Argentina","Zucarelli, Graciela Viviana, Hammerly, Rosana del Carmen","Tecnología y ciencias del agua; 4(1); 187-194","Tecnología y ciencias del agua","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-24222013000100010&lang=pt" 
"S2007-24222013000100012-mex","Sensibilidad y regionalización del parámetro de impermeabilidad en una cuenca urbana","Alejandro-Sánchez, Luis, Martínez-González, Yoel","Tecnología y ciencias del agua; 4(1); 203-212","Tecnología y ciencias del agua","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-24222013000100012&lang=pt" 
"S1679-62252013000100073-scl","A new species of Hypostomus Lacépède, 1803 (Siluriformes: Loricariidae) from the rio Tocantins-Araguaia basin, Brazil","Zawadzki, Cláudio Henrique, Oliveira, Renildo Ribeiro de, Debona, Tiago","Neotropical Ichthyology; 11(1); 73-80","Neotropical Ichthyology","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252013000100073&lang=pt" 
"S1679-62252013000100153-scl","Seasonal analysis of condition, biochemical and bioenergetic indices of females of Brazilian flathead, Percophis brasiliensis","Rodrigues, Karina A., Macchi, Gustavo J., Massa, Agueda, Militelli, María I.","Neotropical Ichthyology; 11(1); 153-162","Neotropical Ichthyology","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252013000100153&lang=pt" 
"S1679-62252013000100101-scl","Cryptic species of the genus Pimelodella (Siluriformes: Heptapteridae) from the Miranda River, Paraguay River basin, Pantanal of Mato Grosso do Sul, Central Brazil","Souza-Shibatta, Lenice, Pezenti, Larissa Forim, Ferreira, Dhiego Gomes, Almeida, Fernanda Simões de, Sofia, Silvia Helena, Shibatta, Oscar Akio","Neotropical Ichthyology; 11(1); 101-109","Neotropical Ichthyology","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252013000100101&lang=pt" 
"S1679-62252013000100045-scl","Redescription of Astyanax multidensEigenmann, 1908 (Characiformes: Characidae), a small characid of the Brazilian Amazon","Marinho, Manoela M. F., Birindelli, José L. O.","Neotropical Ichthyology; 11(1); 45-54","Neotropical Ichthyology","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252013000100045&lang=pt" 
"S1688-03902013000100002-ury","Impacto de la acidosis en la evolución de la cohorte de pacientes del Programa de Salud Renal del Uruguay","Gadola, Liliana, Ríos, Pablo, Canzani, Orlando, Perg, Nancy, Canon, Alejandra, Daglio, Marcela, De Souza, Nancy, Lamadrid, Verónica, Solá, Laura, Noboa, Óscar, González-Martínez, Francisco, Schwedt, Emma, Mazzuchi, Nelson","Revista Médica del Uruguay; 29(1); 04-11","Revista Médica del Uruguay","Espanhol","2013","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-03902013000100002&lang=pt" 
"S1688-03902013000100005-ury","Tratamiento laparoscópico de la acalasia en un centro de baja frecuencia","Rodríguez Temesio, Gustavo, González González, Daniel, Ruso, Luis","Revista Médica del Uruguay; 29(1); 26-32","Revista Médica del Uruguay","Espanhol","2013","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-03902013000100005&lang=pt" 
"S1688-03902013000100004-ury","Estudio descriptivo de los nacimientos con gastrosquisis en el Centro Hospitalario Pereira Rossell","Conde, Andrés, Zunini, Santiago, Sosa, Claudio","Revista Médica del Uruguay; 29(1); 16-25","Revista Médica del Uruguay","Espanhol","2013","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-03902013000100004&lang=pt" 
"S1688-03902013000100006-ury","Medicina basada en evidencia en la formación de pregrado: experiencia de enseñanza en un laboratorio de habilidades clínicas","Danza, Álvaro, López, Maynés, Speranza, Noelia, Telechea, Héctor, Garcés, Gastón, Giachetto, Gustavo","Revista Médica del Uruguay; 29(1); 33-39","Revista Médica del Uruguay","Espanhol","2013","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-03902013000100006&lang=pt" 
"S1688-03902013000100009-ury","La objeción de conciencia y la interrupción voluntaria del embarazo: ¿Cómo conciliar su ejercicio con los derechos de las usuarias?","Adriasola, Gabriel","Revista Médica del Uruguay; 29(1); 47-57","Revista Médica del Uruguay","Espanhol","2013","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-03902013000100009&lang=pt" 
"S1688-03902013000100003-ury","Eficacia del amnios en cobertura de heridas quirúrgicas","Pontillo, Mauricio, González González, Daniel, Ruso, Luis","Revista Médica del Uruguay; 29(1); 12-15","Revista Médica del Uruguay","Espanhol","2013","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-03902013000100003&lang=pt" 
"S1688-03902013000100007-ury","Objeción de conciencia en el ámbito de la salud","Mautone, Mariela, Rodríguez Almada, Hugo","Revista Médica del Uruguay; 29(1); 40-42","Revista Médica del Uruguay","Espanhol","2013","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-03902013000100007&lang=pt" 
"S1688-03902013000100008-ury","Interrupción voluntaria del embarazo y objeción de conciencia en Uruguay","Cóppola, Francisco","Revista Médica del Uruguay; 29(1); 43-46","Revista Médica del Uruguay","Espanhol","2013","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-03902013000100008&lang=pt" 
"S2225-71602013000300001-sza","Editorial","Aukema-Heymans, EW","De Jure; 46(3); ii-iii","De Jure","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-71602013000300001&lang=pt" 
"S2225-71602013000300002-sza","The application of &quot;repealed&quot; sections of the Companies Act 61 of 1973 to liquidation proceedings of insolvent companies","Boraine, André, van Wyk, Jani","De Jure; 46(3); 644-683","De Jure","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-71602013000300002&lang=pt" 
"S2225-71602013000300003-sza","Diverse probleme rondom die bestaan en geldigheid van &#039;n testament by die dood van die erflater (deel 2)","Schoeman-Malan, Linda","De Jure; 46(3); 684-706","De Jure","Africaner","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-71602013000300003&lang=pt" 
"S2225-71602013000300004-sza","The role of a curator ad litem and children&#039;s access to the courts","Boezaart, Trynie","De Jure; 46(3); 707-726","De Jure","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-71602013000300004&lang=pt" 
"S2225-71602013000300005-sza","What would my mother say? Refusal, forgiveness and the subjectivity of South African women","Jooste, Yvonne","De Jure; 46(3); 727-741","De Jure","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-71602013000300005&lang=pt" 
"S2225-71602013000300006-sza","Unpacking &quot;progressive realisation&quot;, its relation to resources, minimum core and reasonableness, and some methodological considerations for assessing compliance","Chenwi, Lillian","De Jure; 46(3); 742-769","De Jure","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-71602013000300006&lang=pt" 
"S2225-71602013000300007-sza","Acquisition of ownership inside virtual worlds","Erlank, Wian","De Jure; 46(3); 770-782","De Jure","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-71602013000300007&lang=pt" 
"S2225-71602013000300008-sza","Let false light (publicity) shine forth in South African law","Buthelezi, Michael Celumusa","De Jure; 46(3); 783-797","De Jure","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-71602013000300008&lang=pt" 
"S2225-71602013000300009-sza","The nature of a headquarter company: a comparative analysis","Legwaila, Thabo","De Jure; 46(3); 798-813","De Jure","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-71602013000300009&lang=pt" 
"S2225-71602013000300015-sza","","Cornelius, SJ","De Jure; 46(3); 868-875","De Jure","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-71602013000300015&lang=pt" 
"S2225-71602013000300014-sza","Jerrier v Outsurance Insurance Company Ltd 2013 JDR 0562 (KZP). The duty to disclose: An ongoing problem?","Church, J","De Jure; 46(3); 859-868","De Jure","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-71602013000300014&lang=pt" 
"S2225-71602013000300013-sza","Wanneer vind artikel 7(7) van die Wet op Egskeiding, 70 van 1979, toepassing?","Van Schalkwyk, L N","De Jure; 46(3); 849-858","De Jure","Africaner","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-71602013000300013&lang=pt" 
"S2225-71602013000300012-sza","Huurooreenkomste waarop die Nasionale Kredietwet 34 van 2005 moontlik toepassing vind","Kinnear, L","De Jure; 46(3); 840-849","De Jure","Africaner","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-71602013000300012&lang=pt" 
"S2225-71602013000300011-sza","&quot;Quad motorcycle&quot; qualified as a motor vehicle in terms of the RAF Act 56 of 1996 -requirements relaxed in Jeffrey v Road Accident Fund 2012 4 SA 475 (GSJ)","Ahmed, R, Steynberg, L","De Jure; 46(3); 833-840","De Jure","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-71602013000300011&lang=pt" 
"S2225-71602013000300010-sza","Legal framework for public private partnership in Nigeria","Soyeju, Olufemi","De Jure; 46(3); 814-832","De Jure","Inglês","2013","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-71602013000300010&lang=pt" 
"S1688-03902013000100001-ury","Una contribución a la comprensión de la objeción de conciencia","","Revista Médica del Uruguay; 29(1); 03-03","Revista Médica del Uruguay","Espanhol","2013","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-03902013000100001&lang=pt" 
"S0001-37652013000100001-scl","Nanotechnology and lung diseases, caterpillars and agriculture, a new fossil turtle egg type from China, and a giant flying reptile from Gondwana","KELLNER, ALEXANDER W. A.","Anais da Academia Brasileira de Ciências; 85(1); 1-2","Anais da Academia Brasileira de Ciências","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652013000100001&lang=pt" 
