"S1020-49892013000800008-spa","Práticas familiares relacionadas à manutenção da amamentação: revisão da literatura e metassíntese","Sousa, Alder Mourão de, Fracolli, Lislaine Aparecida, Zoboli, Elma Lourdes Campos Pavone","Revista Panamericana de Salud Pública; 34(2); 127-134","Revista Panamericana de Salud Pública","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892013000800008&lang=pt" 
"S0102-09352013000400012-scl","Transitional carcinoma with extensive invasion of the bony orbit in a dog","Paiva, S.C.C.S., Werner, J., Montiani-Ferreira, F., Froes, T.R., Machado, M., Olbertz, L., Lima, L., Langohr, I.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 65(4); 1017-1023","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352013000400012&lang=pt" 
"S0102-09352013000400013-scl","Cardiovascular and respiratory alterations in dogs during cervical myelography using ioversol","Silva, S.R.A. Melo e, Tudury, E.A., Albuquerque, V.B., Araújo, F.P., Souza, T.F.B., Nóbrega Neto, P. I., Bonelli, M.A.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 65(4); 1024-1032","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352013000400013&lang=pt" 
"S0102-09352013000400014-scl","Estudo das agressões por cães, segundo tipo de interação entre cão e vítima, e das circunstâncias motivadoras dos acidentes, município de São Paulo, 2008 a 2009","Paranhos, N.T., Silva, E.A., Bernardi, F., Mendes, M.C.N.C., Junqueira, D.M.A.G., Souza, I.O.M., Albuquerque, J.O.M., Alves, J.C.M., Machado, M.N.P.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 65(4); 1033-1040","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352013000400014&lang=pt" 
"S0102-09352013000400015-scl","Inseminação artificial em tempo fixo em primíparas Nelore lactantes acíclicas","Cunha, R.R., Fernandes, C.A.C., Garcia, J.A.D., Gioso, M.M.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 65(4); 1041-1048","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352013000400015&lang=pt" 
"S0102-09352013000400016-scl","Padronização da técnica de plasmaférese automatizada em equinos","Escodro, P.B., Bernardo, J.O., Roveri, E.G., Escodro, L.O., Oliveira, C.F., Fonseca, L.S., Lopes, C.R.A., Tonholo, J., Nascimento, T. Gomes do","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 65(4); 1049-1056","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352013000400016&lang=pt" 
"S0102-09352013000400017-scl","Efeito da temperatura de descongelação na integridade de espermatozoides criopreservados de cães","Moura, C.S., Nunes, A.K.S., Silva, B.S., Peixoto, C.A., Silva, A.R., Silva, S.V., Guerra, M.M.P.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 65(4); 1057-1064","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352013000400017&lang=pt" 
"S0102-09352013000400019-scl","Infusão contínua de morfina ou fentanil, associados à lidocaína e cetamina, em cães anestesiados com isofluorano","Belmonte, E.A., Nunes, N., Thiesen, R., Lopes, P.C.F., Costa, P.F., Barbosa, V.F., Moro, J.V., Batista, P.A.C. S., Borges, P.A.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 65(4); 1075-1083","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352013000400019&lang=pt" 
"S0102-09352013000400020-scl","Quantitative computed tomography of the liver in dogs submitted to prednisone therapy","Costa, L.A.V.S., Oliveira, D.C., Lopes, B.F., Lanis, A.B., Teixeira, M.W., Costa, F.S.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 65(4); 1084-1090","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352013000400020&lang=pt" 
"S0102-09352013000400027-scl","Viabilidade econômica da terceira ordenha em sistemas de produção de leite com ordenhadeira tipo circuito aberto","Barbosa, G.L., Lopes, M.A., Nogueira, T.M., Costa, G.M., Albuquerque, F.T.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 65(4); 1123-1130","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352013000400027&lang=pt" 
"S0102-09352013000400028-scl","Suplementação de aminoácidos para redução da proteína bruta em dietas para leitões desmamados aos 21 dias de idade","Girôtto Júnior, C.J., Brustolini, P.C., Silva, F.C.O., Donzele, J.L., Ferreira, A.S., Nalon, P.M., Campos, P.F., Moutinho, J.V.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 65(4); 1131-1138","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352013000400028&lang=pt" 
"S0102-09352013000400029-scl","Adição da parede celular de levedura (Saccharomyces cerevisiae) na dieta para frangos de corte","Barroso, D.C., Vieira, A.A., Lima, C.A.R., Trindade, B.S, Gomes, A.V.C., Souza, M.M.S., Corrêa, G.S.S.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 65(4); 1139-1148","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352013000400029&lang=pt" 
"S0102-09352013000400030-scl","Substituição de monensina sódica por bicarbonato de sódio em dietas de novilhas confinadas","Oliveira, A.P., Reis, R.A., Bertipaglia, L.M.A., Melo, G.M.P., Berchielli, T.T., Oliveira, J.A., Casagrande, D.R., Balsalobre, M.A.A.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 65(4); 1149-1157","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352013000400030&lang=pt" 
"S0102-09352013000400031-scl","Consumo e desempenho de ovinos alimentados com silagens de cana-de-açúcar tratadas com óxido de cálcio e cloreto de sódio","Rabelo, F.H.S., Rezende, A.V., Rabelo, C.H.S., Nogueira, D.A., Silva, W.A., Vieira, P.F., Santos, W.B.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 65(4); 1158-1164","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352013000400031&lang=pt" 
"S0102-09352013000400032-scl","Suplementação e cultura de levedura na alimentação de bezerros de corte em pastagem de aveia e azevém","Prohmann, P.E.F., Branco, A.F., Jobim, C.C., Cecato, U., Teixeira, S, Paris, W, Goes, R.H.T.B., Oliveira, M.V.M., Granzoto, F.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 65(4); 1165-1175","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352013000400032&lang=pt" 
"S0102-09352013000400033-scl","Efeito da densidade de estocagem no desenvolvimento inicial do acará-bandeira (Pterophyllum scalare)","Gonçalves Júnior, L.P., Pereira, S.L., Matielo, M.D., Mendonça, P.P.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 65(4); 1176-1182","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352013000400033&lang=pt" 
"S0102-09352013000400034-scl","Teores proteicos em dietas para vacas Holandesas leiteiras em confinamento","Paiva, V.R., Lana, R.P., Oliveira, A.S., Leão, M.I., Teixeira, R.M.A.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 65(4); 1183-1191","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352013000400034&lang=pt" 
"S0102-09352013000400037-scl","Genotype effect on carcass and meat quality of lambs finished in irrigated pastures in the semiarid Northeastern Brazil","Fernandes Júnior, G.A., Lôbo, R.N.B., Madruga, M.S., Lôbo, A.M.B.O., Vieira, L.S., Facó, O.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 65(4); 1208-1216","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352013000400037&lang=pt" 
"S0102-09352013000400039-scl","Application of Scharer&#039;s quantitative method for the determination of residual alkaline phosphatase activity in standard Minas","Soares, C.F., Fonseca, L.M., Leite, M.O., Oliveira, M.C.P.P.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 65(4); 1223-1230","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352013000400039&lang=pt" 
"S0102-09352013000400040-scl","Aproveitamento de soro lácteo na formulação de bebidas com frutas e hortaliças","Guedes, A.F.L.M., Machado, E.C.L., Fonseca, M.C., Andrade, S.A.C., Stamford, T.L.M.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 65(4); 1231-1238","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352013000400040&lang=pt" 
"S1727-81202013000200001-cub","Determinantes sociales de la salud y la acción política","Rojas Ochoa, Francisco","Humanidades Médicas; 13(2); 279-291","Humanidades Médicas","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-81202013000200001&lang=pt" 
"S1727-81202013000200004-cub","Metodología para perfeccionar la realización de la discusión diagnóstica en la carrera de Medicina","Rodríguez López, Aquiles José, Valdés de la Rosa, Cecilia, García Barrios, Clara, Casas Rodríguez, Ludmila","Humanidades Médicas; 13(2); 330-347","Humanidades Médicas","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-81202013000200004&lang=pt" 
"S1727-81202013000200005-cub","Acompañamiento psicosocial a jóvenes marginados para prevención de la farmacodependencia","Tobón, Flor Ángela, López Giraldo, Luis Alirio, Fernando Ramírez, Jhon","Humanidades Médicas; 13(2); 348-371","Humanidades Médicas","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-81202013000200005&lang=pt" 
"S1727-81202013000200006-cub","Innovación tecnológica para la producción de biológicos en la Universidad Médica de Camagüey: ejemplo de relación universidad-sociedad-empresa","Falcón Almeida, Yadira, Casado Hernández, Imilla, Galdós Sánchez, María del Carmen, Mora González, Néstor","Humanidades Médicas; 13(2); 372-392","Humanidades Médicas","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-81202013000200006&lang=pt" 
"S1727-81202013000200007-cub","Consentimiento informado: aspectos éticos y legislación en la odontología","Rillo, Arturo G","Humanidades Médicas; 13(2); 393-411","Humanidades Médicas","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-81202013000200007&lang=pt" 
"S1727-81202013000200009-cub","Habilidades de razonamiento clínico en estudiantes de la carrera de Medicina","Rodríguez López, Aquiles José, Valdés de la Rosa, Cecilia, García Barrios, Clara, Casas Rodríguez, Ludmila","Humanidades Médicas; 13(2); 433-456","Humanidades Médicas","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-81202013000200009&lang=pt" 
"S1727-81202013000200010-cub","Evaluación del diseño curricular del plan de estudios de la Licenciatura en Bioanálisis Clínico","García González, Mercedes Caridad, Pérez Agramonte, Marllelys, Vigo de Piña, Yissell, Rosabales Quiles, Irma","Humanidades Médicas; 13(2); 457-479","Humanidades Médicas","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-81202013000200010&lang=pt" 
"S1727-81202013000200011-cub","Simulación educativa: Herramienta didáctica para educación Ciencia Tecnología y Sociedad en la disciplina Filosofía y Sociedad","López-Chávez Martínez, Graciela, Chávez Hernández, Sura","Humanidades Médicas; 13(2); 480-497","Humanidades Médicas","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-81202013000200011&lang=pt" 
"S1727-81202013000200012-cub","Estrategia didáctica para el desarrollo del trabajo independiente de la asignatura Metodología de la Investigación Cualitativa en Salud","Márquez Molina, German Onelio, Tarajano Roselló, Antonio Obed, Mariano Mateo, Andrea, Scrich Vázquez, Aldo","Humanidades Médicas; 13(2); 498-525","Humanidades Médicas","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-81202013000200012&lang=pt" 
"S1727-81202013000200014-cub","Actitudes pedagógicas del profesor en las universidades","Viamontes Pelegrín, Estrella Rosa, Colunga Santos, Silvia, García Ruiz, Jorge","Humanidades Médicas; 13(2); 546-562","Humanidades Médicas","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-81202013000200014&lang=pt" 
"S1727-81202013000200008-cub","La Disfasia desde el enfoque de la Comunicación","Puebla Caballero, Nely del Milagro, López Salas, Déborah Magalys, Hernández Vidal, Antonio, Cisneros Artola, Luisa Martha","Humanidades Médicas; 13(2); 412-432","Humanidades Médicas","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-81202013000200008&lang=pt" 
"S1561-30032013000200001-cub","Un futuro a favor de la protección del agua","GONZÁLEZ GONZÁLEZ, MARÍA ISABEL","Revista Cubana de Higiene y Epidemiología; 51(2); 126-128","Revista Cubana de Higiene y Epidemiología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-30032013000200001&lang=pt" 
"S1561-30032013000200002-cub","Streptococcus agalactiae,medios de conservación accesibles a laboratorios de diagnóstico de baja y mediana complejidad","Laczeski, Margarita Ester, Raúl Pegels, Eduardo, Oviedo, Patricia Noemí, Quiroga, Marina Inés, Vergara, Marta Inés","Revista Cubana de Higiene y Epidemiología; 51(2); 129-139","Revista Cubana de Higiene y Epidemiología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-30032013000200002&lang=pt" 
"S1561-30032013000200003-cub","Valor pronóstico de la primera glucemia en ayunas al ingreso hospitalario en personas con infarto agudo del miocardio","Valdés Janllura, Irina, Licea Puig, Manuel Emiliano, Fernández Maderos, Irma, Armas Rojas, Nurys Bárbara","Revista Cubana de Higiene y Epidemiología; 51(2); 140-154","Revista Cubana de Higiene y Epidemiología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-30032013000200003&lang=pt" 
"S1561-30032013000200004-cub","Control de calidad de los medios de cultivo utilizados en el monitoreo ambiental de las áreas clasificadas de producción","Burguet Lago, Nancy, Castillo Abraham, Lourdes","Revista Cubana de Higiene y Epidemiología; 51(2); 155-160","Revista Cubana de Higiene y Epidemiología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-30032013000200004&lang=pt" 
"S1561-30032013000200005-cub","Caracterización del ambiente físico en viviendas de hormigón en &quot;La Coronela&quot;, La Habana, 2010-2011","Barceló Pérez, Carlos, Guzmán Piñeiro, Raisa, Ramírez Sotolongo, Juan C, Calderón Baró, Joán, Sao Ravelo, Leonardo","Revista Cubana de Higiene y Epidemiología; 51(2); 161-173","Revista Cubana de Higiene y Epidemiología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-30032013000200005&lang=pt" 
"S1561-30032013000200006-cub","Caracterización de la sobrecarga y de los estilos de afrontamiento en el cuidador informal de pacientes dependientes","Pérez Jiménez, Dianellys, Rodríguez Salvá, Armando, Herrera Travieso, Delia Mercedes, García Roche, René, Echemendía Tocabens, Belkis, Chang de la Rosa, Martha","Revista Cubana de Higiene y Epidemiología; 51(2); 174-183","Revista Cubana de Higiene y Epidemiología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-30032013000200006&lang=pt" 
"S1561-30032013000200007-cub","Análisis de las noticias sobre suicidio publicadas en un diario local del Quindío, Colombia, entre 2004 y 2011","Rátiva Osorio, Johan Sebastián, Ruiz Vélez, Viviana Andrea, Medina-Pérez, Óscar Adolfo","Revista Cubana de Higiene y Epidemiología; 51(2); 184-191","Revista Cubana de Higiene y Epidemiología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-30032013000200007&lang=pt" 
"S1561-30032013000200008-cub","Criterios para la vigilancia de la calidad química y microbiológica del agua para hemodiálisis","García Melián, Maricel, González González, María Isabel, Mariné Alonso, María de los Ángeles","Revista Cubana de Higiene y Epidemiología; 51(2); 192-202","Revista Cubana de Higiene y Epidemiología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-30032013000200008&lang=pt" 
"S1561-30032013000200009-cub","Enfermedades transmitidas por alimentos en Villa Clara","López Aday, Danilsa, Rivero Álvarez, Ester, Martínez Torres, Alberto, Alegret Rodríguez, Milagros","Revista Cubana de Higiene y Epidemiología; 51(2); 203-213","Revista Cubana de Higiene y Epidemiología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-30032013000200009&lang=pt" 
"S1561-30032013000200010-cub","Comunidades seguras, un modelo mundial para la prevención de lesiones y la promoción de seguridad","Hernández Sánchez, Mariela, García Roche, René","Revista Cubana de Higiene y Epidemiología; 51(2); 214-225","Revista Cubana de Higiene y Epidemiología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-30032013000200010&lang=pt" 
"S1561-30032013000200011-cub","Efectos nocivos de la contaminación ambiental sobre la embarazada","Conde Williams, Aurelia de la Caridad","Revista Cubana de Higiene y Epidemiología; 51(2); 226-238","Revista Cubana de Higiene y Epidemiología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1561-30032013000200011&lang=pt" 
"S1980-993X2013000200015-scl","Uso de cloro no controle de bactérias filamentosas em lodos ativados de indústria frigorífica","Yano, Anelise Almeida, Gomes, Luis Airton","Revista Ambiente &amp; Água; 8(2); 146-156","Revista Ambiente &amp; Água","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-993X2013000200015&lang=pt" 
"S0042-96862013000800549-spa","Europe&#039;s visible epidemic","","Bulletin of the World Health Organization; 91(8); 549-550","Bulletin of the World Health Organization","Inglês","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862013000800549&lang=pt" 
"S0042-96862013000800551-spa","All-of-government approach needed to tackle obesity","","Bulletin of the World Health Organization; 91(8); 551-552","Bulletin of the World Health Organization","Inglês","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862013000800551&lang=pt" 
"S1980-993X2013000200008-scl","Calidad del agua en el embalse Río Tercero (Argentina) utilizando sistemas de información geográfica y modelos lineales de regresión","Ledesma, Claudia, Bonansea, Matías, Rodríguez, Claudia, Delgado, Ángel R. Sánchez","Revista Ambiente &amp; Água; 8(2); 67-76","Revista Ambiente &amp; Água","Espanhol","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-993X2013000200008&lang=pt" 
"S1980-993X2013000200007-scl","Groundwater recharge behavior based on surface runoff hydrographs in two basins of the Minas Gerais State","Durães, Matheus Fonseca, Mello, Carlos Rogério de","Revista Ambiente &amp; Água; 8(2); 57-66","Revista Ambiente &amp; Água","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-993X2013000200007&lang=pt" 
"S1980-993X2013000200009-scl","Variação da precipitação por método de interpolação geoestatística","Loureiro, Glauber Epifanio, Fernandes, Lindemberg Lima","Revista Ambiente &amp; Água; 8(2); 77-87","Revista Ambiente &amp; Água","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-993X2013000200009&lang=pt" 
"S1980-993X2013000200004-scl","Fate of the herbicide 14C-atrazine during sewage treatment on a lab-scale bioreactor","Oliveira, Jaime L. M., Ferreira, Edir M., Silva, Denise da P., Dezotti, Márcia, Langenbach, Tomaz","Revista Ambiente &amp; Água; 8(2); 27-33","Revista Ambiente &amp; Água","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-993X2013000200004&lang=pt" 
"S0365-05962013000400507-scl","Cutaneous mosaicisms: concepts, patterns and classifications","Kouzak, Samara Silva, Mendes, Marcela Sena Teixeira, Costa, Izelda Maria Carvalho","Anais Brasileiros de Dermatologia; 88(4); 507-517","Anais Brasileiros de Dermatologia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962013000400507&lang=pt" 
"S0365-05962013000400578-scl","Hereditary angioedema type III (estrogen-dependent) report of three cases and literature review*","Miranda, Amanda Rodrigues, Ue, Ana Paula Fusel de, Sabbag, Dominique Vilarinho, Furlani, Wellington de Jesus, Souza, Patricia Karla de, Rotta, Osmar","Anais Brasileiros de Dermatologia; 88(4); 578-584","Anais Brasileiros de Dermatologia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962013000400578&lang=pt" 
"S0365-05962013000400530-scl","Precipitating factors of porphyria cutanea tarda in Brazil with emphasis on hemochromatosis gene (HFE) mutations. Study of 60 patients","Vieira, Fatima Mendonca Jorge, Nakhle, Maria Cristina, Abrantes-Lemos, Clarice Pires, Cancado, Eduardo Luiz Rachid, Reis, Vitor Manoel Silva dos","Anais Brasileiros de Dermatologia; 88(4); 530-540","Anais Brasileiros de Dermatologia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962013000400530&lang=pt" 
"S0365-05962013000400563-scl","Time needed to schedule dermatological consultations in Brazil","Miot, Helio Amante, Miot, Luciane Donida Bartoli","Anais Brasileiros de Dermatologia; 88(4); 563-569","Anais Brasileiros de Dermatologia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962013000400563&lang=pt" 
"S0042-96862013000800546-spa","Universal health coverage and universal access","Evans, David B, Hsu, Justine, Boerma, Ties","Bulletin of the World Health Organization; 91(8); 546-546A","Bulletin of the World Health Organization","Inglês","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862013000800546&lang=pt" 
"S0042-96862013000800618-spa","Debating the scope of a health research and development convention","Moran, Mary","Bulletin of the World Health Organization; 91(8); 618-620","Bulletin of the World Health Organization","Inglês","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862013000800618&lang=pt" 
"S0042-96862013000800569-spa","Adverse events attributed to traditional Korean medical practices: 1999-2010","Shin, Hyeun-Kyoo, Jeong, Soo-Jin, Lee, Myeong Soo, Ernst, Edzard","Bulletin of the World Health Organization; 91(8); 569-575","Bulletin of the World Health Organization","Inglês","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862013000800569&lang=pt" 
"S0365-05962013000400611-scl","Protein contact dermatitis - case report","Barata, Ana Rita Rodrigues, Conde-Salazar, Luis","Anais Brasileiros de Dermatologia; 88(4); 611-613","Anais Brasileiros de Dermatologia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962013000400611&lang=pt" 
"S0365-05962013000400672-scl","Pulse therapy in pemphigus: report of 11 cases","Fernandes, Nurimar Conceicao, Menezes, Mariana","Anais Brasileiros de Dermatologia; 88(4); 672-675","Anais Brasileiros de Dermatologia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962013000400672&lang=pt" 
"S0365-05962013000400660-scl","Case for diagnosis","Tiengo, Adriana, Barros, Hugo Rocha, Carvalho, Daniele Bueno, Oliveira, Gabriela Mantovanelli de, Romiti, Ney","Anais Brasileiros de Dermatologia; 88(4); 660-662","Anais Brasileiros de Dermatologia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962013000400660&lang=pt" 
"S0365-05962013000400667-scl","Evaluation of renal function in patients with psoriasis using immunobiologicals","Melgaco, Sarah Suyanne Carvalho, Silva Junior, Geraldo Bezerra da, Dantas, Amanda Maria Menezes, Vasconcelos, Ana Mirella Arcanjo, Siqueira, Veronica Riquet de, Vieira, Ana Patricia Freitas, Daher, Elizabeth de Francesco","Anais Brasileiros de Dermatologia; 88(4); 667-669","Anais Brasileiros de Dermatologia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962013000400667&lang=pt" 
"S0365-05962013000400643-scl","Dermatoscopic findings in telangiectasia macularis eruptiva perstans","Unterstell, Natasha, Lavorato, Fernanda Guedes, Nery, Natalia Solon, Mann, Danielle, Alves, Maria de Fatima Scotelaro Guimaraes, Barcaui, Carlos","Anais Brasileiros de Dermatologia; 88(4); 643-645","Anais Brasileiros de Dermatologia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962013000400643&lang=pt" 
"S0365-05962013000400649-scl","Tungiasis under dermoscopy: in vivo and ex vivo examination of the cutaneous infestation due to Tunga penetrans","Criado, Paulo Ricardo, Landman, Gilles, Reis, Vitor Manoel Silva dos, Belda Junior, Walter","Anais Brasileiros de Dermatologia; 88(4); 649-651","Anais Brasileiros de Dermatologia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962013000400649&lang=pt" 
"S0365-05962013000400670-scl","Occupational and non-occupational allergic contact dermatitis and quality of life: a prospective study","Brutti, Catiussa Spode, Bonamigo, Renan Rangel, Cappelletti, Taciana, Martins-Costa, Gabriela Mynarski, Menegat, Ana Paula Salin","Anais Brasileiros de Dermatologia; 88(4); 670-671","Anais Brasileiros de Dermatologia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962013000400670&lang=pt" 
"S0365-05962013000400623-scl","Circumscribed palmoplantar hypokeratosis: report of two brazilian cases","Rocha, Lilian Kelly, Nico, Marcello Menta Simonsen","Anais Brasileiros de Dermatologia; 88(4); 623-626","Anais Brasileiros de Dermatologia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962013000400623&lang=pt" 
"S0365-05962013000400631-scl","Soft-tissue masses as presentation of non-Hodgkin&#039;s lymphoma in AIDS patients","Corti, Marcelo, Villafane, Maria Florencia, Bistmans, Alicia, Campitelli, Ana, Narbaitz, Marina","Anais Brasileiros de Dermatologia; 88(4); 631-634","Anais Brasileiros de Dermatologia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962013000400631&lang=pt" 
"S0365-05962013000400496-scl","Environmental dermatology: skin manifestations of injuries caused by invertebrate aquatic animals","Haddad Junior, Vidal","Anais Brasileiros de Dermatologia; 88(4); 496-506","Anais Brasileiros de Dermatologia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962013000400496&lang=pt" 
"S0365-05962013000400614-scl","Dermatofibroma in a black tattoo: report of a case","Bittencourt, Maraya de Jesus Semblano, Miranda, Mario Fernando Ribeiro de, Parijos, Amanda Magno de, Mesquita, Leticia Brito, Fonseca, Diana Mendes da, Jambo, Diego Augusto Aiezza","Anais Brasileiros de Dermatologia; 88(4); 614-616","Anais Brasileiros de Dermatologia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962013000400614&lang=pt" 
