"S0004-282X2015001100972-scl","Friedrich Nietzsche: the wandering and learned neuropath under Dionisius","Gomes, Marleide da Mota","Arquivos de Neuro-Psiquiatria; 73(11); 972-975","Arquivos de Neuro-Psiquiatria","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2015001100972&lang=pt" 
"S1665-24362015000300007-mex","Lo político en la educación matemática: de la educación matemática crítica a la política cultural de la educación matemática","Valero, Paola, Andrade-Molina, Melissa, Montecino, Alex","Revista latinoamericana de investigación en matemática educativa; 18(3); 7-20","Revista latinoamericana de investigación en matemática educativa","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-24362015000300007&lang=pt" 
"S1665-24362015000300387-mex","La negociación de significado como proceso de aprendizaje: El caso de un programa de desarrollo profesional en la enseñanza de la estadística","Sánchez Sánchez, Ernesto A., Gómez-Blancarte, Ana L.","Revista latinoamericana de investigación en matemática educativa; 18(3); 387-419","Revista latinoamericana de investigación en matemática educativa","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-24362015000300387&lang=pt" 
"S1665-24362015000300329-mex","El obstáculo epistemológico del infinito actual: Persistencia, resistencia y categorías de análisis","Mena-Lorca, Arturo, Mena-Lorca, Jaime, Montoya-Delgadillo, Elizabeth, Morales, Astrid, Parraguez, Marcela","Revista latinoamericana de investigación en matemática educativa; 18(3); 329-358","Revista latinoamericana de investigación en matemática educativa","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-24362015000300329&lang=pt" 
"S1665-24362015000300359-mex","Gestos, sinais e esquemas de aprendizes surdos na multiplicação","Peixoto, Jurema","Revista latinoamericana de investigación en matemática educativa; 18(3); 359-386","Revista latinoamericana de investigación en matemática educativa","Português","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1665-24362015000300359&lang=pt" 
"S1851-96362015000200005-arg","Democracia, derechos y control judicial: Versiones de Carlos Nino","Maurino, Gustavo","Análisis filosófico; 35(2); 243-263","Análisis filosófico","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-96362015000200005&lang=pt" 
"S1851-96362015000200001-arg","Castigo penal, injusticia social y autoridad moral","Rivera López, Eduardo","Análisis filosófico; 35(2); 167-185","Análisis filosófico","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-96362015000200001&lang=pt" 
"S1851-96362015000200003-arg","Legítima defensa y justificación: Consideraciones sobre la legítima defensa y el liberalismo a partir de algunos textos de Carlos Nino","Bouvier, Hernán G.","Análisis filosófico; 35(2); 207-226","Análisis filosófico","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-96362015000200003&lang=pt" 
"S1851-96362015000200004-arg","Retribución, inculpación y ¿perfeccionismo moral?","Beade, Gustavo","Análisis filosófico; 35(2); 227-240","Análisis filosófico","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-96362015000200004&lang=pt" 
"S1851-96362015000200006-arg","Carlos Nino y la titularidad del derecho a un ambiente sano","Saulino, María Florencia","Análisis filosófico; 35(2); 265-281","Análisis filosófico","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-96362015000200006&lang=pt" 
"S1851-96362015000200002-arg","El punto de encuentro entre la teoría penal y la teoría democrática de Carlos Nino: A Meeting Point","Gargarella, Roberto","Análisis filosófico; 35(2); 187-206","Análisis filosófico","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-96362015000200002&lang=pt" 
"S1851-96362015000200007-arg","Completando un proyecto inconcluso: Una propuesta de aplicación de la teoría de la democracia deliberativa de Carlos Nino al plano global","Maisley, Nahuel","Análisis filosófico; 35(2); 283-316","Análisis filosófico","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-96362015000200007&lang=pt" 
"S1851-87532015000200002-arg","El argumento de contigüidad ontológica. Antecedentes neoplatónicos y dionisianos y su resolución en Tomás de Aquino","Caram, Gabriela de los Ángeles","Scripta Mediaevalia; 8(2); 115-136","Scripta Mediaevalia","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-87532015000200002&lang=pt" 
"S1851-87532015000200001-arg","La teoría de la traslación del poder en Suárez, entre tradición y ruptura","Castaño, Sergio Raúl","Scripta Mediaevalia; 8(2); 93-114","Scripta Mediaevalia","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-87532015000200001&lang=pt" 
"S1851-87532015000200003-arg","","Wyllie, Guilherme","Scripta Mediaevalia; 8(2); 137-160","Scripta Mediaevalia","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-87532015000200003&lang=pt" 
"S1851-87532015000200005-arg","Epitafio en homenaje a Fr. Lawrence Dewan, O.P. (1932 - † 2015)","González Camargo, Javier","Scripta Mediaevalia; 8(2); 181-183","Scripta Mediaevalia","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-87532015000200005&lang=pt" 
"S1851-87532015000200004-arg","La identidad propia del Pensamiento Patrístico y Medieval: ¿Unidad y Pluralidad?","Gargiulo, Clara","Scripta Mediaevalia; 8(2); 163-177","Scripta Mediaevalia","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-87532015000200004&lang=pt" 
"S1995-77852015000200011-arg","Tutoría en escuelas secundarias: Un estudio cualitativo","Cuchan, Natalia","Propuesta educativa; (44); 101-103","Propuesta educativa","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1995-77852015000200011&lang=pt" 
"S1995-77852015000200012-arg","Lo que la escuela debería enseñar: Por una revolución de la política escolar en Francia","Pérez Zorrilla, Julia","Propuesta educativa; (44); 104-106","Propuesta educativa","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1995-77852015000200012&lang=pt" 
"S1995-77852015000200015-arg","Clases medias, escuela y religión: socialización y escolarización de jóvenes en colegios secundarios católicos en Córdoba","Giovine, Manuel Alejandro","Propuesta educativa; (44); 112-114","Propuesta educativa","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1995-77852015000200015&lang=pt" 
"S1995-77852015000200014-arg","Dinámica de la Internacionalización de la Investigación en la Universidad Nacional de la Plata (2005-2012)","Oregioni, María Soledad","Propuesta educativa; (44); 110-111","Propuesta educativa","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1995-77852015000200014&lang=pt" 
"S1995-77852015000200004-arg","La reforma de la escuela media: un anhelo frustrado","Tiramonti, Guillermina","Propuesta educativa; (44); 24-37","Propuesta educativa","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1995-77852015000200004&lang=pt" 
"S1995-77852015000200009-arg","Argumentación infantil en situaciones de juego: diferencias en función del contexto","Migdalek, Maia Julieta, Rosemberg, Celia Renata, Arrúe, Josefina Elena","Propuesta educativa; (44); 79-88","Propuesta educativa","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1995-77852015000200009&lang=pt" 
"S1995-77852015000200008-arg","(Re)pensando la educación con Judith Butler: Una cita necesaria entre filosofía y educación","Giuliano, Facundo","Propuesta educativa; (44); 65-78","Propuesta educativa","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1995-77852015000200008&lang=pt" 
"S1995-77852015000200010-arg","Nivel de logro PSU: Lo que devela el puntaje corregido en las Pruebas de Admisión Universitaria en Chile","Rodríguez Garcés, Carlos, Castillo Riquelme, Victor","Propuesta educativa; (44); 89-100","Propuesta educativa","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1995-77852015000200010&lang=pt" 
"S1995-77852015000200002-arg","Escuela secundaria siglo XXI: un recorrido por algunas de sus reformas de cara a los desafíos de la sociedad contemporánea","Tiramonti, Guillermina","Propuesta educativa; (44); 6-7","Propuesta educativa","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1995-77852015000200002&lang=pt" 
"S1995-77852015000200013-arg","El gran experimento: Mercado y privatización de la educación chilena","Bianchetti Saavedra, Andrés","Propuesta educativa; (44); 107-109","Propuesta educativa","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1995-77852015000200013&lang=pt" 
"S1995-77852015000200001-arg","Editorial","","Propuesta educativa; (44); 3-4","Propuesta educativa","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1995-77852015000200001&lang=pt" 
"S1995-77852015000200006-arg","Caminos de reforma de la secundaria en el norte brasilero: Ceará y Pernambuco","Rivas, Axel, Coto, Paula","Propuesta educativa; (44); 54-59","Propuesta educativa","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1995-77852015000200006&lang=pt" 
"S1995-77852015000200007-arg","Para muestra basta un botón. Acerca de las escuelas PROA: Algunas reflexiones a partir de las conversaciones mantenidas en Córdoba con el ministro y su equipo y de la visita realizada a una de las escuelas","Tiramonti, Guillermina","Propuesta educativa; (44); 60-63","Propuesta educativa","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1995-77852015000200007&lang=pt" 
"S1995-77852015000200005-arg","Creer, poder y hacer: Horizonte 2020 en las escuelas jesuitas de Barcelona","Ochoa De La Fuente, Lili","Propuesta educativa; (44); 38-53","Propuesta educativa","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1995-77852015000200005&lang=pt" 
"S1995-77852015000200003-arg","Sobre la escuela como eje del cambio de las políticas de educación secundaria en Argentina","Pinkasz, Daniel","Propuesta educativa; (44); 8-23","Propuesta educativa","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1995-77852015000200003&lang=pt" 
"S0325-00752015000500020-arg","Dermatosis ampollar por inmunoglobulina A lineal: Reporte de dos casos","González-Martín, Leticia, González, Antonio, Pérez-Martín, María E","Archivos argentinos de pediatría; 113(5); e279-e282","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000500020&lang=pt" 
"S0325-00752015000500021-arg","Rotura y desplazamiento de catéter arterial umbilical: obstrucción arterial bilateral en un prematuro de muy bajo peso al nacer","Dilli, Dilek, Özyazici, Elif, Fettah, Nurdan, Kaya, Özkan, Pala Akdogan, Melek, Zenciro lu, Aysegül, Okumus, Nurullah, Güzoglu, Nilüfer","Archivos argentinos de pediatría; 113(5); e283-e285","Archivos argentinos de pediatría","Inglês, Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000500021&lang=pt" 
"S0325-00752015000500022-arg","Invaginación intestinal en un lactante con diagnóstico de botulismo: Reporte de un caso","Spini, Roxana G, Ferraris, Verónica, Glasman, María P, Orofino, Guillermina, Casanovas, Alejandra, Debaisi, Gustavo","Archivos argentinos de pediatría; 113(5); e286-e289","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000500022&lang=pt" 
"S0325-00752015000500009-arg","Impacto del momento del diagnóstico en la evolución posoperatoria de los recién nacidos con cardiopatìa congénita en un hospital público, en la Argentina","Krynski, Mariela, Montonati, Mercedes, Althabe, María","Archivos argentinos de pediatría; 113(5); 433-442","Archivos argentinos de pediatría","Inglês, Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000500009&lang=pt" 
"S0325-00752015000500018-arg","Encefalopatía reversible posterior en una niña con lupus eritematoso sistémico: Presentación de un caso","Marín, Gustavo R","Archivos argentinos de pediatría; 113(5); e271-e274","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000500018&lang=pt" 
"S0325-00752015000500015-arg","Características clínicas y epidemiológicas del trauma ocular en menores de 14 años","Quezada-del Cid, Nancy C, Zimmermann-Paiz, Martin A, Ordoñez-Rivas, Ana M","Archivos argentinos de pediatría; 113(5); e260-e263","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000500015&lang=pt" 
"S0325-00752015000500014-arg","Síndrome Bazex-Dupré-Christol: serie de casos","Yesenia Arévalo, Niní, Buján, María M, Cervini, Andrea B, Pierini, Adrián M","Archivos argentinos de pediatría; 113(5); e256-e259","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000500014&lang=pt" 
"S0325-00752015000500017-arg","Síndrome cerebeloso cognitivo-afectivo","Garriga-Grimau, Laura, Aznar Lain, Gemma, Nascimiento, María T, Petrizan Aleman, Araitz","Archivos argentinos de pediatría; 113(5); e268-e270","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000500017&lang=pt" 
"S0325-00752015000500016-arg","Síndrome de fibromatosis hialina: reporte de dos casos de una misma familia","Rangel Rivera, Diego Alejandro, Mendoza Rojas, Víctor Clemente, Uribe Pérez, Claudia Janeth, Contreras-García, Gustavo Adolfo","Archivos argentinos de pediatría; 113(5); e264-e267","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000500016&lang=pt" 
"S0325-00752015000500010-arg","Implementación de un programa para prevenir el daño neurológico de la encefalopatía hipóxico isquémica en Buenos Aires: Hipotermia terapéutica","Valera, Mariana, Berazategui, Juan Pablo, Saa, Gladys, Olmo Herrera, Carolina, Sepúlveda, Teresa, Buraschi, María Fernanda, Gacio, Sebastián, Villalba, Cristina, Beloso, Inés, Basso, Graciela, Carlo, Waldemar, Tavosnanska, Jorge","Archivos argentinos de pediatría; 113(5); 437-443","Archivos argentinos de pediatría","Inglês, Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000500010&lang=pt" 
"S0325-00752015000500007-arg","Evaluación de 200 pacientes pediátricos expuestos al riesgo de contraer rabia","Koksal, Ali Osman, Yilmaz, Aslihan Arasli, Ozdemir, Osman, Cicek, Seyma, Yilmaz, Serife","Archivos argentinos de pediatría; 113(5); 419-424","Archivos argentinos de pediatría","Inglês, Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000500007&lang=pt" 
"S0325-00752015000500001-arg","El desafío de mejorar la atención ambulatoria en pediatría","Ceriani Cernadas, José M","Archivos argentinos de pediatría; 113(5); 386-387","Archivos argentinos de pediatría","Inglês, Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000500001&lang=pt" 
"S0325-00752015000500012-arg","Accidente cerebrovascular isquémico presuntamente perinatal: Revisión","Gacio, Sebastián, Muñoz Giacomelli, Francisco, Klein, Francisco","Archivos argentinos de pediatría; 113(5); 449-455","Archivos argentinos de pediatría","Inglês, Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000500012&lang=pt" 
"S0325-00752015000500002-arg","El arte como instrumento para comprender la diferencia entre información, conocimiento y saber","Musso, Carlos G, Enz, Paula A","Archivos argentinos de pediatría; 113(5); 388-389","Archivos argentinos de pediatría","Inglês, Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000500002&lang=pt" 
"S0325-00752015000500008-arg","Características de las residencias de terapia intensiva pediátrica de la República Argentina: Encuesta nacional","Truszkowski, Martín, Moreno, Rodolfo P, Santos, Silvia N, Moreno, Guillermo E, Iolster, Thomas, Siaba Serrate, Alejandro, Landry, Luis, Ratto, María Elena, Rufach, Daniel, Fernández, Analía, Vassallo, Juan C, Buamscha, Daniel, Debaisi, Gustavo, Yulitta, Horacio","Archivos argentinos de pediatría; 113(5); 425-432","Archivos argentinos de pediatría","Inglês, Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000500008&lang=pt" 
"S0325-00752015000500006-arg","Percepción parental de la salud psicofísica, estado nutricional y salud bucal, en relación con características sociodemográficas en niños de Bariloche, Argentina: estudio epidemiológico","Garibotti, Gilda, Vasconi, Cecilia, Ferrari,, Alejandra, Giannini, Gabriela, Comar, Haydeé, Schnaiderman, Diego","Archivos argentinos de pediatría; 113(5); 411-418","Archivos argentinos de pediatría","Inglês, Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000500006&lang=pt" 
"S0325-00752015000500004-arg","Eficacia y seguridad de una regla de decisión para orientar el tratamiento en niños con neumonía vacunados contra neumococo: Un ensayo clínico controlado","Ferrero, Fernando, Adrián Torres, Fernando, Domínguez, Paula, Ossorio, María Fabiana","Archivos argentinos de pediatría; 113(5); 397-403","Archivos argentinos de pediatría","Inglês, Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000500004&lang=pt" 
"S0325-00752015000500013-arg","Actualización en terapias de leucorreducción como alternativas para el tratamiento de coqueluche grave","Taffarel, Pedro, Jorro Barón, Facundo, Bonetto, Germán","Archivos argentinos de pediatría; 113(5); 456-464","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000500013&lang=pt" 
"S0325-00752015000500030-arg","","","Archivos argentinos de pediatría; 113(5); e310-e313","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000500030&lang=pt" 
"S0325-00752015000500028-arg","","","Archivos argentinos de pediatría; 113(5); 476-480","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000500028&lang=pt" 
"S0325-00752015000500029-arg","Archivos hace 75 años","","Archivos argentinos de pediatría; 113(5); e304-e309","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000500029&lang=pt" 
"S0325-00752015000500027-arg","Colección de Bioética: Una nueva contribución en Archivos","","Archivos argentinos de pediatría; 113(5); 473-475","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000500027&lang=pt" 
"S0325-00752015000500023-arg","Polidactilia, holoprosencefalia, labio y paladar hendido: no siempre es lo que parece","Alvarado Socarras, Jorge Luis, Laverde Amaya, Diana Carolina, Prada, Carlos, García Carrillo, Johan","Archivos argentinos de pediatría; 113(5); e290-e293","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000500023&lang=pt" 
"S0325-00752015000500011-arg","El rechazo a vacunar a los niños: un desafío por enfrentar","Justich, Pablo Ricardo","Archivos argentinos de pediatría; 113(5); 443-448","Archivos argentinos de pediatría","Inglês, Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000500011&lang=pt" 
"S0325-00752015000500005-arg","Calidad de vida relacionada con la salud en niños con y sin trastornos crónicos: Estudio multicéntrico","Rivera, Carolina, Mamondi, Verónica, Lavin Fueyo, Julieta, Jouglard, Ezequiel F, Pogany, Lourdes, Sánchez, María C, Prina, Martina, Roizen, Mariana, Esandi, María Eugenia, Berra, Silvina","Archivos argentinos de pediatría; 113(5); 404-410","Archivos argentinos de pediatría","Inglês, Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000500005&lang=pt" 
"S0325-00752015000500026-arg","Seguridad del paciente: glosario","","Archivos argentinos de pediatría; 113(5); 469-472","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000500026&lang=pt" 
"S0325-00752015000500003-arg","Prevalencia de vulvovaginits y su relación con hallazgos físicos en niñas evaluadas por sospecha de abuso sexual infantil","Rahman, Gisel, Ocampo, Dolores, Rubinstein, Anahí, Risso, Paula","Archivos argentinos de pediatría; 113(5); 390-396","Archivos argentinos de pediatría","Inglês, Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000500003&lang=pt" 
"S0325-00752015000500019-arg","Hipertensión arterial oculta tras coartación de aorta corregida","Martínez-Quintana, Efrén, Rodríguez-González, Fayna","Archivos argentinos de pediatría; 113(5); e275-e278","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000500019&lang=pt" 
"S0325-00752015000500024-arg","Beta talasemia intermedia: características clínicas y estudio molecular. Serie de casos clínicos","Eandi Eberle, Silvia, Pepe, Carolina, Aguirre, Fernando, Milanesio, Berenice, Fernández, Diego, Mansini, Adrián, Chávez, Alejandro, Sciuccati, Gabriela, Díaz, Lilian, Candás, Andrea, Avalos Gómez, Vanesa, Bonduel, Mariana, Feliú Torres, Aurora","Archivos argentinos de pediatría; 113(5); e294-e298","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000500024&lang=pt" 
"S0325-00752015000500025-arg","Aqueiropodia: primer reporte de caso en Argentina","Ormazabal, Mariel, Vaccari, Nelly, Szulepa, Roberto, Bidondo, María P, Barbero, Pablo, Groisman, Boris","Archivos argentinos de pediatría; 113(5); e299-e303","Archivos argentinos de pediatría","Espanhol","2015","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752015000500025&lang=pt" 
"S1575-06202015000200002-esp","Treatment guidelines for Hepatitis C in Spain","Crespo-Casal, M.","Revista Española de Sanidad Penitenciaria; 17(2); 37-47","Revista Española de Sanidad Penitenciaria","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-06202015000200002&lang=pt" 
"S1575-06202015000200005-esp","Chronicity and primary care: the role of prison health","Morral-Parente, R.","Revista Española de Sanidad Penitenciaria; 17(2); 61-64","Revista Española de Sanidad Penitenciaria","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-06202015000200005&lang=pt" 
"S1575-06202015000200001-esp","Professional ethics are needed to be a good physician","Casado Blanco, Mariano","Revista Española de Sanidad Penitenciaria; 17(2); 35-36","Revista Española de Sanidad Penitenciaria","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-06202015000200001&lang=pt" 
"S1575-06202015000200004-esp","Self-harm in children placed in a Court-Mandated Holding and Education Centre: analysis of socio-demographic variables and influence of implementation of judicial measures","García, G.","Revista Española de Sanidad Penitenciaria; 17(2); 54-59","Revista Española de Sanidad Penitenciaria","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-06202015000200004&lang=pt" 
"S1575-06202015000200003-esp","Professional deontology and medical practice in prisons","García-Guerrero, J., Vera-Remartínez, E.J.","Revista Española de Sanidad Penitenciaria; 17(2); 47-52","Revista Española de Sanidad Penitenciaria","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-06202015000200003&lang=pt" 
"S1678-69712015000500012-scl","APRESENTAÇÃO","Popadiuk, Silvio","RAM. Revista de Administração Mackenzie; 16(5); 12-14","RAM. Revista de Administração Mackenzie","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712015000500012&lang=pt" 
"S0036-46652015000500407-scl","MORBIDITY AND MORTALITY DUE TO AIDS: A STUDY OF BURDEN OF DISEASE AT A MUNICIPAL LEVEL","SILVA, Jane DA, RAMOS, Victoria, SILVA, Helena Caetano Gonçalves DA, TRAEBERT, Jefferson","Revista do Instituto de Medicina Tropical de São Paulo; 57(5); 407-411","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652015000500407&lang=pt" 
"S0101-60832015000500129-scl","Mediumship: review of quantitatives studies published in the 21st century","Bastos Jr., Marco Aurélio Vinhosa, Bastos, Paulo Roberto Haidamus de Oliveira, Gonçalves, Lídia Maria, Osório, Igraíne Helena Scholz, Lucchetti, Giancarlo","Archives of Clinical Psychiatry (São Paulo); 42(5); 129-138","Archives of Clinical Psychiatry (São Paulo)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-60832015000500129&lang=pt" 
"S0101-60832015000500139-scl","An updated review on the neuropsychological profile of subjects with bipolar disorder","Szmulewicz, Alejandro G., Samamé, Cecilia, Martino, Diego J., Strejilevich, Sergio A.","Archives of Clinical Psychiatry (São Paulo); 42(5); 139-146","Archives of Clinical Psychiatry (São Paulo)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-60832015000500139&lang=pt" 
"S0021-75572015000500413-scl","Probiotics for the treatment of upper and lower respiratory-tract infections in children: systematic review based on randomized clinical trials","Araujo, Georgia Véras de, Oliveira Junior, Mário Henriques de, Peixoto, Décio Medeiros, Sarinho, Emanuel Sávio Cavalcanti","Jornal de Pediatria; 91(5); 413-427","Jornal de Pediatria","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572015000500413&lang=pt" 
"S0101-60832015000500122-scl","A psychiatric perspective view of bariatric surgery patients","Brandão, Isabel, Fernandes, Ana Luísa, Osório, Eva, Calhau, Maria da Conceição, Coelho, Rui","Archives of Clinical Psychiatry (São Paulo); 42(5); 122-128","Archives of Clinical Psychiatry (São Paulo)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-60832015000500122&lang=pt" 
"S1727-897X2015000500016-cub","Guía de organización y procedimientos para el desarrollo de la cirugía mayor ambulatoria y de corta duración en coordinación con el equipo de la Atención Primaria de Salud","Cruz Rodríguez, Javier","MediSur; 13(5); 681-707","MediSur","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-897X2015000500016&lang=pt" 
"S1695-61412015000400010-esp","Percepción de los usuarios y los profesionales de la salud acerca de la calidad de la atención prestada a los pacientes con AIDS","da Silva, Richardson Augusto Rosendo, Torres, Gilson de Vasconcelos, da Silva, Ilisdayne Thallita Soares, Nelson, Ana Raquel Cortês, Lucena, Indira de Araújo, Costa, Danyella Augusto Rosendo da Silva","Enfermería Global; 14(40); 233-243","Enfermería Global","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412015000400010&lang=pt" 
"S1695-61412015000400017-esp","Necesidades de salud de la mujer mayor en el contexto de la atención primaria de salud: revisión integral","Silva, Luana Christina Souza da, Cunha, Lidiane Passos, Carvalho, Simone Mendes, Tocantins, Florence Romijn","Enfermería Global; 14(40); 375-388","Enfermería Global","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412015000400017&lang=pt" 
"S0104-42302015000500391-scl","Elective cesarean section for term breech delivery","Simões, Ricardo, Valadares Neto, João de Deus, Bernardo, Wanderley M., Salomão, Antonio J., Baracat, Edmund C.","Revista da Associação Médica Brasileira; 61(5); 391-402","Revista da Associação Médica Brasileira","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302015000500391&lang=pt" 
"S1984-46702015000500409-scl","Four new species of Cosmetus from Panama, with comments on the systematics of the genus (Opiliones: Cosmetidae)","Coronato-Ribeiro, Amanda, Pinto-da-Rocha, Ricardo","Zoologia (Curitiba); 32(5); 409-422","Zoologia (Curitiba)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-46702015000500409&lang=pt" 
