"S1517-97022015000300743-scl","Aspectos da resistência na atividade docente","Vieira, Almir Martins, Mendonça Neto, Octavio Ribeiro de, Antunes, Maria Thereza Pompa","Educação e Pesquisa; 41(3); 743-756","Educação e Pesquisa","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022015000300743&lang=pt" 
"S0185-26982015000300012-mex","Mesa &quot;Las políticas científicas nacionales y la evaluación de las revistas de investigación&quot;: Seminario Permanente de Editores","Cantoral Uriza, Ricardo","Perfiles educativos; 37(149); 204-212","Perfiles educativos","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-26982015000300012&lang=pt" 
"S0185-26982015000300006-mex","Educación y reproducción de sociedades no capitalistas: El caso de alumnos de telebachillerato y la Empresa Forestal Comunitaria de San Pedro el Alto, México","Rosas-Baños, Mara, Santiago Jiménez, María Evelinda, Lara-Rodríguez, Ruth","Perfiles educativos; 37(149); 94-111","Perfiles educativos","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-26982015000300006&lang=pt" 
"S0185-26982015000300004-mex","Innovación curricular en la educación superior: ¿Cómo se gestionan las políticas de innovación en los (re)diseños de las carreras de pregrado en Chile?","Guzmán Droguett, María Angélica, Maureira Cabrera, Óscar, Sánchez Guzmán, Alejandra, Vergara González, Adriana","Perfiles educativos; 37(149); 60-73","Perfiles educativos","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-26982015000300004&lang=pt" 
"S0186-10422015000300593-mex","A minimum variance benchmark to measure the performance of pension funds in Mexico","De la Torre Torres, Oscar V., Galeana Figueroa, Evaristo, Martínez Torre Enciso, María Isabel, Aguilasocho Montoya, Dora","Contaduría y administración; 60(3); 593-614","Contaduría y administración","Inglês","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-10422015000300593&lang=pt" 
"S0185-26982015000300009-mex","Los instrumentos de política como enfoque de análisis de los sistemas de pago al mérito: Contribuciones analíticas a partir del caso argentino","Sarthou, Nerina Fernanda","Perfiles educativos; 37(149); 150-168","Perfiles educativos","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-26982015000300009&lang=pt" 
"S0185-26982015000300003-mex","Identidades profesionales e historia heredada en académicos universitarios: la Psicología y el Turismo en la Universidad de Guadalajara","Romo Beltrán, Rosa Martha, Cruz Barba, Evangelina","Perfiles educativos; 37(149); 42-59","Perfiles educativos","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-26982015000300003&lang=pt" 
"S0186-10422015000300507-mex","Editorial","López Herrera, Francisco","Contaduría y administración; 60(3); 507-510","Contaduría y administración","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-10422015000300507&lang=pt" 
"S0185-26982015000300005-mex","Competencias comunicativas en idioma inglés: La influencia de la gestión escolar y del nivel socioeconómico en el nivel de logro educativo en L2-inglés","Rodríguez Garcés, Carlos","Perfiles educativos; 37(149); 74-93","Perfiles educativos","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-26982015000300005&lang=pt" 
"S0185-26982015000300008-mex","Concepto, enfoque y justificación de la sistematización de experiencias educativas: Una mirada &quot;desde&quot; y &quot;para&quot; el contexto de la formación universitaria","Barbosa-Chacón, Jorge Winston, Barbosa Herrera, Juan Carlos, Rodríguez Villabona, Margarita","Perfiles educativos; 37(149); 130-149","Perfiles educativos","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-26982015000300008&lang=pt" 
"S0186-10422015000300615-mex","Memoria larga en el tipo de cambio nominal: evidencia internacional","Salazar Núñez, Héctor F., Venegas Martínez, Francisco","Contaduría y administración; 60(3); 615-630","Contaduría y administración","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-10422015000300615&lang=pt" 
"S1887-85712015000300006-esp","Evaluación positiva de medicamentos: marzo/abril/mayo 2015","Aparicio Hernández, R., García Luque, A., Pérez Morán, M.J., Sánchez López, P.","Sanidad Militar; 71(3); 186-195","Sanidad Militar","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1887-85712015000300006&lang=pt" 
"S0256-95742015000900035-sza","Lung volume reduction in chronic obstructive pulmonary disease","Vorster, M J, Koegelenberg, C F N","SAMJ: South African Medical Journal; 105(9); 791-791","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900035&lang=pt" 
"S0256-95742015000900019-sza","South African Guidelines Excellence (SAGE): Clinical practice guidelines - quality and credibility","Machingaidze, Shingai, Kredo, Tamara, Louw, Quinette, Young, Taryn, Grimmer, Karen","SAMJ: South African Medical Journal; 105(9); 743-745","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900019&lang=pt" 
"S0256-95742015000900013-sza","Endoscopic lung volume reduction in severe emphysema","Koegelenberg, C F N, Theron, J, Bruwer, J W, Allwood, B W, Vorster, M J, von Groote-Bidlingmaier, F, Dheda, K","SAMJ: South African Medical Journal; 105(9); 721-723","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900013&lang=pt" 
"S0256-95742015000900032-sza","Pathogenesis of chronic obstructive pulmonary disease: An African perspective","Allwood, B, Calligaro, G","SAMJ: South African Medical Journal; 105(9); 789-789","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900032&lang=pt" 
"S0256-95742015000900026-sza","Pharmacological treatment of painful HIV-associated sensory neuropathy","Pillay, P, Wadley, A L, Cherry, C L, Karstaedt, A S, Kamerman, P R","SAMJ: South African Medical Journal; 105(9); 769-772","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900026&lang=pt" 
"S0250-71612015000400009-chl","Dinâmica espacial da hotelaria de luxo na metrópole de São Paulo: da expansão à crise e o estágio atual","Silva, Carlos Costa da","EURE (Santiago); 41(124); 185-200","EURE (Santiago)","Português","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0250-71612015000400009&lang=pt" 
"S0250-71612015000400003-chl","Efectos de la renovación urbana sobre la calidad de vida y perspectivas de relocalización residencial de habitantes centrales y pericentrales del Área Metropolitana del Gran Santiago","López-Morales, Ernesto, Arriagada-Luco, Camilo, Gasic-Klett, Ivo, Meza-Corvalán, Daniel","EURE (Santiago); 41(124); 45-67","EURE (Santiago)","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0250-71612015000400003&lang=pt" 
"S0250-71612015000400013-chl","Fiscalización y cumplimiento ambiental en Chile: principales avances, desafíos y tareas pendientes","Bergamini, Kay, Pérez, Cristian","EURE (Santiago); 41(124); 267-277","EURE (Santiago)","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0250-71612015000400013&lang=pt" 
"S0250-71612015000400011-chl","Agua y pobreza en Santiago de Chile: Morfología de la inequidad en la distribución del consumo domiciliario de agua potable","Durán, Gustavo","EURE (Santiago); 41(124); 225-246","EURE (Santiago)","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0250-71612015000400011&lang=pt" 
"S0256-95742015000900033-sza","Non-pharmacological management of chronic obstructive pulmonary disease","Abraham, S, Symons, G","SAMJ: South African Medical Journal; 105(9); 789-789","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900033&lang=pt" 
"S0256-95742015000900034-sza","Pharmacological management of chronic obstructive pulmonary disease","Shaddock, E, Richards, G","SAMJ: South African Medical Journal; 105(9); 790-790","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900034&lang=pt" 
"S0256-95742015000900010-sza","Nososcomial transmission of viral haemorrhagic fever in South Africa","Richards, G A","SAMJ: South African Medical Journal; 105(9); 709-712","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900010&lang=pt" 
"S0256-95742015000900012-sza","A human perspective on body donation: A case study from a psychosocial perspective","Manicom, C","SAMJ: South African Medical Journal; 105(9); 719-720","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900012&lang=pt" 
"S0256-95742015000900009-sza","&#039;Populist politicians&#039; take aim at &#039;soft-target&#039; doctors","Bateman, Chris","SAMJ: South African Medical Journal; 105(9); 707-708","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900009&lang=pt" 
"S0256-95742015000900001-sza","Ebola: Lessons learned","Burton, Rosie","SAMJ: South African Medical Journal; 105(9); 698-699","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900001&lang=pt" 
"S0001-37652015000401497-scl","Protein extraction methods of tomato, environmental changes of the Amazon Forest in Roraima (northernmost part of Brazil) for the last 1000 years, and histological characteristics of a dolphin species","KELLNER, ALEXANDER W.A.","Anais da Academia Brasileira de Ciências; 87(3); 1497-1498","Anais da Academia Brasileira de Ciências","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652015000401497&lang=pt" 
"S0256-95742015000900022-sza","Antimicrobial resistance of bacteria isolated from patients with bloodstream infections at a tertiary care hospital in the Democratic Republic of the Congo","Irenge, L M, Kabego, L, Kinunu, F B, Itongwa, M, Mitangala, P N, Gala, J-L, Chirimwami, R B","SAMJ: South African Medical Journal; 105(9); 752-755","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900022&lang=pt" 
"S0256-95742015000900023-sza","The role of point-of-care blood testing for ketones in the diagnosis of diabetic ketoacidosis","Coetzee, A, Hoffmann, M, Ascott-Evans, B H","SAMJ: South African Medical Journal; 105(9); 756-759","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900023&lang=pt" 
"S0256-95742015000900027-sza","Bone marrow aspirate microscopy v. bone marrow trephine biopsy microscopy for detection of Mycobacterium tuberculosis infection","Sedick, Q, Vaughan, J, Pheeha, T, Alli, N A","SAMJ: South African Medical Journal; 105(9); 773-775","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900027&lang=pt" 
"S0256-95742015000900024-sza","Reproductive knowledge and use of contraception among women with diabetes","Osman, Ayesha, Hoffman, Anne, van der Spuy, Zephne","SAMJ: South African Medical Journal; 105(9); 760-764","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900024&lang=pt" 
"S0256-95742015000900025-sza","Time to implement 9-month infant HIV testing in South Africa","Fairlie, L, Madevu-Matson, C A, Black, V, Sherman, G G","SAMJ: South African Medical Journal; 105(9); 765-768","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900025&lang=pt" 
"S0256-95742015000900028-sza","Codeine misuse and dependence in South Africa - learning from substance abuse treatment admissions","Dada, S, Harker Burnhams, N, van Hout, M C, Parry, C D H","SAMJ: South African Medical Journal; 105(9); 776-779","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900028&lang=pt" 
"S0256-95742015000900016-sza","Recommendations for the anticoagulation of pregnant patients with mechanical heart valves","Schapkaitz, E, Jacobson, B F, Manga, P, Chitsike, R S, Benade, E, Jackson, S, Haas, S, Buller, H R","SAMJ: South African Medical Journal; 105(9); 733-738","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900016&lang=pt" 
"S0256-95742015000900018-sza","Reforming South Africa&#039;s procedures for granting patents to improve medicine access","Tomlinson, Catherine, Ashmore, John, Yawa, Anele, Hill, Julia","SAMJ: South African Medical Journal; 105(9); 741-743","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900018&lang=pt" 
"S0256-95742015000900015-sza","Recommendations for the use of bronchial thermoplasty in the management of severe asthma","Dheda, K, Koegelenberg, C F N, Esmail, A, Irusen, E, Wechsler, M E, Niven, R M, Bateman, E D, Chung, K F","SAMJ: South African Medical Journal; 105(9); 726-732","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900015&lang=pt" 
"S0256-95742015000900017-sza","National Health Insurance in South Africa: Relevance of a national priority-setting agency","Hofman, Karen J, McGee, Shelley, Chalkidou, Kalipso, Tantivess, Sripen, Culyer, Anthony J","SAMJ: South African Medical Journal; 105(9); 739-740","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900017&lang=pt" 
"S0250-71612015000400005-chl","Espraiamento urbano e periferização da pobreza na região metropolitana de São Paulo: evidências empíricas","Nadalin, Vanessa, Igliori, Danilo","EURE (Santiago); 41(124); 91-111","EURE (Santiago)","Português","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0250-71612015000400005&lang=pt" 
"S0256-95742015000900029-sza","Affordable moisturisers are effective in atopic eczema: A randomised controlled trial","Hlela, C, Lunjani, N, Gumedze, F, Kakande, B, Khumalo, N P","SAMJ: South African Medical Journal; 105(9); 780-784","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900029&lang=pt" 
"S0250-71612015000400014-chl","LA AVENTURA URBANA DE AMÉRICA LATINA Germán R. Mejía Pavony","Martínez, Gerardo","EURE (Santiago); 41(124); 279-283","EURE (Santiago)","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0250-71612015000400014&lang=pt" 
"S0256-95742015000900008-sza","Inept drug supply management causing stock-outs","Bateman, Chris","SAMJ: South African Medical Journal; 105(9); 706-707","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900008&lang=pt" 
"S0256-95742015000900003-sza","Rural district hospitals - essential cogs in the district health system - and primary healthcare re-engineering","Bac, Martin, Hugo, Jannie","SAMJ: South African Medical Journal; 105(9); 702-702","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900003&lang=pt" 
"S0256-95742015000900006-sza","Correction","","SAMJ: South African Medical Journal; 105(9); 703-703","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900006&lang=pt" 
"S0256-95742015000900007-sza","Contested PMB amendments - &#039;funders the chief beneficiaries&#039;","Bateman, Chris","SAMJ: South African Medical Journal; 105(9); 704-706","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900007&lang=pt" 
"S0256-95742015000900021-sza","Viral haemorrhagic fevers in South Africa","Richards, G A, Weyer, J, Blumberg, L H","SAMJ: South African Medical Journal; 105(9); 748-751","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900021&lang=pt" 
"S0250-71612015000400002-chl","La densidad urbana como variable de análisis de la ciudad: El caso de Cuenca, Ecuador","Hermida, M. Augusta, Hermida, Carla, Cabrera, Natasha, Calle, Christian","EURE (Santiago); 41(124); 25-44","EURE (Santiago)","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0250-71612015000400002&lang=pt" 
"S0250-71612015000400004-chl","O imobiliário como frente de expansão da metrópole: contradices na produção do espado do Porto das Dunas","Rufino, Maria Beatriz","EURE (Santiago); 41(124); 69-90","EURE (Santiago)","Português","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0250-71612015000400004&lang=pt" 
"S0250-71612015000400007-chl","Urbanización turística y ocupación del suelo en la península de Hicacos (Varadero, Cuba): Comportamientos diferenciados entre los espacios de uso público y privado","Remond-Roa, Ricardo, González-Pérez, Jesús M, Navarro-Jurado, Enrique","EURE (Santiago); 41(124); 139-161","EURE (Santiago)","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0250-71612015000400007&lang=pt" 
"S0250-71612015000400008-chl","División social del espacio residencial y migraciones: El caso de San Carlos de Bariloche, Argentina","Matossian, Brenda","EURE (Santiago); 41(124); 163-184","EURE (Santiago)","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0250-71612015000400008&lang=pt" 
"S0250-71612015000400012-chl","Aproximaciones al rol de los planificadores regionales de la Iniciativa para la Integración de la Infraestructura Regional Suramericana (IIRSA)","Lobos, Damián, Frey, Klaus","EURE (Santiago); 41(124); 247-265","EURE (Santiago)","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0250-71612015000400012&lang=pt" 
"S0250-71612015000400010-chl","A Metrópole Belém e sua centralidade na Amazônia Oriental Brasileira","Cardoso, Ana, Fernandes, Danilo, Bastos, Ana, Sousa, Cleidianne","EURE (Santiago); 41(124); 201-223","EURE (Santiago)","Português","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0250-71612015000400010&lang=pt" 
"S0256-95742015000900031-sza","Chronic obstructive pulmonary disease - diagnosis and classification of severity","Viviers, P J, van Zyl-Smit, R N","SAMJ: South African Medical Journal; 105(9); 786-788","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900031&lang=pt" 
"S0001-37652015000401525-scl","Anthranilic acids from isatin: an efficient, versatile and environmentally friendly method","RIO, GABRIEL F., SILVA, BÁRBARA V., MARTINEZ, SABRINA T., PINTO, ANGELO C.","Anais da Academia Brasileira de Ciências; 87(3); 1525-1529","Anais da Academia Brasileira de Ciências","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652015000401525&lang=pt" 
"S1980-57642015000300311-scl","A patient with a long history of relapsing psychosis and mania presenting with anti-NMDA receptor encephalitis ten years after first episode","Simabukuro, Mateus Mistieri, Freitas, Christian Henrique de Andrade, Castro, Luiz Henrique Martins","Dementia &amp; Neuropsychologia; 9(3); 311-314","Dementia &amp; Neuropsychologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-57642015000300311&lang=pt" 
"S0103-05822015000300255-scl","Obstrução de cateteres centrais de inserção periférica em neonatos: a prevenção é a melhor intervenção","Pedreira, Mavilde Luz Gonçalves","Revista Paulista de Pediatria; 33(3); 255-257","Revista Paulista de Pediatria","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-05822015000300255&lang=pt" 
"S0103-05822015000300280-scl","Influência da posição corporal no deslocamento da pronga nasal em recém-nascido pré-termo em pressão positiva contínua em vias aéreas","Brunherotti, Marisa Afonso Andrade, Martinez, Francisco Eulógio","Revista Paulista de Pediatria; 33(3); 280-285","Revista Paulista de Pediatria","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-05822015000300280&lang=pt" 
"S0103-05822015000300371-scl","Aerofagia patológica: uma causa rara de distensão abdominal crônica","Jesus, Lisieux Eyer de, Cestari, Ana Beatriz C.S.S., Silva Filho, Orli Carvalho da, Fernandes, Marcia Antunes, Firme, Livia Honorato","Revista Paulista de Pediatria; 33(3); 371-375","Revista Paulista de Pediatria","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-05822015000300371&lang=pt" 
"S0103-05822015000300258-scl","Em tempo: como e quando deve ser feito o clampeamento do cordão umbilical: será que realmente importa?","Vain, Néstor E.","Revista Paulista de Pediatria; 33(3); 258-259","Revista Paulista de Pediatria","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-05822015000300258&lang=pt" 
"S1980-57642015000300245-scl","Brazilian transcultural adaptation of an instrument on physicians&#039; knowledge and attitudes towards dementia","Jacinto, Alessandro Ferrari, Oliveira, Erika Correa de, Citero, Vanessa de Albuquerque","Dementia &amp; Neuropsychologia; 9(3); 245-250","Dementia &amp; Neuropsychologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-57642015000300245&lang=pt" 
"S1980-57642015000300201-scl","Editorial","Nitrini, Ricardo","Dementia &amp; Neuropsychologia; 9(3); 201-202","Dementia &amp; Neuropsychologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-57642015000300201&lang=pt" 
"S0102-33062015000300445-scl","Seed storage-mediated dormancy alleviation in Fabaceae from campo rupestre","Nativel, Naïla, Buisson, Elise, Silveira, Fernando Augusto Oliveira","Acta Botanica Brasilica; 29(3); 445-447","Acta Botanica Brasilica","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062015000300445&lang=pt" 
"S0256-95742015000900002-sza","","Seggie, Janet","SAMJ: South African Medical Journal; 105(9); 700-701","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900002&lang=pt" 
"S0256-95742015000900004-sza","Use of the Mentzer index will assist in early diagnosis of iron deficiency in South African children","Lawrie, D, Glencross, D K","SAMJ: South African Medical Journal; 105(9); 703-703","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900004&lang=pt" 
"S0256-95742015000900005-sza","HIV/AIDS stigma and discrimination in South Africa - still a problem","Koodibetse, Keikotlhae Gomolemo","SAMJ: South African Medical Journal; 105(9); 703-703","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900005&lang=pt" 
"S0256-95742015000900030-sza","Chronic obstructive pulmonary disease in South Africa: Under-recognised and undertreated","Allwood, Brian, van Zyl-Smit, Richard N","SAMJ: South African Medical Journal; 105(9); 785-785","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900030&lang=pt" 
"S0256-95742015000900014-sza","Implementation of electronic scripts in South Africa","du Toit, K, Naicker, S, Bodenstein, J","SAMJ: South African Medical Journal; 105(9); 724-725","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900014&lang=pt" 
"S0001-37652015000401519-scl","A new qualitative proof of a result on the real jacobian conjecture","BRAUN, FRANCISCO, LLIBRE, JAUME","Anais da Academia Brasileira de Ciências; 87(3); 1519-1524","Anais da Academia Brasileira de Ciências","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652015000401519&lang=pt" 
"S0001-37652015000401819-scl","Prevalence of Candida tropicalis and Candida krusei in onychomycosis in João Pessoa, Paraiba, Brazil from 1999 to 2010","ARRUA, JULIANA M.M., RODRIGUES, LUIS A.S., PEREIRA, FILLIPE O., LIMA, EDELTRUDES O.","Anais da Academia Brasileira de Ciências; 87(3); 1819-1822","Anais da Academia Brasileira de Ciências","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652015000401819&lang=pt" 
"S0256-95742015000900020-sza","Gender and sexual diversity - changing paradigms in an ever-changing world","Pepper, Michael S","SAMJ: South African Medical Journal; 105(9); 746-747","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900020&lang=pt" 
"S0001-37652015000401505-scl","An Analysis of Total Phosphorus Dispersion in Lake Used As a Municipal Water Supply","LIMA, RÔMULO C., MESQUITA, ANDRÉ L.A., BLANCO, CLAUDIO J.C., SANTOS, MARIA DE LOURDES S., SECRETAN, YVES","Anais da Academia Brasileira de Ciências; 87(3); 1505-1518","Anais da Academia Brasileira de Ciências","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652015000401505&lang=pt" 
"S0001-37652015000401711-scl","Initial development of the endocarp in Lithraea brasiliensis Marchand (Anacardiaceae): with taxonomic notes","OLIVEIRA, JOÃO M.S. DE, MARIATH, JORGE E.A.","Anais da Academia Brasileira de Ciências; 87(3); 1711-1716","Anais da Academia Brasileira de Ciências","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652015000401711&lang=pt" 
"S0256-95742015000900011-sza","Subacute sclerosing panencephalitis in South African children following the measles outbreak between 2009 and 2011","Kija, E, Ndondo, A, Spittal, G, Hardie, D R, Eley, B, Wilmshurst, J M","SAMJ: South African Medical Journal; 105(9); 713-718","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900011&lang=pt" 
"S0001-37652015000401499-scl","Infinitesimal Hartman-Grobman Theorem in Dimension Three","ALONSO-GONZÁLEZ, CLEMENTA","Anais da Academia Brasileira de Ciências; 87(3); 1499-1503","Anais da Academia Brasileira de Ciências","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652015000401499&lang=pt" 
"S0101-28002015000300287-scl","Estamos prontos para adotar a Telemedicina em Nefrologia?","Rocha, Paulo Novis","Jornal Brasileiro de Nefrologia; 37(3); 287-288","Jornal Brasileiro de Nefrologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-28002015000300287&lang=pt" 
"S0101-28002015000300285-scl","Um Chamado à Prevenção","Kirsztajn, Gianna Mastroianni, Bastos, Marcus Gomes","Jornal Brasileiro de Nefrologia; 37(3); 285-286","Jornal Brasileiro de Nefrologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-28002015000300285&lang=pt" 
"S0103-05822015000300340-scl","Baixo peso ao nascer e obesidade: associação causal ou casual?","Ribeiro, Adolfo Monteiro, Lima, Marília de Carvalho, Lira, Pedro Israel Cabral de, Silva, Giselia Alves Pontes da","Revista Paulista de Pediatria; 33(3); 340-348","Revista Paulista de Pediatria","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-05822015000300340&lang=pt" 
"S0103-05822015000300363-scl","Síndrome de Turner e polimorfismo genético: uma revisão sistemática","Marqui, Alessandra Bernadete Trovó de","Revista Paulista de Pediatria; 33(3); 363-370","Revista Paulista de Pediatria","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-05822015000300363&lang=pt" 
"S1980-57642015000300295-scl","Evaluation of quality of life and psychological aspects of Parkinson&#039;s disease patients who participate in a support group","Artigas, Nathalie Ribeiro, Striebel, Vera Lúcia Widniczck, Hilbig, Arlete, Rieder, Carlos Roberto de Mello","Dementia &amp; Neuropsychologia; 9(3); 295-300","Dementia &amp; Neuropsychologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-57642015000300295&lang=pt" 
