"S1415-65552010000200001-scl","Editorial","Quintella, Rogério H.","Revista de Administração Contemporânea; 14(2); -","Revista de Administração Contemporânea","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552010000200001&lang=pt" 
"S0102-09352010000200018-scl","Desempenho de novilhos suplementados e terminados em pasto, na seca, e avaliação do pasto","Baroni, C.E.S., Lana, R.P., Mancio, A.B., Queiroz, A.C., Sverzut, C.B., Mendonça, B.P.C.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(2); 373-381","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000200018&lang=pt" 
"S0102-09352010000200019-scl","Efeito da suplementação com diferentes níveis de selênio orgânico e inorgânico na produção e na composição do leite e no sangue de vacas em lactação","Viero, V., Fischer, V., Machado, S.C., Zanela, M.B., Ribeiro, M.E.R., Barbosa, R.S., Stumpf Jr., W., Cobuci, J.A.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(2); 382-390","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000200019&lang=pt" 
"S0102-09352010000200020-scl","Degradabilidade ruminal da matéria seca, da proteína bruta e da fração fibrosa de silagens de milho, de sorgo e de Brachiaria brizantha","Pires, A.J.V., Reis, R.A., Carvalho, G.G.P., Siqueira, G.R., Bernardes, T.F., Ruggieri, A.C., Roth, M.T.P.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(2); 391-400","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000200020&lang=pt" 
"S0102-09352010000200023-scl","Efeitos do peso vivo sobre a comercialização de bezerros de corte em leilões","Christofari, L.F., Barcellos, J.O.J., Braccini Neto, J., Oaigen, R.P., Santos, A.P., Canozzi, M.E.A.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(2); 419-428","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000200023&lang=pt" 
"S0102-09352010000200026-scl","Xilanase e β-glucanase na digestibilidade aparente de nutrientes do triticale pela Tilápia-do-nilo","Tachibana, L., Pinto, L.G.Q., Gonçalves, G.S., Pezzato, L.E.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(2); 445-452","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000200026&lang=pt" 
"S0102-09352010000200029-scl","Coloração da gordura e qualidade da carne de ovelhas de descarte abatidas em distintos estágios fisiológicos","Pinheiro, R.S.B., Jorge, A.M., Souza, H.B.A., Boiago, M.M.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(2); 468-474","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000200029&lang=pt" 
"S0102-09352010000200001-scl","Histopatologia das lâminas do casco de equinos com laminite aguda induzida e tratados com ketoprofeno, fenilbutazona e flunixin meglumine","Paes Leme, F.O., Bonna, F.A.B., De Marval, C.A., Xavier, S.H.N., Santos, R.L., Faleiros, R.R., Alves, G.E.S.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(2); 241-250","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000200001&lang=pt" 
"S0102-09352010000200008-scl","Morfologia e histologia do oviduto de marrecas Ana boschas","Moraes, C., Baraldi-Artoni, S.M., Pacheco, M.R., Nishizawa, M., Nakaghi, L.S.O.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(2); 293-301","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000200008&lang=pt" 
"S0102-09352010000200021-scl","Avaliação da persistência na lactação da raça Guzerá, utilizando modelos de regressão aleatória","Freitas, L.S., Silva, M.A., Verneque, R.S., Valente, B.D., Corrêa, G.S., Ferreira, R.F., Peixoto, M.G.C.D., Santos, G.G.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(2); 401-408","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000200021&lang=pt" 
"S0102-09352010000200028-scl","Qualidade de leites fermentados funcionais elaborados a partir de bactérias ácido-lácticas isoladas de queijo de coalho","Viegas, R.P., Souza, M.R., Figueiredo, T.C., Resende, M.F.S., Penna, C.F.A.M., Cerqueira, M.M.O.P.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 62(2); 460-467","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352010000200028&lang=pt" 
"S2176-94512010000200009-scl","A relação entre o crescimento mandibular e a maturação esquelética em jovens brasileiras melanodermas","Serafim, Irene Moreira, Vilani, Gisele Naback Lemes, Siqueira, Vânia Célia Vieira de","Dental Press Journal of Orthodontics; 15(2); 58-70","Dental Press Journal of Orthodontics","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2176-94512010000200009&lang=pt" 
"S0212-16112010000200007-esp","Composición corporal en pacientes con insuficiencia renal crónica y hemodiálisis","Bravo Ramírez, A. M.ª, Chevaile Ramos, A., Hurtado Torres, G. F.","Nutrición Hospitalaria; 25(2); 245-249","Nutrición Hospitalaria","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112010000200007&lang=pt" 
"S0212-16112010000200021-esp","El ácido úrico se asocia con características del síndrome de resistencia a la insulina en niños obesos en estadio prepuberal","Díaz Arce, D.","Nutrición Hospitalaria; 25(2); 322-323","Nutrición Hospitalaria","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112010000200021&lang=pt" 
"S0212-16112010000200006-esp","Influence of low-protein dietetic foods consumption on quality of life and levels of B vitamins and homocysteine in patients with chronic renal failure","Sánchez, C., Aranda, P., Planells, E., Galindo, P., Pérez de la Cruz, A., Larrubia, M., Llopis, J.","Nutrición Hospitalaria; 25(2); 238-244","Nutrición Hospitalaria","Inglês","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112010000200006&lang=pt" 
"S1678-77572010000200001-scl","Guest Editorial - Dental anxiety: detection and management","Sharif, Mohammad O.","Journal of Applied Oral Science; 18(2); i-i","Journal of Applied Oral Science","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572010000200001&lang=pt" 
"S0212-16112010000200018-esp","Ketogenic diet in epileptic children: clinical and laboratory assessment","Tumas, R., Lopes Cardoso, A., Marques-Dias, M.ª J., Vieira, M.ª A.","Nutrición Hospitalaria; 25(2); 317-318","Nutrición Hospitalaria","Inglês","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112010000200018&lang=pt" 
"S0212-16112010000200019-esp","Evolution of mesenteric artery blood flow in healthy premature neonates","Yin Chia, C., Cícero Falcão, M., Bueno Cabral, J. E., Carvalho Hartmann, L. G. de, Melo Galvão Filho, M. de","Nutrición Hospitalaria; 25(2); 319-319","Nutrición Hospitalaria","Inglês","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112010000200019&lang=pt" 
"S0104-11692010000200002-scl","Relation Between Quality of Life of Mothers of Children With Cerebral Palsy and the Children&#039;s Motor Functioning, After Ten Months of Rehabilitation","Prudente, Cejane Oliveira Martins, Barbosa, Maria Alves, Porto, Celmo Celeno","Revista Latino-Americana de Enfermagem; 18(2); 149-155","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000200002&lang=pt" 
"S0104-11692010000200003-scl","The Relationship Between Religion, Illness and Death in Life Histories of Family Members of Children With Life-Threatening Diseases","Bousso, Regina Szylit, Serafim, Taís de Souza, Misko, Maira Deguer","Revista Latino-Americana de Enfermagem; 18(2); 156-162","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000200003&lang=pt" 
"S0104-11692010000200005-scl","Prevalence of Pattern of Risky Behaviors for Reproductive and Sexual Health Among Middle- and High-School Students","Campo-Arias, Adalberto, Ceballo, Guillermo Augusto, Herazo, Edwin","Revista Latino-Americana de Enfermagem; 18(2); 170-174","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000200005&lang=pt" 
"S0104-11692010000200007-scl","The Roles and Functions of Occupational Health Nurses in Brazil and in the United States","Marziale, Maria Helena Palucci, Hong, Oi Saeng, Morris, Judy A., Rocha, Fernanda Ludmilla Rossi","Revista Latino-Americana de Enfermagem; 18(2); 182-188","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000200007&lang=pt" 
"S0104-11692010000200008-scl","Nurses’ Knowledge about the Insertion Procedure for Peripherally Inserted Central Catheters in Newborns","Lourenço, Solange Antonia, Ohara, Conceição Vieira da Silva","Revista Latino-Americana de Enfermagem; 18(2); 189-195","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000200008&lang=pt" 
"S0104-11692010000200009-scl","Adverse Events Related to the Use of Central Venous Catheters in Hospitalized Newborns","Franceschi, Alessandra Tomazi, Cunha, Maria Luzia Chollopetz da","Revista Latino-Americana de Enfermagem; 18(2); 196-202","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000200009&lang=pt" 
"S0104-11692010000200010-scl","Sensibility in the Relations and Interactions of Teaching and Learning to Be and Do Nursing","Terra, Marlene Gomes, Gonçalves, Lucia Hisako Takase, Santos, Evanguelia Kotzias Atherino dos, Erdmann, Alacoque Lorenzini","Revista Latino-Americana de Enfermagem; 18(2); 203-209","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000200010&lang=pt" 
"S0104-11692010000200012-scl","Comparing Levels of Anxiety During Bed and Shower Baths in Patients with Acute Myocardial Infarction","Lopes, Juliana de Lima, Nogueira-Martins, Luiz Antonio, Gonçalves, Maria Aparecida Batistão, Barros, Alba Lucia Bottura Leite de","Revista Latino-Americana de Enfermagem; 18(2); 217-223","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000200012&lang=pt" 
"S0104-11692010000200013-scl","Patient Destination after Discharge from Intensive Care Units: Wards or Intermediate Care Units?","Silva, Maria Claudia Moreira da, Sousa, Regina Marcia Cardoso de, Padilha, Katia Grillo","Revista Latino-Americana de Enfermagem; 18(2); 224-232","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000200013&lang=pt" 
"S0104-11692010000200015-scl","Conceptions and Feelings of Nurses Working in Emergency Medical Services about their Professional Practice and Training","Romanzini, Evânio Márcio, Bock, Lisnéia Fabiani","Revista Latino-Americana de Enfermagem; 18(2); 240-246","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000200015&lang=pt" 
"S0104-11692010000200016-scl","Food Consumption and Iron Intake of Pregnant and Reproductive Aged Women","Sato, Ana Paula Sayuri, Fujimori, Elizabeth, Szarfarc, Sophia Cornbluth, Borges, Ana Luiza Vilela, Tsunechiro, Maria Alice","Revista Latino-Americana de Enfermagem; 18(2); 247-254","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000200016&lang=pt" 
"S0104-11692010000200017-scl","Tobacco and Alcohol Consumption among Adolescents","Ferreira, Maria Margarida da Silva Reis dos Santos, Torgal, Maria Constança Leite de Freitas Paúl Reis","Revista Latino-Americana de Enfermagem; 18(2); 255-261","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000200017&lang=pt" 
"S0104-11692010000200019-scl","Perception of Family Functioning Among Relatives of Women Who Survived Breast Cancer: Gender Differences","Biffi, Raquel Gabrielli, Mamede, Marli Vilela","Revista Latino-Americana de Enfermagem; 18(2); 269-277","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000200019&lang=pt" 
"S0104-11692010000200020-scl","Hydrogen-Ion Potential of Antibiotics According to the Environment Factors Temperature and Luminosity","Crepaldi, Renata Maria Coelho, Monteiro, Cíntia, Peterlini, Maria Angélica Sorgini, Pedreira, Mavilde da Luz Gonçalves","Revista Latino-Americana de Enfermagem; 18(2); 278-286","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000200020&lang=pt" 
"S0104-11692010000200004-scl","Subjectivity and Sexuality Production in Women Living With HIV/Aids: a Sociopoetic Production","Almeida, Arisa Nara Saldanha de, Silveira, Lia Carneiro, Silva, Maria Rocineide Ferreira da, Araújo, Michell Ângelo Marques, Guimarães, Terezinha Andrade","Revista Latino-Americana de Enfermagem; 18(2); 163-169","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000200004&lang=pt" 
"S0104-11692010000200014-scl","Nosocomial Infection in an Intensive Care Unit in a Brazilian University Hospital","Oliveira, Adriana Cristina de, Kovner, Christine Tassone, Silva, Rafael Souza da","Revista Latino-Americana de Enfermagem; 18(2); 233-239","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000200014&lang=pt" 
"S0104-11692010000200021-scl","Surgical Positioning: Evidence for Nursing Care","Lopes, Camila Mendonça de Moraes, Galvão, Cristina Maria","Revista Latino-Americana de Enfermagem; 18(2); 287-294","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000200021&lang=pt" 
"S0104-11692010000200006-scl","Restructuring the Nursing Staff and its Influence on Care Hours","Cucolo, Danielle Fabiana, Perroca, Márcia Galan","Revista Latino-Americana de Enfermagem; 18(2); 175-181","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000200006&lang=pt" 
"S0104-11692010000200018-scl","Kangaroo Mother Method: Mothers&#039; Experiences and Contributions to Nursing","Arivabene, João Carlos, Tyrrell, Maria Antonieta Rubio","Revista Latino-Americana de Enfermagem; 18(2); 262-268","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692010000200018&lang=pt" 
"S0102-79722010000100022-scl","Errata","","Psicologia: Reflexão e Crítica; 23(1); 186-186","Psicologia: Reflexão e Crítica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722010000100022&lang=pt" 
"S0102-79722010000100019-scl","O Conhecimento do nome das letras e a sua relação com o desenvolvimento da escrita: evidência de adultos iletrados","Corrêa, Marcela Fulanete, Cardoso-Martins, Cláudia, Rodrigues, Larissa Assunção","Psicologia: Reflexão e Crítica; 23(1); 161-165","Psicologia: Reflexão e Crítica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722010000100019&lang=pt" 
"S0102-79722010000100002-scl","Assistência ao parto na maternidade: representações sociais de mulheres assistidas e profissionais de saúde","Silveira, Sandra Cristina da, Camargo, Brígido Vizeu, Crepaldi, Maria Aparecida","Psicologia: Reflexão e Crítica; 23(1); 01-10","Psicologia: Reflexão e Crítica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722010000100002&lang=pt" 
"S0102-79722010000100004-scl","Adesão ao tratamento do hipotireoidismo congênito segundo relato de cuidadores","Oliveira, Fabiana Pereira Sabino de, Ferreira, Eleonora Arnaud Pereira","Psicologia: Reflexão e Crítica; 23(1); 19-28","Psicologia: Reflexão e Crítica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722010000100004&lang=pt" 
"S0102-79722010000100006-scl","Etnoteorias parentais: um estudo com mães residentes no interior e na capital de Santa Catarina","Macarini, Samira Mafioletti, Martins, Gabriela Dal Forno, Sachetti, Virgínia Azevedo Reis, Vieira, Mauro Luís","Psicologia: Reflexão e Crítica; 23(1); 37-45","Psicologia: Reflexão e Crítica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722010000100006&lang=pt" 
"S0102-79722010000100007-scl","Depressão pós-parto: evidências a partir de dois casos clínicos","Frizzo, Giana Bitencourt, Prado, Luiz Carlos, Linares, Juan Luis, Piccinini, Cesar Augusto","Psicologia: Reflexão e Crítica; 23(1); 46-55","Psicologia: Reflexão e Crítica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722010000100007&lang=pt" 
"S0102-79722010000100010-scl","Escala revisada de Valores relativos ao Trabalho - EVT-R","Porto, Juliana Barreiros, Pilati, Ronaldo","Psicologia: Reflexão e Crítica; 23(1); 73-82","Psicologia: Reflexão e Crítica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722010000100010&lang=pt" 
"S0102-79722010000100011-scl","A validação do Teste de Juízo Moral (MJT) para diferentes culturas: o caso brasileiro","Bataglia, Patricia Unger Raphael","Psicologia: Reflexão e Crítica; 23(1); 83-91","Psicologia: Reflexão e Crítica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722010000100011&lang=pt" 
"S0102-79722010000100012-scl","Análise factorial confirmatória do TEOSQp","Fernandes, Helder M., Vasconcelos-Raposo, José Jacinto Branco","Psicologia: Reflexão e Crítica; 23(1); 92-101","Psicologia: Reflexão e Crítica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722010000100012&lang=pt" 
"S0102-79722010000100015-scl","Construção e validação de um instrumento para avaliar auto-eficácia em situações de treinamento, desenvolvimento e educação de pessoas","Meneses, Pedro Paulo Murce, Abbad, Gardênia da Silva","Psicologia: Reflexão e Crítica; 23(1); 121-130","Psicologia: Reflexão e Crítica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722010000100015&lang=pt" 
"S0102-79722010000100016-scl","A aquisição da morfologia de verbos regulares no português brasileiro: uma abordagem da lingüística cognitiva","Souza, André Luiz Elias de, Cardoso-Martins, Cláudia","Psicologia: Reflexão e Crítica; 23(1); 131-140","Psicologia: Reflexão e Crítica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722010000100016&lang=pt" 
"S0102-79722010000100017-scl","Alma, mente e cérebro na pré-história e nas primeiras civilizações humanas","Castro, Fabiano dos Santos, Landeira-Fernandez, J.","Psicologia: Reflexão e Crítica; 23(1); 141-152","Psicologia: Reflexão e Crítica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722010000100017&lang=pt" 
"S0102-79722010000100013-scl","Desempenho de idosos na bateria cognitiva CERAD: relações com variáveis sociodemográficas e saúde percebida","Ribeiro, Pricila Cristina Correa, Oliveira, Beatriz Helena Domingos, Cupertino, Ana Paula Fabrino Bretas, Neri, Anita Liberalesso, Yassuda, Mônica Sanches","Psicologia: Reflexão e Crítica; 23(1); 102-109","Psicologia: Reflexão e Crítica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722010000100013&lang=pt" 
"S1413-86702010000200021-scl","A rare clinical presentation of Ebstein-Barr virus","Öncel, Çagatay","Brazilian Journal of Infectious Diseases; 14(2); 211-212","Brazilian Journal of Infectious Diseases","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702010000200021&lang=pt" 
"S1413-86702010000200001-scl","Classification of journals in the QUALIS System of CAPES: the urgent need for changing the criteria","","Brazilian Journal of Infectious Diseases; 14(2); 121-123","Brazilian Journal of Infectious Diseases","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702010000200001&lang=pt" 
"S1413-86702010000200002-scl","Assessment of family and neighbors of an individual infected with Wuchereria bancrofti from a non-endemic area in the city of Maceió, Brazil","Leite, Anderson B, Lima, Ana RV de, Leite, Renata B, Santos, Rafael V, Gonçalves, Johnathan EL, Rocha, Eliana MM, Fontes, Gilberto","Brazilian Journal of Infectious Diseases; 14(2); 125-128","Brazilian Journal of Infectious Diseases","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702010000200002&lang=pt" 
"S1413-86702010000200003-scl","Clinical signs, diagnosis, and case reports of Vaccinia virus infections","Silva, Daniela Carla Medeiros, Moreira-Silva, Eduardo Augusto dos Santos, Gomes, Juliana de Assis Silva, Fonseca, Flávio Guimarães da, Correa-Oliveira, Rodrigo","Brazilian Journal of Infectious Diseases; 14(2); 129-134","Brazilian Journal of Infectious Diseases","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702010000200003&lang=pt" 
"S1413-86702010000200009-scl","Catheter-related infections in a northwestern São Paulo reference unit for burned patients care","Campos Júnior, Cláudio Penido, Sanches, Patrícia, Tedokon, Elizabete Aparecida, Souza, Ana Carolina Remondi, Machado, Ricardo Luiz Dantas, Rossit, Andréa Regina Baptista","Brazilian Journal of Infectious Diseases; 14(2); 167-169","Brazilian Journal of Infectious Diseases","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702010000200009&lang=pt" 
"S1413-86702010000200013-scl","Parasternum pleural-cutaneous fistula in a severely immunosuppressed HIV-positive patient","Gulinelli, André, Toledo, Diogo Oliveira, Coelho-Neto, Antonio Pereira, Medeiros, Roseane Pôrto","Brazilian Journal of Infectious Diseases; 14(2); 183-185","Brazilian Journal of Infectious Diseases","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702010000200013&lang=pt" 
"S0102-79722010000100001-scl","Editorial","Bandeira, Denise Ruschel","Psicologia: Reflexão e Crítica; 23(1); iii-iii","Psicologia: Reflexão e Crítica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722010000100001&lang=pt" 
"S0102-79722010000100009-scl","Indicadores emocionais no desenho da figura humana de crianças transplantadas de órgãos","Castro, Elisa Kern de, Moreno-Jiménez, Bernardo","Psicologia: Reflexão e Crítica; 23(1); 64-72","Psicologia: Reflexão e Crítica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722010000100009&lang=pt" 
"S0102-79722010000100020-scl","Correlatos valorativos de atributos desejáveis de um/a parceiro/a ideal","Gouveia, Valdiney Veloso, Fonseca, Patrícia Nunes da, Gouveia, Rildésia S. V., Diniz, Pollyane K. Costa, Cavalcanti, Maria de Fátima Baracuhy, Medeiros, Emerson Diógenes de","Psicologia: Reflexão e Crítica; 23(1); 166-175","Psicologia: Reflexão e Crítica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722010000100020&lang=pt" 
"S0102-79722010000100003-scl","Representações mentais de apego e percepção de práticas parentais por jovens adultas","Gomes, Vanessa Fonseca, Bosa, Cleonice Alves","Psicologia: Reflexão e Crítica; 23(1); 11-18","Psicologia: Reflexão e Crítica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722010000100003&lang=pt" 
"S0102-79722010000100014-scl","Análise confirmatória do Questionário de Satisfação do Atleta: versão Portuguesa","Borrego, Carla M. Chicau, Leitão, José Carlos, Alves, José, Silva, Carlos, Palmi, Joan","Psicologia: Reflexão e Crítica; 23(1); 110-120","Psicologia: Reflexão e Crítica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722010000100014&lang=pt" 
"S0102-79722010000100008-scl","Variáveis de impacto na qualidade de vida de pessoas acima de 50 anos HIV+","Silva, Josevânia da, Saldanha, Ana Alayde Werba, Azevedo, Regina Lígia Wanderlei de","Psicologia: Reflexão e Crítica; 23(1); 56-63","Psicologia: Reflexão e Crítica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722010000100008&lang=pt" 
"S0102-79722010000100018-scl","Focalização da atenção visual","Rossini, Joaquim Carlos, Galera, Cesar Alexis","Psicologia: Reflexão e Crítica; 23(1); 153-160","Psicologia: Reflexão e Crítica","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-79722010000100018&lang=pt" 
"S1982-56762010000200001-scl","Relación entre la precipitación registrada en estados reproductivos de la soja y la severidad de Septoria glycines y Cercospora kikuchii","Carmona, Marcelo, Moschini, Ricardo, Cazenave, Graciela, Sautua, Francisco","Tropical Plant Pathology; 35(2); 71-78","Tropical Plant Pathology","Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762010000200001&lang=pt" 
"S1982-56762010000200003-scl","Transmissibilidade e reação de genótipos de algodoeiro a uma forma atípica do vírus do mosaico das nervuras","Galbieri, Rafael, Cia, Edivaldo, Fuzatto, Milton G, Franzon, Rodrigo C, Belot, Jean L, Dias, José A. Caram de Souza","Tropical Plant Pathology; 35(2); 88-95","Tropical Plant Pathology","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762010000200003&lang=pt" 
"S1982-56762010000200004-scl","Quantificação de danos e relações entre severidade, medidas de refletância e produtividade no patossistema ferrugem asiática da soja","Hikishima, Marceli, Canteri, Marcelo Giovanetti, Godoy, Cláudia V, Koga, Lucimara J, Silva, Alexandre J. da","Tropical Plant Pathology; 35(2); 96-103","Tropical Plant Pathology","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762010000200004&lang=pt" 
"S1982-56762010000200008-scl","Efeito de acibenzolar-S-metil, mananoligossacarídeo e bioflavonóides cítricos no controle da mancha-aquosa e no crescimento do meloeiro","Cabral, Clêidio da Paz, Gama, Marco Aurélio Siqueira da, Alexandre, Elizabethe Rodrigues, Mariano, Rosa de Lima Ramos, Silveira, Elineide Barbosa da","Tropical Plant Pathology; 35(2); 119-123","Tropical Plant Pathology","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762010000200008&lang=pt" 
"S1982-56762010000200006-scl","Microscopia eletrônica de varredura do processo infeccioso de Ramularia areola em folhas de algodoeiro","Curvelo, Carmen R. S, Rodrigues, Fabrício A, Berger, Paulo G, Rezende, Dalilla C","Tropical Plant Pathology; 35(2); 108-113","Tropical Plant Pathology","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-56762010000200006&lang=pt" 
