"S2007-11322010000100002-mex","La verdadera cosecha maderable en México","Caballero Deloya, Miguel","Revista mexicana de ciencias forestales; 1(1); 6-16","Revista mexicana de ciencias forestales","Espanhol","2010","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-11322010000100002&lang=pt" 
"S0100-204X2010000500008-scl","Avaliação de fluxos de calor e evapotranspiração pelo modelo SEBAL com uso de dados do sensor ASTER","Santos, Thiago Veloso dos, Fontana, Denise Cybis, Alves, Rita Cássia Marques","Pesquisa Agropecuária Brasileira; 45(5); 488-496","Pesquisa Agropecuária Brasileira","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2010000500008&lang=pt" 
"S0100-204X2010000500009-scl","Atributos topográficos e dados do Landsat7 no mapeamento digital de solos com uso de redes neurais","Chagas, César da Silva, Fernandes Filho, Elpídio Inácio, Vieira, Carlos Antônio Oliveira, Schaefer, Carlos Ernesto Gonçalves Reynaud, Carvalho Júnior, Waldir de","Pesquisa Agropecuária Brasileira; 45(5); 497-507","Pesquisa Agropecuária Brasileira","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2010000500009&lang=pt" 
"S0100-204X2010000500010-scl","Carbono, matéria orgânica leve e fósforo remanescente em diferentes sistemas de manejo do solo","Pereira, Marcos Gervasio, Loss, Arcângelo, Beutler, Sidinei Júlio, Torres, José Luis Rodrigues","Pesquisa Agropecuária Brasileira; 45(5); 508-514","Pesquisa Agropecuária Brasileira","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2010000500010&lang=pt" 
"S0100-204X2010000500011-scl","Soil carbon and nitrogen mineralization caused by pig slurry application under different soil tillage systems","Balota, Elcio Liborio, Machineski, Oswaldo, Truber, Priscila Viviane","Pesquisa Agropecuária Brasileira; 45(5); 515-521","Pesquisa Agropecuária Brasileira","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2010000500011&lang=pt" 
"S0100-204X2010000500012-scl","Desenvolvimento de modelos preditores de acúmulo de forragem em pastagens tropicais","Tonato, Felipe, Barioni, Luis Gustavo, Pedreira, Carlos Guilherme Silveira, Dantas, Ozanival Dario, Malaquias, Juaci Vitoria","Pesquisa Agropecuária Brasileira; 45(5); 522-529","Pesquisa Agropecuária Brasileira","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2010000500012&lang=pt" 
"S0102-311X2010000500009-scl","The authors reply","Feitosa, Saulo Ferreira, Garrafa, Volnei, Cornelli, Gabriele, Tardivo, Carla, Carvalho, Samuel José de","Cadernos de Saúde Pública; 26(5); 876-878","Cadernos de Saúde Pública","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2010000500009&lang=pt" 
"S0102-311X2010000500008-scl","Debate on the paper by Feitosa et al.","Segato, Rita Laura","Cadernos de Saúde Pública; 26(5); 875-876","Cadernos de Saúde Pública","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2010000500008&lang=pt" 
"S0102-311X2010000500007-scl","Debate on the paper by Feitosa et al.","Jardim, César Soares","Cadernos de Saúde Pública; 26(5); 873-874","Cadernos de Saúde Pública","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2010000500007&lang=pt" 
"S0102-311X2010000500006-scl","Debate on the paper by Feitosa et al.","Schramm, Fermin Roland","Cadernos de Saúde Pública; 26(5); 871-873","Cadernos de Saúde Pública","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2010000500006&lang=pt" 
"S0102-311X2010000500005-scl","Debate on the paper by Feitosa et al.","Ayer-de-Oliveira, Reinaldo, Oselka, Gabriel","Cadernos de Saúde Pública; 26(5); 869-871","Cadernos de Saúde Pública","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2010000500005&lang=pt" 
"S0102-311X2010000500004-scl","Debate on the paper by Feitosa et al.","Garnelo, Luiza","Cadernos de Saúde Pública; 26(5); 867-869","Cadernos de Saúde Pública","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2010000500004&lang=pt" 
"S0102-311X2010000500003-scl","Debate on the paper by Feitosa et al.","Lorenzo, Cláudio","Cadernos de Saúde Pública; 26(5); 866-867","Cadernos de Saúde Pública","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2010000500003&lang=pt" 
"S0102-311X2010000500001-scl","Controle de tuberculose nas prisões brasileiras: novas abordagens para um antigo problema","Sánchez, Alexandra Roma, Diuana, Vilma, Larouzé, Bernard","Cadernos de Saúde Pública; 26(5); 850-850","Cadernos de Saúde Pública","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2010000500001&lang=pt" 
"S0102-311X2010000500028-scl","Bioética para profissionais da saúde","Diniz, Debora","Cadernos de Saúde Pública; 26(5); 1052-1053","Cadernos de Saúde Pública","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2010000500028&lang=pt" 
"S0102-311X2010000500011-scl","Implicações da doença de Alzheimer na qualidade de vida do cuidador: um estudo comparativo","Inouye, Keika, Pedrazzani, Elisete Silva, Pavarini, Sofia Cristina Iost","Cadernos de Saúde Pública; 26(5); 891-899","Cadernos de Saúde Pública","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2010000500011&lang=pt" 
"S0102-311X2010000500026-scl","Barreiras na realização da colpocitologia oncótica: um inquérito domiciliar na área de abrangência da Saúde da Família de Nova Iguaçu, Rio de Janeiro, Brasil","Rafael, Ricardo de Mattos Russo, Moura, Anna Tereza Miranda Soares de","Cadernos de Saúde Pública; 26(5); 1045-1050","Cadernos de Saúde Pública","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2010000500026&lang=pt" 
"S0102-311X2010000500029-scl","Do clima e das doenças do Brasil ou estatística médica deste império","Bertolli Filho, Claudio","Cadernos de Saúde Pública; 26(5); 1053-1054","Cadernos de Saúde Pública","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2010000500029&lang=pt" 
"S0102-311X2010000500027-scl","","","Cadernos de Saúde Pública; 26(5); 1051-1051","Cadernos de Saúde Pública","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2010000500027&lang=pt" 
"S0102-695X2010000200001-scl","Antiulcer effect of the pepper trees Schinus terebinthifolius Raddi (aroeira-da-praia) and Myracrodruon urundeuva Allemão, Anacardiaceae (aroeira-do-sertão)","Carlini, Elisaldo A., Duarte-Almeida, Joaquim M., Rodrigues, Eliana, Tabach, Ricardo","Revista Brasileira de Farmacognosia; 20(2); 140-146","Revista Brasileira de Farmacognosia","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2010000200001&lang=pt" 
"S0102-695X2010000200002-scl","Antioxidant activity from the leaf extracts of Jacaranda puberula Cham., Bignoniaceae, a Brazilian medicinal plant used for blood depuration","Santos, Paula Macedo Lessa dos, Japp, Alberto Sadda, Lima, Lívia Gralato, Schripsema, Jan, Menezes, Fábio de Sousa, Kuster, Ricardo Machado","Revista Brasileira de Farmacognosia; 20(2); 147-153","Revista Brasileira de Farmacognosia","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2010000200002&lang=pt" 
"S0102-695X2010000200006-scl","Antimycobacterial activity evaluation and MIC determination of liophilizated hydroalcoholic extracts of Bixa orellana L., Bixaceae","Silva, Renata B., Almeida, Cristina R., Chavasco, Juliana M., Chavasco, Jorge K.","Revista Brasileira de Farmacognosia; 20(2); 171-174","Revista Brasileira de Farmacognosia","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2010000200006&lang=pt" 
"S0102-695X2010000200013-scl","Análise farmacognóstica das folhas de Arrabidaea chica (Humb. &amp; Bonpl.) B. Verlt., Bignoniaceae","Alves, Mauro Sérgio Marques, Mendes, Patrizia Cardoso, Vieira, Janaína Gell de Pontes, Ozela, Eliana Ferreira, Barbosa, Wagner Luiz Ramos, Silva Júnior, José Otávio Carréra","Revista Brasileira de Farmacognosia; 20(2); 215-221","Revista Brasileira de Farmacognosia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2010000200013&lang=pt" 
"S0102-695X2010000200012-scl","Avaliação da atividade antimicrobiana de extratos de Dioclea grandiflora Mart. ex. Benth., Fabaceae","Silva, Luiz Lúcio Soares da, Lima, Edeltrudes de Oliveira, Nascimento, Silene Carneiro do, Mota, Diógenes Luiz da, Silva, Nicassio Henrique da, Almeida, Edvaldo Rodrigues de, Silva, Marta Gerusa Soares da","Revista Brasileira de Farmacognosia; 20(2); 208-214","Revista Brasileira de Farmacognosia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2010000200012&lang=pt" 
"S0102-695X2010000200015-scl","Controle de qualidade dos extratos polares de Turnera diffusa Willd. ex Schult., Turneraceae","Camargo, Ely E. S., Vilegas, Wagner","Revista Brasileira de Farmacognosia; 20(2); 228-232","Revista Brasileira de Farmacognosia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2010000200015&lang=pt" 
"S0102-695X2010000200018-scl","Antimicrobial activity of Aegiphila sellowiana Cham., Lamiaceae, against oral pathogens","Ferreira, Marcele A., Carvalho, Tatiane C., Turatti, Izabel C. C., Furtado, Niege A. J. C., Martins, Carlos H. G., Lopes, Norberto P., Cunha, Wilson R., Crotti, Antonio E. M.","Revista Brasileira de Farmacognosia; 20(2); 246-249","Revista Brasileira de Farmacognosia","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2010000200018&lang=pt" 
"S0102-695X2010000200020-scl","Ethnopharmacological study of medicinal plants used in Rosário da Limeira, Minas Gerais, Brazil","Oliveira, Helaine B. de, Kffuri, Carolina W., Casali, Vicente W. D.","Revista Brasileira de Farmacognosia; 20(2); 256-260","Revista Brasileira de Farmacognosia","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2010000200020&lang=pt" 
"S0102-695X2010000200021-scl","O oleo essencial de Lippia gracilis Schauer, Verbenaceae, em ratos diabeticos","M. Neto, Renato, Matos, Francisco J. A., Andrade, Vânia S., Melo, Maria C. N. de, Carvalho, Cibele B. M., Guimarães, Sérgio B., Pessoa, Otília D. L., Silva, Sônia L., Silva, Silvia F. R., Vasconcelos, Paulo R. L.","Revista Brasileira de Farmacognosia; 20(2); 261-266","Revista Brasileira de Farmacognosia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2010000200021&lang=pt" 
"S0102-695X2010000200022-scl","Antibiotic-resistant bacteria inhibited by extracts and fractions from Brazilian marine sponges","Marinho, Palloma R., Muricy, Guilherme R. S., Silva, Mara F. L., Marval, Marcia Giambiagi de, Laport, Marinella S.","Revista Brasileira de Farmacognosia; 20(2); 267-275","Revista Brasileira de Farmacognosia","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2010000200022&lang=pt" 
"S0102-695X2010000200024-scl","Atividade moluscicida de plantas: uma alternativa profilática","Cantanhede, Selma Patrícia D., Marques, Adriana de M., Silva-Souza, Nêuton, Valverde, Alessandra L.","Revista Brasileira de Farmacognosia; 20(2); 282-288","Revista Brasileira de Farmacognosia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2010000200024&lang=pt" 
"S0102-311X2010000500029-spa","Do clima e das doenças do Brasil ou estatística médica deste império","Bertolli Filho, Claudio","Cadernos de Saúde Pública; 26(5); 1053-1054","Cadernos de Saúde Pública","Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2010000500029&lang=pt" 
"S0102-695X2010000200005-scl","Avaliação da atividade mutagênica da infusão de Baccharis trimera (Less.) DC. em teste de Allium cepa e teste de aberrações cromossômicas em linfócitos humanos","Pinho, Daiane S. de, Sturbelle, Régis T., Martino-Roth, Maria da Graça, Garcias, Gilberto L.","Revista Brasileira de Farmacognosia; 20(2); 165-170","Revista Brasileira de Farmacognosia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2010000200005&lang=pt" 
"S0102-695X2010000200007-scl","Chemical composition and acetylcholinesterase inhibitory activity of essential oils of Myrceugenia myrcioides(Cambess.) O. Berg and Eugenia riedelianaO. Berg, Myrtaceae","Souza, Amanda de, Lopes, Elaine M. Cardoso, Silva, Michelle C. da, Cordeiro, Inês, Young, Maria Cláudia M., Sobral, Marcos E. G., Moreno, Paulo R. H.","Revista Brasileira de Farmacognosia; 20(2); 175-179","Revista Brasileira de Farmacognosia","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2010000200007&lang=pt" 
"S0102-311X2010000500026-spa","Barreiras na realização da colpocitologia oncótica: um inquérito domiciliar na área de abrangência da Saúde da Família de Nova Iguaçu, Rio de Janeiro, Brasil","Rafael, Ricardo de Mattos Russo, Moura, Anna Tereza Miranda Soares de","Cadernos de Saúde Pública; 26(5); 1045-1050","Cadernos de Saúde Pública","Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2010000500026&lang=pt" 
"S0102-311X2010000500009-spa","The authors reply","Feitosa, Saulo Ferreira, Garrafa, Volnei, Cornelli, Gabriele, Tardivo, Carla, Carvalho, Samuel José de","Cadernos de Saúde Pública; 26(5); 876-878","Cadernos de Saúde Pública","Inglês","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2010000500009&lang=pt" 
"S0102-311X2010000500008-spa","Debate on the paper by Feitosa et al.","Segato, Rita Laura","Cadernos de Saúde Pública; 26(5); 875-876","Cadernos de Saúde Pública","Inglês","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2010000500008&lang=pt" 
"S0102-311X2010000500007-spa","Debate on the paper by Feitosa et al.","Jardim, César Soares","Cadernos de Saúde Pública; 26(5); 873-874","Cadernos de Saúde Pública","Inglês","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2010000500007&lang=pt" 
"S0102-311X2010000500006-spa","Debate on the paper by Feitosa et al.","Schramm, Fermin Roland","Cadernos de Saúde Pública; 26(5); 871-873","Cadernos de Saúde Pública","Inglês","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2010000500006&lang=pt" 
"S0102-311X2010000500005-spa","Debate on the paper by Feitosa et al.","Ayer-de-Oliveira, Reinaldo, Oselka, Gabriel","Cadernos de Saúde Pública; 26(5); 869-871","Cadernos de Saúde Pública","Inglês","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2010000500005&lang=pt" 
"S0102-311X2010000500004-spa","Debate on the paper by Feitosa et al.","Garnelo, Luiza","Cadernos de Saúde Pública; 26(5); 867-869","Cadernos de Saúde Pública","Inglês","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2010000500004&lang=pt" 
"S0102-311X2010000500003-spa","Debate on the paper by Feitosa et al.","Lorenzo, Cláudio","Cadernos de Saúde Pública; 26(5); 866-867","Cadernos de Saúde Pública","Inglês","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2010000500003&lang=pt" 
"S0102-311X2010000500001-spa","Controle de tuberculose nas prisões brasileiras: novas abordagens para um antigo problema","Sánchez, Alexandra Roma, Diuana, Vilma, Larouzé, Bernard","Cadernos de Saúde Pública; 26(5); 850-850","Cadernos de Saúde Pública","Inglês, Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2010000500001&lang=pt" 
"S0102-311X2010000500028-spa","Bioética para profissionais da saúde","Diniz, Debora","Cadernos de Saúde Pública; 26(5); 1052-1053","Cadernos de Saúde Pública","Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2010000500028&lang=pt" 
"S0102-311X2010000500027-spa","","","Cadernos de Saúde Pública; 26(5); 1051-1051","Cadernos de Saúde Pública","Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2010000500027&lang=pt" 
"S0102-311X2010000500025-spa","Influenza vaccination in non-institutionalized elderly: a population-based study in a medium-sized city in Southern Brazil","Dip, Renata Maciulis, Cabrera, Marcos A. S.","Cadernos de Saúde Pública; 26(5); 1035-1044","Cadernos de Saúde Pública","Inglês","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2010000500025&lang=pt" 
"S0102-311X2010000500024-spa","Socioeconomic, demographic and nutritional factors associated with maternal weight gain in general practices in Southern Brazil","Drehmer, Michele, Camey, Suzi, Schmidt, Maria Inês, Olinto, Maria Teresa Anselmo, Giacomello, Andressa, Buss, Caroline, Melere, Cristiane, Hoffmann, Juliana, Manzolli, Patricia, Soares, Rafael Marques, Ozcariz, Silvia, Nunes, Maria Angélica Antunes","Cadernos de Saúde Pública; 26(5); 1024-1034","Cadernos de Saúde Pública","Inglês","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2010000500024&lang=pt" 
"S0102-311X2010000500023-spa","Spatial pattern, water use and risk levels associated with the transmission of schistosomiasis on the north coast of Pernambuco, Brazil","Paredes, Helen, Souza-Santos, Reinaldo, Resendes, Ana Paula da Costa, Souza, Marco Antônio Andrade de, Albuquerque, Jones, Bocanegra, Silvana, Gomes, Elainne Christine de Souza, Barbosa, Constança Simões","Cadernos de Saúde Pública; 26(5); 1013-1023","Cadernos de Saúde Pública","Inglês","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2010000500023&lang=pt" 
"S0102-311X2010000500021-spa","Satisfação dos usuários assistidos nos Centros de Especialidades Odontológicas do Município do Recife, Pernambuco, Brasil","Lima, Ana Carolina Silva de, Cabral, Etenildo Dantas, Vasconcelos, Marcia Maria Vendiciano Barbosa","Cadernos de Saúde Pública; 26(5); 991-1002","Cadernos de Saúde Pública","Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2010000500021&lang=pt" 
"S0102-311X2010000500020-spa","Human albumin use at hospitals in the Metropolitan Region of Rio de Janeiro, Brazil","Matos, Guacira Corrêa de, Rozenfeld, Suely, Martins, Monica","Cadernos de Saúde Pública; 26(5); 981-990","Cadernos de Saúde Pública","Inglês","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2010000500020&lang=pt" 
"S0102-311X2010000500019-spa","Self-rated health and working conditions among workers from primary health care centers in Brazil","Garcia, Leila Posenato, Höfelmann, Doroteia Aparecida, Facchini, Luiz Augusto","Cadernos de Saúde Pública; 26(5); 971-980","Cadernos de Saúde Pública","Inglês","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2010000500019&lang=pt" 
"S0102-311X2010000500016-spa","Coleito no primeiro semestre de vida: prevalência e fatores associados","Issler, Roberto Mario Silveira, Giugliani, Elsa Regina Justo, Marostica, Paulo José Cauduro, Nieto, Fabiane, Milani, Adriana Rosa, Wolmeister, Anelise Schifino, Scherer, Mateus Breitenbach, Pires, Daniela Oliveira, Oliveira, Marcia Nunes, Pinto, Danusa Graeff Chagas, Sarturi, Bianca Fernandes, Smidt, Luis Felipe Silva, Villetti, Manoela Chitolina","Cadernos de Saúde Pública; 26(5); 942-948","Cadernos de Saúde Pública","Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2010000500016&lang=pt" 
"S0102-311X2010000500013-spa","Fatores de risco cardiovascular em crianças de 7 a 10 anos de área urbana, Vitória, Espírito Santo, Brasil","Molina, Maria del Carmen Bisi, Faria, Carolina Perim de, Montero, Maria Pilar, Cade, Nágela Valadão, Mill, José Geraldo","Cadernos de Saúde Pública; 26(5); 909-917","Cadernos de Saúde Pública","Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2010000500013&lang=pt" 
"S0102-311X2010000500012-spa","HPV vaccine introduction at the local level in a developing country: attitudes and criteria among key actors","Piñeros, Marion, Wiesner, Carolina, Cortés, Claudia, Trujillo, Lina María","Cadernos de Saúde Pública; 26(5); 900-908","Cadernos de Saúde Pública","Inglês","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2010000500012&lang=pt" 
"S0102-311X2010000500011-spa","Implicações da doença de Alzheimer na qualidade de vida do cuidador: um estudo comparativo","Inouye, Keika, Pedrazzani, Elisete Silva, Pavarini, Sofia Cristina Iost","Cadernos de Saúde Pública; 26(5); 891-899","Cadernos de Saúde Pública","Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2010000500011&lang=pt" 
"S0102-311X2010000500002-scl","Bioethics, culture and infanticide in Brazilian indigenous communities: the Zuruahá case","Feitosa, Saulo Ferreira, Garrafa, Volnei, Cornelli, Gabriele, Tardivo, Carla, Carvalho, Samuel José de","Cadernos de Saúde Pública; 26(5); 853-865","Cadernos de Saúde Pública","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2010000500002&lang=pt" 
"S0102-311X2010000500010-scl","Ingestão alimentar e balanço energético da população adulta de Niterói, Rio de Janeiro, Brasil: resultados da Pesquisa de Nutrição, Atividade Física e Saúde (PNAFS)","Souza, Danielle Ribeiro de, Anjos, Luiz Antonio dos, Wahrlich, Vivian, Vasconcellos, Mauricio Teixeira Leite de, Machado, Juliana da Mata","Cadernos de Saúde Pública; 26(5); 879-890","Cadernos de Saúde Pública","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2010000500010&lang=pt" 
"S0102-311X2010000500012-scl","HPV vaccine introduction at the local level in a developing country: attitudes and criteria among key actors","Piñeros, Marion, Wiesner, Carolina, Cortés, Claudia, Trujillo, Lina María","Cadernos de Saúde Pública; 26(5); 900-908","Cadernos de Saúde Pública","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2010000500012&lang=pt" 
"S0102-311X2010000500013-scl","Fatores de risco cardiovascular em crianças de 7 a 10 anos de área urbana, Vitória, Espírito Santo, Brasil","Molina, Maria del Carmen Bisi, Faria, Carolina Perim de, Montero, Maria Pilar, Cade, Nágela Valadão, Mill, José Geraldo","Cadernos de Saúde Pública; 26(5); 909-917","Cadernos de Saúde Pública","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2010000500013&lang=pt" 
"S0102-311X2010000500016-scl","Coleito no primeiro semestre de vida: prevalência e fatores associados","Issler, Roberto Mario Silveira, Giugliani, Elsa Regina Justo, Marostica, Paulo José Cauduro, Nieto, Fabiane, Milani, Adriana Rosa, Wolmeister, Anelise Schifino, Scherer, Mateus Breitenbach, Pires, Daniela Oliveira, Oliveira, Marcia Nunes, Pinto, Danusa Graeff Chagas, Sarturi, Bianca Fernandes, Smidt, Luis Felipe Silva, Villetti, Manoela Chitolina","Cadernos de Saúde Pública; 26(5); 942-948","Cadernos de Saúde Pública","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2010000500016&lang=pt" 
"S0102-311X2010000500017-scl","Avaliação participativa do Programa Nacional de Suplementação de Vitamina A em um município da Região Nordeste do Brasil","Almeida, Erika Rodrigues de, Carvalho, Alice Teles de, Nilson, Eduardo Augusto Fernando, Coutinho, Janine Giuberti, Ubarana, Juliana Amorim","Cadernos de Saúde Pública; 26(5); 949-960","Cadernos de Saúde Pública","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2010000500017&lang=pt" 
"S0102-311X2010000500018-scl","Necessidades de saúde e masculinidades: atenção primária no cuidado aos homens","Schraiber, Lilia Blima, Figueiredo, Wagner dos Santos, Gomes, Romeu, Couto, Márcia Thereza, Pinheiro, Thiago Félix, Machin, Rosana, Silva, Geórgia Sibele Nogueira da, Valença, Otávio","Cadernos de Saúde Pública; 26(5); 961-970","Cadernos de Saúde Pública","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2010000500018&lang=pt" 
"S0102-311X2010000500019-scl","Self-rated health and working conditions among workers from primary health care centers in Brazil","Garcia, Leila Posenato, Höfelmann, Doroteia Aparecida, Facchini, Luiz Augusto","Cadernos de Saúde Pública; 26(5); 971-980","Cadernos de Saúde Pública","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2010000500019&lang=pt" 
"S0102-311X2010000500020-scl","Human albumin use at hospitals in the Metropolitan Region of Rio de Janeiro, Brazil","Matos, Guacira Corrêa de, Rozenfeld, Suely, Martins, Monica","Cadernos de Saúde Pública; 26(5); 981-990","Cadernos de Saúde Pública","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2010000500020&lang=pt" 
"S0102-311X2010000500021-scl","Satisfação dos usuários assistidos nos Centros de Especialidades Odontológicas do Município do Recife, Pernambuco, Brasil","Lima, Ana Carolina Silva de, Cabral, Etenildo Dantas, Vasconcelos, Marcia Maria Vendiciano Barbosa","Cadernos de Saúde Pública; 26(5); 991-1002","Cadernos de Saúde Pública","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2010000500021&lang=pt" 
"S0102-311X2010000500023-scl","Spatial pattern, water use and risk levels associated with the transmission of schistosomiasis on the north coast of Pernambuco, Brazil","Paredes, Helen, Souza-Santos, Reinaldo, Resendes, Ana Paula da Costa, Souza, Marco Antônio Andrade de, Albuquerque, Jones, Bocanegra, Silvana, Gomes, Elainne Christine de Souza, Barbosa, Constança Simões","Cadernos de Saúde Pública; 26(5); 1013-1023","Cadernos de Saúde Pública","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2010000500023&lang=pt" 
"S0102-311X2010000500024-scl","Socioeconomic, demographic and nutritional factors associated with maternal weight gain in general practices in Southern Brazil","Drehmer, Michele, Camey, Suzi, Schmidt, Maria Inês, Olinto, Maria Teresa Anselmo, Giacomello, Andressa, Buss, Caroline, Melere, Cristiane, Hoffmann, Juliana, Manzolli, Patricia, Soares, Rafael Marques, Ozcariz, Silvia, Nunes, Maria Angélica Antunes","Cadernos de Saúde Pública; 26(5); 1024-1034","Cadernos de Saúde Pública","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2010000500024&lang=pt" 
"S0102-311X2010000500025-scl","Influenza vaccination in non-institutionalized elderly: a population-based study in a medium-sized city in Southern Brazil","Dip, Renata Maciulis, Cabrera, Marcos A. S.","Cadernos de Saúde Pública; 26(5); 1035-1044","Cadernos de Saúde Pública","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2010000500025&lang=pt" 
"S0718-34022010000100001-chl","Incorporación de criterios de fragilidad ambiental y riesgo en la planificación territorial de la costa de Chile central","Andrade, Belisario, Arenas, Federico, Lagos, Marcelo","Revista de geografía Norte Grande; (45); 5-20","Revista de geografía Norte Grande","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34022010000100001&lang=pt" 
"S0718-34022010000100002-chl","Peligros naturales en geositios de interés patrimonial en la costa sur de Atacama","Castro A, Consuelo, Marquardt R, Carlos, Zúñiga D, Álvaro","Revista de geografía Norte Grande; (45); 21-39","Revista de geografía Norte Grande","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34022010000100002&lang=pt" 
