"S0188-25032015000300007-mex","La política en los bordes del liberalismo: Diferencia, populismo, revolución, emancipación","Cabrera A., Raúl E.","Revista mexicana de sociología; 77(3); 502-505","Revista mexicana de sociología","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-25032015000300007&lang=pt" 
"S1870-249X2015000300006-mex","Cytotoxic Constituents from the Stem Bark of Alvaradoa amorphoides","Quintal-Novelo, Carlos, Torres-Tapia, Luis W., Moo-Puc, Rosa, Peraza-Sanchez, Sergio R.","Journal of the Mexican Chemical Society; 59(3); 211-214","Journal of the Mexican Chemical Society","Inglês","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-249X2015000300006&lang=pt" 
"S1870-249X2015000300003-mex","DOWEX(R)50WX4/H2O: A Green System for a One-pot and Three-Component Synthesis of isoxazol-5(4H)-one Derivatives","Setamdideh, Davood","Journal of the Mexican Chemical Society; 59(3); 191-197","Journal of the Mexican Chemical Society","Inglês","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-249X2015000300003&lang=pt" 
"S1870-249X2015000300001-mex","Preparation of Ethyl Cellulose Nanoparticles by Solvent-Displacement Using the Conventional Method and a Recirculation System","Urbán-Morlán, Zaida, Mendoza-Elvira, Susana E., Hernández-Cerón, Ricardo S., Alcalá-Alcalá, Sergio, Ramírez-Mendoza, Humberto, Ciprián-Carrasco, Abel, Piñón-Segundo, Elizabeth, Quintanar-Guerrero, David","Journal of the Mexican Chemical Society; 59(3); 173-180","Journal of the Mexican Chemical Society","Inglês","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-249X2015000300001&lang=pt" 
"S1870-249X2015000300005-mex","Application of Wavelet and Genetic Algorithms for QSAR Study on 5-Lipoxygenase Inhibitors and Design New Compounds","Bagheban Shahri, Fatemeh, Niazi, Ali, Akrami, Ahmad","Journal of the Mexican Chemical Society; 59(3); 203-210","Journal of the Mexican Chemical Society","Inglês","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-249X2015000300005&lang=pt" 
"S1870-249X2015000300002-mex","Convenient Synthesis and Biological Activity of 4-Aminomethylene 1-phenylpyrazolidine-3,5-diones","Ahmed, Eman A.","Journal of the Mexican Chemical Society; 59(3); 181-190","Journal of the Mexican Chemical Society","Inglês","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-249X2015000300002&lang=pt" 
"S1130-05582015000300010-esp","¿Cuál es su abordaje?","Mogedas-Vegara, Alfonso, Mazarro-Campos, Alejandro, Masià-Gridilla, Jorge, Gutiérrez-Santamaría, Javier, Malet-Hernández, Daniel","Revista Española de Cirugía Oral y Maxilofacial; 37(3); 167-168","Revista Española de Cirugía Oral y Maxilofacial","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582015000300010&lang=pt" 
"S0034-74342015000300001-col","El acceso abierto al conocimiento: un derecho consecuencia de la globalización","Gaitán-Duarte, Hernando","Revista Colombiana de Obstetricia y Ginecología; 66(3); 154-156","Revista Colombiana de Obstetricia y Ginecología","Inglês, Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342015000300001&lang=pt" 
"S1130-05582015000300004-esp","Quiste sinovial de articulación temporomandibular: presentación de un caso","Tomás Amérigo, José Ángel, Floría García, Luis Miguel, Baquero Ruiz de La Hermosa, M. Carmen, Bizcarrondo Ruiz, Ernesto, Vera Sempere, Francisco José, Delhom Valero, José","Revista Española de Cirugía Oral y Maxilofacial; 37(3); 144-147","Revista Española de Cirugía Oral y Maxilofacial","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582015000300004&lang=pt" 
"S2011-75822015000300003-col","Doctor, ¿de qué síndrome sufro? Barreras culturales para hacer investigación clínica en Colombia","Sanabria, Álvaro","Revista Colombiana de Cirugía; 30(3); 178-183","Revista Colombiana de Cirugía","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822015000300003&lang=pt" 
"S2011-75822015000300005-col","Agenesia de la vesícula biliar","Prieto, Robin Germán, Andrade, Ernesto, Martínez, Humberto, Silva, Eduardo, Brando, Claudio, Torres, Andrés","Revista Colombiana de Cirugía; 30(3); 193-197","Revista Colombiana de Cirugía","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822015000300005&lang=pt" 
"S2011-75822015000300006-col","Uso de sutura mecánica en la ligadura de la base apendicular, un mecanismo sencillo y equivalente a Hem-o-lok® y endosutura","Rashid, Helmuth R, Páez, Johana, Forero, Sara C, Rodríguez, Diana C, Garcia, María L, Arévalo, Cáterin, Martín, Pedro A, Luna, Rubén D, Borráez, Bernardo A","Revista Colombiana de Cirugía; 30(3); 198-202","Revista Colombiana de Cirugía","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822015000300006&lang=pt" 
"S2011-75822015000300011-col","Intususcepción íleo-ileal secundaria a un pólipo fibrinoide inflamatorio","Calle, Carlos Andrés, Matallana, Rogelio, Naranjo, Camilo, Muñoz, Estefanía","Revista Colombiana de Cirugía; 30(3); 240-245","Revista Colombiana de Cirugía","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822015000300011&lang=pt" 
"S2011-75822015000300009-col","Evidencia de la aplicabilidad de la neuromonitorización intermitente en cirugía de tiroides","Sanabria, Álvaro","Revista Colombiana de Cirugía; 30(3); 220-229","Revista Colombiana de Cirugía","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822015000300009&lang=pt" 
"S2011-75822015000300004-col","La recuperación posoperatoria acelerada (fast track) disminuye la estancia hospitalaria en cirugía gastrointestinal alta: revisión sistemática de la literatura","Jiménez, William Andrés, Domínguez, Luis Carlos","Revista Colombiana de Cirugía; 30(3); 184-192","Revista Colombiana de Cirugía","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822015000300004&lang=pt" 
"S2011-75822015000300008-col","Incidencia de insuficiencia renal aguda posoperatoria en pacientes con aneurisma de aorta abdominal infrarrenal no roto: comparación entre abordaje abierto y endovascularIncidence of postoperative acute renal insufficiency in patients with nonruptured abdominal aortic aneurysm: comparing open versus endovascular approaches","López, Mario, Martínez, Fabián, Camacho, Jaime, Sanabria, Álvaro, Domínguez, Luis Carlos, Vega, Valentín","Revista Colombiana de Cirugía; 30(3); 212-219","Revista Colombiana de Cirugía","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822015000300008&lang=pt" 
"S2011-75822015000300002-col","Reflexiones sobre la medicina basada en la evidencia aplicada a la cirugía","Hoyos, Sergio","Revista Colombiana de Cirugía; 30(3); 167-169","Revista Colombiana de Cirugía","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822015000300002&lang=pt" 
"S2011-75822015000300007-col","Manejo no quirúrgico de pacientes sintomáticos con cápsula endoscópica retenida en enfermedad de Crohn","Quintero, Víctor, Toro, Jerónimo, Penagos, Laura","Revista Colombiana de Cirugía; 30(3); 203-211","Revista Colombiana de Cirugía","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822015000300007&lang=pt" 
"S2011-75822015000300012-col","Carcinoma adenoescamoso de la vesícula biliar, una rara variedad histológica","Redondo, Katherine, Rivero, Saúl, Ruiz, Karina, Díaz, José, Lozano, Daniella, Luna, Luisa","Revista Colombiana de Cirugía; 30(3); 246-252","Revista Colombiana de Cirugía","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822015000300012&lang=pt" 
"S2011-75822015000300010-col","Tumor fibroso solitario del hígado: revisión del conocimiento actual Solitary fibrous tumor of the liver: updating knowledge","Beltrán, Marcelo A","Revista Colombiana de Cirugía; 30(3); 230-239","Revista Colombiana de Cirugía","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822015000300010&lang=pt" 
"S1646-69182015000300006-prt","Apresentação pseudotumoral de tuberculose pancreática","Teixeira, Diana, Moreira, Ricardo, Magalhães, Jorge, Ferreira, Manuel, Alpoim, Carlos, Correia, Pinto","Revista Portuguesa de Cirurgia; (34); 37-41","Revista Portuguesa de Cirurgia","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1646-69182015000300006&lang=pt" 
"S0864-34662015000300013-spa","Palabras de clausura de la Convención Internacional de Salud Pública: &quot;Cuba Salud 2015&quot;","Portal Miranda, José Ángel","Revista Cubana de Salud Pública; 41(3); 566-570","Revista Cubana de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662015000300013&lang=pt" 
"S0864-34662015000300015-spa","La categorización científica en salud pública como necesidad impostergable. Principales inquietudes sobre el tema","Toledo Fernández, Ana Margarita, Morales Suárez, Ileana del Rosario","Revista Cubana de Salud Pública; 41(3); 576-579","Revista Cubana de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662015000300015&lang=pt" 
"S1646-69182015000300003-prt","Autores, editores e revisores","Almeida, Carlos Costa","Revista Portuguesa de Cirurgia; (34); 9-11","Revista Portuguesa de Cirurgia","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1646-69182015000300003&lang=pt" 
"S0864-34662015000300014-spa","La sanidad cubana y la opinión extranjera","Guiteras, Juan","Revista Cubana de Salud Pública; 41(3); 571-575","Revista Cubana de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662015000300014&lang=pt" 
"S1646-69182015000300001-prt","Anatomia e Cirurgia","Bernardes, António José da Silva","Revista Portuguesa de Cirurgia; (34); 5-6","Revista Portuguesa de Cirurgia","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1646-69182015000300001&lang=pt" 
"S0864-34662015000300006-spa","Representaciones socioculturales sobre el ideal de la salud sexual y reproductiva en estudiantes universitarios ecuatorianos","Saeteros Hernández, Rosa Del Carmen, Díaz Bernal, Zoe, Sanabria Ramos, Giselda, Pérez Piñero, Julia","Revista Cubana de Salud Pública; 41(3); 459-475","Revista Cubana de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662015000300006&lang=pt" 
"S0864-34662015000300010-spa","Herramienta multidimensional para la medición de la integración en redes de servicios de salud del primer nivel de atención","López Puig, Pedro, Alonso Carbonell, Liuba, García Milian, Ana Julia, Segredo Pérez, Alina María, Ruales Estupiñán, José Leonardo, Alfaro Cantón, Gerardo","Revista Cubana de Salud Pública; 41(3); 510-531","Revista Cubana de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662015000300010&lang=pt" 
"S1646-69182015000300004-prt","A oncoproteína mutante p53 como factor de apoio à decisão terapêutica no carcinoma gástrico","Fradique, Caldeira, Silva, Guedes da, Quaresma, Luísa, Silva, Gualdino, Pupo, Alexandra, Oliveira, Mário, Costa, Lígia, Esteves, Jorge, Marques, Mateus, Fernadez, Gonçalo, Cabrita, Fernanda, Pina, Filomena","Revista Portuguesa de Cirurgia; (34); 13-26","Revista Portuguesa de Cirurgia","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1646-69182015000300004&lang=pt" 
"S0465-546X2015000300006-esp","Nuevos métodos de valoración de la Enfermedad Pulmonar Obstructiva Crónica, su adecuación a la evaluación del menoscabo y la incapacidad","Maneiro Higuera, Francisco, González Lorenzo, Fernando","Medicina y Seguridad del Trabajo; 61(240); 367-377","Medicina y Seguridad del Trabajo","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0465-546X2015000300006&lang=pt" 
"S2174-51452015000300005-esp","Caracterización morfológica y contenido de almidón resistente y disponible en bananos (Musa sapientum) exportables del Ecuador","Martínez-Mora, Edison Omar","Revista Española de Nutrición Humana y Dietética; 19(3); 153-159","Revista Española de Nutrición Humana y Dietética","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2174-51452015000300005&lang=pt" 
"S0465-546X2015000300004-esp","Intervención con un Programa de Ejercicio Físico en la empresa","Pérez Marín, M.ª Lourdes, Yélamos Rodríguez, Fernando, Rodríguez Pérez, Manuel Antonio","Medicina y Seguridad del Trabajo; 61(240); 342-353","Medicina y Seguridad del Trabajo","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0465-546X2015000300004&lang=pt" 
"S2174-51452015000300001-esp","Sesgo de publicación: ¿qué pueden hacer las revistas científicas?","Baladia, Eduard, Martínez-Rodríguez, Rodrigo","Revista Española de Nutrición Humana y Dietética; 19(3); 130-131","Revista Española de Nutrición Humana y Dietética","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2174-51452015000300001&lang=pt" 
"S0465-546X2015000300007-esp","El Mapa de la Incapacidad en España una necesidad urgente","López-Guillén García, Araceli, Vicente Pardo, José Manuel","Medicina y Seguridad del Trabajo; 61(240); 378-392","Medicina y Seguridad del Trabajo","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0465-546X2015000300007&lang=pt" 
"S2174-51452015000300009-esp","Cambios en los hábitos alimentarios de los pacientes infectados por el VIH a través del asesoramiento gastronómico y talleres de adquisición de habilidades culinarias (Estudio ALÍCIA-FLS)","Estany Quera, Carla, Bonjoch, Anna, Roura, Elena, Cinca, Núria","Revista Española de Nutrición Humana y Dietética; 19(3); 184-186","Revista Española de Nutrición Humana y Dietética","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2174-51452015000300009&lang=pt" 
"S0465-546X2015000300005-esp","Defensa en profundidad para la evaluación de riesgos laborales por ruido en termoeléctrica","Miranda Cuéllar, Roani Ladislá, Perdomo Ojeda, Manuel, Salomón Llanes, Jesús","Medicina y Seguridad del Trabajo; 61(240); 354-366","Medicina y Seguridad del Trabajo","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0465-546X2015000300005&lang=pt" 
"S0465-546X2015000300009-esp","Síndrome de Tako-Tsubo en un trabajador sanitario, contingencia profesional","O&#039;Connor Pérez, Silvia, Bardón Fernández-Pacheco, Ignacio, Derteano Martínez, Felipe, Bernat Jiménez, Antonia, Valle Robles, María Luisa, Caso Pita, Covadonga","Medicina y Seguridad del Trabajo; 61(240); 415-421","Medicina y Seguridad del Trabajo","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0465-546X2015000300009&lang=pt" 
"S0465-546X2015000300001-esp","Entornos de trabajo e impacto en salud","Serrano Gallardo, Pilar, Parro Moreno, Ana","Medicina y Seguridad del Trabajo; 61(240); 311-313","Medicina y Seguridad del Trabajo","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0465-546X2015000300001&lang=pt" 
"S1578-84232015000300007-esp","Niveles de ira en practicantes de boxeo y kickboxing: diferencias en función de la disciplina y el nivel deportivo","Menéndez Santurio, José Ignacio, Fernández-Río, Javier","Cuadernos de Psicología del Deporte; 15(3); 75-86","Cuadernos de Psicología del Deporte","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1578-84232015000300007&lang=pt" 
"S1578-25492015000300011-esp","Departamento de Empresa y Empleo de la Generalitat de Catalunya","","Archivos de Prevención de Riesgos Laborales; 18(3); 162-167","Archivos de Prevención de Riesgos Laborales","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1578-25492015000300011&lang=pt" 
"S1134-928X2015000300006-esp","Frotis superficial frente a aspiración percutánea para el diagnóstico de infección de herida crónica: ¿resultados discrepantes?","Muñoz Algarra, María, Sánchez Romero, Isabel, Segovia Gómez, Teresa, Bermejo Martínez, Mariano, Ramos Martínez, Antonio, Portero Azorín, Francisca","Gerokomos; 26(3); 98-103","Gerokomos","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-928X2015000300006&lang=pt" 
"S1134-928X2015000300005-esp","Necesidades de los familiares de un paciente terminal institucionalizado en un centro geriátrico: caso clínico","Pueyo Garrigues, Sara, Pueyo Garrigues, María, Pardavila Belio, Miren Idoia","Gerokomos; 26(3); 94-96","Gerokomos","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-928X2015000300005&lang=pt" 
"S1134-928X2015000300004-esp","Valoración del dolor en demencia avanzada: revisión bibliográfica","Papiol Espinosa, Geòrgia, Abades Porcel, Mercedes","Gerokomos; 26(3); 89-93","Gerokomos","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-928X2015000300004&lang=pt" 
"S1134-928X2015000300007-esp","Adherencia a la terapia compresiva en los pacientes con úlceras venosas","Folguera Álvarez, María del Carmen, Verdú Soriano, José","Gerokomos; 26(3); 104-108","Gerokomos","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-928X2015000300007&lang=pt" 
"S1134-928X2015000300001-esp","Sobre la prescripción enfermera","Soldevilla-Agreda, J. Javier","Gerokomos; 26(3); 77-77","Gerokomos","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-928X2015000300001&lang=pt" 
"S1134-928X2015000300002-esp","Sensibilización y detección del maltrato en el anciano: hacia una atención primaria adaptada a los mayores","Torres Prados, M.ª Teresa, Estrella González, Isabel M.ª","Gerokomos; 26(3); 79-83","Gerokomos","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-928X2015000300002&lang=pt" 
"S0034-77442015000300885-cri","Arber, Agnes, 2012 The Natural Philosophy of Plant Form","Florez, Camilo","Revista de Biología Tropical; 63(3); 885-886","Revista de Biología Tropical","Inglês","2015","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0034-77442015000300885&lang=pt" 
"S0120-56092015000300011-col","Protocol adaptations to conduct systematic literature reviews in software engineering: A chronological study","Sepúlveda, S., Cravero, A","Ingeniería e Investigación; 35(3); 84-91","Ingeniería e Investigación","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56092015000300011&lang=pt" 
"S1578-84232015000300033-esp","Avances en psicología del deporte","Díaz Rodríguez, Joaquín","Cuadernos de Psicología del Deporte; 15(3); 267-268","Cuadernos de Psicología del Deporte","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1578-84232015000300033&lang=pt" 
"S1578-84232015000300001-esp","Ser humano en movimiento","García de Alcaraz Serrano, Antonio","Cuadernos de Psicología del Deporte; 15(3); 13-14","Cuadernos de Psicología del Deporte","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1578-84232015000300001&lang=pt" 
"S1578-84232015000300032-esp","Miedo a fallar en el deporte","Checa Esquiva, Irene","Cuadernos de Psicología del Deporte; 15(3); 265-266","Cuadernos de Psicología del Deporte","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1578-84232015000300032&lang=pt" 
"S0120-56092015000300001-col","Ranking of Colombian scientific journals: Engineering case","Pavas, Andrés","Ingeniería e Investigación; 35(3); 3-4","Ingeniería e Investigación","Inglês, Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56092015000300001&lang=pt" 
"S0120-56092015000300002-col","A review of warm mix asphalt technology: Technical, economical and environmental aspects","Rondón-Quintana, H.A, Hernández-Noguera, J.A, Reyes-Lizcano, F.A","Ingeniería e Investigación; 35(3); 5-18","Ingeniería e Investigación","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56092015000300002&lang=pt" 
"S1578-84232015000300029-esp","Cambios en la arquitectura muscular y en la velocidad de ejecución de sentadillas en VersaPulley en condiciones estables e inestables en jugadores junior de baloncesto de élite durante una temporada","Vázquez-Guerrero, Jairo, Moras, Gerard","Cuadernos de Psicología del Deporte; 15(3); 243-252","Cuadernos de Psicología del Deporte","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1578-84232015000300029&lang=pt" 
"S1578-84232015000300006-esp","Miedo a equivocarse y motivación autodeterminada en estudiantes adolescentes","Silveira Torregrosa, Yolanda, Moreno Murcia, Juan Antonio","Cuadernos de Psicología del Deporte; 15(3); 65-74","Cuadernos de Psicología del Deporte","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1578-84232015000300006&lang=pt" 
"S1578-84232015000300008-esp","Efectos de un programa de juegos reducidos en la percepción subjetiva del esfuerzo en una muestra de chicas adolescentes","Martín Martínez, Inmaculada, Reigal Garrido, Rafael Enrique, Chirosa Ríos, Luis Javier, Hernández Mendo, Antonio, Chirosa Ríos, Ignacio, Martín Tamayo, Ignacio, Guisado Barrilao, Rafael","Cuadernos de Psicología del Deporte; 15(3); 89-98","Cuadernos de Psicología del Deporte","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1578-84232015000300008&lang=pt" 
"S1134-928X2015000300003-esp","Análisis de la cultura de seguridad en el ámbito de la identificación del paciente por el alumnado de enfermería egresado de la Universidad","Cotanda Sanchis, M. José, Martínez-Sabater, Antonio, Ballestar-Tarín, M. Luisa, Casal Angulo, M. Carmen","Gerokomos; 26(3); 84-88","Gerokomos","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-928X2015000300003&lang=pt" 
"S1134-928X2015000300009-esp","Evaluación del impacto de una intervención de enfermería en la prevención y tratamiento de las úlceras por presión","Larrea-Leoz, Blanca, Vázquez-Calatayud, Mónica, Labiano-Turrillas, Juana","Gerokomos; 26(3); 115-119","Gerokomos","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-928X2015000300009&lang=pt" 
"S1134-928X2015000300008-esp","Repercusión de las heridas crónicas en las unidades de rehabilitación funcional","Corrales Pérez, José Manuel, Águila Pollo, María del Carmen, Vázquez Aguilera, Margarita, Jayne Grantham, Sarah, Ramos Sánchez, Antonio, Fernandes Ribeiro, Ana Sofía","Gerokomos; 26(3); 109-114","Gerokomos","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-928X2015000300008&lang=pt" 
"S2174-51452015000300004-esp","Prevalencia de hipotiroidismo y su asociación con factores de riesgo cardiometabólicos en mujeres adultas argentinas","Belén, Lorena Rosalía, Maffei, Laura, Alorda, Beatriz, Squillace, Celeste, Rossi, Maria Laura, Oliva, Maria Laura, Torresani, Maria Elena","Revista Española de Nutrición Humana y Dietética; 19(3); 146-152","Revista Española de Nutrición Humana y Dietética","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2174-51452015000300004&lang=pt" 
"S0465-546X2015000300002-esp","Salud y condiciones de trabajo en trabajadores mayores","Ordaz Castillo, Elena, Ronda-Pérez, Elena","Medicina y Seguridad del Trabajo; 61(240); 314-324","Medicina y Seguridad del Trabajo","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0465-546X2015000300002&lang=pt" 
"S2174-51452015000300003-esp","Obesidad visceral, razón masa grasa/masa muscular y dislipidemia aterogénica: estudio transversal realizado en Riobamba, Ecuador","Nicolalde Cifuentes, Tomas Marcelo, Guevara Castillo, Mónica Susana, Betancourt Ortiz, Sarita Lucila","Revista Española de Nutrición Humana y Dietética; 19(3); 140-145","Revista Española de Nutrición Humana y Dietética","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2174-51452015000300003&lang=pt" 
"S2174-51452015000300008-esp","¿Es la ética profesional un lujo del que podemos prescindir?","Chiva, María, Lluch, Josep, Martín, Jorge, Palau, Alma, Sánchez, Aitor, Trescastro-López, Eva María","Revista Española de Nutrición Humana y Dietética; 19(3); 175-183","Revista Española de Nutrición Humana y Dietética","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2174-51452015000300008&lang=pt" 
"S2174-51452015000300002-esp","Evaluación de la ingesta de líquido, pérdida de peso y tasa de sudoración en jóvenes triatletas","Sellés López de Castro, María Cristina, Martínez-Sanz, José Miguel, Mielgo-Ayuso, Juan, Selles, Sergio, Norte-Navarro, Aurora, Ortiz-Moncada, Rocío, Cejuela, Roberto","Revista Española de Nutrición Humana y Dietética; 19(3); 132-139","Revista Española de Nutrición Humana y Dietética","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2174-51452015000300002&lang=pt" 
"S1646-98952015000300003-prt","Índices de Nuclearidad (Completo y Reducido), como aportación a la Teoría de Conceptos Nucleares","Contreras, Juan Ángel, Masa, Juan Arias, González, Ricardo Luengo, García, Luis Manuel Casas","RISTI - Revista Ibérica de Sistemas e Tecnologias de Informação; (spe4); 16-34","RISTI - Revista Ibérica de Sistemas e Tecnologias de Informação","Português, Espanhol","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1646-98952015000300003&lang=pt" 
"S1646-98952015000300007-prt","Diseño y Validación de Arquitecturas de Aplicaciones Empresariales","Cabrera, Armando, Carrillo, José, Abad, Marco, Jaramillo, Danilo, Romero, Freddy","RISTI - Revista Ibérica de Sistemas e Tecnologias de Informação; (spe4); 79-91","RISTI - Revista Ibérica de Sistemas e Tecnologias de Informação","Espanhol","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1646-98952015000300007&lang=pt" 
"S1646-98952015000300006-prt","Visão de Orientadores e Orientandos sobre o Software Online de Supervisão da Investigação - IARS","Souza, Dayse Neri de, Souza, Francislê Neri de, Alarcão, Isabel, Moreira, António","RISTI - Revista Ibérica de Sistemas e Tecnologias de Informação; (spe4); 66-78","RISTI - Revista Ibérica de Sistemas e Tecnologias de Informação","Espanhol, Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1646-98952015000300006&lang=pt" 
"S1646-98952015000300002-prt","O professor de Matemática do ensino médio e as tecnologias de informação e comunicação nas escolas públicas estaduais de Goiás","Cunha, Abadia de Lourdes da, Barbalho, Maria Gonçalves da Silva, Rezende, Liberalina Teodoro de, Ferreira, Rildo Mourão","RISTI - Revista Ibérica de Sistemas e Tecnologias de Informação; (spe4); 1-15","RISTI - Revista Ibérica de Sistemas e Tecnologias de Informação","Espanhol, Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1646-98952015000300002&lang=pt" 
"S1646-98952015000300005-prt","A melhoria organizacional como alavanca para melhores condições de trabalho","Maia, Laura C., Eira, Rúben, Alves, Anabela C., Leão, Celina P.","RISTI - Revista Ibérica de Sistemas e Tecnologias de Informação; (spe4); 50-65","RISTI - Revista Ibérica de Sistemas e Tecnologias de Informação","Espanhol, Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1646-98952015000300005&lang=pt" 
"S1646-98952015000300008-prt","Envolvimento dos Utilizadores na definição de Requisitos: o caso da plataforma WEBMAT","Costa, António Pedro, Coelho, Estela Barreto, Tavares, Liliana Cristina, Freitas, Fábio","RISTI - Revista Ibérica de Sistemas e Tecnologias de Informação; (spe4); 92-106","RISTI - Revista Ibérica de Sistemas e Tecnologias de Informação","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1646-98952015000300008&lang=pt" 
