"S0120-24482011000100002-col","Aliviar siempre","Matijasevic, Eugenio","Acta Medica Colombiana; 36(1); 4-9","Acta Medica Colombiana","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-24482011000100002&lang=pt" 
"S0001-60022011000100008-cri","Lesiones cutáneas asociadas a leucemia Infantil: Presentación de dos casos","Acosta-Gualandri, Alejandra, Valverde-Muñoz, Kathia","Acta Médica Costarricense; 53(1); 30-33","Acta Médica Costarricense","Espanhol","2011","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022011000100008&lang=pt" 
"S0001-60022011000100009-cri","Enfermedad de Lyme (Borreliosis de Lyme) en Costa Rica","Boza-Cordero, Ricardo","Acta Médica Costarricense; 53(1); 34-36","Acta Médica Costarricense","Espanhol","2011","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022011000100009&lang=pt" 
"S0001-60022011000100010-cri","Síndrome con deleción 22q11 (Síndrome velocardiofacial), reporte de los primeros casos en Costa Rica con diagnóstico citogenético","Porras, Oscar, Obando-Jiménez, Catalina, Mas, Carlos","Acta Médica Costarricense; 53(1); 37-41","Acta Médica Costarricense","Espanhol","2011","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022011000100010&lang=pt" 
"S0001-60022011000100011-cri","La otra cara de la moneda","Salazar Vargas, Carlos","Acta Médica Costarricense; 53(1); 42-42","Acta Médica Costarricense","Espanhol","2011","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022011000100011&lang=pt" 
"S0001-60022011000100012-cri","Investigación Costarricense en Revistas Extranjeras","","Acta Médica Costarricense; 53(1); 44-45","Acta Médica Costarricense","Espanhol","2011","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022011000100012&lang=pt" 
"S0034-98872011000100001-chl","La importancia y el destino de los resúmenes presentados en reuniones científicas","REYES B, HUMBERTO, ANDRESEN H, MAX, PALMA H, JOAQUÍN","Revista médica de Chile; 139(1); 7-10","Revista médica de Chile","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872011000100001&lang=pt" 
"S0034-98872011000100002-chl","Trasplante simultáneo de páncreas y riñon en diabetes mellitus tipo 1: Experiencia de un centro en Chile","ALBA, ANDREA, MORALES, JORGE, FERRARIO, MARIO, ZEHNDER, CARLOS, AGUILÓ, JORGE, ZAVALA, CARLOS, HERZOG, CRISTINA, CALABRAN, LORENA, CONTRERAS, LUIS, ESPINOZA, RICARDO, BUCKEL, ERWIN, FIERRO, JUAN ALBERTO","Revista médica de Chile; 139(1); 11-18","Revista médica de Chile","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872011000100002&lang=pt" 
"S0034-98872011000100003-chl","Resultados Chilenos del registro internacional de factores de riesgo y tratamiento de angina inestable e infarto al miocardio sin supradesnivel del segmento ST: ACCORD (ACute CORonary syndrome Descriptive study)","STOCKINS, BENJAMÍN, ALBORNOZ, FRANCISCO, MARTÍNEZ, DARÍO, CAMPOS, PABLA, GAJARDO, JORGE, LAMICH, RUBÉN, MANRÍQUEZ, LEOPOLDO, PÉREZ, VÍCTOR, ROJO, PAMELA, SEPÚLVEDA, PABLO, PUMARINO, M. GABRIELA, CORBALÁN, RAMÓN","Revista médica de Chile; 139(1); 19-26","Revista médica de Chile","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872011000100003&lang=pt" 
"S0034-98872011000100004-chl","Linfomas asociados a infección por Virus de Inmunodeficiencia Humana: Experiencia de un centro hospitalario de la V región, Chile","ROJAS H, CHRISTINE, MERINO M, CARLOS, GHIRINGHELLI M, JUAN PABLO, RODRÍGUEZ A, JOSÉ RAMÓN, MARTÍNEZ L, FELIPE, JENSEN R, WERNER","Revista médica de Chile; 139(1); 27-35","Revista médica de Chile","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872011000100004&lang=pt" 
"S0034-98872011000100005-chl","Teaching of Medical Ethics: Students&#039; perception in different periods of the course","PIMENTEL, DÉBORAH, BARBOSA DE OLIVEIRA, CARLA, VIEIRA, MARÍA JÉSIA","Revista médica de Chile; 139(1); 36-44","Revista médica de Chile","Inglês","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872011000100005&lang=pt" 
"S0034-98872011000100006-chl","Desarrollo y validación de encuesta de percepción del portafolio en estudiantes de medicina de pregrado","RIQUELME, ARNOLDO, MÉNDEZ, BENJAMÍN, DE LA FUENTE, PALOMA, PADILLA, OSLANDO, BENAGLIO, CARLA, SIRHAN, MARISOL, LABARCA, JAIME","Revista médica de Chile; 139(1); 45-53","Revista médica de Chile","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872011000100006&lang=pt" 
"S0034-98872011000100007-chl","Estudio de correlación clínico-radiológica, sensibilidad y especificidad de ecotomografía transcraneana en enfermedad de Parkinson y otros trastornos del movimiento","VENEGAS F, PABLO, MIRANDA G, GONZALO, SILVA C, M. CONSUELO","Revista médica de Chile; 139(1); 54-59","Revista médica de Chile","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872011000100007&lang=pt" 
"S0034-98872011000100008-chl","Evaluación de la efectividad de programas de visitas domiciliarias para madres adolescentes y sus hijos/as","ARACENA, MARCELA, LEIVA, LORETO, UNDURRAGA, CONSUELO, KRAUSE, MARIANE, PÉREZ, CAROLA, CUADRA, VICTORIA, SILVIA CAMPOS, MARÍA, BEDREGAL, PAULA","Revista médica de Chile; 139(1); 60-65","Revista médica de Chile","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872011000100008&lang=pt" 
"S0034-98872011000100009-chl","Comparación de los criterios de Nugent y Spiegel para el diagnóstico de vaginosis bacteriana y análisis de los resultados discordantes por el método de Ison y Hay","MARTÍNEZ, MARÍA ANGÉLICA, OVALLE, ALFREDO, GAETE, ANA MARÍA, LILL0, EDUARDO, DE LA FUENTE, FELIPE, ARANEDA, FABIÁN, VILLASECA, RODRIGO, SALINAS, HUGO","Revista médica de Chile; 139(1); 66-71","Revista médica de Chile","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872011000100009&lang=pt" 
"S0034-98872011000100010-chl","Malformaciones congénitas en Chile y Latino América: Una visión epidemiológica del ECLAMC del período 1995-2008","NAZER H, JULIO, CIFUENTES O, LUCÍA","Revista médica de Chile; 139(1); 72-78","Revista médica de Chile","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872011000100010&lang=pt" 
"S0034-98872011000100011-chl","Recurrencia de miocardiopatía por estrés posterior a terremoto en Chile: Reporte de un caso clínico","VARELA U, CECILIA, BOHN R, RICARDO, VARLETA O, PAOLA, CONCEPCIÓN C, ROBERTO","Revista médica de Chile; 139(1); 79-83","Revista médica de Chile","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872011000100011&lang=pt" 
"S0034-98872011000100012-chl","Carcinoma mixto adenocarcinoma y neuroendocrino periampular en un paciente con neurofibromatosis tipo 1: Caso clínico","MARTÍNEZ M, MÓNICA, NORERO M, ENRIQUE, LEZCANO G, FÉLIX GABRIEL, GONZÁLEZ B, SERGIO, JARUFE C, NICOLÁS","Revista médica de Chile; 139(1); 84-88","Revista médica de Chile","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872011000100012&lang=pt" 
"S0034-98872011000100013-chl","Tamoxifeno y antidepresivos: ¿Antagonistas en la prevención del cáncer de mama?","IRARRÁZAVAL O, MARÍA ELISA","Revista médica de Chile; 139(1); 89-99","Revista médica de Chile","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872011000100013&lang=pt" 
"S0034-98872011000100014-chl","Trastornos autonómicos en enfermedad de Parkinson","GÓMEZ, RODRIGO, HUDSON, LORENA, VENEGAS, PABLO","Revista médica de Chile; 139(1); 100-106","Revista médica de Chile","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872011000100014&lang=pt" 
"S0034-98872011000100015-chl","Uso inadecuado y excesivo de antibióticos: Salud pública y salmonicultura en Chile","MILLANAO B, ANA, BARRIENTOS H, MARCELA, GÓMEZ C, CAROLINA, TOMOVA, ALEXANDRA, BUSCHMANN, ALEJANDRO, DÖLZ, HUMBERTO, CABELLO, FELIPE C","Revista médica de Chile; 139(1); 107-118","Revista médica de Chile","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872011000100015&lang=pt" 
"S0034-98872011000100016-chl","La enseñanza de la Semiología: Presentación del texto de Semiología de A. Goic, G. Chamorro y H. Reyes","ARMAS M, RODOLFO","Revista médica de Chile; 139(1); 119-122","Revista médica de Chile","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872011000100016&lang=pt" 
"S0034-98872011000100017-chl","Profesor Héctor Croxatto Rezzio (1908-2010)","Valdés S, Gloria","Revista médica de Chile; 139(1); 123-125","Revista médica de Chile","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872011000100017&lang=pt" 
"S0034-98872011000100018-chl","Artritis séptica por Pseudomonas aeruginosa de la articulación temporomandibular en un paciente joven sin otitis externa maligna","Martínez-Rey, Carmen, Rodríguez-Framil, Montserrat","Revista médica de Chile; 139(1); 126-127","Revista médica de Chile","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872011000100018&lang=pt" 
"S0034-98872011000100019-chl","Nuevo presidente de la Academia Chilena de Medicina","","Revista médica de Chile; 139(1); 128-128","Revista médica de Chile","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872011000100019&lang=pt" 
"S0034-98872011000100020-chl","II Congreso Chileno de Salud Pública","Solimano C, Giorgio","Revista médica de Chile; 139(1); 128-129","Revista médica de Chile","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872011000100020&lang=pt" 
"S1413-81232011000100002-spa","Alimentação e Nutrição em Saúde Coletiva: constituição, contornos e estatuto científico","Bosi, Maria Lúcia Magalhães, Prado, Shirley Donizete","Ciência &amp; Saúde Coletiva; 16(1); 7-17","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000100002&lang=pt" 
"S1413-81232011000100009-spa","Panorama dos estudos sobre nutrição e doenças negligenciadas no Brasil","Werneck, Guilherme Loureiro, Hasselmann, Maria Helena, Gouvêa, Thaise Gasser","Ciência &amp; Saúde Coletiva; 16(1); 39-62","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000100009&lang=pt" 
"S1413-81232011000100010-spa","A atuação da sociedade civil na construção do campo da Alimentação e Nutrição no Brasil: elementos para reflexão","Burlandy, Luciene","Ciência &amp; Saúde Coletiva; 16(1); 63-72","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000100010&lang=pt" 
"S1413-81232011000100012-spa","História do campo da Alimentação e Nutrição em Saúde Coletiva no Brasil","Vasconcelos, Francisco de Assis Guedes de, Batista Filho, Malaquias","Ciência &amp; Saúde Coletiva; 16(1); 81-90","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000100012&lang=pt" 
"S1413-81232011000100016-spa","Comportamentos de risco para transtornos do comportamento alimentar entre adolescentes do sexo feminino de diferentes estratos sociais do Nordeste do Brasil","Vale, Antonio Maia Olsen do, Kerr, Ligia Regina Sansigolo, Bosi, Maria Lúcia Magalhães","Ciência &amp; Saúde Coletiva; 16(1); 121-132","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000100016&lang=pt" 
"S1413-81232011000100017-spa","Prevalência e determinantes de obesidade e sobrepeso em mulheres em idade reprodutiva residentes na região semiárida do Brasil","Correia, Luciano Lima, Silveira, Dirlene Mafalda Ildefonso da, Silva, Anamaria Cavalcante e, Campos, Jocileide Sales, Machado, Márcia Maria Tavares, Rocha, Hermano Alexandre Lima, Cunha, Antônio José Ledo Alves da, Lindsay, Ana Cristina","Ciência &amp; Saúde Coletiva; 16(1); 133-145","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000100017&lang=pt" 
"S1413-81232011000100020-spa","Nanotechnology and in situ remediation: a review of the benefits and potential risks","Karn, Barbara, Kuiken, Todd, Otto, Martha","Ciência &amp; Saúde Coletiva; 16(1); 165-178","Ciência &amp; Saúde Coletiva","Inglês","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000100020&lang=pt" 
"S1413-81232011000100022-spa","Conceituando e medindo segurança alimentar e nutricional","Kepple, Anne Walleser, Segall-Corrêa, Ana Maria","Ciência &amp; Saúde Coletiva; 16(1); 187-199","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000100022&lang=pt" 
"S1413-81232011000100025-spa","Dor e funcionalidade na atenção básica à saúde","Mata, Matheus de Sousa, Costa, Fabrícia Azevêdo da, Souza, Túlio Oliveira de, Mata, Ádala Nayana de Sousa, Pontes, Jaqueline Fernandes","Ciência &amp; Saúde Coletiva; 16(1); 221-230","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000100025&lang=pt" 
"S1413-81232011000100026-spa","Desvendando os processos de trabalho do agente comunitário de saúde nos cenários revelados na Estratégia Saúde da Família no município de Vitória (ES, Brasil)","Galavote, Heletícia Scabelo, Prado, Thiago Nascimento do, Maciel, Ethel Leonor Noia, Lima, Rita de Cássia Duarte","Ciência &amp; Saúde Coletiva; 16(1); 231-240","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000100026&lang=pt" 
"S1413-81232011000100027-spa","A dinâmica da vinculação de recursos para a saúde no Brasil: 1995 a 2004","França, José Rivaldo Melo de, Costa, Nilson do Rosário","Ciência &amp; Saúde Coletiva; 16(1); 241-257","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000100027&lang=pt" 
"S1413-81232011000100029-spa","Avaliação do custo do tratamento de úlceras por pressão em pacientes hospitalizados usando curativos industrializados","Lima, Angela Cristina Beck, Guerra, Diana Mendonça","Ciência &amp; Saúde Coletiva; 16(1); 267-277","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000100029&lang=pt" 
"S1413-81232011000100030-spa","Avaliação da capacidade de governo de uma secretaria estadual de saúde para o monitoramento e avaliação da Atenção Básica: lições relevantes","Sampaio, Juliana, Carvalho, Eduardo Maia Freese de, Pereira, Gladys Fernanda Coelho, Mello, Fernanda Maria Bezerra de","Ciência &amp; Saúde Coletiva; 16(1); 279-290","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000100030&lang=pt" 
"S1413-81232011000100031-spa","Os impasses da pobreza absoluta: a experiência da Ouvidoria Coletiva na região da Leopoldina, Rio de Janeiro (RJ, Brasil)","Guimarães, Maria Beatriz Lisboa, Lima, Carla Moura, Savi, Elaine Amorim, Cardoso, Eliane, Valla, Victor Vincent, Stotz, Eduardo Navarro, Lacerda, Alda, Santos, Marta Sorvi","Ciência &amp; Saúde Coletiva; 16(1); 291-300","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000100031&lang=pt" 
"S1413-81232011000100032-spa","A construção do cuidado pela equipe de saúde e o cuidador em um programa de atenção domiciliar ao acamado em Porto Alegre (RS, Brasil)","Freitas, Ivani Bueno de Almeida, Meneghel, Stela Nazareth, Selli, Lucilda","Ciência &amp; Saúde Coletiva; 16(1); 301-310","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000100032&lang=pt" 
"S1413-81232011000100035-spa","Avaliação de risco dos organismos geneticamente modificados","Costa, Thadeu Estevam Moreira Maramaldo, Dias, Aline Peçanha Muzy, Scheidegger, Érica Miranda Damasio, Marin, Victor Augustus","Ciência &amp; Saúde Coletiva; 16(1); 327-336","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000100035&lang=pt" 
"S1413-81232011000100036-spa","A participação popular em Ipatinga (MG, Brasil): conquistas e desafios do setor de saúde","Batista, Elizabeth da Costa, Melo, Elza Machado de","Ciência &amp; Saúde Coletiva; 16(1); 337-347","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000100036&lang=pt" 
"S1413-81232011000100037-spa","O Programa de Agentes Comunitários de Saúde no Ceará: o caso de Uruburetama","Ávila, Maria Marlene Marques","Ciência &amp; Saúde Coletiva; 16(1); 349-360","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000100037&lang=pt" 
"S1413-81232011000100001-spa","O campo da Alimentação e Nutrição em Saúde Coletiva: identificando contornos e projetando caminhos","Bosi, Maria Lucia Magalhães, Prado, Shirley Donizete","Ciência &amp; Saúde Coletiva; 16(1); 4-4","Ciência &amp; Saúde Coletiva","Inglês, Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000100001&lang=pt" 
"S1413-81232011000100024-spa","Análise do avanço das equipes de saúde bucal inseridas na Estratégia Saúde da Família em Pernambuco, região Nordeste, Brasil, 2002 a 2005","Silva, Shirley Florêncio da, Martelli, Petrônio José de Lima, Sá, Domício Aurélio de, Cabral, Amanda Priscila de, Pimentel, Fernando Castim, Monteiro, Ive da Silva, Macedo, Cícera Lissandra Sá Vieira","Ciência &amp; Saúde Coletiva; 16(1); 211-220","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000100024&lang=pt" 
"S0100-879X2011000100010-scl","Surfactant protein B gene polymorphism in preterm babies with respiratory distress syndrome","Lyra, P.P.R., Diniz, E.M.A., Abe-Sandes, K., Angelo, A.L.D., Machado, T.M.B., Cardeal, M.","Brazilian Journal of Medical and Biological Research; 44(1); 66-72","Brazilian Journal of Medical and Biological Research","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2011000100010&lang=pt" 
"S0100-879X2011000100011-scl","Follow-up of patients treated with retinoic acid for the control of radioiodine non-responsive advanced thyroid carcinoma","Coelho, S.M., Vaisman, F., Buescu, A., Mello, R.C.R., Carvalho, D.P., Vaisman, M.","Brazilian Journal of Medical and Biological Research; 44(1); 73-77","Brazilian Journal of Medical and Biological Research","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2011000100011&lang=pt" 
"S0100-879X2011000100008-scl","Possible in vivo mechanisms involved in photodynamic therapy using tetrapyrrolic macrocycles","Filip, A.G., Clichici, S., Daicoviciu, D., Ion, R.M., Tatomir, C., Rogojan, L., Opris, I., Mocan, T., Olteanu, D., Muresan, A.","Brazilian Journal of Medical and Biological Research; 44(1); 53-61","Brazilian Journal of Medical and Biological Research","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2011000100008&lang=pt" 
"S0100-879X2011000100004-scl","Can course format influence the performance of students in an advanced cardiac life support (ACLS) program?","Garrido, F.D., Romano, M.M.D., Schmidt, A., Pazin-Filho, A.","Brazilian Journal of Medical and Biological Research; 44(1); 23-28","Brazilian Journal of Medical and Biological Research","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2011000100004&lang=pt" 
"S0100-879X2011000100009-scl","Anti-Leishmania titers and positive skin tests in patients cured of kala-azar","Viana, G.M.C., Nascimento, M.D.S.B., Diniz Neto, J.A., Rabelo, E.M.F., Binda Júnior, J.R., Santos Júnior, O.M., Santos, A.C., Galvão, C.S., Guimarães, R.S.","Brazilian Journal of Medical and Biological Research; 44(1); 62-65","Brazilian Journal of Medical and Biological Research","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2011000100009&lang=pt" 
"S0100-879X2011000100003-scl","Characterization of alpha thalassemic genotypes by multiplex ligation-dependent probe amplification in the Brazilian population","Suemasu, C.N., Kimura, E.M., Oliveira, D.M., Bezerra, M.A.C., Araújo, A.S., Costa, F.F., Sonati, M.F.","Brazilian Journal of Medical and Biological Research; 44(1); 16-22","Brazilian Journal of Medical and Biological Research","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2011000100003&lang=pt" 
"S0100-204X2011000100014-scl","Citrumelos como porta-enxertos para a laranjeira &#039;Valência&#039;","Pompeu Junior, Jorgino, Blumer, Silvia","Pesquisa Agropecuária Brasileira; 46(1); 105-107","Pesquisa Agropecuária Brasileira","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2011000100014&lang=pt" 
"S0100-204X2011000100015-scl","Teor de óleo no pinhão manso em função de lâminas de água residuária","Sousa, Antonio Evami Cavalcante, Gheyi, Hans Raj, Soares, Frederico Antonio Loureiro, Medeiros, Everaldo Paulo de, Nascimento, Elka Costa Santos","Pesquisa Agropecuária Brasileira; 46(1); 108-111","Pesquisa Agropecuária Brasileira","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2011000100015&lang=pt" 
"S0210-48062011000100017-esp","Comentario a: &quot;Experiencia con sunitinib en cáncer de próstata metastásico hormonorresistente sin respuesta a docetaxel&quot;","Angulo, J.C.","Actas Urológicas Españolas; 35(1); 61-61","Actas Urológicas Españolas","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062011000100017&lang=pt" 
"S0100-204X2011000100001-scl","Variabilidade de indicadores fisiológicos de resistência à salinidade entre genótipos de cajueiro-anão e gigante","Ponte, Luiz Ferreira Aguiar, Ferreira, Osnan Soares, Alves, Francisco Abel Lemos, Ferreira-Silva, Sérgio Luiz, Pereira, Vanda Lúcia Arcanjo, Silveira, Joaquim Albenísio Gomes da","Pesquisa Agropecuária Brasileira; 46(1); 1-8","Pesquisa Agropecuária Brasileira","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2011000100001&lang=pt" 
"S0100-204X2011000100002-scl","Adubação nitrogenada e potássica de cafeeiro fertirrigado na fase de formação, em plantio adensado","Sobreira, Fabrício Moreira, Guimarães, Rubens José, Colombo, Alberto, Scalco, Myriane Stella, Carvalho, Janice Guedes","Pesquisa Agropecuária Brasileira; 46(1); 9-16","Pesquisa Agropecuária Brasileira","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2011000100002&lang=pt" 
"S0100-204X2011000100003-scl","Produção de fitomassa e acúmulo e liberação de nutrientes por plantas de cobertura na safrinha","Pacheco, Leandro Pereira, Leandro, Wilson Mozena, Machado, Pedro Luiz Oliveira de Almeida, Assis, Renato Lara de, Cobucci, Tarcísio, Madari, Beáta Emoke, Petter, Fabiano André","Pesquisa Agropecuária Brasileira; 46(1); 17-25","Pesquisa Agropecuária Brasileira","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2011000100003&lang=pt" 
"S0100-204X2011000100004-scl","Abordagem bayesiana para avaliação da adaptabilidade e estabilidade de genótipos de alfafa","Nascimento, Moysés, Silva, Fabyano Fonseca e, Sáfadi, Thelma, Nascimento, Ana Carolina Campana, Ferreira, Reinaldo de Paula, Cruz, Cosme Damião","Pesquisa Agropecuária Brasileira; 46(1); 26-32","Pesquisa Agropecuária Brasileira","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2011000100004&lang=pt" 
"S0100-204X2011000100005-scl","Bayesian genetic parameters for body weight and survival of Nile tilapia farmed in Brazil","Santos, Alexandra Inês, Ribeiro, Ricardo Pereira, Vargas, Lauro, Mora, Freddy, Alexandre Filho, Luiz, Fornari, Darci Carlos, Oliveira, Sheila Nogueira de","Pesquisa Agropecuária Brasileira; 46(1); 33-43","Pesquisa Agropecuária Brasileira","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2011000100005&lang=pt" 
"S0100-204X2011000100006-scl","Diversidad genética en cerdos criollos mexicanos con genes candidatos asociados a características productivas","Sarabia, Alejandro Antonio González, Flores, Clemente Lemus, Martínez, Karina Mejía, Carpena, Javier Germán Rodríguez, Benítez, Maria Guadalupe Orozco, Serrano, Alberto Barreras","Pesquisa Agropecuária Brasileira; 46(1); 44-50","Pesquisa Agropecuária Brasileira","Espanhol","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2011000100006&lang=pt" 
"S0100-204X2011000100007-scl","Diversidade genética em seleção recorrente de maracujazeiro-amarelo detectada por marcadores microssatélites","Reis, Ronaldo Viana dos, Oliveira, Eder Jorge de, Viana, Alexandre Pio, Pereira, Telma Nair Santana, Pereira, Messias Gonzaga, Silva, Marcelo Geraldo de Morais","Pesquisa Agropecuária Brasileira; 46(1); 51-57","Pesquisa Agropecuária Brasileira","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2011000100007&lang=pt" 
"S0100-204X2011000100008-scl","Identification of reference genes for expression analysis by real-time quantitative PCR in drought-stressed soybean","Stolf-Moreira, Renata, Lemos, Eliana Gertrudes de Macedo, Abdelnoor, Ricardo Vilela, Beneventi, Magda Aparecida, Rolla, Amanda Alves Paiva, Pereira, Selma dos Santos, Oliveira, Maria Cristina Neves de, Nepomuceno, Alexandre Lima, Marcelino-Guimarães, Francismar Corrêa","Pesquisa Agropecuária Brasileira; 46(1); 58-65","Pesquisa Agropecuária Brasileira","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2011000100008&lang=pt" 
