"S1984-02922012000100013-scl","Como Perseu se defendeu de Medusa?","Freitas, Rose Lumertz de, Viola, Carolina Gubert","Fractal : Revista de Psicologia; 24(1); 193-202","Fractal : Revista de Psicologia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922012000100013&lang=pt" 
"S0036-36342012000200002-mex","Estado actual de la enfermedad de Menkes en México","León-García, Gregorio, Dávila-Gutiérrez, Guillermo, Baeza, Isabel","Salud Pública de México; 54(2); 103-104","Salud Pública de México","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342012000200002&lang=pt" 
"S0036-36342012000200003-mex","Efecto de los estereotipos acerca de la vejez en la atención a adultos mayores","Bustillos-López, Antonio, Fernández-Ballesteros, Rocio","Salud Pública de México; 54(2); 104-105","Salud Pública de México","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342012000200003&lang=pt" 
"S0036-36342012000200004-mex","Incidence of positive DNA from Cytomegalovirus, Human Parvovirus B19 and Hepatitis B virus, at birth","Lara-Díaz, Víctor Javier, Arízaga-Ballesteros, Víctor, Garrido-Rodríguez, Adriana, Ruiz-de la Garza, Rolando, Moreno-Cuevas, Jorge Eugenio","Salud Pública de México; 54(2); 105-106","Salud Pública de México","Inglês","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342012000200004&lang=pt" 
"S0036-36342012000200010-mex","Overview of the nutritional status of selected micronutrients in Mexican children in 2006","Shamah-Levy, Teresa, Villalpando, Salvador, Jáuregui, Alejandra, Rivera, Juan A.","Salud Pública de México; 54(2); 146-151","Salud Pública de México","Inglês","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342012000200010&lang=pt" 
"S0036-36342012000200013-mex","Mutaciones asociadas con resistencia a rifampicina o isoniazida en aislamientos clínicos de M. tuberculosis de Sonora, México","Bolado-Martínez, Enrique, Pérez-Mendoza, Ansix, Alegría-Morquecho, Francisco Monserrat, Candia-Plata, María del Carmen, Aguayo-Verdugo, María del Rosario, Álvarez-Hernández, Gerardo","Salud Pública de México; 54(2); 167-170","Salud Pública de México","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342012000200013&lang=pt" 
"S0036-36342012000200015-mex","Estrategias para el manejo de las aguas pluviales","","Salud Pública de México; 54(2); 178-198","Salud Pública de México","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342012000200015&lang=pt" 
"S0036-36342012000200016-mex","SIDA y sociedad: crítica y desafíos sociales frente a la epidemia","Franco, Saúl","Salud Pública de México; 54(2); 199-200","Salud Pública de México","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342012000200016&lang=pt" 
"S0066-782X2012000400013-scl","Caso 3/2012: jovem de 16 anos com transposição das grandes artérias e estenose pulmonar em evolução natural","Atik, Edmar","Arquivos Brasileiros de Cardiologia; 98(4); e64-e65","Arquivos Brasileiros de Cardiologia","Inglês, Português, Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2012000400013&lang=pt" 
"S0066-782X2012000400016-scl","Síndrome ou pseudossíndrome metabólica?","Correia, Luis Cláudio Lemos, Latado, Adriana L., Barreto-Filho, José Augusto","Arquivos Brasileiros de Cardiologia; 98(4); e74-e75","Arquivos Brasileiros de Cardiologia","Inglês, Português, Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2012000400016&lang=pt" 
"S0066-782X2012000400007-scl","Prevalência de hipertensão arterial em Adventistas do Sétimo Dia da capital e do interior paulista","Silva, Leilane Bagno Eleutério da, Silva, Stael Silvana Bagno Eleutério da, Marcílio, Amanda Garcia, Pierin, Ângela Maria Geraldo","Arquivos Brasileiros de Cardiologia; 98(4); 329-337","Arquivos Brasileiros de Cardiologia","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2012000400007&lang=pt" 
"S0066-782X2012000400015-scl","Efeito de um programa de exercício físico em portador da Síndrome Marfan com disfunção ventricular","Medeiros, Wladimir Musetti, Peres, Paulo Alberto, Carvalho, Antônio Carlos, Gun, Carlos, De Luca, Fábio Augusto","Arquivos Brasileiros de Cardiologia; 98(4); e70-e73","Arquivos Brasileiros de Cardiologia","Inglês, Português, Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2012000400015&lang=pt" 
"S0066-782X2012000400014-scl","Trombose coronariana como primeira complicação da aíndrome antifosfolípide","Miranda, Carlos Henrique, Gali, Luís Gustavo, Marin-Neto, José Antônio, Louzada-Júnior, Paulo, Pazin-Filho, Antônio","Arquivos Brasileiros de Cardiologia; 98(4); e66-e69","Arquivos Brasileiros de Cardiologia","Inglês, Português, Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2012000400014&lang=pt" 
"S0066-782X2012000400012-scl","A propósito do tratamento etiológico na Doença de Chagas","Bolívar-Mejía, Adrian, Rodriguez-Morales, Alfonso J.","Arquivos Brasileiros de Cardiologia; 98(4); 371-372","Arquivos Brasileiros de Cardiologia","Inglês, Português, Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2012000400012&lang=pt" 
"S0212-16112012000200011-esp","Consentimiento informado en el balón intragástrico avalado por SENPE, SEEDO, SEN y SECO: aspectos médico-legales","Abilés, V., Martínez Olmos, M. A., Escartí, M. A., Bretón, I., Cáncer, E., Pelaez, N., Álvarez, V., Culebras, J. M., Mazure, R. A.","Nutrición Hospitalaria; 27(2); 419-424","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000200011&lang=pt" 
"S0212-16112012000200045-esp","Tetania secundaria a raquitismo carencial","Fernández Martínez, M.ª M., Gómez Llorente, J. L., Martín González, M., Momblan de Cabo, J., Bonillo Perales, A.","Nutrición Hospitalaria; 27(2); 656-658","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000200045&lang=pt" 
"S0212-16112012000200046-esp","Patterns of food avoidance in chronic fatigue syndrome: is there a case for dietary recommendations?","Trabal, J., Leyes, P., Fernández-Solá, J., Forga, M.ª, Fernández-Huerta, J.","Nutrición Hospitalaria; 27(2); 659-662","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000200046&lang=pt" 
"S0212-16112012000200001-esp","Linked Data como herramienta en el ámbito de la nutrición","Míguez Pérez, R., Santos Gago, J. M., Alonso Rorís, V. M., Álvarez Sabucedo, L. M., Mikic Fonte, F. A.","Nutrición Hospitalaria; 27(2); 323-332","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000200001&lang=pt" 
"S0212-16112012000200017-esp","Two methods to determine the prevalence of overweight and obesity in 8-9 year-old-children in Seville, Spain","Cerrillo, I., Fernández-Pachón, M.ª S., Ortega, M.ª Á., Valero, E., Martín, F. M., Jáuregui-Lobera, I., Berná, G.","Nutrición Hospitalaria; 27(2); 463-468","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000200017&lang=pt" 
"S0212-16112012000200042-esp","Knowledge, interest, predisposition and evaluation of functional foods in Spanish dietitians-nutritionists and experts in human nutrition and dietetics","Basulto Marset, J., Casas-Agustench, P., Babio Sánchez, N., Salas-Salvadó, J.","Nutrición Hospitalaria; 27(2); 632-644","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000200042&lang=pt" 
"S0212-16112012000200039-esp","Analysis of bone microarchitecture related to anthropometry in climateric women","Giolo De Carvalho, F., de Souza Santos, R., Iannetta, R., Marques Miguel Suen, V., Marliere Navarro, A., Nonino-Borges, C.B., Marchini, J. S., Iannetta, O.","Nutrición Hospitalaria; 27(2); 612-616","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000200039&lang=pt" 
"S0212-16112012000200034-esp","Compliance with dietary and nutrient recommendations in the European Prospective Investigation into Cancer and Nutrition (EPIC)-Granada cohort at recruitment","Molina-Montes, E., Sánchez-Cantalejo, E., Martínez, C., Contreras, J. M., Molina, E., Sánchez, M. J.","Nutrición Hospitalaria; 27(2); 572-582","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000200034&lang=pt" 
"S0212-16112012000200020-esp","Perceived migraine triggers: do dietary factors play a role?","Camboim Rockett, F., Castro, K., Rossoni de Oliveira, V., da Silveira Perla, A., Fagundes Chaves, M. L., Schweigert Perry, I. D.","Nutrición Hospitalaria; 27(2); 483-489","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000200020&lang=pt" 
"S0212-16112012000200023-esp","Lactobacillus plantarum CECT7315 and CECT7316 stimulate immunoglobulin production after influenza vaccination in elderly","Bosch, M., Méndez, M., Pérez, M., Farran, A., Fuentes, M. C., Cuñé, J.","Nutrición Hospitalaria; 27(2); 504-509","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000200023&lang=pt" 
"S0212-16112012000200014-esp","Nutritional orientation, knowledge and quality of diet in heart failure: randomized clinical trial","Donner Alves, F., Correa Souza, G., Brunetto, S., Schweigert Perry, I. D., Biolo, A.","Nutrición Hospitalaria; 27(2); 441-448","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000200014&lang=pt" 
"S0212-16112012000200024-esp","Influence of the glycemic index and glycemic load of the diet in the glycemic control of diabetic children and teenagers","Queiroz, K. C., Novato Silva, I., de Cássia Gonçalves Alfenas, R.","Nutrición Hospitalaria; 27(2); 510-515","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000200024&lang=pt" 
"S0212-16112012000200016-esp","Prevalence of diabetes in a cancer population in a Malaga hospital","Sánchez Peralta, A. M.ª, Oliveras-López, M.ª J., Pérez González, R., Martínez Martínez, F., López-García de la Serrana, H.","Nutrición Hospitalaria; 27(2); 456-462","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000200016&lang=pt" 
"S0212-16112012000200031-esp","Valoración diagnóstica y psicopatológica del trastorno por atracón en obesos mórbidos intervenidos de bypass gástrico","García Díaz, E., Martín Folgueras, T., Morcillo Herrera, L., Jiménez Sosa, A.","Nutrición Hospitalaria; 27(2); 553-557","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000200031&lang=pt" 
"S0212-16112012000200040-esp","Perfil de ácidos grasos en pacientes oncológicos pediátricos","de la Torre Aguilar, M.ª J., Cox Belmonte, A., Mesa-García, M.ª D., Pérez Navero, J. L., Gil-Campos, M.ª M.","Nutrición Hospitalaria; 27(2); 617-622","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000200040&lang=pt" 
"S0212-16112012000200033-esp","Confirming the validity of the CONUT system for early detection and monitoring of clinical undernutrition: comparison with two logistic regression models developed using SGA as the gold standard","González-Madroño, A., Mancha, A., Rodríguez, F. J., Culebras, J., de Ulibarri, J. I.","Nutrición Hospitalaria; 27(2); 564-571","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000200033&lang=pt" 
"S0212-16112012000200018-esp","Prevalence of malnutrition and its etiological factors in hospitals","Burgos, R., Sarto, B., Elío, I., Planas, M., Forga, M.ª, Cantón, A., Trallero, R., Muñoz, M.ª J., Pérez, D., Bonada, A., Saló, E., Lecha, M.ª, Enrich, G., Salas-Salvadó, J.","Nutrición Hospitalaria; 27(2); 469-476","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000200018&lang=pt" 
"S0212-16112012000200043-esp","Validation of a questionnaire on emotional eating for use in cases of obesity: the Emotional Eater Questionnaire (EEQ)","Garaulet, M., Canteras, M., Morales, E., López-Guimera, G., Sánchez-Carracedo, D., Corbalán-Tutau, M. D.","Nutrición Hospitalaria; 27(2); 645-651","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000200043&lang=pt" 
"S0212-16112012000200022-esp","Nutritional status, dietary intake and serum levels of vitamin C upon diagnosis of cancer in children and adolescents","Lima de Araújo, L., Maciel Barbosa, J., Gomes Ribeiro, A. P., Oliveira dos Santos, A. C., Pedrosa, F.","Nutrición Hospitalaria; 27(2); 496-503","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000200022&lang=pt" 
"S0212-16112012000200035-esp","Cross-cultural adaptation of the Portuguese version of the patient-generated subjective global assessment","Duarte Bonini Campos, J. A., Dias do Prado, C.","Nutrición Hospitalaria; 27(2); 583-589","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000200035&lang=pt" 
"S0212-16112012000200013-esp","Presencia de malnutrición y riesgo de malnutrición en ancianos institucionalizados con demencia en función del tipo y estadío evolutivo","Camina Martín, M.ª A., Barrera Ortega, S., Domínguez Rodríguez, L., Couceiro Muiño, C., de Mateo Silleras, B., Redondo del Río, M.ª P.","Nutrición Hospitalaria; 27(2); 434-440","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000200013&lang=pt" 
"S0212-16112012000200012-esp","Hypoglycemic effect of Lupinus mutabilis in healthy volunteers and subjects with dysglycemia","Fornasini, M., Castro, J., Villacrés, E., Narváez, L., Villamar, M.ª P., Baldeón, M. E.","Nutrición Hospitalaria; 27(2); 425-433","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000200012&lang=pt" 
"S0212-16112012000200037-esp","Perinatal and parental determinants of childhood overweight in 6-12 years old children","Santiago, S., Zazpe, I., Cuervo, M., Martínez, J. A.","Nutrición Hospitalaria; 27(2); 599-605","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000200037&lang=pt" 
"S0212-16112012000200047-esp","Percepción de la importancia de la alimentación en un grupo de pacientes con cáncer hematológico","Rodríguez-Durán, D., Palma, S., Loria-Kohen, V., Villarino, M., Bermejo, L. M., Gómez-Candela, C.","Nutrición Hospitalaria; 27(2); 663-667","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000200047&lang=pt" 
"S0212-16112012000200026-esp","Deficient selenium status of a healthy adult Spanish population","Millán Adame, E., Florea, D., Sáez Pérez, L., Molina López, J., López-González, B., Pérez de la Cruz, A., Planells del Pozo, E.","Nutrición Hospitalaria; 27(2); 524-528","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000200026&lang=pt" 
"S0212-16112012000200029-esp","Nutritional assessment associated with length of inpatients&#039; hospital stay","Valente da Silva, H. G., Santos, S. O., Silva, N. O., Ribeiro, F. D., Josua, L. L., Moreira, A. S. B.","Nutrición Hospitalaria; 27(2); 542-547","Nutrición Hospitalaria","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000200029&lang=pt" 
"S0718-19572012000100001-chl","Hábitos alimentarios de dos peces pelágicos Thunnus albacares y Acanthocybium solandri de la Reserva Marina de Galápagos","Baque-Menoscal, Jorge, Páez-Rosas, Diego, Wolff, Matthias","Revista de biología marina y oceanografía; 47(1); 01-11","Revista de biología marina y oceanografía","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572012000100001&lang=pt" 
"S0718-19572012000100002-chl","Distribution and diversity of echinoderms (Asteroidea, Echinoidea, Holothuroidea) in the islands of the Gulf of Chiriqui, Panama","Alvarado, Juan José, Guzman, Héctor M, Breedy, Odalisca","Revista de biología marina y oceanografía; 47(1); 13-22","Revista de biología marina y oceanografía","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572012000100002&lang=pt" 
"S0718-19572012000100003-chl","Benthic macroinvertebrate assemblages as indicators of water quality applying a modified biotic index in a spatio-seasonal context in a coastal basin of Southern Chile","Fierro, Pablo, Bertrán, Carlos, Mercado, Maritza, Peña-Cortés, Fernando, Tapia, Jaime, Hauenstein, Enrique, Vargas-Chacoff, Luis","Revista de biología marina y oceanografía; 47(1); 23-33","Revista de biología marina y oceanografía","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572012000100003&lang=pt" 
"S0718-19572012000100004-chl","Relaciones morfométricas de la raya redonda Urotrygon rogersi: implicaciones cuantitativas bajo modelos lineales","Hleap, Jose Sergio, Mejía-Falla, Paola Andrea, Cárdenas, Heiber","Revista de biología marina y oceanografía; 47(1); 35-50","Revista de biología marina y oceanografía","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572012000100004&lang=pt" 
"S0718-19572012000100005-chl","Modelo dinámico de crecimiento de la biomasa para Mytilus chilensis en sistemas de cultivo en líneas","Marambio, José, Maturana, Sergio, Campos, Bernardita","Revista de biología marina y oceanografía; 47(1); 51-64","Revista de biología marina y oceanografía","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572012000100005&lang=pt" 
"S0718-19572012000100006-chl","Embryonic development, larval morphology and juvenile growth of the sea cucumber Athyonidium chilensis (Holothuroidea: Dendrochirotida)","Guisado, Chita, Carrasco, Sergio A, Díaz-Guisado, Daniela, Maltrain, Roberto, Rojas, Herman","Revista de biología marina y oceanografía; 47(1); 65-73","Revista de biología marina y oceanografía","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572012000100006&lang=pt" 
"S0718-19572012000100007-chl","Dual effect of macroalgal extracts on growth of bacteria in Western Baltic Sea","Goecke, Franz, Labes, Antje, Wiese, Jutta, Imhoff, Johannes F","Revista de biología marina y oceanografía; 47(1); 75-86","Revista de biología marina y oceanografía","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572012000100007&lang=pt" 
"S0718-19572012000100008-chl","Structural characteristics of mangrove forests in Brazilian estuaries: A comparative study","Camargo Maia, Rafaela, Coutinho, Ricardo","Revista de biología marina y oceanografía; 47(1); 87-98","Revista de biología marina y oceanografía","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572012000100008&lang=pt" 
"S0718-19572012000100009-chl","Evaluation of somatic indexes, hematology and liver histopathology of the fish Labrisomus philippii from San Jorge Bay, northern Chile, as associated with environmental stress","Montenegro, Diana, González, M. Teresa","Revista de biología marina y oceanografía; 47(1); 99-107","Revista de biología marina y oceanografía","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572012000100009&lang=pt" 
"S0718-19572012000100010-chl","Blades and papillae as likely dispersing propagules in Chilean populations of Mastocarpus sp. (Rhodophyta, Gigartinales)","Oróstica, Mauricio H, Otaíza, Ricardo D, Neill, Paula E","Revista de biología marina y oceanografía; 47(1); 109-119","Revista de biología marina y oceanografía","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572012000100010&lang=pt" 
"S0718-19572012000100011-chl","Contenido de metales en sedimentos y organismos bentónicos de la bahía San Jorge, Antofagasta, Chile","Calderón, Cesar, Valdés, Jorge","Revista de biología marina y oceanografía; 47(1); 121-133","Revista de biología marina y oceanografía","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572012000100011&lang=pt" 
"S0718-19572012000100012-chl","Dental abnormalities of the southern thorny skate Amblyraja doellojuradoi (Chondrichthyes, Rajidae)","Delpiani, Gabriela, Figueroa, Daniel E, Mabragaña, Ezequiel","Revista de biología marina y oceanografía; 47(1); 135-140","Revista de biología marina y oceanografía","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572012000100012&lang=pt" 
"S0718-19572012000100013-chl","Updated morphological description of Asteroporpa (Asteroporpa) annulata (Euryalida: Gorgonocephalidae) from the Brazilian coast, with notes on the geographic distribution of the subgenus","Gondim, Anne I, Dias, Thelma L. P, Manso, Cynthia L. C","Revista de biología marina y oceanografía; 47(1); 141-146","Revista de biología marina y oceanografía","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572012000100013&lang=pt" 
"S0718-19572012000100014-chl","Efecto de la temperatura y salinidad del agua en la incubación de huevos de botete diana Sphoeroides annulatus","Abdo-de la Parra, Ma. Isabel, Martínez-Rodríguez, Irma E, González-Rodríguez, Blanca, Rodríguez-Ibarra, L. Estela, Duncan, Neil, Hernández, Crisantema","Revista de biología marina y oceanografía; 47(1); 147-153","Revista de biología marina y oceanografía","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572012000100014&lang=pt" 
"S0718-19572012000100015-chl","Tratamientos profilácticos para desinfectar la superficie de huevos del pargo flamenco Lutjanus guttatus","Ibarra-Castro, Leonardo, Lizarraga-Osuna, Cynthia R, Gómez-Gil, Bruno, Alvarez-Lajonchère, Luis","Revista de biología marina y oceanografía; 47(1); 155-160","Revista de biología marina y oceanografía","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572012000100015&lang=pt" 
"S0718-19572012000100016-chl","New host and geographical record for Mooleptus rabuka (Nematoda: Gnathostomatidae) in the largenose catshark Apristurus nasutus (Carchariniformes: Scyliorhinidae) off Juan Fernández Archipelago, Chile","Rodríguez, Sara M, D&#039;Elía, Guillermo, George-Nascimento, Mario","Revista de biología marina y oceanografía; 47(1); 161-165","Revista de biología marina y oceanografía","Inglês","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572012000100016&lang=pt" 
"S0036-36342012000200012-mex","Use and understanding of the nutrition information panel of pre-packaged foods in a sample of Mexican consumers","De la Cruz-Góngora, Vanessa, Villalpando, Salvador, Rodríguez-Oliveros, Guadalupe, Castillo-García, Marcia, Mundo-Rosas, Verónica, Meneses-Navarro, Sergio","Salud Pública de México; 54(2); 158-166","Salud Pública de México","Inglês","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342012000200012&lang=pt" 
"S0036-36342012000200009-mex","Anemia and iron, zinc, copper and magnesium deficiency in Mexican adolescents: National Health and Nutrition Survey 2006","De la Cruz-Góngora, Vanessa, Gaona, Berenice, Villalpando, Salvador, Shamah-Levy, Teresa, Robledo, Ricardo","Salud Pública de México; 54(2); 135-145","Salud Pública de México","Inglês","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342012000200009&lang=pt" 
"S1413-81232012000400004-spa","Meta-avaliação da gestão em saúde: desafios para uma &quot;nova saúde pública&quot;","Hartz, Zulmira Maria de Araújo","Ciência &amp; Saúde Coletiva; 17(4); 832-834","Ciência &amp; Saúde Coletiva","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232012000400004&lang=pt" 
"S0036-36342012000200013-spa","Mutaciones asociadas con resistencia a rifampicina o isoniazida en aislamientos clínicos de M. tuberculosis de Sonora, México","Bolado-Martínez, Enrique, Pérez-Mendoza, Ansix, Alegría-Morquecho, Francisco Monserrat, Candia-Plata, María del Carmen, Aguayo-Verdugo, María del Rosario, Álvarez-Hernández, Gerardo","Salud Pública de México; 54(2); 167-170","Salud Pública de México","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342012000200013&lang=pt" 
"S0036-36342012000200002-spa","Estado actual de la enfermedad de Menkes en México","León-García, Gregorio, Dávila-Gutiérrez, Guillermo, Baeza, Isabel","Salud Pública de México; 54(2); 103-104","Salud Pública de México","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342012000200002&lang=pt" 
"S0036-36342012000200003-spa","Efecto de los estereotipos acerca de la vejez en la atención a adultos mayores","Bustillos-López, Antonio, Fernández-Ballesteros, Rocio","Salud Pública de México; 54(2); 104-105","Salud Pública de México","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342012000200003&lang=pt" 
"S0036-36342012000200004-spa","Incidence of positive DNA from Cytomegalovirus, Human Parvovirus B19 and Hepatitis B virus, at birth","Lara-Díaz, Víctor Javier, Arízaga-Ballesteros, Víctor, Garrido-Rodríguez, Adriana, Ruiz-de la Garza, Rolando, Moreno-Cuevas, Jorge Eugenio","Salud Pública de México; 54(2); 105-106","Salud Pública de México","Inglês","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342012000200004&lang=pt" 
"S0036-36342012000200005-spa","Reacciones de Widal en población sana de Mexicali","Jaramillo Ramírez, Hiram Javier, de la Peña Celaya, José Antonio, Núñez Ramírez, Ricardo, Rodríguez Lomelí, Moisés","Salud Pública de México; 54(2); 106-107","Salud Pública de México","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342012000200005&lang=pt" 
"S1413-81232012000400006-spa","Os autores respondem","","Ciência &amp; Saúde Coletiva; 17(4); 836-837","Ciência &amp; Saúde Coletiva","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232012000400006&lang=pt" 
"S1413-81232012000400001-spa","Os desafios da avaliação na gestão do SUS","Tanaka, Oswaldo Yoshimi, Tamaki, Edson, Felisberto, Eronildo","Ciência &amp; Saúde Coletiva; 17(4); 818-818","Ciência &amp; Saúde Coletiva","Inglês, Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232012000400001&lang=pt" 
"S0036-36342012000200001-spa","Deficiencias de micronutrimentos en México: un problema invisible de salud pública","Rivera Dommarco, Juan Ángel","Salud Pública de México; 54(2); 101-102","Salud Pública de México","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342012000200001&lang=pt" 
"S0036-36342012000200016-spa","SIDA y sociedad: crítica y desafíos sociales frente a la epidemia","Franco, Saúl","Salud Pública de México; 54(2); 199-200","Salud Pública de México","Espanhol","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342012000200016&lang=pt" 
"S1413-81232012000400028-spa","Motivos e prevalência de insatisfação com a imagem corporal em adolescentes","Petroski, Edio Luiz, Pelegrini, Andreia, Glaner, Maria Fátima","Ciência &amp; Saúde Coletiva; 17(4); 1071-1077","Ciência &amp; Saúde Coletiva","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232012000400028&lang=pt" 
"S1413-81232012000400023-spa","Saúde bucal e uso dos serviços odontológicos em função do Índice de Necessidades em Saúde: São Paulo, 2008","Junqueira, Simone Rennó, Frias, Antônio Carlos, Zilbovicius, Celso, Araujo, Maria Ercilia de","Ciência &amp; Saúde Coletiva; 17(4); 1015-1024","Ciência &amp; Saúde Coletiva","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232012000400023&lang=pt" 
