"S0101-31222006000100018-scl","Idade e tempo de armazenamento de frutos e qualidade fisiológica de sementes de abóbora híbrida","Costa, Caroline Jácome, Carmona, Ricardo, Nascimento, Warley Marcos","Revista Brasileira de Sementes; 28(1); 127-132","Revista Brasileira de Sementes","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31222006000100018&lang=pt" 
"S0375-07602006000100011-cub","Costo del Programa Nacional de Control de la Tuberculosis. Centro Provincial de Higiene y Epidemiología de Ciudad de La Habana, 2002*&lt;a name=asterisco&gt;&lt;/a&gt;","Peralta Pérez, Mariana, Padilla González, Carmen M., Fuentes Díaz, Margarita, Lazo Álvarez, Miguel Ángel","Revista Cubana de Medicina Tropical; 58(1); -","Revista Cubana de Medicina Tropical","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602006000100011&lang=pt" 
"S0375-07602006000100012-cub","Tuberculosis por municipios y sus prioridades: Cuba 1999-2002","Gala González, Ángela, Oropesa González, Lisset, Armas Pérez, Luisa, González Ochoa, Edilberto","Revista Cubana de Medicina Tropical; 58(1); -","Revista Cubana de Medicina Tropical","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602006000100012&lang=pt" 
"S0375-07602006000100013-cub","Evaluación de la respuesta clínica e inmunológica a la TARGA en enfermos SIDA de dos provincias cubanas","Bouza Jiménez, Yanelka, Reyes Corcho, Andrés, Pentón, Luis, León Sánchez, Celia, Bouza Jiménez, Yadira","Revista Cubana de Medicina Tropical; 58(1); -","Revista Cubana de Medicina Tropical","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602006000100013&lang=pt" 
"S0375-07602006000100014-cub","Prevalencia de reactores tuberculínicos en trabajadores del Instituto de Medicina Tropical “Pedro Kourí”, 1996-2000","Borroto Gutiérrez, Susana, Urbino López-Chávez, Amelia, Martínez Alvarez, Ana Maribel","Revista Cubana de Medicina Tropical; 58(1); -","Revista Cubana de Medicina Tropical","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602006000100014&lang=pt" 
"S0375-07602006000100015-cub","Falsos biológicos positivos por VDRL en el diagnóstico serológico de la sífilis","Rodríguez González, Islay, Fernández Molina, Carmen, Martínez Salgueiro, María Beatriz","Revista Cubana de Medicina Tropical; 58(1); -","Revista Cubana de Medicina Tropical","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602006000100015&lang=pt" 
"S0375-07602006000100004-cub","Efecto de derivados de la tiadiazina sobre la capacidad infectiva de promastigotes de Leishmania amazonensis","Monzote Hidalgo, Lianet, Montalvo Álvarez, Ana M., Fonseca Géigel, Lisset, Pérez Pineiro, Rolando, Suárez Navarro, Margarita, Rodríguez Cabrera, Hortensia","Revista Cubana de Medicina Tropical; 58(1); -","Revista Cubana de Medicina Tropical","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602006000100004&lang=pt" 
"S1413-65382006000100001-scl","Editorial","Manzini, Eduardo José","Revista Brasileira de Educação Especial; 12(1); 1-2","Revista Brasileira de Educação Especial","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-65382006000100001&lang=pt" 
"S1413-65382006000100010-scl","Acessibilidade: um dos caminhos para auxiliar na inclusão","Tanaka, Eliza Dieko Oshiro","Revista Brasileira de Educação Especial; 12(1); 139-142","Revista Brasileira de Educação Especial","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-65382006000100010&lang=pt" 
"S1413-65382006000100002-scl","Inclusão nos Estados Unidos: filosofia, implementação e capacitação de professores","Peterson, Patricia J.","Revista Brasileira de Educação Especial; 12(1); 3-10","Revista Brasileira de Educação Especial","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-65382006000100002&lang=pt" 
"S1413-65382006000100003-scl","Deficiência mental, imaginação e mediação social: um estudo sobre o brincar","Pinto, Gláucia Uliana, Góes, Maria Cecília Rafael de","Revista Brasileira de Educação Especial; 12(1); 11-28","Revista Brasileira de Educação Especial","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-65382006000100003&lang=pt" 
"S1413-65382006000100004-scl","Orientação sexual para jovens adultos com deficiência auditiva","Cursino, Helen Milene, Rodrigues, Olga Maria Piazentin Rolim, Maia, Ana Cláudia Bortolozzi, Palamin, Maria Estela Guadagnucci","Revista Brasileira de Educação Especial; 12(1); 29-48","Revista Brasileira de Educação Especial","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-65382006000100004&lang=pt" 
"S1413-65382006000100005-scl","A constituição de processos dialógicos em um grupo de jovens com deficiência mental","Freitas, Ana Paula de, Castro, Glenda Saccomano","Revista Brasileira de Educação Especial; 12(1); 49-64","Revista Brasileira de Educação Especial","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-65382006000100005&lang=pt" 
"S1413-65382006000100006-scl","Formação acadêmica do fisioterapeuta: a utilização das atividades lúdicas nos atendimentos de crianças","Fujisawa, Dirce Shizuko, Manzini, Eduardo José","Revista Brasileira de Educação Especial; 12(1); 65-84","Revista Brasileira de Educação Especial","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-65382006000100006&lang=pt" 
"S1413-65382006000100007-scl","Inclusão escolar do portador de paralisia cerebral: atitudes de professores do ensino fundamental","Gomes, Claudia, Barbosa, Altemir José Gonçalves","Revista Brasileira de Educação Especial; 12(1); 85-100","Revista Brasileira de Educação Especial","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-65382006000100007&lang=pt" 
"S1413-65382006000100008-scl","Produção científica dos alunos egressos do curso de especialização da Universidade Estadual de Londrina","Marquezine, Maria Cristina, Tramontina, Viviane Maroneis","Revista Brasileira de Educação Especial; 12(1); 101-122","Revista Brasileira de Educação Especial","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-65382006000100008&lang=pt" 
"S0138-600X2006000100002-cub","Síndrome climatérico y algunos factores socioculturales relacionados con esta etapa","Lugones Botell, Miguel, Navarro Despaigne, Deysi","Revista Cubana de Obstetricia y Ginecología; 32(1); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2006000100002&lang=pt" 
"S0138-600X2006000100004-cub","Ligadura de las arterias hipogástricas en las hemorragias","Mora Díaz, Iván, Robaina Aguirre, Fermín, Sánchez Redonet, Edel, Morales Chamizo, Ana Margarita","Revista Cubana de Obstetricia y Ginecología; 32(1); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2006000100004&lang=pt" 
"S0138-600X2006000100006-cub","Anemia y deficiencia de hierro en embarazadas de un área urbana del municipio Cienfuegos","Villares Álvarez, Icilany, Fernández Águila, Julio D., Avilés Martínez, Martha, Mediaceja Vicente, Orietta, Guerra Alfonso, Tamara","Revista Cubana de Obstetricia y Ginecología; 32(1); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2006000100006&lang=pt" 
"S0138-600X2006000100007-cub","Hipertension, Hipernefroma y Embarazo: Presentación de un caso","Meneau Peña, Teresa Xiomara, Núñez García, Mirta Victoria","Revista Cubana de Obstetricia y Ginecología; 32(1); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2006000100007&lang=pt" 
"S0138-600X2006000100009-cub","Resultados perinatales del crecimiento intrauterino retardado","Sixto Bustelo, Guillermo, Zayas León, María Dolores, Valle Santana, Gilda, Rodríguez Cárdenas, Antonio","Revista Cubana de Obstetricia y Ginecología; 32(1); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2006000100009&lang=pt" 
"S0138-600X2006000100001-cub","Neoplasia cervical en la mujer climatérica","Martínez Camilo, Valentin, Torrientes Hernández, Beatriz","Revista Cubana de Obstetricia y Ginecología; 32(1); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2006000100001&lang=pt" 
"S0138-600X2006000100003-cub","Síndrome climatérico, hipertensión arterial y factores de riesgo ateroscleróticos","Lugones Botell, Miguel, Dávalos Sarría, Tatiana, Pérez Piñero, Julia","Revista Cubana de Obstetricia y Ginecología; 32(1); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2006000100003&lang=pt" 
"S0138-600X2006000100005-cub","Sinoftalmía: Presentación de un caso","Israel López, José, Lugones Botell, Miguel, Rueda Rodrígue, Rina, Garrido Fernández, José Enrique","Revista Cubana de Obstetricia y Ginecología; 32(1); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2006000100005&lang=pt" 
"S0138-600X2006000100008-cub","Distress respiratorio agudo en el embarazo","Sánchez Valdivia, Alfredo, Sánchez Padrón, Alfredo","Revista Cubana de Obstetricia y Ginecología; 32(1); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2006000100008&lang=pt" 
"S1657-92672006000100013-col","Validación de la prueba Young Adult Alcohol Problems Screening Test, YAAPST, en un grupo de estudiantes universitarios de la Pontificia Universidad Javeriana de Bogotá","Torres González, María Cristina, Palma Riveros, Mónica María, Iannini Uribe, Juanita, Moreno Luna, Socorro","Universitas Psychologica; 5(1); 175-190","Universitas Psychologica","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672006000100013&lang=pt" 
"S1657-92672006000100002-col","Confianza y desconfianza: dos factores necesarios para el desarrollo de la confianza social","Yáñez Gallardo, Rodrigo, Ahumada Figueroa, Luis, Cova Solar, Félix","Universitas Psychologica; 5(1); 9-20","Universitas Psychologica","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672006000100002&lang=pt" 
"S1657-92672006000100012-col","Una aproximación al concepto de cultura organizacional","García Álvarez, Claudia María","Universitas Psychologica; 5(1); 163-174","Universitas Psychologica","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672006000100012&lang=pt" 
"S1657-92672006000100005-col","Youth homelessness: prevention and intervention efforts in Psychology","Sanabria, Jhon J","Universitas Psychologica; 5(1); 51-58","Universitas Psychologica","Inglês","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672006000100005&lang=pt" 
"S1657-92672006000100003-col","Apego, relaciones románticas y autoconcepto en adolescentes bogotanos","Penagos, Andrea, Rodríguez, Mariángela, Carrillo, Sonia, Castro, Jorge","Universitas Psychologica; 5(1); 21-36","Universitas Psychologica","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672006000100003&lang=pt" 
"S1657-92672006000100004-col","Diseño y validación inicial de un instrumento para evaluar prácticas de crianza en la infancia","Cortés Moreno, Assol, Romero Sánchez, Patricia, Flores Torres, Gicela","Universitas Psychologica; 5(1); 37-50","Universitas Psychologica","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672006000100004&lang=pt" 
"S1657-92672006000100008-col","Condicionamiento clásico de tres tipos de humor en publicidad","Cifuentes, Carolina M, Sánchez, Juanita","Universitas Psychologica; 5(1); 101-126","Universitas Psychologica","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672006000100008&lang=pt" 
"S1657-92672006000100011-col","Desplazamiento forzado y acompañamiento psicosocial: a propósito de la emergencia de nuevos actores políticos","Tovar Guerra, Claudia","Universitas Psychologica; 5(1); 147-162","Universitas Psychologica","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672006000100011&lang=pt" 
"S1657-92672006000100009-col","Generación de criterios de igualación: un caso de conducta creativa","Carpio, Claudio, Silva, Héctor, Landa, Édgar, Morales, Germán, Rosalinda, Arroyo, César, Canales, Pacheco, Virginia","Universitas Psychologica; 5(1); 127-138","Universitas Psychologica","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672006000100009&lang=pt" 
"S1657-92672006000100010-col","Contribución de intervalos entre ensayos diferenciales en tareas de igualación a la muestra demorada","Flores, Carlos, Arriaga, Pedro, Ortíz, René","Universitas Psychologica; 5(1); 139-146","Universitas Psychologica","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672006000100010&lang=pt" 
"S1657-92672006000100006-col","La intención de los jóvenes de tener relaciones sexuales en la adolescencia: el papel de la televisión, la relación con los padres y las cogniciones","Vargas-Trujillo, Elvia, Barrera, Fernando, Burgos, María Consuelo, Daza, Berta Cecilia","Universitas Psychologica; 5(1); 69-84","Universitas Psychologica","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672006000100006&lang=pt" 
"S1657-92672006000100007-col","Menores indigentes: factores personales y comunitarios que se vinculan con la vivencia en las calles","Banda Castro, Ana Lilia, Frías Armenta, Martha","Universitas Psychologica; 5(1); 85-100","Universitas Psychologica","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672006000100007&lang=pt" 
"S1657-92672006000100001-col","","López López, Wilson","Universitas Psychologica; 5(1); 7-7","Universitas Psychologica","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672006000100001&lang=pt" 
"S1413-65382006000100009-scl","Processos cognitivos e plasticidade cerebral na Síndrome de Down","Silva, Maria de Fátima Minetto Caldeira, Kleinhans, Andréia Cristina dos Santos","Revista Brasileira de Educação Especial; 12(1); 123-138","Revista Brasileira de Educação Especial","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-65382006000100009&lang=pt" 
"S0104-42302006000200017-scl","Fatores associados à interrupção de tratamento anti-retroviral em adultos com AIDS: Rio Grande do Norte, Brasil, 1999 - 2002","Brito, Ana Maria de, Szwarcwald, Célia Landmann, Castilho, Euclides Ayres de","Revista da Associação Médica Brasileira; 52(2); 86-92","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000200017&lang=pt" 
"S0034-89102006000200005-scl","Primórdios da investigação sobre a dinâmica de transmissão da tuberculose no Brasil","Werneck, Guilherme L","Revista de Saúde Pública; 40(2); 218-219","Revista de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000200005&lang=pt" 
"S0034-89102006000200004-scl","Modelos epidemiométricos em tuberculose: definição de &quot;estados&quot; e risco de infecção","Ruffino-Netto, Antonio","Revista de Saúde Pública; 40(2); 207-217","Revista de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000200004&lang=pt" 
"S0034-89102006000200001-scl","Sôbre o modêlo catalítico reversível aplicado ao estudo da cinética epidemiológica da infecção chagásica","Silva, Guilherme Rodrigues da","Revista de Saúde Pública; 40(2); 195-201","Revista de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000200001&lang=pt" 
"S0034-89102006000200002-scl","Guilherme Rodrigues da Silva, ritmos e temperos baianos na epidemiologia brasileira","Struchiner, Claudio José","Revista de Saúde Pública; 40(2); 202-204","Revista de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000200002&lang=pt" 
"S0034-89102006000200003-scl","The reversible catalytic model and the mathematical theory of epidemics","Codeço, Claudia Torres","Revista de Saúde Pública; 40(2); 205-206","Revista de Saúde Pública","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000200003&lang=pt" 
"S0034-89102006000200028-scl","Resíduos de agrotóxicos em alimentos","","Revista de Saúde Pública; 40(2); 361-363","Revista de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000200028&lang=pt" 
"S0034-89102006000200022-scl","Informações preliminares sobre flebotomíneos do norte do Paraná","Teodoro, Ueslei, Santos, Demilson R dos, Santos, Ademar R dos, Oliveira, Otílio de, Poiani, Luís Paschoal, Silva, Allan Martins da, Neitzke, Herintha Coeto, Monteiro, Wuelton Marcelo, Lonardoni, Maria V Campana, Silveira, Thaís G Verzignassi","Revista de Saúde Pública; 40(2); 327-330","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000200022&lang=pt" 
"S0034-89102006000200017-scl","Cost of schizophrenia: direct costs and use of resources in the State of São Paulo","Leitão, Raquel Jales, Ferraz, Marcos Bosi, Chaves, Ana Cristina, Mari, Jair J","Revista de Saúde Pública; 40(2); 304-309","Revista de Saúde Pública","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000200017&lang=pt" 
"S0034-89102006000200027-scl","Insumos farmacêuticos","","Revista de Saúde Pública; 40(2); 359-360","Revista de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000200027&lang=pt" 
"S0034-89102006000200019-scl","Manter ou suspender a revacinação BCG em adolescentes","Camargos, Paulo A M, Barreto, Maurício L, Alvim, Cristina, Bedran, Renata","Revista de Saúde Pública; 40(2); 318-320","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000200019&lang=pt" 
"S0034-89102006000200021-scl","Phlebotomine fauna in a rural area of the Brazilian Pantanal","Braga-Miranda, Lourdislene Costa, Miranda, Marcos, Galati, Eunice A Bianchi","Revista de Saúde Pública; 40(2); 324-326","Revista de Saúde Pública","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000200021&lang=pt" 
"S0034-89102006000200020-scl","Parasitas gastrointestinais em cães institucionalizados no Rio de Janeiro, RJ","Vasconcellos, Mauricio Carvalho de, Barros, Juliana São Luiz de, Oliveira, Cristiane Silva de","Revista de Saúde Pública; 40(2); 321-323","Revista de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000200020&lang=pt" 
"S0034-89102006000200025-scl","Associação entre o baixo peso ao nascer e doença periodontal","Costa, Maria da Conceição N.","Revista de Saúde Pública; 40(2); 353-353","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000200025&lang=pt" 
"S0034-89102006000200026-scl","Vacina contra rotavírus","","Revista de Saúde Pública; 40(2); 355-358","Revista de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000200026&lang=pt" 
"S0034-89102006000200024-scl","Grupos de promoção à saúde no desenvolvimento da autonomia, condições de vida e saúde","Santos, Luciane de Medeiros dos, Da Ros, Marco Aurélio, Crepaldi, Maria Aparecida, Ramos, Luiz Roberto","Revista de Saúde Pública; 40(2); 346-352","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000200024&lang=pt" 
"S0034-89102006000200029-scl","Errata","","Revista de Saúde Pública; 40(2); 364-364","Revista de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000200029&lang=pt" 
"S0034-89102006000200028-spa","Resíduos de agrotóxicos em alimentos","","Revista de Saúde Pública; 40(2); 361-363","Revista de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000200028&lang=pt" 
"S0034-89102006000200027-spa","Insumos farmacêuticos","","Revista de Saúde Pública; 40(2); 359-360","Revista de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000200027&lang=pt" 
"S0034-89102006000200026-spa","Vacina contra rotavírus","","Revista de Saúde Pública; 40(2); 355-358","Revista de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000200026&lang=pt" 
"S0034-89102006000200021-spa","Phlebotomine fauna in a rural area of the Brazilian Pantanal","Braga-Miranda, Lourdislene Costa, Miranda, Marcos, Galati, Eunice A Bianchi","Revista de Saúde Pública; 40(2); 324-326","Revista de Saúde Pública","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000200021&lang=pt" 
"S0034-89102006000200020-spa","Parasitas gastrointestinais em cães institucionalizados no Rio de Janeiro, RJ","Vasconcellos, Mauricio Carvalho de, Barros, Juliana São Luiz de, Oliveira, Cristiane Silva de","Revista de Saúde Pública; 40(2); 321-323","Revista de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000200020&lang=pt" 
"S0034-89102006000200002-spa","Guilherme Rodrigues da Silva, ritmos e temperos baianos na epidemiologia brasileira","Struchiner, Claudio José","Revista de Saúde Pública; 40(2); 202-204","Revista de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000200002&lang=pt" 
"S0034-89102006000200001-spa","Sôbre o modêlo catalítico reversível aplicado ao estudo da cinética epidemiológica da infecção chagásica","Silva, Guilherme Rodrigues da","Revista de Saúde Pública; 40(2); 195-201","Revista de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000200001&lang=pt" 
"S0034-89102006000200003-spa","The reversible catalytic model and the mathematical theory of epidemics","Codeço, Claudia Torres","Revista de Saúde Pública; 40(2); 205-206","Revista de Saúde Pública","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000200003&lang=pt" 
"S0034-89102006000200005-spa","Primórdios da investigação sobre a dinâmica de transmissão da tuberculose no Brasil","Werneck, Guilherme L","Revista de Saúde Pública; 40(2); 218-219","Revista de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000200005&lang=pt" 
"S0034-89102006000200029-spa","Errata","","Revista de Saúde Pública; 40(2); 364-364","Revista de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000200029&lang=pt" 
"S0034-89102006000200025-spa","Associação entre o baixo peso ao nascer e doença periodontal","Costa, Maria da Conceição N.","Revista de Saúde Pública; 40(2); 353-353","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000200025&lang=pt" 
"S0034-89102006000200022-spa","Informações preliminares sobre flebotomíneos do norte do Paraná","Teodoro, Ueslei, Santos, Demilson R dos, Santos, Ademar R dos, Oliveira, Otílio de, Poiani, Luís Paschoal, Silva, Allan Martins da, Neitzke, Herintha Coeto, Monteiro, Wuelton Marcelo, Lonardoni, Maria V Campana, Silveira, Thaís G Verzignassi","Revista de Saúde Pública; 40(2); 327-330","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000200022&lang=pt" 
"S0034-89102006000200018-spa","Comportamento alimentar em mulheres portadoras de diabetes tipo 2","Péres, Denise Siqueira, Franco, Laércio Joel, Santos, Manoel Antônio dos","Revista de Saúde Pública; 40(2); 310-317","Revista de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000200018&lang=pt" 
"S0034-89102006000200017-spa","Cost of schizophrenia: direct costs and use of resources in the State of São Paulo","Leitão, Raquel Jales, Ferraz, Marcos Bosi, Chaves, Ana Cristina, Mari, Jair J","Revista de Saúde Pública; 40(2); 304-309","Revista de Saúde Pública","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000200017&lang=pt" 
"S0034-89102006000200016-spa","Qualidade de vida relacionada à saúde em espanholas com osteoporose","Aranha, LLM, Mirón Canelo, JA, Alonso Sardón, M, Del Pino Montes, J, Sáenz González, MC","Revista de Saúde Pública; 40(2); 298-303","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000200016&lang=pt" 
"S0034-89102006000200012-spa","Distribuição espacial da co-infecção M. tuberculosis/HIV no Estado de São Paulo, 1991-2001","Rodrigues-Jr, Antonio L, Ruffino-Netto, Antonio, Castilho, Euclides Ayres de","Revista de Saúde Pública; 40(2); 265-270","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000200012&lang=pt" 
"S0034-89102006000200010-spa","Tradução e validação de conteúdo da versão em português do Childhood Trauma Questionnaire","Grassi-Oliveira, Rodrigo, Stein, Lilian Milnitsky, Pezzi, Júlio Carlos","Revista de Saúde Pública; 40(2); 249-255","Revista de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000200010&lang=pt" 
"S0034-89102006000200009-spa","Case-control study on infant mortality in Southern Brazil","Mendes, Karina Giane, Olinto, Maria Teresa Anselmo, Costa, Juvenal Soares Dias da","Revista de Saúde Pública; 40(2); 240-248","Revista de Saúde Pública","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000200009&lang=pt" 
