"S1414-81452015000100024-scl","Acontecimentos que antecederam a federalização da Escola Paulista de Enfermagem","Cardili, Carolina Vieira Cagnacci, Sanna, Maria Cristina","Escola Anna Nery; 19(1); 24-32","Escola Anna Nery","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452015000100024&lang=pt" 
"S0034-75152015000100013-cub","Chemical composition of the Schinus molle L. essential oil and their biological activities","Doleski Muhd, Paulo Steider, Ferreira Cuelho, Camila Helena, Calil Brondani, Juliana, Palermo Manfron, Melânia","Revista Cubana de Farmacia; 49(1); 132-143","Revista Cubana de Farmacia","Inglês","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152015000100013&lang=pt" 
"S0034-75152015000100001-cub","Glicopéptidos, origen y desarrollo actual","Morejón García, Moisés","Revista Cubana de Farmacia; 49(1); 1-3","Revista Cubana de Farmacia","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152015000100001&lang=pt" 
"S0034-75152015000100018-cub","Biblioteca mundial sobre ozonoterapia, una herramienta para la investigación","Martínez-Sánchez, Gregorio","Revista Cubana de Farmacia; 49(1); 188-192","Revista Cubana de Farmacia","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152015000100018&lang=pt" 
"S1984-29612015000100001-scl","Editorial","Machado, Rosangela Zacarias","Revista Brasileira de Parasitologia Veterinária; 24(1); I-I","Revista Brasileira de Parasitologia Veterinária","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612015000100001&lang=pt" 
"S1984-29612015000100008-scl","Seasonal prevalence and mean intensity of Psoroptes ovis infestation in goats in the Brazilian semiarid region","Amorim, Malba Gean Rodrigues de, Azevedo, Sérgio Santos, Riet-Correa, Franklin","Revista Brasileira de Parasitologia Veterinária; 24(1); 59-65","Revista Brasileira de Parasitologia Veterinária","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612015000100008&lang=pt" 
"S1984-29612015000100006-scl","Hypertension and its correlation with renal lesions in dogs with leishmaniosis","Braga, Eveline Tozzi, Leite, João Henrique Artero de Carvalho, Rosa, Fernando Azadinho, Tivelli, Patrícia, Araújo, Amanda Mariano, Almeida, Breno Fernando Martins de, Ferrari, Heitor Flávio, Ciarlini, Paulo César, Machado, Gisele Fabrino, Marcondes, Mary","Revista Brasileira de Parasitologia Veterinária; 24(1); 45-51","Revista Brasileira de Parasitologia Veterinária","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612015000100006&lang=pt" 
"S1984-29612015000100003-scl","Parasites in the mangrove oyster Crassostrea rhizophorae cultivated in the estuary of the Graciosa River in Taperoá, Bahia","Cova, Aliane Watanabe, Serafim Júnior, Moacyr, Boehs, Guisla, Souza, Jackson Moreira de","Revista Brasileira de Parasitologia Veterinária; 24(1); 21-27","Revista Brasileira de Parasitologia Veterinária","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612015000100003&lang=pt" 
"S1984-29612015000100009-scl","Effect of dietary supplementation with propolis and Aloe barbadensis extracts on hematological parameters and parasitism in Nile tilapia","Dotta, Geovana, Brum, Aline, Jeronimo, Gabriela Tomas, Maraschin, Marcelo, Martins, Maurício Laterça","Revista Brasileira de Parasitologia Veterinária; 24(1); 66-71","Revista Brasileira de Parasitologia Veterinária","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612015000100009&lang=pt" 
"S1984-29612015000100014-scl","Leishmania (infantum) chagasi in canine urinary sediment","Mendonça, Ivete Lopes de, Batista, Joilson Ferreira, Alves, Leucio Camara","Revista Brasileira de Parasitologia Veterinária; 24(1); 92-94","Revista Brasileira de Parasitologia Veterinária","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612015000100014&lang=pt" 
"S1984-29612015000100012-scl","Parasitic infections in ornamental cichlid fish in the Peruvian Amazon","Aguinaga, Jefferson Yunis, Marcusso, Paulo Fernandes, Claudiano, Gustavo da Silva, Lima, Bruno Tadeu Marotta, Sebastião, Fernanda de Alexandre, Fernandes, João Batista Kochenborger, Moraes, Flávio Ruas de, Moraes, Julieta Rodini Engracia de","Revista Brasileira de Parasitologia Veterinária; 24(1); 82-86","Revista Brasileira de Parasitologia Veterinária","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612015000100012&lang=pt" 
"S1984-29612015000100016-scl","Caryospora bigenetica (Apicomplexa: Eimeriidae) in South America: new hosts and distribution records","Viana, Lúcio André, Mecchi, Kamilla Costa, Nascimento, Leonardo França do, Herrera, Heitor Miraglia, Santa-Rita, Paula Helena, Miglionico, Marcos Tobias de Santana, Esteves, Rhaiza Gama, Gimenez, Anibal Rafael Melgarejo, Paiva, Fernando","Revista Brasileira de Parasitologia Veterinária; 24(1); 101-104","Revista Brasileira de Parasitologia Veterinária","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612015000100016&lang=pt" 
"S1984-29612015000100017-scl","Occurrence of Chandleronema longigutturata (Nematoda: Acuariidae) in Procyon cancrivorus in the Neotropical region","Suárez, Alice Graciela Rodriguez, Pesenti, Tatiana Cheuiche, Macedo, Márcia Raquel Pegoraro de, Mascarenhas, Carolina Silveira, Antunes, Gertrud Müller","Revista Brasileira de Parasitologia Veterinária; 24(1); 105-107","Revista Brasileira de Parasitologia Veterinária","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612015000100017&lang=pt" 
"S1984-29612015000100013-scl","Parasitological survey on birds at some selected brazilian zoos","Hofstatter, Paulo Gonzalez, Guaraldo, Ana Maria Aparecida","Revista Brasileira de Parasitologia Veterinária; 24(1); 87-91","Revista Brasileira de Parasitologia Veterinária","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612015000100013&lang=pt" 
"S1984-29612015000100018-scl","Evaluation of Kato-Katz and spontaneous sedimentation methods for the diagnosis of platynosomiasis in Neotropical primates","Mati, Vitor Luís Tenório, Pinto, Hudson Alves, Melo, Alan Lane de","Revista Brasileira de Parasitologia Veterinária; 24(1); 108-113","Revista Brasileira de Parasitologia Veterinária","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612015000100018&lang=pt" 
"S1984-29612015000100005-scl","Chemical composition and insecticidal activity of Cymbopogon citratus essential oil from Cuba and Brazil against housefly","Pinto, Zeneida Teixeira, Sánchez, Félix Fernández, Santos, Arith Ramos dos, Amaral, Ana Claudia Fernandes, Ferreira, José Luiz Pinto, Escalona-Arranz, Julio César, Queiroz, Margareth Maria de Carvalho","Revista Brasileira de Parasitologia Veterinária; 24(1); 36-44","Revista Brasileira de Parasitologia Veterinária","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612015000100005&lang=pt" 
"S1984-29612015000100004-scl","A serological and molecular survey of Babesia vogeli, Ehrlichia canis and Rickettsia spp. among dogs in the state of Maranhão, northeastern Brazil","Costa, Andréa Pereira da, Costa, Francisco Borges, Labruna, Marcelo Bahia, Silveira, Iara, Moraes-Filho, Jonas, Soares, João Fábio, Spolidorio, Mariana Granziera, Guerra, Rita de Maria Seabra Nogueira de Candanedo","Revista Brasileira de Parasitologia Veterinária; 24(1); 28-35","Revista Brasileira de Parasitologia Veterinária","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612015000100004&lang=pt" 
"S1984-29612015000100007-scl","Survey of Ehrlichia canis, Babesia spp. and Hepatozoon spp. in dogs from a semiarid region of Brazil","Rotondano, Tereza Emmanuelle de Farias, Almeida, Herta Karyanne Araújo, Krawczak, Felipe da Silva, Santana, Vanessa Lira, Vidal, Ivana Fernandes, Labruna, Marcelo Bahia, Azevedo, Sérgio Santos de, Almeida, Alzira Maria Paiva de, Melo, Marcia Almeida de","Revista Brasileira de Parasitologia Veterinária; 24(1); 52-58","Revista Brasileira de Parasitologia Veterinária","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612015000100007&lang=pt" 
"S1984-29612015000100002-scl","Protozoan infections in farmed fish from Brazil: diagnosis and pathogenesis","Martins, Mauricio Laterça, Cardoso, Lucas, Marchiori, Natalia, Benites de Pádua, Santiago","Revista Brasileira de Parasitologia Veterinária; 24(1); 1-20","Revista Brasileira de Parasitologia Veterinária","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612015000100002&lang=pt" 
"S1984-29612015000100010-scl","Anisakidae and Raphidascarididae larvae parasitizing Selene setapinnis (Mitchill, 1815) in the State of Rio de Janeiro, Brazil","Fontenelle, Gabrielle, Knoff, Marcelo, Felizardo, Nilza Nunes, Torres, Eduardo José Lopes, Lopes, Leila Maria da Silva, Gomes, Delir Corrêa, Clemente, Sérgio Carmona de São","Revista Brasileira de Parasitologia Veterinária; 24(1); 72-77","Revista Brasileira de Parasitologia Veterinária","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612015000100010&lang=pt" 
"S1984-29612015000100011-scl","Occurrence of Ehrlichia canis in free-living primates of the genus Callithrix","Mafra, Claudio, Barcelos, Rafael Mazioli, Mantovani, Cynthia, Carrizo, Juliana, Soares, Adriano Carlos, Moreira, Higo Nasser Sant&#039;Anna, Maia, Natasha Lagos, Silva, Fernanda de Fátima Rodrigues da, Silva, Vinícius Herold Dornelas e, Boere, Vanner, Silva, Ita de Oliveira e","Revista Brasileira de Parasitologia Veterinária; 24(1); 78-81","Revista Brasileira de Parasitologia Veterinária","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612015000100011&lang=pt" 
"S1984-29612015000100015-scl","Antibodies to Neospora caninum in sheep from slaughterhouses in the state of São Paulo, Brazil","Paiz, Laís Moraes, Silva, Rodrigo Costa da, Menozzi, Benedito Donizete, Langoni, Helio","Revista Brasileira de Parasitologia Veterinária; 24(1); 95-100","Revista Brasileira de Parasitologia Veterinária","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612015000100015&lang=pt" 
"S0034-75152015000100008-cub","Necesidad de un texto que integre la farmacia oncológica al Sistema Nacional de Salud cubano","Arbesú Michelena, Ma Antonieta, Sedeño Argilagos, Caridad, Fernández Argüelles, Rogelio Alberto","Revista Cubana de Farmacia; 49(1); 70-80","Revista Cubana de Farmacia","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152015000100008&lang=pt" 
"S0034-75152015000100002-cub","Sistema de Inteligencia Empresarial. El arte de integrar la información aplicado a la Industria del Diagnóstico In Vitro","Oña Aldama, Nancy, Díaz de Armas, Miriam","Revista Cubana de Farmacia; 49(1); 4-17","Revista Cubana de Farmacia","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152015000100002&lang=pt" 
"S0034-75152015000100009-cub","Validación de una propuesta de encuesta sobre regulación de servicios farmacéuticos en México","Fernández Argüelles, Rogelio Alberto, Cancino Marante, Martha, Escamilla Orozco, Diego, Arbesú Michelena, Antonieta","Revista Cubana de Farmacia; 49(1); 81-90","Revista Cubana de Farmacia","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152015000100009&lang=pt" 
"S0034-75152015000100011-cub","Actividad antibacteriana in vitro de diecinueve aceites esenciales frente a bacterias asociadas al acné","Matiz Melo, Germán Eduardo, León Méndez, Glicerio, Osorio Fortich, María del Rosario","Revista Cubana de Farmacia; 49(1); 103-116","Revista Cubana de Farmacia","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152015000100011&lang=pt" 
"S0034-75152015000100017-cub","La Escuela de Farmacia en el contexto universitario de 1925 a 1933","Marchante Castellanos, Pilar, González Atá, Amelié, Merchán González, Francisco","Revista Cubana de Farmacia; 49(1); 171-187","Revista Cubana de Farmacia","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152015000100017&lang=pt" 
"S0034-75152015000100007-cub","Análise do Perfil de Sensibilidade frente aos antimicrobianos de bactérias isoladas de bacteremias em um hospital universitário","Filipini Rampelotto, Roberta, Hörner, Rosmari, Martini, Rosiéli, Silveira Nunes, Melise, Razia Garzon, Litiérri, Oliveira Dos Santos, Silvana, Bottega, Angelita","Revista Cubana de Farmacia; 49(1); 61-69","Revista Cubana de Farmacia","Português","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152015000100007&lang=pt" 
"S0034-75152015000100003-cub","Liberación de pravastatina sódica formulada en matrices poliméricas a base de Quitosan/Pluronic F ̶ 127","Serrano Castañeda, Pablo, Guadarrama Escobar, Omar Rodrigo, Escobar Chávez, José Juan, Melgoza Contreras, Luz María, López Arellano, Raquel, Revilla Vázquez, Alma Luisa","Revista Cubana de Farmacia; 49(1); 18-28","Revista Cubana de Farmacia","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152015000100003&lang=pt" 
"S0034-75152015000100006-cub","Evaluación de la carga microbiológica ambiental en áreas destinadas a producción y control de vacunas","Bottale, Alejandro Javier, Riera, Laura Marisa, Rabinovitch, Leon","Revista Cubana de Farmacia; 49(1); 47-60","Revista Cubana de Farmacia","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152015000100006&lang=pt" 
"S0034-75152015000100016-cub","Pneumonia due to Rhodococcus equi in a non-Hodgkin&#039;s lymphoma patient: case report","de França Bonilha, Iuri, Ferreira Cuelho, Camila Helena, Hörner, Rosmari","Revista Cubana de Farmacia; 49(1); 165-170","Revista Cubana de Farmacia","Inglês","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152015000100016&lang=pt" 
"S0034-75152015000100014-cub","Propiedades químicas y biológicas de Arbutus unedo: una planta con potencial medicinal","Hernández ̶ Rodríguez, Patricia, Pabón Baquero, Ludy Cristina, Rodríguez Álvarez, Martha Fabiola","Revista Cubana de Farmacia; 49(1); 144-155","Revista Cubana de Farmacia","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152015000100014&lang=pt" 
"S0034-75152015000100005-cub","Detección de reacciones adversas a medicamentos metabolizados por el Citocromo P4502C9","Álvarez Corredera, Mayra, Cervelo Fernández, Yeset, Pérez Hernández, Bárbaro, González Hernández, Obdulio Juan","Revista Cubana de Farmacia; 49(1); 38-46","Revista Cubana de Farmacia","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152015000100005&lang=pt" 
"S0034-75152015000100004-cub","Spray drying of calcium and magnesium citrate from dolomite","Rodríguez Chanfrau, Jorge Enrique, López Hernández, Orestes Dario, Blanco Cantero, Osiris, Nogueira Mendoza, Antonio, López Armas, Marilyn","Revista Cubana de Farmacia; 49(1); 29-37","Revista Cubana de Farmacia","Inglês","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75152015000100004&lang=pt" 
"S0187-57792015000100095-mex","Mean infiltration speed in a vertisol under different tillage systems","Martínez Villanueva, Juan José, Vaca García, Víctor Manuel, Esteller Alberich, María Vicenta, González Huerta, Andrés, Rubí Arriaga, Martín, Gutiérrez Rodríguez, Francisco","Terra Latinoamericana; 33(1); 95-99","Terra Latinoamericana","Inglês","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-57792015000100095&lang=pt" 
"S0187-57792015000100063-mex","Efecto del ácido salicílico en el crecimiento de la raíz y biomasa total de plántulas de trigo","Tucuch Haas, Cesar J., Alcántar González, Gabriel, Larqué Saavedra, Alfonso","Terra Latinoamericana; 33(1); 63-68","Terra Latinoamericana","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-57792015000100063&lang=pt" 
"S0187-57792015000100017-mex","Comparación de métodos para estimar disponibilidad hídrica en cuencas forestales","Martín Clemente, Carlos Rodrigo, Sosa Ramírez, Joaquín, Maass Moreno, Manuel, Luna Ruíz, José de Jesús, Meráz Jiménez, Antonio de Jesús, Flores Ancira, Ernesto","Terra Latinoamericana; 33(1); 17-26","Terra Latinoamericana","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-57792015000100017&lang=pt" 
"S0187-57792015000100051-mex","Análisis de crecimiento y rendimiento de maíz en clima cálido en función del genotipo, biofertilizante y nitrógeno","Aguilar Carpio, Cid, Escalante Estrada, José Alberto Salvador, Aguilar Mariscal, Immer","Terra Latinoamericana; 33(1); 51-62","Terra Latinoamericana","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-57792015000100051&lang=pt" 
"S1316-48212015000100001-ven","Análisis experimental de la eficiencia en un motor de combustible sólido para cohete sonda","Lacruz, Leonardo, Parco, María Alejandra, Santos, Rafael, Torres, Carlos, Pérez, José F, Benítez, Pedro, Ferreira, John, Marcano, Vicente, Serrano, Carlos, Landaeta, Andrew, Parada, Enrrique","Universidad, Ciencia y Tecnología; 19(74); 4-10","Universidad, Ciencia y Tecnología","Espanhol","2015","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-48212015000100001&lang=pt" 
"S1316-48212015000100004-ven","Valores implícitos en la acción didáctica del docente promotor de la escritura como rasgos culturales","Zanini Ramírez, Danila Del Valle","Universidad, Ciencia y Tecnología; 19(74); 40-47","Universidad, Ciencia y Tecnología","Espanhol","2015","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-48212015000100004&lang=pt" 
"S1316-48212015000100003-ven","El ingeniero con conciencia social: Una posibilidad para el desarrollo sostenible","Velásquez, Luis José, D´Armas, Mayra","Universidad, Ciencia y Tecnología; 19(74); 25-38","Universidad, Ciencia y Tecnología","Espanhol","2015","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-48212015000100003&lang=pt" 
"S1316-48212015000100005-ven","Las nanopartículas y el medio ambiente","Medina M, Miguel E, Galván R, Luis E, Reyes G, Rosa E","Universidad, Ciencia y Tecnología; 19(74); 49-58","Universidad, Ciencia y Tecnología","Espanhol","2015","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-48212015000100005&lang=pt" 
"S1316-48212015000100002-ven","Alternativas de generación eléctrica mediante fuentes renovables de energía para hoteles en Venezuela","Rodríguez Borges, Ciaddy Gina, Sarmiento Sera, Antonio, Rodríguez Gámez, María","Universidad, Ciencia y Tecnología; 19(74); 13-23","Universidad, Ciencia y Tecnología","Espanhol","2015","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-48212015000100002&lang=pt" 
"S1555-79602015000100009-spa","Cytomegalovirus and Herpes Simplex Infections in Mothers and Newborns in a Havana Maternity Hospital","Festary, Aimée, Kourí, Vivian, Correa, Consuelo B., Verdasquera, Denis, Roig, Tania, Couret, Martha P.","MEDICC Review; 17(1); 29-34","MEDICC Review","Inglês","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1555-79602015000100009&lang=pt" 
"S0187-84332015000100005-mex","Monitorización no invasiva en el paciente lesionado: ¿Es útil?","Basilio Olivares, Alberto, Porras Navarro, Alberto Millán, Arzave Martínez, Luis Roberto, Delgadillo Gutiérrez, Sergio","Revista de la Asociación Mexicana de Medicina Crítica y Terapia Intensiva; 29(1); 27-31","Revista de la Asociación Mexicana de Medicina Crítica y Terapia Intensiva","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-84332015000100005&lang=pt" 
"S0187-84332015000100002-mex","Predicción del catabolismo proteico sin utilizar nitrógeno urinario excretado de 24 horas en el paciente críticamente enfermo","González Carmona, Brenda Gabriela, Monares Zepeda, Enrique, Jiménez Casillas, Alejandro Valentín","Revista de la Asociación Mexicana de Medicina Crítica y Terapia Intensiva; 29(1); 8-12","Revista de la Asociación Mexicana de Medicina Crítica y Terapia Intensiva","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-84332015000100002&lang=pt" 
"S0187-84332015000100004-mex","Factores pronósticos en pacientes con insuficiencia respiratoria aguda con base en potencial de reclutamiento alveolar","George Aguilar, Fernando, González Carmona, Brenda Gabriela, Bernal Ríos, Nora, Torres Aguilar, Óscar, Monares Zepeda, Enrique, Aguirre Sánchez, Janet, Camarena Alejo, Gilberto, Franco Granillo, Juvenal","Revista de la Asociación Mexicana de Medicina Crítica y Terapia Intensiva; 29(1); 22-26","Revista de la Asociación Mexicana de Medicina Crítica y Terapia Intensiva","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-84332015000100004&lang=pt" 
"S0187-84332015000100003-mex","Asociación de los niveles elevados de cloro plasmático, en la gravedad y mortalidad de pacientes adultos en la Unidad de Cuidados Intensivos","Aguilar Arzápalo, Mario Francisco, Escalante Castillo, Adrián, Góngora Mukul, Jimmy José, López Avendaño, Víctor Gabriel, Cetina Cámara, Marco Antonio, Magdaleno Lara, Gabriel Alejandro","Revista de la Asociación Mexicana de Medicina Crítica y Terapia Intensiva; 29(1); 13-21","Revista de la Asociación Mexicana de Medicina Crítica y Terapia Intensiva","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-84332015000100003&lang=pt" 
"S0187-84332015000100006-mex","Ultrasonido en obstetricia crítica","Viruez Soto, José Antonio, Vallejo Narváez, Carla María, Zavala Barrios, Berenice, Pérez Calatayud, Ángel Augusto, Briones Garduño, Jesús Carlos, Díaz de León Ponce, Manuel Antonio, Briones Vega, Carlos Gabriel","Revista de la Asociación Mexicana de Medicina Crítica y Terapia Intensiva; 29(1); 32-37","Revista de la Asociación Mexicana de Medicina Crítica y Terapia Intensiva","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-84332015000100006&lang=pt" 
"S0187-84332015000100008-mex","Plasmaféresis en miastenia grave y embarazo","Briones-Vega, Carlos Gabriel, Viruez-Soto, José Antonio, Vallejo-Narváez, Carla María, Tórrez-Morales, Froilán, Briones-Garduño, Jesús Carlos, Díaz de León-Ponce, Manuel Antonio","Revista de la Asociación Mexicana de Medicina Crítica y Terapia Intensiva; 29(1); 46-49","Revista de la Asociación Mexicana de Medicina Crítica y Terapia Intensiva","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-84332015000100008&lang=pt" 
"S2007-54722015000100002-mex","Diversidad viral de comunidades de murciélagos en paisajes transformados de México","Rico Chávez, Oscar, Ojeda Flores, Rafael, Sotomayor Bonilla, Jesús, Zambrana-Torrelio, Carlos, Loza Rubio, Elizabeth, Alonso Aguirre, A., Suzán, Gerardo","Veterinaria México OA; 2(1); 01-23","Veterinaria México OA","Inglês, Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-54722015000100002&lang=pt" 
"S2007-54722015000100001-mex","Aislamiento de Chlamydia abortus en rebaños caprinos lecheros y su relación con casos de aborto en Guanajuato, México","Mora Díaz, Juan Carlos, Díaz Aparicio, Efrén, Herrera López, Enrique, Suárez Güemes, Francisco, Escalante Ochoa, Cristina, Jaimes Villarreal, Susana, Arellano-Reynoso, Beatriz","Veterinaria México OA; 2(1); 01-11","Veterinaria México OA","Inglês, Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-54722015000100001&lang=pt" 
"S2007-54722015000100003-mex","Actividad depredadora in vitro de Lasioseius penicilliger (Arachnida: Mesostigmata) contra tres especies de nemátodos: Teladorsagia circumcincta, Meloidogyne sp. y Caenorhabditis elegans","García Ortiz, Noemí, Aguilar Marcelino, Liliana, Mendoza de Gives, Pedro, López Arellano, María Eugenia, Bautista Garfias, Carlos Ramón, González Garduño, Roberto","Veterinaria México OA; 2(1); 01-09","Veterinaria México OA","Inglês, Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-54722015000100003&lang=pt" 
"S0187-57792015000100001-mex","Physiological diversity and characterization of benthic microaerobic bacteria","Angeles Vázquez, José Roberto, Pérez Ramírez, Néstor Octavio, Rivera Becerril, Facundo, Martínez Gómez, Daniel, Esquivel Herrera, Alfonso, Pagano, Marc, Ferrara Guerrero, María Jesús","Terra Latinoamericana; 33(1); 1-15","Terra Latinoamericana","Inglês","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-57792015000100001&lang=pt" 
"S0187-84332015000100001-mex","Promesa cumplida","Pérez Rada, Felipe de Jesús Martín","Revista de la Asociación Mexicana de Medicina Crítica y Terapia Intensiva; 29(1); 6-7","Revista de la Asociación Mexicana de Medicina Crítica y Terapia Intensiva","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-84332015000100001&lang=pt" 
"S0187-84332015000100009-mex","Función diastólica en preeclampsia severa","Briones Garduño, Jesús Carlos, Carrillo-Esper, Raúl, Pérez Calatayud, Ángel Augusto, Díaz de León Ponce, Manuel Antonio","Revista de la Asociación Mexicana de Medicina Crítica y Terapia Intensiva; 29(1); 50-52","Revista de la Asociación Mexicana de Medicina Crítica y Terapia Intensiva","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-84332015000100009&lang=pt" 
"S0798-40652015000100017-ven","Evaluación de una planta para emulsionar con membranas en flujo cruzado","Pérez, Anubis, Rendón, Vanessa, Hidalgo, María, Henao, Lessa, Morantes, Myckol, Cárdenas, Antonio","Revista de la Facultad de Ingeniería Universidad Central de Venezuela; 30(1); 171-180","Revista de la Facultad de Ingeniería Universidad Central de Venezuela","Espanhol","2015","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-40652015000100017&lang=pt" 
"S0798-40652015000100019-ven","Caracterización del óxido de titanio obtenido mediante tratamiento térmico y anodizado electroquímico","Maimone, Alberto, Camero, Sonia, Blanco, Sergio","Revista de la Facultad de Ingeniería Universidad Central de Venezuela; 30(1); 189-200","Revista de la Facultad de Ingeniería Universidad Central de Venezuela","Espanhol","2015","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-40652015000100019&lang=pt" 
"S0798-40652015000100013-ven","Desarrollo de un producto cosmético utilizando un pigmento natural extraído de la fruta Syzygium cumini (L) Skeels. (pesjua)","León, María, Surumay, Yurubi, Marquina-Chidsey, Germania, Arias, Daniel","Revista de la Facultad de Ingeniería Universidad Central de Venezuela; 30(1); 131-136","Revista de la Facultad de Ingeniería Universidad Central de Venezuela","Espanhol","2015","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-40652015000100013&lang=pt" 
"S0798-40652015000100011-ven","Método de medición del sistema de mantenimiento en las organizaciones de transporte terrestre por carretera","Rigol Cardona, Buenaventura Rubén, García Carrillo, Yasmín Socorro","Revista de la Facultad de Ingeniería Universidad Central de Venezuela; 30(1); 105-114","Revista de la Facultad de Ingeniería Universidad Central de Venezuela","Espanhol","2015","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-40652015000100011&lang=pt" 
"S0798-40652015000100003-ven","Discurso de divulgación científica y tecnológica: de la definición al análisis crítico","Mogollón Montilla, Gloria Iraima","Revista de la Facultad de Ingeniería Universidad Central de Venezuela; 30(1); 15-26","Revista de la Facultad de Ingeniería Universidad Central de Venezuela","Espanhol","2015","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-40652015000100003&lang=pt" 
