"S1676-06032008000300002-scl","Cirripedia Balanomorpha del estuario del Río Paripe (Isla de Itamaracá, Pernambuco, Brasil)","Farrapeira, Cristiane Maria Rocha","Biota Neotropica; 8(3); 31-39","Biota Neotropica","Espanhol","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032008000300002&lang=pt" 
"S0120-62302008000300001-col","Un nuevo coeficiente cinético para la combustión de carbonizados- formulación","Rojas, Andrés, Barraza, Juan, Barranco, Richelieu","Revista Facultad de Ingeniería Universidad de Antioquia; (45); 7-16","Revista Facultad de Ingeniería Universidad de Antioquia","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302008000300001&lang=pt" 
"S0120-62302008000300002-col","Evaluación de diferentes fuentes de carbono y de nitrógeno para la producción de renina a partir del moho Mucor miehei","Osorio, Adriana, Gómez, Natalia, Sánchez, Claudia","Revista Facultad de Ingeniería Universidad de Antioquia; (45); 17-26","Revista Facultad de Ingeniería Universidad de Antioquia","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302008000300002&lang=pt" 
"S0120-62302008000300003-col","Evaluación del comportamiento hidrodinámico como herramienta para optimización de reactores anaerobios de crecimiento en medio fijo","Pérez, Andrea, Torres, Patricia","Revista Facultad de Ingeniería Universidad de Antioquia; (45); 27-40","Revista Facultad de Ingeniería Universidad de Antioquia","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302008000300003&lang=pt" 
"S0120-62302008000300015-col","Características del diseño de rutas de distribución de alimentos en el Valle de Aburrá","Correa, Andres Felipe, Gómez, Héctor Manuel, Loaiza, Jhon Fredy, Lopera, Diana Catalina, Villegas, Juan Guillermo","Revista Facultad de Ingeniería Universidad de Antioquia; (45); 172-180","Revista Facultad de Ingeniería Universidad de Antioquia","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302008000300015&lang=pt" 
"S0120-62302008000300014-col","Diagnóstico regional de gestión de inventarios en la industria de producción y distribución de bienes","Gutiérrez, Valentina, Rodríguez, Luisa Fernanda","Revista Facultad de Ingeniería Universidad de Antioquia; (45); 157-171","Revista Facultad de Ingeniería Universidad de Antioquia","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302008000300014&lang=pt" 
"S0120-62302008000300013-col","Evolución de las redes de datos: Hacia una plataforma de comunicaciones completamente óptica","Puerto Leguizamón, Gustavo, Ortega, Beatriz, Capmany, José, Cardona Urrego, Karen, Suárez Fajardo, Carlos","Revista Facultad de Ingeniería Universidad de Antioquia; (45); 148-156","Revista Facultad de Ingeniería Universidad de Antioquia","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302008000300013&lang=pt" 
"S0120-62302008000300012-col","Solución al problema del despacho hidrotérmico mediante simulación de Monte Carlo y punto interior","Garcés Ruiz, Alejandro, Gómez Carmona, Oscar","Revista Facultad de Ingeniería Universidad de Antioquia; (45); 132-147","Revista Facultad de Ingeniería Universidad de Antioquia","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302008000300012&lang=pt" 
"S0120-62302008000300011-col","A Novel Routing Algorithm for Vehicular Ad Hoc Networks","Santos, Raúl Aquino, González Potes, Apolinar, Villaseñor, Luis Armando, Edwards, Arthur","Revista Facultad de Ingeniería Universidad de Antioquia; (45); 120-131","Revista Facultad de Ingeniería Universidad de Antioquia","Inglês","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302008000300011&lang=pt" 
"S0120-62302008000300010-col","Oscillation Control in a Synchronous Machine using a Neural based PSS","Pérez Londoño, Sandra Milena, Mora Flórez, Juan José, Alzate, Alfonso","Revista Facultad de Ingeniería Universidad de Antioquia; (45); 109-119","Revista Facultad de Ingeniería Universidad de Antioquia","Inglês","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302008000300010&lang=pt" 
"S0102-05362008000300003-scl","Identificação dos citoplasmas &quot;S&quot;, &quot;T&quot; e &quot;N&quot; via PCR em populações de cebola no Vale do São Francisco","Santos, Carlos Antonio F, Leite, Daniela L, Costa, Nivaldo D, Oliveira, Valter R, Santos, Ierla Carla N dos, Rodrigues, Marciene A","Horticultura Brasileira; 26(3); 308-311","Horticultura Brasileira","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362008000300003&lang=pt" 
"S0073-47212008000300018-scl","Habitat use by a tree frog species of Scinax (Amphibia, Hylidae) at an urban forest fragment from south-eastern Brazil","Galdino, Conrado A. B., Carvalho Jr., Ronald R., Menezes, Mauren A. V. Noronha e, Nascimento, Luciana B.","Iheringia. Série Zoologia; 98(3); 412-415","Iheringia. Série Zoologia","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212008000300018&lang=pt" 
"S0034-75232008000300008-cub","Teorías acerca de los mecanismos celulares y moleculares en la enfermedad de Alzheimer","Reynaldo Fernández, Gledys, Pardo Andréu, Gilberto, Guevara García, Mariela, Cascudo Barral, Niurka, Carrasco García, Maira Rosa","Revista Cubana de Medicina; 47(3); -","Revista Cubana de Medicina","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232008000300008&lang=pt" 
"S0034-75232008000300009-cub","Rechazo agudo subclínico en el paciente con trasplante renal","Pérez Rodríguez, Alexis, Mármol Sóñora, Alexander, Pérez de Prado Valdivia, Juan C., Fong Baltar, Ángel, Fernández-Vega Garcías, Silvia","Revista Cubana de Medicina; 47(3); -","Revista Cubana de Medicina","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232008000300009&lang=pt" 
"S0034-75232008000300010-cub","Valor de la ferritina sérica para el diagnóstico de la enfermedad de Still del adulto","León Álvarez, Jorge Luis, Roselló Silva, Nelson, Ochoa Montes, Luis Alberto, Vásquez Biset, Alfonso, Barbón Fellové, Norlan, Douglas Álvarez, Carlos","Revista Cubana de Medicina; 47(3); -","Revista Cubana de Medicina","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232008000300010&lang=pt" 
"S0034-75232008000300011-cub","Irregularidades del borde endocárdico en el síndrome antifosfolípido","Gómez Padrón, María Virginia, Torres, Wilfredo, Gómez Padrón, Enrique Ivo, Mérida Álvarez, Oyantay","Revista Cubana de Medicina; 47(3); -","Revista Cubana de Medicina","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232008000300011&lang=pt" 
"S0034-75232008000300001-cub","Comportamiento de factores pronósticos de morbilidad y mortalidad en una Unidad de Hemodiálisis","Miroslaba Dalas, Guiber, Vázquez Vigoa, Alfredo, Fernández Uriarte, Yazmina, Guerra Bustillo, Guillermo","Revista Cubana de Medicina; 47(3); -","Revista Cubana de Medicina","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232008000300001&lang=pt" 
"S0034-75232008000300002-cub","Efectos terapéuticos del ejercicio físico en la hipertensión arterial","García Delgado, José A., Pérez Coronel, Pablo L., Chí Arcia, Juan, Martínez Torrez, Jacqueline, Pedroso Morales, Isis","Revista Cubana de Medicina; 47(3); -","Revista Cubana de Medicina","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232008000300002&lang=pt" 
"S0034-75232008000300003-cub","Supervivencia en pacientes cubanos con lupus eritematoso sistémico: influencia de las características iniciales de la enfermedad","Estévez del Toro, Miguel, Chico Capote, Araceli, Jiménez Paneque, Rosa, Marin Gil, José Miguel, Castell Perez, Concepción, Kokuina, Elena","Revista Cubana de Medicina; 47(3); -","Revista Cubana de Medicina","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232008000300003&lang=pt" 
"S0034-75232008000300004-cub","Factor reumatoide: asociación con la erosión radiológica y actividad de la artritis reumatoide","Kokuina, Elena, Chico, Araceli, Carballar, Liuber, Gutiérrez, Ángela, Soto, Jossanne, Estévez, Miguel, Pérez, Dionisio","Revista Cubana de Medicina; 47(3); -","Revista Cubana de Medicina","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232008000300004&lang=pt" 
"S0034-75232008000300005-cub","Infecciones nosocomiales en un hospital del tercer nivel: Experiencia de 5 años","Frómeta Suárez, Ileana, Izquierdo Cubas, Francisco, López Ruiz, Martha","Revista Cubana de Medicina; 47(3); -","Revista Cubana de Medicina","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232008000300005&lang=pt" 
"S0034-75232008000300006-cub","Trasplante renal como opción terapéutica para enfermos con insuficiencia renal crónica de 60 años o más: A therapeutic option for patients aged 60 and over with chronic renal failure","Borroto Díaz, Gerardo, Guerra Bustillo, Guillermo, Guerrero Díaz, Carlos, Infante Suárez, Asela, González Álvarez, Martha Verónica","Revista Cubana de Medicina; 47(3); -","Revista Cubana de Medicina","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232008000300006&lang=pt" 
"S0034-75232008000300007-cub","Estudio de la sensibilidad antimicrobiana de la especie Acinetobacter baumanii en el Hospital &quot;Hermanos Ameijeiras&quot;, año 2006","Hart Casares, Marcia, Llanes Rodríguez, Neima, Espinosa Rivera, Fidel, Halley Posada, María del Carmen, Martínez Batista, María Luisa, López Suárez, Ada Lidia","Revista Cubana de Medicina; 47(3); -","Revista Cubana de Medicina","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232008000300007&lang=pt" 
"S0123-93922008000300007-col","Mecanismos de resistencia a los antibióticos en bacterias Gram negativas","Tafur, José David, Torres, Julián Andrés, Villegas, María Virginia","Infectio; 12(3); 227-232","Infectio","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922008000300007&lang=pt" 
"S0123-93922008000300006-col","Malaria con hiperparasitemia tratada con exanguinotransfusión: descripción de un caso clínico","Mejía, Jorge Humberto, Contreras Zúñiga, Eduardo, Cabal, Ana María","Infectio; 12(3); 217-226","Infectio","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922008000300006&lang=pt" 
"S0123-93922008000300005-col","Papel del genotipo y variantes precore/core del virus de la hepatitis B en el curso clínico y el tratamiento","Cortés-Mancera, Fabián Mauricio, Navas, María Cristina","Infectio; 12(3); 201-216","Infectio","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922008000300005&lang=pt" 
"S0123-93922008000300004-col","Detección de beta-lactamasas de espectro extendido en Escherichia coli y Klebsiella pneumoniae aislados en una clínica de Villavicencio, Colombia","Sánchez, Liliana, Ríos, Rodrigo, Máttar, Salim","Infectio; 12(3); 193-200","Infectio","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922008000300004&lang=pt" 
"S0123-93922008000300003-col","Contribución del análisis RFLP del IS6110 de Mycobacterium tuberculosis al diseño y refinamiento de estrategias para el control de la tuberculosis en Colombia","Rosero, Doris Amanda, del Corral, Helena","Infectio; 12(3); 175-191","Infectio","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922008000300003&lang=pt" 
"S0123-93922008000300002-col","Tuberculosis en Colombia: análisis de la situación epidemiológica, año 2006","Castiblanco, César Augusto, Llerena Polo, Claudia","Infectio; 12(3); 159-173","Infectio","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922008000300002&lang=pt" 
"S0123-93922008000300001-col","Ciento veinte años del Instituto Pasteur","Gómez Gutiérrez, Alberto","Infectio; 12(3); 157-158","Infectio","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-93922008000300001&lang=pt" 
"S0100-84042008000300001-scl","Editorial","Tiné, Marco Aurélio Silva","Brazilian Journal of Botany; 31(3); -","Brazilian Journal of Botany","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042008000300001&lang=pt" 
"S0100-84042008000300002-scl","Influence of soil properties on the abundance of plant species in ferruginous rocky soils vegetation, southeastern Brazil","Vincent, Regina de Castro, Meguro, Marico","Brazilian Journal of Botany; 31(3); 377-388","Brazilian Journal of Botany","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042008000300002&lang=pt" 
"S0100-84042008000300003-scl","Biologia reprodutiva de Rourea induta Planch. (Connaraceae), uma espécie heterostílica de cerrado do Brasil Central","Lenza, Eddie, Ferreira, Joice Nunes, Consolaro, Hélder, Aquino, Fabiana de Gois","Brazilian Journal of Botany; 31(3); 389-398","Brazilian Journal of Botany","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042008000300003&lang=pt" 
"S0100-84042008000300012-scl","Cyanoaggregatum brasiliense gen. et sp. nov., a new chroococcal Cyanobacteria from Southern Brazil","Werner, Vera Regina, Sant&#039;anna, Célia Leite, Azevedo, Maria Teresa de Paiva","Brazilian Journal of Botany; 31(3); 491-497","Brazilian Journal of Botany","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042008000300012&lang=pt" 
"S0100-84042008000300009-scl","A new species of Bulbophyllum Thouars (Orchidaceae) from Minas Gerais, Brazil","Smidt, Eric de Camargo, Borba, Eduardo Leite","Brazilian Journal of Botany; 31(3); 453-456","Brazilian Journal of Botany","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042008000300009&lang=pt" 
"S0100-84042008000300008-scl","Variabilidade morfológica foliar de Miconia sellowiana (DC.) Naudin (Melastomataceae) em diferentes fitofisionomias no Estado do Paraná","Boeger, Maria Regina Torres, Gluzezak, Renata Maria, Pil, Maria Wilhelmina, Goldenberg, Renato, Medri, Moacyr","Brazilian Journal of Botany; 31(3); 443-452","Brazilian Journal of Botany","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042008000300008&lang=pt" 
"S0100-84042008000300018-scl","Cypsela or achene? Refining terminology by considering anatomical and historical factors","Marzinek, Juliana, De-Paula, Orlando Cavalari, Oliveira, Denise Maria Trombert","Brazilian Journal of Botany; 31(3); 549-553","Brazilian Journal of Botany","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042008000300018&lang=pt" 
"S0100-84042008000300006-scl","Polyphenolic cells and their interrelation with cotyledon cells in seven species of Theobroma (Sterculiaceae)","Martini, Maria Helena, Figueira, Antonio, Lenci, Camila Gonçalves, Tavares, Débora de Queiroz","Brazilian Journal of Botany; 31(3); 425-431","Brazilian Journal of Botany","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042008000300006&lang=pt" 
"S0073-47212008000300016-scl","Downeshela oliveirai, a new neotropical predaceous midge from northern Brazil (Diptera, Ceratopogonidae)","Felippe-Bauer, Maria L., Silva, Cristiane S.","Iheringia. Série Zoologia; 98(3); 400-403","Iheringia. Série Zoologia","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212008000300016&lang=pt" 
"S0073-47212008000300003-scl","Culicoides huaynacapaci, a new species from the Department of Cajamarca, Peru (Diptera, Ceratopogonidae)","Felippe-Bauer, Maria L., Cáceres, Abraham G., Silva, Cristiane S., Valderrama-Bazan, William, Gonzales-Perez, Antero, Costa, Janira M.","Iheringia. Série Zoologia; 98(3); 308-310","Iheringia. Série Zoologia","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212008000300003&lang=pt" 
"S0073-47212008000300012-scl","Comparação do crescimento entre Callinectes sapidus (Crustacea, Decapoda, Portunidae) coletados em campo e mantidos em condições contoladas","Rodrigues, Marcos A., D&#039;Incao, Fernando","Iheringia. Série Zoologia; 98(3); 372-378","Iheringia. Série Zoologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212008000300012&lang=pt" 
"S0073-47212008000300010-scl","Seasonal variations in the intermediate metabolism of the crayfish Parastacus brasiliensis (Crustacea, Decapoda, Parastacidae) in the natural environment and experimental culture","Dutra, Bibiana K., Zank, Caroline, Silva, Karina M. da, Conter, Maria R., Oliveira, Guendalina T.","Iheringia. Série Zoologia; 98(3); 355-361","Iheringia. Série Zoologia","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212008000300010&lang=pt" 
"S0073-47212008000300011-scl","Fauna de aranhas (Arachnida, Araneae) em diferentes estágios do cultivo do arroz irrigado em Cachoeirinha, RS, Brasil","Rodrigues, Everton N. L., Mendonça Jr., Milton de S., Ott, Ricardo","Iheringia. Série Zoologia; 98(3); 362-371","Iheringia. Série Zoologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212008000300011&lang=pt" 
"S0073-47212008000300014-scl","Densidade e tamanho populacional de mamíferos cinegéticos em duas Unidades de Conservação do Estado do Rio de Janeiro, Brasil","Araújo, Roberta M. de, Souza, Maíra B. de, Ruiz-Miranda, Carlos R.","Iheringia. Série Zoologia; 98(3); 391-396","Iheringia. Série Zoologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212008000300014&lang=pt" 
"S0073-47212008000300017-scl","Geographic distribution and morphological variation in Mimon bennettii (Chiroptera, Phyllostomidae)","Gregorin, Renato, Capusso, Guilherme L., Furtado, Vanessa R.","Iheringia. Série Zoologia; 98(3); 404-411","Iheringia. Série Zoologia","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212008000300017&lang=pt" 
"S0100-84042008000300004-scl","Anatomy of the floral scape of Bromeliaceae","Proença, Suzana Lúcia, Sajo, Maria das Graças","Brazilian Journal of Botany; 31(3); 399-408","Brazilian Journal of Botany","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042008000300004&lang=pt" 
"S0100-84042008000300005-scl","Flora fanerogâmica não-arbórea do cerrado na Estação Ecológica de Assis, Estado de São Paulo","Rossatto, Davi Rodrigo, Toniato, Maria Teresa Zugliani, Durigan, Giselda","Brazilian Journal of Botany; 31(3); 409-424","Brazilian Journal of Botany","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042008000300005&lang=pt" 
"S0100-84042008000300013-scl","Biomass and chemical composition of Nitella furcata subsp. mucronata var. mucronata f. oligospira (A. Braun) R. D. Wood (Chlorophyta, Characeae) in the littoral region of Ninféias Pond, São Paulo, Southeast Brazil","Bueno, Norma Catarina, Bicudo, Carlos Eduardo de Mattos","Brazilian Journal of Botany; 31(3); 499-505","Brazilian Journal of Botany","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042008000300013&lang=pt" 
"S0100-84042008000300014-scl","Morfologia de frutos, sementes, plântulas e mudas de Senna multijuga var. lindleyana (Gardner) H. S. Irwin &amp; Barneby - Leguminosae Caesalpinioideae","Amorim, Isaac Lucena de, Davide, Antonio Claudio, Ferreira, Robério Anastácio, Chaves, Maria Madalena Ferreira","Brazilian Journal of Botany; 31(3); 507-516","Brazilian Journal of Botany","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042008000300014&lang=pt" 
"S0100-84042008000300016-scl","Ontogenesis of stomata in Velloziaceae: paracytic versus tetracytic?","Amaral, Marina Milanello do, Mello-Silva, Renato de","Brazilian Journal of Botany; 31(3); 529-536","Brazilian Journal of Botany","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042008000300016&lang=pt" 
"S0100-84042008000300017-scl","Morfologia de esporos de espécies de Polytrichaceae Schwägr. (Bryophyta) do Brasil","Rocha, Lucas Matheus da, Gonçalves-Esteves, Vania, Luizi-Ponzo, Andréa Pereira","Brazilian Journal of Botany; 31(3); 537-548","Brazilian Journal of Botany","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042008000300017&lang=pt" 
"S0073-47212008000300001-scl","Abelhas Euglossina (Hymenoptera, Apidae) coletadas em uma monocultura de eucalipto circundada por Cerrado em Urbano Santos, Maranhão, Brasil","Mendes, Fernanda N., Rêgo, Márcia M. C., Carvalho, Cristiane C. de","Iheringia. Série Zoologia; 98(3); 285-290","Iheringia. Série Zoologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212008000300001&lang=pt" 
"S0073-47212008000300002-scl","Revisão de Pseudoparlatoria (Hemiptera, Diaspididae)","Wolff, Vera Regina dos S.","Iheringia. Série Zoologia; 98(3); 291-307","Iheringia. Série Zoologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212008000300002&lang=pt" 
"S0073-47212008000300004-scl","Estratificação vertical de formigas em cerrado strictu sensu no Parque Estadual da Serra de Caldas Novas, Goiás, Brasil","Campos, Ricardo I., Lopes, Cauê T., Magalhães, Wagner C. S., Vasconcelos, Heraldo L.","Iheringia. Série Zoologia; 98(3); 311-316","Iheringia. Série Zoologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212008000300004&lang=pt" 
"S0073-47212008000300006-scl","Complex mating behavior in Adelosgryllus rubricephalus (Orthoptera, Phalangopsidae, Grylloidea)","Zefa, Edison, Martins, Luciano de P., Szinwelski, Neucir","Iheringia. Série Zoologia; 98(3); 325-328","Iheringia. Série Zoologia","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212008000300006&lang=pt" 
"S0073-47212008000300013-scl","Comparative analysis of tidepool fish species composition on tropical coastal rocky reefs at State of Ceará, Brazil","Cunha, Edna A., Carvalho, Roberto A. A., Monteiro-Neto, Cassiano, Moraes, Luiz Eduardo S., Araújo, Maria Elisabeth","Iheringia. Série Zoologia; 98(3); 379-390","Iheringia. Série Zoologia","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212008000300013&lang=pt" 
"S0100-84042008000300015-scl","Pollination biology in Jacaranda copaia (Aubl.) D. Don. (Bignoniaceae) at the &quot;Floresta Nacional do Tapajós&quot;, Central Amazon, Brazil","Maués, Márcia Motta, Oliveira, Paulo Eugênio A. M. de, Kanashiro, Milton","Brazilian Journal of Botany; 31(3); 517-527","Brazilian Journal of Botany","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042008000300015&lang=pt" 
"S0100-84042008000300011-scl","Floral resources used by insects in a grassland community in Southern Brazil","Pinheiro, Mardiore, Abrão, Bianca Espindola de, Harter-Marques, Birgit, Miotto, Silvia Teresinha Sfoggia","Brazilian Journal of Botany; 31(3); 469-489","Brazilian Journal of Botany","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042008000300011&lang=pt" 
"S0100-84042008000300007-scl","Growth and reproduction of the understory palm Geonoma schottiana Mart. in the gallery forest in Central Brazil","Sampaio, Maurício Bonesso, Scariot, Aldicir","Brazilian Journal of Botany; 31(3); 433-442","Brazilian Journal of Botany","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042008000300007&lang=pt" 
"S1413-73722008000300011-scl","Viajando com jovens universitários pelas diversas brasileirices: representações sociais e estereótipos","Arruda, Angela, Gonçalves, Luana Pedrosa Vital, Mululo, Sara Costa Cabral","Psicologia em Estudo; 13(3); 503-511","Psicologia em Estudo","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-73722008000300011&lang=pt" 
"S0120-99652008000200021-col","Análisis económico del hato lechero de la granja universitaria Tunguavita. Estudio de caso","Vega, Carlos A., Montoya, Alexandra, Rodríguez, Luis F.","Agronomía Colombiana; 26(2); 360-370","Agronomía Colombiana","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-99652008000200021&lang=pt" 
"S0120-99652008000200020-col","Reuso de aguas residuales domésticas en agricultura. Una revisión","Silva, Jorge, Torres, Patricia, Madera, Carlos","Agronomía Colombiana; 26(2); 347-359","Agronomía Colombiana","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-99652008000200020&lang=pt" 
"S0120-99652008000200018-col","Selección de abonos verdes para los suelos de Turmequé(Boyacá)","Viteri, Silvio E., Martínez, John W., Bermúdez, Ángela C.","Agronomía Colombiana; 26(2); 332-339","Agronomía Colombiana","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-99652008000200018&lang=pt" 
"S0120-99652008000200019-col","Efecto de la fertilización orgánica en el cultivo de papa criolla Solanum phureja","Muñoz, Luis Alfonso, Lucero, Any Mercedes","Agronomía Colombiana; 26(2); 340-346","Agronomía Colombiana","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-99652008000200019&lang=pt" 
"S0120-99652008000200014-col","Correlaciones para algunas propiedades físicas y químicas del fruto y jugo de maracuyá (Passiflora edulis var. flavicarpa Degener)","Espitia-Camacho, Miguel, Araméndiz-Tatis, Hermes, Cardona-Ayala, Carlos","Agronomía Colombiana; 26(2); 292-299","Agronomía Colombiana","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-99652008000200014&lang=pt" 
"S0120-99652008000200015-col","Calidad en frutos de tomate (Solanum lycopersicum L.) cosechados en diferentes estados de madurez","Casierra-Posada, Fánor, Aguilar-Avendaño, Óscar E.","Agronomía Colombiana; 26(2); 300-307","Agronomía Colombiana","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-99652008000200015&lang=pt" 
"S0120-99652008000200016-col","Fertilización por sitio específico en un cultivo de maíz (Zea mays L.) en la Sabana de Bogotá","Rodríguez, Javier, González, Aura María, Leiva, Rodrigo, Guerrero, Laureano","Agronomía Colombiana; 26(2); 308-321","Agronomía Colombiana","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-99652008000200016&lang=pt" 
"S0120-99652008000200017-col","Fertilidad y extracción de nutrientes en la asociación maíz-pastos en suelos ácidos del piedemonte Llanero de Colombia","Rincón, Álvaro, Ligarreto, Gustavo A.","Agronomía Colombiana; 26(2); 322-331","Agronomía Colombiana","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-99652008000200017&lang=pt" 
"S0120-99652008000200010-col","Efecto de Mycosphaerella fijiensis sobre la fisiología de la hoja de banano","Rodríguez-Gaviria, Paola Andrea, Cayón, Gerardo","Agronomía Colombiana; 26(2); 256-265","Agronomía Colombiana","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-99652008000200010&lang=pt" 
"S0120-99652008000200011-col","Plan de muestreo directo para Trialeurodes vaporariorum (Westwood) (Hemiptera: Aleyrodidae) en cultivos comerciales de tomate","Bernal, Liliana, Pesca, Lucy, Rodríguez, Daniel, Cantor, Fernando, Cure, José R.","Agronomía Colombiana; 26(2); 266-276","Agronomía Colombiana","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-99652008000200011&lang=pt" 
"S0120-99652008000200012-col","Criterios de liberación de Encarsia formosa Gahan (Hymenoptera: Aphelinidae) para el control de Trialeurodes vaporariorum (Westwood) (Hemiptera: Aleyrodidae) en tomate","Aragón, Sandra, Rodríguez, Daniel, Cantor, Fernando","Agronomía Colombiana; 26(2); 277-284","Agronomía Colombiana","Espanhol","2008","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-99652008000200012&lang=pt" 
