"S0719-26812015000300010-chl","LOS TEXTOS ESCOLARES EN CONFLICTO CON LA SUBALTERNIDAD: LA GUERRA DEL PACÍFICO EN LAS AULAS","Chaupis Torres, José","Diálogo andino; (48); 99-108","Diálogo andino","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0719-26812015000300010&lang=pt" 
"S0103-73312015000300975-spa","Estudos métricos em Saúde Coletiva: um olhar sobre a produção científica brasileira indexada nas bases de dados internacionais","Lins, Rosane Abdala, Guimarães, Maria Cristina Soares, Pires-Alves, Fernando Antônio, Silva, Cícera Henrique da","Physis: Revista de Saúde Coletiva; 25(3); 975-992","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0103-73312015000300975&lang=pt" 
"S0103-73312015000301011-spa","Residência na atenção básica à saúde em tempos líquidos","Rossoni, Eloá","Physis: Revista de Saúde Coletiva; 25(3); 1011-1031","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0103-73312015000301011&lang=pt" 
"S0103-73312015000300993-scl","Afetividade e seus sentidos no trabalho do agente comunitário de saúde","Moura, Raul Franklin Sarabando de, Silva, Carlos Roberto de Castro e","Physis: Revista de Saúde Coletiva; 25(3); 993-1010","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000300993&lang=pt" 
"S0103-73312015000300729-spa","Pesquisas genéticas, prognósticos morais e discriminação genética: um estudo de caso sobre traço falciforme","Guedes, Cristiano, Reis, Danielle","Physis: Revista de Saúde Coletiva; 25(3); 729-751","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0103-73312015000300729&lang=pt" 
"S0103-73312015000300925-spa","Uma contribuição para a avaliação da Atenção Primária à Saúde pela perspectiva do usuário","Paiva, Marcele Bocater Paulo de, Mendes, Walter, Brandão, Ana Laura, Campos, Carlos Eduardo Aguilera","Physis: Revista de Saúde Coletiva; 25(3); 925-950","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0103-73312015000300925&lang=pt" 
"S0103-73312015000300885-spa","A normalização da cesárea como modo de nascer: cultura material do parto em maternidades privadas no Sudeste do Brasil","Nakano, Andreza Rodrigues, Bonan, Claudia, Teixeira, Luiz Antônio","Physis: Revista de Saúde Coletiva; 25(3); 885-904","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0103-73312015000300885&lang=pt" 
"S0103-73312015000300753-spa","Tecnologias de reprodução assistida no Brasil: opções para ampliar o acesso","Corrêa, Marilena C. D. V, Loyola, Maria Andrea","Physis: Revista de Saúde Coletiva; 25(3); 753-777","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0103-73312015000300753&lang=pt" 
"S0103-73312015000300905-spa","Saúde no cárcere: análise das políticas sociais de saúde voltadas à população prisional brasileira","Lermen, Helena Salgueiro, Gil, Bruna Laudissi, Cúnico, Sabrina Daiana, Jesus, Luciana Oliveira de","Physis: Revista de Saúde Coletiva; 25(3); 905-924","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0103-73312015000300905&lang=pt" 
"S0103-73312015000300779-spa","Pesquisas envolvendo seres humanos: reflexões a partir da Antropologia Social","Schuch, Patrice, Victora, Ceres","Physis: Revista de Saúde Coletiva; 25(3); 779-796","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0103-73312015000300779&lang=pt" 
"S0103-73312015000300843-spa","A saúde e o trabalho de médicos de UTI neonatal: um estudo em hospital público no Rio de Janeiro","Rocha, Ana Paula Ferreira, Souza, Katia Reis de, Teixeira, Liliane Reis","Physis: Revista de Saúde Coletiva; 25(3); 843-862","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0103-73312015000300843&lang=pt" 
"S0103-73312015000300819-spa","Análise de Redes Sociais e práticas avaliativas: desafios à vista","Gomide, Márcia, Schütz, Gabriel Eduardo","Physis: Revista de Saúde Coletiva; 25(3); 819-842","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0103-73312015000300819&lang=pt" 
"S2237-96222015000300411-spa","Utilização dos serviços de saúde por adolescentes: estudo transversal de base populacional, Pelotas-RS, 2012","Nunes, Bruno Pereira, Flores, Thaynã Ramos, Duro, Suele Manjourany Silva, Saes, Mirelle de Oliveira, Tomasi, Elaine, Santiago, Alitéia Dilélio, Thumé, Elaine, Facchini, Luiz Augusto","Epidemiologia e Serviços de Saúde; 24(3); 411-420","Epidemiologia e Serviços de Saúde","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S2237-96222015000300411&lang=pt" 
"S1415-790X2015000500104-spa","Technologies for HIV prevention and care: challenges for health services","Maksud, Ivia, Fernandes, Nilo Martinez, Filgueiras, Sandra Lucia","Revista Brasileira de Epidemiologia; 18(); 104-119","Revista Brasileira de Epidemiologia","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2015000500104&lang=pt" 
"S1415-47572015000300373-scl","High-throughput nucleotide sequence analysis of diverse bacterial communities in leachates of decomposing pig carcasses","Yang, Seung Hak, Lim, Joung Soo, Khan, Modabber Ahmed, Kim, Bong Soo, Choi, Dong Yoon, Lee, Eun Young, Ahn, Hee Kwon","Genetics and Molecular Biology; 38(3); 373-380","Genetics and Molecular Biology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572015000300373&lang=pt" 
"S1415-47572015000300332-scl","Costs of genetic testing: Supporting Brazilian Public Policies for the incorporating of molecular diagnostic technologies","Schlatter, Rosane Paixão, Matte, Ursula, Polanczyk, Carisi Anne, Koehler-Santos, Patrícia, Ashton-Prolla, Patricia","Genetics and Molecular Biology; 38(3); 332-337","Genetics and Molecular Biology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572015000300332&lang=pt" 
"S1415-47572015000300324-scl","High interpopulation homogeneity in Central Argentina as assessed by Ancestry Informative Markers (AIMs)","García, Angelina, Dermarchi, Darío A., Tovo-Rodrigues, Luciana, Pauro, Maia, Callegari-Jacques, Sidia M., Salzano, Francisco M., Hutz, Mara H.","Genetics and Molecular Biology; 38(3); 324-331","Genetics and Molecular Biology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572015000300324&lang=pt" 
"S1415-47572015000300301-scl","Exploring the role of auxin in the androgynophore movement in Passiflora","Scorza, Livia C.T., Dornelas, Marcelo Carnier","Genetics and Molecular Biology; 38(3); 301-307","Genetics and Molecular Biology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572015000300301&lang=pt" 
"S1415-47572015000300308-scl","Occupational exposure of workers to pesticides: Toxicogenetics and susceptibility gene polymorphisms","Adad, Lúcia Maria de Miranda, Andrade, Heloísa Helena Rodrigues de, Kvitko, Kátia, Lehmann, Mauricio, Cavalcante, Ana Amélia de Carvalho Melo, Dihl, Rafael Rodrigues","Genetics and Molecular Biology; 38(3); 308-315","Genetics and Molecular Biology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572015000300308&lang=pt" 
"S1415-47572015000300338-scl","Characterization of the complete mitochondrial genome and a set of polymorphic microsatellite markers through next-generation sequencing for the brown brocket deer Mazama gouazoubira","Caparroz, Renato, Mantellatto, Aline M.B., Bertioli, David J., Figueiredo, Marina G., Duarte, José Maurício B.","Genetics and Molecular Biology; 38(3); 338-345","Genetics and Molecular Biology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572015000300338&lang=pt" 
"S1415-47572015000300278-scl","small ORFs: A new class of essential genes for development","Albuquerque, João Paulo, Tobias-Santos, Vitória, Rodrigues, Aline Cáceres, Mury, Flávia Borges, Fonseca, Rodrigo Nunes da","Genetics and Molecular Biology; 38(3); 278-283","Genetics and Molecular Biology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572015000300278&lang=pt" 
"S1415-47572015000300390-scl","Phylogenetic incongruence inferred with two mitochondrial genes in Mepraia spp. and Triatoma eratyrusiformis (Hemiptera, Reduviidae)","Campos-Soto, Ricardo, Torres-Pérez, Fernando, Solari, Aldo","Genetics and Molecular Biology; 38(3); 390-395","Genetics and Molecular Biology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572015000300390&lang=pt" 
"S1415-47572015000300233-scl","Evolution of flatworm central nervous systems: Insights from polyclads","Quiroga, Sigmer Y., Carolina Bonilla, E., Marcela Bolaños, D., Carbayo, Fernando, Litvaitis, Marian K., Brown, Federico D.","Genetics and Molecular Biology; 38(3); 233-248","Genetics and Molecular Biology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572015000300233&lang=pt" 
"S1415-47572015000300255-scl","Molecular evolution of HoxA13 and the multiple origins of limbless morphologies in amphibians and reptiles","Singarete, Marina E., Grizante, Mariana B., Milograna, Sarah R., Nery, Mariana F., Kin, Koryu, Wagner, Günter P., Kohlsdorf, Tiana","Genetics and Molecular Biology; 38(3); 255-262","Genetics and Molecular Biology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572015000300255&lang=pt" 
"S1415-47572015000300263-scl","Insights into the dynamics of hind leg development in honey bee (Apis mellifera L.) queen and worker larvae - A morphology/differential gene expression analysis","Santos, Carolina Gonçalves, Hartfelder, Klaus","Genetics and Molecular Biology; 38(3); 263-277","Genetics and Molecular Biology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572015000300263&lang=pt" 
"S1415-47572015000300284-scl","Evo-devo of non-bilaterian animals","Lanna, Emilio","Genetics and Molecular Biology; 38(3); 284-300","Genetics and Molecular Biology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572015000300284&lang=pt" 
"S1415-47572015000300316-scl","Prevalence of βS-globin gene haplotypes, α-thalassemia (3.7 kb deletion) and redox status in patients with sickle cell anemia in the state of Paraná, Brazil","Shimauti, Eliana LitsukoTomimatsu, Silva, Danilo Grunig Humberto, Souza, Eniuce Menezes de, Almeida, Eduardo Alves de, Leal, Francismar Prestes, Bonini-Domingos, Claudia Regina","Genetics and Molecular Biology; 38(3); 316-323","Genetics and Molecular Biology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572015000300316&lang=pt" 
"S1415-47572015000300346-scl","Green turtle (Chelonia mydas) genetic diversity at Paranaguá Estuarine Complex feeding grounds in Brazil","Jordão, Juliana Costa, Bondioli, Ana Cristina Vigliar, Guebert, Flavia Maria, Thoisy, Benoit de, Toledo, Lurdes Foresti de Almeida","Genetics and Molecular Biology; 38(3); 346-352","Genetics and Molecular Biology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572015000300346&lang=pt" 
"S1415-47572015000300353-scl","Successful crosses between fungal-resistant wild species of Arachis (section Arachis) and Arachis hypogaea","Fávero, Alessandra Pereira, Santos, Rodrigo Furtado dos, Simpson, Charles E., Valls, José Francisco Montenegro, Vello, Natal Antonio","Genetics and Molecular Biology; 38(3); 353-365","Genetics and Molecular Biology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572015000300353&lang=pt" 
"S1415-47572015000300381-scl","Cloning and expression analysis of the chitinase gene Ifu-chit2 from Isaria fumosorosea","Meng, Huimin, Wang, Zhangxun, Meng, Xiangyun, Xie, Ling, Huang, Bo","Genetics and Molecular Biology; 38(3); 381-389","Genetics and Molecular Biology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572015000300381&lang=pt" 
"S1415-47572015000300396-scl","The best of both worlds: Phylogenetic eigenvector regression and mapping","Diniz Filho, José Alexandre Felizola, Villalobos, Fabricio, Bini, Luis Mauricio","Genetics and Molecular Biology; 38(3); 396-400","Genetics and Molecular Biology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47572015000300396&lang=pt" 
"S1980-50982015000300581-scl","ACCELERATED LABORATORY TEST OF THREE AMAZONIAN WOOD SPECIES CALLED TAUARI, EXPOSED TO WHITE- AND BROWN-ROT FUNGI AND COLOR RESPONSE ACCORDING TO CIE L* A* B* SYSTEM","Okino, Esmeralda Yoshico Arakaki, Pastore, Tereza Cristina Monteiro, Camargos, José Arlete Alves, Coradin, Vera Terezinha Rauber, Teixeira, Divino Eterno, Santana, Marcos Antonio Eduardo, Fagg, Christopher William","Ciência Florestal; 25(3); 581-593","Ciência Florestal","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982015000300581&lang=pt" 
"S1980-50982015000300537-scl","ESTUDO DO COMPORTAMENTO DO FOGO EM UM TRECHO DE FLORESTA ESTACIONAL SEMIDECÍDUA NO MUNICÍPIO DE VIÇOSA, MINAS GERAIS","Camargos, Virgínia Londe de, Ribeiro, Guido Assunção, Silva, Alexandre Francisco da, Martins, Sebastião Venâncio, Carmo, Flávia Maria da Silva","Ciência Florestal; 25(3); 537-545","Ciência Florestal","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982015000300537&lang=pt" 
"S1980-50982015000300791-scl","DECOMPOSIÇÃO DAS PODAS DAS LEGUMINOSAS ARBÓREAS Gliricidia sepium E Acacia angustissima EM UM SISTEMA AGROFLORESTAL","Paula, Patrícia Diniz de, Campello, Eduardo F. C., Guerra, José Guilherme Marinho, Santos, Gabriel de Araújo, Resende, Alexander Silva de","Ciência Florestal; 25(3); 791-800","Ciência Florestal","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982015000300791&lang=pt" 
"S1980-50982015000300607-scl","DIVERSIDADE DE FORMIGAS (HYMENOPTERA: FORMICIDAE) DA SERRAPILHEIRA EM DIFERENTES SISTEMAS DE USO DO SOLO","Cantarelli, Edison Bisognin, Fleck, Marciane Danniela, Granzotto, Fabiane, Corassa, Janaína De Nadai, d&#039;Avila, Marcia","Ciência Florestal; 25(3); 607-616","Ciência Florestal","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982015000300607&lang=pt" 
"S1980-50982015000300633-scl","PRODUÇÃO DE SERAPILHEIRA EM FLORESTA ESTACIONAL SEMIDECIDUAL E EM PLANTIOS DE Pterogyne nitens Tul. e Eucalyptus urophylla S. T. Blake NO SUDOESTE DA BAHIA","Santos Neto, Alcides Pereira, Barreto², Patrícia Anjos Bittencourt, Gama-Rodrigues, Emanuela Forestieri da, Novaes, Adalberto Brito de, Paula, Alessandro de","Ciência Florestal; 25(3); 633-643","Ciência Florestal","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982015000300633&lang=pt" 
"S1980-50982015000300645-scl","MÉTODOS DE CONTROLE DE Prosopis juliflora (Sw.) DC. (FABACEAE) EM ÁREAS INVADIDAS NO SEMIÁRIDO DO BRASIL","Gonçalves, Gerlândio Suassuna, Andrade, Leonaldo Alves de, Xavier, Klerton Rodrigues Forte, Silva, José Ferreira da","Ciência Florestal; 25(3); 645-653","Ciência Florestal","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982015000300645&lang=pt" 
"S1980-50982015000300771-scl","CRESCIMENTO INICIAL DE Amburana cearensis (Allem.) A. C. Smith EM SISTEMA AGROFLORESTAL NO SEMIÁRIDO BRASILEIRO","Pimentel, João Vianey Fernandes, Guerra, Hugo Orlando Carvallo","Ciência Florestal; 25(3); 771-780","Ciência Florestal","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982015000300771&lang=pt" 
"S1980-50982015000300731-scl","PROPRIEDADES FÍSICO-MECÂNICAS DE PAINÉIS DE LÂMINAS PARALELAS REFORÇADOS COM PRFV","Buligon, Ediane Andréia, Haselein, Clovis Roberto, Gatto, Darci Alberto, Santini, Elio José, Rauber, Renata, Berger, Camila","Ciência Florestal; 25(3); 731-741","Ciência Florestal","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982015000300731&lang=pt" 
"S1980-50982015000300751-scl","ANÁLISE QUALITATIVA DA ARBORIZAÇÃO URBANA DE 25 VIAS PÚBLICAS DA CIDADE DE ARACAJU-SE","Santos, Carla Zoaid Alves dos, Ferreira, Robério Anastácio, Santos, Leila Rafaela, Santos, Lívia Isabela, Gomes, Silvio Henrique, Graça, Dalva Angélica Santos da","Ciência Florestal; 25(3); 751-763","Ciência Florestal","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982015000300751&lang=pt" 
"S1980-50982015000300711-scl","QUALIDADE DA SECAGEM CONVENCIONAL CONJUNTA DA MADEIRA DE CLONES DE TRÊS ESPÉCIES DE Eucalyptus sp.","Batista, Djeison Cesar, Klitzke, Ricardo Jorge, Rocha, Márcio Pereira da","Ciência Florestal; 25(3); 711-719","Ciência Florestal","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982015000300711&lang=pt" 
"S2227-18992015000300008-cub","El análisis estadístico aplicado a la gestión de la enseñanza para la toma de decisiones","Reyes Dixson, Yusnier, Nuñez Maturel, Lissette","Revista Cubana de Ciencias Informáticas; 9(3); 113-127","Revista Cubana de Ciencias Informáticas","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S2227-18992015000300008&lang=pt" 
"S2236-89062015000300597-scl","Flora Polínica da Reserva do Parque Estadual das Fontes do Ipiranga (São Paulo, SP, Brasil). Família: 119-Oxalidaceae","Corrêa, Angela Maria da Silva, Fonseca, Kauê","Hoehnea; 42(3); 597-602","Hoehnea","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062015000300597&lang=pt" 
"S1980-50982015000300689-scl","GEOTECNOLOGIAS NO DIAGNÓSTICO DE CONFLITOS DE USO DO SOLO DE UMA MICROBACIA DO MUNICÍPIO DE ALTA FLORESTA - MT","Nunes, Emanoel Junior da Silva, Silva, Edgley Pereira da, Souza, Eliana de, Rocha Filho, Jesulino Alves da, Silva, Diana Suzete Nunes da","Ciência Florestal; 25(3); 689-697","Ciência Florestal","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982015000300689&lang=pt" 
"S1980-50982015000300595-scl","MODELOS PREDICTIVOS DE BIOMASA AÉREA DE Eucalyptus grandis PARA EL NORESTE DE ARGENTINA","Winck, Rosa Angela, Fassola, Hugo Enrique, Barth, Sara Regina, Crechi, Ernesto Héctor, Keller, Aldo Esteban, Videla, Daniel, Zaderenko, Constantino","Ciência Florestal; 25(3); 595-606","Ciência Florestal","Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982015000300595&lang=pt" 
"S2236-89062015000300521-scl","Malpighiaceae na Reserva Biológica do Alto da Serra de Paranapiacaba, Santo André, SP, Brasil","Alves, Gisele Gomes Nogueira, Sebastiani, Renata","Hoehnea; 42(3); 521-529","Hoehnea","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062015000300521&lang=pt" 
"S2236-89062015000300603-scl","Criptógamos do Parque Estadual das Fontes do Ipiranga, São Paulo, SP, Brasil. Algas, 41: Chlorophyceae (Oocystaceae)","Tucci, Andréa, Sawatani, Marisa, Rosini, Edna F., Lopes, Raquel Ieda, Bicudo, Carlos Eduardo de Mattos","Hoehnea; 42(3); 603-614","Hoehnea","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062015000300603&lang=pt" 
"S2236-89062015000300567-scl","Stem anatomy in the spiny american palm Bactris (Arecaceae-Bactridinae)","Magellan, Tracy Monique, Tomlinson, P. Barry, Huggett, Brett A.","Hoehnea; 42(3); 567-579","Hoehnea","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062015000300567&lang=pt" 
"S2236-89062015000300419-scl","Bryoflora of Gallery Forest in Quirinópolis, Goiás State, Brazil","Aquino, Herla Ferreira de, Resende, Isa Lucia de Morais, Peralta, Denilson Fernandes, Rocha, Lucas Matheus da","Hoehnea; 42(3); 419-424","Hoehnea","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062015000300419&lang=pt" 
"S2236-89062015000300425-scl","Padrões fenológicos de 111 espécies de Cerrado em condições de cultivo","Pilon, Natashi A. Lima, Udulutsch, Renata Giassi, Durigan, Giselda","Hoehnea; 42(3); 425-443","Hoehnea","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062015000300425&lang=pt" 
"S2236-89062015000300445-scl","Florestas maduras da região metropolitana de São Paulo: diversidade, composição arbórea e variação florística ao longo de um gradiente litoral-interior, Estado de São Paulo, Brasil","Barretto, Eduardo Hortal Pereira, Catharino, Eduardo Luís Martins","Hoehnea; 42(3); 445-469","Hoehnea","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062015000300445&lang=pt" 
"S2236-89062015000300471-scl","Euglenophyceae na Área de Proteção Ambiental do Rio Ibirapuitã, sudoeste do Estado do Rio Grande do Sul, Brasil. 1. Cryptoglena Marin &amp; Melkonian emend. Kosmala &amp; Zakrýs, Monomorphina (Ehrenberg) Mereschkowsky emend. Kosmala &amp; Zackýs e Phacus Durjardin","Alves-da-Silva, Sandra Maria, Klein, Isabele Corino","Hoehnea; 42(3); 471-496","Hoehnea","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062015000300471&lang=pt" 
"S2236-89062015000300497-scl","A família Myrtaceae na Ilha do Mel, Paranaguá, Estado do Paraná, Brasil","Lima, Duane Fernandes, Caddah, Mayara Krasinski, Goldenberg, Renato","Hoehnea; 42(3); 497-519","Hoehnea","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062015000300497&lang=pt" 
"S2236-89062015000300531-scl","Leguminosae na APA do Cariri, Estado da Paraíba, Brasil","Ferreira, Paulo Sérgio Monteiro, Trovão, Dilma Maria de Brito Melo, Melo, José Iranildo Miranda de","Hoehnea; 42(3); 531-547","Hoehnea","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062015000300531&lang=pt" 
"S2236-89062015000300549-scl","Scenedesmaceae (Chlorophyta, Chlorophyceae) de duas áreas do Pantanal dos Marimbus (Baiano e Remanso), Chapada Diamantina, Estado da Bahia, Brasil","Ramos, Geraldo José Peixoto, Bicudo, Carlos Eduardo de Mattos, Moura, Carlos Wallace do Nascimento","Hoehnea; 42(3); 549-566","Hoehnea","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062015000300549&lang=pt" 
"S2236-89062015000300581-scl","Levantamento florístico de um remanescente de Mata Atlântica no litoral norte do Estado da Bahia, Brasil","Alves, Maria, Oliveira, Rodrigo Bruno, Teixeira, Suzane Rocha, Guedes, Maria Lenise Silva, Roque, Nádia","Hoehnea; 42(3); 581-595","Hoehnea","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062015000300581&lang=pt" 
"S1980-50982015000300547-scl","FERTILIDADE DO SOLO E SUBSTÂNCIAS HÚMICAS EM ÁREA DE CAVA DE EXTRAÇÃO DE ARGILA REVEGETADA COM EUCALIPTO E LEGUMINOSAS NO NORTE FLUMINENSE","Silva, Cristiane Figueira da, Loss, Arcângelo, Carmo, Élida Ribeiro do, Pereira, Marcos Gervasio, Silva, Eliane Maria Ribeiro da, Martins, Marco Antônio","Ciência Florestal; 25(3); 547-561","Ciência Florestal","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982015000300547&lang=pt" 
"S1980-50982015000300699-scl","DETERMINAÇÃO DA ÉPOCA DE DESBASTE PELA ANÁLISE DENDROCRONOLÓGICA E MORFOMÉTRICA DE Ocotea porosa (Nees &amp; Mart.) Barroso EM POVOAMENTO NÃO MANEJADO","Santos, Andreia Taborda dos, Mattos, Patricia Póvoa de, Braz, Evaldo Muñoz, Rosot, Nelson Carlos","Ciência Florestal; 25(3); 699-709","Ciência Florestal","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982015000300699&lang=pt" 
"S2237-96222015000300351-scl","Discriminação nos serviços de saúde","Bastos, João Luiz, Garcia, Leila Posenato","Epidemiologia e Serviços de Saúde; 24(3); 351-352","Epidemiologia e Serviços de Saúde","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-96222015000300351&lang=pt" 
"S2237-96222015000300565-scl","Uso da análise de séries temporais em estudos epidemiológicos","Antunes, José Leopoldo Ferreira, Cardoso, Maria Regina Alves","Epidemiologia e Serviços de Saúde; 24(3); 565-576","Epidemiologia e Serviços de Saúde","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-96222015000300565&lang=pt" 
"S2237-96222015000300551-scl","Violência contra a mulher: descrição das denúncias em um Centro de Referência de Atendimento à Mulher de Cajazeiras, Paraíba, 2010 a 2012","Costa, Milena Silva, Serafim, Márcia Luana Firmino, Nascimento, Aissa Romina Silva do","Epidemiologia e Serviços de Saúde; 24(3); 551-558","Epidemiologia e Serviços de Saúde","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-96222015000300551&lang=pt" 
"S2237-96222015000300559-scl","Implementação do Programa Municipal de Controle da Tuberculose em Marataízes-ES, 2012","Garcia, Érica Marvila, Leal, Marcelle Lemos","Epidemiologia e Serviços de Saúde; 24(3); 559-564","Epidemiologia e Serviços de Saúde","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-96222015000300559&lang=pt" 
"S2237-96222015000300541-scl","Discriminação e saúde: um problema de acesso","Massignam, Fernando Mendes, Bastos, João Luiz Dornelles, Nedel, Fúlvio Borges","Epidemiologia e Serviços de Saúde; 24(3); 541-544","Epidemiologia e Serviços de Saúde","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-96222015000300541&lang=pt" 
"S0103-20032015000300395-scl","Impactos Socioeconômicos de Reduções nas Perdas Pós-colheita de Produtos Agrícolas no Brasil","Costa, Cinthia Cabral da, Guilhoto, Joaquim José Martins, Burnquist, Heloisa Lee","Revista de Economia e Sociologia Rural; 53(3); 395-408","Revista de Economia e Sociologia Rural","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20032015000300395&lang=pt" 
"S0103-20032015000300529-scl","Dinamização Econômica e Agricultura Familiar: limites e desafios do apoio a Projetos de Infraestrutura (Proinf) em territórios rurais do Nordeste","Nunes, Emanoel Márcio, Tôrres, Fátima de Lima, Silva, Márcia Regina Farias da, Sá, Vinícius Claudino de, Godeiro-Nunes, Kalianne Freire","Revista de Economia e Sociologia Rural; 53(3); 529-554","Revista de Economia e Sociologia Rural","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20032015000300529&lang=pt" 
"S0103-20032015000300409-scl","Ação Coletiva e Delegação de Poder no Semiárido Nordestino: papel de lideranças locais e assessores externos numa comunidade rural","Alves, Maria Odete, Bursztyn, Marcel, Chacon, Suely Salgueiro","Revista de Economia e Sociologia Rural; 53(3); 409-432","Revista de Economia e Sociologia Rural","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20032015000300409&lang=pt" 
