"S0717-73482006000100010-chl","PANORAMA","Cruz M, Edgardo","Revista chilena de enfermedades respiratorias; 22(1); 68-73","Revista chilena de enfermedades respiratorias","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-73482006000100010&lang=pt" 
"S0120-05342006000100005-col","RELACIÓN DE APEGO EN MADRES ADOLESCENTES Y SUS BEBÉS CANGURO","ORTIZ, JENNY AMANDA, BORRÉ, ALICIA, CARRILLO, SONIA, GUTIÉRREZ, GERMÁN","Revista Latinoamericana de Psicología; 38(1); 71-86","Revista Latinoamericana de Psicología","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-05342006000100005&lang=pt" 
"S0120-05342006000100004-col","PROPIEDADES PSICOMÉTRICAS DE LA VERSIÓN CASTELLANA DEL CUESTIONARIO DE EVALUACIÓN DE PATRÓN ESTACIONAL (SPAQ)","ADAN, ANA, NATALE, VINCENZO, FABBRI, MARCO","Revista Latinoamericana de Psicología; 38(1); 59-69","Revista Latinoamericana de Psicología","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-05342006000100004&lang=pt" 
"S0120-05342006000100009-col","EL PROYECTO COMPUTACIONAL CONEXIONISTA EN EL ANÁLISIS TEÓRICO DE LA ACTIVIDAD","MARTÍNEZ, FABIO ENRIQUE","Revista Latinoamericana de Psicología; 38(1); 137-148","Revista Latinoamericana de Psicología","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-05342006000100009&lang=pt" 
"S0120-05342006000100008-col","PRIMACÍA VISUAL:: TRANSFERENCIA ANTE EL CAMBIO DE LA RELACIÓN ENTRE ESTÍMULOS *","VARELA**, JULIO, MARTÍNEZ, CARLOS, PADILLA, M. ANTONIA, RÍOS, AMÉRICO, AVALOS, MARÍA LUISA, JIMÉNEZ, BERNARDO","Revista Latinoamericana de Psicología; 38(1); 119-135","Revista Latinoamericana de Psicología","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-05342006000100008&lang=pt" 
"S0120-05342006000100010-col","PUBLICACIONES PARAGÜAYAS EN EL ÁREA DE LA PSICOLOGÍA:: 1960-2005","GARCÍA, JOSÉ E","Revista Latinoamericana de Psicología; 38(1); 149-167","Revista Latinoamericana de Psicología","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-05342006000100010&lang=pt" 
"S0120-05342006000100011-col","LIBROS","","Revista Latinoamericana de Psicología; 38(1); 171-189","Revista Latinoamericana de Psicología","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-05342006000100011&lang=pt" 
"S0120-05342006000100012-col","ROGELIO DÍAZ-GUERRERO (1918-2004)","DÍAZ-LOVING, ROLANDO","Revista Latinoamericana de Psicología; 38(1); 193-194","Revista Latinoamericana de Psicología","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-05342006000100012&lang=pt" 
"S0120-05342006000100013-col","HORACIO RIMOLDI (1913-2006)","RICHAUD, MARÍA CRISTINA","Revista Latinoamericana de Psicología; 38(1); 195-196","Revista Latinoamericana de Psicología","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-05342006000100013&lang=pt" 
"S0120-05342006000100003-col","EFECTO DE UNA INTERVENCIÓN COGNITIVO-CONDUCTUAL SOBRE VARIABLES EMOCIONALES EN ADULTOS MAYORES *","CONTRERAS, DANIELA, MORENO, MÓNICA, MARTÍNEZ, NATALIA, ARAYA, PATRICIA, LIVACIC, PABLO, VERA, PABLO","Revista Latinoamericana de Psicología; 38(1); 45-58","Revista Latinoamericana de Psicología","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-05342006000100003&lang=pt" 
"S0120-05342006000100002-col","AUTO EFICACIA EN LA NEGOCIACIÓN SEXUAL:: RETOS PARA LA PREVENCIÓN DE VIH/SIDA EN MUJERES PUERTORRIQUEÑAS","NOBOA ORTEGA, PATRICIA, SERRANO -GARCÍA, IRMA","Revista Latinoamericana de Psicología; 38(1); 21-43","Revista Latinoamericana de Psicología","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-05342006000100002&lang=pt" 
"S0120-05342006000100001-col","PREDICTIBILIDAD DEL RENDIMIENTO EN LA LECTURA:: UNA INVESTIGACIÓN DE SEGUIMIENTO ENTRE PRIMER Y TERCER AÑO*","BRAVO-VALDIVIESO, LUIS, VILLALÓN, MALVA, ORELLANA, EUGENIA","Revista Latinoamericana de Psicología; 38(1); 9-20","Revista Latinoamericana de Psicología","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-05342006000100001&lang=pt" 
"S0864-21412006000100001-cub","Caracterización del modo de actuación del tutor de especialidades médicas del Instituto Superior de Medicina Militar","Alpízar Caballero, Lourdes B., Añorga Morales, Julia","Educación Médica Superior; 20(1); -","Educación Médica Superior","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412006000100001&lang=pt" 
"S0864-21412006000100002-cub","Perfiles profesionales, funciones y competencias del personal de Enfermería en Cuba","Torres Esperón, Julia M., Urbina Laza, Omayda","Educación Médica Superior; 20(1); -","Educación Médica Superior","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412006000100002&lang=pt" 
"S0864-21412006000100003-cub","Habilidades técnicas del residente de medicina interna","Blanco Aspiazu, Miguel A., Canelles Pupo, Marino, Suárez Rivero, Birsy, Morera Méndez, Fermín, Suárez Bergado, Roberto","Educación Médica Superior; 20(1); -","Educación Médica Superior","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412006000100003&lang=pt" 
"S0864-21412006000100004-cub","Evaluación del desempeño del Profesional de Enfermería del Servicio de Neonatología","Urbina Laza, Omayda, Soler Cárdena, Silvio F., Otero Ceballos, Marta","Educación Médica Superior; 20(1); -","Educación Médica Superior","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412006000100004&lang=pt" 
"S0864-21412006000100005-cub","Enseñanza integrada de las Ciencias Básicas Biomédicas en Medicina Integral Comunitaria","Cañizares Luna, C. Oscar, Sarasa Muñoz, C. Nélida, Labrada Salvat, Carmen","Educación Médica Superior; 20(1); -","Educación Médica Superior","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412006000100005&lang=pt" 
"S0864-21412006000100006-cub","Evaluación y desarrollo de las habilidades Interpretar y Predecir en Fisiología I en los estudiantes de Medicina","Arencibia Flores, Lourdes G., Valdés Moreno, Jorge I., Galvizu Díaz, Katiana, Corredera Guerra, Roberto","Educación Médica Superior; 20(1); -","Educación Médica Superior","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412006000100006&lang=pt" 
"S0864-21412006000100007-cub","Antecedentes de la primera misión internacionalista cubana en el campo de la docencia médica","Rosell Puig, Washington","Educación Médica Superior; 20(1); -","Educación Médica Superior","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412006000100007&lang=pt" 
"S0864-21412006000100008-cub","Control de calidad de la atención de salud","Ramos Domínguez, Benito N.","Educación Médica Superior; 20(1); -","Educación Médica Superior","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412006000100008&lang=pt" 
"S0864-21412006000100009-cub","Medios de enseñanza","Vidal Ledo, María, del Pozo Cruz, Carlos R.","Educación Médica Superior; 20(1); -","Educación Médica Superior","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412006000100009&lang=pt" 
"S1415-65552006000100003-scl","Influência e causalidade entre o mercado de ações e o mercado de opções: revisão de literatura e novos resultados","Cunha, Jefferson da, Costa Jr., Newton C. A. da","Revista de Administração Contemporânea; 10(1); 31-54","Revista de Administração Contemporânea","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552006000100003&lang=pt" 
"S1415-65552006000100004-scl","O processo de construção e reconstrução das identidades dos indivíduos nas organizações","Fernandes, Karina Ribeiro, Zanelli, José Carlos","Revista de Administração Contemporânea; 10(1); 55-72","Revista de Administração Contemporânea","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552006000100004&lang=pt" 
"S1415-65552006000100005-scl","Marketing de relacionamento junto a consumidores finais: um estudo exploratório com grandes empresas brasileiras","D&#039;Angelo, André Cauduro, Schneider, Heleno, Larán, Juliano Aita","Revista de Administração Contemporânea; 10(1); 73-93","Revista de Administração Contemporânea","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552006000100005&lang=pt" 
"S1415-65552006000100006-scl","Avaliação de treinamento a distância: reação, suporte à transferência e impactos no trabalho","Carvalho, Renata Silveira, Abbad, Gardênia","Revista de Administração Contemporânea; 10(1); 95-116","Revista de Administração Contemporânea","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552006000100006&lang=pt" 
"S1415-65552006000100007-scl","Reflexões estratégicas sobre o composto promocional de marketing no contexto da internet: um estudo exploratório junto a uma instituição financeira","Toledo, Luciano Augusto, Caigawa, Sidney Maçazzo, Rocha, Thiago J.","Revista de Administração Contemporânea; 10(1); 117-138","Revista de Administração Contemporânea","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552006000100007&lang=pt" 
"S1415-65552006000100008-scl","Inovação em serviços no paradigma da economia do aprendizado: a pertinência de uma dimensão espacial na abordagem dos sistemas de inovação","Vargas, Eduardo Raupp de, Zawislak, Paulo Antônio","Revista de Administração Contemporânea; 10(1); 139-159","Revista de Administração Contemporânea","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552006000100008&lang=pt" 
"S1415-65552006000100014-scl","A Reinvenção do bazar: uma história dos mercados","Soares, Ari de Souza","Revista de Administração Contemporânea; 10(1); 177-177","Revista de Administração Contemporânea","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552006000100014&lang=pt" 
"S1415-65552006000100012-scl","Cooperative strategy: economic, business and organizational issues","Boehs, Carlos Gabriel Eggert","Revista de Administração Contemporânea; 10(1); 177-177","Revista de Administração Contemporânea","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552006000100012&lang=pt" 
"S1415-65552006000100013-scl","Winning through innovation: a practical guide to leading organizational change and renewal","Pires, Péricles José","Revista de Administração Contemporânea; 10(1); 177-177","Revista de Administração Contemporânea","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552006000100013&lang=pt" 
"S1415-65552006000100011-scl","Pós-modernidade e etnografia nas organizações","Souza, Mariana Mayumi P. de","Revista de Administração Contemporânea; 10(1); 177-177","Revista de Administração Contemporânea","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552006000100011&lang=pt" 
"S1415-65552006000100002-scl","O papel do gerente num contexto de mudança baseada no uso da tecnologia CRM","Xavier, Raquel Oliveira, Dornelas, Jairo Simião","Revista de Administração Contemporânea; 10(1); 9-30","Revista de Administração Contemporânea","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552006000100002&lang=pt" 
"S1415-65552006000100009-scl","Aumentando a visitação do shopping com atração musical","Ikeda, Ana Akemi, Crescitelli, Edson, Miola, Rogério","Revista de Administração Contemporânea; 10(1); 161-174","Revista de Administração Contemporânea","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552006000100009&lang=pt" 
"S1415-65552006000100010-scl","Os novos horizontes da gestão: aprendizagem organizacional e competências","Souza, Susane Petinelli","Revista de Administração Contemporânea; 10(1); 175-176","Revista de Administração Contemporânea","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552006000100010&lang=pt" 
"S0873-21592006000200001-prt","Involvement of central airways in vibroacoustic disease patients","Ferreira, José Reis, Monteiro, Miguel B, Tavares, Fernanda, Serrano, Isabel, Monteiro, Emanuel, Mendes, Carla P, Alves-Pereira, Mariana, Castelo Branco, Nuno A A","Revista Portuguesa de Pneumologia; 12(2); 93-105","Revista Portuguesa de Pneumologia","Inglês","2006","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-21592006000200001&lang=pt" 
"S0873-21592006000200002-prt","Repercussão da imunoterapia específica na população T1 e T2 de linfócitos periféricos em doentes atópicos","Rebordão, Manuela, Delgado, Luís, Pinto, Helena, Remédios, Augusto, Taborda-Barata, L","Revista Portuguesa de Pneumologia; 12(2); 107-130","Revista Portuguesa de Pneumologia","Português","2006","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-21592006000200002&lang=pt" 
"S0873-21592006000200003-prt","Determinantes cardíacas do tempo de ventilação mecânica e mortalidade de doentes com insuficiência respiratória crónica exacerbada: A importância dos parâmetros ecocardiográficos","Marcelino, Paulo, Germano, Nuno, Nunes, Ana Paiva, Flora, Lígia, Moleiro, Ana, Marum, Susan, Fernandes, Ana Paula","Revista Portuguesa de Pneumologia; 12(2); 131-146","Revista Portuguesa de Pneumologia","Português","2006","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-21592006000200003&lang=pt" 
"S0873-21592006000200004-prt","Impacto da higiene do sono em doentes com síndroma de apneia obstrutiva do sono","Bahia, Mariana Guedes, Soares, Vera, Winck, João Carlos","Revista Portuguesa de Pneumologia; 12(2); 147-176","Revista Portuguesa de Pneumologia","Português","2006","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-21592006000200004&lang=pt" 
"S0873-21592006000200005-prt","Adenoma pleomórfico da traqueia: Caso clínico","Magalhães, Eunice, Eugénio, Luís, Bernardo, João, Carvalho, Lina, Antunes, Manuel","Revista Portuguesa de Pneumologia; 12(2); 177-183","Revista Portuguesa de Pneumologia","Português","2006","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-21592006000200005&lang=pt" 
"S0211-57352006000100008-esp","Adaptación y fiabilidad del cuestionario de red social, versión española del &quot;Questionario sulla rete sociale&quot;, aplicado a personas con trastorno mental severo","García-Cubillana, Pablo, Dios Luna, Juan de, Laviana, Margarita, Fernández, Luís, Perdiguero, David, López, Marcelino","Revista de la Asociación Española de Neuropsiquiatría; 26(1); 135-150","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2006","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352006000100008&lang=pt" 
"S0211-57352006000100009-esp","","","Revista de la Asociación Española de Neuropsiquiatría; 26(1); 153-157","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2006","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352006000100009&lang=pt" 
"S0211-57352006000100005-esp","Autoinculpación en mujeres que sufren maltrato por parte de su pareja: Factores implicados","Polo Usaola, Cristina, López Gironés, Marisa, Olivares Zarco, Daniel, Escudero Nafs, Antonio, Rodríguez Vega, Beatriz, Fernández Liria, Alberto","Revista de la Asociación Española de Neuropsiquiatría; 26(1); 71-86","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2006","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352006000100005&lang=pt" 
"S0211-57352006000100001-esp","Los cuidados enfermeros en salud mental en Andalucia","Huizing, Evelyn","Revista de la Asociación Española de Neuropsiquiatría; 26(1); 03-05","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2006","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352006000100001&lang=pt" 
"S0211-57352006000100007-esp","Reconstrucción histórica de la obra de Jacques Lacan","Sánchez-Barranco Ruiz, Antonio, Sánchez-Barranco Vallejo, Pablo, Sánchez-Barranco Vallejo, Ignacio","Revista de la Asociación Española de Neuropsiquiatría; 26(1); 107-131","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2006","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352006000100007&lang=pt" 
"S0211-57352006000100002-esp","Salud mental, ciudades y urbanismo: 1. Sobre psicosomática y psicodinámica de la vida urbana","Tizón, Jorge L.","Revista de la Asociación Española de Neuropsiquiatría; 26(1); 09-29","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2006","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352006000100002&lang=pt" 
"S0211-57352006000100006-esp","Modelos de incentivación y la carrera profesional","García Ibáñez, José","Revista de la Asociación Española de Neuropsiquiatría; 26(1); 89-104","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2006","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352006000100006&lang=pt" 
"S0211-57352006000100004-esp","Del motivo de consulta a la demanda en psicología","Martínez Farrero, Pau","Revista de la Asociación Española de Neuropsiquiatría; 26(1); 53-69","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2006","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352006000100004&lang=pt" 
"S0211-57352006000100003-esp","El mundo según Marta","García Nieto, Rebeca","Revista de la Asociación Española de Neuropsiquiatría; 26(1); 31-52","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2006","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352006000100003&lang=pt" 
"S0034-74502006000100009-col","Apuntes sobre causalidad","Gómez-Restrepo, Carlos, Delgado Ramírez, Martha Beatriz","Revista Colombiana de Psiquiatría; 35(1); 96-104","Revista Colombiana de Psiquiatría","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74502006000100009&lang=pt" 
"S0034-74502006000100008-col","La alucinación verbal y el lenguaje interior","Sampson, Anthony","Revista Colombiana de Psiquiatría; 35(1); 85-95","Revista Colombiana de Psiquiatría","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74502006000100008&lang=pt" 
"S0034-74502006000100007-col","Filicidio&lt;a href=&quot;#(*)&quot;&gt;*&lt;/a&gt;: una revisión","de la Espriella Guerrero, Ricardo","Revista Colombiana de Psiquiatría; 35(1); 71-84","Revista Colombiana de Psiquiatría","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74502006000100007&lang=pt" 
"S0034-74502006000100006-col","Introspección en pacientes con psicosis","Navarro Marún, Fabiola, Cardeño, Carlos Alberto, Cano, Juan Fernando, Gómez, José Mario, Jiménez, Kerly, Palacio, Carlos Alberto, García, Jenny","Revista Colombiana de Psiquiatría; 35(1); 61-70","Revista Colombiana de Psiquiatría","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74502006000100006&lang=pt" 
"S0034-74502006000100005-col","El futuro de la farmacoterapia antidepresiva","González Caro, César","Revista Colombiana de Psiquiatría; 35(1); 50-60","Revista Colombiana de Psiquiatría","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74502006000100005&lang=pt" 
"S1405-77432006000100001-mex","Análisis de riesgo a la salud de una instalación petrolera del Suroeste de México","Iturbe-Argüelles, R., Flores-Serrano, R.Ma., Torres-Bustillos, L.G.","Ingeniería, investigación y tecnología; 7(1); 1-15","Ingeniería, investigación y tecnología","Espanhol","2006","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-77432006000100001&lang=pt" 
"S1405-77432006000100002-mex","Análisis bayesiano y fusión de datos para la clasificación de escenas urbanas del Distrito Federal","Rodríguez-Cruz, M., Moctezuma-Flores, M.","Ingeniería, investigación y tecnología; 7(1); 17-28","Ingeniería, investigación y tecnología","Espanhol","2006","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-77432006000100002&lang=pt" 
"S1405-77432006000100003-mex","Supply Chain Dynamics, a Case Study on the Structural Causes of the Bullwhip Effect","Villegas-Morán, F., Carranza, O., Antún, J.P.","Ingeniería, investigación y tecnología; 7(1); 29-44","Ingeniería, investigación y tecnología","Inglês","2006","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-77432006000100003&lang=pt" 
"S1405-77432006000100004-mex","Diseño de un programa en Logo para calcular flujos máximos en redes","Murray-Lasso, M.A.","Ingeniería, investigación y tecnología; 7(1); 45-55","Ingeniería, investigación y tecnología","Espanhol","2006","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-77432006000100004&lang=pt" 
"S1405-77432006000100005-mex","Durabilidad e infraestructura: retos e impacto socioeconómico","Hernández-Castañeda, O., Mendoza-Escobedo, C.J.","Ingeniería, investigación y tecnología; 7(1); 57-70","Ingeniería, investigación y tecnología","Espanhol","2006","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-77432006000100005&lang=pt" 
"S0034-74502006000100004-col","Colombia: violencia y salud mental La opinión de la psiquiatría","de Santacruz, Cecilia, Chams, Wadeth, Fernández de Soto, Paola","Revista Colombiana de Psiquiatría; 35(1); 30-46","Revista Colombiana de Psiquiatría","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74502006000100004&lang=pt" 
"S0034-74502006000100003-col","Consistencia interna y análisis de factores de la escala APGAR para evaluar el funcionamiento familiar en estudiantes de básica secundaria","Forero Ariza, Laura Marcela, Avendaño Durán, Mónica Cristina, Duarte Cubillos, Zuly Janeth, Campo-Arias, Adalberto","Revista Colombiana de Psiquiatría; 35(1); 23-29","Revista Colombiana de Psiquiatría","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74502006000100003&lang=pt" 
"S0034-74502006000100002-col","Conocimientos sobre la depresión en pacientes que asisten a centros de atención primaria en Bogotá, Colombia. Resultados colombianos del Proyecto Internacional de Depresión","Riveros Vargas, Mónica, Bohórquez Peñaranda, Adriana, Gómez-Restrepo, Carlos, Okuda Benavides, Mayumi","Revista Colombiana de Psiquiatría; 35(1); 9-22","Revista Colombiana de Psiquiatría","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74502006000100002&lang=pt" 
"S0034-74502006000100001-col","Manual de medicamentos psiquiátricos del plan obligatorio de salud: dudas y preguntas","Gómez-Restrepo, Carlos","Revista Colombiana de Psiquiatría; 35(1); 5-8","Revista Colombiana de Psiquiatría","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74502006000100001&lang=pt" 
"S0034-74502006000100010-col","Trastorno del estado de ánimo mixto con síntomas psicóticos asociado a Sibutramina","Carlos Alba, Juan, Uribe, Miguel, Gutiérrez, Eduardo, Torres, Néstor","Revista Colombiana de Psiquiatría; 35(1); 108-114","Revista Colombiana de Psiquiatría","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74502006000100010&lang=pt" 
"S1316-48212006000100007-ven","Determinación fisicoquímica y bacteriológica del agua en las etapas de tratamiento en planta de potabilización","Mora, Víctor, Cedeño, Jorge","Universidad, Ciencia y Tecnología; 10(37); 41-45","Universidad, Ciencia y Tecnología","Espanhol","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-48212006000100007&lang=pt" 
"S0103-21002006000100006-scl","Análise da produção científica sobre recursos humanos de enfermagem no Brasil","Costa e Silva, Leide Irislayne Macena da, Peduzzi, Marina","Acta Paulista de Enfermagem; 19(1); 36-42","Acta Paulista de Enfermagem","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002006000100006&lang=pt" 
"S0102-76382006000100001-scl","Fraude com células-tronco é um alerta para as revistas científicas","Braile, Domingo","Brazilian Journal of Cardiovascular Surgery; 21(1); I-II","Brazilian Journal of Cardiovascular Surgery","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382006000100001&lang=pt" 
"S0102-76382006000100023-scl","Errata","","Brazilian Journal of Cardiovascular Surgery; 21(1); 109-109","Brazilian Journal of Cardiovascular Surgery","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382006000100023&lang=pt" 
"S0102-76382006000100006-scl","Publicação de revistas científicas na Internet","Souza, Pereira Salles de","Brazilian Journal of Cardiovascular Surgery; 21(1); 24-28","Brazilian Journal of Cardiovascular Surgery","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382006000100006&lang=pt" 
"S0102-76382006000100018-scl","Mixossarcoma atrial esquerdo: relato de caso","Nina, Vinicius José da Silva, Machado, Alyssandra Raulino de Almeida, Mendes, Vinícius Giuliano Gonçalves, Lopes, José Anselmo Cordeiro","Brazilian Journal of Cardiovascular Surgery; 21(1); 98-101","Brazilian Journal of Cardiovascular Surgery","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382006000100018&lang=pt" 
"S1679-62252006000100010-scl","Karyotype description of three species of Loricariidae (Siluriformes) and occurrence of the ZZ/ZW sexual system in Hemiancistrus spilomma Cardoso &amp; Lucinda, 2003","Oliveira, Renildo Ribeiro de, Souza, Issakar Lima, Venere, Paulo Cesar","Neotropical Ichthyology; 4(1); 93-97","Neotropical Ichthyology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252006000100010&lang=pt" 
"S1679-62252006000100009-scl","Reproductive success and female preference in the amazonian cichlid angel fish, Pterophyllum scalare (Lichtenstein, 1823)","Cacho, Maria do Socorro R. F., Chellappa, Sathyabama, Yamamoto, Maria Emília","Neotropical Ichthyology; 4(1); 87-91","Neotropical Ichthyology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252006000100009&lang=pt" 
"S1679-62252006000100013-scl","Fallen leaves on the water-bed: diurnal camouflage of three night active fish species in an Amazonian streamlet","Sazima, Ivan, Carvalho, Lucélia Nobre, Mendonça, Fernando Pereira, Zuanon, Jansen","Neotropical Ichthyology; 4(1); 119-122","Neotropical Ichthyology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252006000100013&lang=pt" 
"S1679-62252006000100014-scl","Turtle riders: remoras on marine turtles in Southwest Atlantic","Sazima, Ivan, Grossman, Alice","Neotropical Ichthyology; 4(1); 123-126","Neotropical Ichthyology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252006000100014&lang=pt" 
"S1679-62252006000100002-scl","Revision of the South American freshwater fish genus Laemolyta Cope, 1872 (Ostariophysi: Characiformes: Anostomidae)","Mautari, Kelly Cristina, Menezes, Naércio Aquino","Neotropical Ichthyology; 4(1); 27-44","Neotropical Ichthyology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252006000100002&lang=pt" 
"S1679-62252006000100003-scl","Astyanax henseli, a new name for Tetragonopterus aeneus Hensel, 1870 from southern Brazil (Teleostei: Characiformes)","Melo, Filipe A. G. de, Buckup, Paulo A.","Neotropical Ichthyology; 4(1); 45-52","Neotropical Ichthyology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252006000100003&lang=pt" 
"S1679-62252006000100004-scl","Two new species of Astyanax (Ostariophysi: Characiformes: Characidae) from eastern Brazil, with a synopsis of the Astyanax scabripinnis species complex","Bertaco, Vinicius A., Lucena, Carlos A. S. de","Neotropical Ichthyology; 4(1); 53-60","Neotropical Ichthyology","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252006000100004&lang=pt" 
