"S1405-91932015000100001-mex","Las características jurídicas del neoliberalismo","Cárdenas Gracia, Jaime","Cuestiones constitucionales; (32); 3-44","Cuestiones constitucionales","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-91932015000100001&lang=pt" 
"S0103-84782015000600993-scl","Seleção da matriz de variância-covariância residual na análise de ensaios varietais com medidas repetidas em cana-de-açúcar","Silva, Emerson Noleto, Duarte, João Batista, Reis, Américo José dos Santos","Ciência Rural; 45(6); 993-999","Ciência Rural","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782015000600993&lang=pt" 
"S0103-84782015000601133-scl","Aplicação de transglutaminase microbiana em produtos cárneos processados com teor reduzido de sódio","Bonfim, Rosiane Costa, Machado, Jessica da Silva, Mathias, Simone Pereira, Rosenthal, Amauri","Ciência Rural; 45(6); 1133-1138","Ciência Rural","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782015000601133&lang=pt" 
"S0103-84782015000601139-scl","A dinâmica da área, do rendimento e dos preços sobre o valor da produção do feijão e da soja no Rio Grande do Sul e a dependência temporal entre esses componentes","Bini, Dienice Ana, Canever, Mario Duarte","Ciência Rural; 45(6); 1139-1146","Ciência Rural","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782015000601139&lang=pt" 
"S0103-84782015000601126-scl","Chemical speciation: an instrument for evaluation of mineral bioavailability","Reis, Luana Sarpa, Gonçalves, Édira Castello Branco de Andrade","Ciência Rural; 45(6); 1126-1132","Ciência Rural","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782015000601126&lang=pt" 
"S0103-84782015000601120-scl","Determinação da concentração de diferentes sistemas de solventes na solubilização de proteínas de análogo de carne","Schmiele, Marcio, Araújo, Thiago Lopes, Gurgueira, Mônica Dubas, Chang, Yoon Kil","Ciência Rural; 45(6); 1120-1125","Ciência Rural","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782015000601120&lang=pt" 
"S0103-84782015000601062-scl","Primary bilateral guttural pouch empyema in a two-month-old foal","Dias, Deborah Penteado Martins, Bernardi, Nara Saraiva, Queiroz, Daniela Junqueira de","Ciência Rural; 45(6); 1062-1065","Ciência Rural","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782015000601062&lang=pt" 
"S0103-84782015000601042-scl","Epidemiological status of felid herpesvirus type-1 and feline calicivirus infections in Brazil","Henzel, Andréia, Lovato, Luciane Teresinha, Weiblen, Rudi","Ciência Rural; 45(6); 1042-1049","Ciência Rural","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782015000601042&lang=pt" 
"S0103-84782015000601058-scl","Monorquidismo em um equino marchador","Magalhães, Jéssica Fontana de, Costa, Guilherme Mattos Jardim, Oliveira, Celina Alves de, Corrêa, Mayara Gomes, Rocha Júnior, Sérgio da Silva, Beier, Suzane Lilian, Mendes, Heloisa Maria Falcão, Alves, Geraldo Eleno Silveira, Faleiros, Rafael Resende","Ciência Rural; 45(6); 1058-1061","Ciência Rural","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782015000601058&lang=pt" 
"S0103-84782015000601050-scl","Mycobiota and occurrence of Fumonisin B1 in wheat harvested in Southern Brazil","Mendes, Gabriela da Rocha Lemos, Reis, Tatiana Alves dos, Corrêa, Benedito, Badiale-Furlong, Eliana","Ciência Rural; 45(6); 1050-1057","Ciência Rural","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782015000601050&lang=pt" 
"S0103-84782015000600945-scl","Rotação e sucessão de culturas para o manejo do nematoide reniforme em área de produção de soja","Leandro, Hugo Márcio, Asmus, Guilherme Lafourcade","Ciência Rural; 45(6); 945-950","Ciência Rural","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782015000600945&lang=pt" 
"S2007-09342015000400006-mex","Identificación molecular y biológica de las razas 0 y 5 de Fusarium oxysporum Schlechtend.: Fr f. sp. ciceris (Padwick) Matuo &amp; K. Sato del garbanzo en el noroeste de México","Velarde Félix, Sixto, Ortega Murrieta, Pedro F., Fierros Leyva, Gustavo A., Padilla Valenzuela, Isidoro, Gutierres Pérez, Erasmo, Rodríguez Cota, Franklin G., López Valenzuela, José A., Acosta Gallegos, Jorge A., Garzón Tiznado, José A.","Revista mexicana de ciencias agrícolas; 6(4); 735-748","Revista mexicana de ciencias agrícolas","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342015000400006&lang=pt" 
"S2007-09342015000400016-mex","Pérdida de las raíces culinarias por la transformación en la cultura alimentaria","Leyva Trinidad, Doris Arianna, Pérez Vázquez, Arturo","Revista mexicana de ciencias agrícolas; 6(4); 867-881","Revista mexicana de ciencias agrícolas","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342015000400016&lang=pt" 
"S2007-09342015000400017-mex","Contribuciones del INIFAP al extensionismo en México y la gestión de la innovación","Cadena-Iñiguez, Pedro, Camas-Gómez, Robertony, Rodríguez-Hernández, Filemón Rafael, Berdugo-Rejón, José Gabriel, Ayala-Sánchez, Alejandro, Zambada-Martínez, Andrés, Morales-Guerra, Mariano, Espinosa-Paz, Néstor, López-Báez, Walter","Revista mexicana de ciencias agrícolas; 6(4); 883-895","Revista mexicana de ciencias agrícolas","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342015000400017&lang=pt" 
"S2007-09342015000400014-mex","Medición del esfuerzo tecnológico necesario para aumentar el rendimiento de productos agropecuarios en México","Brambila Paz, José de Jesús, Martínez Damían, Miguel Ángel, Rojas Rojas, María Magdalena, Pérez Cerecedo, Verónica","Revista mexicana de ciencias agrícolas; 6(4); 841-854","Revista mexicana de ciencias agrícolas","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342015000400014&lang=pt" 
"S2007-09342015000400015-mex","El agroecosistema comprendido desde la teoría de sistemas sociales autopoiéticos","Casanova-Pérez, Lorena, Martínez-Dávila, Juan Pablo, López-Ortiz, Silvia, Landeros-Sánchez, Cesáreo, López-Romero, Gustavo, Peña-Olvera, Benjamín","Revista mexicana de ciencias agrícolas; 6(4); 855-865","Revista mexicana de ciencias agrícolas","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342015000400015&lang=pt" 
"S2007-09342015000400012-mex","Cnidoscolus chayamansa hidropónica orgánica y su capacidad hipoglucemiante, calidad nutraceutica y toxicidad","Valenzuela Soto, Ramón, Morales Rubio, María Eufemia, Verde Star, María Julia, Oranday Cárdenas, Azucena, Preciado-Rangel, Pablo, Antonio González, Jacob, Esparza-Rivera, Juan Ramón","Revista mexicana de ciencias agrícolas; 6(4); 815-825","Revista mexicana de ciencias agrícolas","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342015000400012&lang=pt" 
"S2007-09342015000400013-mex","Factores de innovación en agricultura protegida en la región de Tulancingo, México","Vargas Canales, Juan Manuel, Palacios Rangel, María Isabel, Camacho Vera, Joaquín Huitzilihuitl, Aguilar Ávila, Jorge, Ocampo Ledesma, Jorge Gustavo","Revista mexicana de ciencias agrícolas; 6(4); 827-840","Revista mexicana de ciencias agrícolas","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342015000400013&lang=pt" 
"S2007-09342015000400010-mex","El efecto de las bajas temperaturas sobre la calidad industrial del trigo de temporal","Martínez Cruz, Eliel, Villaseñor Mir, Héctor E., Hortelano Santa Rosa, René, Pérez Herrera, Patricia, Espitia Rangel, Eduardo","Revista mexicana de ciencias agrícolas; 6(4); 793-802","Revista mexicana de ciencias agrícolas","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342015000400010&lang=pt" 
"S2007-09342015000400011-mex","Compactación de un Vertisol debido al tránsito y diferentes masas de tractores agrícolas","Gutiérrez Rodríguez, Francisco, Vaca García, Víctor Manuel, Morales Rosales, Edgar Jesús, González Huerta, Andrés, Pérez López, Delfina de Jesús, Saldívar Iglesias, Pedro","Revista mexicana de ciencias agrícolas; 6(4); 803-813","Revista mexicana de ciencias agrícolas","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342015000400011&lang=pt" 
"S2007-09342015000400018-mex","Fertilización fosfatada en rendimiento y calidad de tomate en invernadero","Barrios Díaz, Juan Manuel, Suárez Blanco, Benito, Cruz Romero, Wendy, Barrios Díaz, Benjamín, Vázquez Huerta, Gloria, Ibáñez Martínez, Armando, Moreno Velázquez, Delia","Revista mexicana de ciencias agrícolas; 6(4); 897-904","Revista mexicana de ciencias agrícolas","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342015000400018&lang=pt" 
"S2007-09342015000400019-mex","Obtención y caracterización estructural y funcional de almidón acetilado de malanga (Colocasia esculenta Schott)","Torres Becerril, Mario, Carmona García, Roselis, Aguirre Cruz, Andrés","Revista mexicana de ciencias agrícolas; 6(4); 905-912","Revista mexicana de ciencias agrícolas","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342015000400019&lang=pt" 
"S1413-81232015000601947-spa","Barreras de acceso administrativo a los servicios de salud en población Colombiana, 2013","Hernández, Jorge Martín Rodríguez, Rubiano, Diana Patricia Rodríguez, Barona, Juan Carlos Corrales","Ciência &amp; Saúde Coletiva; 20(6); 1947-1958","Ciência &amp; Saúde Coletiva","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232015000601947&lang=pt" 
"S1807-86212015000200257-scl","The spatial and temporal independence of Italian Zucchini production","Benz, Vilson, Lúcio, Alessandro Dal&#039;Col, Lopes, Sidinei José","Acta Scientiarum. Agronomy; 37(2); 257-263","Acta Scientiarum. Agronomy","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212015000200257&lang=pt" 
"S1807-86212015000200241-scl","Phytotoxic effects of aqueous leaf extracts of four Myrtaceae species on three weeds","Imatomi, Maristela, Novaes, Paula, Miranda, Maria Augusta Ferraz Machado, Gualtieri, Sonia Cristina Juliano","Acta Scientiarum. Agronomy; 37(2); 241-248","Acta Scientiarum. Agronomy","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212015000200241&lang=pt" 
"S2007-09342015000400005-mex","Manejo de fertilización nitrogenada sobre los componentes del rendimiento de triticale","Ballesteros Rodríguez, Elia, Morales Rosales, Edgar Jesús, Franco Mora, Omar, Santoyo Cuevas, Emmanuel, Estrada Campuzano, Gaspar, Gutiérrez Rodríguez, Francisco","Revista mexicana de ciencias agrícolas; 6(4); 721-733","Revista mexicana de ciencias agrícolas","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-09342015000400005&lang=pt" 
"S0037-86822015000800055-scl","A historical overview of leprosy epidemiology and control activities in Amazonas, Brazil","Cunha, Carolina, Pedrosa, Valderiza Lourenço, Dias, Luiz Carlos, Braga, Andréa, Chrusciak-Talhari, Anette, Santos, Mônica, Penna, Gerson Oliveira, Talhari, Sinésio, Talhari, Carolina","Revista da Sociedade Brasileira de Medicina Tropical; 48(); 55-62","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822015000800055&lang=pt" 
"S0037-86822015000800012-scl","Tegumentary leishmaniasis in the State of Amazonas: what have we learned and what do we need?","Guerra, Jorge Augusto de Oliveira, Maciel, Marcel Gonçalves, Guerra, Marcus Vinítius de Farias, Talhari, Anette Chursciack, Prestes, Suzane Ribeiro, Fernandes, Marcos Antonio, Da-Cruz, Alda Maria, Martins, Alessandra, Coelho, Leíla Ines de Aguiar Raposo Camara, Romero, Gustavo Adolfo Sierra, Barbosa, Maria das Graças Vale","Revista da Sociedade Brasileira de Medicina Tropical; 48(); 12-19","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822015000800012&lang=pt" 
"S0037-86822015000800020-scl","Arboviral diseases in the Western Brazilian Amazon: a perspective and analysis from a tertiary health &amp; research center in Manaus, State of Amazonas","Mourão, Maria Paula Gomes, Bastos, Michele de Souza, Figueiredo, Regina Maria Pinto de, Gimaque, João Bosco de Lima, Alves, Valquíria do Carmo Rodrigues, Saraiva, Maria das Graças Gomes, Figueiredo, Mário Luis Garcia, Ramasawmy, Rajendranath, Nogueira, Maurício Lacerda, Figueiredo, Luiz Tadeu Moraes","Revista da Sociedade Brasileira de Medicina Tropical; 48(); 20-26","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822015000800020&lang=pt" 
"S0037-86822015000800087-scl","External quality assessment in the voluntary counseling and testing centers in the Brazilian Amazon using dried tube specimens: results of an effectiveness evaluation","Beber, Andréa Mônica Brandão, Sabidó, Meritxell, Vieira, Janete Maria Rebelo, Bazzo, Maria Luiza, Benzaken, Adele Schwartz","Revista da Sociedade Brasileira de Medicina Tropical; 48(); 87-97","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822015000800087&lang=pt" 
"S1807-86212015000200147-scl","Karyotypic characterization of Capsicum sp. accessions","Sousa, Willame Rodrigues do Nascimento, Lopes, Angela Celis de Almeida, Carvalho, Reginaldo de, Gomes, Regina Lúcia Ferreira, Peron, Ana Paula","Acta Scientiarum. Agronomy; 37(2); 147-153","Acta Scientiarum. Agronomy","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212015000200147&lang=pt" 
"S1415-52732015000300231-scl","Undernutrition and associated factors in a Portuguese older adult community","Santos, Ana Luísa Moreira dos, Amaral, Teresa Maria de Serpa Pinto Freitas do, Borges, Nuno Pedro Garcia Fernandes Bento","Revista de Nutrição; 28(3); 231-240","Revista de Nutrição","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732015000300231&lang=pt" 
"S1807-86212015000200141-scl","Diallel analysis of maize hybrids for agronomic and bromatological forage traits","Mendes, Matheus Henrique Silveira, Pereira, Carlos Henrique, Souza, João Cândido de","Acta Scientiarum. Agronomy; 37(2); 141-146","Acta Scientiarum. Agronomy","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212015000200141&lang=pt" 
"S1807-86212015000200155-scl","Parental selection for the formation of interspecific hybrid populations of oil palm","Peixoto, Leonardo de Azevedo, Bhering, Leonardo Lopes, Gurgel, Fábio de Lima, Gomes Junior, Rui Alberto","Acta Scientiarum. Agronomy; 37(2); 155-161","Acta Scientiarum. Agronomy","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212015000200155&lang=pt" 
"S1807-86212015000200233-scl","Lethal and sublethal effects of neem on Aphis gossypii and Cycloneda sanguinea in watermelon","Souza, Cíntia Ribeiro, Sarmento, Renato Almeida, Venzon, Madelaine, Santos, Gil Rodrigues dos, Silveira, Marcela Cristina Agustini Carneiro da, Tschoeke, Paulo Henrique","Acta Scientiarum. Agronomy; 37(2); 233-239","Acta Scientiarum. Agronomy","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212015000200233&lang=pt" 
"S1415-52732015000300319-scl","Factors associated with sarcopenia in subjects aged 80 years and over","Santos, Vanessa Ribeiro dos, Christofaro, Diego Giulliano Destro, Gomes, Igor Conterato, Agostinete, Ricardo Ribeiro, Freitas Júnior, Ismael Forte, Gobbo, Luís Alberto","Revista de Nutrição; 28(3); 319-326","Revista de Nutrição","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732015000300319&lang=pt" 
"S1415-52732015000300305-scl","Conselhos de Alimentação Escolar em Santa Catarina, Brasil: uma análise do Discurso do Sujeito Coletivo","Machado, Patrícia Maria de Oliveira, Schmitz, Bethsáida de Abreu Soares, Corso, Arlete Catarina Tittoni, Caldeira, Gilberto Veras, Vasconcelos, Francisco de Assis Guedes de","Revista de Nutrição; 28(3); 305-317","Revista de Nutrição","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732015000300305&lang=pt" 
"S1807-86212015000200211-scl","Impact of humic substances and nitrogen fertilising on the fruit quality and yield of custard apple","Cunha, Marcelo dos Santos, Cavalcante, Ítalo Herbert Lucena, Mancin, Adriana Cristina, Albano, Francisca Gislene, Marques, Adenaelson Souza","Acta Scientiarum. Agronomy; 37(2); 211-218","Acta Scientiarum. Agronomy","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212015000200211&lang=pt" 
"S1807-86212015000200201-scl","Hole diameters in pet bottles used for fruit fly capture","Pasini, Mauricio Paulo Batistella, Link, Dionísio, Lúcio, Alessandro Dal&#039;Col, Fronza, Diniz","Acta Scientiarum. Agronomy; 37(2); 201-209","Acta Scientiarum. Agronomy","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212015000200201&lang=pt" 
"S1807-86212015000200133-scl","Analysis of the genetic diversity of Eucalyptus cladocalyx (sugar gum) using ISSR markers","Ballesta, Paulina, Mora, Freddy, Contreras-Soto, Rodrigo Ivan, Ruiz, Eduardo, Perret, Sandra","Acta Scientiarum. Agronomy; 37(2); 133-140","Acta Scientiarum. Agronomy","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212015000200133&lang=pt" 
"S0034-70942015000300222-scl","Comparison of interscalene brachial plexus block and intra-articular local anesthetic administration on postoperative pain management in arthroscopic shoulder surgery","Aksu, Recep, Biçer, Cihangir, Ülgey, Ayse, Bayram, Adnan, Günes, Isin, Güney, Ahmet, Yildirim, Mustafa Denizhan, Gökahmetoglu, Günhan, Yildiz, Karamehmet","Revista Brasileira de Anestesiologia; 65(3); 222-229","Revista Brasileira de Anestesiologia","Inglês, Espanhol, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942015000300222&lang=pt" 
"S0034-70942015000300163-scl","Minimum effective concentration of bupivacaine for axillary brachial plexus block guided by ultrasound","Takeda, Alexandre, Ferraro, Leonardo Henrique Cunha, Rezende, André Hosoi, Sadatsune, Eduardo Jun, Falcão, Luiz Fernando dos Reis, Tardelli, Maria Angela","Revista Brasileira de Anestesiologia; 65(3); 163-169","Revista Brasileira de Anestesiologia","Inglês, Espanhol, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942015000300163&lang=pt" 
"S0034-70942015000300230-scl","Does ultrasonographic volume of the thyroid gland correlate with difficult intubation? An observational study","Meco, Basak Ceyda, Alanoglu, Zekeriyya, Yilmaz, Ali Abbas, Basaran, Cumhur, Alkis, Neslihan, Demirer, Seher, Cuhruk, Handan","Revista Brasileira de Anestesiologia; 65(3); 230-234","Revista Brasileira de Anestesiologia","Inglês, Espanhol, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942015000300230&lang=pt" 
"S0034-70942015000300207-scl","Intravenous lidocaine for postmastectomy pain treatment: randomized, blind, placebo controlled clinical trial","Couceiro, Tania Cursino de Menezes, Lima, Luciana Cavalcanti, Burle, Léa Menezes Couceiro, Valença, Marcelo Moraes","Revista Brasileira de Anestesiologia; 65(3); 207-212","Revista Brasileira de Anestesiologia","Inglês, Espanhol, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942015000300207&lang=pt" 
"S0034-70942015000300200-scl","Frequency of colonization and isolated bacteria from the tip of epidural catheter implanted for postoperative analgesia","Stabille, Débora Miranda Diogo, Diogo Filho, Augusto, Mandim, Beatriz Lemos da Silva, Araújo, Lúcio Borges de, Mesquita, Priscila Miranda Diogo, Jorge, Miguel Tanús","Revista Brasileira de Anestesiologia; 65(3); 200-206","Revista Brasileira de Anestesiologia","Inglês, Espanhol, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942015000300200&lang=pt" 
"S1888-75462015000200005-esp","Association between body mass index and cardiorespiratory fitness as predictor of health status in schoolchildren","Araujo, S.S. De, Miguel-dos-Santos, R., Silva, R.J.S., Cabral-de-Oliveira, A.C.","Revista Andaluza de Medicina del Deporte; 8(2); 73-78","Revista Andaluza de Medicina del Deporte","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1888-75462015000200005&lang=pt" 
"S1888-75462015000200004-esp","Specificity of performance adaptations to a periodized judo training program","Franchini, E., Vecchio, F.B. Del, Ferreira Julio, U., Matheus, L., Candau, R.","Revista Andaluza de Medicina del Deporte; 8(2); 67-72","Revista Andaluza de Medicina del Deporte","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1888-75462015000200004&lang=pt" 
"S0006-87052015000200239-scl","Errata","","Bragantia; 74(2); 239-239","Bragantia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87052015000200239&lang=pt" 
"S1413-81232015010700001-scl","Ideações e tentativas de suicídio em idosos no Brasil","Minayo, Maria Cecília de Souza, Gualhano, Luiza","Ciência &amp; Saúde Coletiva; 20(6); 1-1","Ciência &amp; Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232015010700001&lang=pt" 
"S1413-81232015000601741-scl","Encontros ou Desencontros: histórias de idosos que tentaram suicídio e a Rede de Atenção Integral em Porto Alegre/RS, Brasil","Conte, Marta, Cruz, Claudia Weyne, Silva, Carla Guimarães da, Castilhos, Nara Regina Moura de, Nicolella, Alberto Domiziano Rita","Ciência &amp; Saúde Coletiva; 20(6); 1741-1749","Ciência &amp; Saúde Coletiva","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232015000601741&lang=pt" 
"S1413-81232015000601693-scl","Tentativa e ideación de suicidio en adultos mayores en Uruguay","Fachola, María Cristina Heuguerot, Lucero, Rossana, Porto, Viviana, Díaz, Elizabeth, París, María de los Angeles","Ciência &amp; Saúde Coletiva; 20(6); 1693-1702","Ciência &amp; Saúde Coletiva","Inglês, Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232015000601693&lang=pt" 
"S1413-81232015000601901-scl","Cuidadores informais de idosos em pós-operatório de cirurgia de fêmur proximal: prevenção de novas quedas","Avila, Marla Andréia Garcia de, Pereira, Gilberto José Cação, Bocchi, Sílvia Cristina Mangini","Ciência &amp; Saúde Coletiva; 20(6); 1901-1907","Ciência &amp; Saúde Coletiva","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232015000601901&lang=pt" 
"S1413-81232015000601909-scl","Política Nacional de Saúde Integral da População Negra: implementação, conhecimento e aspectos socioeconômicos sob a perspectiva desse segmento populacional","Chehuen Neto, José Antônio, Fonseca, Geovane Mostaro, Brum, Igor Vilela, Santos, João Luís Carvalho Tricote dos, Rodrigues, Tamara Cristina Gomes Ferraz, Paulino, Katia Rocha, Ferreira, Renato Erothildes","Ciência &amp; Saúde Coletiva; 20(6); 1909-1916","Ciência &amp; Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232015000601909&lang=pt" 
"S1413-81232015000601961-scl","A Medicalização da Vida como estratégia de biopolítica","Canesqui, Ana Maria","Ciência &amp; Saúde Coletiva; 20(6); 1961-1962","Ciência &amp; Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232015000601961&lang=pt" 
"S1413-81232015000601963-scl","Errata","","Ciência &amp; Saúde Coletiva; 20(6); 1963-1963","Ciência &amp; Saúde Coletiva","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232015000601963&lang=pt" 
"S1413-81232015000601959-scl","Segurança Alimentar Nutricional: perspectivas, aprendizados e desafios para as políticas públicas","Justo, Glaucia Figueiredo, Ferreira, Jaqueline","Ciência &amp; Saúde Coletiva; 20(6); 1959-1960","Ciência &amp; Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232015000601959&lang=pt" 
"S1413-81232015000601825-scl","Contratualização em saúde: arena de disputa entre interesses públicos e privados","Albuquerque, Maria do Socorro Veloso, Morais, Heloísa Maria Mendonça de, Lima, Luci Praciano","Ciência &amp; Saúde Coletiva; 20(6); 1825-1834","Ciência &amp; Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232015000601825&lang=pt" 
"S1413-81232015000601652-scl","Desafios para a prevenção de suicídios na idade avança","Conwell, Yeates","Ciência &amp; Saúde Coletiva; 20(6); 1652-1653","Ciência &amp; Saúde Coletiva","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232015000601652&lang=pt" 
"S1415-43662015000600534-scl","Mineralização e nitrificação do nitrogênio proveniente da cama de aves aplicada ao solo","Rogeri, Douglas A., Ernani, Paulo R., Lourenço, Késia S., Cassol, Paulo C., Gatiboni, Luciano C.","Revista Brasileira de Engenharia Agrícola e Ambiental; 19(6); 534-540","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662015000600534&lang=pt" 
"S0006-87052015000200196-scl","Effects of silicon on the penetration and reproduction events of Meloidogyne exigua on coffee roots","Silva, Rodrigo Vieira, Oliveira, Rosângela D’Arc de Lima, Ferreira, Patrícia da Silva, Castro, Douglas Barbosa, Rodrigues, Fabrício Ávila","Bragantia; 74(2); 196-199","Bragantia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87052015000200196&lang=pt" 
"S0006-87052015000200184-scl","Produtividade de laranjeira Folha Murcha enxertada em limoeiro Cravo sob adensamento de plantio","Azevedo, Fernando Alves, Pacheco, Camilla de Andrade, Schinor, Evandro Henrique, Carvalho, Sérgio Alves de, Conceição, Patrícia Marluci da","Bragantia; 74(2); 184-188","Bragantia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87052015000200184&lang=pt" 
"S1415-43662015000600605-scl","Relações da anatomia radicular na absorção, no acúmulo e na tolerância ao chumbo em Echinodorus grandiflorus","Ribeiro, Estefânia S., Pereira, Marcio P., Castro, Evaristo M. de, Baroni, Gabriel de R., Corrêa, Felipe F., Pereira, Fabricio J.","Revista Brasileira de Engenharia Agrícola e Ambiental; 19(6); 605-612","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662015000600605&lang=pt" 
"S1415-43662015000600574-scl","Matéria orgânica, infiltração e imagens tomográficas de Latossolo em recuperação sob diferentes tipos de manejo","Marchini, Débora C., Ling, Tseng C., Alves, Marlene C., Crestana, Silvio, Souto Filho, Sebastião N., Arruda, Otton G. de","Revista Brasileira de Engenharia Agrícola e Ambiental; 19(6); 574-580","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662015000600574&lang=pt" 
"S0006-87052015000200139-scl","Estimação da área foliar de canola por dimensões foliares","Cargnelutti Filho, Alberto, Toebe, Marcos, Alves, Bruna Mendonça, Burin, Cláudia, Kleinpaul, Jéssica Andiara","Bragantia; 74(2); 139-148","Bragantia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87052015000200139&lang=pt" 
