"S0103-73072009010300001-scl","A educação pelas imagens e suas geografias","","Pro-Posições; 20(3); -","Pro-Posições","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73072009010300001&lang=pt" 
"S1415-790X2009000400018-spa","A organização da Vigilância Alimentar e Nutricional no Sistema Único de Saúde: histórico e desafios atuais","Coutinho, Janine Giuberti, Cardoso, Antônio José Costa, Toral, Natacha, Silva, Ana Carolina Feldenheimer da, Ubarana, Juliana Amorim, Aquino, Kelva Karina Nogueira de Carvalho de, Nilson, Eduardo Augusto Fernandes, Fagundes, Antônio, Vasconcellos, Ana Beatriz","Revista Brasileira de Epidemiologia; 12(4); 688-699","Revista Brasileira de Epidemiologia","Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2009000400018&lang=pt" 
"S1415-790X2009000400010-scl","Prevalência de dor musculoesquelética em professores","Cardoso, Jefferson Paixão, Ribeiro, Isadora de Queiroz Batista, Araújo, Tânia Maria de, Carvalho, Fernando Martins, Reis, Eduardo José Farias Borges dos","Revista Brasileira de Epidemiologia; 12(4); 604-614","Revista Brasileira de Epidemiologia","Inglês, Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2009000400010&lang=pt" 
"S0080-62342009000500013-scl","Construção de instrumento para avaliar a acurácia diagnóstica","Matos, Fabiana Gonçalves de Oliveira Azevedo, Cruz, Diná de Almeida Lopes Monteiro da","Revista da Escola de Enfermagem da USP; 43(spe); 1088-1097","Revista da Escola de Enfermagem da USP","Inglês, Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342009000500013&lang=pt" 
"S0034-89102009000600004-spa","Percepções e ações de mulheres em relação à prevenção e promoção da saúde na atenção básica","Figueira, Taís Rocha, Ferreira, Efigênia Ferreira e, Schall, Virgínia Torres, Modena, Celina Maria","Revista de Saúde Pública; 43(6); 937-943","Revista de Saúde Pública","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102009000600004&lang=pt" 
"S0034-89102009000600005-spa","Violências contra mulheres por parceiro íntimo em área urbana economicamente vulnerável, Brasília, DF","Moura, Leides Barroso Azevedo, Gandolfi, Lenora, Vasconcelos, Ana Maria Nogales, Pratesi, Riccardo","Revista de Saúde Pública; 43(6); 944-953","Revista de Saúde Pública","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102009000600005&lang=pt" 
"S0034-89102009000600006-spa","Violência sexual e associação com a percepção individual de saúde entre mulheres gestantes","Aquino, Nicole Moraes Rêgo De, Sun, Sue Yazaki, Oliveira, Eleonora Menicucci de, Martins, Marilia da Gloria, Silva, Juliana de Fátima da, Mattar, Rosiane","Revista de Saúde Pública; 43(6); 954-960","Revista de Saúde Pública","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102009000600006&lang=pt" 
"S0034-89102009000600007-spa","Fatores considerados pela população como mais importantes para manutenção da saúde","Siqueira, Fernando Vinholes, Nahas, Markus Vinícius, Facchini, Luiz Augusto, Silveira, Denise Silva da, Piccini, Roberto Xavier, Tomasi, Elaine, Thumé, Elaine, Reichert, Felipe Fossati, Hallal, Pedro Rodrigues Curi","Revista de Saúde Pública; 43(6); 961-971","Revista de Saúde Pública","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102009000600007&lang=pt" 
"S0034-89102009000600008-spa","Percepção do ambiente e prática de atividade física no lazer entre idosos","Salvador, Emanuel Péricles, Florindo, Alex Antonio, Reis, Rodrigo Siqueira, Costa, Evelyn Fabiana","Revista de Saúde Pública; 43(6); 972-980","Revista de Saúde Pública","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102009000600008&lang=pt" 
"S0034-89102009000600009-spa","Avaliação de atividades de controle para enteroparasitos em uma aldeia Kaingáng do Paraná","Toledo, Max Jean de Ornelas, Paludetto, Andrey Wilder, Moura, Fabiana de Toledo, Nascimento, Evaldo Silva do, Chaves, Marta, Araújo, Silvana Marques de, Mota, Lúcio Tadeu","Revista de Saúde Pública; 43(6); 981-990","Revista de Saúde Pública","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102009000600009&lang=pt" 
"S0034-89102009000600011-spa","Características dos serviços de saúde associadas à adesão ao tratamento da tuberculose","Souza, Márcia São Pedro Leal, Pereira, Susan Martins, Marinho, Jamocyr Moura, Barreto, Maurício L","Revista de Saúde Pública; 43(6); 997-1005","Revista de Saúde Pública","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102009000600011&lang=pt" 
"S0034-89102009000600013-spa","Eficácia e segurança da vacina brasileira contra hepatite B em recém-nascidos","Luna, Expedito José de Albuquerque, Moraes, José Cássio de, Silveira, Lygia, Salinas, Hilda Souza Neves","Revista de Saúde Pública; 43(6); 1014-1020","Revista de Saúde Pública","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102009000600013&lang=pt" 
"S0034-89102009000600014-spa","Tendência temporal da amamentação na cidade do Rio de Janeiro: 1996-2006","Castro, Inês Rugani Ribeiro de, Engstrom, Elyne Montenegro, Cardoso, Letícia Oliveira, Damião, Jorginete de Jesus, Rito, Rosane Valéria Fonseca Viana, Gomes, Maria Auxiliadora de Souza Mendes","Revista de Saúde Pública; 43(6); 1021-1029","Revista de Saúde Pública","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102009000600014&lang=pt" 
"S0034-89102009000600015-spa","Fatores de risco e proteção à infecção respiratória aguda em lactentes","Lopes, Claudia Regina Cachulo, Berezin, Eitan N","Revista de Saúde Pública; 43(6); 1030-1034","Revista de Saúde Pública","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102009000600015&lang=pt" 
"S0034-89102009000600016-spa","Heterogeneidade espacial da dengue em estudos locais, Niterói, RJ","Flauzino, Regina Fernandes, Souza-Santos, Reinaldo, Barcelllos, Christovam, Gracie, Renata, Magalhães, Mônica de Avelar Figueiredo Mafra, Oliveira, Rosely Magalhães de","Revista de Saúde Pública; 43(6); 1035-1043","Revista de Saúde Pública","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102009000600016&lang=pt" 
"S0034-89102009000600017-spa","Análise TG-ROC de testes de imunofluorescência no diagnóstico de leishmaniose visceral canina","Silva, Rita Maria da, Laurenti, Márcia Dalastra, Gomes, Almério de Castro, Nogueira, Yeda Lopes","Revista de Saúde Pública; 43(6); 1044-1053","Revista de Saúde Pública","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102009000600017&lang=pt" 
"S0034-89102009000600018-spa","Bioeticistas brasileiros e os princípios da universalidade e da integralidade no SUS","Fortes, Paulo Antonio de Carvalho","Revista de Saúde Pública; 43(6); 1054-1058","Revista de Saúde Pública","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102009000600018&lang=pt" 
"S0482-50042009000600009-scl","Treinamento resistido progressivo nas doenças musculoesqueléticas crônicas","Jorge, Renata Trajano, Souza, Marcelo Cardoso de, Jones, Anamaria, Lombardi Júnior, Império, Jennings, Fábio, Natour, Jamil","Revista Brasileira de Reumatologia; 49(6); 726-734","Revista Brasileira de Reumatologia","Inglês, Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042009000600009&lang=pt" 
"S0482-50042009000600010-scl","Púrpura de Henoch-Schönlein com acometimento incomum de face","Azevedo, Carolina Bassoli de, Villella, Giane Maria Souto, Nicolato, Andréa Magalhães, Carmo, Vânia Maria Pires do, Schlaucher, Sérgio Henrique, Bonfante, Herval de Lacerda","Revista Brasileira de Reumatologia; 49(6); 735-740","Revista Brasileira de Reumatologia","Inglês, Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042009000600010&lang=pt" 
"S0080-62342009000500004-scl","","Queijo, Alda Ferreira, Padilha, Kátia Grillo","Revista da Escola de Enfermagem da USP; 43(spe); 1018-1025","Revista da Escola de Enfermagem da USP","Inglês, Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342009000500004&lang=pt" 
"S0104-12902009000400006-scl","Opções teórico-metodológicas em pesquisas qualitativas: representações sociais e discurso do sujeito coletivo","Duarte, Sebastião Junior Henrique, Mamede, Marli Villela, Andrade, Sônia Maria Oliveira de","Saúde e Sociedade; 18(4); 620-626","Saúde e Sociedade","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-12902009000400006&lang=pt" 
"S0104-12902009000400001-scl","Editorial","Barreto Junior, Irineu Francisco","Saúde e Sociedade; 18(4); 563-564","Saúde e Sociedade","Inglês, Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-12902009000400001&lang=pt" 
"S0104-12902009000400005-scl","Plano Nacional de Saúde e o lugar social em disputa","Guimarães, Raul Borges, Ribeiro, Eduardo Augusto Werneck","Saúde e Sociedade; 18(4); 609-619","Saúde e Sociedade","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-12902009000400005&lang=pt" 
"S0104-12902009000400010-scl","Emprego e acidentes de trabalho na indústria frigorífica em áreas de expansão do agronegócio, Mato Grosso, Brasil","Vasconcellos, Marly de Cerqueira, Pignatti, Marta Gislene, Pignati, Wanderlei Antonio","Saúde e Sociedade; 18(4); 662-672","Saúde e Sociedade","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-12902009000400010&lang=pt" 
"S0104-12902009000400018-scl","Encefalite no litoral paulista: a emergência da epidemia e a reação da mídia impressa","Villela, Edlaine Faria De Moura, Natal, Delsio","Saúde e Sociedade; 18(4); 756-761","Saúde e Sociedade","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-12902009000400018&lang=pt" 
"S0104-12902009000400023-scl","Errata","","Saúde e Sociedade; 18(4); 809-809","Saúde e Sociedade","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-12902009000400023&lang=pt" 
"S0034-75312009000400012-cub","Monitorización del crecimiento:: propuesta de carnés de salud","González Corona, Enrique","Revista Cubana de Pediatría; 81(4); 110-129","Revista Cubana de Pediatría","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75312009000400012&lang=pt" 
"S0212-16112009000600009-esp","G1359A polimorfismo del receptor CB1 endocanabinoide (CNR1) en parámetros antropométricos y riesgo cardiovascular en pacientes con obesidad mórbida","Luis, D. A. de, González Sagrado, M., Aller, R., Izaola, O., Conde, R., Pérez Castrillón, J. L., Romero, E.","Nutrición Hospitalaria; 24(6); 688-692","Nutrición Hospitalaria","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112009000600009&lang=pt" 
"S0212-16112009000600008-esp","Choice of diet in patients with anorexia nervosa","Jáuregui Lobera, I., Bolaños Ríos, P.","Nutrición Hospitalaria; 24(6); 682-687","Nutrición Hospitalaria","Inglês","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112009000600008&lang=pt" 
"S0212-16112009000600015-esp","Voluntades de la población sobre los cuidados y decisiones al final de la vida","Wanden-Berghe, C., Guardiola-Wanden-Berghe, R., Sanz-Valero, J.","Nutrición Hospitalaria; 24(6); 732-737","Nutrición Hospitalaria","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112009000600015&lang=pt" 
"S0120-06902009000400001-col","Por un uso racional de los medicamentos veterinarios","Ramírez Vásquez, Nicolás","Revista Colombiana de Ciencias Pecuarias; 22(4); 589-590","Revista Colombiana de Ciencias Pecuarias","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-06902009000400001&lang=pt" 
"S0120-06902009000400006-col","Estandarización del aislamiento y caracterización de células estromales de decidua y útero murinos","Cadavid, Lina, Ávila, Cristina, Cadavid, Ángela","Revista Colombiana de Ciencias Pecuarias; 22(4); 632-641","Revista Colombiana de Ciencias Pecuarias","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-06902009000400006&lang=pt" 
"S0120-06902009000400002-col","A spreadsheet program for making a balanced Latin Square design","Kim, Beob G, Stein, Hans H","Revista Colombiana de Ciencias Pecuarias; 22(4); 591-596","Revista Colombiana de Ciencias Pecuarias","Inglês","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-06902009000400002&lang=pt" 
"S0120-06902009000400003-col","El papel de la insulina en la regulación de la síntesis de proteínas lácteas en bovinos","Correa C, Héctor J, Echeverri R, Nancy P","Revista Colombiana de Ciencias Pecuarias; 22(4); 597-606","Revista Colombiana de Ciencias Pecuarias","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-06902009000400003&lang=pt" 
"S0120-06902009000400008-col","Diagnóstico de la formación académica del Zootecnista y la relación con su desempeño profesional en el Departamento de Antioquia","Galeano, Luis F, Vélez, Carlos A, Gaviria, Carolina","Revista Colombiana de Ciencias Pecuarias; 22(4); 648-658","Revista Colombiana de Ciencias Pecuarias","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-06902009000400008&lang=pt" 
"S0120-06902009000400009-col","Primer caso de platinosomosis en Colombia: Platynosomum illiciens (Digenea: Dicrocoeliidae) en Felis catus, Turbo, Antioquia","Lenis, Carolina, Navarro, J. Fernando, Velez, Imelda","Revista Colombiana de Ciencias Pecuarias; 22(4); 659-663","Revista Colombiana de Ciencias Pecuarias","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-06902009000400009&lang=pt" 
"S0120-06902009000400007-col","Crecimiento de hembras cruzadas en el trópico colombiano","Ramírez, Edison J, Cerón Muñoz, Mario F, Herrera, Ana C, Vergara, Oscar D, Arboleda, Elkin M, Restrepo L, Luis F","Revista Colombiana de Ciencias Pecuarias; 22(4); 642-647","Revista Colombiana de Ciencias Pecuarias","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-06902009000400007&lang=pt" 
"S0120-06902009000400004-col","Alimento vivo enriquecido con ácidos grasos para el desarrollo larvario de peces","Rivera, Carlos M, Botero, Mónica","Revista Colombiana de Ciencias Pecuarias; 22(4); 607-618","Revista Colombiana de Ciencias Pecuarias","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-06902009000400004&lang=pt" 
"S0120-06902009000400005-col","Interacción de los suelos sulfatados ácidos con el agua y sus efectos en la sobrevivencia del bocachico (Prochilodus magdalenae) en cultivo","Pardo Carrasco, Sandra C, Suárez Mahecha, Héctor, Pertuz Buelvas, Vicente M","Revista Colombiana de Ciencias Pecuarias; 22(4); 619-631","Revista Colombiana de Ciencias Pecuarias","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-06902009000400005&lang=pt" 
"S0120-62302009000400008-col","Fenomenología de la esterilización de alimentos líquidos enlatados","Gloria Martínez, Juan Alvarado, Navarrete, José, Botello, Enrique, Calderón, Mario, Jiménez, Hugo","Revista Facultad de Ingeniería Universidad de Antioquia; (50); 87-98","Revista Facultad de Ingeniería Universidad de Antioquia","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302009000400008&lang=pt" 
"S0120-62302009000400009-col","Prototipo de sistema en lazo cerrado para administración de anestesia intravenosa","Ruiz Rada, Jorge Andrés, Fernández, Juan Manuel, Hernández Valdivieso, Alher Mauricio","Revista Facultad de Ingeniería Universidad de Antioquia; (50); 99-110","Revista Facultad de Ingeniería Universidad de Antioquia","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302009000400009&lang=pt" 
"S0120-62302009000400002-col","Evaluación de la influencia del cobre y el níquel en la cinética de corrosión de los aceros autoprotectores por espectroscopía de impedancia in situ y ex situ","Castaño, Johanna, Restrepo, Iván, Calderón, Jorge, Morales, Álvaro, Echavarría, Alejandro","Revista Facultad de Ingeniería Universidad de Antioquia; (50); 17-30","Revista Facultad de Ingeniería Universidad de Antioquia","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302009000400002&lang=pt" 
"S0120-62302009000400003-col","Interacción punta-muestra dieléctrica en microscopía de fuerza electrostática","Gómez, Ariel, Ávila, Alba Graciela, Massy, Gergory Ibrahim","Revista Facultad de Ingeniería Universidad de Antioquia; (50); 31-40","Revista Facultad de Ingeniería Universidad de Antioquia","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302009000400003&lang=pt" 
"S0120-62302009000400001-col","Effects of the synthetic method on the particle size and purity of magnetite","Jaramillo Tabares, Beatriz, Zuleta Gil, Alejandro Alberto, Jaramillo Isaza, Franklin","Revista Facultad de Ingeniería Universidad de Antioquia; (50); 9-16","Revista Facultad de Ingeniería Universidad de Antioquia","Inglês","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302009000400001&lang=pt" 
"S0120-62302009000400006-col","Análisis de metodologías geoestadísticas alternativas en la modelación del acuífero Morroa (Sucre-Colombia)","Pérez García, Aníbal, Obregón Neira, Nelson, García Cabrejo, Oscar","Revista Facultad de Ingeniería Universidad de Antioquia; (50); 63-76","Revista Facultad de Ingeniería Universidad de Antioquia","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302009000400006&lang=pt" 
"S0120-62302009000400007-col","Discusión de operadores involucrados en un proceso de calibración mediante algoritmos genéticos para un modelo de calidad del agua de corrientes superficiales trabajando con la herramienta Qual2Kw","Vera Puerto, Ismael Leonardo, Lara Borrero, Jaime Andrés","Revista Facultad de Ingeniería Universidad de Antioquia; (50); 77-86","Revista Facultad de Ingeniería Universidad de Antioquia","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302009000400007&lang=pt" 
"S0120-62302009000400004-col","Clasificación de la agresividad atmosférica en Colombia mediante métodos estadísticos multivariados","Delgado, Juan, Castaño, Juan Guillermo, Correa, Esteban, Restrepo, Alex, Echeverría, Félix","Revista Facultad de Ingeniería Universidad de Antioquia; (50); 41-50","Revista Facultad de Ingeniería Universidad de Antioquia","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302009000400004&lang=pt" 
"S0120-62302009000400005-col","Influencia de la composición fásica de la capa de barniz impermeabilizante de electrodos rutílicos sobre la porosidad en la soldadura subacuática mojada","Queiroz, Alexandre, Caires Pereira, Ezequiel, Perdomo, Lorenzo, Quintana, Rafael","Revista Facultad de Ingeniería Universidad de Antioquia; (50); 63-76","Revista Facultad de Ingeniería Universidad de Antioquia","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302009000400005&lang=pt" 
"S0004-28032009000400004-scl","Celiac disease in Brazilian patients: associations, complications and causes of death. Forty years of clinical experience","Kotze, Lorete Maria da Silva","Arquivos de Gastroenterologia; 46(4); 261-269","Arquivos de Gastroenterologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032009000400004&lang=pt" 
"S0004-28032009000400007-scl","Gender differences in proximal esophageal contractions","Dantas, Roberto Oliveira, Alves, Leda Maria Tavares, Cassiani, Rachel de Aguiar","Arquivos de Gastroenterologia; 46(4); 284-287","Arquivos de Gastroenterologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032009000400007&lang=pt" 
"S0004-28032009000400008-scl","Colonic carcinoid tumors: a clinicopathologic study of 23 patients from a single institution","Waisberg, Daniel Reis, Fava, Antonio Sergio, Martins, Lourdes Conceição, Matos, Leandro Luongo, Franco, Maria Isete Fares, Waisberg, Jaques","Arquivos de Gastroenterologia; 46(4); 288-293","Arquivos de Gastroenterologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032009000400008&lang=pt" 
"S0004-28032009000400010-scl","Fibrin glue in the management of complex anal fistula","Damin, Daniel C., Rosito, Mário A., Contu, Paulo C., Tarta, Cláudio","Arquivos de Gastroenterologia; 46(4); 300-303","Arquivos de Gastroenterologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032009000400010&lang=pt" 
"S0004-28032009000400011-scl","Paired comparison between water and nutrient drink tests in healthy volunteers","Papadopoulos, Vasileios, Fragaki, Maria, Mimidis, Konstantinos","Arquivos de Gastroenterologia; 46(4); 304-310","Arquivos de Gastroenterologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032009000400011&lang=pt" 
"S0004-28032009000400012-scl","Incidence of tracheal aspiration in tracheotomized patients in use of mechanical ventilation","Simão, Mariana de Almeida, Alacid, Camila Albuquerque Nobre, Rodrigues, Katia Alonso, Albuquerque, Christiane, Furkim, Ana Maria","Arquivos de Gastroenterologia; 46(4); 311-314","Arquivos de Gastroenterologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032009000400012&lang=pt" 
"S0004-28032009000400014-scl","Efeitos cardiorrespiratórios frente à posição do corpo em recém-nascidos pré-termo submetidos ao aumento do volume gástrico","Pádua, Gisley de, Martinez, Edson Zangiacomi, Brunherotti, Marisa Afonso de Andrade","Arquivos de Gastroenterologia; 46(4); 321-327","Arquivos de Gastroenterologia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032009000400014&lang=pt" 
"S0004-28032009000400016-scl","Study of rat hepatocytes in primary culture submitted to hypoxia and reoxygenation: action of the cytoprotectors prostaglandin E1, superoxide dismutase, allopurinol and verapamil","Andrade Jr., Dahir Ramos de, Andrade, Dahir Ramos de, Santos, Sânia Alves dos","Arquivos de Gastroenterologia; 46(4); 333-340","Arquivos de Gastroenterologia","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032009000400016&lang=pt" 
"S1808-18512009000400005-scl","Avaliação radiográfica da descompensação do tronco após artrodese seletiva torácica em portadores de escoliose idiopática do adolescente King II (Lenke B e C)","Avanzi, Osmar, Landim, Elcio, Meves, Robert, Cafaro, Maria Fernanda Silber, Umeta, Ricardo Shigueaki Galhego, Kruppa, Jose Thiago Portella","Coluna/Columna; 8(4); 376-380","Coluna/Columna","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-18512009000400005&lang=pt" 
"S1808-18512009000400008-scl","Estudo prospectivo de avaliação de dor e incapacidade de pacientes operados de estenose de canal lombar com seguimento mínimo de dois anos","Valesin Filho, Edgar Santiago, Ueno, Fabricio Hidetoshi, Cabral, Luciano Temporal Borges, Yonezaki, Adriano Masayuki, Nicolau, Rodrigo Junqueira, Rodrigues, Luciano Miller Reis","Coluna/Columna; 8(4); 390-394","Coluna/Columna","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-18512009000400008&lang=pt" 
"S1808-18512009000400009-scl","Avaliação epidemiológica das fraturas da coluna torácica e lombar dos pacientes atendidos no Serviço de Ortopedia e Traumatologia do Hospital Getúlio Vargas em Recife/PE","Pereira, André Flávio Freire, Portela, Luiz Eduardo Duque, Lima, Guilherme Didier de Andrade, Carneiro, Wagner Cabral Gomes, Ferreira, Marcus André Costa, Rangel, Túlio Albuquerque de Moura, Santos, Ricardo Barreto Monteiro dos","Coluna/Columna; 8(4); 395-400","Coluna/Columna","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-18512009000400009&lang=pt" 
"S1808-18512009000400013-scl","Quantas medidas de pressões respiratórias são necessárias para se obterem medidas máximas em pacientes com tetraplegia?","Gastaldi, Ada Clarice, Freitas Filho, Getúlio Antonio de, Pereira, Ana Paula Manfio, Silveira, Janne Marques","Coluna/Columna; 8(4); 417-422","Coluna/Columna","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-18512009000400013&lang=pt" 
"S1808-18512009000400015-scl","Overexpression of metallothioneins, stem cell niches and field cancerization in experimental gliomagenesis","Silva, Julio César Fernandes da, Cardoso, Vinicius Kanen, Turatti, Aline, Ribeiro-Silva, Alfredo, Herrero, Carlos Fernando Pereira da Silva, Garcia, Sergio Britto","Coluna/Columna; 8(4); 428-433","Coluna/Columna","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-18512009000400015&lang=pt" 
"S1808-18512009000400016-scl","The clinical and laboratorial evaluation of transdermal ketamine, fentanyl, clonidine or their combination in chronic low back pain","Lauretti, Gabriela Rocha, Matsumoto, Márcio, Mattos, Anita Leocádia de, Lanchote, Vera, Pereira, Newton Lindolfo","Coluna/Columna; 8(4); 434-440","Coluna/Columna","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-18512009000400016&lang=pt" 
"S1808-18512009000400017-scl","O trauma raquimedular","Del Bel, Elaine A, Silva, Célia A da, Mladinic, Miranda","Coluna/Columna; 8(4); 441-449","Coluna/Columna","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-18512009000400017&lang=pt" 
"S0036-46652009000600007-scl","Fungus ball in HIV-infected patients","Guazzelli, Luciana Silva, Unis, Gisela, Xavier, Melissa Orzechowski, Severo, Cecília Bittencourt, Picon, Pedro Dornelles, Severo, Luiz Carlos","Revista do Instituto de Medicina Tropical de São Paulo; 51(6); 345-348","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652009000600007&lang=pt" 
"S1850-275X2009000200001-arg","Miradas antropológicas de la ciudad: desafíos y nuevos problemas","Lacarrieu, Mónica, Carman, María, Girola, María Florencia","Cuadernos de antropología social; (30); 07-16","Cuadernos de antropología social","Espanhol","2009","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-275X2009000200001&lang=pt" 
"S1850-275X2009000200002-arg","Cerrando y reabriendo el espacio público en la ciudad latinoamericana","Low, Setha M.","Cuadernos de antropología social; (30); 17-38","Cuadernos de antropología social","Espanhol","2009","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-275X2009000200002&lang=pt" 
"S1850-275X2009000200003-arg","La ciudad de los sonidos: Una heurística de la sensibilidad en los paisajes urbanos contemporáneos","Fortuna, Carlos","Cuadernos de antropología social; (30); 39-58","Cuadernos de antropología social","Espanhol","2009","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-275X2009000200003&lang=pt" 
"S1850-275X2009000200004-arg","Las creencias en el asfalto: La sacralización como una forma de apropiación del espacio público en la ciudad de México","Portal, María Ana","Cuadernos de antropología social; (30); 59-75","Cuadernos de antropología social","Espanhol","2009","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-275X2009000200004&lang=pt" 
"S1850-275X2009000200005-arg","Tendencias y retos recientes en tres metrópolis mexicanas: ciudad de México, Guadalajara y Monterrey","Ramírez Sáiz, Juan Manuel, Safa Barraza, Patricia","Cuadernos de antropología social; (30); 77-92","Cuadernos de antropología social","Espanhol","2009","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-275X2009000200005&lang=pt" 
"S1850-275X2009000200006-arg","El candombe (uruguayo) en Buenos Aires: (Proponiendo) Nuevos imaginarios urbanos en la ciudad &quot;blanca&quot;","Frigerio, Alejandro, Lamborghini, Eva","Cuadernos de antropología social; (30); 93-118","Cuadernos de antropología social","Espanhol","2009","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-275X2009000200006&lang=pt" 
