"S1130-01082008000100008-esp","Metástasis adrenal de carcinoma pulmonar","Rodríguez-Hermosa, J. I., Roig, J., Ortuño, P., Quiles, A. M., Recasens, M., Codina-Cazador, A.","Revista Española de Enfermedades Digestivas; 100(1); 45-46","Revista Española de Enfermedades Digestivas","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082008000100008&lang=pt" 
"S0870-83122008000100005-prt","Resisting metal fatigue in aeroengines, surface damage and surface treatments","Byrne, Jim, Cláudio, Ricardo A., Burgess, Andrew","Ciência &amp; Tecnologia dos Materiais; 20(1-2); 30-39","Ciência &amp; Tecnologia dos Materiais","Inglês","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-83122008000100005&lang=pt" 
"S0870-83122008000100006-prt","Simulation of delamination growth under high cycle fatigue using cohesive zone models","Camanho, Pedro P., Turon, Albert, Costa, Josep","Ciência &amp; Tecnologia dos Materiais; 20(1-2); 40-44","Ciência &amp; Tecnologia dos Materiais","Inglês","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-83122008000100006&lang=pt" 
"S0870-83122008000100007-prt","Bearing properties of portuguese pine wood beneath a laterally loaded dowel","Santos, C.L., Jesus, A.M.P. de, Morais, J.J.L., Lousada, J.L.P.C.","Ciência &amp; Tecnologia dos Materiais; 20(1-2); 45-51","Ciência &amp; Tecnologia dos Materiais","Inglês","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-83122008000100007&lang=pt" 
"S0870-83122008000100008-prt","Fracture behaviour of a new submicron grained cemented carbide","Oliveira, F.A. Costa, Lopes, A.C., Fernandes, J. Cruz, Sacramento, J., Valente, M.A.","Ciência &amp; Tecnologia dos Materiais; 20(1-2); 52-59","Ciência &amp; Tecnologia dos Materiais","Inglês","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-83122008000100008&lang=pt" 
"S0870-83122008000100009-prt","Influence of loading sequence and stress ratio on Fatigue damage accumulation of a structural component","Pereira, Hélder F. S. G., Jesus, Abílio M.P. de, Ribeiro, Alfredo S., Fernandes, António A.","Ciência &amp; Tecnologia dos Materiais; 20(1-2); 60-67","Ciência &amp; Tecnologia dos Materiais","Inglês","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-83122008000100009&lang=pt" 
"S0870-83122008000100011-prt","Characterisation of stress concentration features in the a+ b titanium alloys","Evans, W.J., Davies, D., Whittaker, M.T.","Ciência &amp; Tecnologia dos Materiais; 20(1-2); 75-80","Ciência &amp; Tecnologia dos Materiais","Inglês","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-83122008000100011&lang=pt" 
"S0870-83122008000100013-prt","Fatigue behaviour of a structural steel under non-proportional multiaxial loading","Reis, Luís, Li, Bin, Freitas, Manuel de","Ciência &amp; Tecnologia dos Materiais; 20(1-2); 87-91","Ciência &amp; Tecnologia dos Materiais","Inglês","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-83122008000100013&lang=pt" 
"S0870-83122008000100014-prt","Effect of relative displacement and normal contact load on fretting fatigue behaviour of ti6al4v alloy","Buciumeanu, M., Miranda, A.S, Silva, F.S.","Ciência &amp; Tecnologia dos Materiais; 20(1-2); 92-98","Ciência &amp; Tecnologia dos Materiais","Inglês","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-83122008000100014&lang=pt" 
"S0870-83122008000100015-prt","Fatigue life prediction of shot peened components","Cláudio, R.A., Silva, J.M., Branco, C.M., Byrne, J.","Ciência &amp; Tecnologia dos Materiais; 20(1-2); 99-105","Ciência &amp; Tecnologia dos Materiais","Inglês","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-83122008000100015&lang=pt" 
"S0870-83122008000100016-prt","Analytical and numerical modelling of plasticity-induced fatigue crack closure near cold-expanded holes in aircraft structures","Matos, Paulo F. P. de, Nowell, David","Ciência &amp; Tecnologia dos Materiais; 20(1-2); 106-113","Ciência &amp; Tecnologia dos Materiais","Inglês","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-83122008000100016&lang=pt" 
"S0870-83122008000100017-prt","Residual stress measurement using the contour and the sectioning methods in a mig weld: Effects on the stress intensity factor","Richter-Trummer, Valentin, Tavares, Sérgio M. O., Moreira, Pedro M. G. P., Figueiredo, Miguel A. V. de, Castro, Paulo M. S. T. de","Ciência &amp; Tecnologia dos Materiais; 20(1-2); 114-119","Ciência &amp; Tecnologia dos Materiais","Inglês","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-83122008000100017&lang=pt" 
"S0870-83122008000100018-prt","Influence of graphite nodules on fatigue limit of nodular cast iron","Costa, N., Machado, N., Silva, F. S.","Ciência &amp; Tecnologia dos Materiais; 20(1-2); 120-127","Ciência &amp; Tecnologia dos Materiais","Inglês","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-83122008000100018&lang=pt" 
"S0870-83122008000100019-prt","Steel fasteners failure by hydrogen embrittlement","Ferraz, M. Teresa, Oliveira, Manuela","Ciência &amp; Tecnologia dos Materiais; 20(1-2); 128-133","Ciência &amp; Tecnologia dos Materiais","Inglês","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-83122008000100019&lang=pt" 
"S0870-83122008000100020-prt","Structural details in lightweight aluminium crafts: Ways of improving structural reliability by applying “safe life” vs. “fail safe” principles","Matias, Carlos, Silva, Paulo P., Martins, Rui F.","Ciência &amp; Tecnologia dos Materiais; 20(1-2); 134-144","Ciência &amp; Tecnologia dos Materiais","Inglês","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-83122008000100020&lang=pt" 
"S0870-11642008000100001-prt","Caracterização por Espectroscopia Fotoelectrónica de Raios X (XPS) de filmes de polipirrole em cobre","Cascalheira, A. C., Abrantes, L. M.","Corrosão e Protecção de Materiais; 27(1); 6-14","Corrosão e Protecção de Materiais","Português","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-11642008000100001&lang=pt" 
"S0870-11642008000100002-prt","Performance of conductive pre-primers applied on galvanized steel sheets for automotive bodies","Santos, D., Raminhos, H., Costa, M., Diamantino, T., Goodwin, F.","Corrosão e Protecção de Materiais; 27(1); 15-21","Corrosão e Protecção de Materiais","Inglês","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-11642008000100002&lang=pt" 
"S0252-82742008000100004-ven","Nuevos registros de Herposiphonia Parca y H. Arcuata (Rhodomelaceae, Rhodophyta), para la costa de Venezuela","Garcia, Mayra, Gil, Nelson, Gomez, Santiago","Ernstia; 18(1); 059-071","Ernstia","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0252-82742008000100004&lang=pt" 
"S0252-82742008000100005-ven","Morfoanatomia de organos vegetativos aereos en Desmoncus Orthacanthos Mart. (Arecaceae, Arecoideae)","Guevara, Lorena, Garzon, Paola","Ernstia; 18(1); 071-088","Ernstia","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0252-82742008000100005&lang=pt" 
"S0252-82742008000100006-ven","Efecto de la salinizacion con NaCl o Na2SO4 sobre la anatomia foliar en dos genotipos de caña de azucar (Saccharum spp.) con tolerancia salina diferencial","Garcia, Marina, Jauregui, Damelis","Ernstia; 18(1); 089-105","Ernstia","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0252-82742008000100006&lang=pt" 
"S0252-82742008000100001-ven","Cordyceps Venezuelensis Mains (Hypocreales, Clavicipitaceae) sobre Lepidoptera en Venezuela","Caruso, Denisse, Rojas, Thamara","Ernstia; 18(1); 001-006","Ernstia","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0252-82742008000100001&lang=pt" 
"S0252-82742008000100002-ven","Revisión taxonómica del género Waltheria L. (Sterculiaceae) en Venezuela","Baudilio Rondón, José","Ernstia; 18(1); 007-036","Ernstia","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0252-82742008000100002&lang=pt" 
"S0252-82742008000100003-ven","Briofitas del área recreativa del Jardín Botánico de Caracas","Morales, Thalia, Moreno, Efraín, García, Mayra","Ernstia; 18(1); 037-058","Ernstia","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0252-82742008000100003&lang=pt" 
"S0870-83122008000100010-prt","Micro-and macro-analysis of the fatigue crack growth in pearlitic steels","Toribio, Jesús, González, Beatriz, Matos, Juan-Carlos","Ciência &amp; Tecnologia dos Materiais; 20(1-2); 68-74","Ciência &amp; Tecnologia dos Materiais","Inglês","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-83122008000100010&lang=pt" 
"S0870-83122008000100012-prt","Obtaining the cohesive laws of a trapezoidal mixed-mode damage model using an inverse method","Campilho, Raul D.S.G., Moura, Marcelo F.S.F. de, Ramantani, Dimitra A., Gonçalves, João P.M.","Ciência &amp; Tecnologia dos Materiais; 20(1-2); 81-86","Ciência &amp; Tecnologia dos Materiais","Inglês","2008","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-83122008000100012&lang=pt" 
"S0365-66912008000100009-esp","Suero autólogo en patología ocular por hipovitaminosis","Bosch-Valero, J., Martín-Aviá, J., Sierra-Barreras, J., Rodríguez-Marco, A., Cristóbal-Bescós, J.A.","Archivos de la Sociedad Española de Oftalmología; 83(1); 45-48","Archivos de la Sociedad Española de Oftalmología","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912008000100009&lang=pt" 
"S0365-66912008000100010-esp","Toxocariasis ocular: A propósito de un caso","Gómez, L., Rueda, T., Pulido, C., Sánchez-Román, J.","Archivos de la Sociedad Española de Oftalmología; 83(1); 49-52","Archivos de la Sociedad Española de Oftalmología","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912008000100010&lang=pt" 
"S0365-66912008000100015-esp","Farmacología Ocular","Vila Arteaga, Jorge","Archivos de la Sociedad Española de Oftalmología; 83(1); 69-70","Archivos de la Sociedad Española de Oftalmología","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912008000100015&lang=pt" 
"S0365-66912008000100006-esp","Variabilidad inerobservador en el diagnóstico y clasificación de la retinopatía diabética mediante biomicroscopía","Molina-Fernández, E., Valero-Moll, M.S., Pedregal-González, M., Díaz-Rodríguez, E., Sánchez-Ramos, J.L., Soriano-Villegas, J.M.","Archivos de la Sociedad Española de Oftalmología; 83(1); 23-27","Archivos de la Sociedad Española de Oftalmología","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912008000100006&lang=pt" 
"S0365-66912008000100012-esp","Utilización de la tomografía óptica de coherencia en neuropatías ópticas hereditarias: Descripción de una familia","Sánchez-Tocino, H., De-Andrés-Santos, A., Pascual-González, P., Sanchidrián-Mayo, M.","Archivos de la Sociedad Española de Oftalmología; 83(1); 57-62","Archivos de la Sociedad Española de Oftalmología","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912008000100012&lang=pt" 
"S0365-66912008000100007-esp","Síndrome de Aicardi: variabilidad fenotípica y factores pronósticos","Galdós, M., Martínez, R., Prats, J.M.","Archivos de la Sociedad Española de Oftalmología; 83(1); 29-35","Archivos de la Sociedad Española de Oftalmología","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912008000100007&lang=pt" 
"S0365-66912008000100005-esp","Resultados a medio plazo de los dispositivos de drenaje para glacuoma","Merino-de-Palacios, C., Gutiérrez-Díaz, E., Chacón-Garcés, A., Montero-Rodríguez, M., Mencía-Gutiérrez, E.","Archivos de la Sociedad Española de Oftalmología; 83(1); 15-22","Archivos de la Sociedad Española de Oftalmología","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912008000100005&lang=pt" 
"S0365-66912008000100008-esp","Estudio de los mecanismos de apoptosis y mitosis en el globo ocular: Modelo experimental del síndrome tóxico gestacional","Pons-Vázquez, S., Vila-Bou, V., Zanon-Moreno, V., Iborra, F.J., Gallego-Pinazo, R., Melo, P.M., García-Medina, J.J., Pinazo-Durán, M.D.","Archivos de la Sociedad Española de Oftalmología; 83(1); 37-43","Archivos de la Sociedad Española de Oftalmología","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912008000100008&lang=pt" 
"S0365-66912008000100013-esp","Cuestiones oftalmológicas en la obra de Feijoo (I)","Sampedro, A., Barbón García, J.J.","Archivos de la Sociedad Española de Oftalmología; 83(1); 63-65","Archivos de la Sociedad Española de Oftalmología","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912008000100013&lang=pt" 
"S0365-66912008000100003-esp","Lentes de contacto y cálculo de lente intraocular: sorpresa refractiva usando el método biométrico de no contacto IOLMaster","Díaz-Llopis, M., García-Delpech, S., Quijada, A., Salom, D., Udaondo, P.","Archivos de la Sociedad Española de Oftalmología; 83(1); 7-7","Archivos de la Sociedad Española de Oftalmología","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912008000100003&lang=pt" 
"S0365-66912008000100001-esp","Los nuevos retos de las ONGs españolas para la prevención de la ceguera","Yangüela-Rodilla, J.","Archivos de la Sociedad Española de Oftalmología; 83(1); 1-2","Archivos de la Sociedad Española de Oftalmología","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912008000100001&lang=pt" 
"S0365-66912008000100014-esp","La agnosia visuoespacial de la pintora Charley Toorop (1891-1955)","Mir Fullana, F.","Archivos de la Sociedad Española de Oftalmología; 83(1); 67-68","Archivos de la Sociedad Española de Oftalmología","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912008000100014&lang=pt" 
"S1020-49892008000100001-spa","Is magnification necessary to confirm visual inspection of cervical abnormalities? A randomized trial in Peru","Winkler, Jennifer L., Lewis, Kristen, Del Aguila, Roberto, Gonzales, Miguel, Delgado, José Manuel, Tsu, Vivien D., Sellors, John W.","Revista Panamericana de Salud Pública; 23(1); 1-6","Revista Panamericana de Salud Pública","Inglês","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892008000100001&lang=pt" 
"S0365-66912008000100002-esp","Ojo seco y su implicación en la función visual","Dodru, M., Kaido, M., Matsumoto, Y., Tsubota, K.","Archivos de la Sociedad Española de Oftalmología; 83(1); 3-6","Archivos de la Sociedad Española de Oftalmología","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912008000100002&lang=pt" 
"S1020-49892008000100009-spa","Medicamentos contra la obesidad y el sobrepeso: resultados de un metaanálisis","","Revista Panamericana de Salud Pública; 23(1); 68-69","Revista Panamericana de Salud Pública","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892008000100009&lang=pt" 
"S1020-49892008000100010-spa","Características de la malaria por Plasmodium falciparum y P. vivax en la Amazonía brasileña","","Revista Panamericana de Salud Pública; 23(1); 69-70","Revista Panamericana de Salud Pública","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892008000100010&lang=pt" 
"S1020-49892008000100012-spa","Asociación entre el sobrepeso en la infancia y el riesgo de cardiopatía coronaria en la adultez","","Revista Panamericana de Salud Pública; 23(1); 71-72","Revista Panamericana de Salud Pública","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892008000100012&lang=pt" 
"S1020-49892008000100011-spa","Patrones y factores de predicción de la recurrencia de accidentes isquémicos transitorios","","Revista Panamericana de Salud Pública; 23(1); 70-71","Revista Panamericana de Salud Pública","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892008000100011&lang=pt" 
"S0365-66912008000100011-esp","Inyección intravítrea de Bevacizumab (Avastin®) para profileración angiomatosa retiniana","Amselem, L., Díaz-Lllopis, M., Cervera, E., García-Delpech, S., Moratal-Peiro, B., Palomares, P.","Archivos de la Sociedad Española de Oftalmología; 83(1); 53-55","Archivos de la Sociedad Española de Oftalmología","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912008000100011&lang=pt" 
"S0365-66912008000100004-esp","Terapia fotodinámica en coriorretinopatía serosa central crónica severa","Reche-Frutos, J., Calvo-González, C., Donate-López, J., Sáenz-Francés-San-Baldomero, F., Cerván-López, I., García-Feijoó, J., García-Sánchez, J.","Archivos de la Sociedad Española de Oftalmología; 83(1); 9-13","Archivos de la Sociedad Española de Oftalmología","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912008000100004&lang=pt" 
"S1020-49892008000100002-spa","Confirmación de un modelo explicativo del estrés y de los síntomas psicosomáticos mediante ecuaciones estructurales","González Ramírez, Mónica Teresa, Landero Hernández, René","Revista Panamericana de Salud Pública; 23(1); 7-18","Revista Panamericana de Salud Pública","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892008000100002&lang=pt" 
"S1020-49892008000100003-spa","Aspectos dietéticos das refeições oferecidas por empresas participantes do Programa de Alimentação do Trabalhador na Cidade de São Paulo, Brasil","Geraldo, Ana Paula Gines, Bandoni, Daniel Henrique, Jaime, Patrícia Constante","Revista Panamericana de Salud Pública; 23(1); 19-25","Revista Panamericana de Salud Pública","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892008000100003&lang=pt" 
"S1020-49892008000100004-spa","Internalizing stigma associated with mental illness: findings from a general population survey in Jamaica","Gibson, Roger Carl, Abel, Wendel Dwight, White, Sharon, Hickling, Frederick William","Revista Panamericana de Salud Pública; 23(1); 26-33","Revista Panamericana de Salud Pública","Inglês","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892008000100004&lang=pt" 
"S1020-49892008000100005-spa","Drug utilization and polypharmacy among the elderly: a survey in Rio de Janeiro City, Brazil","Rozenfeld, Suely, Fonseca, Maria J. M., Acurcio, Francisco A.","Revista Panamericana de Salud Pública; 23(1); 34-43","Revista Panamericana de Salud Pública","Inglês","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892008000100005&lang=pt" 
"S1020-49892008000100006-spa","Dispareunia en mujeres después del parto: estudio de casos y controles en un hospital de Acapulco, México","Solana-Arellano, Elvia, Villegas-Arrizón, Ascencio, Legorreta-Soberanis, José, Cárdenas-Turanzas, Marylou, de la Cruz, José Enzaldo, Andersson, Neil","Revista Panamericana de Salud Pública; 23(1); 44-51","Revista Panamericana de Salud Pública","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892008000100006&lang=pt" 
"S1020-49892008000100007-spa","A produção acadêmica sobre a rotulagem de alimentos no Brasil","Câmara, Maria Clara Coelho, Marinho, Carmem Luisa Cabral, Guilam, Maria Cristina, Braga, Ana Maria Cheble Bahia","Revista Panamericana de Salud Pública; 23(1); 52-58","Revista Panamericana de Salud Pública","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892008000100007&lang=pt" 
"S1020-49892008000100008-spa","Economía de los medicamentos genéricos en América Latina","Tobar, Federico","Revista Panamericana de Salud Pública; 23(1); 59-67","Revista Panamericana de Salud Pública","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892008000100008&lang=pt" 
"S1516-31802008000100002-scl","Risk factors associated with developmental abnormalities among high-risk children attended at a multidisciplinary clinic","Resegue, Rosa, Puccini, Rosana Fiorini, Silva, Edina Mariko Koga da","Sao Paulo Medical Journal; 126(1); 4-10","Sao Paulo Medical Journal","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31802008000100002&lang=pt" 
"S1516-31802008000100003-scl","Postoperative study of vital capacity and ventilation measurements following elective craniotomy","Sogame, Luciana Carrupt Machado, Faresin, Sonia Maria, Vidotto, Milena Carlos, Jardim, José Roberto","Sao Paulo Medical Journal; 126(1); 11-16","Sao Paulo Medical Journal","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31802008000100003&lang=pt" 
"S1516-31802008000100004-scl","Recurrence of cervical intraepithelial neoplasia grades 2 or 3 in HIV-infected women treated by large loop excision of the transformation zone (LLETZ)","Russomano, Fábio, Reis, Aldo, Camargo, Maria José, Grinsztejn, Beatriz, Tristão, Maria Aparecida","Sao Paulo Medical Journal; 126(1); 17-22","Sao Paulo Medical Journal","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31802008000100004&lang=pt" 
"S1516-31802008000100005-scl","Accuracy study on &quot;Osteorisk&quot;: a new osteoporosis screening clinical tool for women over 50 years old","Steiner, Marcelo Luis, Fernandes, César Eduardo, Strufaldi, Rodolfo, Azevedo, Lucia Helena de, Stephan, Cristina, Pompei, Luciano Melo, Peixoto, Sérgio","Sao Paulo Medical Journal; 126(1); 23-28","Sao Paulo Medical Journal","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31802008000100005&lang=pt" 
"S1516-31802008000100006-scl","Relationship between stuttering severity in children and their mothers’ speaking rate","Dehqan, Ali, Bakhtiar, Mehdi, Panahi, Sadegh Seif, Ashayeri, Hassan","Sao Paulo Medical Journal; 126(1); 29-33","Sao Paulo Medical Journal","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31802008000100006&lang=pt" 
"S1516-31802008000100008-scl","Cutaneous melanoma: descriptive epidemiological study","Ferrari Júnior, Nelson Marcos, Muller, Helena, Ribeiro, Manoel, Maia, Marcus, Sanches Júnior, José Antonio","Sao Paulo Medical Journal; 126(1); 41-47","Sao Paulo Medical Journal","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31802008000100008&lang=pt" 
"S1516-31802008000100009-scl","Sudden infant death syndrome in Brazil: fact or fancy?","Woida, Francesca Maia, Saggioro, Fabiano Pinto, Ferro, Maria Alice Rossato, Peres, Luiz Cesar","Sao Paulo Medical Journal; 126(1); 48-51","Sao Paulo Medical Journal","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31802008000100009&lang=pt" 
"S1516-31802008000100010-scl","Diagnosis and treatment of polycythemia vera: Brazilian experience from a single institution","Linardi, Camila da Cruz Gouveia, Pracchia, Luís Fernando, Buccheri, Valeria","Sao Paulo Medical Journal; 126(1); 52-57","Sao Paulo Medical Journal","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31802008000100010&lang=pt" 
"S1516-31802008000100011-scl","Demographics and complaints of university students who sought help at a campus mental health service between 1987 and 2004","Oliveira, Maria Lilian Coelho de, Dantas, Clarissa de Rosalmeida, Azevedo, Renata Cruz Soares de, Banzato, Cláudio Eduardo Muller","Sao Paulo Medical Journal; 126(1); 58-62","Sao Paulo Medical Journal","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31802008000100011&lang=pt" 
"S0100-879X2008000100005-scl","Niemann-Pick type C1 protein influences the delivery of cholesterol to the SREBP: SCAP complex","Guo, Y.J., Li, W.H., Wu, R., Xie, Q., Zhang, Z.H., Cui, L.Q.","Brazilian Journal of Medical and Biological Research; 41(1); 26-33","Brazilian Journal of Medical and Biological Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2008000100005&lang=pt" 
"S0100-879X2008000100004-scl","Purification, partial characterization and role in lipid transport to developing oocytes of a novel lipophorin from the cowpea weevil, Callosobruchus maculatus","Ximenes, A.A, Oliveira, G.A, Bittencourt-Cunha, P, Tomokyo, M, Leite, D.B, Folly, E, Golodne, D.M, Atella, G.C","Brazilian Journal of Medical and Biological Research; 41(1); 18-25","Brazilian Journal of Medical and Biological Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2008000100004&lang=pt" 
"S0100-879X2008000100008-scl","Association between the -174 G/C promoter polymorphism of the interleukin-6 gene and cardiovascular disease risk factors in Brazilian older women","Tonet, A.C, Karnikowski, M, Moraes, C.F, Gomes, L, Karnikowski, M.G.O, Córdova, C, Nóbrega, O.T","Brazilian Journal of Medical and Biological Research; 41(1); 47-53","Brazilian Journal of Medical and Biological Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2008000100008&lang=pt" 
"S0100-879X2008000100011-scl","Effects of cocaine, methamphetamine and modafinil challenge on sleep rebound after paradoxical sleep deprivation in rats","Martins, R.C.S, Andersen, M.L, Shih, M.C, Tufik, S","Brazilian Journal of Medical and Biological Research; 41(1); 68-77","Brazilian Journal of Medical and Biological Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2008000100011&lang=pt" 
"S0100-879X2008000100006-scl","The MTR A2756G polymorphism is associated with an increase of plasma homocysteine concentration in Brazilian individuals with Down syndrome","Biselli, J.M, Goloni-Bertollo, E.M, Haddad, R, Eberlin, M.N, Pavarino-Bertelli, E.C","Brazilian Journal of Medical and Biological Research; 41(1); 34-40","Brazilian Journal of Medical and Biological Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2008000100006&lang=pt" 
"S0100-879X2008000100007-scl","In vitro modulation of alkaline phosphatase activity of Saccharomyces cerevisiae grown in low or high phosphate medium","Fernandes, J, Amorim, R, Azevedo, I, Martins, M.J","Brazilian Journal of Medical and Biological Research; 41(1); 41-46","Brazilian Journal of Medical and Biological Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2008000100007&lang=pt" 
"S0100-879X2008000100012-scl","Sildenafil delays the intestinal transit of a liquid meal in awake rats","Graça, J.R.V, Macedo, G.M, Palheta Jr, R.C, Gondim, F. de A.A, Nogueira, R.O, Correia, J.M, Rola, F.H, Oliveira, R.B, Souza, M.A.N, Santos, A.A","Brazilian Journal of Medical and Biological Research; 41(1); 78-81","Brazilian Journal of Medical and Biological Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2008000100012&lang=pt" 
"S0100-879X2008000100010-scl","Attention in schizophrenia and in epileptic psychosis","Kairalla, I.C.J, Mattos, P.E.L, Hoexter, M.Q, Bressan, R.A, Mari, J.J, Shirakawa, I","Brazilian Journal of Medical and Biological Research; 41(1); 60-67","Brazilian Journal of Medical and Biological Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2008000100010&lang=pt" 
"S0100-879X2008000100009-scl","Differential response to gepirone but not to chlordiazepoxide in malnourished rats subjected to learned helplessness","Camargo, L.M.M, Nascimento, A.B, Almeida, S.S","Brazilian Journal of Medical and Biological Research; 41(1); 54-59","Brazilian Journal of Medical and Biological Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2008000100009&lang=pt" 
"S0100-879X2008000100001-scl","Connections: can the 20th century coronary heart disease epidemic reveal something about the 1918 influenza lethality?","Azambuja, M.I","Brazilian Journal of Medical and Biological Research; 41(1); 1-4","Brazilian Journal of Medical and Biological Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2008000100001&lang=pt" 
