"S1806-11172016000300419-scl","A Teoria de Duffin-Kemmer-Petiau","Cardoso, T.R., Pimentel, B.M.","Revista Brasileira de Ensino de Física; 38(3); -","Revista Brasileira de Ensino de Física","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-11172016000300419&lang=pt" 
"S0864-34662016000300012-spa","La maternidad en madres de 40 años","Martínez-Galiano, Juan Miguel","Revista Cubana de Salud Pública; 42(3); 451-458","Revista Cubana de Salud Pública","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662016000300012&lang=pt" 
"S1646-98952016000300011-prt","Metodología basada en el enfoque de redes y uso del software Gephi: el caso de AIDER en el fortalecimiento del capital social para el Manejo Forestal Comunitario en la cuenca de Aguaytía, Ucayali, Perú","Claudia P. Motta, VG, Marta L. Tostes, V.","RISTI - Revista Ibérica de Sistemas e Tecnologias de Informação; (19); 131-144","RISTI - Revista Ibérica de Sistemas e Tecnologias de Informação","Espanhol","2016","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1646-98952016000300011&lang=pt" 
"S1646-98952016000300008-prt","Associação entre a técnica de análise de conteúdo e os ciclos de codificação: possibilidades a partir do software ATLAS.ti","Vosgerau, Dilmeire Sant’Anna Ramos, Pocrifka, Dagmar Heil, Simonian, Michele","RISTI - Revista Ibérica de Sistemas e Tecnologias de Informação; (19); 93-106","RISTI - Revista Ibérica de Sistemas e Tecnologias de Informação","Português","2016","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1646-98952016000300008&lang=pt" 
"S1888-75462016000300007-esp","Efectos de la suplementación con testosterona sobre el rendimiento en resistencia","Fernández-Díaz, P., Domínguez, R.","Revista Andaluza de Medicina del Deporte; 9(3); 131-137","Revista Andaluza de Medicina del Deporte","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1888-75462016000300007&lang=pt" 
"S1888-75462016000300001-esp","Consumo, características y perfil del consumidor de suplementos nutricionales en gimnasios de Santiago de Chile","Jorquera Aguilera, C., Rodríguez-Rodríguez, F., Torrealba Vieira, M.I., Campos Serrano, J., Gracia Leiva, N.","Revista Andaluza de Medicina del Deporte; 9(3); 99-104","Revista Andaluza de Medicina del Deporte","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1888-75462016000300001&lang=pt" 
"S1888-75462016000300004-esp","Motor and morphological profile of tennis players from 11 to 15 years old","Schluga Filho, J.L., Romanovitch Ribas, M., Oliveira Nogueira, L. de, Andrade, C. de, Fernandes, P., Bassan, J.C.","Revista Andaluza de Medicina del Deporte; 9(3); 114-118","Revista Andaluza de Medicina del Deporte","Inglês","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1888-75462016000300004&lang=pt" 
"S1888-75462016000300003-esp","Ejercicios resistidos, parámetros hematológicos, virológicos y perfil antropométrico en personas que viven con VIH/SIDA","dos Santos, I.K., Azevedo, K.P.M. de, Melo, F.C.M., Maia, U.M.C., Medeiros, H.J. de, Knackfuss, M.I.","Revista Andaluza de Medicina del Deporte; 9(3); 110-113","Revista Andaluza de Medicina del Deporte","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1888-75462016000300003&lang=pt" 
"S1888-75462016000300008-esp","Mutación en el gen KCNH2 y el síndrome de QT largo: a propósito de un caso","Pablo Márquez, B. de, Oliveras Vilà, T., Bisbal van Byley, F., Grange Sobe, I.P.","Revista Andaluza de Medicina del Deporte; 9(3); 138-141","Revista Andaluza de Medicina del Deporte","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1888-75462016000300008&lang=pt" 
"S1888-75462016000300002-esp","Análisis de las lesiones deportivas en jóvenes practicantes de gimnasia rítmica de competición en categoría infantil","Vernetta, M., Montosa, I., López-Bedoya, J.","Revista Andaluza de Medicina del Deporte; 9(3); 105-109","Revista Andaluza de Medicina del Deporte","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1888-75462016000300002&lang=pt" 
"S1888-75462016000300005-esp","Anthropometric measurements usage to control the exercise intensity during the performance of suspension rowing and back squats","Coswig, V.S., Dall&#039;Agnol, C., Vecchio, F.B. Del","Revista Andaluza de Medicina del Deporte; 9(3); 119-123","Revista Andaluza de Medicina del Deporte","Inglês","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1888-75462016000300005&lang=pt" 
"S1888-75462016000300006-esp","Efeito do destreinamento na composição corporal e nas capacidades de salto vertical e velocidade de jovens jogadores da elite do futebol brasileiro","Abad, C., Cuniyochi, R., Kobal, R., Gil, S., Pascoto, K., Nakamura, F., Loturco, I.","Revista Andaluza de Medicina del Deporte; 9(3); 124-130","Revista Andaluza de Medicina del Deporte","Português","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1888-75462016000300006&lang=pt" 
"S1405-74252016000300043-mex","El entorno familiar y el trabajo de niñas y niños de 5 a 11 años. México en dos momentos: 2007 y 2013","Miranda-Juárez, Sarai, Navarrete, Emma Liliana","Papeles de población; 22(89); 43-72","Papeles de población","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-74252016000300043&lang=pt" 
"S0864-34662016000300004-spa","Consumo de drogas y estilo de vida en estudiantes de la facultad de comunicación","Gárciga Ortega, Octavio, Fabelo Roche, Justo Reynaldo, Iglesias More, Serguei, Machado Vásquez, Lázaro Iván","Revista Cubana de Salud Pública; 42(3); 361-374","Revista Cubana de Salud Pública","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662016000300004&lang=pt" 
"S1415-47142016000300500-scl","Introdução a “Contribuições para a sexualidade infantil”, de Moshé Wulff","Gueller, Adela Judith Stoppel de","Revista Latinoamericana de Psicopatologia Fundamental; 19(3); 500-511","Revista Latinoamericana de Psicopatologia Fundamental","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142016000300500&lang=pt" 
"S1415-47142016000300483-scl","Jarbas, o Redentor: um caso clínico de mania apresentado a partir da topologia lacaniana","Amaral, Nympha, Figueiredo, Ana Cristina","Revista Latinoamericana de Psicopatologia Fundamental; 19(3); 483-499","Revista Latinoamericana de Psicopatologia Fundamental","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142016000300483&lang=pt" 
"S1415-47142016000300437-scl","Uma paixão devastadora","Pollo, Vera, Barbosa, Liliane","Revista Latinoamericana de Psicopatologia Fundamental; 19(3); 437-451","Revista Latinoamericana de Psicopatologia Fundamental","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142016000300437&lang=pt" 
"S1415-47142016000300465-scl","Musicalidade(s) e ressonâncias psíquicas: variações subjetivas e destinos à pulsão","Tavares, Leandro Anselmo Todesqui, Hashimoto, Francisco","Revista Latinoamericana de Psicopatologia Fundamental; 19(3); 465-482","Revista Latinoamericana de Psicopatologia Fundamental","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142016000300465&lang=pt" 
"S1415-47142016000300452-scl","A errância: para além de um sintoma patológico","Soares, Ana Claudia, Bastos, Angélica","Revista Latinoamericana de Psicopatologia Fundamental; 19(3); 452-464","Revista Latinoamericana de Psicopatologia Fundamental","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142016000300452&lang=pt" 
"S1415-47142016000300512-scl","Contribuições para a sexualidade infantil ,","Odessa, M. Wulff","Revista Latinoamericana de Psicopatologia Fundamental; 19(3); 512-526","Revista Latinoamericana de Psicopatologia Fundamental","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142016000300512&lang=pt" 
"S1415-47142016000300388-scl","Entrevista com Elisabeth Roudinesco","Milan, Betty","Revista Latinoamericana de Psicopatologia Fundamental; 19(3); 388-402","Revista Latinoamericana de Psicopatologia Fundamental","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142016000300388&lang=pt" 
"S0864-34662016000300002-spa","Discurso pronunciado por el líder de la Revolución, Fidel Castro Ruz, en la sesión de clausura del 7mo. Congreso del Partido Comunista de Cuba, en el Palacio de Convenciones, el 19 de abril de 2016, &quot;Año 58 de la Revolución&quot;","","Revista Cubana de Salud Pública; 42(3); 350-351","Revista Cubana de Salud Pública","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662016000300002&lang=pt" 
"S1415-47142016000300527-scl","Realismo e pragmatismo em psiquiatria: um debate","Zorzanelli, Rafaela, Dalgalarrondo, Paulo, Banzato, Cláudio E.M.","Revista Latinoamericana de Psicopatologia Fundamental; 19(3); 527-543","Revista Latinoamericana de Psicopatologia Fundamental","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142016000300527&lang=pt" 
"S1415-47142016000300403-scl","Factores desencadenantes, estructura y función del síntoma fóbico en la infancia: análisis de dos casos clínicos paradigmáticos","Battista, Julieta De, Varela, Jesica, Dinamarca, Mariana","Revista Latinoamericana de Psicopatologia Fundamental; 19(3); 403-419","Revista Latinoamericana de Psicopatologia Fundamental","Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142016000300403&lang=pt" 
"S1415-47142016000300572-scl","Arquivos da psicanálise: a construção do freudismo","Oliveira, C. Lucia M. Valladares de","Revista Latinoamericana de Psicopatologia Fundamental; 19(3); 572-575","Revista Latinoamericana de Psicopatologia Fundamental","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142016000300572&lang=pt" 
"S1415-47142016000300420-scl","O mau cheiro como estratégia de sobrevivência","Bonomi, Tomás Moraes Abreu, Berlinck, Manoel Tosta","Revista Latinoamericana de Psicopatologia Fundamental; 19(3); 420-436","Revista Latinoamericana de Psicopatologia Fundamental","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142016000300420&lang=pt" 
"S1415-47142016000300555-scl","Que boca grande você tem! Articulações sobre os distúrbios da oralidade no autismo","Dias, Ana Carolina Afonso Lima","Revista Latinoamericana de Psicopatologia Fundamental; 19(3); 555-568","Revista Latinoamericana de Psicopatologia Fundamental","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142016000300555&lang=pt" 
"S1415-47142016000300373-scl","Ao Manoel Berlinck que eu conheci","Prado, Plínio","Revista Latinoamericana de Psicopatologia Fundamental; 19(3); 373-387","Revista Latinoamericana de Psicopatologia Fundamental","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142016000300373&lang=pt" 
"S0864-34662016000300016-spa","Andrea Sánchez Valdés","ROJAS OCHOA, FRANCISCO","Revista Cubana de Salud Pública; 42(3); 487-488","Revista Cubana de Salud Pública","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662016000300016&lang=pt" 
"S0864-34662016000300014-spa","La crianza como asunto fundamental para una salud pública alternativa","Betancurth Loaiza, Diana Paola, Peñaranda Correa, Fernando","Revista Cubana de Salud Pública; 42(3); 470-483","Revista Cubana de Salud Pública","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662016000300014&lang=pt" 
"S0864-34662016000300015-spa","La necesidad de identificar las competencias profesionales en el Sistema Nacional de Salud","Véliz Martínez, Pedro Luis","Revista Cubana de Salud Pública; 42(3); 484-486","Revista Cubana de Salud Pública","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0864-34662016000300015&lang=pt" 
"S1415-47142016000300544-scl","Padre António Vieira: o discurso engenhoso em nome da fé e da salvação do homem","Ferreira, Nadiá Paulo","Revista Latinoamericana de Psicopatologia Fundamental; 19(3); 544-554","Revista Latinoamericana de Psicopatologia Fundamental","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142016000300544&lang=pt" 
"S1415-47142016000300569-scl","O caso Schreber: a expressão da escrita do trabalho clínico","Zanoni, Thais Augusto Gonçales","Revista Latinoamericana de Psicopatologia Fundamental; 19(3); 569-571","Revista Latinoamericana de Psicopatologia Fundamental","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142016000300569&lang=pt" 
"S1646-58302016000300001-prt","Rastreio do cancro do colo do útero: ponto de viragem?","Carvalho, Maria João","Acta Obstétrica e Ginecológica Portuguesa; 10(3); 182-183","Acta Obstétrica e Ginecológica Portuguesa","Português","2016","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1646-58302016000300001&lang=pt" 
"S1646-58302016000300002-prt","Avaliação das práticas contracetivas das mulheres em Portugal","Águas, Fernanda, Bombas, Teresa, Silva, Daniel Pereira da","Acta Obstétrica e Ginecológica Portuguesa; 10(3); 184-192","Acta Obstétrica e Ginecológica Portuguesa","Português","2016","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1646-58302016000300002&lang=pt" 
"S1315-01622016000300015-ven","Ildefonso Riera Aguinagalde o la controversia de las ideas","Ramos Rodríguez, Froilan","Saber; 28(3); 583-591","Saber","Espanhol","2016","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-01622016000300015&lang=pt" 
"S1315-01622016000300016-ven","Los estudios de postgrado en la universidad por venir: perspectivas desde la transversalidad","Acosta, José","Saber; 28(3); 592-600","Saber","Espanhol","2016","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-01622016000300016&lang=pt" 
"S1315-01622016000300020-ven","Un caso de cascabel bicefálica (Crotalus Linnaeus, 1758) para Venezuela","Esqueda, Luis Felipe, Perdomo, Juan, Rodríguez, Jesús","Saber; 28(3); 626-630","Saber","Espanhol","2016","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-01622016000300020&lang=pt" 
"S1315-01622016000300013-ven","Un algoritmo metaheurístico de recocido simulado Para el 3AP-axial","Centeno Romero, Manuel, Velásquez, Richard","Saber; 28(3); 566-573","Saber","Espanhol","2016","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-01622016000300013&lang=pt" 
"S1315-01622016000300004-ven","Biología y ecología de la araña plateada Argiope argentata (Fabricius, 1775) (araneidae) en un sector xerófilo del noreste de la Península de Araya, Venezuela","Velásquez Escalante, Robert, Cornejo-Escobar, Pablo, Saenz, Rubén","Saber; 28(3); 471-479","Saber","Espanhol","2016","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-01622016000300004&lang=pt" 
"S1315-01622016000300014-ven","Aplicación de diseño de experimentos en la degradación de desechos por el proceso foto-Fenton heterogéneo usando un óxido mixto de MgFeAl","Ramos, Katiuska, Jiménez, Ygmar","Saber; 28(3); 574-582","Saber","Espanhol","2016","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-01622016000300014&lang=pt" 
"S1315-01622016000300019-ven","La geografía de Cuba en la escuela primaria ante los retos de la educación ambiental para el desarrollo sostenible","Moré Estupiñán, Mavel, Villalón Legrá, Georgina","Saber; 28(3); 615-625","Saber","Espanhol","2016","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-01622016000300019&lang=pt" 
"S1315-01622016000300002-ven","A autorregulamentação da publicidade de medicamentos e produtos de saúde na América Latina: uma análise dos códigos deontológicos do setor publicitário na América Latina","Oliveira Santana, Dhione, Carrico Ferreira, Raquel Marques","Saber; 28(3); 377-386","Saber","Português","2016","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-01622016000300002&lang=pt" 
"S1315-01622016000300021-ven","Veneno-ponzoña, envenenamiento-emponzoñamiento, animales venenosos-animales ponzoñosos: ¿Cuáles son las diferencias?","Cazorla-Perfetti, Dalmiro, De Sousa, Leonardo","Saber; 28(3); 631-633","Saber","Espanhol","2016","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-01622016000300021&lang=pt" 
"S1315-01622016000300007-ven","Análisis físico-químico y microbiológico de la Laguna Grande, parroquía La Pica, Maturín - estado Monagas, Venezuela","Brito, Diagnora, Rivero, Jessica, Guevara, Miguel, Vásquez, Freddy, Díaz, Bladimir, Gíl, José","Saber; 28(3); 502-510","Saber","Espanhol","2016","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-01622016000300007&lang=pt" 
"S1315-01622016000300012-ven","Susceptibilidad antimicrobiana de cepas de Staphylococcus spp. aisladas del personal de enfermería de la unidad de neonatología del Hospital Universitario “Antonio Patricio de Alcalá”, Cumaná, Venezuela","Díaz Ruiz, Edda, Villalobos De Bastardo, Luz Bettina, Velásquez-Vottelerd, Patricia, Antón Córdova, Karen","Saber; 28(3); 558-565","Saber","Espanhol","2016","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-01622016000300012&lang=pt" 
"S1315-01622016000300017-ven","Nueva Esparta: ¿una sociedad matriarcal? Un estudio cualitativo desde el enfoque interpretativo","Moreno Peña, María","Saber; 28(3); 601-607","Saber","Espanhol","2016","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-01622016000300017&lang=pt" 
"S1315-01622016000300001-ven","Al Maestro con cariño… al Maestro Scorza…","Jorquera Fernández, Alicia","Saber; 28(3); 375-375","Saber","Espanhol","2016","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-01622016000300001&lang=pt" 
"S1315-01622016000300018-ven","La hermenéutica de Dilthey como método de comprensión del sujeto histórico: fundamento de una teoría de la gerencia educativa venezolana","Torres Pacheco, Iván","Saber; 28(3); 608-614","Saber","Espanhol","2016","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-01622016000300018&lang=pt" 
"S1315-01622016000300008-ven","Actividad microbiana en sedimentos superficiales del bosque de manglar (Rhizophora mangle) de la Bahía de Pertigalete (Anzoátegui, Venezuela), durante los períodos de surgencia y transición","Rodríguez, Meximara, Gómez, Irma","Saber; 28(3); 511-522","Saber","Espanhol","2016","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-01622016000300008&lang=pt" 
"S1315-01622016000300005-ven","Sugarcane root under regular soil water content, compaction, irrigation and shear stress","Hossne García, Americo, Méndez Natera, Jesús, Velázquez, Carmen, Gil, Alexander","Saber; 28(3); 480-493","Saber","Inglês","2016","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-01622016000300005&lang=pt" 
"S1315-01622016000300006-ven","Influencia de la salinidad y la irradiancia sobre el crecimiento y composición bioquímica de una nueva cepa de Dunaliella salina, proveniente de las salinas de Araya, Venezuela","Guevara, Miguel, Pinto, Rafael, Villarroel, José, Hernández, Elvira, Díaz, Roberto, Gotera, Belice, Cortez, Roraysi","Saber; 28(3); 494-501","Saber","Espanhol","2016","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-01622016000300006&lang=pt" 
"S1315-01622016000300009-ven","Angiospermas de los arbustales xerófilos ubicados en los alrededores del complejo lagunar Bocaripo-Chacopata, Península de Araya, estado Sucre, Venezuela","Bello Pulido, Jesús, Cumana Campos, Luis, Guevara de Franco, Ivelise, Patiño, Natacha, Marchan, Claudio","Saber; 28(3); 523-535","Saber","Espanhol","2016","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-01622016000300009&lang=pt" 
"S1315-01622016000300011-ven","Investigaciones etnobotánicas, fitoquímicas, antioxidantes y preclínicas en cinco plantas medicinales que se consumen como antidiabéticas en Machala, Provincia de El Oro, Ecuador","Moreno Maldonado, Keyla, Jaramillo Jaramillo, Carmita, Moreira, Mayra, Gastón Garcia, Simón, Rojas De Astudillo, Luisa","Saber; 28(3); 546-557","Saber","Espanhol","2016","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-01622016000300011&lang=pt" 
"S1315-01622016000300010-ven","Respuestas bioquímicas en la lombriz de tierra Eisenia andrei expuesta a cadmio","Hernández, Juanny, Zapata-Vívenes, Edgar, Marcano, Leida, Marcano, Elena, Nusetti, Osmar","Saber; 28(3); 536-545","Saber","Espanhol","2016","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-01622016000300010&lang=pt" 
"S1315-01622016000300003-ven","Revisión de los vectores de la enfermedad de Chagas en Venezuela (Hemiptera-Heteroptera, Reduviidae, Triatominae)","Cazorla-Perfetti, Dalmiro","Saber; 28(3); 387-470","Saber","Espanhol","2016","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-01622016000300003&lang=pt" 
"S0718-95162016000300012-chl","The physical properties, lignin distribution, chemical composition of fibers and gas exchange rate of kenaf (Hibiscus cannabinus L.) varieties under prolonged water deficiency","Khalatbari, A.M, Jaafar, Z.E, Khalatbari, A. A, Hazandy, A.H, Mohd Ridzwan, A. H","Journal of soil science and plant nutrition; 16(3); 716-730","Journal of soil science and plant nutrition","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-95162016000300012&lang=pt" 
"S0718-95162016000300014-chl","Dairy slurry application to grasslands and groundwater quality in a volcanic soil","Huertas, J, Cuevas, J.G, Paulino, L, Salazar, F, Arumí, J.L, Dörner, J","Journal of soil science and plant nutrition; 16(3); 745-762","Journal of soil science and plant nutrition","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-95162016000300014&lang=pt" 
"S0185-16672016000300073-mex","Estabilidad del crecimiento de largo plazo en los estados de la República Mexicana: nueva evidencia de pruebas de estacionariedad en panel con rupturas estructurales","Rodríguez Benavides, Domingo, Perrotini Hernández, Ignacio, Martínez García, Miguel Ángel","Investigación económica; 75(297); 73-102","Investigación económica","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-16672016000300073&lang=pt" 
"S0185-16672016000300176-mex","Efectos de las reformas estructurales en las fluctuaciones cíclicas y el crecimiento económico en México, de Pablo Mejía Reyes y Víctor Hugo Torres Preciado (coords.) (UAEM y Ediciones y Gráficos Eón, 2014)","Ortiz Pech, Rafael, Albornoz Mendoza, Lilian","Investigación económica; 75(297); 176-192","Investigación económica","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-16672016000300176&lang=pt" 
"S0718-95162016000300001-chl","Analysis of plant growth promoting potential of endophytes isolated from Echinacea purpurea and Lonicera japonica","Gupta, H, Saini, R. V, Pagadala, V, Kumar, N, Sharma, D. K, Saini, A. K","Journal of soil science and plant nutrition; 16(3); 558-577","Journal of soil science and plant nutrition","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-95162016000300001&lang=pt" 
"S0718-95162016000300007-chl","Optimal harvest timing of Prangos ferulacea (L.) Lindl: effects of phenology stages, elevation and type of plant factors on forage quality","Mohebi, Z, Heshmati, G. A, Sefidkon, F, Zare Chahouki, M. A","Journal of soil science and plant nutrition; 16(3); 650-661","Journal of soil science and plant nutrition","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-95162016000300007&lang=pt" 
"S0718-95162016000300005-chl","Response of pomegranate cv. wonderful plants tο salinity","Mastrogiannidou, E, Chatzissavvidis, C, Antonopoulou, C, Tsabardoukas, V, Giannakoula, A, Therios, I","Journal of soil science and plant nutrition; 16(3); 621-636","Journal of soil science and plant nutrition","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-95162016000300005&lang=pt" 
"S0718-95162016000300018-chl","Land use and soil development in southern Chile: Effects on physical properties","Fleige, H, Beck-Broichsitter, S, Dörner, J, Goebel, M.-O, Bachmann, J, Horn, R","Journal of soil science and plant nutrition; 16(3); 818-831","Journal of soil science and plant nutrition","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-95162016000300018&lang=pt" 
"S0185-16672016000300155-mex","Exclusión social y deporte","Dosal Ulloa, Rodrigo, Capdevila Ortís, Lluís","Investigación económica; 75(297); 155-168","Investigación económica","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-16672016000300155&lang=pt" 
"S0718-95162016000300020-chl","Assessment of plant growth promoting activities and abiotic stress tolerance of Azotobacter chroococcum strains for a potential use in sustainable agriculture","Viscardi, S, Ventorino, V, Duran, P, Maggio, A, De Pascale, S, Mora, M.L, Pepe, O","Journal of soil science and plant nutrition; 16(3); 848-863","Journal of soil science and plant nutrition","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-95162016000300020&lang=pt" 
"S0718-95162016000300013-chl","Effects of application of exogenous NO on the physiological characteristics of perennial ryegrass grown in Cd-contaminated soil","Wang, W.W, Bai, X.Y, Dong, Y.J, Chen, W.F, Song, Y.L, Tian, X.Y","Journal of soil science and plant nutrition; 16(3); 731-744","Journal of soil science and plant nutrition","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-95162016000300013&lang=pt" 
"S0718-95162016000300006-chl","Effects of new coated release fertilizer on the growth of maize","Dong, Y. J, He, M.R, Wang, Z.L, Chen, W.F, Hou, J, Qiu, X.K, Zhang, J.W","Journal of soil science and plant nutrition; 16(3); 637-649","Journal of soil science and plant nutrition","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-95162016000300006&lang=pt" 
"S0718-95162016000300010-chl","Structural characterization of a compacted alfisol under different tillage systems","Brunel-Saldias, N, Martínez, I, Seguel, O, Ovalle, C, Acevedo, E","Journal of soil science and plant nutrition; 16(3); 689-701","Journal of soil science and plant nutrition","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-95162016000300010&lang=pt" 
"S0718-95162016000300017-chl","Decomposition, N contribution and soil organic matter balances of crop residues and vermicompost in maize-based cropping systems in southwest Mexico","Flores-Sanchez, D, Pastor, A, Rossing, W.A.H, Kropff, M.J, Lantinga, E. A","Journal of soil science and plant nutrition; 16(3); 801-817","Journal of soil science and plant nutrition","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-95162016000300017&lang=pt" 
"S0718-95162016000300002-chl","Identification of plant growth promoting Rhizosphere Bacillus sp. WG4 antagonistic to Pythium myriotylum and its enhanced antifungal effect in association with Trichoderma","Jimtha, J.C, Jishma, P, Arathy, G.B, Anisha, C, Radhakrishnan, E.K","Journal of soil science and plant nutrition; 16(3); 578-590","Journal of soil science and plant nutrition","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-95162016000300002&lang=pt" 
"S0185-16672016000300125-mex","Estrategia de devaluación interna y su impacto en la competitividad: España, 2008-2013","Rísquez Ramos, Mario","Investigación económica; 75(297); 125-154","Investigación económica","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-16672016000300125&lang=pt" 
"S0718-95162016000300011-chl","Effect of micronutrients foliar application and biofertilizeres on essential oils of lemon balm","Yadegari, M","Journal of soil science and plant nutrition; 16(3); 702-715","Journal of soil science and plant nutrition","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-95162016000300011&lang=pt" 
"S0718-95162016000300015-chl","Phragmites australis and Schoenoplectus californicus in constructed wetlands: Development and nutrient uptake","López, D, Sepúlveda, M, Vidal, G","Journal of soil science and plant nutrition; 16(3); 763-777","Journal of soil science and plant nutrition","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-95162016000300015&lang=pt" 
"S0718-95162016000300008-chl","Modulation of antioxidant enzymes by salicylic acid in arsenic exposed Glycine max L.","Chandrakar, V, Dubey, A, Keshavkant, S","Journal of soil science and plant nutrition; 16(3); 662-676","Journal of soil science and plant nutrition","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-95162016000300008&lang=pt" 
