"S0102-09352009000300034-scl","Aspectos radiográficos de condrodistrofia felina","Feliciano, M.A.R., Leite, C.A.L., Vicente, W.R.R., Silveira, T.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 61(3); 755-757","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352009000300034&lang=pt" 
"S0100-879X2009000600010-scl","Anandamide injected into the lateral ventricle of the brain inhibits submandibular salivary secretion by attenuating parasympathetic neurotransmission","Fernandez-Solari, J., Prestifilippo, J.P., Vissio, P., Ehrhart-Bornstein, M., Bornstein, S.R., Rettori, V., Elverdin, J.C.","Brazilian Journal of Medical and Biological Research; 42(6); 537-544","Brazilian Journal of Medical and Biological Research","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2009000600010&lang=pt" 
"S0100-879X2009000600006-scl","Effects of the conditioned medium of mesenchymal stem cells on mouse oocyte activation and development","Feng, D.Q., Zhou, Y., Ling, B., Gao, T., Shi, Y.Y., Wei, H.M., Tian, Z.G.","Brazilian Journal of Medical and Biological Research; 42(6); 506-514","Brazilian Journal of Medical and Biological Research","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2009000600006&lang=pt" 
"S0100-879X2009000600012-scl","Interleukin-6 promoter polymorphisms (-174 G/C) in Malaysian patients with systemic lupus erythematosus","Chua, K.H., Kee, B.P., Tan, S.Y., Lian, L.H.","Brazilian Journal of Medical and Biological Research; 42(6); 551-555","Brazilian Journal of Medical and Biological Research","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2009000600012&lang=pt" 
"S1028-47962009000200009-cub","Las algas marinas como fuentes de fitofármacos antioxidantes","Batista González, Ana Elsa, Charles, Marie B, Mancini-Filho, Jorge, Vidal Novoa, Alexis","Revista Cubana de Plantas Medicinales; 14(2); -","Revista Cubana de Plantas Medicinales","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962009000200009&lang=pt" 
"S0102-311X2009000600021-scl","Risky sexual practices among men who have sex with men in Northeast Brazil: results from four sequential surveys","Gondim, Rogério Costa, Kerr, Ligia Regina Franco Sansigolo, Werneck, Guilherme L., Macena, Raimunda Hermelinda Maia, Pontes, Marta Kerr, Kendall, Carl","Cadernos de Saúde Pública; 25(6); 1390-1398","Cadernos de Saúde Pública","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2009000600021&lang=pt" 
"S0102-86502009000300003-scl","Morphological aspects of tympanic bulla after ventral osteotomy in cats","Silva, Adelina Maria da, Souza, Wilson Machado de, Carvalho, Roberto Gameiro de, Machado, Gisele Fabrino, Perri, Silvia Helena Venturoli","Acta Cirurgica Brasileira; 24(3); 177-182","Acta Cirurgica Brasileira","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502009000300003&lang=pt" 
"S0102-86502009000300011-scl","Muscle graft as a substitute for peripheral nerve graft in rats","Palhares, Aristides, Viterbo, Fausto, Cardoso, Ricardo Galesso","Acta Cirurgica Brasileira; 24(3); 221-225","Acta Cirurgica Brasileira","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502009000300011&lang=pt" 
"S0102-86502009000300010-scl","Nicotine on rat TRAM flap","Ely, Pedro Bins, Kobayashi, Ludmila Aimi, Campos, José Humberto Oliveira, Gomes, Heitor Carvalho, Juliano, Yara, Ferreira, Lydia Masako","Acta Cirurgica Brasileira; 24(3); 216-220","Acta Cirurgica Brasileira","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502009000300010&lang=pt" 
"S0102-86502009000300002-scl","Preconditioning abolishion by midazolam in isolated hearts of rats","Gomes, Otoni Moreira, Valladares, Ubirajara Fernandes, Santos, Carlos Henrique Marques dos, Abrantes, Rafael Diniz","Acta Cirurgica Brasileira; 24(3); 173-176","Acta Cirurgica Brasileira","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502009000300002&lang=pt" 
"S0102-86502009000300004-scl","Role of the vitamin C in diethylnitrosamine-induced esophageal cancer in Wistar rats","Ramos, Almino Cardoso, Araujo, Marina Rachel, Lopes, Luiz Roberto, Andreollo, Nelson Adami","Acta Cirurgica Brasileira; 24(3); 183-188","Acta Cirurgica Brasileira","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502009000300004&lang=pt" 
"S0102-86502009000300005-scl","Chemoprevention by celecoxib in reflux-induced gastric adenocarcinoma in Wistar rats that underwent gastrojejunostomy","Rocha, Frederico Theobaldo Ramos, Lourenço, Laercio Gomes, Jucá, Mário Jorge, Costa, Valéria, Leal, Antenor Teixeira","Acta Cirurgica Brasileira; 24(3); 189-194","Acta Cirurgica Brasileira","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502009000300005&lang=pt" 
"S0102-86502009000300006-scl","National equipment of intraoperatory gamma detection in the identification of sentinel lymph node in animal model","Santos, Paula Cristina Fada dos, Santos, Ivan Dunshee de Abranches Oliveira, Nahas, Fábio Xerfan, Oliveira Filho, Renato Santos de, Ferreira, Lydia Masako","Acta Cirurgica Brasileira; 24(3); 195-199","Acta Cirurgica Brasileira","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502009000300006&lang=pt" 
"S0102-86502009000300007-scl","Effect of titanium surface roughness on human bone marrow cell proliferation and differentiation: an experimental study","Silva, Taís Somacal Novaes, Machado, Denise Cantarelli, Viezzer, Christian, Silva Júnior, Aurelício Novaes, Oliveira, Marília Gerhardt de","Acta Cirurgica Brasileira; 24(3); 200-205","Acta Cirurgica Brasileira","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502009000300007&lang=pt" 
"S0102-86502009000300008-scl","Cardiovascular and hematologic effects produced by chronic treatment with etoricoxib in normotensive rats","Baracho, Nilo César do Vale, Guizelli, Guilherme Pedrosa, Carmello, Beatriz Leone, Sanches, Danielle de Souza, Silva, Felipe Moraes Costa, Reis, José Marcos dos, Brito, Jarbas de","Acta Cirurgica Brasileira; 24(3); 206-210","Acta Cirurgica Brasileira","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502009000300008&lang=pt" 
"S0102-86502009000300009-scl","The influence of lidocaine and racemic bupivacaine on neuromuscular blockade produced by rocuronium: a study in rat phrenic nerve-diaphragm preparation","Carvalho, Vanessa Henriques, Braga, Angélica de Fátima de Assunção, Braga, Franklin Sarmento da Silva, Loyola, Yolanda Christina S., Araújo, Daniele Ribeiro de, Mantovani, Mario","Acta Cirurgica Brasileira; 24(3); 211-215","Acta Cirurgica Brasileira","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502009000300009&lang=pt" 
"S0102-86502009000300012-scl","Iloprost, a prostacyclin (PGI2) analogue, reduces liver injury in hepatic ischemiareperfusion in rats","Gedik, Ercan, Girgin, Sadullah, Obay, Basra Deniz, Ozturk, Hayrettin, Ozturk, Hulya, Buyukbayram, Huseyin","Acta Cirurgica Brasileira; 24(3); 226-232","Acta Cirurgica Brasileira","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502009000300012&lang=pt" 
"S0102-86502009000300013-scl","Influence of omentoplasty on colonic anastomosis in animals submitted to hemorrhagic shock in rats","Bolzam-Nascimento, Ricardo, Coy, Cláudio Saddy Rodrigues, Pereira, Yara Ematné Amaral, Leal, Raquel Franco, Reis, Rosana Celestina Morandin, Mantovani, Mário, Ayrizono, Maria de Lourdes Setsuko, Chung, Wu Feng, Fagundes, João José","Acta Cirurgica Brasileira; 24(3); 233-238","Acta Cirurgica Brasileira","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502009000300013&lang=pt" 
"S0102-86502009000300014-scl","Simplified correction of a meningomyelocele-like defect in the ovine fetus","Abou-Jamra, Rogério Chaccur, Valente, Paulo Roberto, Araújo, Andrezza, Oliveira, Rita de Cássia Sanchez e, Saldiva, Paulo Hilário, Pedreira, Denise Araújo Lapa","Acta Cirurgica Brasileira; 24(3); 239-244","Acta Cirurgica Brasileira","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502009000300014&lang=pt" 
"S0102-86502009000300001-scl","Advisor-advisee relationship: the multiplier knowledge","Ferreira, Lydia Masako, Furtado, Fabianne, Silveira, Tiago Santos","Acta Cirurgica Brasileira; 24(3); 170-172","Acta Cirurgica Brasileira","Inglês, Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502009000300001&lang=pt" 
"S0102-311X2009000600004-spa","Stigma, deforming metaphors and patients&#039; moral experience of multibacillary leprosy in Sobral, Ceará State, Brazil","Nations, Marilyn K., Lira, Geison Vasconcelos, Catrib, Ana Maria Fontenelle","Cadernos de Saúde Pública; 25(6); 1215-1224","Cadernos de Saúde Pública","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2009000600004&lang=pt" 
"S0102-311X2009000600008-spa","Indicadores de sustentabilidade ambiental e de saúde na Amazônia Legal, Brasil","Freitas, Carlos Machado de, Giatti, Leandro Luiz","Cadernos de Saúde Pública; 25(6); 1251-1266","Cadernos de Saúde Pública","Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2009000600008&lang=pt" 
"S0102-311X2009000600015-spa","Epidemiologia da leishmaniose tegumentar americana no Estado do Acre, Amazônia brasileira","Silva, Natal Santos da, Muniz, Vitor Dantas","Cadernos de Saúde Pública; 25(6); 1325-1336","Cadernos de Saúde Pública","Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2009000600015&lang=pt" 
"S0102-311X2009000600019-spa","Início da terapia anti-retroviral em estágio avançado de imunodeficiência entre indivíduos portadores de HIV/AIDS em Belo Horizonte, Minas Gerais, Brasil","Fernandes, José Roberto Maggi, Acurcio, Francisco de Assis, Campos, Lorenza Nogueira, Guimarães, Mark Drew Crosland","Cadernos de Saúde Pública; 25(6); 1369-1380","Cadernos de Saúde Pública","Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2009000600019&lang=pt" 
"S0102-311X2009000600020-spa","Barebacking e a possibilidade de soroconversão","Silva, Luís Augusto Vasconcelos da","Cadernos de Saúde Pública; 25(6); 1381-1389","Cadernos de Saúde Pública","Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2009000600020&lang=pt" 
"S0102-311X2009000600022-spa","Fatores associados à morbidade respiratória entre 12 e 36 meses de vida de crianças nascidas de muito baixo peso oriundas de uma UTI neonatal pública","Chalfun, Geórgia, Mello, Rosane Reis de, Dutra, Maria Virginia Peixoto, Andreozzi, Valeska Lima, Silva, Kátia Silveira da","Cadernos de Saúde Pública; 25(6); 1399-1408","Cadernos de Saúde Pública","Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2009000600022&lang=pt" 
"S0102-311X2009000600016-spa","Internações por condições sensíveis à atenção primária: a construção da lista brasileira como ferramenta para medir o desempenho do sistema de saúde (Projeto ICSAP - Brasil)","Alfradique, Maria Elmira, Bonolo, Palmira de Fátima, Dourado, Inês, Lima-Costa, Maria Fernanda, Macinko, James, Mendonça, Claunara Schilling, Oliveira, Veneza Berenice, Sampaio, Luís Fernando Rolim, Simoni, Carmen de, Turci, Maria Aparecida","Cadernos de Saúde Pública; 25(6); 1337-1349","Cadernos de Saúde Pública","Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2009000600016&lang=pt" 
"S0101-31572009000200006-scl","Existe uma ordem econômica internacional? A problematização de uma premissa","Lopes, Dawisson Belém, Ramos, Leonardo César Souza","Revista de Economia Política; 29(2); 267-284","Revista de Economia Política","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572009000200006&lang=pt" 
"S1413-81232009000300008-spa","Dilemas da institucionalização de políticas sociais em vinte anos da Constituição de 1988","Lobato, Lenaura de Vasconcelos Costa","Ciência &amp; Saúde Coletiva; 14(3); 721-730","Ciência &amp; Saúde Coletiva","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232009000300008&lang=pt" 
"S1413-81232009000300009-spa","Proteção social no Brasil: o que mudou na assistência social após a Constituição de 1988","Vaitsman, Jeni, Andrade, Gabriela Rieveres Borges de, Farias, Luis Otávio","Ciência &amp; Saúde Coletiva; 14(3); 731-741","Ciência &amp; Saúde Coletiva","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232009000300009&lang=pt" 
"S1413-81232009000300010-spa","Reforma sanitária brasileira: dilemas entre o instituinte e o instituído","Fleury, Sonia","Ciência &amp; Saúde Coletiva; 14(3); 743-752","Ciência &amp; Saúde Coletiva","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232009000300010&lang=pt" 
"S1413-81232009000300012-spa","Reformas de saúde em perspectiva comparada: uma questão sem fim .... ou uma busca improvável","Björkman, James Warner","Ciência &amp; Saúde Coletiva; 14(3); 763-770","Ciência &amp; Saúde Coletiva","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232009000300012&lang=pt" 
"S1413-81232009000300013-spa","Desenvolvimento do sus e racionamento de serviços hospitalares","Ribeiro, José Mendes","Ciência &amp; Saúde Coletiva; 14(3); 771-782","Ciência &amp; Saúde Coletiva","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232009000300013&lang=pt" 
"S1413-81232009000300014-spa","Saúde da família: limites e possibilidades para uma abordagem integral de atenção primária à saúde no Brasil","Giovanella, Ligia, Mendonça, Maria Helena Magalhães de, Almeida, Patty Fidelis de, Escorel, Sarah, Senna, Mônica de Castro Maia, Fausto, Márcia Cristina Rodrigues, Delgado, Mônica Mendonça, Andrade, Carla Lourenço Tavares de, Cunha, Marcela Silva da, Martins, Maria Inês Carsalade, Teixeira, Carina Pacheco","Ciência &amp; Saúde Coletiva; 14(3); 783-794","Ciência &amp; Saúde Coletiva","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232009000300014&lang=pt" 
"S1413-81232009000300015-spa","Conselhos Municipais de Saúde do Brasil: um debate sobre a democratização da política de saúde nos vinte anos do SUS","Moreira, Marcelo Rasga, Escorel, Sarah","Ciência &amp; Saúde Coletiva; 14(3); 795-806","Ciência &amp; Saúde Coletiva","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232009000300015&lang=pt" 
"S1413-81232009000300016-spa","Descentralização e coordenação federativa: a experiência brasileira na saúde","Viana, Ana Luiza d&#039;Ávila, Machado, Cristiani Vieira","Ciência &amp; Saúde Coletiva; 14(3); 807-817","Ciência &amp; Saúde Coletiva","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232009000300016&lang=pt" 
"S1413-81232009000300017-spa","A descentralização da ação governamental no Brasil dos anos noventa: desafios do ambiente político-institucional","Ribeiro, Patrícia Tavares","Ciência &amp; Saúde Coletiva; 14(3); 819-828","Ciência &amp; Saúde Coletiva","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232009000300017&lang=pt" 
"S1413-81232009000300018-spa","Responsabilidade do Estado e direito à saúde no Brasil: um balanço da atuação dos Poderes","Baptista, Tatiana Wargas de Faria, Machado, Cristiani Vieira, Lima, Luciana Dias de","Ciência &amp; Saúde Coletiva; 14(3); 829-839","Ciência &amp; Saúde Coletiva","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232009000300018&lang=pt" 
"S1413-81232009000300019-spa","O financiamento do SUS sob os &quot;ventos&quot; da financeirização","Mendes, Áquilas, Marques, Rosa Maria","Ciência &amp; Saúde Coletiva; 14(3); 841-850","Ciência &amp; Saúde Coletiva","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232009000300019&lang=pt" 
"S1413-81232009000300020-spa","A construção da política de segurança alimentar e nutricional no Brasil: estratégias e desafios para a promoção da intersetorialidade no âmbito federal de governo","Burlandy, Luciene","Ciência &amp; Saúde Coletiva; 14(3); 851-860","Ciência &amp; Saúde Coletiva","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232009000300020&lang=pt" 
"S1413-81232009000300021-spa","Avaliação de iniciativas e programas intersetoriais em saúde: desafios e aprendizados","Magalhães, Rosana, Bodstein, Regina","Ciência &amp; Saúde Coletiva; 14(3); 861-868","Ciência &amp; Saúde Coletiva","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232009000300021&lang=pt" 
"S1413-81232009000300022-spa","Propaganda de medicamentos no Brasil: é possível regular?","Nascimento, Álvaro César","Ciência &amp; Saúde Coletiva; 14(3); 869-877","Ciência &amp; Saúde Coletiva","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232009000300022&lang=pt" 
"S1413-81232009000300023-spa","Inclusão digital e conselheiros de saúde: uma política para a redução da desigualdade social no Brasil","Moraes, Ilara Hämmerli Sozzi de, Veiga, Luciana, Vasconcellos, Miguel Murat, Santos, Silvia Regina Fontoura Rangel dos","Ciência &amp; Saúde Coletiva; 14(3); 879-888","Ciência &amp; Saúde Coletiva","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232009000300023&lang=pt" 
"S1413-81232009000300024-spa","O agir econômico como motor da política de saúde na Alemanha: consequências para a prevenção e promoção da saúde","Stegmüller, Klaus","Ciência &amp; Saúde Coletiva; 14(3); 889-897","Ciência &amp; Saúde Coletiva","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232009000300024&lang=pt" 
"S1413-81232009000300031-spa","Diabetes mellitus juvenil: a experiência de familiares de adolescentes e pré-adolescentes","Brito, Thaís Basso de, Sadala, Maria Lúcia Araújo","Ciência &amp; Saúde Coletiva; 14(3); 947-960","Ciência &amp; Saúde Coletiva","Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232009000300031&lang=pt" 
"S0036-46652009000300010-scl","Molecular characterization of toxins in Staphylococcus aureus isolated from milk and &quot;coalho&quot; cheese in cities from the Agreste region of Pernambuco","Luz, Isabelle da Silva","Revista do Instituto de Medicina Tropical de São Paulo; 51(3); 177-177","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652009000300010&lang=pt" 
"S0036-46652009000300002-scl","Acellular and &quot;low&quot; pertussis vaccines: adverse events and the role of mutations","Higashi, Hisako G., Luna, Expedito, Precioso, Alexander R., Vilela, Marluce, Kubrusly, Flávia S., Dias, Waldely O., Raw, Isaias","Revista do Instituto de Medicina Tropical de São Paulo; 51(3); 131-134","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652009000300002&lang=pt" 
"S0036-46652009000300009-scl","Clinical and therapeutic applications of Nigella in the management of tropical infectious disorders besides Schistosomiasis","Kapoor, Shailendra","Revista do Instituto de Medicina Tropical de São Paulo; 51(3); 177-177","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652009000300009&lang=pt" 
"S0036-46652009000300004-scl","Cytokine and nitric oxide production by mouse macrophages infected with brazilian flaviviruses","Barros, Veridiana Ester Dias, Ferreira, Beatriz Rossetti, Livonesi, Márcia, Figueiredo, Luiz Tadeu Moraes","Revista do Instituto de Medicina Tropical de São Paulo; 51(3); 141-147","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652009000300004&lang=pt" 
"S0036-46652009000300006-scl","Giardia intestinalis and nutritional status in children participating in the complementary nutrition program, Antioquia, Colombia, May to October 2006","Botero-Garcés, Jorge H., García-Montoya, Gisela M., Grisales-Patiño, Dayvin, Aguirre-Acevedo, Daniel C., Álvarez-Uribe, Martha C.","Revista do Instituto de Medicina Tropical de São Paulo; 51(3); 155-162","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652009000300006&lang=pt" 
"S0036-46652009000300003-scl","Risk-factors for non-adherence to antiretroviral therapy","Silva, Márcia Cristina Fraga, Ximenes, Ricardo Arraes de Alencar, Miranda Filho, Demócrito Barros, Arraes, Luciano Wagner de Melo Santiago, Mendes, Mecleine, Melo, Ana Caroline de Sobral, Fernandes, Paola Rebeka de Melo","Revista do Instituto de Medicina Tropical de São Paulo; 51(3); 135-139","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652009000300003&lang=pt" 
"S0036-46652009000300005-scl","Spleen cell proliferation during and after skin myiasis by human bot fly Dermatobia hominis","Gonçalves, Jomara Mendes, Nascimento, Maria Fernanda Alves do, Breyner, Natália Martins, Fernandes, Viviane Cristina, Góes, Alfredo Miranda de, Leite, Antonio César Rios","Revista do Instituto de Medicina Tropical de São Paulo; 51(3); 149-154","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652009000300005&lang=pt" 
"S0036-46652009000300007-scl","Influence of variables on centrifuge-flotation technique for recovery of Toxocara canis eggs from soil","Santarém, Vamilton Alvares, Magoti, Luciana Puga, Sichieri, Tathiana Dias","Revista do Instituto de Medicina Tropical de São Paulo; 51(3); 163-167","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652009000300007&lang=pt" 
"S0036-46652009000300008-scl","Seabather&#039;s eruption: a clinical and epidemiological study of 38 cases in Santa Catarina State, Brazil","Rossetto, André Luiz, Dellatorre, Gerson, Silveira, Fábio Lang da, Haddad Júnior, Vidal","Revista do Instituto de Medicina Tropical de São Paulo; 51(3); 169-175","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652009000300008&lang=pt" 
"S1413-81232009000300011-spa","O sistema de saúde brasileiro entre normas e fatos: universalização mitigada e estratificação subsidiada","Bahia, Lígia","Ciência &amp; Saúde Coletiva; 14(3); 753-762","Ciência &amp; Saúde Coletiva","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232009000300011&lang=pt" 
"S0036-46652009000300001-scl","Animal helminths in human archaeological remains: a review of zoonoses in the past","Sianto, Luciana, Chame, Marcia, Silva, Cassius S.P., Gonçalves, Marcelo L.C., Reinhard, Karl, Fugassa, Martin, Araújo, Adauto","Revista do Instituto de Medicina Tropical de São Paulo; 51(3); 119-130","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652009000300001&lang=pt" 
"S1517-86922009000300001-scl","Qualidade de vida em idosos com distintos níveis de atividade física","Toscano, José Jean de Oliveira, Oliveira, Antônio César Cabral de","Revista Brasileira de Medicina do Esporte; 15(3); 169-173","Revista Brasileira de Medicina do Esporte","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922009000300001&lang=pt" 
"S1517-86922009000300002-scl","A percepção de qualidade de vida de pessoas portadoras de deficiência física pode ser influenciada pela prática de atividade física?","Noce, Franco, Simim, Mário Antônio de Moura, Mello, Marco Túlio de","Revista Brasileira de Medicina do Esporte; 15(3); 174-178","Revista Brasileira de Medicina do Esporte","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922009000300002&lang=pt" 
"S1517-86922009000300012-scl","Insuficiência hepática fulminante por intermação induzida por exercício","Parolin, Mônica Beatriz, Coelho, Júlio Cezar Uili, Castro, Gustavo Rodrigues Alves, Freitas, Alexandre Coutinho Teixeira de","Revista Brasileira de Medicina do Esporte; 15(3); 224-227","Revista Brasileira de Medicina do Esporte","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922009000300012&lang=pt" 
"S1517-86922009000300015-scl","Errata","","Revista Brasileira de Medicina do Esporte; 15(3); 237-237","Revista Brasileira de Medicina do Esporte","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922009000300015&lang=pt" 
"S1517-86922009000300013-scl","Influência da imersão nas respostas cardiorrespiratórias em repouso","Alberton, Cristine Lima, Kruel, Luiz Fernando Martins","Revista Brasileira de Medicina do Esporte; 15(3); 228-232","Revista Brasileira de Medicina do Esporte","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922009000300013&lang=pt" 
"S0036-36342009000300005-spa","Enfermedad de Chagas en Jalisco, México","Alba G, Javier E. García de, Salcedo Rocha, Ana L.","Salud Pública de México; 51(3); 180-181","Salud Pública de México","Espanhol","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342009000300005&lang=pt" 
"S0036-36342009000300004-spa","El debate sobre la automedicación","Wirtz, Veronika J, Dreser, Anahí, Leyva, René","Salud Pública de México; 51(3); 179-180","Salud Pública de México","Espanhol","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342009000300004&lang=pt" 
"S0036-36342009000300020-spa","Doble problema: la influenza intensifica los efectos del ozono","Washam, Cynthia","Salud Pública de México; 51(3); 272-273","Salud Pública de México","Espanhol","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342009000300020&lang=pt" 
"S0036-36342009000300019-spa","Los ftalatos en los fármacos de prescripción: algunos medicamentos incorporan dosis altas","Betts, Kellyn S.","Salud Pública de México; 51(3); 271-271","Salud Pública de México","Espanhol","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342009000300019&lang=pt" 
"S0036-36342009000300021-spa","El bagaje de las proteínas: la toxicidad de las organotinas ligada a la interferencia con el proteasoma","Mead, M. Nathaniel","Salud Pública de México; 51(3); 273-273","Salud Pública de México","Espanhol","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342009000300021&lang=pt" 
"S0036-36342009000300001-spa","Consumo de bebidas saludables en México","Jacoby, Enrique","Salud Pública de México; 51(3); 177-177","Salud Pública de México","Espanhol","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342009000300001&lang=pt" 
"S0036-36342009000300006-spa","Si no se es parte de la solución, se es parte del problema","La Valle, Ricardo","Salud Pública de México; 51(3); 181-182","Salud Pública de México","Espanhol","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342009000300006&lang=pt" 
"S0036-36342009000300002-spa","No a la automedicación","Hernández Martínez, Esther, Cárdenas Castillo, Maria Luisa, Laguna Legorreta, Rocío, Ochoa Chávez, Edith, Elguezabal Rodríguez, Lili, Vázquez Santana, Francisco Javier, Contreras Gómez, Leopoldo, Zenteno Covarrubias, Guillermo","Salud Pública de México; 51(3); 178-178","Salud Pública de México","Espanhol","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342009000300002&lang=pt" 
