"S0004-282X2015001201047-scl","The clival canal","Campos, Deivis de, Jotz, Geraldo Pereira, Goulart, Guilherme Reghelin, Malysz, Tais","Arquivos de Neuro-Psiquiatria; 73(12); 1047-1047","Arquivos de Neuro-Psiquiatria","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2015001201047&lang=pt" 
"S1677-55382015000601220-scl","Pregnancy and birth after intracytoplasmic sperm injection with normal testicular spermatozoa in a patient with azoospermia and tail stump epididymal sperm","Povlsen, Betina B., Aw, Lin Da, Laursen, Rita J., Esteves, Sandro C., Humaidan, Peter","International braz j urol; 41(6); 1220-1225","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000601220&lang=pt" 
"S1984-70332015000400272-scl","Genetic and cytogenetic structure of wild lemon grass (Elionurus muticus ) populations","Füller, Thanise Nogueira, Guerra¹, Divanilde, Wittmann, Maria Teresa Schifino, Tessele, Carolina, Barros, Ingrid Bergman Inchausti de, Neto, José Fernandes Barbosa","Crop Breeding and Applied Biotechnology; 15(4); 272-277","Crop Breeding and Applied Biotechnology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332015000400272&lang=pt" 
"S1984-70332015000400251-scl","Evaluation of aluminum resistance in hybrids of Brachiaria decumbens Stapf.","Oliveira, Keise Mara Belmonte de, Barrios, Sanzio Carvalho Lima, Chiari, Lucimara, Laura, Valdemir Antônio, Valle, Cacilda Borges do","Crop Breeding and Applied Biotechnology; 15(4); 251-257","Crop Breeding and Applied Biotechnology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332015000400251&lang=pt" 
"S1984-70332015000400218-scl","Genetic progress and potential of common bean families obtained by recurrent selection","Alves, Anatércia Ferreira, Menezes Júnior, José Ângelo Nogueira de, Menezes, Vanessa Maria Pereira Silva, Carneiro, José Eustáquio de Souza, Carneiro, Pedro Crescêncio Souza, Alves, Andrea Ferreira","Crop Breeding and Applied Biotechnology; 15(4); 218-226","Crop Breeding and Applied Biotechnology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332015000400218&lang=pt" 
"S1677-55382015000601116-scl","Effect of mitochondrial potassium channel on the renal protection mediated by sodium thiosulfate against ethylene glycol induced nephrolithiasis in rat model","Baldev, N., Sriram, R., Prabu, P.C., Gino, A. Kurian","International braz j urol; 41(6); 1116-1125","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000601116&lang=pt" 
"S1984-70332015000400244-scl","Genotype-environment interaction in common bean cultivars with carioca grain, recommended for cultivation in Brazil in the last 40 years","Barili, Leiri Daiane, Vale, Naine Martins do, Prado, Adalgisa Lelis do, Carneiro, José Eustáquio de Souza, Silva, Fabyano Fonseca e, Nascimento, Moyses","Crop Breeding and Applied Biotechnology; 15(4); 244-250","Crop Breeding and Applied Biotechnology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332015000400244&lang=pt" 
"S1984-70332015000400278-scl","IPR AFRODITE - new oat cultivar with nematode resistance","Riede, Carlos Roberto, Garbuglio, Deoclecio Domingos, Machado, Andressa Cristina Zamboni, Póla, Jose Nilvado, Carvalhal, Renan, Arruda, Klever Márcio Antunes","Crop Breeding and Applied Biotechnology; 15(4); 278-281","Crop Breeding and Applied Biotechnology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332015000400278&lang=pt" 
"S1677-55382015000601167-scl","Outcomes of Prostate Biopsy in Men with Hypogonadism Prior or During Testosterone Replacement Therapy","Shoskes, Daniel A, Barazani, Yagil, Fareed, Khaled, Sabanegh Jr., Edmund","International braz j urol; 41(6); 1167-1171","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000601167&lang=pt" 
"S1028-47962015000400013-cub","Medicina tradicional china y el Premio Nobel 2015","","Revista Cubana de Plantas Medicinales; 20(4); -","Revista Cubana de Plantas Medicinales","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962015000400013&lang=pt" 
"S1028-47962015000400001-cub","Programa Nacional de Investigaciones en Medicina Natural y Tradicional","","Revista Cubana de Plantas Medicinales; 20(4); -","Revista Cubana de Plantas Medicinales","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962015000400001&lang=pt" 
"S0034-75232015000400010-cub","","Blanco Aspiazu, Miguel Ángel","Revista Cubana de Medicina; 54(4); -","Revista Cubana de Medicina","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232015000400010&lang=pt" 
"S1677-55382015000601236-scl","Re: Mini incision open pyeloplasty – Improvement in patient outcome","Singh, Vishwajeet, Garg, Manish, Sharma, Pradeep, Sinha, Rahul Janak, Kumar, Manoj","International braz j urol; 41(6); 1236-1236","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000601236&lang=pt" 
"S1677-55382015000601234-scl","Resection of the Urethral Plate and Augmented Ventral Buccal Graft in Patients with Long Obliterative Urethral Strictures","Ignjatovic, Ivan, Potic, Milan, Basic, Dragoslav, Dinic, Ljubomir, Laketic, Darko, Mihajlovic, Marija, Skakic, Aleksandar","International braz j urol; 41(6); 1234-1235","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000601234&lang=pt" 
"S1677-55382015000601038-scl","Editorial In this issue","Zequi, Stênio de Cássio","International braz j urol; 41(6); 1038-1039","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000601038&lang=pt" 
"S0034-75232015000400001-cub","Formación de valores en los profesionales de la Salud","Pérez Caballero, Manuel Delfín","Revista Cubana de Medicina; 54(4); -","Revista Cubana de Medicina","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232015000400001&lang=pt" 
"S1984-70332015000400282-scl","SCS121 CL: Rice cultivar resistant to herbicides of imidazolinone chemical group","Schiocchet, Moacir Antonio, Noldin, Jose Alberto, Marschalek, Rubens, Wickert, Ester, Martins, Gabriela Neves, Eberhardt, Domingos Savio, Hickel, Eduardo, Knoblauch, Ronaldir, Scheuermann, Klaus Konrad, Raimondi, Juliana Vieira, Andrade, Alexander de","Crop Breeding and Applied Biotechnology; 15(4); 282-284","Crop Breeding and Applied Biotechnology","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332015000400282&lang=pt" 
"S0034-75232015000400006-cub","Caracterización de aislamientos intrahospitalarios de Klebsiella pneumoniae en un hospital terciario","Suárez Trueba, Bettsy, Bustamante Pérez, Yusnielis, Hart Casares, Marcia, Romero García, Modesta Madelin, González Maestrey, Alba, Martínez Batista, María Luisa","Revista Cubana de Medicina; 54(4); -","Revista Cubana de Medicina","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-75232015000400006&lang=pt" 
"S0864-03942015000400003-cub","Efecto de vermicompuestos pecuarios en algunos indicadores fisiológicos de Triticum aestivum var. buck pingo","Pedranzani, Hilda E., Terenti, O. A, Ruiz, Olga M, Quiroga, Andrea M, Giulietti, Ada L","Pastos y Forrajes; 38(4); 403-409","Pastos y Forrajes","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03942015000400003&lang=pt" 
"S0864-03942015000400001-cub","Salinidad en Cuba y tratamientos pregerminativos de hidratación-deshidratación de semillas","Pernús, Mayté, Sánchez, J. A","Pastos y Forrajes; 38(4); 379-392","Pastos y Forrajes","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03942015000400001&lang=pt" 
"S0718-09502015000200008-chl","Estándares conceptuales y cargas procesales en el litigio antidiscriminación. Análisis crítico de la jurisprudencia sobre Ley Zamudio entre 2012 y 2015","Muñoz León, Fernando","Revista de derecho (Valdivia); 28(2); 145-167","Revista de derecho (Valdivia)","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-09502015000200008&lang=pt" 
"S0864-02892015000400012-cub","Epidemiología de las transfusiones en el Hospital Militar Central “Dr. Carlos J. Finlay”","Gil Agramonte, Mildrey, García Montero, Amel, Romero González, Adrian, Arias Galán, Lisette, Prevot Cazón, Vivian, Sorá Pérez, Dienisis","Revista Cubana de Hematología, Inmunología y Hemoterapia; 31(4); -","Revista Cubana de Hematología, Inmunología y Hemoterapia","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-02892015000400012&lang=pt" 
"S1984-02922015000300281-scl","Quelle place dans quelle famille: que disent les parents de leurs enfants?","Bessaoud-Alonso, Patricia","Fractal : Revista de Psicologia; 27(3); 281-285","Fractal : Revista de Psicologia","Francês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922015000300281&lang=pt" 
"S0864-21762015000400007-cub","Uveítis sifilítica asociada al virus de inmunodeficiencia humana","Ambou Frutos, Isabel, Benítez Cartaya, Mireya, Vilches Lescalle, Deysi, Ramos Bello, Leonel, Muñoz González, Beatriz, Sibila González, Marlén","Revista Cubana de Oftalmología; 28(4); -","Revista Cubana de Oftalmología","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21762015000400007&lang=pt" 
"S1413-86702015000600585-scl","Worrisome trends in rising minimum inhibitory concentration values of antibiotics against methicillin resistant Staphylococcus aureus - Insights from a tertiary care center, South India","Niveditha, Nagasundaram, Sujatha, Sistla","Brazilian Journal of Infectious Diseases; 19(6); 585-589","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000600585&lang=pt" 
"S0213-12852015000600005-esp","Microdureza de caries incipientes artificiales infiltradas con resinas de baja viscosidad antes y después del termociclado","Zamorano Pino, X., Valenzuela Aránguiz, V., Vial Prado, C., Vidal Tardón, M.","Avances en Odontoestomatología; 31(6); 371-378","Avances en Odontoestomatología","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-12852015000600005&lang=pt" 
"S0213-12852015000600004-esp","Cambios tisulares y celulares por tabaquismo en mucosa bucal clínicamente sana: estudio clínico transversal","Golaszewski, A.M., Díaz, N., Villarroel-Dorrego, M.","Avances en Odontoestomatología; 31(6); 363-370","Avances en Odontoestomatología","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-12852015000600004&lang=pt" 
"S1794-58872015000200002-col","La expresión creadora del sentido de la experiencia","López Sáenz, Mª Carmen","Co-herencia; 12(23); 43-70","Co-herencia","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-58872015000200002&lang=pt" 
"S0864-02892015000400008-cub","Ultrasonido doppler transcraneal en la prevención del accidente vascular encefálico en niños con drepanocitosis","Menéndez Veitía, Andrea, Arencibia Núñez, Alberto, Chaviano de León, Marilyn, Svarch, Eva, Scherle Matamoros, Claudio, González Otero, Alejandro, Machín García, Sergio, Serrano Mirabal, Jesús, Gutiérrez Díaz, Adys I, Delgado Vargas, Tamara, Valdés Cabrera, Francisco","Revista Cubana de Hematología, Inmunología y Hemoterapia; 31(4); -","Revista Cubana de Hematología, Inmunología y Hemoterapia","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-02892015000400008&lang=pt" 
"S0864-02892015000400007-cub","Inducción de células T reguladoras por estatinas: alternativa terapéutica para el control del asma extrínseca","Blanquiceth M, Yurany, Rodríguez P, Ana Lucía, Montoya G, Carlos Julio, Velilla H, Paula Andrea","Revista Cubana de Hematología, Inmunología y Hemoterapia; 31(4); -","Revista Cubana de Hematología, Inmunología y Hemoterapia","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-02892015000400007&lang=pt" 
"S0034-74932015000400009-cub","Colangiografía retrógrada endoscópica en pacientes con hepático-yeyunostomía con enteroscopio de doble balón","García-Menocal Hernández, Jorge Luis, Brizuela Quintanilla, Raúl Antonio, Ruíz Torres, Julián, Anido Escobar, Vivianne María, Olazábal García, Enrique","Revista Cubana de Cirugía; 54(4); -","Revista Cubana de Cirugía","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932015000400009&lang=pt" 
"S0864-21762015000400006-cub","Morfología y morfometría del endotelio corneal","Guerra Almaguer, Michel, Pérez Parra, Zaadia, Cárdenas Díaz, Taimí, Cambas Andreu, Arelys Ariocha, Castillo Pérez, Alexeide, Casas Arias, Xiomara","Revista Cubana de Oftalmología; 28(4); -","Revista Cubana de Oftalmología","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21762015000400006&lang=pt" 
"S0864-02892015000400005-cub","Ébolavirus: biología molecular y evasión de la respuesta inmune","Betancourt Álvarez, Pablo Ricardo, Luján Risco, Yusimy, Ramírez Zayas, Roger, Calderín Marín, Osaida","Revista Cubana de Hematología, Inmunología y Hemoterapia; 31(4); -","Revista Cubana de Hematología, Inmunología y Hemoterapia","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-02892015000400005&lang=pt" 
"S0864-02892015000400006-cub","Manifestaciones hematológicas, etiopatogenia y exámenes de laboratorio en la enfermedad por virus Ébola","Fagundo, Juan Carlos Jaime, Céspedes Rosales, Luis Enílber, Roque García, Wilfredo, Leiva Perdomo, Yanitza","Revista Cubana de Hematología, Inmunología y Hemoterapia; 31(4); -","Revista Cubana de Hematología, Inmunología y Hemoterapia","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-02892015000400006&lang=pt" 
"S0864-02892015000400003-cub","Trombosis y trasplante de progenitores hematopoyéticos: patogénesis y complicaciones trombóticas más frecuentes","Roque García, Wilfredo, Jaime Fagundo, Juan Carlos","Revista Cubana de Hematología, Inmunología y Hemoterapia; 31(4); -","Revista Cubana de Hematología, Inmunología y Hemoterapia","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-02892015000400003&lang=pt" 
"S0104-14282015000700009-scl","Avaliação da Goma Guar no desenvolvimento de comprimidos matriciais de liberação controlada de teofilina","Oliveira, Edilene Gadelha de, Campos, Rosana de Sousa, Machado, Anaiara Silva, Pereira, Juliana Fernandes, Araújo, Tamara Gonçalves de","Polímeros; 25(spe); 54-58","Polímeros","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282015000700009&lang=pt" 
"S1794-58872015000200006-col","De Davidson a la teoría de la emoción, y vuelta","Pérez Jiménez, Miguel Ángel","Co-herencia; 12(23); 141-170","Co-herencia","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-58872015000200006&lang=pt" 
"S1984-02922015000300272-scl","La historia de la Ley de Responsabilidad Penal de menores de edad en Chile: un ejercicio genealógico y una propuesta de análisis","Madariaga, Jimena Carrasco","Fractal : Revista de Psicologia; 27(3); 272-280","Fractal : Revista de Psicologia","Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922015000300272&lang=pt" 
"S1984-02922015000300187-scl","Intimidation homophobe, stratégies d’adaptation et intégration de l’orientation sexuelle","Goyer, Marie-France, Blais, Martin, Hébert, Martine","Fractal : Revista de Psicologia; 27(3); 187-194","Fractal : Revista de Psicologia","Francês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922015000300187&lang=pt" 
"S1794-58872015000200005-col","El fenómeno de la apelación","Mena Malet, Patricio","Co-herencia; 12(23); 107-137","Co-herencia","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-58872015000200005&lang=pt" 
"S1413-86702015000600557-scl","High-risk human papillomavirus and cervical lesions among women living with HIV/AIDS in Brazilian Amazon, Brazil","Silva, Leila da, Miranda, Angélica, Batalha, Rosieny, Ferreira, Luiz, Santos, Mayara, Talhari, Sinésio","Brazilian Journal of Infectious Diseases; 19(6); 557-562","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000600557&lang=pt" 
"S0104-14282015000700003-scl","Compósitos polímero-madeira preparados por polimerização in situ de metil metacrilato usando aditivos bifuncionais","Mattos, Bruno Dufau, Missio, André Luiz, Cademartori, Pedro Henrique Gonzalez de, Gatto, Darci Alberto, Magalhães, Washington Luiz Esteves","Polímeros; 25(spe); 10-18","Polímeros","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282015000700003&lang=pt" 
"S1984-02922015000300228-scl","Eu, tu, ele(s), ela(s): cartografando heteroconjugalidades na prática do swing","Oliveira, Andréa Marília Alves de, Pocahy, Fernando Altair","Fractal : Revista de Psicologia; 27(3); 228-237","Fractal : Revista de Psicologia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922015000300228&lang=pt" 
"S1984-02922015000300256-scl","Éthique procédurale, entre petits arrangements et transgression: comparaison Brésil-France","Colinet, Severine, Passos, Izabel Friche","Fractal : Revista de Psicologia; 27(3); 256-263","Fractal : Revista de Psicologia","Francês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922015000300256&lang=pt" 
"S1984-02922015000300211-scl","Corpos, subjetivações estéticas e arte e feminismos: passagens na pesquisa em Psicologia","Stubs, Roberta, Teixeira Filho, Fernando Silva, Galindo, Dolores, Milioli, Danielli","Fractal : Revista de Psicologia; 27(3); 211-218","Fractal : Revista de Psicologia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922015000300211&lang=pt" 
"S1984-02922015000300203-scl","Biopolítica, gênero e organismos internacionais: mercado dos direitos das mulheres","Lemos, Flávia Cristina Silveira, Cruz, Franco Farias da, Reis Junior, Leandro Passarinho, Sampaio, Válber, Cruz, Amanda Pereira de Carvalho, Côrrea, Michelle Ribeiro","Fractal : Revista de Psicologia; 27(3); 203-210","Fractal : Revista de Psicologia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922015000300203&lang=pt" 
"S0104-14282015000700011-scl","Avaliação de sistemas pró-degradantes na degradação termooxidativa do PEAD","Babetto, Alex Sandro, Agnelli, José Augusto Marcondes, Bettini, Sílvia Helena Prado","Polímeros; 25(spe); 68-76","Polímeros","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282015000700011&lang=pt" 
"S0104-14282015000700005-scl","Comportamento térmico de compósitos PS-HDL (Mg-Al) modificados com DBS e SDS","Dominguini, Lucas, Rosa, Renata Guidi da, Martinello, Karina, Pizzolo, Juliana Pavei, Fiori, Márcio Antônio","Polímeros; 25(spe); 25-30","Polímeros","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282015000700005&lang=pt" 
"S0104-14282015000700012-scl","Nanocompósitos de poli(álcool vinílico) contendo materiais híbridos mimetizando o pigmento Azul Maya","Kupfer, Vicente Lira, Jaerger, Silvia, Wypych, Fernando","Polímeros; 25(spe); 77-88","Polímeros","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282015000700012&lang=pt" 
"S1413-86702015000600651-scl","Visceral Leishmaniasis/HIV co-infection in northeast Brazil: evaluation of outcome","Távora, Lara Gurgel Fernandes, Nogueira, Marina Bizerril, Gomes, Sofia Teixeira","Brazilian Journal of Infectious Diseases; 19(6); 651-656","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000600651&lang=pt" 
"S1984-02922015000300238-scl","Saúde mental e gênero: facetas gendradas do sofrimento psíquico","Zanello, Valeska, Fiuza, Gabriela, Costa, Humberto Soares","Fractal : Revista de Psicologia; 27(3); 238-246","Fractal : Revista de Psicologia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922015000300238&lang=pt" 
"S0104-14282015000700002-scl","Estabilidade de emulsões: um estudo de caso envolvendo emulsionantes aniônico, catiônico e não-iônico","Franzol, Angélica, Rezende, Mirabel Cerqueira","Polímeros; 25(spe); 1-9","Polímeros","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282015000700002&lang=pt" 
"S1984-02922015000300195-scl","A Política Nacional de Atenção Integral à Saúde do Homem e suas engrenagens biopolíticas: o uso do conceito de gênero como regime de luzes","Toneli, Maria Juracy Filgueiras, Müller, Rita Flores","Fractal : Revista de Psicologia; 27(3); 195-202","Fractal : Revista de Psicologia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922015000300195&lang=pt" 
"S1984-02922015000300310-scl","Os objetos e o tratamento da criança autista","Lucero, Ariana, Vorcaro, Angela","Fractal : Revista de Psicologia; 27(3); 310-317","Fractal : Revista de Psicologia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922015000300310&lang=pt" 
"S1984-02922015000300286-scl","Importance of emotional regulation in obesity and weight loss treatment","Silva, Isabel","Fractal : Revista de Psicologia; 27(3); 286-290","Fractal : Revista de Psicologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922015000300286&lang=pt" 
"S1413-86702015000600623-scl","Impaired bone mineral accrual in prepubertal HIV-infected children: a cohort study","Palchetti, Cecília Zanin, Szejnfeld, Vera Lúcia, Succi, Regina Célia de Menezes, Patin, Rose Vega, Teixeira, Patrícia Fonseca, Machado, Daisy Maria, Oliveira, Fernanda Luisa Ceragioli","Brazilian Journal of Infectious Diseases; 19(6); 623-630","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000600623&lang=pt" 
"S1413-86702015000600590-scl","Assessment of health-related quality of life and related factors in patients with chronic liver disease","Souza, Neila Paula de, Villar, Livia Melo, Garbin, Artênio José Ísper, Rovida, Tânia Adas Saliba, Garbin, Cléa Adas Saliba","Brazilian Journal of Infectious Diseases; 19(6); 590-595","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000600590&lang=pt" 
"S1413-86702015000600578-scl","T cell receptor signaling pathway is overexpressed in CD4 + T cells from HAM/TSP individuals","Pinto, Mariana Tomazini, Malta, Tathiane Maistro, Rodrigues, Evandra Strazza, Takayanagui, Osvaldo Massaiti, Tanaka, Yuetsu, Covas, Dimas Tadeu, Kashima, Simone","Brazilian Journal of Infectious Diseases; 19(6); 578-584","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000600578&lang=pt" 
"S1413-86702015000600614-scl","Antimicrobial susceptibility, virulence determinant carriage and molecular characteristics of Staphylococcus aureus isolates associated with skin and soft tissue infections","Yu, Fangyou, Liu, Yunling, Lv, Jinnan, Qi, Xiuqin, Lu, Chaohui, Ding, Yu, Li, Dan, Liu, Huanle, Wang, Liangxing","Brazilian Journal of Infectious Diseases; 19(6); 614-622","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000600614&lang=pt" 
"S1984-02922015000300219-scl","Mercado da/de carnes: corpos imprevistos na biopolítica","Vasconcelos, Michele de Freitas Faria de, Zago, Luiz Felipe","Fractal : Revista de Psicologia; 27(3); 219-227","Fractal : Revista de Psicologia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922015000300219&lang=pt" 
"S1794-58872015000200007-col","Mindreading, representación, inferencia y argumentación","Santibáñez Yáñez, Cristián","Co-herencia; 12(23); 171-204","Co-herencia","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-58872015000200007&lang=pt" 
"S1984-02922015000300247-scl","Relações de gênero e ruralidade nos projetos vitais e noções de si de jovens mulheres","Pizzinato, Adolfo, Hamann, Cristiano, Machado, Rodrigo de Oliveira, Strey, Marlene Neves","Fractal : Revista de Psicologia; 27(3); 247-255","Fractal : Revista de Psicologia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922015000300247&lang=pt" 
"S0104-14282015000700004-scl","Síntese e caracterização de novos copolímeros fosforilados","Santos, Viviane Martins Rebello dos, Monteiro, Katia Novack, Sousa, Denise Versiane Monteiro de, Oliveira, Sheila Rodrigues, Donnici, Claudio Luis","Polímeros; 25(spe); 19-24","Polímeros","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282015000700004&lang=pt" 
"S0104-14282015000700008-scl","Preparo e caracterização de filmes comestíveis de quitosana","Fráguas, Rodrigo Martins, Simão, Anderson Assaid, Faria, Paula Vieira, Queiroz, Estela de Resende, Oliveira Junior, Ênio Nazaré de, Abreu, Celeste Maria Patto de","Polímeros; 25(spe); 48-53","Polímeros","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282015000700008&lang=pt" 
"S0104-14282015000700010-scl","Impactos ambientais da produção de garrafas de polietileno numa indústria de Teresina-PI","Silva, Elaine Aparecida da, Moita Neto, José Machado","Polímeros; 25(spe); 59-67","Polímeros","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282015000700010&lang=pt" 
"S1413-86702015000600571-scl","Molecular characterization of microbial contaminants isolated from Umbilical Cord Blood Units for transplant","Bello-López, Juan Manuel, Noguerón-Silva, Jorge, Castañeda-Sánchez, Jorge Ismael, Rojo-Medina, Julieta","Brazilian Journal of Infectious Diseases; 19(6); 571-577","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000600571&lang=pt" 
"S1984-02922015000300264-scl","A reinvenção da deficiência: novas metáforas na natureza dos corpos","Martins, Bruno Sena","Fractal : Revista de Psicologia; 27(3); 264-271","Fractal : Revista de Psicologia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922015000300264&lang=pt" 
"S1413-86702015000600648-scl","Co-transmission of Rahnella aquatilis between hospitalized patients","Martins, Willames, Carvalhaes, Cecília Godoy, Cayô, Rodrigo, Gales, Ana Cristina, Pignatari, Antonio Carlos","Brazilian Journal of Infectious Diseases; 19(6); 648-650","Brazilian Journal of Infectious Diseases","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702015000600648&lang=pt" 
"S1578-25492015000400010-esp","Instituto Nacional de Seguridad e Higiene en el Trabajo","","Archivos de Prevención de Riesgos Laborales; 18(4); 211-213","Archivos de Prevención de Riesgos Laborales","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1578-25492015000400010&lang=pt" 
"S0034-74932015000400008-cub","Experiencia en el Centro Nacional de Cirugía de Mínimo Acceso sobre procedimientos asociados en cirugía laparoscópica","López Milhet, Ana Bertha, Castillo Sánchez, Yuderkis, Roque González, Rosalba, Pereira Fraga, Jorge G, Barreras González, Javier, Morera Pérez, Maricela","Revista Cubana de Cirugía; 54(4); -","Revista Cubana de Cirugía","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932015000400008&lang=pt" 
"S1578-25492015000400008-esp","Patrones de impacto de un Programa basado en tecnología web para &quot;Sentarse Menos y Moverse Más&quot; en trabajadores de oficina sedentarios","","Archivos de Prevención de Riesgos Laborales; 18(4); 204-206","Archivos de Prevención de Riesgos Laborales","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1578-25492015000400008&lang=pt" 
