"S0717-554X2016000100004-chl","La sociología sin método: la raíz hegeliana del pensamiento de Luhmann","Casanova, Mauricio","Cinta de moebio; (55); 47-65","Cinta de moebio","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-554X2016000100004&lang=pt" 
"S1409-00152016000100254-cri","Telangiectasia hemorrágica hereditaria Enfermedad de Osler Weber Rendu","Castro, María Paula Vargas","Medicina Legal de Costa Rica; 33(1); 254-261","Medicina Legal de Costa Rica","Espanhol","2016","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-00152016000100254&lang=pt" 
"S1409-00152016000100139-cri","Riesgo de Suicidio Posterior a una Cirugía Bariátrica","Núnez, Karolina Rojas","Medicina Legal de Costa Rica; 33(1); 139-144","Medicina Legal de Costa Rica","Espanhol","2016","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-00152016000100139&lang=pt" 
"S1409-00152016000100320-cri","Pseudocápsula en los adenomas de hipófisis, revisión del tema","Miranda, Miguel AngelEsquivel, Ríos, Elier Orlando De la O","Medicina Legal de Costa Rica; 33(1); 320-326","Medicina Legal de Costa Rica","Espanhol","2016","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-00152016000100320&lang=pt" 
"S1409-00152016000100182-cri","El ácido úrico: de la gota y otros males","Carvajal, Carlos Carvajal","Medicina Legal de Costa Rica; 33(1); 182-189","Medicina Legal de Costa Rica","Espanhol","2016","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-00152016000100182&lang=pt" 
"S1409-00152016000100003-cri","Técnicas de apertura del cadáver","Nogué-Navarro, L., Viñals, N.Bardalet, Garriga, MJ. Adserias","Medicina Legal de Costa Rica; 33(1); 3-14","Medicina Legal de Costa Rica","Espanhol","2016","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-00152016000100003&lang=pt" 
"S1409-00152016000100197-cri","Aspectos Farmacocinéticos a Tomar en Cuenta Durante la Prescripción de Fármacos en el Embarazo","Darcia, Sergio Ávila, Flores, William Solís","Medicina Legal de Costa Rica; 33(1); 197-204","Medicina Legal de Costa Rica","Espanhol","2016","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-00152016000100197&lang=pt" 
"S1409-00152016000100190-cri","El laboratorio clínico en el diagnóstico de la enfermedad renal crónica","Carvajal, Carlos Carvajal","Medicina Legal de Costa Rica; 33(1); 190-196","Medicina Legal de Costa Rica","Espanhol","2016","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-00152016000100190&lang=pt" 
"S1409-00152016000100314-cri","Quiloperitoneo en Paciente con Abdomen Agudo","Fernández, ManLung Acón, Fernández, Renato Brenes","Medicina Legal de Costa Rica; 33(1); 314-319","Medicina Legal de Costa Rica","Espanhol","2016","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-00152016000100314&lang=pt" 
"S1409-00152016000100210-cri","Acné de causas endocrinológicas","Corrales, María Alejandra Monestel","Medicina Legal de Costa Rica; 33(1); 210-218","Medicina Legal de Costa Rica","Espanhol","2016","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-00152016000100210&lang=pt" 
"S1409-00152016000100103-cri","Intoxicación por acetaminofén en adultos","Castro, María Paula Vargas","Medicina Legal de Costa Rica; 33(1); 103-109","Medicina Legal de Costa Rica","Espanhol","2016","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-00152016000100103&lang=pt" 
"S1445-73772016000100003-sza","An existential-phenomenological investigation of the experience of gay men acknowledging to themselves that they are attracted to other men","Leone, Andrew Joseph","Indo-Pacific Journal of Phenomenology; 16(1); 1-14","Indo-Pacific Journal of Phenomenology","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1445-73772016000100003&lang=pt" 
"S1991-38772016000100005-sza","Facilitating or hindering social cohesion? The impact of the Community Work Programme in selected South African townships","Langa, Malose, Masuku, Themba, Bruce, David, van der Merwe, Hugo","SA Crime Quarterly; (55); 41-48","SA Crime Quarterly","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1991-38772016000100005&lang=pt" 
"S0034-74342016000100006-col","Descripción de niveles de ansiedad, desesperanza y autoestima en un grupo de mujeres chilenas con diagnóstico de infertilidad primaria: un estudio piloto","Contreras-García, Yolanda, Jara-Riquelme, Valeska, Manríquez-Vidal, Camilo","Revista Colombiana de Obstetricia y Ginecología; 67(1); 50-60","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342016000100006&lang=pt" 
"S1445-73772016000100002-sza","The second-chance self: Transformation as the gift of life for maternal caregivers of transplant children","Grace, Cynthia L.","Indo-Pacific Journal of Phenomenology; 16(1); 1-16","Indo-Pacific Journal of Phenomenology","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1445-73772016000100002&lang=pt" 
"S0034-74342016000100004-col","Comparación de dos protocolos de manejo en preeclampsia severa lejos del término, y resultados maternos y neonatales: una cohorte histórica Hospital Universitario San José, Popayán (Colombia)","Rendón-Becerra, César Augusto, Ortiz-Martínez, Roberth Alirio","Revista Colombiana de Obstetricia y Ginecología; 67(1); 26-35","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342016000100004&lang=pt" 
"S1991-38772016000100003-sza","Is social cohesion relevant to a city in the global South? A case study of Khayelitsha township","Barolsky, Vanessa","SA Crime Quarterly; (55); 17-30","SA Crime Quarterly","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1991-38772016000100003&lang=pt" 
"S0034-74342016000100007-col","Tumor de Buschke-Lowenstein: presentación de un caso y revisión de la literatura","Hernández-Tiria, María Camila, Salamanca-Mora, Sonia, Cruz-Garnica, Adriana","Revista Colombiana de Obstetricia y Ginecología; 67(1); 61-68","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342016000100007&lang=pt" 
"S0120-02832016000100010-col","TOMOGRAFÍA DE RESISTIVIDAD ELÉCTRICA APLICADA AL ANÁLISIS DE FALLAS ACTIVAS. CASO DE ESTUDIO: FALLA ABRIAQUÍ, FRONTINO, ANTIOQUIA","Ramírez-Hoyos, León, Posada, Gustavo, Noriega, Santiago, Monsalve, Gaspar","Boletin de Geología; 38(1); 151-164","Boletin de Geología","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-02832016000100010&lang=pt" 
"S1991-38772016000100007-sza","Comfortably cosmopolitan? How patterns of &#039;social cohesion&#039; vary with crime and fear","Kriegler, Anine, Shaw, Mark","SA Crime Quarterly; (55); 61-71","SA Crime Quarterly","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1991-38772016000100007&lang=pt" 
"S1991-38772016000100006-sza","Pulling us apart? The association between fear of crime and social cohesion in South Africa","Roberts, Benjamin, Gordon, Steven","SA Crime Quarterly; (55); 49-60","SA Crime Quarterly","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1991-38772016000100006&lang=pt" 
"S0120-02832016000100004-col","PROPUESTA DE ESCISIÓN DE LA DENOMINADA &#039;FORMACIÓN SILGARÁ&#039; (MACIZO DE SANTANDER, COLOMBIA), A PARTIR DE EDADES U-Pb EN CIRCONES DETRÍTICOS","Mantilla-Figueroa, Luis C., García-Ramírez, Carlos A., Valencia, Víctor A.","Boletin de Geología; 38(1); 33-50","Boletin de Geología","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-02832016000100004&lang=pt" 
"S0120-02832016000100008-col","ESTRATIGRAFÍA, PETROGRAFÍA Y ANÁLISIS MULTI-MÉTODO DE PROCEDENCIA DE LA FORMACIÓN GUINEALES, NORTE DE LA CORDILLERA OCCIDENTAL DE COLOMBIA","Rodríguez, Gabriel, Arango, María Isabel, Zapata, Gilberto, Bermúdez, José Gilberto","Boletin de Geología; 38(1); 101-124","Boletin de Geología","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-02832016000100008&lang=pt" 
"S0120-02832016000100007-col","VULCANISMO DE AFINIDAD ADAQUÍTICA EN EL MIEMBRO INFERIOR DE LA FORMACIÓN COMBIA (MIOCENO TARDÍO) AL SUR DE LA SUBCUENCA DE AMAGA, NOROCCIDENTE DE COLOMBIA","Borrero, Carlos, Toro-Toro, Luz Mary","Boletin de Geología; 38(1); 87-100","Boletin de Geología","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-02832016000100007&lang=pt" 
"S0120-02832016000100005-col","ANÁLISIS DE SECUENCIAS Y PROCEDENCIA EN SUCESIONES SEDIMENTARIAS DE GRANO FINO: UN EJEMPLO DE LA FORMACIÓN UMIR Y BASE DE LA FORMACIÓN LISAMA, EN EL SECTOR DE SIMACOTA (SANTANDER, COLOMBIA)","Montaño, Paola C., Nova, Giovanny, Bayona, Germán, Mahecha, Hernando, Ayala, Carolina, Jaramillo, Carlos, De La Parra, Felipe","Boletin de Geología; 38(1); 51-72","Boletin de Geología","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-02832016000100005&lang=pt" 
"S1409-00152016000100154-cri","Síndrome compartimental abdominal en el contexto de ruptura de aorta abdominal: posibles factores de manejo terapéutico que aumenten incidencia de este síndrome","Montero, Gloriana Soto","Medicina Legal de Costa Rica; 33(1); 154-163","Medicina Legal de Costa Rica","Espanhol","2016","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-00152016000100154&lang=pt" 
"S1409-00152016000100002-cri","Revisión de &quot;histología&quot;","Alvarado, Eduardo Vargas","Medicina Legal de Costa Rica; 33(1); 2-2","Medicina Legal de Costa Rica","Espanhol","2016","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-00152016000100002&lang=pt" 
"S1409-00152016000100001-cri","El comienzo de medicina legal de Costa Rica","Alvarado, Dr. Eduardo Vargas","Medicina Legal de Costa Rica; 33(1); 1-1","Medicina Legal de Costa Rica","Espanhol","2016","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-00152016000100001&lang=pt" 
"S1409-00152016000100296-cri","Desprendimiento de Retina secundario a Accidente Laboral","Ocampo, Ana Elena Nuñez","Medicina Legal de Costa Rica; 33(1); 296-299","Medicina Legal de Costa Rica","Espanhol","2016","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-00152016000100296&lang=pt" 
"S2254-28842016000100001-esp","","Gómez Gómez, Alicia, Ruiz Álvarez, M.ª Paz, Baena Ruiz, Laura, Martínez Terceño, M.ª Ángeles","Enfermería Nefrológica; 19(1); 11-11","Enfermería Nefrológica","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842016000100001&lang=pt" 
"S0120-02832016000100011-col","APLICACIÓN DE LA TÉCNICA DE TOMOGRAFÍA ACÚSTICA PARA LA VISUALIZACIÓN Y ESTIMACIÓN DE LA DENSIDAD DE MICROFRACTURAS EN MUESTRAS DE AFLORAMIENTO","Gómez-Luna, Luis A., Carvajal-Jiménez, Jenny M., Ramírez-Silva, Luis F.","Boletin de Geología; 38(1); 165-181","Boletin de Geología","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-02832016000100011&lang=pt" 
"S0120-02832016000100001-col","Editorial","","Boletin de Geología; 38(1); 11-11","Boletin de Geología","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-02832016000100001&lang=pt" 
"S2254-28842016000100011-esp","Hemodiálisis a un paciente en tratamiento con yodo radioactivo I-131","Vasco Gómez, Ana, Lacruz Bassols, Martí, Junyent Iglesias, Ernestina","Enfermería Nefrológica; 19(1); 92-95","Enfermería Nefrológica","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842016000100011&lang=pt" 
"S1991-38772016000100001-sza","Making sense of the duality of social cohesion","Barolsky, Vanessa, Gould, Chandré","SA Crime Quarterly; (55); 3-5","SA Crime Quarterly","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1991-38772016000100001&lang=pt" 
"S1445-73772016000100001-sza","Special edition: Contemporary phenomenological research on key psychotherapeutic issues","Valle, Ron, Grace, Cynthia L.","Indo-Pacific Journal of Phenomenology; 16(1); 1-3","Indo-Pacific Journal of Phenomenology","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1445-73772016000100001&lang=pt" 
"S0120-02832016000100002-col","In Memoriam","Navas Camacho, Orlando","Boletin de Geología; 38(1); 13-13","Boletin de Geología","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-02832016000100002&lang=pt" 
"S1889-836X2016000100004-esp","Dickkopf1 (DKK1), metabolismo óseo y enfermedad ateroesclerótica en pacientes con diabetes mellitus tipo 2","Reyes-García, R., Rozas-Moreno, P., García-Martín, A., García-Fontana, B., Morales-Santana, S., Muñoz-Torres, M.","Revista de Osteoporosis y Metabolismo Mineral; 8(1); 24-29","Revista de Osteoporosis y Metabolismo Mineral","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1889-836X2016000100004&lang=pt" 
"S2254-28842016000100006-esp","Comparación de un programa de ejercicio intradiálisis frente a ejercicio domiciliario sobre capacidad física funcional y nivel de actividad física","Ortega Pérez de Villar, Lucía, Antolí García, Sara, Lidón Pérez, M.ª Jesús, Amer Cuenca, Juan José, Benavent Caballer, Vicent, Segura Ortí, Eva","Enfermería Nefrológica; 19(1); 45-54","Enfermería Nefrológica","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842016000100006&lang=pt" 
"S0120-02832016000100009-col","EVALUACIÓN PALEOSÍSMICA DEL SEGMENTO SAN FELIPE DE LA FALLA DE BOCONÓ (VENEZUELA NOROCCIDENTAL): ¿RESPONSABLE DEL TERREMOTO DEL 26 DE MARZO DE 1812?","Audemard M., Franck A.","Boletin de Geología; 38(1); 125-149","Boletin de Geología","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-02832016000100009&lang=pt" 
"S1445-73772016000100005-sza","A phenomenology of marijuana use among graduate students","Garner, Emily","Indo-Pacific Journal of Phenomenology; 16(1); 1-17","Indo-Pacific Journal of Phenomenology","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1445-73772016000100005&lang=pt" 
"S1445-73772016000100007-sza","An existential-phenomenological investigation of women&#039;s experience of becoming less obsessed with their bodily appearance","Kirby, Jennifer K.","Indo-Pacific Journal of Phenomenology; 16(1); 1-15","Indo-Pacific Journal of Phenomenology","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1445-73772016000100007&lang=pt" 
"S0120-02832016000100003-col","MAGMATISMO RAPAKIVI EN LA CUENCA MEDIA DEL RÍO INÍRIDA, DEPARTAMENTO DE GUAINÍA, COLOMBIA","Bonilla, Amed, Frantz, José Carlos, Charão-Marques, Juliana, Cramer, Thomas, Franco, José Alejandro, Amaya, Zeze","Boletin de Geología; 38(1); 17-32","Boletin de Geología","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-02832016000100003&lang=pt" 
"S1445-73772016000100009-sza","Clinical implications of a phenomenological study: Being regarded as a threat while attempting to do one&#039;s best","Cole, Norma","Indo-Pacific Journal of Phenomenology; 16(1); 1-14","Indo-Pacific Journal of Phenomenology","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1445-73772016000100009&lang=pt" 
"S0034-74342016000100005-col","Síndrome de cáncer hereditario de mama y ovario: aplicación clínica","González-Teshima, Laura Yuriko, Vargas-Cely, Fabio Samir, Muñoz-Sandoval, Juan Sebastián, Ramírez-Cheyne, Julián, Saldarriaga-Gil, Wilmar","Revista Colombiana de Obstetricia y Ginecología; 67(1); 36-49","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342016000100005&lang=pt" 
"S1445-73772016000100004-sza","A phenomenological investigation of women&#039;s experience of recovering from childhood trauma and subsequent substance abuse","Hunter, Ayesha Christina","Indo-Pacific Journal of Phenomenology; 16(1); 1-21","Indo-Pacific Journal of Phenomenology","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1445-73772016000100004&lang=pt" 
"S1445-73772016000100008-sza","An existential-phenomenological investigation of the experience of being accepted in individuals who have undergone psychiatric institutionalization","Winn, Jessica S.","Indo-Pacific Journal of Phenomenology; 16(1); 1-14","Indo-Pacific Journal of Phenomenology","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1445-73772016000100008&lang=pt" 
"S2254-28842016000100009-esp","Rol de enfermería en la consulta de prediálisis en el paciente con enfermedad renal cónica avanzada","Forero Villalobos, Jenny, Barrios Araya, Silvia","Enfermería Nefrológica; 19(1); 77-86","Enfermería Nefrológica","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2254-28842016000100009&lang=pt" 
"S0213-61632016000100002-esp","Clinical trial designs of new medicinal products for treating schizophrenia: discussion of EMA&#039;s Guideline and a Better Long Term Trial Design","Jiang, Haibiao, Zhang, Jingjing","The European Journal of Psychiatry; 30(1); 29-40","The European Journal of Psychiatry","Inglês","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-61632016000100002&lang=pt" 
"S0102-37722016000100053-scl","Evidências de validade e fidedignidade da Escala Internacional de Inteligência Leiter-R para crianças dos 6 aos 8 anos","Mecca, Tatiana Pontrelli, Carvalho, Lucas de Francisco, Simões, Mário Rodrigues, Macedo, Elizeu Coutinho","Psicologia: Teoria e Pesquisa; 32(1); 53-62","Psicologia: Teoria e Pesquisa","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-37722016000100053&lang=pt" 
"S1807-55092016000100019-scl","Laterality in artistic gymnastics","BESSI, Flavio","Revista Brasileira de Educação Física e Esporte; 30(1); 19-27","Revista Brasileira de Educação Física e Esporte","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-55092016000100019&lang=pt" 
"S1807-55092016000100109-scl","Parental support in sports development of Brazilian gymnasts participants in the Olympic Games (1980-2004)","SCHIAVON, Laurita Marconi, SOARES, Daniela Bento","Revista Brasileira de Educação Física e Esporte; 30(1); 109-118","Revista Brasileira de Educação Física e Esporte","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-55092016000100109&lang=pt" 
"S0717-34582016000200001-chl","Bioconversion of agro-industrial wastes for the production of fibrinolytic enzyme from Bacillus halodurans IND18: Purification and biochemical characterization","Vijayaraghavan, Ponnuswamy, Prakash Vincenta, Samuel Gnana, Valan Arasu, Mariadhas, Al-Dhabi, Naif Abdullah","Electronic Journal of Biotechnology; 19(2); 1-8","Electronic Journal of Biotechnology","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-34582016000200001&lang=pt" 
"S0717-34582016000200003-chl","Enzymatic hydrolysis and fermentation of ultradispersed wood particles after ultrasonic pretreatment","Revin, Victor, Atykyan, Nelli, Zakharkin, Denis","Electronic Journal of Biotechnology; 19(2); 14-19","Electronic Journal of Biotechnology","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-34582016000200003&lang=pt" 
"S0717-34582016000200002-chl","The accuracy of protein structure alignment servers","Aslam, Naeem, Nadeem, Asif, Babar, Masroor Ellahi, Pervez, Muhammad Tariq, Aslam, Muhammad, Naveed, Nasir, Hussain, Tanveer, Shehzad, Wasim, Wasim, Muhammad, Bao, Zhang, Javed, Maryam","Electronic Journal of Biotechnology; 19(2); 9-13","Electronic Journal of Biotechnology","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-34582016000200002&lang=pt" 
"S0717-34582016000200005-chl","","Jorquera, Esteban, Morales, Paz, Tapia, David, Torres, Pamela, Eissler, Yoanna, Espinoza, Juan C, Conejeros, Pablo, Kuznar, Juan","Electronic Journal of Biotechnology; 19(2); 28-32","Electronic Journal of Biotechnology","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-34582016000200005&lang=pt" 
"S0717-34582016000200004-chl","Identification and expression analysis of two Wnt4 genes in the spotted scat (Scatophagus argus)","Chen, Jianhua, Yinglei, Li, Zhang, Junbin, Liu, Huifen, Li, Yongqi","Electronic Journal of Biotechnology; 19(2); 20-27","Electronic Journal of Biotechnology","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-34582016000200004&lang=pt" 
"S1807-76922016000100001-scl","Editorial","Farias, Salomão Alencar de","BAR - Brazilian Administration Review; 13(1); -","BAR - Brazilian Administration Review","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-76922016000100001&lang=pt" 
"S1413-81232016000300695-spa","Avaliação da qualidade da água de consumo por comunidades ribeirinhas em áreas de exposição a poluentes urbanos e industriais nos municípios de Abaetetuba e Barcarena no estado do Pará, Brasil","Medeiros, Adaelson Campelo, Lima, Marcelo de Oliveira, Guimarães, Raphael Mendonça","Ciência &amp; Saúde Coletiva; 21(3); 695-708","Ciência &amp; Saúde Coletiva","Inglês, Português","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232016000300695&lang=pt" 
"S1413-81232016000300947-spa","Impacto na leitura de artigos científicos: uma tentativa de diálogo com “meu leitor”","Akerman, Marco","Ciência &amp; Saúde Coletiva; 21(3); 947-954","Ciência &amp; Saúde Coletiva","Português","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232016000300947&lang=pt" 
"S1413-81232016000300719-spa","Determinants in implementing a public policy for an essential volume of free water in Bogotá and Medellín, Colombia","Vargas, Laura, Heller, Léo","Ciência &amp; Saúde Coletiva; 21(3); 719-730","Ciência &amp; Saúde Coletiva","Inglês","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232016000300719&lang=pt" 
"S0717-95022016000100017-chl","The Arteries Root from the Aortic Arch in the Sparrowhawk (Accipiter nisus, Falconiformes: Accipitridae)","Balkaya, Hulya","International Journal of Morphology; 34(1); 110-115","International Journal of Morphology","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022016000100017&lang=pt" 
"S0717-95022016000100042-chl","3-D Structural Changes in Subchondral Bone and the Effect of Bisphosphonate Intervention in Early Osteoarthritis","Chen, Hainan, Dong, Qirong, Jiang, Wei","International Journal of Morphology; 34(1); 291-297","International Journal of Morphology","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022016000100042&lang=pt" 
"S0717-95022016000100005-chl","Investigation of Various Events Occurring in the Brain Tissue After Calvarial Defects in Rats","Tas, Mahmut, Gok, Ertugrul, Ekinci, Cenap, Deveci, Engin, Deveci, Senay","International Journal of Morphology; 34(1); 29-33","International Journal of Morphology","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022016000100005&lang=pt" 
"S0717-95022016000100046-chl","Morphology of the Eyeball, Orbit and Retina of Atlantic Salmon (Salmo Salar) Alevins under Hypoxic Conditions","Pellón, Mario, Rojas, Mariana, Saint-Pierre, Gustavo, Hartley, Ricardo, del Sol, Mariano","International Journal of Morphology; 34(1); 320-329","International Journal of Morphology","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022016000100046&lang=pt" 
"S0717-95022016000100054-chl","Morfometría Nuclear de Hepatocitos Esteatósicos y Esteatósicos Estimulados con Laser Infrarrojo","Cornejo, R, Garrido, O, Jaramillo, R","International Journal of Morphology; 34(1); 375-379","International Journal of Morphology","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022016000100054&lang=pt" 
"S0717-95022016000100009-chl","Aumento de la Temperatura de Incubación en Huevos de Gallina Araucana (Gallus inauris): Efecto sobre la Mortalidad Embrionaria, Tasa de Eclosión, Peso del Polluelo, Saco Vitelino y de Órganos Internos","Ruiz Diaz, Nancy, Orrego, Guillermo, Reyes, Miguel, Silva, Mauricio","International Journal of Morphology; 34(1); 57-62","International Journal of Morphology","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022016000100009&lang=pt" 
"S0717-95022016000100019-chl","Image Analysis of Oxidative and Glycolytic Muscle Fibers During Reperfusion Injury by Segmentation Based on Regions","Rosero-Salazar, Doris Haydee","International Journal of Morphology; 34(1); 127-135","International Journal of Morphology","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022016000100019&lang=pt" 
"S0717-95022016000100014-chl","Can the Intermittent Training Generate Alterations on the Liver Tissue of Rats Submitted to a Hyperlipidic Diet?","Magalhães, Alan José Barbosa, Castoldi, Robson Chacon, Camargo, Regina Celi Trindade, Ozaki, Guilherme Akio Tamura, Costalonga, Regiane Rocha, Moreira, Rafael Junges, Seraphim, Patricia Monteiro, Camargo Filho, José Carlos Silva","International Journal of Morphology; 34(1); 90-96","International Journal of Morphology","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022016000100014&lang=pt" 
"S0717-95022016000100052-chl","El Dimorfismo Sexual en Distintas Relaciones Cráneo-Mandibulares","Bucchi, Ana, Bucchi, Cristina, Fuentes, Ramón","International Journal of Morphology; 34(1); 365-370","International Journal of Morphology","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022016000100052&lang=pt" 
"S0717-95022016000100029-chl","Hippocampal Neuronal Apoptosis in Rat Offspring Due to Gestational Diabetes","Ghafari, Soraya, Asadi, Ebrahim, Shabani, Ronak, Golalipour, Mohammad Jafar","International Journal of Morphology; 34(1); 205-211","International Journal of Morphology","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022016000100029&lang=pt" 
"S0717-95022016000100032-chl","Mestizo Anterior Teeth&#039;s Proportions","Ramirez, Luis Miguel, Ospina, Juan David, Ballesteros, Luis Ernesto","International Journal of Morphology; 34(1); 223-231","International Journal of Morphology","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022016000100032&lang=pt" 
"S0717-95022016000100023-chl","Reversible Effect of High Altitude on Rat Testis Morphology and Spermatogenesis: Histological and Ultrastructural Study","Abdalla, Asim M, Tingari, M. D, Ali, K. Z, Rezigalla, A. A, Al-shraim, Mubarak, Eid, Refaat, A","International Journal of Morphology; 34(1); 153-159","International Journal of Morphology","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022016000100023&lang=pt" 
"S0717-95022016000100051-chl","Origen y Distribución de los Ramos Motores del NervioMediano para los Músculos Superficiales de la Región Anterior del Antebrazo en Individuos Brasileños","Riveros, A, Sousa-Rodrigues, C.F, Olave, E","International Journal of Morphology; 34(1); 356-364","International Journal of Morphology","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022016000100051&lang=pt" 
"S0717-95022016000100016-chl","Comparison of Antioxidant Effects of Kolaviron and Vitamin C Interventions on Testicular Structures Following Nevirapine Administration in Sprague-Dawley Rats","Ajayi, S. A, Azu, O. O, Chuturgoon, A, Phulukdaree, A, Komolafe, O. A, Ofusori, D. A","International Journal of Morphology; 34(1); 102-109","International Journal of Morphology","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95022016000100016&lang=pt" 
