"S1415-52732017000100091-scl","Evaluation of a mobile application for estimation of food intake","MESCOLOTO, Samantha Bittencourt, CAIVANO, Simone, DOMENE, Semíramis Martins Álvares","Revista de Nutrição; 30(1); 91-98","Revista de Nutrição","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732017000100091&lang=pt" 
"S0103-50532017000100049-scl","Electrodeposition of Gold Films from a Glycerol Solution on Carbon Paste Electrode and the Effect of Chemical and Electrochemical Parameters of Electrodeposition on the Electrode Performance in Potassium Ferrocyanide Solution","Gama, Elter G., Oliveira, Gildiberto M.","Journal of the Brazilian Chemical Society; 28(1); 49-57","Journal of the Brazilian Chemical Society","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532017000100049&lang=pt" 
"S0103-50532017000100011-scl","An Efficient Protocol for Facile Synthesis of New 5-Substituted-1H-Tetrazole Derivatives Using Copper-Doped Silica Cuprous Sulfate (CDSCS) as Heterogeneous Nano-Catalyst","Rad, Mohammad Navid Soltani","Journal of the Brazilian Chemical Society; 28(1); 11-20","Journal of the Brazilian Chemical Society","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532017000100011&lang=pt" 
"S0103-50532017000100058-scl","Facile Synthesis of Tellurium Nanowires and Study of Their Third-Order Nonlinear Optical Properties","Silva, Robson R., Mejia, Hans A. G., Ribeiro, Sidney J. L., Shrestha, Lok K., Ariga, Katsuhiko, Oliveira Jr., Osvaldo N., Camargo, Vanessa R., Maia, Lauro J. Q., Araújo, Cid B.","Journal of the Brazilian Chemical Society; 28(1); 58-67","Journal of the Brazilian Chemical Society","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532017000100058&lang=pt" 
"S0074-02762017000100053-scl","Scoring clinical signs can help diagnose canine visceral leishmaniasis in a highly endemic area in Brazil","Silva, Kleverton Ribeiro da, Mendonça, Vitor Rosa Ramos de, Silva, Kellen Matuzzy, Nascimento, Leopoldo Fabrício Marçal do, Mendes-Sousa, Antonio Ferreira, Pinho, Flaviane Alves de, Barral-Netto, Manoel, Barral, Aldina Maria Prado, Cruz, Maria do Socorro Pires e","Memórias do Instituto Oswaldo Cruz; 112(1); 53-63","Memórias do Instituto Oswaldo Cruz","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762017000100053&lang=pt" 
"S0074-02762017000100063-scl","Lethal and sublethal effects of essential oil of Lippia sidoides (Verbenaceae) and monoterpenes on Chagas’ disease vector Rhodnius prolixus","Figueiredo, Marcela B, Gomes, Geovany A, Santangelo, Jayme M, Pontes, Emerson G, Azambuja, Patricia, Garcia, Elói S, Carvalho, Mário G de","Memórias do Instituto Oswaldo Cruz; 112(1); 63-69","Memórias do Instituto Oswaldo Cruz","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762017000100063&lang=pt" 
"S0074-02762017000100031-scl","Susceptibility of Phytomonas serpens to calpain inhibitors in vitro: interference on the proliferation, ultrastructure, cysteine peptidase expression and interaction with the invertebrate host","Oliveira, Simone Santiago Carvalho de, Gonçalves, Diego de Souza, Garcia-Gomes, Aline dos Santos, Gonçalves, Inês Correa, Seabra, Sergio Henrique, Menna-Barreto, Rubem Figueiredo, Lopes, Angela Hampshire de Carvalho Santos, D’Avila-Levy, Claudia Masini, Santos, André Luis Souza dos, Branquinha, Marta Helena","Memórias do Instituto Oswaldo Cruz; 112(1); 31-43","Memórias do Instituto Oswaldo Cruz","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762017000100031&lang=pt" 
"S0074-02762017000100079-scl","Genomic information on multidrug-resistant livestock-associated methicillin-resistant Staphylococcus aureus ST398 isolated from a Brazilian patient with cystic fibrosis","Lima, Danielle F, Cohen, Renata WF, Rocha, Géssica A, Albano, Rodolpho M, Marques, Elizabeth A, Leão, Robson S","Memórias do Instituto Oswaldo Cruz; 112(1); 79-80","Memórias do Instituto Oswaldo Cruz","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762017000100079&lang=pt" 
"S0074-02762017000100001-scl","The search for novel insecticide targets in the post-genomics era, with a specific focus on G-protein coupled receptors","Ngai, Michelle, McDowell, Mary Ann","Memórias do Instituto Oswaldo Cruz; 112(1); 1-7","Memórias do Instituto Oswaldo Cruz","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762017000100001&lang=pt" 
"S0074-02762017000100070-scl","Prevalence of Trypanosoma cruzi infection among Bolivian immigrants in the city of São Paulo, Brazil","Luna, Expedito JA, Furucho, Celia R, Silva, Rubens A, Wanderley, Dalva M, Carvalho, Noemia B, Satolo, Camila G, Leite, Ruth M, Silveira, Cassio, Silva, Lia MB, Aith, Fernando M, Carneiro Jr, Nivaldo, Shikanai-Yasuda, Maria A","Memórias do Instituto Oswaldo Cruz; 112(1); 70-74","Memórias do Instituto Oswaldo Cruz","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762017000100070&lang=pt" 
"S0074-02762017000100019-scl","Entering and exiting behaviour of the phlebotomine sand fly Lutzomyia longiflocosa (Diptera: Psychodidae) in rural houses of the sub-Andean region of Colombia","Pardo, Raúl Hernando, Santamaría, Erika, Cabrera, Olga Lucia","Memórias do Instituto Oswaldo Cruz; 112(1); 19-30","Memórias do Instituto Oswaldo Cruz","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762017000100019&lang=pt" 
"S0074-02762017000100044-scl","Phenotypic diversity and selection maintain Leishmania amazonensis infectivity in BALB/c mouse model","Espiau, Benoît, Vilhena, Virginia, Cuvillier, Armelle, Barral, Aldina, Merlin, Gilles","Memórias do Instituto Oswaldo Cruz; 112(1); 44-52","Memórias do Instituto Oswaldo Cruz","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762017000100044&lang=pt" 
"S1413-81232017000100018-spa","A ciência ou as ciências? Encruzilhada para diálogos interdisciplinares","Schraiber, Lilia Blima","Ciência &amp; Saúde Coletiva; 22(1); 18-19","Ciência &amp; Saúde Coletiva","Português","2017","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232017000100018&lang=pt" 
"S1413-81232017000100014-spa","Diálogo entre editores científicos em saúde e cientistas que produzem estudos qualitativos","França-Junior, Ivan","Ciência &amp; Saúde Coletiva; 22(1); 14-15","Ciência &amp; Saúde Coletiva","Português","2017","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232017000100014&lang=pt" 
"S1413-81232017000100323-spa","Pesquisa qualitativa como vocação?","Moretti-Pires, Rodrigo Otávio, Kovaleski, Douglas Francisco, Minayo, Maria Cecília de Souza, Diniz, Debora, Gomes, Romeu","Ciência &amp; Saúde Coletiva; 22(1); 323-324","Ciência &amp; Saúde Coletiva","Português","2017","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232017000100323&lang=pt" 
"S1413-81232017000100123-spa","Qualidade de vida de cuidadores familiares de adultos com lesão medular: uma revisão sistemática","Prudente, Cejane Oliveira Martins, Ribeiro, Maysa Ferreira Martins, Porto, Celmo Celeno","Ciência &amp; Saúde Coletiva; 22(1); 123-134","Ciência &amp; Saúde Coletiva","Português","2017","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232017000100123&lang=pt" 
"S1413-81232017000100201-spa","Saúde Bucal na Ação Programática da Criança: indicadores e metas de um Serviço de Atenção Primária à Saúde","Schwendler, Anna, Faustino-Silva, Daniel Demétrio, Rocha, Cristianne Famer","Ciência &amp; Saúde Coletiva; 22(1); 201-207","Ciência &amp; Saúde Coletiva","Português","2017","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232017000100201&lang=pt" 
"S1413-81232017000100151-spa","Estudo comparativo da satisfação de usuários e profissionais da saúde com o serviço público odontológico","Bordin, Danielle, Fadel, Cristina Berger, Moimaz, Suzely Adas Saliba, Garbin, Cléa Adas Saliba, Saliba, Nemre Adas","Ciência &amp; Saúde Coletiva; 22(1); 151-160","Ciência &amp; Saúde Coletiva","Português","2017","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232017000100151&lang=pt" 
"S1413-81232017000100117-spa","Feminicídios em grupos étnicos e racializados: síntese","Meneghel, Stela Nazareth, Lerma, Betty Ruth Lozano","Ciência &amp; Saúde Coletiva; 22(1); 117-122","Ciência &amp; Saúde Coletiva","Português","2017","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232017000100117&lang=pt" 
"S1413-81232017000100209-spa","O processo de conformação do perfil assistencial nos hospitais federais da cidade do Rio de Janeiro, Brasil","Binsfeld, Luciane, Rivera, Francisco Javier Uribe, Artmann, Elizabeth","Ciência &amp; Saúde Coletiva; 22(1); 209-220","Ciência &amp; Saúde Coletiva","Português","2017","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232017000100209&lang=pt" 
"S1413-81232017000100325-spa","¿Es posible generalizar en estudios cualitativos?","Ventura-León, José Luis, Barboza-Palomino, Miguel","Ciência &amp; Saúde Coletiva; 22(1); 325-325","Ciência &amp; Saúde Coletiva","Espanhol","2017","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232017000100325&lang=pt" 
"S1413-81232017000100016-spa","Cientificidade, generalização e divulgação de estudos qualitativos","Minayo, Maria Cecília de Souza","Ciência &amp; Saúde Coletiva; 22(1); 16-17","Ciência &amp; Saúde Coletiva","Português","2017","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232017000100016&lang=pt" 
"S1413-81232017000100107-spa","Absorção e metabolização dos hormônios sexuais e sua transformação em tecnologias contraceptivas: percursos do pensamento médico no Brasil","Bonan, Claudia, Teixeira, Luiz Antonio, Nakano, Andreza Rodrigues","Ciência &amp; Saúde Coletiva; 22(1); 107-116","Ciência &amp; Saúde Coletiva","Português","2017","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232017000100107&lang=pt" 
"S1413-81232017000100023-spa","Percepção de pacientes com AIDS diagnosticada na adolescência sobre o aconselhamento pré e pós-teste HIV realizado","Taquette, Stella Regina, Rodrigues, Adriana de Oliveira, Bortolotti, Lívia Rocha","Ciência &amp; Saúde Coletiva; 22(1); 23-30","Ciência &amp; Saúde Coletiva","Português","2017","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232017000100023&lang=pt" 
"S1413-81232017000100179-spa","Cobertura de Planos de Saúde na população brasileira, segundo a Pesquisa Nacional de Saúde, 2013","Malta, Deborah Carvalho, Stopa, Sheila Rizzato, Pereira, Cimar Azeredo, Szwarcwald, Célia Landmann, Oliveira, Martha, Reis, Arthur Chioro dos","Ciência &amp; Saúde Coletiva; 22(1); 179-190","Ciência &amp; Saúde Coletiva","Português","2017","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232017000100179&lang=pt" 
"S1413-81232017000100191-spa","Cárie dentária em crianças de 5 anos: fatores sociodemográficos, lócus de controle e atitudes parentais","Nunes, Vinícius Humberto, Perosa, Gimol Benzaquen","Ciência &amp; Saúde Coletiva; 22(1); 191-200","Ciência &amp; Saúde Coletiva","Português","2017","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232017000100191&lang=pt" 
"S1413-81232017000100269-spa","Suicidio en estudiantes universitarios en Bogotá, Colombia, 2004–2014","Franco, Saúl Alonso, Gutiérrez, Martha Lucia, Sarmiento, Julián, Cuspoca, Decsy, Tatis, Javier, Castillejo, Alejandro, Barrios, Miguel, Ballesteros-Cabrera, Magnolia del Pilar, Zamora, Sara, Rodríguez, Carlos Iván","Ciência &amp; Saúde Coletiva; 22(1); 269-278","Ciência &amp; Saúde Coletiva","Espanhol","2017","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232017000100269&lang=pt" 
"S1413-81232017000100097-spa","Semelhanças e contrastes nos padrões de uso de crack em Santa Catarina, Brasil: capital vs Meio Oeste","Zeferino, Maria Terezinha, Fermo, Vivian Costa, Fialho, Marcelo Brandt, Bastos, Francisco Inácio","Ciência &amp; Saúde Coletiva; 22(1); 97-106","Ciência &amp; Saúde Coletiva","Português","2017","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232017000100097&lang=pt" 
"S1413-81232017000100075-spa","Anxious and depressed women&#039;s experiences of emotional suffering and help seeking in a Rio de Janeiro favela","Athié, Karen, Dowrick, Christopher, Menezes, Alice Lopes do Amaral, Cruz, Luanda, Lima, Ana Cristina, Delgado, Pedro Gabriel Godinho, Favoretto, Cesar, Fortes, Sandra","Ciência &amp; Saúde Coletiva; 22(1); 75-86","Ciência &amp; Saúde Coletiva","Inglês","2017","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232017000100075&lang=pt" 
"S1413-81232017000100169-spa","Acidentes de trabalho autorreferidos pela população adulta brasileira, segundo dados da Pesquisa Nacional de Saúde, 2013","Malta, Deborah Carvalho, Stopa, Sheila Rizzato, Silva, Marta Maria Alves da, Szwarcwald, Célia Landmann, Franco, Marco da Silveira, Santos, Flavia Vinhaes, Machado, Elaine Leandro, Gómez, Carlos Minayo","Ciência &amp; Saúde Coletiva; 22(1); 169-178","Ciência &amp; Saúde Coletiva","Português","2017","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232017000100169&lang=pt" 
"S1413-81232017000100255-spa","Recruitment rate and retention of stroke subjects in cross-sectional studies","Polese, Janaine Cunha, Faria-Fortini, Iza de, Basílio, Marluce Lopes, Faria, Giselle Silva e, Teixeira-Salmela, Luci Fuscaldi","Ciência &amp; Saúde Coletiva; 22(1); 255-260","Ciência &amp; Saúde Coletiva","Inglês","2017","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232017000100255&lang=pt" 
"S1413-81232017000100053-spa","Relações entre oncohematopediatras, mães e crianças na comunicação de notícias difíceis","Afonso, Selene Beviláqua Chaves, Minayo, Maria Cecília de Souza","Ciência &amp; Saúde Coletiva; 22(1); 53-62","Ciência &amp; Saúde Coletiva","Português","2017","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232017000100053&lang=pt" 
"S1413-81232017000100311-spa","Capacitação de profissionais de saúde em aleitamento materno e sua associação com conhecimentos, habilidades e práticas","Jesus, Patricia Carvalho de, Oliveira, Maria Inês Couto de, Moraes, José Rodrigo de","Ciência &amp; Saúde Coletiva; 22(1); 311-320","Ciência &amp; Saúde Coletiva","Português","2017","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232017000100311&lang=pt" 
"S1413-81232017000100087-spa","Trajetórias de mulheres vivendo com HIV/aids no Brasil. Avanços e permanências da resposta à epidemia","Villela, Wilza Vieira, Barbosa, Regina Maria","Ciência &amp; Saúde Coletiva; 22(1); 87-96","Ciência &amp; Saúde Coletiva","Português","2017","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232017000100087&lang=pt" 
"S1413-81232017000100261-spa","Capacitação e intervenções de técnicos de farmácia na dispensação de medicamentos em Atenção Primária à Saúde","Melo, Daniela Oliveira de, Molino, Caroline Godoi Rezende da Costa, Ribeiro, Eliane, Romano-Lieber, Nicolina Silvana","Ciência &amp; Saúde Coletiva; 22(1); 261-268","Ciência &amp; Saúde Coletiva","Português","2017","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232017000100261&lang=pt" 
"S1413-81232017000100301-spa","Acupuntura no Sistema Único de Saúde – uma análise nos diferentes instrumentos de gestão","Sousa, Leandra Andréia de, Barros, Nelson Filice de, Pigari, Jéssica de Oliveira, Braghetto, Glaucia Tamburú, Karpiuck, Luciana Brondi, Pereira, Maria José Bistafa","Ciência &amp; Saúde Coletiva; 22(1); 301-310","Ciência &amp; Saúde Coletiva","Português","2017","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232017000100301&lang=pt" 
"S1413-81232017000100031-spa","À margem: uso de crack, desvio, criminalização e exclusão social – uma revisão narrativa","Toledo, Lidiane, Góngora, Andrés, Bastos, Francisco Inácio P. M.","Ciência &amp; Saúde Coletiva; 22(1); 31-42","Ciência &amp; Saúde Coletiva","Português","2017","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232017000100031&lang=pt" 
"S1413-81232017000100043-spa","A breve vida do Norplant® no Brasil: controvérsias e reagregações entre ciência, sociedade e Estado","Pimentel, Ana Cristina de Lima, Jannotti, Cláudia Bonan, Gaudenzi, Paula, Teixeira, Luiz Antonio da Silva","Ciência &amp; Saúde Coletiva; 22(1); 43-52","Ciência &amp; Saúde Coletiva","Português","2017","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232017000100043&lang=pt" 
"S1413-81232017000100063-spa","Fatores associados à Doença Pulmonar Obstrutiva Crônica em idosos","Barbosa, Ana Teresa Fernandes, Carneiro, Jair Almeida, Ramos, Gizele Carmen Fagundes, Leite, Maísa Tavares, Caldeira, Antônio Prates","Ciência &amp; Saúde Coletiva; 22(1); 63-73","Ciência &amp; Saúde Coletiva","Português","2017","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232017000100063&lang=pt" 
"S0103-50532017000100021-scl","Sesquiterpenoids from Nectandra megapotamica (Lauraceae)","Oliveira, Carolina Q., Morandini, Liziane B., Pedroso, Marcelo, T. Neto, Alexandre, Silva, Ubiratan F., Mostardeiro, Marco A., Dalcol, Ionara I., Morel, Ademir F.","Journal of the Brazilian Chemical Society; 28(1); 21-29","Journal of the Brazilian Chemical Society","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532017000100021&lang=pt" 
"S0103-50532017000100042-scl","Gallium-Containing Mesoporous Silica: Supported Catalysts with High Catalytic Activity for Oxidation of Benzene, Toluene and o-Xylene","Schwanke, Anderson Joel, Pergher, Sibele B. C., Probst, Luiz F. D., Balzer, Rosana","Journal of the Brazilian Chemical Society; 28(1); 42-48","Journal of the Brazilian Chemical Society","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532017000100042&lang=pt" 
"S0103-50532017000100087-scl","Copper(II) Nitroaromatic Schiff Base Complexes: Synthesis, Biological Activity and Their Interaction with DNA and Albumins","Martins, Darliane A., Bomfim Filho, Lucius F., Silva, Cleiton M. da, Fátima, Ângelo de, Louro, Sonia R. W., Batista, Denise G. J., Soeiro, Maria de Nazaré C., Carvalho, João Ernesto de, Teixeira, Letícia R.","Journal of the Brazilian Chemical Society; 28(1); 87-97","Journal of the Brazilian Chemical Society","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532017000100087&lang=pt" 
"S0103-50532017000100002-scl","Supramolecular Approach to Decorate Multi-Walled Carbon Nanotubes with Negatively Charged Iron(II) Complexes","Jannuzzi, Sergio A. V., Martins, Bianca, Huamaní, Luis E. S. C., Formiga, André L. B.","Journal of the Brazilian Chemical Society; 28(1); 2-10","Journal of the Brazilian Chemical Society","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532017000100002&lang=pt" 
"S0103-50532017000100076-scl","Validation of a LC-MS/MS Multiresidue Methodology Based on a QuEChERS Approach for the Determination of Fluoroquinolones, Sulfonamides and Trimethoprim in Poultry and Porcine Kidney According to the Normative Instruction 24/2009-MAPA","Rocha, Diego G., Santos, Flavio A., Gomes, Aline A., Faria, Adriana F.","Journal of the Brazilian Chemical Society; 28(1); 76-86","Journal of the Brazilian Chemical Society","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532017000100076&lang=pt" 
"S0103-50532017000100152-scl","Angelocunhol: New Erythroxylane Diterpene and Other Compounds from Simira sampaioana (Rubiaceae)","Moreira, Vinicius F., Vieira, Ivo J. C., Braz-Filho, Raimundo","Journal of the Brazilian Chemical Society; 28(1); 152-157","Journal of the Brazilian Chemical Society","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532017000100152&lang=pt" 
"S0103-50532017000100136-scl","Fragmentation Reactions of Rhodamine B and 6G as Revealed by High Accuracy Orbitrap Tandem Mass Spectrometry","Ferreira, Bruno R. V., Correa, Deleon N., Eberlin, Marcos N., Vendramini, Pedro H.","Journal of the Brazilian Chemical Society; 28(1); 136-142","Journal of the Brazilian Chemical Society","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532017000100136&lang=pt" 
"S0103-50532017000100179-scl","Solid-Liquid Extraction with Low Temperature Purification Coupled with Gas Chromatography and Mass Spectrometry for Determination of Polychlorinated Biphenyls in Sewage Sludge","Maia, Mariana R., Arcanjo, Ana Luíza P., Pinho, Gevany P., Silvério, Flaviano O.","Journal of the Brazilian Chemical Society; 28(1); 179-186","Journal of the Brazilian Chemical Society","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532017000100179&lang=pt" 
"S0103-50532017000100068-scl","Selective Transport of Silver(I) Cation Across a Bulk Liquid Membrane Containing Bis-β-enamino Ester as Ion Carrier","Tarahomi, Somayeh, Rounaghi, Gholam Hossein, Eshghi, Hossein, Daneshvar, Leili, Chamsaz, Mahmoud","Journal of the Brazilian Chemical Society; 28(1); 68-75","Journal of the Brazilian Chemical Society","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532017000100068&lang=pt" 
"S0103-50532017000100030-scl","Determination of Volatile Organic Compounds in Andean Tomato Landraces by Headspace Solid Phase Microextraction-Gas Chromatography-Mass Spectrometry","Cortina, Pablo R., Asis, Ramón, Peralta, Iris E., Asprelli, Pablo D., Santiago, Ana N.","Journal of the Brazilian Chemical Society; 28(1); 30-41","Journal of the Brazilian Chemical Society","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532017000100030&lang=pt" 
"S0103-50532017000100168-scl","A Comparative Study on Ag-Doped and Surfactant Assisted MnO2 Prepared by Direct and Pulse Current Electrodeposition on Surgical Grade Stainless Steel as High-Performance Supercapacitor","Faridi, Mohammad, Nari, Alireza, Kalhor, Hamideh, Dadjoo, Mohammad H.","Journal of the Brazilian Chemical Society; 28(1); 168-178","Journal of the Brazilian Chemical Society","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532017000100168&lang=pt" 
"S0103-50532017000100126-scl","Use of Lignins from Sugarcane Bagasse for Assembling Microparticles Loaded with Azadirachta indica Extracts for Use as Neem-Based Organic Insecticides","Costa, Eveline S., Perlatti, Bruno, Silva, Everton M. da, Matos, Andreia P., Silva, Maria Fátima G. F. da, Fernandes, João B., Zuin, Vânia G., Silva, Caio M. P. da, Forim, Moacir R.","Journal of the Brazilian Chemical Society; 28(1); 126-135","Journal of the Brazilian Chemical Society","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532017000100126&lang=pt" 
"S0103-50532017000100197-scl","Colorimetric Detection of Glucose in Biological Fluids Using Toner-Based Microzone Plates","Silva, Paula B. M., Oliveira, Karoliny A., Coltro, Wendell K. T.","Journal of the Brazilian Chemical Society; 28(1); 197-201","Journal of the Brazilian Chemical Society","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532017000100197&lang=pt" 
"S0103-50532017000100098-scl","Determination of Elemental Impurities in Acyclovir Ointment and Raw Materials Using Microwave Acid Digestion (MW-AD) and ICP-MS","Gonzalez, Mario H., Silva, Caroline S. da, Amaral, Clarice D. B., Bianchi, Silmara R., Oliveira, Luciano H. B. de, Coelho, Jéssica S., Oliveira, Andrea, Nogueira, Ana Rita A.","Journal of the Brazilian Chemical Society; 28(1); 98-105","Journal of the Brazilian Chemical Society","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532017000100098&lang=pt" 
"S0103-50532017000100106-scl","Ag Nanoparticles-Based Zinc Hydroxide-Layered Hybrids as Novel and Efficient Catalysts for Reduction of 4-Nitrophenol to 4-Aminophenol","Quites, Fernando Junior, Azevedo, Camila K. S., Alves, Everton P. P., Germino, José Carlos, Vinhas, Rita C. G., Landers, Richard, Terezo, Ailton José, Atvars, Teresa D. Z.","Journal of the Brazilian Chemical Society; 28(1); 106-115","Journal of the Brazilian Chemical Society","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532017000100106&lang=pt" 
"S0103-50532017000100116-scl","Improvement of Solubility and Antifungal Activity of a New Aminothiophene Derivative by Complexation with 2-Hydroxypropyl-β-cyclodextrin","Eleamen, Giovanna R. A., Costa, Silvana C. da, Lima-Neto, Reginaldo G., Neves, Rejane P., Rolim, Larissa A., Rolim-Neto, Pedro J., Moura, Ricardo O., Aquino, Thiago M. de, Bento, Edson S., Scotti, Marcus T., Mendonça-Junior, Francisco J. B., Mendonça, Elisangela A. M., Oliveira, Elquio E.","Journal of the Brazilian Chemical Society; 28(1); 116-125","Journal of the Brazilian Chemical Society","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532017000100116&lang=pt" 
"S0103-50532017000100158-scl","Sorption of Sulfachloropyridazine in Brazilian Soils","Vieira, Alessandra Paula, Rath, Susanne, Fostier, Anne Hélène","Journal of the Brazilian Chemical Society; 28(1); 158-167","Journal of the Brazilian Chemical Society","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532017000100158&lang=pt" 
"S0066-782X2017000100081-scl","The CRISPR/Cas9 System and the Possibility of Genomic Edition for Cardiology","Arend, Marcela Corso, Pereira, Jessica Olivaes, Markoski, Melissa Medeiros","Arquivos Brasileiros de Cardiologia; 108(1); 81-83","Arquivos Brasileiros de Cardiologia","Inglês, Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2017000100081&lang=pt" 
"S0066-782X2017000100038-scl","Comparative Study between Perfusion Changes and Positive Findings on Coronary Flow Reserve","Costantini, Costantino Roberto Frack, Ramires, Jose Antonio, Costantini, Costantino Ortiz, Denk, Marcos Antonio, Tarbine, Sergio Gustavo, Santos, Marcelo de Freitas, Zanuttini, Daniel Aníbal, Silveira, Carmen Weigert, Souza, Admar Moraes de, Macedo, Rafael Michel de","Arquivos Brasileiros de Cardiologia; 108(1); 38-46","Arquivos Brasileiros de Cardiologia","Inglês, Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2017000100038&lang=pt" 
"S0066-782X2017000100003-scl","Intima-Media Thickness in the Carotid and Femoral Arteries for Detection of Arteriosclerosis in Human Immunodeficiency Virus-Positive Individuals","Godoi, Emmanuelle Tenório Albuquerque Madruga, Brandt, Carlos Teixeira, Lacerda, Heloisa Ramos, Godoi, Jocelene Tenório Albuquerque Madruga, Oliveira, Dinaldo Cavalcanti de, Costa, Gabriela Farias Araujo Sousa, Santos Junior, Gerson Gomes dos, Leite, Kaliene Maria Estevão, Godoi, Juannicelle Tenório Albuquerque Madruga, Vasconcelos, Adriana Ferraz de","Arquivos Brasileiros de Cardiologia; 108(1); 3-11","Arquivos Brasileiros de Cardiologia","Inglês, Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2017000100003&lang=pt" 
"S0066-782X2017000100012-scl","Comparison between Radionuclide Ventriculography and Echocardiography for Quantification of Left Ventricular Systolic Function in Rats Exposed to Doxorubicin","Oliveira, Luciano Fonseca Lemos de, O&#039;Connell, João Lucas, Carvalho, Eduardo Elias Vieira de, Pulici, Érica Carolina Campos, Romano, Minna Moreira Dias, Maciel, Benedito Carlos, Simões, Marcus Vinicius","Arquivos Brasileiros de Cardiologia; 108(1); 12-20","Arquivos Brasileiros de Cardiologia","Inglês, Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2017000100012&lang=pt" 
