"S1516-05722014000100015-scl","Effects of Euphorbia milii latex on mitogen-induced lymphocyte proliferation","Delgado, I.F., Paumgartten, F.J.R.","Revista Brasileira de Plantas Medicinais; 16(1); 107-111","Revista Brasileira de Plantas Medicinais","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-05722014000100015&lang=pt" 
"S1139-76322014000100023-esp","","","Pediatría Atención Primaria; 16(61); 38-86","Pediatría Atención Primaria","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322014000100023&lang=pt" 
"S1139-76322014000100003-esp","Condiciones de trabajo de los pediatras de Atención Primaria","Hernández Guillén, R., Domínguez Aurrecoechea, B., Sánchez Cordero, N.","Pediatría Atención Primaria; 16(61); e1-e18","Pediatría Atención Primaria","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322014000100003&lang=pt" 
"S1139-76322014000100007-esp","Enfoque diagnóstico y terapéutico de la eosinofilia: A propósito de un caso","Uribe Posada, A., Sánchez Calderón, M.","Pediatría Atención Primaria; 16(61); 39-43","Pediatría Atención Primaria","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322014000100007&lang=pt" 
"S1139-76322014000100015-esp","¿Hay relación entre los últimos brotes de tosferina y el uso de vacuna acelular?","Aizpurua Galdeano, P., Rivas Fernández, M. A.","Pediatría Atención Primaria; 16(61); 81-84","Pediatría Atención Primaria","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322014000100015&lang=pt" 
"S1887-85712014000100004-esp","Hábitos alimentarios, actividad física y binomio ansiedad/depresión como factores de riesgo asociados con el desarrollo de obesidad en población militar","Vazquez Guzman, M.A.","Sanidad Militar; 70(1); 25-29","Sanidad Militar","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1887-85712014000100004&lang=pt" 
"S1139-76322014000100013-esp","Ingesta dietética de nitratos en bebés y niños españoles y riesgo de metahemoglobinemia","Basulto, J., Manera, M., Baladia, E.","Pediatría Atención Primaria; 16(61); 65-69","Pediatría Atención Primaria","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322014000100013&lang=pt" 
"S1139-76322014000100009-esp","Enfermedad inflamatoria intestinal: importancia del diagnóstico precoz","Romeo Donlo, M., Martínez Gómez, M. J., Pizarro Pizarro, I.","Pediatría Atención Primaria; 16(61); 49-53","Pediatría Atención Primaria","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322014000100009&lang=pt" 
"S1887-85712014000100006-esp","Evaluación positiva de medicamentos: septiembre/octubre/noviembre 2013","Tabakov, A., García Luque, A., Cabanes Mariscal, M.A., Sánchez López, P.","Sanidad Militar; 70(1); 33-39","Sanidad Militar","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1887-85712014000100006&lang=pt" 
"S1139-76322014000100004-esp","El Hospital de Día-Centro Educativo Terapéutico Pradera de San Isidro: Un dispositivo para el tratamiento intensivo de trastornos mentales graves en niños y adolescentes","Buiza Aguado, C., Uría Rivera, T., Serrano Coello de Portugal, A., Ahijado Guzmán, Z., Delfa Álvarez, A., Frigolet Mayo, P., Ortega Rojo, E., Rubio Plana, A.","Pediatría Atención Primaria; 16(61); e19-e32","Pediatría Atención Primaria","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322014000100004&lang=pt" 
"S1139-76322014000100016-esp","Las posibilidades de la fisioterapia en el tratamiento multidisciplinar del autismo","Cazorla González, J. J., Cornellà i Canals, J.","Pediatría Atención Primaria; 16(61); e37-e46","Pediatría Atención Primaria","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322014000100016&lang=pt" 
"S1887-85712014000100002-esp","Estudio y caracterización del Autoinyectable de atropina-oxima DEF: diseño de nuevos Autoinyectables para Defensa NBQ y otros medicamentos de urgencia","Sánchez Ramos, J.J.","Sanidad Militar; 70(1); 7-19","Sanidad Militar","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1887-85712014000100002&lang=pt" 
"S1887-85712014000100009-esp","Una «hazaña prácticamente desconocida»: la participación de médicos militares españoles en la Primera Guerra Mundial","Navarro Suay, R., Plaza Torres, J.F.","Sanidad Militar; 70(1); 51-57","Sanidad Militar","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1887-85712014000100009&lang=pt" 
"S0717-75182014000100009-chl","Evaluación de la aceptabilidad del pan reducido en sodio en consumidores de la Región Metropolitana de Chile","Valenzuela L, Karen, Quitral R, Vilma, Zavala M, Fernando, Villanueva A, Beatriz, Atalah S, Eduardo","Revista chilena de nutrición; 41(1); 67-71","Revista chilena de nutrición","Espanhol","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182014000100009&lang=pt" 
"S0325-29572014000100010-arg","Estudio de eficiencia y sensibilidad de alarmas de dos analizadores hematológicos en un hospital pediátrico","Osta, Viviana, Segura, Celia, Tissera, Gladys, Ayuso, Claudia","Acta bioquímica clínica latinoamericana; 48(1); -","Acta bioquímica clínica latinoamericana","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572014000100010&lang=pt" 
"S0325-29572014000100011-arg","Diversidad genética de cepas de Escherichia coli O145:NM/H27 aisladas en la provincia de Buenos Aires","Zotta, Claudio Marcelo, Chinen, Isabel, Lavayén, Silvina, Carbonari, Carolina, Monzani, Victoria, Morvay, Laura, Rivas, Marta","Acta bioquímica clínica latinoamericana; 48(1); -","Acta bioquímica clínica latinoamericana","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572014000100011&lang=pt" 
"S0325-29572014000100012-arg","Uso de marcadores tumorales en cáncer de testículo, próstata, colorrectal, mama y ovario. Guías de práctica del laboratorio clínico: Capítulo 6","Sturgeon, Catharine M, Diamandis, Eleftherios P","Acta bioquímica clínica latinoamericana; 48(1); -","Acta bioquímica clínica latinoamericana","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572014000100012&lang=pt" 
"S0325-29572014000100013-arg","Comentarios bibliograficos","","Acta bioquímica clínica latinoamericana; 48(1); -","Acta bioquímica clínica latinoamericana","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572014000100013&lang=pt" 
"S0325-29572014000100009-arg","Deficiencia subclínica de hierro en niños menores de cuatro años de edad, ciudad de Valencia, Venezuela","Barón, María Adela, Solano, Liseti, Sánchez Jaeger, Armando, Velásquez, Emma","Acta bioquímica clínica latinoamericana; 48(1); -","Acta bioquímica clínica latinoamericana","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572014000100009&lang=pt" 
"S0325-29572014000100008-arg","Cuantificación de cistina en orina espontánea para la detección de cistinuria","Buitrago, Luz Mery, Gómez Cruz, Rigoberto, Olimpo Mendivil, Carlos, Ayala Fajardo, Adis, Uribe Ardila, Jesús Alfredo","Acta bioquímica clínica latinoamericana; 48(1); -","Acta bioquímica clínica latinoamericana","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572014000100008&lang=pt" 
"S0325-29572014000100007-arg","Incidencia de Diabetes Mellitus tipo 2 y factores de riesgo en una cohorte de trabajadores de la salud","Lovera, Mónica Natalia, Castillo, María Susana, Malarczuk, Cristina, Olivera, Carlos Castro, Bonneau, Graciela Alicia, Ceballos, Blanca Haydee, Sánchez, Augusto, Jiménez, Sonia, Vacchino, Marta Noemí","Acta bioquímica clínica latinoamericana; 48(1); -","Acta bioquímica clínica latinoamericana","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572014000100007&lang=pt" 
"S0325-29572014000100006-arg","Estudio de la deficiencia de acil-CoA deshidrogenasa de cadena muy larga con hipoglicemia","Osorio, José Henry","Acta bioquímica clínica latinoamericana; 48(1); -","Acta bioquímica clínica latinoamericana","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572014000100006&lang=pt" 
"S0325-29572014000100004-arg","Homocisteína, polimorfismos MTHFR C677T, A1298C y variables clínico-bioquímicas en población mexicana","González-Mercado, Mirna Gisel, Rivas, Fernando, Salazar-Páramo, Mario, Gallegos-Arreola, Martha Patricia, Morán-Moguel, María Cristina, Moreno, Alejandro, González-Mercado, Anahí, Torres-Torres, Oscar, Grover-Páez, Fernando, Omayra Dávalos, Nory, Dávalos Rodríguez, Ingrid Patricia","Acta bioquímica clínica latinoamericana; 48(1); -","Acta bioquímica clínica latinoamericana","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572014000100004&lang=pt" 
"S0325-29572014000100003-arg","-LDL/ApoB-100 en niños obesos resistentes a la insulina como herramienta clínica para valorar el riesgo cardiovascular","Arrobas Velilla, Teresa, Melguizo Madrid, Enrique, Pérez Quintero, José Ángel, Bermúdez De La Vega, José Antonio, Orive de Diego, Isabel, Cruz Mengibar, Carmen, Fabiani Romero, Fernando","Acta bioquímica clínica latinoamericana; 48(1); -","Acta bioquímica clínica latinoamericana","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572014000100003&lang=pt" 
"S0325-29572014000100002-arg","Estudio comparativo de dos métodos para la cuantificación del antígeno carcinoembrionario","Cervetta, Liliana, Peralta, Gisela, Petrazzini, Ricardo, Mora, Florencia, Carranza, Lucas, Roses, Alejandro, Bottasso, Oscar, Moretti, Edgardo","Acta bioquímica clínica latinoamericana; 48(1); -","Acta bioquímica clínica latinoamericana","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572014000100002&lang=pt" 
"S0325-29572014000100001-arg","Teraclínica y la ciencia de los biomateriales","Castagnino, Juan Miguel","Acta bioquímica clínica latinoamericana; 48(1); -","Acta bioquímica clínica latinoamericana","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572014000100001&lang=pt" 
"S0325-29572014000100005-arg","Estudio de las subpoblaciones linfocitarias y secreción intratecal en pacientes con esclerosis múltiple defnida","Arrobas Velilla, Teresa, García Sánchez, María Isabel, Sánchez Margalet, Víctor, Izquierdo Ayuso, Guillermo, Fabiani Romero, Fernando","Acta bioquímica clínica latinoamericana; 48(1); -","Acta bioquímica clínica latinoamericana","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572014000100005&lang=pt" 
"S1679-87592014000100008-scl","Brazilian Journal of Oceanography, 61(4): 215-222, 2013","","Brazilian Journal of Oceanography; 62(1); -","Brazilian Journal of Oceanography","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592014000100008&lang=pt" 
"S1679-87592014000100002-scl","Dissolved inorganic nutrients and chlorophyll on the narrow continental shelf of Eastern Brazil","Eça, Gilmara Fernandes, Lopes, Joselene Badú de Brito Santos, Souza, Marcelo Friederichs Landim de, Belém, André Luiz","Brazilian Journal of Oceanography; 62(1); 11-21","Brazilian Journal of Oceanography","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592014000100002&lang=pt" 
"S1028-47962014000100010-cub","Actividad espermicida de saponinas esteroidales y triterpénicas extraídas de diferentes plantas","Gallego Londoño, Vanessa, Arango Villa, Susana, Ospina Medina, Luisa, Arango Valencia, Víctor, Cardona Maya, Walter","Revista Cubana de Plantas Medicinales; 19(1); 76-84","Revista Cubana de Plantas Medicinales","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962014000100010&lang=pt" 
"S1028-47962014000100011-cub","Estudos agronômicos, genéticos, morfoanatômicos, fitoquímicos, toxicológicos e farmacológicos de Bellis perennis L. (margarida)","Costa Marques, Thiago Henrique, Cardoso de Almeida, Antonia Amanda, dos Santos, Pauline S, Melo, Cassio Herbert S, Mendes de Freitas, Rivelilson","Revista Cubana de Plantas Medicinales; 19(1); 85-100","Revista Cubana de Plantas Medicinales","Português","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962014000100011&lang=pt" 
"S1028-47962014000100012-cub","Uso medicinal de plantas antidiabéticas en el legado etnobotánico oaxaqueño","Castro Juárez, Carlos Jonnathan, Villa Ruano, Nemesio, Ramírez García, Sergio Alberto, Mosso González, Clemente","Revista Cubana de Plantas Medicinales; 19(1); 101-120","Revista Cubana de Plantas Medicinales","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962014000100012&lang=pt" 
"S1028-47962014000100007-cub","Uso da Myracroduon urundeuva Allemão (aroeira do sertão) pelos agricultores no tratamento de doenças","Silvino Pereira, Pedro, Marivando Barros, Luiz, Matos Brito, Andréia, Duarte, Antonia Eliene, Maia, Ana Josicleide","Revista Cubana de Plantas Medicinales; 19(1); 51-60","Revista Cubana de Plantas Medicinales","Português","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962014000100007&lang=pt" 
"S1028-47962014000100006-cub","Validación preclínica del efecto antiinflamatorio tópico de cinco plantas medicinales","BritoÁlvarez, Gisselle, Frías Vázquez, Ana Iris, MorónRodríguez, Francisco José, García Delgado, Neyvis, Cabrera Suárez, Hirán Ramón, Morejón Rodríguez, Zulema, Martínez Hormaza, Ioanna, Victoria Amador, María del Carmen","Revista Cubana de Plantas Medicinales; 19(1); 40-50","Revista Cubana de Plantas Medicinales","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962014000100006&lang=pt" 
"S1028-47962014000100005-cub","Preclinical validation of antinociceptive, antiinflammatory, and antipyretic activities of Cordia martinicensis leave decoction","Martínez Hormaza, Ioanna, Victoria Amador, María del Carmen, Brito Álvarez, Gisselle, Morón Rodríguez, Francisco, López Barreiro, Marisol, García Hernández, Ana Ibis, Duménigo González, Abel, Morejón Rodríguez, Zulema, Bacallao Elguea, Yunier, Nossin, Emmanuel","Revista Cubana de Plantas Medicinales; 19(1); 29-39","Revista Cubana de Plantas Medicinales","Inglês","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962014000100005&lang=pt" 
"S1028-47962014000100003-cub","Empleo de ultrasonido en la extracción de curcumina a partir de su fuente natural","Torres Rodríguez, Eugenio, Guillén González, Zonia, Hermosilla Espinosa, Robinson, Arias Cedeño, Quirino, Vogel, Christian, Almeida Saavedra, Manuel","Revista Cubana de Plantas Medicinales; 19(1); 14-20","Revista Cubana de Plantas Medicinales","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962014000100003&lang=pt" 
"S1028-47962014000100002-cub","Cultivo de plantas medicinales en recipientes","Acosta de la Luz, Lérida Lázara","Revista Cubana de Plantas Medicinales; 19(1); 4-13","Revista Cubana de Plantas Medicinales","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962014000100002&lang=pt" 
"S1028-47962014000100001-cub","Retos para 2014","Martínez Hormaza, Ioanna","Revista Cubana de Plantas Medicinales; 19(1); 1-3","Revista Cubana de Plantas Medicinales","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962014000100001&lang=pt" 
"S1028-47962014000100009-cub","Actividad antiplasmódica in vitro de Piper holtonii (cordoncillo)","Rojas Cardozo, Maritza A, Garavito Cárdenas, Giovanny, Rincón Velandia, Javier","Revista Cubana de Plantas Medicinales; 19(1); 69-75","Revista Cubana de Plantas Medicinales","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962014000100009&lang=pt" 
"S1028-47962014000100008-cub","Kalanchoe daigremontiana Raym.-Hamet. &amp; H. y su potencial uso como fuente de antioxidantes y colorantes naturales","Puertas Mejía, Miguel A, Tobón Gallego, Julián, Arango, Víctor","Revista Cubana de Plantas Medicinales; 19(1); 61-68","Revista Cubana de Plantas Medicinales","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962014000100008&lang=pt" 
"S1028-47962014000100004-cub","State of the art in Cassia grandis L. f. (cañandonga)","Lafourcade Prada, Ariadna, Rodríguez Amado, Jesús Rafael, Escalona Arranz, Julio César, Laurido Fuenzalida, Claudio","Revista Cubana de Plantas Medicinales; 19(1); 21-28","Revista Cubana de Plantas Medicinales","Inglês","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962014000100004&lang=pt" 
"S1139-76322014000100014-esp","Síndrome de la muerte súbita del lactante (parte 2): Actividades preventivas","Sánchez Ruiz-Cabello, F. J., Ortiz Ortiz González, L.","Pediatría Atención Primaria; 16(61); 71-80","Pediatría Atención Primaria","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322014000100014&lang=pt" 
"S1139-76322014000100022-esp","Tratamiento de la bronquiolitis","","Pediatría Atención Primaria; 16(61); e53-e53","Pediatría Atención Primaria","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322014000100022&lang=pt" 
"S1679-87592014000100006-scl","Standardization of a protocol to extract and analyze chlorophyll a and carotenoids in Gracilaria tenuistipitata Var. Liui. Zhang and Xia (Rhodophyta)","Torres, Priscila Bezerra, Chow, Fungyi, Furlan, Cláudia Maria, Mandelli, Fernanda, Mercadante, Adriana, Santos, Déborah Yara Alves Cursino dos","Brazilian Journal of Oceanography; 62(1); 57-63","Brazilian Journal of Oceanography","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592014000100006&lang=pt" 
"S1679-87592014000100007-scl","Acute toxicity of tributyltin on the marine copepod Tisbe biminiensis","Costa, Bruno Varella Motta da, Yogui, Gilvan T., Souza-Santos, Lília P.","Brazilian Journal of Oceanography; 62(1); 65-69","Brazilian Journal of Oceanography","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592014000100007&lang=pt" 
"S1679-87592014000100005-scl","Comparison between the shrimp species richness (Caridea and Dendrobranchiata, Decapoda, Crustacea) of the south and north mid Atlantic ridge","Cardoso, Irene Azevedo, Falkenhaug, Tone, Fernandes, Luiz Fernando Loureiro","Brazilian Journal of Oceanography; 62(1); 47-56","Brazilian Journal of Oceanography","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592014000100005&lang=pt" 
"S1679-87592014000100003-scl","Distribution and abundance of Pleuronectiformes larvae off Southeastern Brazil","Garbini, Camilla Nunes, Zani-Teixeira, Maria de Lourdes, Ohkawara, Márcio Hidekazu, Katsuragawa, Mario","Brazilian Journal of Oceanography; 62(1); 23-34","Brazilian Journal of Oceanography","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592014000100003&lang=pt" 
"S0049-34492014000100002-chl","El &quot;Desiderium Naturale&quot;, según Orígenes, De Principiis II 11, 1-7","Meis, Anneliese","Teología y vida; 55(1); 29-44","Teología y vida","Espanhol","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0049-34492014000100002&lang=pt" 
"S0049-34492014000100003-chl","La naturaleza del intelecto humano en el De principiis de Orígenes de Alejandría","Correia, Manuel","Teología y vida; 55(1); 45-63","Teología y vida","Espanhol","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0049-34492014000100003&lang=pt" 
"S0049-34492014000100001-chl","Las dos almas de la Teología del siglo III: Tertuliano, De anima -Orígenes De principiis","Leal, Jerónimo","Teología y vida; 55(1); 7-27","Teología y vida","Espanhol","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0049-34492014000100001&lang=pt" 
"S0049-34492014000100006-chl","Las investigaciones históricas sobre el Vaticano II: Estado de la cuestión y perspectivas de trabajo","Schickendantz, Carlos","Teología y vida; 55(1); 105-141","Teología y vida","Espanhol","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0049-34492014000100006&lang=pt" 
"S0049-34492014000100007-chl","De la verdadera religión a la verdad de la religión: el giro soteriológico en la teología de las religiones","Silva, Joaquín","Teología y vida; 55(1); 143-171","Teología y vida","Espanhol","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0049-34492014000100007&lang=pt" 
"S0049-34492014000100004-chl","La resurrezione dei morti nel Deprincipiis di Origene: note di confronto con alcuni testi precedenti","D&#039;Anna, Alberto","Teología y vida; 55(1); 64-82","Teología y vida","Italiano","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0049-34492014000100004&lang=pt" 
"S0049-34492014000100005-chl","La mirada de Jesús sobre el poder","Aguirre, Rafael","Teología y vida; 55(1); 83-104","Teología y vida","Espanhol","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0049-34492014000100005&lang=pt" 
"S0049-34492014000100008-chl","","lvanecký, Peter","Teología y vida; 55(1); 173-199","Teología y vida","Italiano","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0049-34492014000100008&lang=pt" 
"S0717-75182014000100004-chl","Somatotipo de los deportistas de alto rendimiento de Santiago, Chile","Rodríguez P, Ximena, Castillo V, Oscar, Tejo C, Juan, Rozowski N, Jaime","Revista chilena de nutrición; 41(1); 29-39","Revista chilena de nutrición","Espanhol","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182014000100004&lang=pt" 
"S1139-76322014000100019-esp","Gitana con niño: Amadeo Modigliani, 1919","Carabaño Aguado, I.","Pediatría Atención Primaria; 16(61); 93-94","Pediatría Atención Primaria","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322014000100019&lang=pt" 
"S1139-76322014000100011-esp","Casos clínicos en Endocrinología (n.º 2): niña de diez años con alteraciones de la hormona estimulante del tiroides","Álvarez Gil, N., Angulo Sacristán, T.","Pediatría Atención Primaria; 16(61); 55-60","Pediatría Atención Primaria","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322014000100011&lang=pt" 
"S1139-76322014000100021-esp","Avances en la implantación mundial de la vacuna antineumocócica conjugada entre 2000 y 2012","","Pediatría Atención Primaria; 16(61); e51-e52","Pediatría Atención Primaria","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322014000100021&lang=pt" 
"S1887-85712014000100011-esp","Sobre: la Sanidad Militar en la Guerra de África (1859-1860)","Martín Sierra, Francisco","Sanidad Militar; 70(1); 60-62","Sanidad Militar","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1887-85712014000100011&lang=pt" 
"S1139-76322014000100005-esp","Diagnóstico y manejo de la sinusitis: actitudes de los pediatras","Albañil Ballesteros, M. R., Calvo, C., Hernando Helguero, P., Martínez Campos, L., Domínguez Aurrecoechea, B.","Pediatría Atención Primaria; 16(61); 23-33","Pediatría Atención Primaria","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322014000100005&lang=pt" 
"S1887-85712014000100001-esp","Badghis, misión cumplida","Alfaro Torres, Enrique","Sanidad Militar; 70(1); 5-6","Sanidad Militar","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1887-85712014000100001&lang=pt" 
"S1139-76322014000100012-esp","Casos clínicos en Cardiología (n.º 12): arritmia neonatal","Morán Roldán, L., Pérez-Lescure Picarzo, J.","Pediatría Atención Primaria; 16(61); 61-64","Pediatría Atención Primaria","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322014000100012&lang=pt" 
"S1887-85712014000100008-esp","Varón de 57 años con episodios recurrentes de rinorrea acuosa desencadenados por cambios bruscos de posición","Herrero Sanz, M.ª J., Hernández Sánchez, G.","Sanidad Militar; 70(1); 49-50","Sanidad Militar","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1887-85712014000100008&lang=pt" 
"S0016-35032014000100005-ven","Tendencia preliminar del polimorfismo rs12979860 il28b en la población mestiza venezolana","López, Danerys, Chalbaud, Adriana, Fortes, María del Pilar, Vargas-Lovelle, Berta, Machado, Irma","Gen; 68(1); 12-15","Gen","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0016-35032014000100005&lang=pt" 
"S0016-35032014000100004-ven","Sensibilidad y especificidad de los marcadores serológicos para diagnóstico y seguimiento de la condición celíaca","Fabiano, Fabiola, Lista, Daniel, Torres, Joselit, Urquiola, Ana","Gen; 68(1); 08-11","Gen","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0016-35032014000100004&lang=pt" 
"S0016-35032014000100010-ven","Aurora rings Comentario","González Oliveros, Victor","Gen; 68(1); 34-34","Gen","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0016-35032014000100010&lang=pt" 
"S1657-92672014000100031-col","Emergence and Evolution of Social Constructionist Ideas: A Conversation with Sheila McNamee","Lugo, Nelvia Victoria, Celis, Ricardo Andrés, McNamee, Sheila","Universitas Psychologica; 13(1); 381-390","Universitas Psychologica","Inglês","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672014000100031&lang=pt" 
"S1135-76062014000100009-esp","","Sepúlveda García de la Torre, Mª A.","Cuadernos de Medicina Forense; 20(1); 57-62","Cuadernos de Medicina Forense","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1135-76062014000100009&lang=pt" 
"S0016-35032014000100009-ven","Autoevaluación: ¿Usted lo sabe?","","Gen; 68(1); 33-33","Gen","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0016-35032014000100009&lang=pt" 
"S0016-35032014000100008-ven","La enteroscopia: 10 años después","Dias, Carla, Landaeta, Jorge","Gen; 68(1); 27-32","Gen","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0016-35032014000100008&lang=pt" 
"S0016-35032014000100003-ven","Mejoría mucosa endoscópica en pacientes con enfermedad inflamatoria intestinal","Veitia, Guillermo, Pernalete, Beatriz, La Cruz, María Alejandra, Rodríguez, María Josefina, Cachima, Lisbeth, Soto, José, Esquerre, Ivanova, Manuitt, Juan, Pérez, Guillermo","Gen; 68(1); 03-07","Gen","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0016-35032014000100003&lang=pt" 
"S0016-35032014000100002-ven","Mejoría mucosa endoscópica en pacientes con enfermedad inflamatoria intestinal","Malchiodi, Iván","Gen; 68(1); 02-02","Gen","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0016-35032014000100002&lang=pt" 
"S0016-35032014000100001-ven","","Zuramay, Carmen Gioconda","Gen; 68(1); 01-01","Gen","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0016-35032014000100001&lang=pt" 
"S0016-35032014000100007-ven","caso de rendez vous biliar guiado por ultrasonido endoscópico","Poleo, José Ramón, Bonilla, Ydaly, Guzmán María, María Alexandra, Anato, Rafael, González, María Corina","Gen; 68(1); 22-25","Gen","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0016-35032014000100007&lang=pt" 
"S0016-35032014000100006-ven","Evaluación intraoperatoria de la distensibilidad de la unión gastroesofágica en fundoplicatura antireflujo","Aponte, Raul, Cardozo, Alberto, Rejon, Leonardo, Echenique, Marjori, Cardozo, María Gabriela, Davila, Johanan, Guardia, Maiveline","Gen; 68(1); 17-20","Gen","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0016-35032014000100006&lang=pt" 
