"S0066-782X2004001600011-scl","Cardiologia baseada em evidência","Victor, Edgar Guimarães, Marco, André de","Arquivos Brasileiros de Cardiologia; 83(4); 355-356","Arquivos Brasileiros de Cardiologia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2004001600011&lang=pt" 
"S0102-311X2004000500012-scl","Triatomine infestation and vector-borne transmission of Chagas disease in northwest and central Paraná, Brazil","Falavigna-Guilherme, Ana Lucia, Santana, Rosângela, Pavanelli, Gilberto Cezar, Lorosa, Elias Seixas, Araújo, Silvana Marques de","Cadernos de Saúde Pública; 20(5); 1191-1200","Cadernos de Saúde Pública","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000500012&lang=pt" 
"S0102-311X2004000500013-scl","Provision of female sterilization in Ribeirão Preto, São Paulo, Brazil","Vieira, Elisabeth Meloni, Ford, Nicholas John","Cadernos de Saúde Pública; 20(5); 1201-1210","Cadernos de Saúde Pública","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000500013&lang=pt" 
"S0102-311X2004000500014-scl","Women and AIDS: gender relations and condom use with steady partners","Hebling, Eliana Maria, Guimarães, Isaura Rocha Figueiredo","Cadernos de Saúde Pública; 20(5); 1211-1218","Cadernos de Saúde Pública","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000500014&lang=pt" 
"S0102-311X2004000500016-scl","Causas múltiplas de morte por doenças crônico-degenerativas: uma análise multidimensional","Rezende, Edna Maria, Sampaio, Ivan Barbosa Machado, Ishitani, Lenice Harumi","Cadernos de Saúde Pública; 20(5); 1223-1231","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000500016&lang=pt" 
"S0102-311X2004000500017-scl","Características tumorais e sobrevida de cinco anos em pacientes com câncer de mama admitidas no Instituto Nacional de Câncer, Rio de Janeiro, Brasil","Mendonça, Gulnar Azevedo e Silva, Silva, Aline Moraes da, Caula, Wagner Manoel","Cadernos de Saúde Pública; 20(5); 1232-1239","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000500017&lang=pt" 
"S0102-311X2004000500018-scl","Eficacia del Fipronil en el control del ciclo peridomiciliario de Triatoma infestans en un área con resistencia a la Deltametrina","Gentile, Alberto G., Sartini, José L., Campo, María C., Sánchez, Juan F.","Cadernos de Saúde Pública; 20(5); 1240-1248","Cadernos de Saúde Pública","Espanhol","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000500018&lang=pt" 
"S0102-311X2004000500019-scl","Caracterização gerencial dos hospitais filantrópicos no Brasil","Lima, Sheyla Maria Lemos, Barbosa, Pedro Ribeiro, Portela, Margareth C., Ugá, Maria Alicia Dominguez, Vasconcellos, Miguel Murat, Gerschman, Silvia","Cadernos de Saúde Pública; 20(5); 1249-1261","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000500019&lang=pt" 
"S0102-311X2004000500021-scl","Regionalização como estratégia para a definição de políticas públicas de controle de homicídios","Castro, Mônica S. Monteiro de, Silva, Bráulio Figueiredo Alves da, Assunção, Renato M., Beato Filho, Cláudio Chaves","Cadernos de Saúde Pública; 20(5); 1269-1280","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000500021&lang=pt" 
"S0102-311X2004000500022-scl","O Programa de Humanização no Pré-natal e Nascimento do Ministério da Saúde no Brasil: resultados iniciais","Serruya, Suzanne Jacob, Cecatti, José Guilherme, Lago, Tania di Giacomo do","Cadernos de Saúde Pública; 20(5); 1281-1289","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000500022&lang=pt" 
"S0102-311X2004000500023-scl","Fatores sócio-demográficos associados ao uso de serviços odontológicos entre idosos brasileiros: um estudo baseado na Pesquisa Nacional por Amostra de Domicílios","Matos, Divane Leite, Giatti, Luana, Lima-Costa, Maria Fernanda","Cadernos de Saúde Pública; 20(5); 1290-1297","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000500023&lang=pt" 
"S0102-311X2004000500024-scl","Trabalho rural e intoxicações por agrotóxicos","Faria, Neice Müller Xavier, Facchini, Luiz Augusto, Fassa, Anaclaudia Gastal, Tomasi, Elaine","Cadernos de Saúde Pública; 20(5); 1298-1308","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000500024&lang=pt" 
"S0102-311X2004000500025-scl","A negociação do sexo seguro na TV: discursos de gênero nas falas de agentes comunitárias de saúde do Programa Saúde da Família de Porto Alegre, Rio Grande do Sul, Brasil","Oliveira, Dora Lúcia Leidens Correa de, Meyer, Dagmar Estermann, Santos, Luis Henrique Sacchi dos, Wilhelms, Daniela Montano","Cadernos de Saúde Pública; 20(5); 1309-1318","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000500025&lang=pt" 
"S0102-311X2004000500026-scl","Bioética da proteção e papel do Estado: problemas morais no acesso desigual à água potável","Pontes, Carlos Antonio Alves, Schramm, Fermin Roland","Cadernos de Saúde Pública; 20(5); 1319-1327","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000500026&lang=pt" 
"S0102-311X2004000500028-scl","Epidemias de dengue e divulgação de informações pela imprensa","França, Elisabeth, Abreu, Daisy, Siqueira, Márcia","Cadernos de Saúde Pública; 20(5); 1334-1341","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000500028&lang=pt" 
"S0102-311X2004000500031-scl","Las trabajadoras de la salud: vida, trabajo y trastornos mentales","Noriega, Mariano, Gutiérrez, Guadalupe, Méndez, Ignacio, Pulido, Margarita","Cadernos de Saúde Pública; 20(5); 1361-1372","Cadernos de Saúde Pública","Espanhol","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000500031&lang=pt" 
"S0102-311X2004000500033-scl","As representações sobre o alcoolismo em uma associação de ex-bebedores: os Alcoólicos Anônimos","Campos, Edemilson Antunes de","Cadernos de Saúde Pública; 20(5); 1379-1387","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000500033&lang=pt" 
"S0102-311X2004000500034-scl","Compreensão de informações relativas ao tratamento anti-retroviral entre indivíduos infectados pelo HIV","Ceccato, Maria das Graças Braga, Acurcio, Francisco A., Bonolo, Palmira de Fátima, Rocha, Gustavo M., Guimarães, Mark D. C.","Cadernos de Saúde Pública; 20(5); 1388-1397","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000500034&lang=pt" 
"S0102-311X2004000500036-scl","Mudança na graduação das profissões de saúde sob o eixo da integralidade","Ceccim, Ricardo Burg, Feuerwerker, Laura C. Macruz","Cadernos de Saúde Pública; 20(5); 1400-1410","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000500036&lang=pt" 
"S0102-311X2004000500038-scl","Avaliação da integralidade: conferindo sentido para os pactos na programação de metas dos sistemas municipais de saúde","Conill, Eleonor Minho","Cadernos de Saúde Pública; 20(5); 1417-1423","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000500038&lang=pt" 
"S0102-311X2004000500039-scl","Aspectos epidemiológicos do dengue no Município de São Luís, Maranhão, Brasil, 1997-2002","Gonçalves Neto, Vicente Silva, Rebêlo, José Manuel Macário","Cadernos de Saúde Pública; 20(5); 1427-1431","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000500039&lang=pt" 
"S0102-311X2004000500025-spa","A negociação do sexo seguro na TV: discursos de gênero nas falas de agentes comunitárias de saúde do Programa Saúde da Família de Porto Alegre, Rio Grande do Sul, Brasil","Oliveira, Dora Lúcia Leidens Correa de, Meyer, Dagmar Estermann, Santos, Luis Henrique Sacchi dos, Wilhelms, Daniela Montano","Cadernos de Saúde Pública; 20(5); 1309-1318","Cadernos de Saúde Pública","Português","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2004000500025&lang=pt" 
"S0102-311X2004000500029-spa","A humanização dos serviços e o direito à saúde","Puccini, Paulo de Tarso, Cecílio, Luiz Carlos de Oliveira","Cadernos de Saúde Pública; 20(5); 1342-1353","Cadernos de Saúde Pública","Português","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2004000500029&lang=pt" 
"S0102-311X2004000500031-spa","Las trabajadoras de la salud: vida, trabajo y trastornos mentales","Noriega, Mariano, Gutiérrez, Guadalupe, Méndez, Ignacio, Pulido, Margarita","Cadernos de Saúde Pública; 20(5); 1361-1372","Cadernos de Saúde Pública","Espanhol","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2004000500031&lang=pt" 
"S0102-311X2004000500036-spa","Mudança na graduação das profissões de saúde sob o eixo da integralidade","Ceccim, Ricardo Burg, Feuerwerker, Laura C. Macruz","Cadernos de Saúde Pública; 20(5); 1400-1410","Cadernos de Saúde Pública","Português","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2004000500036&lang=pt" 
"S0102-311X2004000500030-scl","Promoção da saúde, epidemiologia social e capital social: inter-relações e perspectivas para a saúde pública","Souza, Elza Maria de, Grundy, Emily","Cadernos de Saúde Pública; 20(5); 1354-1360","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000500030&lang=pt" 
"S0102-311X2004000500029-scl","A humanização dos serviços e o direito à saúde","Puccini, Paulo de Tarso, Cecílio, Luiz Carlos de Oliveira","Cadernos de Saúde Pública; 20(5); 1342-1353","Cadernos de Saúde Pública","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2004000500029&lang=pt" 
"S0100-40422004000500003-scl","Digestão fotoquímica, assistida por microondas, de águas naturais: aplicação em estudos de partição e especiação do cobre","Sodré, Fernando F., Peralta-Zamora, Patricio G., Grassi, Marco T.","Química Nova; 27(5); 695-700","Química Nova","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422004000500003&lang=pt" 
"S0100-40422004000500006-scl","Síntese, caracterização e propriedades espectroscópicas de criptatos de lantanídeo do tipo [Ln&lt;FONT FACE=Symbol&gt;Ì&lt;/FONT&gt;(bipy)2py(CO2Et) 2(3+)]","Nova, Suzana P. Vila, Pereira, Giovannia A. de L., Sá, Gilberto F. de, Alves Júnior, Severino, Bazin, Hervé, Autiero, Hervé, Mathis, Gérard","Química Nova; 27(5); 709-714","Química Nova","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422004000500006&lang=pt" 
"S0100-40422004000500009-scl","Otimização da preparação de eletrodo de pasta de carbono contendo riboflavina imobilizada em suporte inorgânico","Pereira, Arnaldo César, Kubota, Lauro Tatsuo","Química Nova; 27(5); 725-729","Química Nova","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422004000500009&lang=pt" 
"S0100-40422004000500010-scl","Extração de Al(III), Cr(III) e Fe(III) de meio etanólico usando o xerogel anilinapropilsílica","Pavan, Flávio A., Costa, Tania M. H., Benvenutti, Edilson V., Jacques, Rosângela A., Córdova, Manuela C.","Química Nova; 27(5); 730-733","Química Nova","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422004000500010&lang=pt" 
"S0100-40422004000500019-scl","Voltametria de onda quadrada. Segunda parte: aplicações","Souza, Djenaine de, Codognoto, Lúcia, Malagutti, Andréa R., Toledo, Renata A., Pedrosa, Valber A., Oliveira, Robson T. S., Mazo, Luiz H., Avaca, Luis A., Machado, Sergio A. S.","Química Nova; 27(5); 790-797","Química Nova","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422004000500019&lang=pt" 
"S0100-40422004000500020-scl","Nanocompósitos de matriz polimérica: estratégias de síntese de materiais híbridos","Esteves, Ana Catarina C., Barros-Timmons, Ana, Trindade, Tito","Química Nova; 27(5); 798-806","Química Nova","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422004000500020&lang=pt" 
"S0100-40422004000500023-scl","Tratamento de efluentes industriais por processos oxidativos na presença de ozônio","Almeida, Edna, Assalin, Márcia Regina, Rosa, Maria Aparecida, Durán, Nelson","Química Nova; 27(5); 818-824","Química Nova","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422004000500023&lang=pt" 
"S0100-40422004000500016-scl","Distribuição de mercúrio total como indicador de poluição urbana e industrial na costa brasileira","Marins, Rozane V., Paula Filho, Francisco José de, Maia, Saulo Robério Rodrigues, Lacerda, Luiz Drude de, Marques, Wanessa Sousa","Química Nova; 27(5); 763-770","Química Nova","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422004000500016&lang=pt" 
"S0103-90162004000500002-scl","Accelerated aging and seedling field emergence in soybean","Torres, Reynaldo Melo, Vieira, Roberval Daiton, Panobianco, Maristela","Scientia Agricola; 61(5); 476-480","Scientia Agricola","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162004000500002&lang=pt" 
"S0103-90162004000500001-scl","Lime application methods, water and bottom soil acidity in fresh water fish ponds","Queiroz, Julio Ferraz de, Nicolella, Gilberto, Wood, Charles Wesley, Boyd, Claude Elson","Scientia Agricola; 61(5); 469-475","Scientia Agricola","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162004000500001&lang=pt" 
"S0103-90162004000500013-scl","Development of Colletotrichum gloeosporioides isolated from green pepper in different culture media, temperatures, and light regimes","Mello, Alexandre Furtado Silveira, Machado, Andressa Cristina Zamboni, Bedendo, Ivan Paulo","Scientia Agricola; 61(5); 542-544","Scientia Agricola","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162004000500013&lang=pt" 
"S0103-90162004000500011-scl","Root systems and soil microbial biomass under no-tillage system","Venzke Filho, Solismar de Paiva, Feigl, Brigitte Josefine, Piccolo, Marisa de Cássia, Fante Jr., Lorival, Siqueira Neto, Marcos, Cerri, Carlos Clemente","Scientia Agricola; 61(5); 529-537","Scientia Agricola","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162004000500011&lang=pt" 
"S0103-90162004000500012-scl","Biology of Microctonus sp. (Hymenoptera: Braconidae), a parasitoid of Cyrtomon luridus BOH. (Coleoptera: Ccurculionidae)","Tironi, Paulo, von Treuenfels, Adrian, Parra, José Roberto Postali","Scientia Agricola; 61(5); 538-541","Scientia Agricola","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162004000500012&lang=pt" 
"S0103-90162004000500014-scl","Truths and myths about the mushroom Agaricus blazei","Dias, Eustáquio Souza, Abe, Carlos, Schwan, Rosane Freitas","Scientia Agricola; 61(5); 545-549","Scientia Agricola","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162004000500014&lang=pt" 
"S0103-90162004000500004-scl","Sugarcane maturity estimation through edaphic-climatic parameters","Scarpari, Maximiliano Salles, Beauclair, Edgar Gomes Ferreira de","Scientia Agricola; 61(5); 486-491","Scientia Agricola","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162004000500004&lang=pt" 
"S0103-90162004000500008-scl","Nutritional diagnosis for eucalypt by DRIS, M-DRIS, and CND","Silva, Gualter Guenther Costa da, Neves, Júlio César Lima, Alvarez V., Víctor Hugo, Leite, Fernando Palha","Scientia Agricola; 61(5); 507-515","Scientia Agricola","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162004000500008&lang=pt" 
"S0103-90162004000500009-scl","Doses and forms of application of phosphorus in vernalized garlic","Büll, Leonardo Theodoro, Costa, Mirian Cristina Gomes, Novello, Aline, Fernandes, Dirceu Maximino, Villas Bôas, Roberto Lyra","Scientia Agricola; 61(5); 516-521","Scientia Agricola","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162004000500009&lang=pt" 
"S0103-90162004000500015-scl","DRIS: concepts and applications on nutritional diagnosis in fruit crops","Mourão Filho, Francisco de Assis Alves","Scientia Agricola; 61(5); 550-560","Scientia Agricola","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162004000500015&lang=pt" 
"S0103-90162004000500006-scl","Boron nutrition and yield of alfalfa cultivar crioula in relation to boron supply","Santos, Anacleto Ranulfo dos, Mattos, Waldssimiler Teixeira de, Almeida, Ana Aparecida da Silva, Monteiro, Francisco Antonio, Corrêa, Beatriz Dias, Gupta, Umesh C.","Scientia Agricola; 61(5); 496-500","Scientia Agricola","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162004000500006&lang=pt" 
"S0103-90162004000500010-scl","Silicon sources for rice crop","Pereira, Hamilton Seron, Korndörfer, Gaspar Henrique, Vidal, Anelisa de Aquino, Camargo, Mônica Sartori de","Scientia Agricola; 61(5); 522-528","Scientia Agricola","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162004000500010&lang=pt" 
"S0103-90162004000500005-scl","Phosphite effect on hot and sweet pepper reaction to Phytophthora capsici","Sala, Fernando Cesar, Costa, Cyro Paulino da, Echer, Márcia de Moraes, Martins, Marise Cagnin, Blat, Sally Ferreira","Scientia Agricola; 61(5); 492-495","Scientia Agricola","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162004000500005&lang=pt" 
"S0100-40422004000500001-scl","Editorial","","Química Nova; 27(5); -","Química Nova","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422004000500001&lang=pt" 
"S0103-90162004000500007-scl","Leaf nutrient contents of rangpur lime rootstock as afected by N, P, K, Ca and S fertilization","Ruschel, Jonas, Carmello, Quirino Augusto de Camargo, Bernardi, Alberto Carlos de Campos, Carvalho, Sérgio Alves de, Mattos Jr., Dirceu","Scientia Agricola; 61(5); 501-506","Scientia Agricola","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162004000500007&lang=pt" 
"S0103-90162004000500003-scl","Probabilistic tools for assessment of pest resistance risk associated to insecticidal transgenic crops","Maia, Aline de Holanda Nunes, Dourado Neto, Durval","Scientia Agricola; 61(5); 481-485","Scientia Agricola","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162004000500003&lang=pt" 
"S0100-879X2004001000008-scl","Immunoglobulin E and systemic lupus erythematosus","Atta, A.M., Sousa, C.P., Carvalho, E.M., Sousa-Atta, M.L.B.","Brazilian Journal of Medical and Biological Research; 37(10); 1497-1501","Brazilian Journal of Medical and Biological Research","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2004001000008&lang=pt" 
"S0100-879X2004001000013-scl","Antinociceptive effect of novel pyrazolines in mice","Tabarelli, Z., Rubin, M.A., Berlese, D.B., Sauzem, P.D., Missio, T.P., Teixeira, M.V., Sinhorin, A.P., Martins, M.A.P., Zanatta, N., Bonacorso, H.G., Mello, C.F.","Brazilian Journal of Medical and Biological Research; 37(10); 1531-1540","Brazilian Journal of Medical and Biological Research","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2004001000013&lang=pt" 
"S0100-879X2004001000011-scl","The mental health of graduate students at the Federal University of São Paulo: a preliminary report","Nogueira-Martins, L.A., Fagnani Neto, R., Macedo, P.C.M., Cítero, V.A., Mari, J.J.","Brazilian Journal of Medical and Biological Research; 37(10); 1519-1524","Brazilian Journal of Medical and Biological Research","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2004001000011&lang=pt" 
"S0100-879X2004001000016-scl","Cardiovascular responses to locomotor activity and feeding in unrestrained three-toed sloths, Bradypus variegatus","Duarte, D.P.F., Jaguaribe, A.M., Pedrosa, M.A.C., Clementino, A.C.C.R., Barbosa, A.A., Silva, A.F.V., Gilmore, D.P., Da Costa, C.P.","Brazilian Journal of Medical and Biological Research; 37(10); 1557-1561","Brazilian Journal of Medical and Biological Research","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2004001000016&lang=pt" 
"S0100-879X2004001000014-scl","Effects of centrally acting antihypertensive drugs on the microcirculation of spontaneously hypertensive rats","Estato, V., Araújo, C.V., Bousquet, P., Tibiriçá, E.","Brazilian Journal of Medical and Biological Research; 37(10); 1541-1549","Brazilian Journal of Medical and Biological Research","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2004001000014&lang=pt" 
"S0100-879X2004001000006-scl","Effect of chronic fish oil supplementation on renal function of normal and cachectic rats","Fernandez, R., Piechnik, J., Fabris, R., Malnic, G., Fernandes, L.C.","Brazilian Journal of Medical and Biological Research; 37(10); 1481-1489","Brazilian Journal of Medical and Biological Research","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2004001000006&lang=pt" 
"S0100-879X2004001000007-scl","Effect of bullfrog (Rana catesbeiana) oil administered by gavage on the fatty acid composition and oxidative stress of mouse liver","Silva, L.P., Miyasaka, C.K., Martins, E.F., Leite, J.R.S.A., Lacava, Z.G.M., Curi, R., Azevedo, R.B.","Brazilian Journal of Medical and Biological Research; 37(10); 1491-1496","Brazilian Journal of Medical and Biological Research","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2004001000007&lang=pt" 
"S0100-879X2004001000012-scl","Thalidomide and pentoxifylline block the renal effects of supernatants of macrophages activated with Crotalus durissus cascavella venom","Martins, A.M.C., Nobre, A.C.L., Almeida, A.C., Bezerra, G., Lima, A.A.M., Fonteles, M.C., Monteiro, H.S.A.","Brazilian Journal of Medical and Biological Research; 37(10); 1525-1530","Brazilian Journal of Medical and Biological Research","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2004001000012&lang=pt" 
"S0100-879X2004001000002-scl","Control of the rat angiotensin I converting enzyme gene by CRE-like sequences","Xavier-Neto, J., Pereira, A.C., Oliveira, E.M., Miyakawa, A.A., Junqueira, M.L., Krieger, J.E.","Brazilian Journal of Medical and Biological Research; 37(10); 1441-1453","Brazilian Journal of Medical and Biological Research","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2004001000002&lang=pt" 
"S0100-879X2004001000005-scl","Effect of one stretch a week applied to the immobilized soleus muscle on rat muscle fiber morphology","Gomes, A.R.S., Coutinho, E.L., França, C.N., Polonio, J., Salvini, T.F.","Brazilian Journal of Medical and Biological Research; 37(10); 1473-1480","Brazilian Journal of Medical and Biological Research","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2004001000005&lang=pt" 
"S0100-879X2004001000018-scl","Cholinergic-opioidergic interaction in the central amygdala induces antinociception in the guinea pig","Leite-Panissi, C.R.A., Brentegani, M.R., Menescal-de-Oliveira, L.","Brazilian Journal of Medical and Biological Research; 37(10); 1571-1579","Brazilian Journal of Medical and Biological Research","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2004001000018&lang=pt" 
"S0100-879X2004001000004-scl","Low variation in ribosomal DNA and internal transcribed spacers of the symbiotic fungi of leaf-cutting ants (Attini: Formicidae)","Silva-Pinhati, A.C.O., Bacci Jr., M., Hinkle, G., Sogin, M.L., Pagnocca, F.C., Martins, V.G., Bueno, O.C., Hebling, M.J.A.","Brazilian Journal of Medical and Biological Research; 37(10); 1463-1472","Brazilian Journal of Medical and Biological Research","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2004001000004&lang=pt" 
"S0100-879X2004001000009-scl","Neonatal administration of citalopram delays somatic maturation in rats","Deiró, T.C.B.J., Manhães-de-Castro, R., Cabral-Filho, J.E., Souza, S.L., Freitas-Silva, S.R., Ferreira, L.M.P., Guedes, R.C.A., Câmara, C.R.V., Barros, K.M.F.T.","Brazilian Journal of Medical and Biological Research; 37(10); 1503-1509","Brazilian Journal of Medical and Biological Research","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2004001000009&lang=pt" 
"S0100-879X2004001000017-scl","Myocardial contractility of the isovolumetrically beating isolated rat heart","De Stefano, L.M., Matsubara, L.S., Matsubara, B.B.","Brazilian Journal of Medical and Biological Research; 37(10); 1563-1569","Brazilian Journal of Medical and Biological Research","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2004001000017&lang=pt" 
"S0100-879X2004001000003-scl","Respiration, oxidative phosphorylation, and uncoupling protein in Candida albicans","Cavalheiro, R.A., Fortes, F., Borecký, J., Faustinoni, V.C., Schreiber, A.Z.","Brazilian Journal of Medical and Biological Research; 37(10); 1455-1461","Brazilian Journal of Medical and Biological Research","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2004001000003&lang=pt" 
"S0100-879X2004001000010-scl","Comparison of voluntary ethanol intake by two pairs of rat lines used as genetic models of anxiety","Da Silva, G.E., Ramos, A., Takahashi, R.N.","Brazilian Journal of Medical and Biological Research; 37(10); 1511-1517","Brazilian Journal of Medical and Biological Research","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2004001000010&lang=pt" 
