"S0104-42302011000600018-scl","Risk factors for hypertensive disorders of pregnancy in southern Brazil","Dalmáz, Caroline Abrão, Santos, Kátia Gonçalves dos, Botton, Mariana Rodrigues, Roisenberg, Israel","Revista da Associação Médica Brasileira; 57(6); 692-696","Revista da Associação Médica Brasileira","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302011000600018&lang=pt" 
"S0524-97672011000100011-arg","Comentarios a &quot;Política y cultura política ante la crisis del orden colonial&quot;","Verdo, Geneviève","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani; (33); 68-72","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0524-97672011000100011&lang=pt" 
"S0524-97672011000100012-arg","Comentarios al texto de Marcela Ternavasio &quot;Política y cultura política ante la crisis del orden colonial&quot;","Wasserman, Fabio","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani; (33); 73-78","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0524-97672011000100012&lang=pt" 
"S0524-97672011000100013-arg","Los actores de la revolución y el orden social","Fradkin, Raúl O.","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani; (33); 79-90","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0524-97672011000100013&lang=pt" 
"S0524-97672011000100014-arg","Comentarios al texto de Raúl Fradkin &quot;Los actores de la revolución y el orden social&quot;","Bragoni, Beatriz","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani; (33); 91-97","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0524-97672011000100014&lang=pt" 
"S0524-97672011000100015-arg","Comentarios al texto de Raúl Fradkin &quot;Los actores de la revolución y el orden social&quot;","Di Meglio, Gabriel","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani; (33); 98-101","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0524-97672011000100015&lang=pt" 
"S0524-97672011000100016-arg","Comentarios al texto de Raúl Fradkin &quot;Los actores de la revolución y el orden social&quot;","Farberman, Judith","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani; (33); 102-107","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0524-97672011000100016&lang=pt" 
"S0524-97672011000100017-arg","En torno a un problema historiográfico: Revolución y orden social","Mata, Sara E.","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani; (33); 108-114","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0524-97672011000100017&lang=pt" 
"S0524-97672011000100018-arg","Comentarios al texto de Raúl Fradkin &quot;Los actores de la revolución y el orden social&quot;","Serulnikov, Sergio","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani; (33); 115-122","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0524-97672011000100018&lang=pt" 
"S0524-97672011000100019-arg","Cambio económico y desigualdad: La revolución y las economías rioplatenses","Gelman, Jorge","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani; (33); 123-133","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0524-97672011000100019&lang=pt" 
"S0524-97672011000100020-arg","Comentarios al texto de Jorge Gelman &quot;Cambio económico y desigualdad. La revolución y las economías rioplatenses&quot;","Conti, Viviana","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani; (33); 134-140","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0524-97672011000100020&lang=pt" 
"S0524-97672011000100021-arg","Lo que la revolución se llevó: la región del Río de la Plata como espacio homogéneo","Jumar, Fernando","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani; (33); 141-148","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0524-97672011000100021&lang=pt" 
"S0524-97672011000100022-arg","Comentario al texto de Jorge Gelman &quot;Cambio económico y desigualdad. La revolución y las economías rioplatenses&quot;","Schmit, Roberto","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani; (33); 149-153","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0524-97672011000100022&lang=pt" 
"S0524-97672011000100023-arg","Las representaciones del pasado: historia y memoria","Cattaruzza, Alejandro","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani; (33); 155-164","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0524-97672011000100023&lang=pt" 
"S0524-97672011000100024-arg","A propósito de las complejas relaciones entre Historia y memoria: el horizonte democrático y los requerimientos de una &quot;nueva orquestación del tiempo&quot;","Caetano, Gerardo","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani; (33); 165-174","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0524-97672011000100024&lang=pt" 
"S0524-97672011000100025-arg","La memoria, los historiadores y el pasado","Eujanian, Alejandro","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani; (33); 175-180","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0524-97672011000100025&lang=pt" 
"S0524-97672011000100026-arg","La memoria material: ciudad e historia","Gorelik, Adrián","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani; (33); 181-187","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0524-97672011000100026&lang=pt" 
"S0524-97672011000100028-arg","Nación, república y democracia","Roldán, Darío","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani; (33); 193-208","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0524-97672011000100028&lang=pt" 
"S0524-97672011000100029-arg","Ideas y costumbres","Altamirano, Carlos","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani; (33); 209-213","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0524-97672011000100029&lang=pt" 
"S0524-97672011000100030-arg","Comentario al texto &quot;Nación, república, democracia&quot;, de Darío Roldán","Palti, Elías José","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani; (33); 214-220","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0524-97672011000100030&lang=pt" 
"S0524-97672011000100031-arg","El sufragio y la política: tensiones entre dos reformismos","Privitelio, Luciano de","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani; (33); 221-228","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0524-97672011000100031&lang=pt" 
"S0524-97672011000100032-arg","Igualdades, desigualdades y derechos","Lobato, Mirta Zaida","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani; (33); 229-241","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0524-97672011000100032&lang=pt" 
"S0524-97672011000100033-arg","Los pueblos originarios como sujetos de derechos: Comentarios al trabajo de Mirta Lobato","Bandieri, Susana","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani; (33); 242-247","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0524-97672011000100033&lang=pt" 
"S0524-97672011000100034-arg","Comentarios a la ponencia de Mirta Lobato","Barrancos, Dora","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani; (33); 248-252","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0524-97672011000100034&lang=pt" 
"S0524-97672011000100035-arg","Comentarios a la ponencia &quot;Igualdades, desigualdades y derechos&quot;, presentada por Mirta Lobato","Benencia, Roberto","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani; (33); 253-256","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0524-97672011000100035&lang=pt" 
"S0524-97672011000100036-arg","Comentarios al trabajo de Mirta Lobato","Kessler, Gabriel","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani; (33); 257-261","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0524-97672011000100036&lang=pt" 
"S0524-97672011000100037-arg","Las crisis argentinas en perspectiva histórica","Míguez, Eduardo","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani; (33); 263-274","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0524-97672011000100037&lang=pt" 
"S0524-97672011000100038-arg","Comentario a Eduardo Míguez","Gerchunoff, Pablo","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani; (33); 275-279","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0524-97672011000100038&lang=pt" 
"S0524-97672011000100039-arg","Comentario a la presentación de Eduardo Míguez &quot;Las crisis argentinas en perspectiva histórica&quot;","Korol, Juan Carlos","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani; (33); 280-284","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0524-97672011000100039&lang=pt" 
"S0524-97672011000100040-arg","La Argentina en el Bicentenario: Los vaivenes del sistema político y la democracia","Quiroga, Hugo","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani; (33); 285-289","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0524-97672011000100040&lang=pt" 
"S0524-97672011000100041-arg","Comentario sobre &quot;Las crisis argentinas en perspectiva histórica&quot;, de Eduardo Míguez","Regalsky, Andrés","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani; (33); 290-292","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0524-97672011000100041&lang=pt" 
"S0524-97672011000100042-arg","Comentario a &quot;Las crisis argentinas en perspectiva histórica&quot;, de Eduardo Míguez","Rocchi, Fernando","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani; (33); 293-295","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0524-97672011000100042&lang=pt" 
"S0524-97672011000100043-arg","Comentarios a &quot;Las crisis argentinas en perspectiva histórica&quot;","Suriano, Juan","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani; (33); 296-300","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0524-97672011000100043&lang=pt" 
"S0524-97672011000100044-arg","Comentarios finales","Halperin Donghi, Tulio","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani; (33); 301-320","Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0524-97672011000100044&lang=pt" 
"S0718-22362011000200001-chl","Presentación","","Ultima década; 19(35); 07-08","Ultima década","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22362011000200001&lang=pt" 
"S0718-22362011000200002-chl","(In)visibilización juvenil: Acerca de las posibilidades de las y los jóvenes en la Historia reciente del país","Cárdenas Neira, Camila","Ultima década; 19(35); 11-31","Ultima década","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22362011000200002&lang=pt" 
"S0718-22362011000200003-chl","PRÁCTICAS Y FENÓMENOS EMERGENTES EN LA JUVENTUD COMO VÍAS DE TRANSFORMACIÓN SOCIAL EN COLOMBIA","López García, Manuel E","Ultima década; 19(35); 33-59","Ultima década","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22362011000200003&lang=pt" 
"S0718-22362011000200004-chl","Sociabilidad juvenil masculina y riesgo: Discrepancias y acuerdos entre un programa de prevención del delito juvenil y sus beneficiarios","Medan, Marina","Ultima década; 19(35); 61-87","Ultima década","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22362011000200004&lang=pt" 
"S0718-22362011000200005-chl","El padre adolescente, su relación parental y de pareja","Molina Gutiérrez, Rodrigo","Ultima década; 19(35); 89-110","Ultima década","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22362011000200005&lang=pt" 
"S0718-22362011000200006-chl","Juventud y política en Chile: Hacia un enfoque generacional","Muñoz Tamayo, Víctor","Ultima década; 19(35); 113-141","Ultima década","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22362011000200006&lang=pt" 
"S0718-22362011000200007-chl","Identidades subalternas: Edad, clase, género y consumos culturales","Silba, Malvina","Ultima década; 19(35); 145-168","Ultima década","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22362011000200007&lang=pt" 
"S0718-22362011000200008-chl","Reflexiones en torno al impacto de programas de empleo para jóvenes en Argentina: Un estudio de caso","Lourdes Farías, María","Ultima década; 19(35); 169-194","Ultima década","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22362011000200008&lang=pt" 
"S0718-22362011000200009-chl","Jóvenes secundarios de hoy: estudio sobre su visión de la sociedad desde los conceptos de Anomia y Alienación Psicosocial","Ruiz, Soledad, Reinoso, Alejandro, Asún, Rodrigo, Aceituno, Roberto, Ugarte, Ana María, Jiménez, Álvaro","Ultima década; 19(35); 195-220","Ultima década","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22362011000200009&lang=pt" 
"S0138-65572011000300001-cub","Edad y escolaridad en sujetos con deterioro cognitivo leve","Samper Noa, Juan Antonio, Llibre Rodríguez, Juan Jesús, Sánchez Catasús, Carlos, Pérez Ramos, Carmen, Morales Jiménez, Emilio, Sosa Pérez, Saily, Solórzano Romero, Joel","Revista Cubana de Medicina Militar; 40(3-4); 203-210","Revista Cubana de Medicina Militar","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572011000300001&lang=pt" 
"S0138-65572011000300002-cub","Errores en el examen físico del paciente","Suárez Rivero, Birsy, Blanco Aspiazú, Miguel Ángel, Morales Jiménez, Emilio, Suárez Rivero, Alujy, Bosch Bayard, Rodolfo Isidro","Revista Cubana de Medicina Militar; 40(3-4); 211-217","Revista Cubana de Medicina Militar","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572011000300002&lang=pt" 
"S0138-65572011000300003-cub","Parto vaginal en pacientes con cesárea anterior","Rodríguez Iglesias, Guillermo, León Cid, Iraisa, Segura Fernández, Anadys, Atienza Barzaga, Alba Marina","Revista Cubana de Medicina Militar; 40(3-4); 218-226","Revista Cubana de Medicina Militar","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572011000300003&lang=pt" 
"S0138-65572011000300004-cub","Repercusión del hábito de fumar en la función pulmonar de fumadores activos","Reyes Hernández, Damaris, García Canales, Marta, Simón Ortega, Patricia, Pérez García, Kymani","Revista Cubana de Medicina Militar; 40(3-4); 227-233","Revista Cubana de Medicina Militar","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572011000300004&lang=pt" 
"S0138-65572011000300005-cub","Valor de la prueba de sangre oculta en heces fecales para la detección de lesiones premalignas y malignas del colon","Tusen Toledo, Yunia, Chao González, Lissette, Barroso Márquez, Lisset","Revista Cubana de Medicina Militar; 40(3-4); 234-240","Revista Cubana de Medicina Militar","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572011000300005&lang=pt" 
"S0138-65572011000300006-cub","Caracterización de pacientes con síndrome cerebral perdedor de sal en afecciones en neurológicas graves","Hernández Martín, María Antonia, Mederos Villamisar, Abel, Cañedo Hernández, Osvaldo, Soto Ortega, Iván","Revista Cubana de Medicina Militar; 40(3-4); 241-248","Revista Cubana de Medicina Militar","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572011000300006&lang=pt" 
"S0138-65572011000300007-cub","Heridas de la región toracoabdominal","Mesa Pérez, Demetrio, Hidalgo Herrera, Manuel, Cabrera Cárdenas, Félix Armando, Pérez Espinosa, Alfonso, Fernández Solares, Zinia","Revista Cubana de Medicina Militar; 40(3-4); 249-256","Revista Cubana de Medicina Militar","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572011000300007&lang=pt" 
"S0138-65572011000300008-cub","Eficacia del metformín en el tratamiento de pacientes con síndrome metabólico y disfunción endotelial","González Sotolongo, Odalys, Arpa Gámez, Ángel","Revista Cubana de Medicina Militar; 40(3-4); 257-268","Revista Cubana de Medicina Militar","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572011000300008&lang=pt" 
"S0138-65572011000300009-cub","Magnetoterapia en pacientes con enfermedad renal crónica secundaria, fases 1 y 2","Betancourt Reyes, Aleida, Pérez Rodríguez, Zoila, Rodríguez Hernández, Elisa, Rodríguez Apolinario, Norlan","Revista Cubana de Medicina Militar; 40(3-4); 269-277","Revista Cubana de Medicina Militar","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572011000300009&lang=pt" 
"S0138-65572011000300010-cub","Magnetoterapia en pacientes con psoriasis","Pérez Rodríguez, Zoila María, Falcón Lincheta, Leopoldina, Rodríguez Hernández, Elisa","Revista Cubana de Medicina Militar; 40(3-4); 278-284","Revista Cubana de Medicina Militar","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572011000300010&lang=pt" 
"S0138-65572011000300011-cub","Consideraciones sobre la cirugía endoscópica transluminal a través de un orificio natural","González León, Tania, Rodríguez Verde, Ernesto, Núñez Roca, Ariel","Revista Cubana de Medicina Militar; 40(3-4); 285-294","Revista Cubana de Medicina Militar","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572011000300011&lang=pt" 
"S0138-65572011000300012-cub","Anemia posgastrectomía con evolución a un síndrome mielodisplástico","Arpa Gámez, Ángel, Álvarez, Vladimir Felinciano, Morales Peralta, Margarita, Tamayo Rodríguez, Madelaine","Revista Cubana de Medicina Militar; 40(3-4); 295-301","Revista Cubana de Medicina Militar","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572011000300012&lang=pt" 
"S0138-65572011000300013-cub","Embarazo ectópico abdominal con implantación en el hígado","León Cid, Iraisa, Rodríguez Iglesias, Guillermo, Segura Fernández, Anadys, Atienza Barzaga, Alba Marina","Revista Cubana de Medicina Militar; 40(3-4); 302-310","Revista Cubana de Medicina Militar","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572011000300013&lang=pt" 
"S0138-65572011000300014-cub","Enfermedad de Still del adulto","Valladares Reyes, Damián, Fojo Mayo, Andrés, Fleites Alonso, Yoel Alberto, Zayas Hernández, Damaris, Fábregas Deulofeo, Yaima, Orozco Morales, Yaima","Revista Cubana de Medicina Militar; 40(3-4); 311-315","Revista Cubana de Medicina Militar","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572011000300014&lang=pt" 
"S0138-65572011000300015-cub","Hallazgos de variación anatómica en arteria renal derecha","Carral Novo, Juan Mariano","Revista Cubana de Medicina Militar; 40(3-4); 316-317","Revista Cubana de Medicina Militar","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572011000300015&lang=pt" 
"S0103-51502011000400011-scl","Variáveis hemodinâmicas, hemogasométricas e respiratórias em pacientes cardiopatas submetidos ao teste de respiração espontânea","Rolim, Jaqueline Fernandes Cruz, Moraes, Nelson Henrique Lopes de, Uchôa Junior, José Ribeiro","Fisioterapia em Movimento; 24(4); 673-682","Fisioterapia em Movimento","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-51502011000400011&lang=pt" 
"S0103-51502011000400021-scl","Influência das variações da postura sentada na função respiratória: revisão de literatura","Contesini, Adriana Maria, Garcia Jr, Agenor, Caromano, Fátima Aparecida","Fisioterapia em Movimento; 24(4); 757-767","Fisioterapia em Movimento","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-51502011000400021&lang=pt" 
"S1726-46342011000400006-spa","Niños hospitalizados con neumonía por influenza AH1N11/2009 pandémico en un hospital de referencia de Perú","Miranda-Choque, Edwin, Ramírez, Carlos, Candela-Herrera, Jorge, Díaz, Javier, Fernández, Ana, Kolevic, Lenka, Segura, Eddy R., Farfán-Ramos, Sonia","Revista Peruana de Medicina Experimental y Salud Pública; 28(4); 610-616","Revista Peruana de Medicina Experimental y Salud Pública","Espanhol","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1726-46342011000400006&lang=pt" 
"S1726-46342011000400007-spa","Prescripción inadecuada de transfusión sanguínea en un hospital de referencia de Lima, Perú","Flores-Paredes, Wilfredo","Revista Peruana de Medicina Experimental y Salud Pública; 28(4); 617-622","Revista Peruana de Medicina Experimental y Salud Pública","Espanhol","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1726-46342011000400007&lang=pt" 
"S1726-46342011000400013-spa","Mecanismos moleculares de resistencia antibiótica en Escherichia coli asociadas a diarrea","Mosquito, Susan, Ruiz, Joaquim, Bauer, José Luis, Ochoa, Theresa J","Revista Peruana de Medicina Experimental y Salud Pública; 28(4); 648-656","Revista Peruana de Medicina Experimental y Salud Pública","Espanhol","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1726-46342011000400013&lang=pt" 
"S1726-46342011000400014-spa","Retos de la bioética en la medicina del siglo XXI","Álvarez-Díaz, Jorge Alberto","Revista Peruana de Medicina Experimental y Salud Pública; 28(4); 657-663","Revista Peruana de Medicina Experimental y Salud Pública","Espanhol","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1726-46342011000400014&lang=pt" 
"S1726-46342011000400017-spa","Avances y retos en el registro de ensayos clínicos en América Latina y el Caribe","Reveiz, Ludovic, Saenz, Carla, Murasaki, Renato T, Cuervo, Luis G, Ramalho, Luciano","Revista Peruana de Medicina Experimental y Salud Pública; 28(4); 676-681","Revista Peruana de Medicina Experimental y Salud Pública","Espanhol","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1726-46342011000400017&lang=pt" 
"S0103-84782011001200008-scl","Índice de área foliar em canola cultivada sob variações de espaçamento e de densidade de semeadura","Chavarria, Geraldo, Tomm, Gilberto Omar, Muller, Alexandre, Mendonça, Heloisa Ferro, Mello, Naiana, Betto, Maico Serafini","Ciência Rural; 41(12); 2084-2089","Ciência Rural","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782011001200008&lang=pt" 
"S0103-84782011001200014-scl","Processo de reparação de lesões da córnea e a membrana amniótica na oftalmologia","Pontes, Kelly Cristine de Sousa, Borges, Andrea Pacheco Batista, Eleotério, Renato Barros, Favarato, Lukiya Silva Campos, Duarte, Tatiana Schmitz","Ciência Rural; 41(12); 2120-2127","Ciência Rural","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782011001200014&lang=pt" 
"S0103-84782011001200012-scl","Determinação sérica de haptoglobina, ceruloplasmina, α1-glicoproteína ácida, transferrina e α1-antitripsina, em equinos com cólica","Di Filippo, Paula Alessandra, Nogueira, Andressa Francisca da Silva, Santana, Aureo Evangelista","Ciência Rural; 41(12); 2108-2113","Ciência Rural","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782011001200012&lang=pt" 
"S0004-27302011000900011-scl","Recomendações do Departamento de Neuroendocrinologia da Sociedade Brasileira de Endocrinologia e Metabologia para o Diagnóstico e Tratamento da Acromegalia no Brasil","Vieira Neto, Leonardo, Abucham, Julio, Araujo, Luiz Antônio de, Boguszewski, Cesar L., Bronstein, Marcello D., Czepielewski, Mauro, Jallad, Raquel S., Musolino, Nina R. de C., Naves, Luciana A., Ribeiro-Oliveira Júnior, Antônio, Vilar, Lucio, Faria, Manuel dos S., Gadelha, Mônica R.","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 55(9); 725-726","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302011000900011&lang=pt" 
"S0004-27302011000900010-scl","Diagnóstico laboratorial da acromegalia","Rosário, Pedro Weslley","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 55(9); 723-724","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302011000900010&lang=pt" 
"S0103-21862011000200011-scl","Revolução e mercado","Rodrigues, Lidiane Soares","Estudos Históricos (Rio de Janeiro); 24(48); 437-440","Estudos Históricos (Rio de Janeiro)","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21862011000200011&lang=pt" 
"S0103-21862011000200010-scl","A idade de ouro da cinefilia: crítica, rituais e paixões na França pré-revolucionária","Buarque, Marco Dreer","Estudos Históricos (Rio de Janeiro); 24(48); 432-436","Estudos Históricos (Rio de Janeiro)","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21862011000200010&lang=pt" 
