"S1808-86942016000100001-scl","The judicialization of the medical act","Campos, Roberto Augusto de Carvalho, Camargo, Rosmari Aparecida Elias, Neves, Luciano Rodrigues","Brazilian Journal of Otorhinolaryngology; 82(1); 1-2","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942016000100001&lang=pt" 
"S1516-14392016000100207-scl","Microstructure and Mechanical Properties of Severely Deformed Mg-4.5Al-1.0Zn Alloy Processed by Asymmetric Rolling on Ingot and Twin Roll Cast Strip","Luo, Liting, Gong, Xibing, Li, Juzi, Kang, Suk Bong, Cho, Jae Hyung","Materials Research; 19(1); 207-214","Materials Research","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392016000100207&lang=pt" 
"S1516-14392016000100195-scl","Correlation between degree of crystallinity, morphology and mechanical properties of PPS/carbon fiber laminates","Batista, Natassia Lona, Olivier, Philippe, Bernhart, Gérard, Rezende, Mirabel Cerqueira, Botelho, Edson Cocchieri","Materials Research; 19(1); 195-201","Materials Research","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392016000100195&lang=pt" 
"S1516-14392016000100084-scl","Structural and Thermo-mechanical Evaluation of Two Engineering Thermoplastic Polymers in Contact with Ethanol Fuel from Sugarcane","Silva, Agmar José de Jesus, Berry, Nara Guidacci, Costa, Marysilvia Ferreira da","Materials Research; 19(1); 84-97","Materials Research","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392016000100084&lang=pt" 
"S1516-14392016000100031-scl","Synthesis by coprecipitation of india-stabilized zirconia and codoping with MoO3, WO3, TaO2.5, or NbO2.5 for application as thermal barrier coatings","Piva, Roger Honorato, Piva, Diógenes Honorato, Morelli, Márcio Raymundo","Materials Research; 19(1); 31-39","Materials Research","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392016000100031&lang=pt" 
"S1516-14392016000100106-scl","Bacterial Cellulose/Collagen Hydrogel for Wound Healing","Moraes, Paula Rodrigues Fontes de Sousa, Saska, Sybele, Barud, Hernane, Lima, Laís Roncalho de, Martins, Virgínia da Conceição Amaro, Plepis, Ana Maria de Guzzi, Ribeiro, Sidney José Lima, Gaspar, Ana Maria Minarelli","Materials Research; 19(1); 106-116","Materials Research","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392016000100106&lang=pt" 
"S1516-14392016000100117-scl","Friction stir welding of duplex and superduplex stainless steels and some aspects of microstructural characterization and mechanical performance","Santos, Tiago Felipe de Abreu, López, Edwar Andrés Torres, Fonseca, Eduardo Bertoni da, Ramirez, Antonio Jose","Materials Research; 19(1); 117-131","Materials Research","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392016000100117&lang=pt" 
"S1516-14392016000100220-scl","Ultem®/ZIF-8 Mixed Matrix Membranes for Gas Separation: Transport and Physical Properties","Eiras, Daniel, Labreche, Ying, Pessan, Luiz Antonio","Materials Research; 19(1); 220-228","Materials Research","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392016000100220&lang=pt" 
"S0100-40422016000200146-scl","ELETRODOS DE FTO MODIFICADOS POR ELETRODEPOSIÇÃO DIRETA DE OURO: PRODUÇÃO, CARACTERIZAÇÃO E APLICAÇÃO COMO SENSOR ELETROQUÍMICO","Oliveira, Rogério de, Pissetti, Fabio Luiz, Lucho, Alzira M. S.","Química Nova; 39(2); 146-155","Química Nova","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422016000200146&lang=pt" 
"S0100-40422016000200210-scl","CROMATOGRAFIA POR INTERAÇÕES HIDROFILICAS (HILIC): ESTADO DA ARTE E APLICAÇÕES","Silva, Carla Grazieli Azevedo da, Bottoli, Carla Beatriz Grespan, Collins, Carol H.","Química Nova; 39(2); 210-220","Química Nova","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422016000200210&lang=pt" 
"S0100-40422016000200194-scl","AMAZON RAINFOREST COSMETICS: CHEMICAL APPROACH FOR QUALITY CONTROL","Funasaki, Mariko, Barroso, Hileia dos Santos, Fernandes, Valdelira Lia Araújo, Menezes, Ingrid Sabino","Química Nova; 39(2); 194-209","Química Nova","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422016000200194&lang=pt" 
"S0100-40422016000200130-scl","ESTIRIL-LACTONAS DE Cryptocarya aschersoniana Mez. (Lauraceae Juss.) COM ATIVIDADE CONTRA Meloidogyne spp. E INTERAÇÃO IN SILICO COM PROVÁVEL FUMARASE DEMeloidogyne hapla","Campos, Viviane A. C., Machado, Alan R. T., Silva, Willian J. R., Lopes, Karina C., Terra, Willian C., Campos, Vicente P., Oliveira, Denilson F.","Química Nova; 39(2); 130-136","Química Nova","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422016000200130&lang=pt" 
"S0100-40422016000200137-scl","MCR-ALS APLICADO NO MONITORAMENTO QUANTITATIVO DO PROCESSO DE ELETRODEGRADAÇÃO DA ATRAZINA USANDO ESPECTROS UV: RESULTADOS COMPARATIVOS COM HPLC-DAD COMO UM MÉTODO DE REFERÊNCIA","Souza, Thálisson S., Zanin, Hudson G., Peterlevitz, Alfredo, Baranauskas, Vitor, Silva, Gilmare A. da, Reis, César, Reis, Efraim L., Teófilo, Reinaldo F.","Química Nova; 39(2); 137-145","Química Nova","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422016000200137&lang=pt" 
"S0100-204X2016000200142-scl","Adaptabilidade e estabilidade fenotípica de clones de cana-de-açúcar","Antunes, William Rodrigues, Schöffel, Edgar Ricardo, Silva, Sergio Delmar dos Anjos e, Eicholz, Eberson, Härter, Adílson","Pesquisa Agropecuária Brasileira; 51(2); 142-148","Pesquisa Agropecuária Brasileira","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2016000200142&lang=pt" 
"S0100-204X2016000200192-scl","Conservação e desengorduramento de grãos de pólen de bacurizeiro","Vale, Ellen de Moura, Moreira, Sulimary Oliveira Gomes, Vasconcelos, Lúcio Flavo Lopes, Guimarães, Alane Rosane Castro, Costa, Maria do Perpetuo Socorro Damasceno","Pesquisa Agropecuária Brasileira; 51(2); 192-195","Pesquisa Agropecuária Brasileira","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2016000200192&lang=pt" 
"S0100-204X2016000200187-scl","Abundância de inimigos naturais de pulgões do trigo em diferentes distâncias da borda da mata","Bortolotto, Orcial Ceolin, Menezes Jr, Ayres de Oliveira, Hoshino, Adriano Thibes","Pesquisa Agropecuária Brasileira; 51(2); 187-191","Pesquisa Agropecuária Brasileira","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2016000200187&lang=pt" 
"S0100-204X2016000200177-scl","Interação genótipo x ambiente via modelos de normas de reação para características de crescimento em bovinos Nelore","Ambrosini, Diego Pagung, Malhado, Carlos Henrique Mendes, Martins Filho, Raimundo, Carneiro, Paulo Luiz Souza","Pesquisa Agropecuária Brasileira; 51(2); 177-186","Pesquisa Agropecuária Brasileira","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2016000200177&lang=pt" 
"S0100-204X2016000200169-scl","Frequencies of candidate genes and associations with carcass and meat traits in Nellore and crossbred cattle","Dias, Victor Augusto Domingos, Curi, Rogério Abdallah, Pereira, Guilherme Luis, Malheiros, Jéssica Moraes, Espigolan, Rafael, Albuquerque, Lúcia Galvão de, Chardulo, Luis Artur Loyola, Oliveira, Henrique Nunes de","Pesquisa Agropecuária Brasileira; 51(2); 169-176","Pesquisa Agropecuária Brasileira","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2016000200169&lang=pt" 
"S0100-204X2016000200112-scl","Número mínimo de medições para a avaliação acurada de características agronômicas de pinhão-manso","Teodoro, Paulo Eduardo, Costa, Rhayanne Dias, Rocha, Rodrigo Barros, Laviola, Bruno Galvêas","Pesquisa Agropecuária Brasileira; 51(2); 112-119","Pesquisa Agropecuária Brasileira","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2016000200112&lang=pt" 
"S0100-204X2016000200091-scl","Evapotranspiração de referência estimada por modelos simplificados para o Estado do Mato Grosso","Tanaka, Adriana Aki, Souza, Adilson Pacheco de, Klar, Antonio Evaldo, Silva, Andréa Carvalho da, Gomes, Anthony Wellington Almeida","Pesquisa Agropecuária Brasileira; 51(2); 91-104","Pesquisa Agropecuária Brasileira","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2016000200091&lang=pt" 
"S0100-204X2016000200149-scl","Análise genética do peso em um rebanho de bovinos Nelore","Passafaro, Tiago Luciano, Fragomeni, Breno de Oliveira, Gonçalves, Daniel Resende, Moraes, Mariana Mamedes de, Toral, Fabio Luiz Buranelo","Pesquisa Agropecuária Brasileira; 51(2); 149-158","Pesquisa Agropecuária Brasileira","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2016000200149&lang=pt" 
"S0100-204X2016000200132-scl","Porta-enxertos promissores, alternativos ao limoeiro &#039;Cravo&#039;, nos Tabuleiros Costeiros de Sergipe","Carvalho, Luciana Marques de, Carvalho, Hélio Wilson Lemos de, Soares Filho, Walter dos Santos, Martins, Carlos Roberto, Passos, Orlando Sampaio","Pesquisa Agropecuária Brasileira; 51(2); 132-141","Pesquisa Agropecuária Brasileira","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2016000200132&lang=pt" 
"S0100-204X2016000200120-scl","Biochar no manejo de nitrogênio e fósforo para a produção de mudas de angico","Lima, Stefany Lorrayny, Marimon Junior, Ben Hur, Melo-Santos, Kelyane da Silva, Reis, Simone Matias, Petter, Fabiano André, Vilar, Cesar Crispim, Marimon, Beatriz Schwantes","Pesquisa Agropecuária Brasileira; 51(2); 120-131","Pesquisa Agropecuária Brasileira","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2016000200120&lang=pt" 
"S0100-204X2016000200159-scl","Duração das alterações em propriedades físico-hídricas de Latossolo argiloso decorrentes da escarificação mecânica","Drescher, Marta Sandra, Reinert, Dalvan José, Denardin, José Eloir, Gubiani, Paulo Ivonir, Faganello, Antônio, Drescher, Gerson Laerson","Pesquisa Agropecuária Brasileira; 51(2); 159-168","Pesquisa Agropecuária Brasileira","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2016000200159&lang=pt" 
"S0100-204X2016000200105-scl","Classificação de famílias do feijoeiro sob diferentes cenários de dependência espacial e precisão experimental","Campos, Josmar Furtado de, Carneiro, Antonio Policarpo Souza, Peternelli, Luiz Alexandre, Carneiro, José Eustáquio de Souza, Silva, Michele Jorge da, Cecon, Paulo Roberto","Pesquisa Agropecuária Brasileira; 51(2); 105-111","Pesquisa Agropecuária Brasileira","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2016000200105&lang=pt" 
"S1677-55382016000100172-scl","RE: Ultrasonic Measurement of Testicular Tumors and the Correlation with Pathologic Specimen Sizes","Karademir, Ibrahim, Demirer, Zafer, Karademir, Suela, Bozkurt, Yalcın, Guragac, Ali","International braz j urol; 42(1); 172-173","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000100172&lang=pt" 
"S1677-55382016000100165-scl","Renal pseudoaneurysm after core-needle biopsy of renal allograft successfully managed with superselective embolization","Antonopoulos, Ioannis M., Yamaçake, Kleiton Gabriel Ribeiro, Tiseo, Bruno C., Carnevale, Francisco C., Junior, Enio Z., Nahas, William C.","International braz j urol; 42(1); 165-167","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000100165&lang=pt" 
"S1677-55382016000100168-scl","Robotic repair of vesicovaginal fistula - initial experience","Jairath, Ankush, S.B, Sudharsan, Mishra, Shashikant, Ganpule, Arvind, Sabnis, Ravindra, Desai, Mahesh","International braz j urol; 42(1); 168-169","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000100168&lang=pt" 
"S1677-55382016000100096-scl","Comparison of shock wave lithotripsy (SWL) and retrograde intrarenal surgery (RIRS) for treatment of stone disease in horseshoe kidney patients","Gokce, Mehmet Ilker, Tokatli, Zafer, Suer, Evren, Hajiyev, Parviz, Akinci, Aykut, Esen, Baris","International braz j urol; 42(1); 96-100","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000100096&lang=pt" 
"S1677-55382016000100029-scl","Brazilian data of renal cell carcinoma in a public university hospital","Aguiar Junior, Pedro, Pádua, Tiago Costa, Guimarães, Daiane Pereira","International braz j urol; 42(1); 29-36","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000100029&lang=pt" 
"S1677-55382016000100107-scl","Use of preoperative embolization prior to Transplant nephrectomy","Yeast, Carrie, Riley, Julie M., Holyoak, Joshua, Ross Jr, Gilbert, Weinstein, Stephen, Wakefield, Mark","International braz j urol; 42(1); 107-112","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000100107&lang=pt" 
"S1677-55382016000100101-scl","Effect of alpha1-blockers on stentless ureteroscopic lithotripsy","Zhu, Jianguo, Liang, Yuxiang, Chen, Weihong, Xu, Shuxiong, Wang, Yuanlin, Hu, Jianxing, He, Hui-chan, Zhong, Wei-de, Sun, Zhaolin","International braz j urol; 42(1); 101-106","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000100101&lang=pt" 
"S1677-55382016000100090-scl","Specific training for LESS surgery results from a prospective study in the animal model","Marchini, Giovannni Scala, Júniori, Italo D. Fioravanti, Horta, Leonardo V., Torricelli, Fabio C. M., Mitre, Anuar Ibrahim, Arap, Marco Antonio","International braz j urol; 42(1); 90-95","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000100090&lang=pt" 
"S1677-55382016000100008-scl","Which is the best treatment on a 2 cm complete endophitic tumor on the posterior side of the left kidney?","Arriaga, Juan, Sotelo, Rene","International braz j urol; 42(1); 8-10","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000100008&lang=pt" 
"S1677-55382016000100139-scl","Short hairpin RNA targeting insulin-like growth factor binding protein-3 restores the bioavailability of insulin-like growth factor-1 in diabetic rats","Zhou, Zhang-Yan, Zhong, Guang-Jun, Cheng, Shao-Ping, Huang, Hui, Wang, Jing, Pan, Hui, Liu, Chang-Mao, Xing, Cheng, Sun, Ya-Ling, Liu, Rong-Hua, Fei-Li, ","International braz j urol; 42(1); 139-145","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000100139&lang=pt" 
"S1677-55382016000100154-scl","High-pressure balloon assessment of pelviureteric junction prior to laparoscopic “vascular hitch”","Parente, Alberto, Angulo, José-María, Romero, Rosa, Burgos, Laura, Ortiz, Rubén","International braz j urol; 42(1); 154-159","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000100154&lang=pt" 
"S1677-55382016000100132-scl","An easy, reproducible and cost-effective method for andrologists to improve the laboratory diagnosis of non-obstructive azoospermia: a novel microcentrifugation technique","Monteiro, Rosa Alice Casemiro, Pariz, Juliana Risso, Pieri, Patrícia de Campos, Hallak, Jorge","International braz j urol; 42(1); 132-138","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000100132&lang=pt" 
"S1677-55382016000100053-scl","White blood cell counts and neutrophil to lymphocyte ratio in the diagnosis of testicular cancer: a simple secondary serum tumor marker","Yuksel, Ozgur Haki, Verit, Ayhan, Sahin, Aytac, Urkmez, Ahmet, Uruc, Fatih","International braz j urol; 42(1); 53-59","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000100053&lang=pt" 
"S1677-55382016000100160-scl","Management of full-length complete ureteral avulsion","Tang, Kaifa, Sun, Fa, Tian, Yuan, Zhao, Yili","International braz j urol; 42(1); 160-164","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000100160&lang=pt" 
"S1677-55382016000100083-scl","Robotic-assisted radical prostatectomy learning curve for experienced laparoscopic surgeons: does it really exist?","Tobias-Machado, Marcos, Mitre, Anuar Ibrahim, Rubinstein, Mauricio, Costa, Eduardo Fernandes da, Hidaka, Alexandre Kyoshi","International braz j urol; 42(1); 83-89","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000100083&lang=pt" 
"S1677-55382016000100118-scl","Does platelet activity play a role in the pathogenesis of idiopathic ischemic priapism?","Ufuk, Yavuz, Hasan, Yilmaz, Murat, Ustuner, Seyfettin, Ciftci, Kerem, Teke, Melih, Culha","International braz j urol; 42(1); 118-122","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000100118&lang=pt" 
"S1677-55382016000100037-scl","Three-dimensional reconstructive kidney volume analyses according to the endophytic degree of tumors during open partial or radical nephrectomy","Park, Dong Soo, Hong, Young Kwon, Lee, Seung Ryeol, Hwang, Jin Ho, Kang, Moon Hyung, Oh, Jong Jin","International braz j urol; 42(1); 37-46","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000100037&lang=pt" 
"S1677-55382016000100003-scl","Which is the best treatment on a 2 cm complete endophitic tumor on the posterior side of the left kidney?","Garcia, Rodrigo Gobbo","International braz j urol; 42(1); 3-7","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000100003&lang=pt" 
"S1677-55382016000100078-scl","What about vaginal extraction of the kidney? results of an online survey","Cabral, João Ferreira, Braga, Isaac Campos, Branco, Frederico, Cavadas, Vitor, Ferreira, Avelino Fraga, Ramos, Miguel Silva","International braz j urol; 42(1); 78-82","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000100078&lang=pt" 
"S1677-55382016000100047-scl","Low-dose-rate brachytherapy for patients with transurethral resection before implantation in prostate cancer. Long-term results","Prada, Pedro J., Anchuelo, Javier, Blanco, Ana García, Payá, Gema, Cardenal, Juan, Acuña, Enrique, Ferri, María, Vázquez, Andrés, Pacheco, Maite, Sanchez, Jesica","International braz j urol; 42(1); 47-52","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000100047&lang=pt" 
"S1677-55382016000100113-scl","A fast, easy circumcision procedure combining a CO2 laser and cyanoacrylate adhesive: a non-randomized comparative trial","Gorgulu, Tahsin, Olgun, Abdulkerim, Torun, Merve, Kargi, Eksal","International braz j urol; 42(1); 113-117","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000100113&lang=pt" 
"S1677-55382016000100022-scl","Are we following the guidelines on non-muscle invasive bladder cancer?","Reis, Leonardo Oliveira, Moro, Juliano Cesar, Ribeiro, Luis Fernando Bastos, Voris, Brunno Raphael Iamashita, Sadi, Marcos Vinicius","International braz j urol; 42(1); 22-28","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000100022&lang=pt" 
"S1677-55382016000100123-scl","Severity of erectile dysfunction is highly correlated with the syntax score in patients undergoing coronariography","Andrade, Weslley Santiago, Oliveira, Paulo, Laydner, Humberto, Ferreira, Eduardo Jose Pereira, Barreto Filho, Jose Augusto Soares","International braz j urol; 42(1); 123-131","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000100123&lang=pt" 
"S1677-55382016000100146-scl","The possible protective effects of dipyridamole on ischemic reperfusion injury of priapism","Karaguzel, Ersagun, Bayraktar, Cemil, Kutlu, Omer, Yulug, Esin, Mentese, Ahmet, Okatan, Ali Ertan, Colak, Fatih, Ozer, Serap, O.Kazaz, Ilke","International braz j urol; 42(1); 146-153","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000100146&lang=pt" 
"S1677-55382016000100060-scl","Incidence of sepsis following transrectal ultrasound guided prostate biopsy at a tertiary-care medical center in Lebanon","Shahait, Mohammed, Degheili, Jad, El-Merhi, Fadi, Tamim, Hani, Nasr, Rami","International braz j urol; 42(1); 60-68","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000100060&lang=pt" 
"S1677-55382016000100001-scl","Editorial. In this issue","Zequi, Stênio de Cássio","International braz j urol; 42(1); 1-1","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000100001&lang=pt" 
"S1677-55382016000100170-scl","Hemostatic completion of percutaneous nephrolithotomy using electrocauterization and a clear amplatz renal sheath","Yu, Ho Song, Ryu, Ji Won, Kim, Sun-Ouck, Kang, Taek Won, Kwon, Dong Deuk, Park, Kwangsung, Oh, Kyung Jin","International braz j urol; 42(1); 170-171","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000100170&lang=pt" 
"S1677-55382016000100002-scl","Editor’s Comment","Glina, Sidney","International braz j urol; 42(1); 2-2","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000100002&lang=pt" 
"S1677-55382016000100069-scl","Ischemia modified albumin: does it change during pneumoperitoneum in robotic prostatectomies?","Ozgen, Serpil Ustalar, Ozveren, Bora, Kilercik, Meltem, Aksu, Ugur, Ay, Binnaz, Tufek, Ilter, Kural, Ali Riza, N.Turkeri, Levent, Toraman, Fevzi","International braz j urol; 42(1); 69-77","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000100069&lang=pt" 
"S1677-55382016000100011-scl","Male fertility potential alteration in rheumatic diseases: a systematic review","Tiseo, Bruno Camargo, Cocuzza, Marcello, Bonfá, Eloisa, Srougi, Miguel, Clovis, A","International braz j urol; 42(1); 11-21","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000100011&lang=pt" 
"S1516-14392016000100258-scl","Effect of Cr Additions on Ferrite Recrystallization and Austenite Formation in Dual-Phase Steels Heat Treated in the Intercritical Temperature Range","Silva Filho, José Francisco da, Oliveira, Carlos Augusto Silva de, Fonstein, Nina, Girina, Olga, Miranda, Fabiano José Fabri, Drumond, Juliovany, Serafim, Eder Adolfo, Afonso, Conrado Ramos Moreira","Materials Research; 19(1); 258-266","Materials Research","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392016000100258&lang=pt" 
"S0100-40422016000200156-scl","NOVEL ALKALOID FROM Rauvolfia capixabae(APOCYNACEAE)","Carlos, Lanamar Almeida, Mathias, Leda, Braz-Filho, Raimundo, Vieira, Ivo Jose Curcino","Química Nova; 39(2); 156-159","Química Nova","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422016000200156&lang=pt" 
"S0100-40422016000200250-scl","CONHECIMENTO PEDAGÓGICO E CONHECIMENTO QUÍMICO NA FORMAÇÃO DE PROFESSORES: A CONSTRUÇÃO DA IDENTIDADE DOCENTE","Cassiano, Karla F. Dias, Mesquita, Nyuara A. da Silva, Ribeiro, Pabline Galvão","Química Nova; 39(2); 250-259","Química Nova","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422016000200250&lang=pt" 
"S1678-69712016000100012-scl","APRESENTAÇÃO","Popadiuk, Silvio","RAM. Revista de Administração Mackenzie; 17(1); 12-14","RAM. Revista de Administração Mackenzie","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712016000100012&lang=pt" 
"S0036-36342016000100002-spa","Servicio social en medicina en Latinoamérica: cobertura sin retención","Flores-Anaya, Lizeth, León-Lozada, Cinthia, Mayta-Tristán, Percy","Salud Pública de México; 58(1); 2-3","Salud Pública de México","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342016000100002&lang=pt" 
"S0036-36342016000100003-spa","Epidemiología de la enfermedad de Chagas en comunidades mocovíes y criollas en el sur del Chaco Argentino","Colussi, Carlina, Stafuza, Mariana, Denner, Susana, Nepote, Marcelo, Mendicino, Diego","Salud Pública de México; 58(1); 3-4","Salud Pública de México","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342016000100003&lang=pt" 
"S0036-36342016000100004-spa","Cierre de escuelas rurales y salud colectiva","Vera-Bachmann, Daniela, Salvo, Sonia","Salud Pública de México; 58(1); 4-5","Salud Pública de México","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342016000100004&lang=pt" 
"S0036-36342016000100005-spa","Sociedades médicas del Perú: ¿están cumpliendo su rol en la promoción de la investigación?","Toro-Huamanchumo, Carlos J, Arce-Villalobos, Laura R, Fernández-Chinguel, José E, Díaz-Vélez, Cristian","Salud Pública de México; 58(1); 5-6","Salud Pública de México","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342016000100005&lang=pt" 
"S0036-36342016000100015-spa","Healthcare or sickcare: reestablishing the balance","Frenk, Julio, Gómez-Dantés, Octavio","Salud Pública de México; 58(1); 84-88","Salud Pública de México","Inglês","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342016000100015&lang=pt" 
"S0103-50532016000200227-scl","Chemistry at the Interface","Nome, Faruk, Romsted, Larry","Journal of the Brazilian Chemical Society; 27(2); 227-228","Journal of the Brazilian Chemical Society","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532016000200227&lang=pt" 
"S0036-36342016000100010-spa","Recesión económica (2006-2012) y cambios en el estado de salud de la población española","Pérez-Romero, Shirley, Gascón-Cánovas, Juan J, de la Cruz-Sánchez, Ernesto, Sánchez-Ruiz, José F, Parra-Hidalgo, Pedro, Monteagudo-Piqueras, Olga","Salud Pública de México; 58(1); 41-48","Salud Pública de México","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342016000100010&lang=pt" 
"S0103-50532016000200334-scl","AuNP@TiO2 Catalyzed Peroxidation of Ethyl- and n-Propylbenzene: Exploring the Interaction Between Radical Species and the Nanoparticle Surface","Crites, Charles-Oneil L., Netto-Ferreira, José Carlos, Hallett-Tapley, Geniece L., Scaiano, Juan Cesar","Journal of the Brazilian Chemical Society; 27(2); 334-340","Journal of the Brazilian Chemical Society","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532016000200334&lang=pt" 
"S0036-36342016000100006-spa","Influence of parental perception of school safety and gender on children&#039;s physical activity in Mexico: A cross sectional study","Hutchens, Amy, Soltero, Erica G, Barquera, Simón, Lévesque, Lucie, Jauregui, Edtna, López y Taylor, Juan, Lee, Rebecca E","Salud Pública de México; 58(1); 7-15","Salud Pública de México","Inglês","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0036-36342016000100006&lang=pt" 
