"S0103-90162015000500432-scl","Composting sewage sludge with green waste from tree pruning","Moretti, Sarah Mello Leite, Bertoncini, Edna Ivani, Abreu-Junior, Cassio Hamilton","Scientia Agricola; 72(5); 432-439","Scientia Agricola","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162015000500432&lang=pt" 
"S0100-72032015001000480-scl","Prevalência da lesão HPV induzida em canal anal de mulheres com neoplasia intraepitelial cervical 2 e 3: um estudo de corte transversal","heráclio, Sandra de andrade, araujo, Thaís antunes de, souza, Alex sandro rolland, cahen, Kristiane, lima junior, Sergio ferreira, de souza, Paulo roberto eleutério, amorim, Melania maria ramos","Revista Brasileira de Ginecologia e Obstetrícia; 37(10); 480-485","Revista Brasileira de Ginecologia e Obstetrícia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032015001000480&lang=pt" 
"S0100-72032015001000486-scl","Adesão à dupla contracepção entre mulheres infectadas pelo HIV","brandão, Karina de sá adami gonçalves, lima, Bruno gil de carvalho, travassos, Ana gabriela álvares, brito, Fabielle de oliveira rocha de, souza, Eveline xavier pereira de, haguihara, Tatiana, silva, Carlos alberto lima da","Revista Brasileira de Ginecologia e Obstetrícia; 37(10); 486-491","Revista Brasileira de Ginecologia e Obstetrícia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032015001000486&lang=pt" 
"S0034-75902015000500604-scl","DOS PECADOS CAPITAIS AOS PECADOS DO CAPITAL","Colares, André Felipe Vieira","Revista de Administração de Empresas; 55(5); 604-605","Revista de Administração de Empresas","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902015000500604&lang=pt" 
"S0034-75902015000500479-scl","ACESSO ABERTO: UM TEMA A SER MAIS BEM EXPLORADO","DINIZ, EDUARDO","Revista de Administração de Empresas; 55(5); 479-479","Revista de Administração de Empresas","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902015000500479&lang=pt" 
"S1415-65552015000500671-scl","O Futuro das Cidades","Emmendoerfer, Magnus Luiz","Revista de Administração Contemporânea; 19(5); 671-671","Revista de Administração Contemporânea","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552015000500671&lang=pt" 
"S1415-65552015000500672-scl","Assédio Moral em Organizações Públicas e a (Re)ação dos Sindicatos","Souza, Ranniéry Mazzilly Silva","Revista de Administração Contemporânea; 19(5); 672-672","Revista de Administração Contemporânea","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552015000500672&lang=pt" 
"S1415-65552015000500544-scl","Carteiras Igualmente Ponderadas com Poucas Ações e o Pequeno Investidor","Santiago, Diogo Carneiro, Leal, Ricardo Pereira Câmara","Revista de Administração Contemporânea; 19(5); 544-564","Revista de Administração Contemporânea","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552015000500544&lang=pt" 
"S1415-65552015000500606-scl","Análise dos Efeitos em Mercado de Capitais Decorrentes de Fusões: O Caso BRF S.A.","Romano, Patrícia Ribeiro, Almeida, Vinicio de Souza e","Revista de Administração Contemporânea; 19(5); 606-625","Revista de Administração Contemporânea","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552015000500606&lang=pt" 
"S1415-65552015000500584-scl","O Papel do Consultor no Processo de Alinhamento Estratégico","Abib, Gustavo, Hoppen, Norberto","Revista de Administração Contemporânea; 19(5); 584-605","Revista de Administração Contemporânea","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552015000500584&lang=pt" 
"S1415-65552015000500565-scl","Empreendedorismo Religioso: Um Estudo sobre Empresas que Exploram o Nicho da Religiosidade","Borges, Alex Fernando, Enoque, Alessandro Gomes, Borges, Jacquelaine Florindo, Almeida, Lorrana Laila Silva de","Revista de Administração Contemporânea; 19(5); 565-583","Revista de Administração Contemporânea","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552015000500565&lang=pt" 
"S1415-65552015000500626-scl","A Influência do Constrangimento do Consumidor no Processo de Compra","Isabella, Giuliana, Barros, Lucia Salmonson Guimarães, Mazzon, José Afonso","Revista de Administração Contemporânea; 19(5); 626-648","Revista de Administração Contemporânea","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552015000500626&lang=pt" 
"S1415-43662015001001012-scl","Deriva de equipamentos costais na aplicação de glyphosate","Rodrigues, Euripedes B., Abi-Saab, Otavio J. G., Gandolfo, Marco A., Oliveira, Rone B. de, Hasegawa, Marcio M.","Revista Brasileira de Engenharia Agrícola e Ambiental; 19(10); 1012-1017","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662015001001012&lang=pt" 
"S1415-43662015001000996-scl","Mapeamento do ambiente térmico de aviários de postura abertos em sistema vertical de criação","Coelho, Diogo J. de R., Tinoco, Ilda de F. F., Vieira, Maria de F. A., Mendes, Múcio A. dos S. A., Sousa, Fernanda C. de, França, Luís G. F.","Revista Brasileira de Engenharia Agrícola e Ambiental; 19(10); 996-1004","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662015001000996&lang=pt" 
"S1415-65552015000500001-scl","Editorial","Kimura, Herbert","Revista de Administração Contemporânea; 19(5); 1-3","Revista de Administração Contemporânea","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552015000500001&lang=pt" 
"S1415-65552015000500649-scl","Análise Sócio-hermenêutica do Discurso da Sustentabilidade a Partir de Materiais Visuais","Coelho, Ana Lúcia de Araújo Lima, Godoi, Christiane Kleinübing, Coelho, Christiano","Revista de Administração Contemporânea; 19(5); 649-670","Revista de Administração Contemporânea","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552015000500649&lang=pt" 
"S2014-98322015000800001-esp","XXII Congreso de la Sociedad Española de Educación Médica","","FEM: Revista de la Fundación Educación Médica; 18(); 1-124","FEM: Revista de la Fundación Educación Médica","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2014-98322015000800001&lang=pt" 
"S0186-23912015000500389-mex","Linfoma no Hodgkin primario de sistema nervioso central en un paciente pediátrico sin inmunodeficiencia relacionada","Cárdenas-Cardos, Rocío, Aguilar-Ortiz, Marco Rodrigo, Velasco-Hidalgo, Liliana, Pasquel García-Vázquez, Pedro Mario, Rivera-Luna, Roberto, Marhx-Bracho, Alfonso","Acta pediátrica de México; 36(5); 389-396","Acta pediátrica de México","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-23912015000500389&lang=pt" 
"S0186-23912015000500397-mex","Síndrome abdominal agudo debido a quiste infectado del mesenterio","Palacios-Acosta, José Martín, Carrasquel-Valecillos, Vanessa, León-Hernández, Angélica, Echávez-del Riego, Jaén, Castañeda-Bochm, Fabián Ricardo, Hernández-Arrazola, Daniel","Acta pediátrica de México; 36(5); 397-401","Acta pediátrica de México","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-23912015000500397&lang=pt" 
"S0716-54552015000100008-chl","La Real Biblioteca Pública de Santa fe de Bogotá y sus aportes a la cultura jurídica en Iberoamérica: la obra del ilustrado Manuel del Socorro Rodríguez","Fortich Navarro, Mónica Patricia","Revista de estudios histórico-jurídicos; (37); 211-231","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100008&lang=pt" 
"S0716-54552015000100004-chl","Acciones adyecticias y limitación de responsabilidad: Una hipótesis en torno a la justicia y la utilidad en el pensamiento de Ulpiano","Lazo, Patricio","Revista de estudios histórico-jurídicos; (37); 109-123","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100004&lang=pt" 
"S0716-54552015000100011-chl","La historia del derecho en la obra del jurista y político liberal chileno José Victorino Lastarria","Westermeyer Hernández, Felipe Ignacio","Revista de estudios histórico-jurídicos; (37); 295-321","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100011&lang=pt" 
"S0716-54552015000100010-chl","Política jurisdiccional en dispositivos anómalos de sentencias referidas a la administración del estado (1819-1858)","Bocksang Hola, Gabriel","Revista de estudios histórico-jurídicos; (37); 277-294","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100010&lang=pt" 
"S0716-54552015000100020-chl","Informe de don Arturo Alessandri Rodríguez acerca de la personalidad jurídica del arzobispado de Santiago después de la separación entre el Estado y la Iglesia operada por la Constitución Política de 1925: Introducción, texto y notas","Salinas Araneda, Carlos","Revista de estudios histórico-jurídicos; (37); 523-542","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100020&lang=pt" 
"S0716-54552015000100009-chl","Una fuente poco conocida del “Código Civil” chileno: La “Memoria y proyecto de ley sobre aguas de riego” (1852) de Antonio García Reyes","Barrientos Grandón, Javier","Revista de estudios histórico-jurídicos; (37); 235-275","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100009&lang=pt" 
"S0716-54552015000100007-chl","La Ordenanza de la Marina francesa de 1681: un modo de entender el transporte de hombres libres al margen de la regulación legal","Zambrana Moral, Patricia","Revista de estudios histórico-jurídicos; (37); 175-207","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100007&lang=pt" 
"S0716-54552015000100002-chl","El declive de las clases medias y la crisis institucional de la república tardía","Amunátegui Perelló, Carlos Felipe","Revista de estudios histórico-jurídicos; (37); 77-92","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100002&lang=pt" 
"S0716-54552015000100003-chl","Guerra y diplomacia en la Roma republicana","Buono-Core, Raúl","Revista de estudios histórico-jurídicos; (37); 93-107","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100003&lang=pt" 
"S0716-54552015000100019-chl","Curas, frailes y otros alborotadores en la Independencia de Chile","Infante Martin, Javier Francisco Jesús","Revista de estudios histórico-jurídicos; (37); 503-520","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100019&lang=pt" 
"S0716-54552015000100015-chl","Una aproximación a la disertación “De casibus perplexis” de G. W. Leibniz como estrategia de solución al problema contemporáneo de los llamados “casos difíciles”","Benfeld, Johann","Revista de estudios histórico-jurídicos; (37); 401-427","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100015&lang=pt" 
"S0716-54552015000100014-chl","El derecho al cumplimiento específico de la obligación de hacer en la doctrina española del siglo xix anterior a la codificación civil","Severín Fuster, Gonzalo","Revista de estudios histórico-jurídicos; (37); 377-397","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100014&lang=pt" 
"S0716-54552015000100013-chl","Origen y evolución de la regla “nemo plus iuris”","Rodríguez Diez, Javier Esteban","Revista de estudios histórico-jurídicos; (37); 357-375","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100013&lang=pt" 
"S0716-54552015000100012-chl","Historia del objeto material del delito de falsedad documental punible","Mayer Lux, Laura, Vera Vega, Jaime","Revista de estudios histórico-jurídicos; (37); 325-345","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100012&lang=pt" 
"S0716-54552015000100016-chl","La recepción de la doctrina aristotélica de la justicia natural por Buridan","García-Huidobro, Joaquín","Revista de estudios histórico-jurídicos; (37); 429-452","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100016&lang=pt" 
"S0716-54552015000100021-chl","Los cincuenta años de la “Arnisaeusforschung” (1965-2015) y los cuatrocientos años del tratado “De republica” (1615-2015) de Henning Arnisaeus","Huesbe Llanos, Marco Antonio","Revista de estudios histórico-jurídicos; (37); 543-554","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100021&lang=pt" 
"S0716-54552015000100031-chl","","Wegmann Stockebrand, Adolfo","Revista de estudios histórico-jurídicos; (37); 589-594","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100031&lang=pt" 
"S0716-54552015000100024-chl","","Guerrero, Macarena","Revista de estudios histórico-jurídicos; (37); 562-568","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100024&lang=pt" 
"S0716-54552015000100025-chl","Caroni, Pio, Lecciones de historia de la codificación","Sánchez Raygada, Carlos Hugo","Revista de estudios histórico-jurídicos; (37); 569-570","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100025&lang=pt" 
"S0716-54552015000100026-chl","Coma Fort, José María, “Codex Theodosianus”: historia de un texto","Andrés Santos, Francisco J","Revista de estudios histórico-jurídicos; (37); 570-573","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100026&lang=pt" 
"S0716-54552015000100027-chl","Cruz Barney, Oscar - Fix Fierro, Héctor - Speckman Guerra, Elisa (coordinadores), Los abogados y la formación del estado mexicano","Westermeyer, Felipe","Revista de estudios histórico-jurídicos; (37); 573-579","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100027&lang=pt" 
"S0716-54552015000100033-chl","Recopilación de Resoluciones de las Cortes de Navarra (1503-1531)","Hierrezuelo Conde, Guillermo","Revista de estudios histórico-jurídicos; (37); 597-597","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100033&lang=pt" 
"S0716-54552015000100022-chl","Adrián Lara, Laura, Dialéctica y calvinismo. Una reflexión desde la teoría política","Ramis Barceló, Rafael","Revista de estudios histórico-jurídicos; (37); 557-559","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100022&lang=pt" 
"S0716-54552015000100032-chl","Pino Abad, Miguel, Testigos bajo sospecha. Estudio histórico-jurídico de la tacha","Hierrezuelo Conde, Guillermo","Revista de estudios histórico-jurídicos; (37); 594-596","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100032&lang=pt" 
"S0716-54552015000100023-chl","","Hierrezuelo Conde, Guillermo","Revista de estudios histórico-jurídicos; (37); 559-561","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100023&lang=pt" 
"S0716-54552015000100028-chl","","Andrés Santos, Francisco J","Revista de estudios histórico-jurídicos; (37); 579-583","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100028&lang=pt" 
"S0716-54552015000100029-chl","","Hierrezuelo Conde, Guillermo","Revista de estudios histórico-jurídicos; (37); 584-588","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100029&lang=pt" 
"S0716-54552015000100030-chl","Fernández de Buján, Antonio, La deuda histórica del arbitraje moderno","","Revista de estudios histórico-jurídicos; (37); 588-589","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100030&lang=pt" 
"S0716-54552015000100037-chl","“Nel mondo del diritto romano” Roma, 10 y 11 de octubre de 2014","Stepan, Sebastián","Revista de estudios histórico-jurídicos; (37); 609-613","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100037&lang=pt" 
"S0716-54552015000100036-chl","Alejandrino Fernández Barreiro: adiós a un gran universitario","Rodríguez Ennes, Luis","Revista de estudios histórico-jurídicos; (37); 605-608","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100036&lang=pt" 
"S0716-54552015000100035-chl","Salinas Araneda, Carlos, 120 años enseñando el derecho: noticias biográficas de los profesores fallecidos del Curso de Leyes de los Sagrados Corazones de Valparaíso y de la Escuela de Derecho de la Pontificia Universidad Católica de Valparaíso","Mayer Lux, Laura","Revista de estudios histórico-jurídicos; (37); 600-602","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100035&lang=pt" 
"S0716-54552015000100034-chl","Robles, Gregorio, Hans Kelsen. Vida y obra","Ramis Barceló, Rafael","Revista de estudios histórico-jurídicos; (37); 597-600","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100034&lang=pt" 
"S0716-54552015000100017-chl","La teoría del derecho natural y de gentes de Johannes Heineccius en la cultura jurídica iberoamericana","Pérez Godoy, Fernando","Revista de estudios histórico-jurídicos; (37); 453-474","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100017&lang=pt" 
"S0716-54552015000100018-chl","La teoría de la constitución en la “Politica” de Johannes Althusius","Carvajal, Patricio H","Revista de estudios histórico-jurídicos; (37); 477-502","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100018&lang=pt" 
"S0716-54552015000100001-chl","La cuestión causal en la &quot;lex Aquilia&quot; y su solución mediante el mecanismo de la culpa","Aedo Barrena, Cristián","Revista de estudios histórico-jurídicos; (37); 37-75","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100001&lang=pt" 
"S0716-54552015000100005-chl","Un supuesto de “indebiti solutio” del “fideiussor” en D. 12,6,47 (Celsus, 6 “Dig.”)","Prado Rodríguez, Juan Carlos","Revista de estudios histórico-jurídicos; (37); 125-149","Revista de estudios histórico-jurídicos","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100005&lang=pt" 
"S0716-54552015000100006-chl","Os foros extensos na Idade Média em Portugal","Domingues, José, Pinto, Pedro","Revista de estudios histórico-jurídicos; (37); 153-174","Revista de estudios histórico-jurídicos","Português","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-54552015000100006&lang=pt" 
"S0120-24482015000400005-col","Profilaxis con CCPa en pacientes con hemofilia A con inhibidores de alta respuesta Una estrategia alternativa al estándar de tratamiento","Solano, María Helena, Linares, Adriana, Sarmiento, Isabel, Casas, Claudia, Sossa, Claudia, Peña, Ángela","Acta Medica Colombiana; 40(4); 288-293","Acta Medica Colombiana","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-24482015000400005&lang=pt" 
"S0120-24482015000400009-col","Incidentaloma adrenal Estado del arte","Román-González, Alejandro, Londoño, María del Pilar, Díaz, James, Builes, Carlos Alfonso, Gutiérrez, Johnayro","Acta Medica Colombiana; 40(4); 318-325","Acta Medica Colombiana","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-24482015000400009&lang=pt" 
"S0120-24482015000400013-col","Síndrome de Löfgren Una variante clínica de la sarcoidosis caracterizada por eritema nodoso, artritis y adenomegalias mediastinales","Severiche-Hernández, Diego, Severiche-Bueno, Diego Fernando, Rey, Débora","Acta Medica Colombiana; 40(4); 345-348","Acta Medica Colombiana","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-24482015000400013&lang=pt" 
"S0120-24482015000400003-col","Profilaxis en pacientes con hemofilia que tienen inhibidores de alta respuesta","Escobar, M.A","Acta Medica Colombiana; 40(4); 277-278","Acta Medica Colombiana","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-24482015000400003&lang=pt" 
"S0120-24482015000400002-col","Los estudios económicos en enfermedades crónicas de alta prevalencia","Rosselli, D, Lasalvia, P","Acta Medica Colombiana; 40(4); 1-2","Acta Medica Colombiana","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-24482015000400002&lang=pt" 
"S0120-24482015000400011-col","Enfermedad renal crónica y embarazo Un desafío en la atención clínica y desenlace obstétrico","Rojas, Wilmer Gerardo, Cantillo, Jorge de Jesús, Cantillo, María José","Acta Medica Colombiana; 40(4); 318-325","Acta Medica Colombiana","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-24482015000400011&lang=pt" 
"S0120-24482015000400016-col","¿Randomizado?","Pinzón, Alfredo","Acta Medica Colombiana; 40(4); 354-354","Acta Medica Colombiana","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-24482015000400016&lang=pt" 
"S0120-24482015000400014-col","Acrometástasis de miembros inferiores","Ramírez, Juan David, Gómez, Narly Viviana","Acta Medica Colombiana; 40(4); 349-352","Acta Medica Colombiana","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-24482015000400014&lang=pt" 
"S0120-24482015000400015-col","Engrosamiento nodular difuso de la pleura","Carrillo, Jorge Alberto, Velásquez, Sergio Andrés, Pardo, Juan Mauricio","Acta Medica Colombiana; 40(4); 353-353","Acta Medica Colombiana","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-24482015000400015&lang=pt" 
"S0120-24482015000400010-col","La tabla de supervivencia, posibilidad de vida y de más vida A propósito de la reforma social inglesa de 1832","Martínez, Octavio","Acta Medica Colombiana; 40(4); 326-330","Acta Medica Colombiana","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-24482015000400010&lang=pt" 
"S0120-24482015000400012-col","Encefalopatía inducida por 5-fluorouracilo Un mismo agente, dos entidades diferentes","Velásquez, Juan Carlos, González, Diego Mauricio, Pinill, Paola Andrea, Rodríguez, César Andrés, Brugés, Ricardo Elías","Acta Medica Colombiana; 40(4); 345-348","Acta Medica Colombiana","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-24482015000400012&lang=pt" 
"S0120-24482015000400004-col","Evaluación económica para Colombia de las principales intervenciones farmacológicas como monoterapia para el tratamiento de la hipertensión arterial leve a moderada recién diagnosticada","Dennis, Rodolfo J., Rojas, María X, Rondón, Martín, Parada, Ludy A, Villar, Juan Carlos","Acta Medica Colombiana; 40(4); 279-287","Acta Medica Colombiana","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-24482015000400004&lang=pt" 
"S0120-24482015000400007-col","Mortalidad y factores asociados en pacientes con síndrome de dificultad respiratoria agudo (SDRA) en un hospital universitario","Calderón, Julio, Carvajal, Carlos, Giraldo, Nelson, Pacheco, Carlos, Gómez, Camilo, Gallego, Diego, Jaimes, Fabián","Acta Medica Colombiana; 40(4); 305-309","Acta Medica Colombiana","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-24482015000400007&lang=pt" 
"S0120-24482015000400001-col","Los intereses creados","Matijasevic, Eugenio","Acta Medica Colombiana; 40(4); 2-3","Acta Medica Colombiana","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-24482015000400001&lang=pt" 
"S0120-24482015000400006-col","Malaria por Plasmodium vivax o P. falciparum en hospital de tercer nivel en la región más endémica de Colombia","Carmona-Fonseca, Jaime, Lucía Sánchez, Yeliana, Yasnot, María Fernanda","Acta Medica Colombiana; 40(4); 294-304","Acta Medica Colombiana","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-24482015000400006&lang=pt" 
"S0120-24482015000400008-col","Análisis de costo efectividad de prasugrel, comparado con clopidogrel para pacientes con síndrome coronario agudo sometidos a intervención coronaria percutánea en Colombia","Mejía, Aurelio, Senior, Juan Manuel, Ceballos, Mateo, Atehortúa, Sara, Toro, Juan Manuel, Saldarriaga, Clara Inés, Mejía, María Elena, Ramírez, Carolina","Acta Medica Colombiana; 40(4); 310-317","Acta Medica Colombiana","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-24482015000400008&lang=pt" 
"S2225-62532015001000014-sza","The influence of niobium content on austenite grain growth in microalloyed steels","Annan, K.A., Siyasiya, C.W., Stumpf, W.E.","Journal of the Southern African Institute of Mining and Metallurgy; 115(10); 973-980","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001000014&lang=pt" 
"S2225-62532015001000010-sza","Synthesis and deposition of silicon carbide nanopowders in a microwave-induced plasma operating at low to atmospheric pressures","van Laar, J.H., van der Walt, I.J., Bissett, H., Puts, G.J., Crouse, P.L.","Journal of the Southern African Institute of Mining and Metallurgy; 115(10); 949-955","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001000010&lang=pt" 
"S2225-62532015001000005-sza","Neutron- and X-ray radiography/ tomography: Non-destructive analytical tools for the characterization of nuclear materials","de Beer, F.C.","Journal of the Southern African Institute of Mining and Metallurgy; 115(10); 913-924","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001000005&lang=pt" 
"S2225-62532015001000009-sza","Plasma technology for the manufacturing of nuclear materials at Necsa","van der Walt, I.J., Nel, J.T., Havenga, J.L.","Journal of the Southern African Institute of Mining and Metallurgy; 115(10); 943-948","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532015001000009&lang=pt" 
"S1316-00872015000200005-ven","De los atributos del “Sujeto” a la ética del “Es”","Calzadilla, Ramón","Investigación y Postgrado; 30(2); 57-67","Investigación y Postgrado","Espanhol","2015","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-00872015000200005&lang=pt" 
"S0186-23912015000500383-mex","Sulfhydryl variable-5 extended spectrum β-lactamase in nosocomial enteric bacteria causing sepsis in mexican children","Flores-Pérez, Angélica, Gayosso-Vázquez, Catalina, Alcántar-Curiel, María Dolores, Arzate-Barbosa, Patricia, Alpuche-Aranda, Celia, Arredondo-García, José Luis","Acta pediátrica de México; 36(5); 383-388","Acta pediátrica de México","Inglês","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-23912015000500383&lang=pt" 
"S0186-23912015000500424-mex","Convulsiones febriles","Ruiz-García, Matilde","Acta pediátrica de México; 36(5); 424-427","Acta pediátrica de México","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0186-23912015000500424&lang=pt" 
