"S0100-204X2014000400237-scl","Simulação do risco de deficit hídrico em regiões de expansão do cultivo de cana-de-açúcar no Brasil","Vianna, Murilo dos Santos, Sentelhas, Paulo Cesar","Pesquisa Agropecuária Brasileira; 49(4); 237-246","Pesquisa Agropecuária Brasileira","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2014000400237&lang=pt" 
"S0256-95742014000400030-sza","Transition from child- to adult-orientated care for children with long-term health conditions: A process, not an event","Westwood, A, Langerak, N, Fieggen, G","SAMJ: South African Medical Journal; 104(4); 310-313","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400030&lang=pt" 
"S0256-95742014000400031-sza","The orthopaedic management of myelomeningocele","Horn, A, Dix-Peek, S, Mears, S, Hoffman, E B","SAMJ: South African Medical Journal; 104(4); 314-314","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400031&lang=pt" 
"S0256-95742014000400034-sza","Beyond the operating theatre: Long-term quality of life in spina bifida","Toefy, Z","SAMJ: South African Medical Journal; 104(4); 317-317","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400034&lang=pt" 
"S0256-95742014000400035-sza","The International Federation for Spina Bifida and Hydrocephalus: Priorities in developing countries","Bauwens, L","SAMJ: South African Medical Journal; 104(4); 318-318","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400035&lang=pt" 
"S0256-95742014000400029-sza","Hepatitis B and HIV co-infection in pregnant women: Indication for routine antenatal hepatitis B virus screening in a high HIV prevalence setting","Thumbiran, N V, Moodley, D, Parboosing, R, Moodley, P","SAMJ: South African Medical Journal; 104(4); 307-309","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400029&lang=pt" 
"S0256-95742014000400028-sza","Clinicians ignore best practice guidelines: Prospective audit of cardiac injury marker ordering in patients with chest pain","Bellbhudder, U, Stanfliet, J C","SAMJ: South African Medical Journal; 104(4); 305-306","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400028&lang=pt" 
"S0256-95742014000400021-sza","Increased visibility and discoverability of South African health-related research","Veldsman, S, Gevers, W","SAMJ: South African Medical Journal; 104(4); 287-287","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400021&lang=pt" 
"S0256-95742014000400020-sza","The neurological manifestations of the acute porphyrias","Sonderup, Mark W, Hift, Richard J","SAMJ: South African Medical Journal; 104(4); 285-286","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400020&lang=pt" 
"S0256-95742014000400023-sza","Angiotensin converting enzyme inhibitors v. angiotensin receptor blockers in the management of hypertension: A funder&#039;s perspective","Makkink, J L, Greeff, O B W","SAMJ: South African Medical Journal; 104(4); 292-293","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400023&lang=pt" 
"S0256-95742014000400022-sza","High prevalence of cisplatin-induced ototoxicity in Cape Town, South Africa","Whitehorn, H, Sibanda, M, Lacerda, M, Spracklen, T, Ramma, L, Dalvie, S, Ramesar, R","SAMJ: South African Medical Journal; 104(4); 288-291","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400022&lang=pt" 
"S0256-95742014000400025-sza","Results of a pilot programme of mammographic breast cancer screening in the Western Cape","Apffelstaedt, J P, Hattingh, R, Baatjes, K, Wessels, N","SAMJ: South African Medical Journal; 104(4); 297-299","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400025&lang=pt" 
"S0256-95742014000400024-sza","Mammographic screening for breast cancer in a resource-restricted environment","Apffelstaedt, J P, Dalmayer, L, Baatjes, K","SAMJ: South African Medical Journal; 104(4); 294-296","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400024&lang=pt" 
"S0256-95742014000400027-sza","Self-induction of abortion among women accessing second-trimester abortion services in the public sector, Western Cape Province, South Africa: An exploratory study","Constant, D, Grossman, D, Lince, N, Harries, J","SAMJ: South African Medical Journal; 104(4); 302-304","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400027&lang=pt" 
"S0256-95742014000400026-sza","Community v. non-community assault among adults in Khayelitsha, Western Cape, South Africa: A case count and comparison of injury severity","Forgus, S, Delva, W, Hauptfleisch, C, Govender, S, Blitz, J","SAMJ: South African Medical Journal; 104(4); 299-301","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400026&lang=pt" 
"S0256-95742014000400018-sza","The safety of osteoporosis medication","Hough, F S, Brown, S L, Cassim, B, Davey, M R, de Lange, W, de Villiers, T J, Ellis, G C, Lipschitz, S, Lukhele, M, Pettifor, J M","SAMJ: South African Medical Journal; 104(4); 279-282","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400018&lang=pt" 
"S0256-95742014000400019-sza","Acute intermittent porphyria presenting as progressive muscular atrophy in a young black man","Albertyn, C H, Sonderup, M, Bryer, A, Corrigall, A, Meissner, P, Heckmann, J M","SAMJ: South African Medical Journal; 104(4); 283-284","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400019&lang=pt" 
"S0256-95742014000400014-sza","A School of Struggle: Durban&#039;s Medical School and the Education of Black Doctors","Ncayiyana, Dan, Seedat, Y K","SAMJ: South African Medical Journal; 104(4); 271-271","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400014&lang=pt" 
"S0256-95742014000400015-sza","Diagnosis and management of Pompe disease","Bhengu, L, Davidson, A, du Toit, P, Els, C, Gerntholtz, T, Govendrageloo, K, Henderson, B, Mubaiwa, L, Varughese, S","SAMJ: South African Medical Journal; 104(4); 273-273","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400015&lang=pt" 
"S0256-95742014000400016-sza","The Teddy Bear Clinic Constitutional Court case: Sexual conduct between adolescent consenting children aged under 16 years decriminalised and a moratorium on the reporting duties of doctors and others","McQuoid-Mason, D J","SAMJ: South African Medical Journal; 104(4); 275-275","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400016&lang=pt" 
"S0256-95742014000400017-sza","The risks of gastrointestinal injury due to ingested magnetic beads","Cox, S, Brown, R, Millar, A, Numanoglu, A, Alexander, A, Theron, A","SAMJ: South African Medical Journal; 104(4); 277-278","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400017&lang=pt" 
"S0256-95742014000400010-sza","E Cape health officials nearly turn TB victims into cash cows","Bateman, Chris","SAMJ: South African Medical Journal; 104(4); 265-265","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400010&lang=pt" 
"S0256-95742014000400011-sza","Quack remedy cast - &#039;We were pawns, not told, didn&#039;t know, won&#039;t say, don&#039;t care&#039;","Bateman, Chris","SAMJ: South African Medical Journal; 104(4); 268-268","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400011&lang=pt" 
"S0256-95742014000400012-sza","Ivan James Nurick","Michaelides, Basil","SAMJ: South African Medical Journal; 104(4); 270-270","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400012&lang=pt" 
"S0256-95742014000400013-sza","Hessel Utian","Levin, Solly","SAMJ: South African Medical Journal; 104(4); 270-270","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400013&lang=pt" 
"S0256-95742014000400003-sza","Hereditary haemorrhagic telangiectasia in North African and sub-Saharan patients","Canzonieri, Cecilia, Ornati, Federica, Matti, Elina, Chu, Francesco, Manfredi, Guido, Olivieri, Carla, Buscarini, Elisabetta, Pagella, Fabio","SAMJ: South African Medical Journal; 104(4); 256-256","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400003&lang=pt" 
"S0256-95742014000400002-sza","Editor&#039;s Choice","Saggie, Janet","SAMJ: South African Medical Journal; 104(4); 255-255","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400002&lang=pt" 
"S0256-95742014000400001-sza","Neurosurgery in South Africa","Fieggen, Graham","SAMJ: South African Medical Journal; 104(4); 254-254","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400001&lang=pt" 
"S0256-95742014000400007-sza","Palliative care: Preventing misconceptions","Gwyther, Liz","SAMJ: South African Medical Journal; 104(4); 260-260","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400007&lang=pt" 
"S0256-95742014000400006-sza","Palliative care: Definition of euthanasia","Muckart, D J J, Gopalan, Dean, Hardcastle, Timothy, Hodgson, Eric, McQuoid-Mason, D J","SAMJ: South African Medical Journal; 104(4); 259-259","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400006&lang=pt" 
"S0256-95742014000400005-sza","The neglected triple disease burden and interaction of helminths, HIV and tuberculosis: An opportunity for integrated action in South Africa","Mkhize-Kwitshana, Z L, Mabaso, M L H","SAMJ: South African Medical Journal; 104(4); 258-258","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400005&lang=pt" 
"S0256-95742014000400004-sza","Physician, heal thyself: Creative writing as a tool for self-care and enhancing care of others","Garisch, Dawn","SAMJ: South African Medical Journal; 104(4); 257-257","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400004&lang=pt" 
"S0256-95742014000400009-sza","Community service doctors &#039;slaves to the State&#039; - court challenge","Bateman, Chris","SAMJ: South African Medical Journal; 104(4); 263-263","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400009&lang=pt" 
"S0256-95742014000400008-sza","WHIDMT: Rossouw and Howard blatantly miss the point","Noakes, T D","SAMJ: South African Medical Journal; 104(4); 261-261","SAMJ: South African Medical Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742014000400008&lang=pt" 
"S1984-02922014000100001-scl","Editorial 26.1","Ferreira, Marcelo S.","Fractal : Revista de Psicologia; 26(1); 1-2","Fractal : Revista de Psicologia","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922014000100001&lang=pt" 
"S1405-14352014000100010-mex","La construcción &quot;natural&quot; de la colectividad: similitudes y asimilación","Lutz-Bachère, Bruno","Convergencia; 21(64); 237-244","Convergencia","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-14352014000100010&lang=pt" 
"S1405-14352014000100011-mex","Explicar a la comunicación desde la Teoría de la evolución","Martell, Lenin","Convergencia; 21(64); 245-252","Convergencia","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-14352014000100011&lang=pt" 
"S1405-14352014000100007-mex","La distribución de recursos escasos en la atención de salud con base en la Teoría de las necesidades, ¿una idea añeja?","Zúñiga-Fajuri, Alejandra","Convergencia; 21(64); 245-252","Convergencia","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-14352014000100007&lang=pt" 
"S1405-14352014000100006-mex","Procesos electorales y democracia: la construcción de una agenda de campaña política","Dorantes y Aguilar, Gerardo L.","Convergencia; 21(64); 143-168","Convergencia","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-14352014000100006&lang=pt" 
"S1405-14352014000100005-mex","Educar para la paz: Necesidad de un cambio epistemológico","Fernández-Herrería, Alfonso, López-López, María del Carmen","Convergencia; 21(64); 117-142","Convergencia","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-14352014000100005&lang=pt" 
"S1405-14352014000100004-mex","Walmart en áreas periurbanas de la ciudad de Toluca, México: efectos sociales, económicos y territoriales","Orozco-Hernández, María Estela, García-Luna-Villagrán, Georgina A.","Convergencia; 21(64); 93-116","Convergencia","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-14352014000100004&lang=pt" 
"S1405-14352014000100003-mex","Cultura: la performación de mundos sociomateriales","Farías, Ignacio","Convergencia; 21(64); 65-91","Convergencia","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-14352014000100003&lang=pt" 
"S1405-14352014000100002-mex","Mujeres mayas en Yucatán: experiencia participativa en una organización productiva","Rubio-Herrera, Amada, Castillo-Burguete, María Teresa","Convergencia; 21(64); 39-63","Convergencia","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-14352014000100002&lang=pt" 
"S1405-14352014000100001-mex","Approaches to the study of individual-landscape interaction as an evocation of intrapersonal communication","de San Eugenio-Vela, Jordi","Convergencia; 21(64); 13-38","Convergencia","Inglês","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-14352014000100001&lang=pt" 
"S1405-14352014000100009-mex","Desafíos a la formación de los futuros directivos públicos del siglo XXI","Figueroa-Huencho, Verónica de Lourdes, Pliscoff-Varas, Cristian Humberto, Araya-Orellana, Juan Pablo","Convergencia; 21(64); 207-234","Convergencia","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-14352014000100009&lang=pt" 
"S1405-14352014000100008-mex","Pluralismo moral y bienestar subjetivo del consumidor","Aparicio-Cabrera, Abraham","Convergencia; 21(64); 189-206","Convergencia","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-14352014000100008&lang=pt" 
"S1984-02922014000100008-scl","Desenvolvimento moral: vertentes pró-social e pró-ambiental","Raymundo, Luana Santos, Felippe, Maíra Longhinotti, Kuhnen, Ariane","Fractal : Revista de Psicologia; 26(1); 89-106","Fractal : Revista de Psicologia","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-02922014000100008&lang=pt" 
"S0004-27302014000300237-scl","Emerging trends in management of propionic acidemia","Rafique, Muhammad","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 58(3); 237-242","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302014000300237&lang=pt" 
"S0004-27302014000300243-scl","O efeito da sibutramina na perda de peso de adolescentes obesos","Franco, Ruth Rocha, Cominato, Louise, Damiani, Durval","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 58(3); 243-250","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302014000300243&lang=pt" 
"S0004-27302014000300232-scl","Análise de um radioimunoensaio iodado para determinação de 11-deoxicortisol","Madeira, João Luiz de Oliveira, Bussmann, Luciane Zgoda, Lima-Valassi, Helena Panteliou, Mendonça, Berenice Bilharinho de","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 58(3); 232-236","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302014000300232&lang=pt" 
"S0004-27302014000300308-scl","Polineuropatia hipotireóidea em um paciente com síndrome poliglandular autoimune tipo 2: relato de caso","Pascoal, Alysson Guimarães, Moreira, Ethyenne Lacerda, Faria, Aline Guimarães de, Leite, Suzana F. B., Pinto, Iurhi H. G. P., Magalhães, João Eudes, Diniz, Erik Trovão, Canuto, Juliana Maria Palmeira, Canuto, Virginia Maria Palmeira, Ferreira, Sonia Maria Soares","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 58(3); 308-312","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302014000300308&lang=pt" 
"S0004-27302014000300292-scl","Is thyroid stunning clinically relevant? A retrospective analysis of 208 patients","Etchebehere, Elba C. S. C., Santos, Allan O., Matos, Patrícia S., Assumpção, Lígia V. M., Lima, Maria Cecília V. L., Lima, Mariana C. L., Ward, Laura S.","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 58(3); 292-300","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302014000300292&lang=pt" 
"S0120-386X2014000100009-col","Morbilidad cardiovascular por autoreporte y su asociación con factores biopsicosociales en el Tolima","Sánchez V, Laura, Barbosa A, Johanna M, Arias V, Samuel A","Revista Facultad Nacional de Salud Pública; 32(1); 80-87","Revista Facultad Nacional de Salud Pública","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-386X2014000100009&lang=pt" 
"S0120-386X2014000100011-col","Sistemas de salud en condiciones de mercado: las reformas del último cuarto de siglo","Franco-Giraldo, Àlvaro","Revista Facultad Nacional de Salud Pública; 32(1); 98-107","Revista Facultad Nacional de Salud Pública","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-386X2014000100011&lang=pt" 
"S0120-386X2014000100010-col","Evaluación de la susceptibilidad antimicrobiana de cepas de Salmonella spp. aisladas del beneficio porcino en Colombia","Bermúdez D, Paula M, Rincón G, Sandra M","Revista Facultad Nacional de Salud Pública; 32(1); 88-97","Revista Facultad Nacional de Salud Pública","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-386X2014000100010&lang=pt" 
"S0120-386X2014000100012-col","Por la salud del pueblo. Apuntes a una historia de contexto de la Facultad Nacional de Salud Pública Héctor Abad Gómez. Patrimonio de la comunidad 1963-2013 Juan Gil Blas. Por la salud del pueblo. Apuntes a una historia de contexto de la Facultad Nacional de Salud Pública Héctor Abad Gómez. Patrimonio de la comunidad 1963-2013. Medellín: Universidad de Antioquia; 2013","","Revista Facultad Nacional de Salud Pública; 32(1); 108-109","Revista Facultad Nacional de Salud Pública","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-386X2014000100012&lang=pt" 
"S0120-386X2014000100006-col","Instrumento para evaluar adherencia de personas adultas a procesos de neurorehabilitación funcional basado en las dimensiones propuestas de la Organización Mundial de la Salud","Quiroz M, Carlos A","Revista Facultad Nacional de Salud Pública; 32(1); 52-61","Revista Facultad Nacional de Salud Pública","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-386X2014000100006&lang=pt" 
"S0120-386X2014000100007-col","Inconsistencias en la afiliación al al sistema de salud colombiano: barrera administrativa para la atención integral de las urgencias médicas","Marín O, Yuly A, Chávez G, Blanca M","Revista Facultad Nacional de Salud Pública; 32(1); 62-70","Revista Facultad Nacional de Salud Pública","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-386X2014000100007&lang=pt" 
"S0120-386X2014000100004-col","Calidad de vida relacionada con la salud en Medellín y su área metropolitana, con aplicación del SF-36","García G, Héctor I, Vera G, Claudia Y, Lugo A, Luz H","Revista Facultad Nacional de Salud Pública; 32(1); 26-39","Revista Facultad Nacional de Salud Pública","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-386X2014000100004&lang=pt" 
"S0120-386X2014000100002-col","Distribución espacial del dengue basado en herramientas del Sistema de Información Geográfica, Valle de AburrÁ, Colombia","Londoño C, Libardo A, Restrepo E, Carolina, Marulanda O, Elisabeth","Revista Facultad Nacional de Salud Pública; 32(1); 7-15","Revista Facultad Nacional de Salud Pública","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-386X2014000100002&lang=pt" 
"S0120-386X2014000100001-col","¿Salud pública para todos?","","Revista Facultad Nacional de Salud Pública; 32(1); 5-6","Revista Facultad Nacional de Salud Pública","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-386X2014000100001&lang=pt" 
"S0120-386X2014000100005-col","Determinación social de la desnutrición y el retardo sicomotor en preescolares de Urabá (Colombia). Un análisis con la Epidemiología Crítica","Carmona-Fonseca, Jaime, Correa B, Adriana M","Revista Facultad Nacional de Salud Pública; 32(1); 40-51","Revista Facultad Nacional de Salud Pública","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-386X2014000100005&lang=pt" 
"S1316-33612014000100005-ven","Procesos de compactación en un suelo vertisol bajo cuatro condiciones de manejo en la Llanura de Coro, Estado Falcón, Venezuela","Reyes R, Willians J","Bioagro; 26(1); 39-48","Bioagro","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-33612014000100005&lang=pt" 
"S1316-33612014000100004-ven","Diversidad de linajes y virulencia de una población venezolana del hongo Pyricularia oryzae, causante de la piricularia en arroz","González, Alex, Guzmán, Geraldine, Hernández, Alexander, Arnao, Erika, Pineda, Juan","Bioagro; 26(1); 29-37","Bioagro","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-33612014000100004&lang=pt" 
"S0872-81782014000200002-prt","O impacto da hepatite C em Portugal","Anjo, J, Café, A, Carvalho, A, Doroana, M, Fraga, J, Gíria, J, Marinho, R, Santos, S, Velosa, J","Jornal Português de Gastrenterologia; 21(2); 44-54","Jornal Português de Gastrenterologia","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-81782014000200002&lang=pt" 
"S0872-81782014000200003-prt","Modificação do tratamento com infliximab na doença de Crohn: experiência de um centro","Campos, Teresa Almeida, Águeda, Sofia, Rebelo, Joana, Gonçalves, Américo, Lima, Rosa, Tavares, Marta, Trindade, Eunice, Dias, Jorge Amil","Jornal Português de Gastrenterologia; 21(2); 55-59","Jornal Português de Gastrenterologia","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-81782014000200003&lang=pt" 
"S0872-81782014000200001-prt","Modificação do tratamento com infliximab na doença de Crohn: experiência de um centro","Pereira, Fernando Augusto","Jornal Português de Gastrenterologia; 21(2); 43-43","Jornal Português de Gastrenterologia","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-81782014000200001&lang=pt" 
