"S0100-67622006000100011-scl","Um modelo de distribuição diamétrica para povoamentos de Tectona grandis submetidos a desbaste","Leite, Helio Garcia, Nogueira, Gilciano Saraiva, Campos, João Carlos Chagas, Takizawa, Fausto Hissashi, Rodrigues, Flávio Lopes","Revista Árvore; 30(1); 89-98","Revista Árvore","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622006000100011&lang=pt" 
"S0034-89102006000100014-spa","Índice de exposição à sílica na atividade de mineração de ouro","Carneiro, Ana Paula Scalia, Barreto, Sandhi Maria, Siqueira, Arminda Lucia, La Rocca, Poliana Freitas","Revista de Saúde Pública; 40(1); 83-91","Revista de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000100014&lang=pt" 
"S0034-89102006000100013-spa","Efeitos da poluição atmosférica na saúde infantil em São José dos Campos, SP","Nascimento, Luiz Fernando C, Pereira, Luiz Alberto A, Braga, Alfésio L F, Módolo, Maria Carolina C, Carvalho Jr, João Andrade","Revista de Saúde Pública; 40(1); 77-82","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000100013&lang=pt" 
"S0034-89102006000100012-spa","Lead, hemoglobin, zinc protoporphyrin and ferritin concentrations in children","Rondó, Patrícia H C, Carvalho, Maria de Fátima H, Souza, Miriam C, Moraes, Flávio","Revista de Saúde Pública; 40(1); 71-76","Revista de Saúde Pública","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000100012&lang=pt" 
"S0034-89102006000100011-spa","Prevalência da depressão pós-parto e fatores associados","Moraes, Inácia Gomes da Silva, Pinheiro, Ricardo Tavares, Silva, Ricardo Azevedo da, Horta, Bernardo Lessa, Sousa, Paulo Luis Rosa, Faria, Augusto Duarte","Revista de Saúde Pública; 40(1); 65-70","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000100011&lang=pt" 
"S0034-89102006000100008-spa","Methodological aspects of the 1993 Pelotas (Brazil) birth cohort study","Victora, Cesar Gomes, Araújo, Cora Luiza Pavin, Menezes, Ana Maria Batista, Hallal, Pedro Curi, Vieira, Maria de Fátima, Neutzling, Marilda Borges, Gonçalves, Helen, Valle, Neiva Cristina, Lima, Rosangela Costa, Anselmi, Luciana, Behague, Dominique, Gigante, Denise Petrucci, Barros, Fernando Celso","Revista de Saúde Pública; 40(1); 39-46","Revista de Saúde Pública","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000100008&lang=pt" 
"S0034-89102006000100005-spa","Situação da rêde pública de assistência médico-sanitária na área metropolitana da Grande São Paulo","Yunes, João, Bromberg, Rosa","Revista de Saúde Pública; 40(1); 20-33","Revista de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000100005&lang=pt" 
"S0100-72032006000200002-scl","Prevalência das lesões intra-epiteliais de alto grau em pacientes com citologia com diagnóstico persistente de ASCUS","Veiga, Fernanda Rangel da, Russomano, Fábio, Camargo, Maria José de, Monteiro, Aparecida Cristina Sampaio, Reis, Aldo, Tristão, Maria Aparecida","Revista Brasileira de Ginecologia e Obstetrícia; 28(2); 75-80","Revista Brasileira de Ginecologia e Obstetrícia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032006000200002&lang=pt" 
"S0100-72032006000200003-scl","Incidência de malformações congênitas em crianças concebidas através de injeção intracitoplasmática de espermatozóides","Araújo Filho, Edilberto de, Carillo, Sonia Ventura, Silva, Patricia Gomes, Martinhago, Ciro Dresch, Baruffi, Ricardo Luiz Razera, Oliveira, João Batista Alcantara, Franco Jr, José Gonçalves","Revista Brasileira de Ginecologia e Obstetrícia; 28(2); 81-90","Revista Brasileira de Ginecologia e Obstetrícia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032006000200003&lang=pt" 
"S0100-72032006000200005-scl","Efeitos da terapia estro-raloxifeno sobre o endométrio de ratas","Moraes, Alexandre Vieira Santos, Simões, Ricardo Santos, Fonzar, Ligia Furtado, Simões, Manuel de Jesus, Soares Junior, José Maria, Haidar, Mauro Abi, Baracat, Edmund Chada","Revista Brasileira de Ginecologia e Obstetrícia; 28(2); 101-106","Revista Brasileira de Ginecologia e Obstetrícia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032006000200005&lang=pt" 
"S0100-72032006000200007-scl","Malformação arteriovenosa uterina após doença trofoblástica gestacional","Belfort, Paulo, Braga, Antônio, Freire, Nazaré Serra","Revista Brasileira de Ginecologia e Obstetrícia; 28(2); 112-121","Revista Brasileira de Ginecologia e Obstetrícia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032006000200007&lang=pt" 
"S0100-72032006000200009-scl","Violência sexual: procedimentos indicados e seus resultados no atendimento de urgência de mulheres vítimas de estupro","Faúndes, Aníbal, Rosas, Cristião Fernando, Bedone, Aloísio José, Orozco, Luis Távara","Revista Brasileira de Ginecologia e Obstetrícia; 28(2); 126-135","Revista Brasileira de Ginecologia e Obstetrícia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032006000200009&lang=pt" 
"S0034-89102006000100002-scl","História da saúde pública no Estado de São Paulo","Mascarenhas, Rodolfo dos Santos","Revista de Saúde Pública; 40(1); 3-13","Revista de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000100002&lang=pt" 
"S0034-89102006000100008-scl","Methodological aspects of the 1993 Pelotas (Brazil) birth cohort study","Victora, Cesar Gomes, Araújo, Cora Luiza Pavin, Menezes, Ana Maria Batista, Hallal, Pedro Curi, Vieira, Maria de Fátima, Neutzling, Marilda Borges, Gonçalves, Helen, Valle, Neiva Cristina, Lima, Rosangela Costa, Anselmi, Luciana, Behague, Dominique, Gigante, Denise Petrucci, Barros, Fernando Celso","Revista de Saúde Pública; 40(1); 39-46","Revista de Saúde Pública","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000100008&lang=pt" 
"S0034-89102006000100009-scl","Estudo populacional de síndrome pré-menstrual","Silva, Celene Maria Longo da, Gigante, Denise Petrucci, Carret, Maria Laura Vidal, Fassa, Anaclaudia Gastal","Revista de Saúde Pública; 40(1); 47-56","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000100009&lang=pt" 
"S0034-89102006000100010-scl","Conhecimento sobre métodos anticoncepcionais por estudantes adolescentes","Martins, Laura B Motta, Costa-Paiva, Lúcia, Osis, Maria José D, Sousa, Maria Helena de, Pinto Neto, Aarão M, Tadini, Valdir","Revista de Saúde Pública; 40(1); 57-64","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000100010&lang=pt" 
"S0034-89102006000100011-scl","Prevalência da depressão pós-parto e fatores associados","Moraes, Inácia Gomes da Silva, Pinheiro, Ricardo Tavares, Silva, Ricardo Azevedo da, Horta, Bernardo Lessa, Sousa, Paulo Luis Rosa, Faria, Augusto Duarte","Revista de Saúde Pública; 40(1); 65-70","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000100011&lang=pt" 
"S0034-89102006000100012-scl","Lead, hemoglobin, zinc protoporphyrin and ferritin concentrations in children","Rondó, Patrícia H C, Carvalho, Maria de Fátima H, Souza, Miriam C, Moraes, Flávio","Revista de Saúde Pública; 40(1); 71-76","Revista de Saúde Pública","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000100012&lang=pt" 
"S0034-89102006000100013-scl","Efeitos da poluição atmosférica na saúde infantil em São José dos Campos, SP","Nascimento, Luiz Fernando C, Pereira, Luiz Alberto A, Braga, Alfésio L F, Módolo, Maria Carolina C, Carvalho Jr, João Andrade","Revista de Saúde Pública; 40(1); 77-82","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000100013&lang=pt" 
"S0034-89102006000100014-scl","Índice de exposição à sílica na atividade de mineração de ouro","Carneiro, Ana Paula Scalia, Barreto, Sandhi Maria, Siqueira, Arminda Lucia, La Rocca, Poliana Freitas","Revista de Saúde Pública; 40(1); 83-91","Revista de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000100014&lang=pt" 
"S0034-89102006000100015-scl","Alteração de enzimas hepáticas em trabalhadores de refinaria de petróleo","Carvalho, Fernando Martins, Silvany Neto, Annibal Muniz, Mendes, João Luiz Barberino, Cotrim, Helma Pinchemel, Nascimento, Ana Lísia Cunha, Lima Júnior, Alberto Soares, Cunha, Tatiana Oliveira Bernardo da","Revista de Saúde Pública; 40(1); 92-98","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000100015&lang=pt" 
"S0034-89102006000100016-scl","Situação do indivíduo no mercado de trabalho e iniqüidade em saúde no Brasil","Giatti, Luana, Barreto, Sandhi Maria","Revista de Saúde Pública; 40(1); 99-106","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000100016&lang=pt" 
"S0034-89102006000100017-scl","Modificações nos padrões de consumo de psicofármacos em localidade do Sul do Brasil","Rodrigues, Maria Aparecida P, Facchini, Luiz Augusto, Lima, Maurício Silva de","Revista de Saúde Pública; 40(1); 107-114","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000100017&lang=pt" 
"S0034-89102006000100018-scl","Fatores associados à vacinação contra influenza em idosos em município do Sudeste do Brasil","Donalisio, Maria Rita, Ruiz, Tânia, Cordeiro, Ricardo","Revista de Saúde Pública; 40(1); 115-119","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000100018&lang=pt" 
"S0034-89102006000100019-scl","Prevalência de Cryptosporidium sp. em cães de instituições da cidade de São Paulo","Lallo, Maria Anete, Bondan, Eduardo Fernandes","Revista de Saúde Pública; 40(1); 120-125","Revista de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000100019&lang=pt" 
"S0034-89102006000100020-scl","","Caballero Hoyos, Ramiro, Torres López, Teresa, Chong Villarreal, Francisco, Pineda Lucatero, Alicia, Altuzar González, Marlene, López Coutiño, Berenice","Revista de Saúde Pública; 40(1); 126-133","Revista de Saúde Pública","Espanhol","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000100020&lang=pt" 
"S0034-89102006000100021-scl","Qualidade dos dados da vigilância epidemiológica da dengue em Belo Horizonte, MG","Duarte, Heloisa Helena Pelluci, França, Elisabeth Barboza","Revista de Saúde Pública; 40(1); 134-142","Revista de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000100021&lang=pt" 
"S0034-89102006000100022-scl","Avaliação da estrutura organizacional da assistência ambulatorial em HIV/Aids no Brasil","Melchior, Regina, Nemes, Maria Ines Battistella, Basso, Cáritas Relva, Castanheira, Elen Rose Lodeiro, Britto e Alves, Maria Teresa Soares de, Buchalla, Cássia Maria, Donini, Angela Aparecida","Revista de Saúde Pública; 40(1); 143-151","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000100022&lang=pt" 
"S0034-89102006000100023-scl","Effects of health decentralization, financing and governance in Mexico","Arredondo, Armando, Orozco, Emanuel","Revista de Saúde Pública; 40(1); 152-160","Revista de Saúde Pública","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000100023&lang=pt" 
"S0034-89102006000100024-scl","Mental health research in Brazil: policies, infrastructure, financing and human resources","Mari, Jair de Jesus, Bressan, Rodrigo A, Almeida-Filho, Naomar, Gerolin, Jerônimo, Sharan, Pratap, Saxena, Shekhar","Revista de Saúde Pública; 40(1); 161-169","Revista de Saúde Pública","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000100024&lang=pt" 
"S0034-89102006000100025-scl","Vigilância ambiental em saúde e sua implantação no Sistema Único de Saúde","Barcellos, Christovam, Quitério, Luiz Antônio Dias","Revista de Saúde Pública; 40(1); 170-177","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102006000100025&lang=pt" 
"S0034-89102006000100009-spa","Estudo populacional de síndrome pré-menstrual","Silva, Celene Maria Longo da, Gigante, Denise Petrucci, Carret, Maria Laura Vidal, Fassa, Anaclaudia Gastal","Revista de Saúde Pública; 40(1); 47-56","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000100009&lang=pt" 
"S0034-89102006000100010-spa","Conhecimento sobre métodos anticoncepcionais por estudantes adolescentes","Martins, Laura B Motta, Costa-Paiva, Lúcia, Osis, Maria José D, Sousa, Maria Helena de, Pinto Neto, Aarão M, Tadini, Valdir","Revista de Saúde Pública; 40(1); 57-64","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000100010&lang=pt" 
"S0034-89102006000100015-spa","Alteração de enzimas hepáticas em trabalhadores de refinaria de petróleo","Carvalho, Fernando Martins, Silvany Neto, Annibal Muniz, Mendes, João Luiz Barberino, Cotrim, Helma Pinchemel, Nascimento, Ana Lísia Cunha, Lima Júnior, Alberto Soares, Cunha, Tatiana Oliveira Bernardo da","Revista de Saúde Pública; 40(1); 92-98","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000100015&lang=pt" 
"S0034-89102006000100016-spa","Situação do indivíduo no mercado de trabalho e iniqüidade em saúde no Brasil","Giatti, Luana, Barreto, Sandhi Maria","Revista de Saúde Pública; 40(1); 99-106","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000100016&lang=pt" 
"S0034-89102006000100017-spa","Modificações nos padrões de consumo de psicofármacos em localidade do Sul do Brasil","Rodrigues, Maria Aparecida P, Facchini, Luiz Augusto, Lima, Maurício Silva de","Revista de Saúde Pública; 40(1); 107-114","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000100017&lang=pt" 
"S0034-89102006000100022-spa","Avaliação da estrutura organizacional da assistência ambulatorial em HIV/Aids no Brasil","Melchior, Regina, Nemes, Maria Ines Battistella, Basso, Cáritas Relva, Castanheira, Elen Rose Lodeiro, Britto e Alves, Maria Teresa Soares de, Buchalla, Cássia Maria, Donini, Angela Aparecida","Revista de Saúde Pública; 40(1); 143-151","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000100022&lang=pt" 
"S0034-89102006000100025-spa","Vigilância ambiental em saúde e sua implantação no Sistema Único de Saúde","Barcellos, Christovam, Quitério, Luiz Antônio Dias","Revista de Saúde Pública; 40(1); 170-177","Revista de Saúde Pública","Inglês, Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102006000100025&lang=pt" 
"S0100-72032006000200004-scl","Ensaio clínico placebo-controlado com isoflavonas da soja para sintomas depressivos em mulheres no climatério","Sousa, Rilva Lopes de, Filizola, Rosália Gouveia, Diniz, Margareth de Fátima Formiga Melo, Sousa, Eduardo Sérgio Soares, Moraes, João Leonardo Ribeiro de","Revista Brasileira de Ginecologia e Obstetrícia; 28(2); 91-100","Revista Brasileira de Ginecologia e Obstetrícia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032006000200004&lang=pt" 
"S0213-91112006000100014-spa","La utilización de métodos probabilísticos para la evaluación económica de tecnologías sanitarias","Darbà, Josep","Gaceta Sanitaria; 20(1); 74-77","Gaceta Sanitaria","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112006000100014&lang=pt" 
"S0213-91112006000100012-spa","Infant mortality in Central Europe: effects of transition","Zatoñski, Witold, Mikucka, Malgorzata, La Vecchia, Carlo, Boyle, Peter","Gaceta Sanitaria; 20(1); 63-66","Gaceta Sanitaria","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112006000100012&lang=pt" 
"S0213-91112006000100010-spa","Comentario: mayor seguridad para los pacientes y menor coste para la sociedad","García-Altés, Anna","Gaceta Sanitaria; 20(1); 58-58","Gaceta Sanitaria","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112006000100010&lang=pt" 
"S0213-91112006000100015-spa","Diferencias entre varones y mujeres respecto a la mortalidad hospitalaria y la utilización de procedimientos en el infarto agudo de miocardio","Monteagudo-Piqueras, Olga, Sarría-Santamera, Antonio","Gaceta Sanitaria; 20(1); 77-78","Gaceta Sanitaria","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112006000100015&lang=pt" 
"S0213-91112006000100017-spa","Ildefonso Fernández Aguado, presidente de la Sociedad Española de Epidemiología (SEE)","Hansen, Marcelo","Gaceta Sanitaria; 20(1); 82-82","Gaceta Sanitaria","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112006000100017&lang=pt" 
"S0213-91112006000100016-spa","Nuevos retos en salud pública: la vigilancia sindrómica como una nueva forma de vigilancia epidemiológica","Herrera, Dionisio, Simón, Fernando, Venanzi, M. Jacqueline de","Gaceta Sanitaria; 20(1); 78-79","Gaceta Sanitaria","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112006000100016&lang=pt" 
"S0213-91112006000100019-spa","Si te quedaba añoranza","Porta, Miquel","Gaceta Sanitaria; 20(1); 86-86","Gaceta Sanitaria","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112006000100019&lang=pt" 
"S0213-91112006000100003-spa","Gaceta Sanitaria 2005: seguimos en la brecha","Fernández, Esteve","Gaceta Sanitaria; 20(1); 9-13","Gaceta Sanitaria","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112006000100003&lang=pt" 
"S0213-91112006000100001-spa","De las propuestas del movimiento de prevención al consenso político: la ley de medidas sanitarias contra el tabaquismo","Villalbí, Joan R.","Gaceta Sanitaria; 20(1); 1-3","Gaceta Sanitaria","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112006000100001&lang=pt" 
"S0213-91112006000100009-spa","Evaluación económica del tratamiento con ácido acetilsalicílico más esomeprazol comparado con clopidogrel en la prevención de la hemorragia gastrointestinal","Piñol, Carme","Gaceta Sanitaria; 20(1); 54-57","Gaceta Sanitaria","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112006000100009&lang=pt" 
"S0213-91112006000100011-spa","Tabaco y medios de comunicación escritos en España: una atracción fatal","Montes, Julio, Álvarez, María L.","Gaceta Sanitaria; 20(1); 59-62","Gaceta Sanitaria","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112006000100011&lang=pt" 
"S0213-91112006000100013-spa","La vigilancia de la gripe: nuevas soluciones a un viejo problema","Mateo, Salvador de, Larrauri, Amparo, Mesonero, Carmen","Gaceta Sanitaria; 20(1); 67-73","Gaceta Sanitaria","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112006000100013&lang=pt" 
"S0213-91112006000100008-spa","Análisis coste-efectividad de tipo probabilístico del tratamiento de la apnea del sueño","Mar, Javier, Gutiérrez-Moreno, Santiago, Chilcott, Jim","Gaceta Sanitaria; 20(1); 47-53","Gaceta Sanitaria","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112006000100008&lang=pt" 
"S0213-91112006000100007-spa","Análisis de la casuística de los pacientes derivables desde urgencias a atención primaria","Gómez-Jiménez, Josep, Becerra, Óscar, Boneu, Francisco, Burgués, Lluís, Pàmies, Salvador","Gaceta Sanitaria; 20(1); 40-46","Gaceta Sanitaria","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112006000100007&lang=pt" 
"S0213-91112006000100006-spa","Satisfacción de las mujeres con el seguimiento del embarazo: diferencias entre los dispositivos asistenciales","Maderuelo, José A., Haro, Ana M., Pérez, Fernando, Cercas, Luis J., Valentín, Ana B., Morán, Eva","Gaceta Sanitaria; 20(1); 31-39","Gaceta Sanitaria","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112006000100006&lang=pt" 
"S0213-91112006000100005-spa","Desigualdades socioeconómicas relacionadas con el cuidado y el control del embarazo","Cano-Serral, Gemma, Rodríguez-Sanz, Maica, Borrell, Carme, Pérez, María del Mar, Salvador, Joaquín","Gaceta Sanitaria; 20(1); 25-30","Gaceta Sanitaria","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112006000100005&lang=pt" 
"S0213-91112006000100004-spa","Desigualdades socioeconómicas en la mortalidad en la Comunidad Autónoma del País Vasco","Esnaola, Santiago, Aldasoro, Elena, Ruiz, Rosa, Audicana, Covadonga, Pérez, Yolanda, Calvo, Montse","Gaceta Sanitaria; 20(1); 16-24","Gaceta Sanitaria","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112006000100004&lang=pt" 
"S0213-91112006000100002-spa","Pandemia de gripe aviar: un nuevo desafío para la salud pública","Godoy, Pere","Gaceta Sanitaria; 20(1); 4-8","Gaceta Sanitaria","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112006000100002&lang=pt" 
"S0213-91112006000100020-spa","","","Gaceta Sanitaria; 20(1); 87-88","Gaceta Sanitaria","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112006000100020&lang=pt" 
"S0213-91112006000100018-spa","","","Gaceta Sanitaria; 20(1); 83-85","Gaceta Sanitaria","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112006000100018&lang=pt" 
"S0102-311X2006000200016-spa","Incidência de acidentes do trabalho não-fatais em localidade do Sudeste do Brasil","Cordeiro, Ricardo, Prestes, Simone Cristina Chiodi, Clemente, Ana Paula Grotti, Diniz, Cíntia Ségre, Sakate, Mirian, Donalisio, Maria Rita","Cadernos de Saúde Pública; 22(2); 387-393","Cadernos de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006000200016&lang=pt" 
"S0102-311X2006000200014-spa","Fatores de risco e preditores para o aborto induzido: estudo de base populacional","Olinto, Maria Teresa Anselmo, Moreira-Filho, Djalma de Carvalho","Cadernos de Saúde Pública; 22(2); 365-375","Cadernos de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006000200014&lang=pt" 
"S0102-311X2006000200010-spa","Detecção de doenças sexualmente transmissíveis em ambientes clínicos e não clínicos na Cidade de Salvador, Bahia, Brasil","Codes, José Santiago de, Cohen, Deborah Ann, Melo, Neli Almeida de, Teixeira, Guilherme Gonzaga, Leal, Alexandre dos Santos, Silva, Tiago de Jesus, Oliveira, Miucha Pereira Rios de","Cadernos de Saúde Pública; 22(2); 325-334","Cadernos de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006000200010&lang=pt" 
"S0102-311X2006000200009-spa","Fatores associados ao uso de preservativo masculino e ao conhecimento sobre DST/AIDS em adolescentes de escolas públicas e privadas do Município de São Paulo, Brasil","Martins, Laura B. Motta, Costa-Paiva, Lúcia Helena S. da, Osis, Maria José D., Sousa, Maria Helena de, Pinto-Neto, Aarão M., Tadini, Valdir","Cadernos de Saúde Pública; 22(2); 315-323","Cadernos de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006000200009&lang=pt" 
"S0102-311X2006000200003-spa","Revisão sistemática sobre morbidade materna near miss","Souza, João Paulo, Cecatti, José Guilherme, Parpinelli, Mary Angela, Sousa, Maria Helena de, Serruya, Suzanne Jacob","Cadernos de Saúde Pública; 22(2); 255-264","Cadernos de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006000200003&lang=pt" 
"S0102-311X2006000200002-spa","Teste tuberculínico na estimativa da prevalência de infecção por Mycobacterium tuberculosis em populações indígenas do continente americano: uma revisão da literatura","Basta, Paulo Cesar, Camacho, Luiz Antonio Bastos","Cadernos de Saúde Pública; 22(2); 245-254","Cadernos de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006000200002&lang=pt" 
"S0102-311X2006000200009-scl","Fatores associados ao uso de preservativo masculino e ao conhecimento sobre DST/AIDS em adolescentes de escolas públicas e privadas do Município de São Paulo, Brasil","Martins, Laura B. Motta, Costa-Paiva, Lúcia Helena S. da, Osis, Maria José D., Sousa, Maria Helena de, Pinto-Neto, Aarão M., Tadini, Valdir","Cadernos de Saúde Pública; 22(2); 315-323","Cadernos de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2006000200009&lang=pt" 
"S0102-311X2006000200010-scl","Detecção de doenças sexualmente transmissíveis em ambientes clínicos e não clínicos na Cidade de Salvador, Bahia, Brasil","Codes, José Santiago de, Cohen, Deborah Ann, Melo, Neli Almeida de, Teixeira, Guilherme Gonzaga, Leal, Alexandre dos Santos, Silva, Tiago de Jesus, Oliveira, Miucha Pereira Rios de","Cadernos de Saúde Pública; 22(2); 325-334","Cadernos de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2006000200010&lang=pt" 
"S0102-311X2006000200011-scl","Evaluación de un programa de política social: Programa Materno Infantil y Nutrición","Aronna, Alicia","Cadernos de Saúde Pública; 22(2); 335-345","Cadernos de Saúde Pública","Espanhol","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2006000200011&lang=pt" 
"S0102-311X2006000200014-scl","Fatores de risco e preditores para o aborto induzido: estudo de base populacional","Olinto, Maria Teresa Anselmo, Moreira-Filho, Djalma de Carvalho","Cadernos de Saúde Pública; 22(2); 365-375","Cadernos de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2006000200014&lang=pt" 
"S0102-311X2006000200016-scl","Incidência de acidentes do trabalho não-fatais em localidade do Sudeste do Brasil","Cordeiro, Ricardo, Prestes, Simone Cristina Chiodi, Clemente, Ana Paula Grotti, Diniz, Cíntia Ségre, Sakate, Mirian, Donalisio, Maria Rita","Cadernos de Saúde Pública; 22(2); 387-393","Cadernos de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2006000200016&lang=pt" 
