"S0718-33052006000100010-chl","TRANSFORMATIONAL AND TRANSACTIONAL LEADERSHIP: A STUDY OF THEIR INFLUENCE IN SMALL COMPANIES","Pedraja-Rejas, Liliana, Rodríguez-Ponce, Emilio, Delgado-Almonte, Milagros, Rodríguez-Ponce, Juan","Ingeniare. Revista chilena de ingeniería; 14(2); 159-166","Ingeniare. Revista chilena de ingeniería","Inglês","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-33052006000100010&lang=pt" 
"S1405-92742006000200005-mex","Identidades, resistencia y conflicto en las cadenas globales: Las trabajadoras de la industria maquiladora de la confección en Costa Rica","Guadarrama, Rocío","Desacatos; (21); 67-82","Desacatos","Espanhol","2006","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-92742006000200005&lang=pt" 
"S1405-92742006000200004-mex","Los factores de retención de la maquila: lección de Yucatán (1995-2005)","Gravel, Nathalie","Desacatos; (21); 51-66","Desacatos","Espanhol","2006","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-92742006000200004&lang=pt" 
"S1405-92742006000200003-mex","Atrapadas entre la flexibilidad y la precariedad en el trabajo: Las obreras de la industria electrónica de la zona metropolitana de Guadalajara, 1988-2004","Gabayet, Luisa","Desacatos; (21); 29-50","Desacatos","Espanhol","2006","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-92742006000200003&lang=pt" 
"S1025-02552006000400015-cub","Bases moleculares de la sepsis","Sánchez Miranda, Deybis","Revista Archivo Médico de Camagüey; 10(4); 132-143","Revista Archivo Médico de Camagüey","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552006000400015&lang=pt" 
"S1025-02552006000400014-cub","Tabes dorsal: Reporte de un caso","Pérez Mas, Aida, Licor Hernández, Georgina, Rodríguez Sánchez, Yamila","Revista Archivo Médico de Camagüey; 10(4); 123-131","Revista Archivo Médico de Camagüey","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552006000400014&lang=pt" 
"S1025-02552006000400013-cub","Queratocono agudo en el niño: Reporte de dos casos","Varela Ramos, Georgina, Mendoza Cruz, Rolando, Rodríguez Martí, Mariela","Revista Archivo Médico de Camagüey; 10(4); 117-122","Revista Archivo Médico de Camagüey","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552006000400013&lang=pt" 
"S1025-02552006000400012-cub","Quiste broncógeno en el lactante: reporte de un caso","Hernández Moore, Elizabeth, López Guerrero, Ramón, Delgado Marín, Neyda, Sánchez Andujar, Georgina","Revista Archivo Médico de Camagüey; 10(4); 108-116","Revista Archivo Médico de Camagüey","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552006000400012&lang=pt" 
"S1025-02552006000400011-cub","Compresa quirúrgica retenida en cavidad durante 14 años. Reporte de un caso","Quintana Souza, Rider, López Mayedo, Javier, Pacheco Téllez, Francisco","Revista Archivo Médico de Camagüey; 10(4); 99-107","Revista Archivo Médico de Camagüey","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552006000400011&lang=pt" 
"S1025-02552006000400010-cub","Comportamiento de las fracturas espinales toracolumbares","Varela Hernández, Ariel, Rivero Truit, Fidel, Báez Echevarría, Iliana","Revista Archivo Médico de Camagüey; 10(4); 88-98","Revista Archivo Médico de Camagüey","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552006000400010&lang=pt" 
"S1025-02552006000400006-cub","Carácter de la sensibilización en pacientes politransfundidos en espera de trasplante renal con alelos hla a1, b8 y dr3","Debesa Padilla, Aymé, Stewart Lemes, George, Casas Morell, Eloisa","Revista Archivo Médico de Camagüey; 10(4); 46-54","Revista Archivo Médico de Camagüey","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552006000400006&lang=pt" 
"S1025-02552006000400007-cub","Comportamiento del programa de erradicación del Stegomyia aegypti en el municipio de Guáimaro durante el año 2002","Diéguez Fernández, Lorenzo, Vázquez Flores, Angel, Comendador Álvarez, Miguel, Puig Infante, Rafael","Revista Archivo Médico de Camagüey; 10(4); 55-64","Revista Archivo Médico de Camagüey","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552006000400007&lang=pt" 
"S0100-29452006000200043-scl","Editorial","Ruggiero, Carlos","Revista Brasileira de Fruticultura; 28(2); -","Revista Brasileira de Fruticultura","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452006000200043&lang=pt" 
"S0100-29452006000200042-scl","Viticultura","Regina, Murillo de Albuquerque","Revista Brasileira de Fruticultura; 28(2); -","Revista Brasileira de Fruticultura","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452006000200042&lang=pt" 
"S1405-14352006000200006-mex","Estado, economía informal y sociedad civil: una aproximación conceptual desde la teoría de redes","Guerra Sotillo, Alexei","Convergencia; 13(41); 145-171","Convergencia","Espanhol","2006","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-14352006000200006&lang=pt" 
"S1405-14352006000200002-mex","Fundamentos teóricos del neoliberalismo: su vinculación con las temáticas sociales y sus efectos en América Latina","Calvento, Mariana","Convergencia; 13(41); 41-59","Convergencia","Espanhol","2006","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-14352006000200002&lang=pt" 
"S1405-14352006000200004-mex","Padres y profesores, dos importantes agentes sociales en las organizaciones escolares españolas y sus interrelaciones en un contexto glocal","Morales Romo, Noelia","Convergencia; 13(41); 87-116","Convergencia","Espanhol","2006","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-14352006000200004&lang=pt" 
"S1405-14352006000200001-mex","Ciudadanía, desarrollo y violencia: algunas conexiones","Tortosa, José María","Convergencia; 13(41); 13-39","Convergencia","Espanhol","2006","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-14352006000200001&lang=pt" 
"S1405-14352006000200007-mex","Partidos divididos, dirigencia fragmentada: Los partidos Liberal y Conservador colombianos 1974-2006","Duque Daza, Javier","Convergencia; 13(41); 173-209","Convergencia","Espanhol","2006","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-14352006000200007&lang=pt" 
"S1405-14352006000200003-mex","Las fronteras de la violencia cultural: del estigma tolerable al estigma intolerable","Arteaga Botello, Nelson, Dyjak Montes de Oca, Cristina","Convergencia; 13(41); 65-86","Convergencia","Espanhol","2006","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-14352006000200003&lang=pt" 
"S1405-14352006000200008-mex","El cuerpo: sus usos y representaciones en la modernidad","Lutz, Bruno","Convergencia; 13(41); 215-222","Convergencia","Espanhol","2006","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-14352006000200008&lang=pt" 
"S1405-14352006000200009-mex","El eje maestro de un proyecto de nación: el sistema educativo mexicano","Arriaga Álvarez, Emilio Gerardo","Convergencia; 13(41); 223-228","Convergencia","Espanhol","2006","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-14352006000200009&lang=pt" 
"S1405-14352006000200005-mex","Un modelo de crecimiento económico, instituciones, integración económica e inversión extranjera directa de México con los Estados Unidos","Díaz-Bautista, Alejandro","Convergencia; 13(41); 117-139","Convergencia","Espanhol","2006","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-14352006000200005&lang=pt" 
"S1688-12732006000100002-ury","Hipotermia postoperatoria inadvertida en la Sala de Recuperación Post Anestésica del Hospital de Clínicas &quot;Dr. Manuel Quintela&quot;","Gutierrez, Sergio, Baptista, William","Anestesia Analgesia Reanimación; 21(1); 2-10","Anestesia Analgesia Reanimación","Espanhol","2006","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-12732006000100002&lang=pt" 
"S1688-12732006000100003-ury","EVALUACIÓN DE LOS MÉTODOS PREDICTORES DE VÍA AÉREA DIFICULTOSA EN PACIENTES COORDINADOS PARA PROCEDIMIENTOS ENDOSCÓPICOS DE VÍA AÉREA SUPERIOR","Grünberg, Gustavo, Bounous, Alejandra, Prestes, Ivana, Amonte, Guzmán, Illescas, Laura, Ferreira, Ernesto, Casas, Virginia, Mourelle, Pablo, Patrone, Jorge, Avigliano, Leonardo","Anestesia Analgesia Reanimación; 21(1); 11-19","Anestesia Analgesia Reanimación","Espanhol","2006","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-12732006000100003&lang=pt" 
"S1688-12732006000100004-ury","EMBOLIA GASEOSA EN LAPAROSCOPIA DIAGNOSTICA Y QUIRURGICA","Barreiro, Gonzalo","Anestesia Analgesia Reanimación; 21(1); 20-25","Anestesia Analgesia Reanimación","Espanhol","2006","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-12732006000100004&lang=pt" 
"S1688-12732006000100001-ury","","","Anestesia Analgesia Reanimación; 21(1); 1-1","Anestesia Analgesia Reanimación","Espanhol","2006","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-12732006000100001&lang=pt" 
"S0718-40262006000400001-chl","Posibles impactos de la reforma de salud en la práctica quirúrgica: possible impacts on the surgical practice","BRAGHETTO, ITALO","Revista chilena de cirugía; 58(4); 243-244","Revista chilena de cirugía","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-40262006000400001&lang=pt" 
"S0718-40262006000400002-chl","Hidatidosis abdominal masiva","Morales G, Juan Luis, Sunkel M, Roberto, Muñoz C, César, Rodríguez R, Roberto","Revista chilena de cirugía; 58(4); 245-246","Revista chilena de cirugía","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-40262006000400002&lang=pt" 
"S0718-40262006000400003-chl","Valoración del sedimento de orina en pacientes que consultan por dolor abdominal en urgencia","San Francisco R, Ignacio, Ceroni Va, Marco, Celis L, Soledad, Flores C, Alvaro, Bello S, Magdalena, Domínguez C, Javier","Revista chilena de cirugía; 58(4); 247-254","Revista chilena de cirugía","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-40262006000400003&lang=pt" 
"S0718-40262006000400004-chl","Prostatectomía radical en el tratamiento del cáncer de próstata","Van Cauwelaert, Roberto, Aguirre A, Carlos, Sandoval H, Camilo","Revista chilena de cirugía; 58(4); 255-259","Revista chilena de cirugía","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-40262006000400004&lang=pt" 
"S0718-40262006000400006-chl","Mucosectomía con estapler (PPH) como alternativa quirúrgica para los hemorroides","Melkonian T, Ernesto, Villar M, Víctor, Campaña V, Gonzalo, Opazo S, Patricio, Parada L, Hugo, Rodríguez G, Marcelo","Revista chilena de cirugía; 58(4); 266-269","Revista chilena de cirugía","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-40262006000400006&lang=pt" 
"S0718-40262006000400007-chl","Experiencia personal en las primeras 100 operaciones de By-pass gástrico realizadas en Puerto Varas: A personal experience in 100 patients","Raimann La-Manna, Félix A","Revista chilena de cirugía; 58(4); 270-275","Revista chilena de cirugía","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-40262006000400007&lang=pt" 
"S0718-40262006000400008-chl","Experiencia en tratamiento del Síndrome de Mirizzi","Samaniego A, Castor, Sanabria Z, Valeria, Filártiga L, Aníbal","Revista chilena de cirugía; 58(4); 276-280","Revista chilena de cirugía","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-40262006000400008&lang=pt" 
"S0718-40262006000400009-chl","Reconstitución de la operación de Hartmann con suturas mecánicas: Análisis de 65 pacientes consecutivos","Bannura C, Guillermo, Barrera E, Alejandro, Melo L, Carlos, Contreras P, Jaime, Soto C, Daniel, Mansilla E, Juan A","Revista chilena de cirugía; 58(4); 281-286","Revista chilena de cirugía","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-40262006000400009&lang=pt" 
"S0718-40262006000400010-chl","Nefrectomía parcial laparoscópica en tumores renales","Castillo C, Octavio, Moreno J, Mauricio, Cortés O, Oscar, Pinto G, Iván, Arellano H, Leonardo, Russo N, Moisés","Revista chilena de cirugía; 58(4); 287-292","Revista chilena de cirugía","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-40262006000400010&lang=pt" 
"S0718-40262006000400011-chl","Radioquimioterapia neoadyuvante en cáncer gástrico T4 localmente irresecable: Resultados preliminares","Alvarez U, Rimsky, Caselli M, Gino, Villagrán, Rodrigo, Solís H, Felipe, Molina Z, Héctor, Funke A, Ricardo, Schorwer B, Max, García S, César, Durán G, Ricardo","Revista chilena de cirugía; 58(4); 293-297","Revista chilena de cirugía","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-40262006000400011&lang=pt" 
"S0718-40262006000400012-chl","Tumor suprarrenal y litiasis renal compleja: tratamiento quirúrgico endoscópico en un tiempo","Castillo C, Octavio, Cortés O, Oscar, Arellano H, Leonardo, Russo P, Moisés","Revista chilena de cirugía; 58(4); 298-301","Revista chilena de cirugía","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-40262006000400012&lang=pt" 
"S0718-40262006000400013-chl","Supuración crónica perianal por cuerpo extraño","Labbé R, Ricardo, Labbé M, Eduardo, Lasagna G, Raúl, Mandujano T, Rodrigo, Leiva A, Paula","Revista chilena de cirugía; 58(4); 302-304","Revista chilena de cirugía","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-40262006000400013&lang=pt" 
"S0718-40262006000400014-chl","Errores médicos en el ambiente quirúrgico. Como prevenirlos: Parte II. Errores de medicación en el pabellón quirúrgico","Campaña V, Gonzalo","Revista chilena de cirugía; 58(4); 305-307","Revista chilena de cirugía","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-40262006000400014&lang=pt" 
"S0718-40262006000400015-chl","Cirugía laparoscópica en el tratamiento del cáncer colorrectal","López K, Francisco, Bellolio R, Felipe, León G, Francisca, Arriagada J, Ivette","Revista chilena de cirugía; 58(4); 308-314","Revista chilena de cirugía","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-40262006000400015&lang=pt" 
"S0718-40262006000400016-chl","","","Revista chilena de cirugía; 58(4); 315-315","Revista chilena de cirugía","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-40262006000400016&lang=pt" 
"S0718-40262006000400017-chl","","","Revista chilena de cirugía; 58(4); 316-320","Revista chilena de cirugía","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-40262006000400017&lang=pt" 
"S0718-48162006000200001-chl","Sociedad Chilena Otorrinolaringología Medicina y Cirugía Cabeza y Cuello","JOFRÉ PAVEZ, DAVID","Revista de otorrinolaringología y cirugía de cabeza y cuello; 66(2); 79-80","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162006000200001&lang=pt" 
"S0718-48162006000200002-chl","Vaciamiento ganglionar en carcinoma escamoso transglótico","Carlos Bravo Y, Juan, Torrente A, Mariela C, Nicklas D, Loreto A","Revista de otorrinolaringología y cirugía de cabeza y cuello; 66(2); 81-88","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162006000200002&lang=pt" 
"S0718-48162006000200004-chl","Realidad de la derivación a otorrinolaringología desde la atención primaria","Der M, Carolina, Salin V, María Paz, Iñiguez C, Magaly, Valenzuela M, Pilar","Revista de otorrinolaringología y cirugía de cabeza y cuello; 66(2); 95-102","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162006000200004&lang=pt" 
"S0718-48162006000200006-chl","Radioterapia por modulación de intensidad (IMRT): Una nueva modalidad en el tratamiento del cáncer de cabeza y cuello","Besa de C, Pelayo, Venencia M, Daniel","Revista de otorrinolaringología y cirugía de cabeza y cuello; 66(2); 107-115","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162006000200006&lang=pt" 
"S0718-48162006000200007-chl","Enfermedad autoinmune del oído interno","Alarcón G, Ricardo","Revista de otorrinolaringología y cirugía de cabeza y cuello; 66(2); 115-118","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162006000200007&lang=pt" 
"S0718-48162006000200010-chl","Disección espontánea de arteria vertebral en la consulta otorrinolaringológica: Reporte de caso","Castillo F, Marcela, Finkelstein K, Andrés, Caro L, Jorge","Revista de otorrinolaringología y cirugía de cabeza y cuello; 66(2); 133-138","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162006000200010&lang=pt" 
"S0718-48162006000200012-chl","Mucocele frontal lateral, tratamiento combinado endoscópico y externo: Caso clínico","Godoy R, Emilio, Godoy S, Fernando","Revista de otorrinolaringología y cirugía de cabeza y cuello; 66(2); 147-153","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162006000200012&lang=pt" 
"S0718-48162006000200013-chl","","","Revista de otorrinolaringología y cirugía de cabeza y cuello; 66(2); 154-160","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162006000200013&lang=pt" 
"S0718-48162006000200014-chl","Microcirugía parotídea","Muller, Horst","Revista de otorrinolaringología y cirugía de cabeza y cuello; 66(2); 161-162","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162006000200014&lang=pt" 
"S0718-48162006000200015-chl","","","Revista de otorrinolaringología y cirugía de cabeza y cuello; 66(2); 163-164","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162006000200015&lang=pt" 
"S0718-48162006000200009-chl","Láser en otorrinolaringología","Castillo F, Marcela, Lanas V, Andrés","Revista de otorrinolaringología y cirugía de cabeza y cuello; 66(2); 126-132","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162006000200009&lang=pt" 
"S0718-48162006000200008-chl","Síndrome de dehiscencia del canal semicircular superior: Revisión","","Revista de otorrinolaringología y cirugía de cabeza y cuello; 66(2); 119-125","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162006000200008&lang=pt" 
"S0718-48162006000200003-chl","Resultados auditivos de estapedostomías en platinas complicadas","Stott C, Carlos, Royer F, Michel, Olmedo O, Rubén, Martínez S, Cristian, Valdés P, Constanza, Ortúzar B, Lorena","Revista de otorrinolaringología y cirugía de cabeza y cuello; 66(2); 89-94","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162006000200003&lang=pt" 
"S0718-40262006000400005-chl","Laparostomía contenida en el manejo de la sepsis abdominal","Tapia C, Claudio, Muñoz C, César, Ferrada H, Felipe, Morales G, Juan Luis","Revista chilena de cirugía; 58(4); 260-265","Revista chilena de cirugía","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-40262006000400005&lang=pt" 
"S0718-48162006000200011-chl","Herniación cerebral en oído medio","San Martín P, José, Beltrán R, Constanza, Caro L, Jorge","Revista de otorrinolaringología y cirugía de cabeza y cuello; 66(2); 139-146","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162006000200011&lang=pt" 
"S0718-48162006000200005-chl","Evaluación de la fase de screening auditivo en menores con factores de riesgo","Godoy B, Cristian, Bustamante M, Loretho","Revista de otorrinolaringología y cirugía de cabeza y cuello; 66(2); 103-106","Revista de otorrinolaringología y cirugía de cabeza y cuello","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-48162006000200005&lang=pt" 
"S1025-02552006000400008-cub","Quistes no neoplásicos y neoplásicos de ovario en edad pediátrica","Bastián Manso, Luis, Castro Guevara, José E","Revista Archivo Médico de Camagüey; 10(4); 65-75","Revista Archivo Médico de Camagüey","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552006000400008&lang=pt" 
"S1025-02552006000400009-cub","Relación clínico histopatológica de lesiones tumorales de la piel","Lazo Sánchez, Laura","Revista Archivo Médico de Camagüey; 10(4); 76-87","Revista Archivo Médico de Camagüey","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552006000400009&lang=pt" 
"S1025-02552006000400001-cub","Efectos del bajo peso materno preconcepcional sobre el embarazo y el parto","López Montero, Maribel, Trufero Cánovas, Norma","Revista Archivo Médico de Camagüey; 10(4); 1-9","Revista Archivo Médico de Camagüey","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552006000400001&lang=pt" 
"S1025-02552006000400002-cub","Resultados en el tratamiento quirúrgico del pterigion primario y recidivante","Sanz Pérez, Raúl, Cordovi Carrandi, Silvia, Rodríguez Bencomo, Dania de Jesús","Revista Archivo Médico de Camagüey; 10(4); 10-18","Revista Archivo Médico de Camagüey","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552006000400002&lang=pt" 
"S1025-02552006000400003-cub","Toracotomías en un bienio","Gómez Veliz, Alberto, Anthony Burt, Richard, Morell González, Rodolfo","Revista Archivo Médico de Camagüey; 10(4); 19-29","Revista Archivo Médico de Camagüey","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552006000400003&lang=pt" 
"S1025-02552006000400004-cub","Conocimiento y uso de la medicina tradicional y natural en enfermería","Banderas Vargas, Teresa, Castellanos Álvarez, Nancy, Velázquez Tamayo, Olga, Luaces Angulo, rlinda","Revista Archivo Médico de Camagüey; 10(4); 30-38","Revista Archivo Médico de Camagüey","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552006000400004&lang=pt" 
"S1025-02552006000400005-cub","Quistes solitarios congénitos esporádicos del hígado","Castell Avello, Rolando, Capote Betancourt, Aimee, Ramírez Milán, Obdulia","Revista Archivo Médico de Camagüey; 10(4); 39-45","Revista Archivo Médico de Camagüey","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552006000400005&lang=pt" 
