"S0100-879X2000000200003-scl","Insect juvenile hormone: from &quot;status quo&quot; to high society","Hartfelder, K.","Brazilian Journal of Medical and Biological Research; 33(2); 157-177","Brazilian Journal of Medical and Biological Research","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2000000200003&lang=pt" 
"S0004-28032000000100002-scl","Normalização dos ciclos menstruais e gravidez após transplante de fígado","PAROLIN, Mônica Beatriz, COELHO, Júlio Cezar Uili, BALBI, Elizabeth, WIEDERKEHR, Júlio Cesar, ANGHINONI, Marciano, NASSIF, Aissar Eduardo","Arquivos de Gastroenterologia; 37(1); 3-6","Arquivos de Gastroenterologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032000000100002&lang=pt" 
"S0004-28032000000100005-scl","Arrowroot as a treatment for diarrhoea in irritable bowel syndrome patients: a pilot study","COOKE, Caroline, CARR, Irene, ABRAMS, Keith, MAYBERRY, John","Arquivos de Gastroenterologia; 37(1); 20-24","Arquivos de Gastroenterologia","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032000000100005&lang=pt" 
"S0004-28032000000100007-scl","Freqüência de pólipos em doentes operados de câncer colorretal","ROCHA, Beatriz Pinho, FERRARI, Ângelo Paulo, FORONES, Nora Manoukian","Arquivos de Gastroenterologia; 37(1); 31-34","Arquivos de Gastroenterologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032000000100007&lang=pt" 
"S0004-28032000000100009-scl","Hepatitis c virus investigation in pemphigus foliaceus (fogo selvagem) patients","ROSA, Heitor, MARTINS, Regina, VANDERBORGHT, Bart","Arquivos de Gastroenterologia; 37(1); 42-43","Arquivos de Gastroenterologia","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032000000100009&lang=pt" 
"S0004-28032000000100014-scl","Insuficiência hepática pelo uso de isoniazida: relato de caso","PEREIRA, Ricardo Mendes, TRESOLDI, Antonia Teresinha, HESSEL, Gabriel","Arquivos de Gastroenterologia; 37(1); 72-75","Arquivos de Gastroenterologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032000000100014&lang=pt" 
"S0004-28032000000100011-scl","Conseqüências nutricionais das alterações metabólicas dos macronutrientes na doença hepática crônica","MAIO, Regiane, DICHI, Jane Bandeira, BURINI, Roberto Carlos","Arquivos de Gastroenterologia; 37(1); 52-57","Arquivos de Gastroenterologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032000000100011&lang=pt" 
"S0004-28032000000100013-scl","Cisto epidermóide de baço em criança: relato de caso","ALVAREZ, Glauco da Costa, SILVEIRA, Marner Lopes da, COSTA, Eduardo Militz da, PAGLIARIN, Frederico Valente, COSTA, Imaruí","Arquivos de Gastroenterologia; 37(1); 69-75","Arquivos de Gastroenterologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032000000100013&lang=pt" 
"S0004-28032000000100003-scl","Gastrite varioliforme: freqüência e relação com a gastrite linfocítica","RIBEIRO, Vera Lúcia Ângelo Andrade, BARBOSA, Alfredo José Afonso, BARROS, Carlos Alberto Silva","Arquivos de Gastroenterologia; 37(1); 7-12","Arquivos de Gastroenterologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032000000100003&lang=pt" 
"S0004-28032000000100004-scl","Fístulas arteriovenosas intra-hepáticas transtumorais (diagnóstico, importância e propostas de tratamento)","WIDMAN, Azzo, SPERANZINI, Manlio B., OLIVEIRA, Ilka R. S., SAAD, William A., FRATEZZI, Ayrton C., CERRI, Giovanni G.","Arquivos de Gastroenterologia; 37(1); 13-19","Arquivos de Gastroenterologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032000000100004&lang=pt" 
"S0004-28032000000100006-scl","Mate (chimarrão) é consumido em alta temperatura por população sob risco para o carcinoma epidermóide de esôfago","BARROS, Sérgio Gabriel Silva de, GHISOLFI, Eduardo Sörensen, LUZ, Letícia Perondi, BARLEM, Gabriel Guinsburg, VIDAL, Roberta Machado, WOLFF, Fernando Herz, MAGNO, Valentino Antônio, BREYER, Helenice Pankowski, DIETZ, Judite, GRÜBER, Antonio Carlos, KRUEL, Cleber Dario Pinto, PROLLA, João Carlos","Arquivos de Gastroenterologia; 37(1); 25-30","Arquivos de Gastroenterologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032000000100006&lang=pt" 
"S0004-28032000000100008-scl","Hipocontratilidade do esôfago em pacientes com doença de chagas e pacientes com acalásia idiopática","DANTAS, Roberto Oliveira","Arquivos de Gastroenterologia; 37(1); 35-41","Arquivos de Gastroenterologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032000000100008&lang=pt" 
"S0004-28032000000100010-scl","Transplante isogênico de ilhotas de Langerhans no fígado de ratos: metodologia para separação e purificação das ilhotas de Langerhans","CHAIB, Eleazar, PAPALOIS, Apostolos, BRONS, Ingrid G. M., CALNE, Roy Y.","Arquivos de Gastroenterologia; 37(1); 44-51","Arquivos de Gastroenterologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032000000100010&lang=pt" 
"S0004-28032000000100012-scl","Carcinoma hepatocelular. Parte 1: considerações gerais e diagnóstico","CONTE, Vinício Paride","Arquivos de Gastroenterologia; 37(1); 58-67","Arquivos de Gastroenterologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032000000100012&lang=pt" 
"S0100-204X2000000100004-scl","Efeitos de ácido giberélico e carvão ativado no cultivo in vitro de Citrus limonia Osbeck chi&lt;FONT FACE=Symbol&gt;&lt;/FONT&gt;Poncirus trifoliata (L.) Raf","Ribeiro, Valtemir Gonçalves, Sanábio, Deny, Souza, Cleber Nascimento de, Lopes, Paulo Sergio Nascimento, Bocardo, Marcelo Ramazotti, Pasqual, Moacir","Pesquisa Agropecuária Brasileira; 35(1); 27-30","Pesquisa Agropecuária Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000100004&lang=pt" 
"S0100-204X2000000100002-scl","Avaliação do potencial alelopático de genótipos de aveia no início do ciclo","Jacobi, Ubiratã Soares, Fleck, Nilson Gilberto","Pesquisa Agropecuária Brasileira; 35(1); 11-19","Pesquisa Agropecuária Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000100002&lang=pt" 
"S0100-204X2000000100006-scl","Avaliação de espaçamentos e populações de plantas de feijão visando à colheita mecanizada direta","Horn, Fernando Luiz, Schuch, Luis Osmar Braga, Silveira, Expedito Paulo, Antunes, Irajá Ferreira, Vieira, José Cavalcante, Marchioro, Gelso, Medeiros, Dener Fábio, Schwengber, José Ernani","Pesquisa Agropecuária Brasileira; 35(1); 41-46","Pesquisa Agropecuária Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000100006&lang=pt" 
"S0100-204X2000000100007-scl","Comportamento de espécies de adubos verdes em diferentes épocas de semeadura e espaçamentos na região dos Cerrados","Amabile, Renato Fernando, Fancelli, Antonio Luiz, Carvalho, Arminda Moreira de","Pesquisa Agropecuária Brasileira; 35(1); 47-54","Pesquisa Agropecuária Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000100007&lang=pt" 
"S0100-204X2000000100008-scl","Efeito do ethephon e da frigoconservação na maturação de pêras cv. Packham&#039;s Triumph","Seibert, Eduardo, Barradas, Carlos Iguassú Nogueira, Araújo, Paulo Junqueira de, Bender, Renar João","Pesquisa Agropecuária Brasileira; 35(1); 55-62","Pesquisa Agropecuária Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000100008&lang=pt" 
"S0100-204X2000000100010-scl","Um modelo de passo invariante baseado na função de Gompertz para prognose do crescimento","Guimarães, Daniel Pereira","Pesquisa Agropecuária Brasileira; 35(1); 75-81","Pesquisa Agropecuária Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000100010&lang=pt" 
"S0100-204X2000000100014-scl","Efeito do Meloidogyne javanica no crescimento da ervilha","Sharma, Ravi Datt, Fonseca, Carlos Eduardo Lazarini da","Pesquisa Agropecuária Brasileira; 35(1); 115-120","Pesquisa Agropecuária Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000100014&lang=pt" 
"S0100-204X2000000100022-scl","Utilização do dióxido de carbono supercrítico na concentração de tocoferóis do destilado desodorizado do óleo de soja","Araujo, Júlio Maria de Andrade, Nicolino, Ana Paula Nogueira, Blatt, Celso","Pesquisa Agropecuária Brasileira; 35(1); 201-205","Pesquisa Agropecuária Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000100022&lang=pt" 
"S0100-204X2000000100024-scl","Aspectos morfológicos da unidade de dispersão de cajazeira","Souza, Francisco Xavier de, Sousa, Fernando Henrique Lima, Freitas, João Batista Santiago, Rossetti, Adroaldo Guimarães","Pesquisa Agropecuária Brasileira; 35(1); 215-220","Pesquisa Agropecuária Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000100024&lang=pt" 
"S0100-204X2000000100025-scl","Novo isolado de Bacillus thuringiensis efetivo contra a lagarta-do-cartucho","Silva-Werneck, Joseilde Oliveira, Abreu Neto, José Ricardo de Moraes Veiga, Tostes, Adriana Nascimento, Faria, Líliam Oliveira, Dias, José Manuel Cabral de Sousa","Pesquisa Agropecuária Brasileira; 35(1); 221-227","Pesquisa Agropecuária Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000100025&lang=pt" 
"S0100-204X2000000100009-scl","Estimativa do número apropriado de progênies S1 para a seleção recorrente em milho","Pinto, Rogério de Melo Costa, Lima Neto, Francisco Pinheiro, Souza Júnior, Cláudio Lopes de","Pesquisa Agropecuária Brasileira; 35(1); 63-73","Pesquisa Agropecuária Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000100009&lang=pt" 
"S0100-204X2000000100011-scl","Diagnóstico rápido e dialogado em estudos de desenvolvimento rural sustentável","Luiz, Alfredo José Barreto, Silveira, Miguel Ângelo da","Pesquisa Agropecuária Brasileira; 35(1); 83-91","Pesquisa Agropecuária Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000100011&lang=pt" 
"S0100-204X2000000100012-scl","Fusarium oxysporum strains as biocontrol agents against Fusarium wilt: effects on soil microbial biomass and activity","Ghini, Raquel, Mezzalama, Monica, Ambrosoli, Roberto, Barberis, Elisabetta, Garibaldi, Angelo, Piedade, Sônia Maria de Stefano","Pesquisa Agropecuária Brasileira; 35(1); 93-101","Pesquisa Agropecuária Brasileira","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000100012&lang=pt" 
"S0100-204X2000000100013-scl","Micorriza arbuscular e fertilização do solo no desenvolvimento pós-transplante de mudas de sete espécies florestais","Pouyú-Rojas, Enrique, Siqueira, José Oswaldo","Pesquisa Agropecuária Brasileira; 35(1); 103-114","Pesquisa Agropecuária Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000100013&lang=pt" 
"S0100-204X2000000100016-scl","Frações da matéria orgânica em seis solos de uma toposseqüência no Estado do Rio de Janeiro","Canellas, Luciano Pasqualoto, Berner, Paulo Guilherme, Silva, Saulo Guilherme da, Silva, Marlem Barros e, Santos, Gabriel de Araújo","Pesquisa Agropecuária Brasileira; 35(1); 133-143","Pesquisa Agropecuária Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000100016&lang=pt" 
"S0100-204X2000000100017-scl","Influência da diferenciação pedológica no desenvolvimento da seringueira no município de Oratórios, MG","Cunha, Tony Jarbas Ferreira, Blancaneaux, Philippe, Calderano Filho, Braz, Carmo, Ciriaca Arcangela Ferreira De Santana Do, Garcia, Neusa Catarina Pinheiro, Lima, Edla Maria Bezerra","Pesquisa Agropecuária Brasileira; 35(1); 145-155","Pesquisa Agropecuária Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000100017&lang=pt" 
"S0100-204X2000000100018-scl","Nível e natureza do estoque orgânico de latossolos sob diferentes sistemas de uso e manejo","Freitas, Pedro Luiz de, Blancaneaux, Philippe, Gavinelli, Evelyne, Larré-Larrouy, Marie-Christine, Feller, Christian","Pesquisa Agropecuária Brasileira; 35(1); 157-170","Pesquisa Agropecuária Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000100018&lang=pt" 
"S0100-204X2000000100019-scl","Caracterização química da carne de cabrito da raça Moxotó e de cruzas Pardo Alpina x Moxotó","Beserra, Frederico José, Monte, Antonia Lucivânia de Sousa, Bezerra, Luciana Cristina Nogueira de Moraes, Nassu, Renata Tieko","Pesquisa Agropecuária Brasileira; 35(1); 171-177","Pesquisa Agropecuária Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000100019&lang=pt" 
"S0100-204X2000000100020-scl","Preparo e caracterização de proteínas miofibrilares de tilápia-do-nilo para elaboração de biofilmes","Monterrey-Quintero, Ednelí Soraya, Sobral, Paulo José do Amaral","Pesquisa Agropecuária Brasileira; 35(1); 179-189","Pesquisa Agropecuária Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000100020&lang=pt" 
"S0100-204X2000000100021-scl","Queijo gorgonzola fabricado com leite pasteurizado por ejetor de vapor e HTST: parâmetros físico-químicos e sensoriais","Sbampato, Cristiane Gattini, Abreu, Luiz Ronaldo de, Furtado, Múcio Mansur","Pesquisa Agropecuária Brasileira; 35(1); 191-200","Pesquisa Agropecuária Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000100021&lang=pt" 
"S0100-204X2000000100023-scl","Efeito do tamanho do folículo na maturação nuclear e citoplasmática de ovócitos de fêmeas zebuínas","Dode, Margot Alves Nunes, Rodovalho, Norma Cléa, Ueno, Vanessa Gomes, Alves, Rafael Geraldo de Oliveira","Pesquisa Agropecuária Brasileira; 35(1); 207-214","Pesquisa Agropecuária Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000100023&lang=pt" 
"S0100-204X2000000100001-scl","Controle de Rhyzopertha dominica pela atmosfera controlada com CO2, em trigo","Gonçalves, Rogério Amaro, Santos, Jamilton Pereira, Chandra, Prabir Kumar, Germani, Rogério","Pesquisa Agropecuária Brasileira; 35(1); 1-9","Pesquisa Agropecuária Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000100001&lang=pt" 
"S0100-204X2000000100005-scl","Estabelecimento de parâmetros para avaliação de tolerância à seca, em genótipos de feijoeiro","Pimentel, Carlos, Cruz Perez, Andrés Jerônimo de La","Pesquisa Agropecuária Brasileira; 35(1); 31-39","Pesquisa Agropecuária Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000100005&lang=pt" 
"S0100-204X2000000100015-scl","Crescimento e teor de metais de mudas de espécies arbóreas cultivadas em solo contaminado com metais pesados","Marques, Teresa Cristina Lara Lanza de Sá e Melo, Moreira, Fatima Maria de Souza, Siqueira, José Oswaldo","Pesquisa Agropecuária Brasileira; 35(1); 121-132","Pesquisa Agropecuária Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000100015&lang=pt" 
"S0100-204X2000000100003-scl","Fruit size, mineral composition and quality of trickle-irrigated tomatoes as affected by potassium rates","Fontes, Paulo Cezar Rezende, Sampaio, Regynaldo Arruda, Finger, Fernando Luiz","Pesquisa Agropecuária Brasileira; 35(1); 21-25","Pesquisa Agropecuária Brasileira","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000100003&lang=pt" 
"S1517-97022000000100006-scl","Apresentação","Vidal, Diana Gonçalves","Educação e Pesquisa; 26(1); 85-85","Educação e Pesquisa","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022000000100006&lang=pt" 
"S1517-97022000000100001-scl","Editorial","","Educação e Pesquisa; 26(1); 07-07","Educação e Pesquisa","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022000000100001&lang=pt" 
"S1517-97022000000100004-scl","Linguagem oral na escola em tempo de redes","Belintane, Claudemir","Educação e Pesquisa; 26(1); 53-65","Educação e Pesquisa","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022000000100004&lang=pt" 
"S1517-97022000000100007-scl","Notas em torno de retratos de criança","Fernandes, Rogério","Educação e Pesquisa; 26(1); 87-97","Educação e Pesquisa","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022000000100007&lang=pt" 
"S1517-97022000000100002-scl","Les parcs d&#039;attractions: jeu - divertissement - éducation","Brougère, Gilles","Educação e Pesquisa; 26(1); 11-21","Educação e Pesquisa","Francês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022000000100002&lang=pt" 
"S1517-97022000000100003-scl","Cultura da rua ou cultura da escola?","van Zanten, Agnès","Educação e Pesquisa; 26(1); 23-52","Educação e Pesquisa","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022000000100003&lang=pt" 
"S1517-97022000000100005-scl","Alfabetização e fracasso escolar: problematizando alguns pressupostos da concepção construtivista","Sawaya, Sandra Maria","Educação e Pesquisa; 26(1); 67-81","Educação e Pesquisa","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022000000100005&lang=pt" 
"S1517-97022000000100008-scl","A sementeira do porvir: higiene e infância no século XIX","Gondra, José G.","Educação e Pesquisa; 26(1); 99-117","Educação e Pesquisa","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022000000100008&lang=pt" 
"S1517-97022000000100009-scl","A &quot;infância desamparada&quot; no asilo agrícola de Santa Isabel: instrução rural e infantil (1880 - 1886)","Schueler, Alessandra Frota Martinez de","Educação e Pesquisa; 26(1); 119-133","Educação e Pesquisa","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022000000100009&lang=pt" 
"S1517-97022000000100010-scl","Comemorar a infância, celebrar qual criança? Festejos comemorativos nas primeiras décadas republicanas","Veiga, Cynthia Greive, Gouvea, Maria Cristina Soares","Educação e Pesquisa; 26(1); 135-160","Educação e Pesquisa","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022000000100010&lang=pt" 
"S1517-97022000000100011-scl","Crianças de revistas (1930/1950)","Brites, Olga","Educação e Pesquisa; 26(1); 161-176","Educação e Pesquisa","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022000000100011&lang=pt" 
"S1020-49892000000100002-spa","Equinococosis/hidatidosis en la VII Región de Chile: diagnóstico e intervención educativa","Apt, Werner, Pérez, Carlos, Galdamez, Ercira, Campano, Sergio, Vega, Flavio, Vargas, Danilo, Rodríguez, Jorge, Retamal, Clara, Cortés, Pedro, Zulantay, Inés, Rycke, Paul H. de","Revista Panamericana de Salud Pública; 7(1); 8-16","Revista Panamericana de Salud Pública","Espanhol","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892000000100002&lang=pt" 
"S1020-49892000000100003-spa","Utilização de psicofármacos por pacientes odontológicos em Minas Gerais, Brasil","Abreu, Mauro Henrique Nogueira Guimarães de, Acúrcio, Francisco de Assis, Resende, Vera Lúcia Silva","Revista Panamericana de Salud Pública; 7(1); 17-23","Revista Panamericana de Salud Pública","Português","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892000000100003&lang=pt" 
"S0102-311X2000000100033-scl","","","Cadernos de Saúde Pública; 16(1); 288-291","Cadernos de Saúde Pública","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2000000100033&lang=pt" 
"S1020-49892000000100014-spa","El tabaquismo del adulto y la depresión en niños y adolescentes: ¿se asocian?","","Revista Panamericana de Salud Pública; 7(1); 50-51","Revista Panamericana de Salud Pública","Espanhol","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892000000100014&lang=pt" 
"S1020-49892000000100013-spa","El tabaco, el alcohol y el riesgo de cáncer de las vías aerodigestivas superiores","","Revista Panamericana de Salud Pública; 7(1); 50-50","Revista Panamericana de Salud Pública","Espanhol","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892000000100013&lang=pt" 
"S1020-49892000000100016-spa","Enmiendas a la rotulación","","Revista Panamericana de Salud Pública; 7(1); 53-54","Revista Panamericana de Salud Pública","Espanhol","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892000000100016&lang=pt" 
"S1020-49892000000100011-spa","El aceite de oliva confiere posible protección contra la artritis reumatoide","","Revista Panamericana de Salud Pública; 7(1); 49-49","Revista Panamericana de Salud Pública","Espanhol","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892000000100011&lang=pt" 
"S1020-49892000000100010-spa","Enfermedades oportunistas en pacientes de sida al iniciarse el tratamiento antirretrovírico","","Revista Panamericana de Salud Pública; 7(1); 48-49","Revista Panamericana de Salud Pública","Espanhol","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892000000100010&lang=pt" 
"S1020-49892000000100009-spa","La mortalidad y el peso corporal en personas que nunca han fumado","","Revista Panamericana de Salud Pública; 7(1); 47-48","Revista Panamericana de Salud Pública","Espanhol","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892000000100009&lang=pt" 
"S1020-49892000000100012-spa","Las enfermedades cardiovasculares: ¿cuándo empieza el peligro?","","Revista Panamericana de Salud Pública; 7(1); 49-50","Revista Panamericana de Salud Pública","Espanhol","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892000000100012&lang=pt" 
"S1020-49892000000100015-spa","Políticas sobre medicamentos","","Revista Panamericana de Salud Pública; 7(1); 52-53","Revista Panamericana de Salud Pública","Espanhol","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892000000100015&lang=pt" 
"S1020-49892000000100019-spa","Reacciones adversas","","Revista Panamericana de Salud Pública; 7(1); 57-57","Revista Panamericana de Salud Pública","Espanhol","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892000000100019&lang=pt" 
"S1020-49892000000100017-spa","Uso racional","","Revista Panamericana de Salud Pública; 7(1); 54-55","Revista Panamericana de Salud Pública","Espanhol","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892000000100017&lang=pt" 
"S1020-49892000000100018-spa","Retiros del mercado","","Revista Panamericana de Salud Pública; 7(1); 55-57","Revista Panamericana de Salud Pública","Espanhol","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892000000100018&lang=pt" 
"S1020-49892000000100021-spa","Envejecimiento y salud: un cambio de paradigma","","Revista Panamericana de Salud Pública; 7(1); 60-67","Revista Panamericana de Salud Pública","Espanhol","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892000000100021&lang=pt" 
"S1020-49892000000100020-spa","Decisiones diversas","","Revista Panamericana de Salud Pública; 7(1); 57-59","Revista Panamericana de Salud Pública","Espanhol","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892000000100020&lang=pt" 
"S0102-311X2000000100009-scl","Validade do exame clínico do recém-nascido para a estimação da idade gestacional: uma comparação do escore New Ballard com a data da última menstruação e ultra-sonografia","Moraes, Claudia Leite, Reichenheim, Michael E.","Cadernos de Saúde Pública; 16(1); 83-94","Cadernos de Saúde Pública","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2000000100009&lang=pt" 
"S0102-311X2000000100029-spa","Community Genetics: a new discipline and its application in Brazil","Ramalho, Antonio Sérgio, Silva, Roberto Benedito de Paiva e","Cadernos de Saúde Pública; 16(1); 261-263","Cadernos de Saúde Pública","Inglês","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2000000100029&lang=pt" 
"S0102-311X2000000100001-spa","Mudanças em Cadernos de Saúde Pública","Castiel, L.D., Coimbra Jr., C.E.A.","Cadernos de Saúde Pública; 16(1); 4-5","Cadernos de Saúde Pública","Português","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2000000100001&lang=pt" 
"S0102-311X2000000100026-spa","Literatura e medicina: o território partilhado","Scliar, Moacyr","Cadernos de Saúde Pública; 16(1); 245-248","Cadernos de Saúde Pública","Português","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2000000100026&lang=pt" 
"S0102-311X2000000100027-spa","Physician-patient communication in the prevention of female reproductive tract infections: some limitations","Makuch, María Y., Botega, Neury José, Bahamondes, Luis","Cadernos de Saúde Pública; 16(1); 249-253","Cadernos de Saúde Pública","Inglês","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2000000100027&lang=pt" 
"S0102-311X2000000100025-spa","Um enfoque epidemiológico da promoção da saúde: as idéias de Geoffrey Rose","Chor, Dóra, Faerstein, Eduardo","Cadernos de Saúde Pública; 16(1); 241-244","Cadernos de Saúde Pública","Português","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2000000100025&lang=pt" 
"S0102-311X2000000100024-spa","Operacionalizando as categorias acesso e descentralização na análise de sistemas de saúde","Hortale, Virginia Alonso, Pedroza, Manoela, Rosa, Maria Luiza Garcia","Cadernos de Saúde Pública; 16(1); 231-239","Cadernos de Saúde Pública","Português","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2000000100024&lang=pt" 
"S0102-311X2000000100022-spa","Aspectos demográficos e espaciais dos acidentes escorpiônicos no Distrito Sanitário Noroeste, Município de Belo Horizonte, Minas Gerais, 1993 a 1996","Nunes, Celina Schmidel, Bevilacqua, Paula Dias, Jardim, Cássius Catão Gomes","Cadernos de Saúde Pública; 16(1); 213-223","Cadernos de Saúde Pública","Português","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2000000100022&lang=pt" 
"S0102-311X2000000100023-spa","Limites de aplicabilidade da determinação do ácido delta-aminolevulínico urinário como teste screening na avaliação da intoxicação profissional pelo chumbo","Caldeira, Cristiane, Mattos, Rita de Cassia Oliveira da Costa, Meyer, Armando, Moreira, Josino Costa","Cadernos de Saúde Pública; 16(1); 225-230","Cadernos de Saúde Pública","Português","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2000000100023&lang=pt" 
"S0102-311X2000000100021-spa","Molecular epidemiology of dengue viruses in Brazil","Nogueira, Rita Maria Ribeiro, Miagostovich, Marize Pereira, Schatzmayr, Hermann Gonçalves","Cadernos de Saúde Pública; 16(1); 205-211","Cadernos de Saúde Pública","Inglês","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2000000100021&lang=pt" 
"S0102-311X2000000100033-spa","","","Cadernos de Saúde Pública; 16(1); 288-291","Cadernos de Saúde Pública","Português","2000","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2000000100033&lang=pt" 
