"S1852-38622009000300003-arg","Insuficiencia cardíaca y diabetes: Una combinación de alto riesgo","Botta, Cristian E","Insuficiencia cardíaca; 4(3); 107-113","Insuficiencia cardíaca","Espanhol","2009","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-38622009000300003&lang=pt" 
"S1984-29612009000300011-scl","Atividade ovicida e larvicida in vitro do óleo essencial de Eucalyptus globulus sobre Haemonchus contortus","Macedo, Iara T. F., Bevilaqua, Claudia M. L., Oliveira, Lorena M. B. de, Camurça-Vasconcelos, Ana L. F., Vieira, Luiz da S., Oliveira, Fabrício R., Queiroz-Junior, Eudson M., Portela, Bruno G., Barros, Renata S., Chagas, Ana C. S.","Revista Brasileira de Parasitologia Veterinária; 18(3); 62-66","Revista Brasileira de Parasitologia Veterinária","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612009000300011&lang=pt" 
"S1984-29612009000300001-scl","A review of the occurrence of hemoplasmas (hemotrophic mycoplasmas) in Brazil","Biondo, Alexander Welker, Santos, Andrea Pires dos, Guimarães, Ana Marcia Sá, Vieira, Rafael Felipe da Costa, Vidotto, Odilon, Macieira, Daniel de Barros, Almosny, Nádia Regina Pereira, Molento, Marcelo Beltrão, Timenetsky, Jorge, Morais, Helio Autran de, Diáz González, Félix Hilário, Messick, Joanne Belle","Revista Brasileira de Parasitologia Veterinária; 18(3); 1-7","Revista Brasileira de Parasitologia Veterinária","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612009000300001&lang=pt" 
"S1984-29612009000300005-scl","Verminoses dos bovinos: percepção de pecuaristas em Minas Gerais, Brasil","Delgado, Francisco Eduardo da Fonseca, Lima, Walter dos Santos, Cunha, Arildo Pinto da, Bello, Ana Cristina Passos de Paiva, Domingues, Luísa Nogueira, Wanderley, Rebeca Passos Bispos, Leite, Patrícia Vieira Bossi, Leite, Romário Cerqueira","Revista Brasileira de Parasitologia Veterinária; 18(3); 29-33","Revista Brasileira de Parasitologia Veterinária","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612009000300005&lang=pt" 
"S1984-29612009000300012-scl","Anomalia bilateral no gonóstilo de Sciopemyia sordellii (Shannon &amp; Del Ponte) (Diptera, Psychodidae)","Cutolo, André Antonio, Von Zuben, Claudio José, Galati, Eunice Aparecida Bianchi","Revista Brasileira de Parasitologia Veterinária; 18(3); 67-69","Revista Brasileira de Parasitologia Veterinária","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612009000300012&lang=pt" 
"S1984-29612009000300014-scl","Ectoparasite infestation on rural dogs in the municipality of São Vicente Férrer, Pernambuco, Northeastern Brazil","Dantas-Torres, Filipe, Melo, Marcela F., Figueredo, Luciana A., Brandão-Filho, Sinval P.","Revista Brasileira de Parasitologia Veterinária; 18(3); 75-77","Revista Brasileira de Parasitologia Veterinária","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612009000300014&lang=pt" 
"S1984-29612009000300015-scl","Detecção de anticorpos anti-Toxoplasma gondii em suínos criados e abatidos no Estado da Bahia, Brasil","Bezerra, Rodrigo A., Paranhos, Elisson B., Del’Arco, Ana Elisa, Albuquerque, George R.","Revista Brasileira de Parasitologia Veterinária; 18(3); 78-80","Revista Brasileira de Parasitologia Veterinária","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-29612009000300015&lang=pt" 
"S0120-81602009000300010-col","Biotecnología en la industria de la pulpa, y el papel: mapeo de patentes","Cerón Rincón, Laura Emilia","Revista EAN; (67); 139-151","Revista EAN","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-81602009000300010&lang=pt" 
"S0120-81602009000300005-col","Partos atendidos por cesárea: análisis de los datos de las encuestas nacionales de demografía y salud en Colombia 1995-2005","Rizo Gil, Alberto","Revista EAN; (67); 59-73","Revista EAN","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-81602009000300005&lang=pt" 
"S0120-81602009000300004-col","El clúster de salud en Medellín, ventaja competitiva alternativa para la ciudad","Marulanda Montoya, Jorge Andrés, Correa Calle, Geovanny, Mejía Mejía, Luis Fernando","Revista EAN; (67); 37-47","Revista EAN","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-81602009000300004&lang=pt" 
"S0120-81602009000300007-col","Hospitalizaciones prevenibles por condiciones sensibles al cuidado ambulatorio en cinco hospitales de la red pública de Bogotá 2006-2008","Cáliz Peña, Oswaldo","Revista EAN; (67); 95-106","Revista EAN","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-81602009000300007&lang=pt" 
"S0120-81602009000300006-col","Importancia de los costos de la calidad y no calidad en las empresas de salud como herramienta de gestión para la competitividad","Arango Cardona, Luis Javier","Revista EAN; (67); 75-94","Revista EAN","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-81602009000300006&lang=pt" 
"S0120-81602009000300001-col","","Silva Duarte, Jorge Enrique","Revista EAN; (67); 3-4","Revista EAN","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-81602009000300001&lang=pt" 
"S0120-81602009000300003-col","Gestión del aseguramiento en salud","Roa Buitrago, Rosa Isabel","Revista EAN; (67); 21-36","Revista EAN","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-81602009000300003&lang=pt" 
"S0120-81602009000300002-col","Los contratos, las asimetrías de la información en la salud, el riesgo moral y la selección adversa","Cano Plata, Eduardo Antonio, Cano Plata, Carlos Alberto","Revista EAN; (67); 5-19","Revista EAN","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-81602009000300002&lang=pt" 
"S0120-81602009000300009-col","Binswanger y el análisis existencial","Acosta Gómez, Mario","Revista EAN; (67); 121-138","Revista EAN","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-81602009000300009&lang=pt" 
"S0120-81602009000300008-col","El derecho a la salud una búsqueda inacabada para la sociedad colombiana","Jiménez Barbosa, Wilson Giovanni","Revista EAN; (67); 107-120","Revista EAN","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-81602009000300008&lang=pt" 
"S0122-74832009000300004-col","Presencia de rotavirus durante un proceso de compostaje. Abonos como vectores de contaminación viral","Gutiérrez, María Fernanda, Bonilla, María del Pilar, Espinosa, Adriana, Mosquera, Mariela, Solano, Sandra, Martínez, María Mercedes","Universitas Scientiarum; 14(3); 206-215","Universitas Scientiarum","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-74832009000300004&lang=pt" 
"S0122-74832009000300005-col","Preparación sencilla de nuevas N-aril-N-(3-indolmetil) acetamidas y su análisis espectroscópico","Bello, Josué S, Amado, Diego F, Henao, José A., Atencio, Reinaldo, Kouznetsov, Vladímir V.","Universitas Scientiarum; 14(3); 216-224","Universitas Scientiarum","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-74832009000300005&lang=pt" 
"S0122-74832009000300001-col","Capturas ícticas incidentales de la pesca ornamental en el período de aguas bajas en el área de influencia de Puerto Carreño, Orinoquia colombiana","Prada-Pedreros, Saúl, González-Forero, Jhon, Mondragón-Estupiñan, Juan","Universitas Scientiarum; 14(3); 173-186","Universitas Scientiarum","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-74832009000300001&lang=pt" 
"S0122-74832009000300002-col","Caracterización e identificación de aislados de levaduras carotenogénicas de varias zonas naturales del Ecuador","Guamán-Burneo, Cristina, Carvajal-Barriga, Javier","Universitas Scientiarum; 14(3); 187-197","Universitas Scientiarum","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-74832009000300002&lang=pt" 
"S0122-74832009000300003-col","Efecto de tiempo y temperatura de cocción en chorizo inoculados artificialmente con Listeria monocytogenes","Molina-Moreno, Silvia Nataly, Mercado-Reyes, Marcela, Carrascal-Camacho, Ana K.","Universitas Scientiarum; 14(3); 198-205","Universitas Scientiarum","Espanhol","2009","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-74832009000300003&lang=pt" 
"S1405-27682009000200001-mex","Nuevos registros de macroalgas marinas para el estado de Sinaloa, México","Aguilar Rosas, Raúl, Ochoa Izaguire, Ma. Julia, Aguilar Rosas, Luis E., Tovalín Hernández, Omar A., Páez Osuna, Federico","Polibotánica; (28); 1-4","Polibotánica","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-27682009000200001&lang=pt" 
"S1405-27682009000200010-mex","Antimicrobial activity of medicinal plants from the Huautla Sierra Biosphere Reserve in Morelos (Mexico)","Salinas Sánchez, David O., Arteaga Najera, Gema L., León Rivera, Ismael, Dorado Ramírez, Oscar, Valladares Cisneros, Ma. Guadalupe, Navarro García, Víctor M.","Polibotánica; (28); 213-225","Polibotánica","Inglês","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-27682009000200010&lang=pt" 
"S1405-27682009000200011-mex","Flora útil y su manejo en el cono sur del estado de Yucatán, México","Zamora Crescencio, Pedro, Flores Guido, José Salvador, Ruenes Morales, Rocío","Polibotánica; (28); 227-250","Polibotánica","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-27682009000200011&lang=pt" 
"S1405-27682009000200002-mex","Análisis de la distribución de las especies de helechos y afines del valle de México, notas ecológicas y florísticas","Arreguín-Sánchez, María de la Luz, Fernández-Nava, Rafael, Quiroz-García, David Leonor, Acosta-Castellanos, Salvador","Polibotánica; (28); 15-36","Polibotánica","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-27682009000200002&lang=pt" 
"S1405-27682009000200003-mex","Distribución del genero Jatropha L. (Euphorbiaceae) en el estado de Puebla, México","Rodríguez-Acosta, Maricela, Vega-Flores, Karla, De Gante-Cabrera, Víctor Hugo, Jiménez-Ramírez, Jaime","Polibotánica; (28); 37-48","Polibotánica","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-27682009000200003&lang=pt" 
"S1405-27682009000200004-mex","Diversidad de las gramíneas de Durango, México","Herrera Arrieta, Yolanda, Cortés Ortiz, Armando","Polibotánica; (28); 49-68","Polibotánica","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-27682009000200004&lang=pt" 
"S1405-27682009000200005-mex","Estudio florístico de los cerros calizos costeros de la reserva de la biosfera Baconao, Cuba","Figueredo Cardona, Luz Margarita, Reyes Domínguez, Orlando Joel, Acosta Cantillo, Félix, Fagilde Espinosa, María del Carmen","Polibotánica; (28); 69-117","Polibotánica","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-27682009000200005&lang=pt" 
"S1405-27682009000200006-mex","Propagation and conservation of Castilleja tenuiflora Benth. (&quot;hierba del cancer&quot;) through in vitro culture","Salcedo-Morales, Guadalupe, Rosas-Romero, Gabriel, Nabor-Correa, Nayeli, Bermúdez-Torres, Kalina, López-Laredo, Alma R., Trejo-Tapia, Gabriela","Polibotánica; (28); 119-137","Polibotánica","Inglês","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-27682009000200006&lang=pt" 
"S1405-27682009000200007-mex","Exploración y caracterización de poblaciones silvestres de jitomate (Solanaceae) en tres regiones de Michoacán, México","Álvarez-Hernández, Juan Carlos, Cortez-Madrigal, Hipólito, García-Ruiz, Ignacio","Polibotánica; (28); 139-159","Polibotánica","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-27682009000200007&lang=pt" 
"S1405-27682009000200008-mex","Lluvia de polen de la ciudad de Oaxaca, México","Osorio-Pascual, Ángel, Quiroz-García, David Leonor","Polibotánica; (28); 161-190","Polibotánica","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-27682009000200008&lang=pt" 
"S1405-27682009000200009-mex","Polen atmosférico de importancia alergológica en el área metropolitana de Monterrey (Nuevo León, México), durante el periodo Marzo 2003-Febrero 2005","Rocha Estrada, Alejandra, Alvarado Vázquez, Marco A., Foroughbakhch Pournavab, Rahim, Hernández Piñero, Jorge L.","Polibotánica; (28); 191-212","Polibotánica","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-27682009000200009&lang=pt" 
"S1316-48212009000300009-ven","Estudio de puesta a tierra de instalaciones hospitalarias","Rodríguez, Leonardo, Acevedo, Rubén, Saxton, Gustavo","Universidad, Ciencia y Tecnología; 13(52); 259-264","Universidad, Ciencia y Tecnología","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-48212009000300009&lang=pt" 
"S1316-48212009000300008-ven","Diseños de circuitos electrónicos digitales utilizando la tecnología FPGA","Rojas, Leireny, Franco M, Zulay E, Pateti M, Antonio S","Universidad, Ciencia y Tecnología; 13(52); 250-258","Universidad, Ciencia y Tecnología","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-48212009000300008&lang=pt" 
"S1316-48212009000300003-ven","Situación de la industria textil en españa ante la liberalización del sector: una visión desde el punto de vista de la eficiencia y el tamaño de las empresas","Coll Serrano, Vicente, Blasco Blasco, Olga","Universidad, Ciencia y Tecnología; 13(52); 199-210","Universidad, Ciencia y Tecnología","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-48212009000300003&lang=pt" 
"S1316-48212009000300002-ven","Sistema de control en tiempo real para una Planta piloto compacta usando software libre","Alfonsi, Alfonso, Pérez, Jesús","Universidad, Ciencia y Tecnología; 13(52); 189-198","Universidad, Ciencia y Tecnología","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-48212009000300002&lang=pt" 
"S1316-48212009000300001-ven","Un adiós a nuestro editor Federico Genolet","Arzola, Minerva","Universidad, Ciencia y Tecnología; 13(52); 187-188","Universidad, Ciencia y Tecnología","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-48212009000300001&lang=pt" 
"S1316-48212009000300007-ven","Propuesta de un mecanismo de medición de las variables que afectan la eficiencia de las instituciones públicas encargadas de generar bienestar social: Caso Venezuela","Viloria Silva, Amelec Jesús, Vásquez Stanescu, Carmen Luisa, Núñez Bottini, Miguel Ángel","Universidad, Ciencia y Tecnología; 13(52); 239-249","Universidad, Ciencia y Tecnología","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-48212009000300007&lang=pt" 
"S1316-48212009000300006-ven","Simulación mediante pspice de un modelo simplificado y de alta eficiencia de una batería de plomo - ácido","Fernández, Herman, Martínez, Abelardo, Guzmán, Víctor, Giménez, María","Universidad, Ciencia y Tecnología; 13(52); 231-237","Universidad, Ciencia y Tecnología","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-48212009000300006&lang=pt" 
"S1316-48212009000300005-ven","Demanda biomecánica en el ensamblaje de un vehículo compacto","Rodríguez, Eliana del Valle, Vargas, Eduardo E, Aravena, Emilio, Cachutt, Crisdalith","Universidad, Ciencia y Tecnología; 13(52); 223-230","Universidad, Ciencia y Tecnología","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-48212009000300005&lang=pt" 
"S1316-48212009000300004-ven","Los conocimientos previos y su importancia para la comprensión del lenguaje matemático en la educación superior","Morales Urbina, Esther María","Universidad, Ciencia y Tecnología; 13(52); 211-222","Universidad, Ciencia y Tecnología","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1316-48212009000300004&lang=pt" 
"S0185-16672009000300007-mex","Réplica a Moritz Cruz","Huerta Quintanilla, Rogelio","Investigación económica; 68(269); 171-172","Investigación económica","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-16672009000300007&lang=pt" 
"S0034-77442009000300027-cri","Resprouting from roots in four Brazilian tree species","Hissae Hayashi, Adriana, Appezzato-da-Glória, Beatriz","Revista de Biología Tropical; 57(3); 789-800","Revista de Biología Tropical","Inglês","2009","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0034-77442009000300027&lang=pt" 
"S0034-77442009000300028-cri","Cronología de la regeneración del bosque tropical seco en Santa Rosa, Guanacaste, Costa Rica: I. Características edáficas","Leiva, Jorge A, Mata, Rafael, Rocha, Oscar J, Gutiérrez Soto, Marco V","Revista de Biología Tropical; 57(3); 801-815","Revista de Biología Tropical","Espanhol","2009","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0034-77442009000300028&lang=pt" 
"S0034-77442009000300029-cri","Cronología de la regeneración del bosque tropical seco en Santa Rosa, Guanacaste, Costa Rica: II. La vegetación en relación con el suelo","Leiva, Jorge A, Rocha, Oscar J, Mata, Rafael, Gutiérrez-Soto, Marco V","Revista de Biología Tropical; 57(3); 817-836","Revista de Biología Tropical","Espanhol","2009","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0034-77442009000300029&lang=pt" 
"S0034-77442009000300030-cri","Beneficial effect of spider presence on seedling recruitment of the tropical rainforest tree Dipteryx oleifera (Fabaceae)","Ruiz, Javier, Ingram-Flóres, Cherryl, Boucher, Douglas H, Chaves, Luis F","Revista de Biología Tropical; 57(3); 837-846","Revista de Biología Tropical","Inglês","2009","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0034-77442009000300030&lang=pt" 
"S0034-77442009000300031-cri","Is the red spotted green frog Hypsiboas punctatus (Anura: Hylidae) selecting its preys?: The importance of prey availability","López, Javier A, Scarabotti, Pablo A, Medrano, María C, Ghirardi, Romina","Revista de Biología Tropical; 57(3); 847-857","Revista de Biología Tropical","Inglês","2009","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0034-77442009000300031&lang=pt" 
"S0034-77442009000300032-cri","Perch-height specific predation on tropical lizard clay models: implications for habitat selection in mainland neotropical lizards","Steffen, John E","Revista de Biología Tropical; 57(3); 859-864","Revista de Biología Tropical","Inglês","2009","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0034-77442009000300032&lang=pt" 
"S0034-77442009000300033-cri","Seed predation by mammals in forest fragments in Monteverde, Costa Rica","Chinchilla, Federico A","Revista de Biología Tropical; 57(3); 865-877","Revista de Biología Tropical","Inglês","2009","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0034-77442009000300033&lang=pt" 
"S0034-77442009000300034-cri","Variabilidad genética en géneros de ciervos neotropicales (Mammalia: Cervidae) según loci microsatelitales","Ruiz-García, Manuel, Martinez-Agüero, María, Álvarez, Diana, Goodman, Simon","Revista de Biología Tropical; 57(3); 879-904","Revista de Biología Tropical","Espanhol","2009","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0034-77442009000300034&lang=pt" 
"S0034-77442009000300035-cri","Llorente-Bousquets, J. &amp; J.J. Morrone. 2005: Regionalización biogeográfica en Iberoamérica y tópicos afines","Monge-Nájera, Julián","Revista de Biología Tropical; 57(3); 905-906","Revista de Biología Tropical","Espanhol","2009","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0034-77442009000300035&lang=pt" 
"S0034-77442009000300036-cri","García G., J.E. &amp; G. Fuentes G. (eds.). 2007: Opciones al uso unilateral de plaguicidas en Costa Rica","Monge-Nájera, Julián","Revista de Biología Tropical; 57(3); 907-908","Revista de Biología Tropical","Espanhol","2009","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0034-77442009000300036&lang=pt" 
"S0185-16672009000300001-mex","La tasa de inflación en México, 2000-2007","Díaz Carreño, Miguel Ángel, Vergara González, Reyna","Investigación económica; 68(269); 13-36","Investigación económica","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-16672009000300001&lang=pt" 
"S0185-16672009000300002-mex","Integración comercial del sector agrícola y desigualdad económica en los países en vías de desarrollo","Baudasse, Thierry, Calderón Villarreal, Cuauhtémoc","Investigación económica; 68(269); 37-72","Investigación económica","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-16672009000300002&lang=pt" 
"S0185-16672009000300003-mex","Apertura comercial, balanza comercial e inversión extranjera directa en México, 1980-2006","Rodríguez Arana, Alejandro","Investigación económica; 68(269); 73-111","Investigación económica","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-16672009000300003&lang=pt" 
"S0185-16672009000300004-mex","Ventajas comparativas y política industrial en una economía abierta","Huerta Quintanilla, Rogelio","Investigación económica; 68(269); 113-141","Investigación económica","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-16672009000300004&lang=pt" 
"S0185-16672009000300005-mex","The time-varying long-run rate of unemployment in Colombia","Arango, Luis E., Posada, Carlos E.","Investigación económica; 68(269); 143-166","Investigación económica","Inglês","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-16672009000300005&lang=pt" 
"S0185-16672009000300006-mex","Comentario a Ventajas comparativas y política industrial en una economía abierta","Cruz, Moritz","Investigación económica; 68(269); 167-169","Investigación económica","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-16672009000300006&lang=pt" 
"S0001-63652009000300022-ven","Anquiloglosia: ¿cuándo intervenir? Revisión y reporte de caso","Correa, Maria  Salete Nahás Pires, Abanto Alvarez, Jenny, Correa, Fernanda  Nahás Pires, Bonini, Gabriela Azevedo de Vasconcelos Cunha","Acta Odontológica Venezolana; 47(3); 173-178","Acta Odontológica Venezolana","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0001-63652009000300022&lang=pt" 
"S0001-63652009000300020-ven","Periodontitis agresiva: Clasificación, características clínicas y etiopatogenia","Pérez Luzardo, Benigna","Acta Odontológica Venezolana; 47(3); 153-160","Acta Odontológica Venezolana","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0001-63652009000300020&lang=pt" 
"S0001-63652009000300027-ven","Pruebas para identificar especies de Candida en cavidad bucal","Guilarte, C, Pardi, G","Acta Odontológica Venezolana; 47(3); 201-205","Acta Odontológica Venezolana","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0001-63652009000300027&lang=pt" 
"S0001-63652009000300024-ven","Reparación de perforación de furca utilizando agregado de trióxido mineral (MTA)","Silveira, CMM, Sánchez-Ayala, A, Pilatti, GL, Gomes, OMM","Acta Odontológica Venezolana; 47(3); 186-193","Acta Odontológica Venezolana","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0001-63652009000300024&lang=pt" 
"S0001-63652009000300019-ven","Asociación de virus Epstein Barr con la enfermedad periodontal","Escalona, LA, Limonchy, ME","Acta Odontológica Venezolana; 47(3); 140-152","Acta Odontológica Venezolana","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0001-63652009000300019&lang=pt" 
"S0001-63652009000300018-ven","Rol del odontopediatra en el diagnóstico de maltrato infantil","Morales Chávez, Mariana C","Acta Odontológica Venezolana; 47(3); 131-139","Acta Odontológica Venezolana","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0001-63652009000300018&lang=pt" 
"S0001-63652009000300013-ven","La bioetica: salud de la cultura","Suarez, Auxifranty, Ferro, María Josefa, Molina, Luzcarin, Rodríguez G, William","Acta Odontológica Venezolana; 47(3); 89-92","Acta Odontológica Venezolana","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0001-63652009000300013&lang=pt" 
"S0001-63652009000300012-ven","Estudio histopatológico sobre el efecto de una nueva formulación de alendronato administrado por vía subcutánea","Aramburú, Guillermo, Aguzzi, Alejandra, Hubert, Sergio, Virga, Carolina","Acta Odontológica Venezolana; 47(3); 60-62","Acta Odontológica Venezolana","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0001-63652009000300012&lang=pt" 
"S0001-63652009000300011-ven","Estudio epidemiológico del fibroma traumático en una muestra de la población venezolana durante el período 1991-2001","López-Labady, Jeaneth","Acta Odontológica Venezolana; 47(3); 60-62","Acta Odontológica Venezolana","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0001-63652009000300011&lang=pt" 
"S0001-63652009000300010-ven","¿Es realmente necesaria la antibióticoterapia profiláctica en la cirugía del tercer molar?","Sillet, Marianella, Orellana, Alejandra, Salazar, Esmeralda","Acta Odontológica Venezolana; 47(3); 69-73","Acta Odontológica Venezolana","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0001-63652009000300010&lang=pt" 
"S0001-63652009000300017-ven","Manejo Multidisciplinario del paciente diagnosticado con el Síndrome de Sjögren","Rivera, H, Valero, L, Escalona, L, Roja-Sánchez, F, Ríos, MP","Acta Odontológica Venezolana; 47(3); 122-130","Acta Odontológica Venezolana","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0001-63652009000300017&lang=pt" 
"S0001-63652009000300016-ven","Agresion gingival con los procedimientos restauradores","Salazar, José Rafael, Giménez, Xiomara","Acta Odontológica Venezolana; 47(3); 116-121","Acta Odontológica Venezolana","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0001-63652009000300016&lang=pt" 
"S0001-63652009000300015-ven","Prevalencia de lesiones en la mucosa bucal en pacientes embarazadas que acuden al Servicio de Odontología de la Maternidad Concepción Palacios durante el período Enero - Julio 2003: Seminario Rotatorio- Hospitalario. Dirección de Extensión Docencia y Servicio. Facultad de Odontología. Universidad Central de Venezuela (U.C.V.)","Moret, Yuli, González, José María, Benavides, Indira, Henríquez, Yeniz, Lárez, Leira, Moreno, ","Acta Odontológica Venezolana; 47(3); 107-115","Acta Odontológica Venezolana","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0001-63652009000300015&lang=pt" 
"S0001-63652009000300014-ven","Manifestaciones bucales en embarazadas recien diagnosticadas con infecccion por vih/sida","Guerra, M E, Tovar, V, Garrido, E, Blanco, Lucila, Ferreira, A, Carvajal, A, León, JR","Acta Odontológica Venezolana; 47(3); 92-106","Acta Odontológica Venezolana","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0001-63652009000300014&lang=pt" 
"S0001-63652009000300021-ven","Acondicionamiento del lecho óseo implantar mediante regeneración ósea guiada: Reporte de un caso","Dinatale, E, González, JM","Acta Odontológica Venezolana; 47(3); 161-172","Acta Odontológica Venezolana","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0001-63652009000300021&lang=pt" 
"S0001-63652009000300026-ven","Comité de bioética de la facultad de odontología","","Acta Odontológica Venezolana; 47(3); 199-200","Acta Odontológica Venezolana","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0001-63652009000300026&lang=pt" 
"S0001-63652009000300004-ven","Candidiasis Bucal: Una revisión sistemática de las pruebas de laboratorio","Añez, Elba, Rojas-Morales, Thaìs, Calleja, José Luis, Navas, Rita","Acta Odontológica Venezolana; 47(3); 16-18","Acta Odontológica Venezolana","Espanhol","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0001-63652009000300004&lang=pt" 
