"S1517-97022007000200002-scl","Vãs querelas e verdadeiros objetivos do ensino da literatura na França","Verrier, Jean","Educação e Pesquisa; 33(2); 207-213","Educação e Pesquisa","Francês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022007000200002&lang=pt" 
"S0101-73302007000200006-scl","Burocracia educativa, trabajo docente y género: supervisoras que conducen &quot;poniendo el cuerpo&quot;","Morgade, Graciela","Educação &amp; Sociedade; 28(99); 400-425","Educação &amp; Sociedade","Espanhol","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302007000200006&lang=pt" 
"S0101-73302007000200007-scl","Da condição docente: primeiras aproximações teóricas","Teixeira, Inês Assunção de Castro","Educação &amp; Sociedade; 28(99); 426-443","Educação &amp; Sociedade","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302007000200007&lang=pt" 
"S0101-73302007000200008-scl","La regulación de la formación y el trabajo docente: un análisis crítico de la &quot;agenda educativa&quot; en América Latina","Feldfeber, Myriam","Educação &amp; Sociedade; 28(99); 444-465","Educação &amp; Sociedade","Espanhol","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302007000200008&lang=pt" 
"S0101-73302007000200009-scl","Agenda de pesquisa e opções teórico-metodológicas nas investigações sobre trabalho docente","Mancebo, Deise","Educação &amp; Sociedade; 28(99); 466-482","Educação &amp; Sociedade","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302007000200009&lang=pt" 
"S0101-73302007000200010-scl","Desafíos y perspectivas en la investigación sobre el magisterio","Chiroque Chunga, Sigfredo","Educação &amp; Sociedade; 28(99); 483-498","Educação &amp; Sociedade","Espanhol","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302007000200010&lang=pt" 
"S0101-73302007000200011-scl","Avaliação e gestão democrática na regulação da educação básica brasileira: uma relação a avaliar","Freitas, Dirce Nei Teixeira de","Educação &amp; Sociedade; 28(99); 501-521","Educação &amp; Sociedade","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302007000200011&lang=pt" 
"S0101-73302007000200012-scl","Aversão à teoria e indigência da prática: crítica a partir da filosofia de Adorno","Loureiro, Robson","Educação &amp; Sociedade; 28(99); 522-541","Educação &amp; Sociedade","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302007000200012&lang=pt" 
"S0101-73302007000200013-scl","O Manifesto dos Educadores (1959) à luz da história","Sanfelice, José Luís","Educação &amp; Sociedade; 28(99); 542-557","Educação &amp; Sociedade","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302007000200013&lang=pt" 
"S0101-73302007000200015-scl","Festas juninas nas escolas: lições de preconceitos","Campos, Judas Tadeu de","Educação &amp; Sociedade; 28(99); 589-606","Educação &amp; Sociedade","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302007000200015&lang=pt" 
"S0102-09352007000400010-scl","Efeito da vitamina C sobre o hematócrito e glicemia de alevinos de tilápia-do-nilo (Oreochromis niloticus) em transporte simulado","Okamura, D., Araújo, F.G., Logato, P.V.R., Murgas, L.D.S., Freitas, R.T.F., Araújo, R.V.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 59(4); 883-888","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352007000400010&lang=pt" 
"S1415-52732007000400001-scl","Consumo energético-protéico e estado nutricional de crianças menores de cinco anos, no estado de Pernambuco, Brasil","Menezes, Risia Cristina Egito de, Osório, Mônica Maria","Revista de Nutrição; 20(4); 337-347","Revista de Nutrição","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732007000400001&lang=pt" 
"S1415-52732007000400002-scl","Fatores de risco de anemia em lactentes matriculados em creches públicas ou filantrópicas de São Paulo","Konstantyner, Tulio, Taddei, José Augusto de Aguiar Carrazedo, Palma, Domingos","Revista de Nutrição; 20(4); 349-359","Revista de Nutrição","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732007000400002&lang=pt" 
"S0100-39842007000400001-scl","Gadolínio e fibrose nefrogênica sistêmica: o que todo médico deve saber","Leite, Claudia da Costa","Radiologia Brasileira; 40(4); IV-V","Radiologia Brasileira","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842007000400001&lang=pt" 
"S0100-39842007000400003-scl","Baixos níveis de radiação ionizante causam câncer?","Calegaro, José Ulisses Manzzini","Radiologia Brasileira; 40(4); IX-X","Radiologia Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842007000400003&lang=pt" 
"S0100-39842007000400007-scl","Imagem radiográfica de acúmulo fecal no ceco, como sinal diagnóstico de apendicite aguda","Petroianu, Andy","Radiologia Brasileira; 40(4); 239-240","Radiologia Brasileira","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842007000400007&lang=pt" 
"S0100-39842007000400013-scl","Patologias do compartimento iliopsoas: avaliação radiológica","Leão, Alberto Ribeiro de Souza, Amaral, Raquel Portugal Guimarães, Abud, Thiago Giansante, Demarchi, Guilherme Tadeu Sauaia, Freire Filho, Edison de Oliveira, Novack, Paulo Rogério, Campos, Flavio do Amaral, Santos, José Eduardo Mourão, Shigueoka, David Carlos, Fernandes, Artur da Rocha Corrêa, Szejnfeld, Jacob, D&#039;Ippolito, Giuseppe","Radiologia Brasileira; 40(4); 267-272","Radiologia Brasileira","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842007000400013&lang=pt" 
"S0100-39842007000400016-scl","Hiperplasia nodular focal do fígado: apresentação de um caso e revisão da literatura","Teixeira, Marise Silva, Faleiros, Francisca Teresa Veneziano, Griva, Beatriz Lotufo, Kiy, Yoshio, Moriguchi, Sonia Maria, Teixeira, Altamir Santos, Kategawa, Bonifácio, Coelho, Kunie Iabuki Rabello, Coelho, Cláudio Antonio Rabello","Radiologia Brasileira; 40(4); 283-285","Radiologia Brasileira","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842007000400016&lang=pt" 
"S0104-42302007000400008-scl","Implicações de aspectos etiopatogênicos no tratamento da folie à deux","Krelling, Renata, Cordeiro, Quirino, Vallada, Homero","Revista da Associação Médica Brasileira; 53(4); 291-291","Revista da Associação Médica Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302007000400008&lang=pt" 
"S0104-42302007000400010-scl","Atualização nas complicações cirúrgicas do transplante renal, baseada em evidência e centrada no paciente","Noronha, Irene L., Bernardo, Wanderley Marques","Revista da Associação Médica Brasileira; 53(4); 292-292","Revista da Associação Médica Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302007000400010&lang=pt" 
"S0104-42302007000400007-scl","Tumores congênitos do pescoço","","Revista da Associação Médica Brasileira; 53(4); 288-290","Revista da Associação Médica Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302007000400007&lang=pt" 
"S0104-42302007000400005-scl","Pacientes com câncer de pulmão em estadio inicial se beneficiam de quimioterapia neo-adjuvante?","Bernardo, Wanderley Marques, Barrichello, Adriana Paula de Castro, Cecilio, Luiza Barros","Revista da Associação Médica Brasileira; 53(4); 286-287","Revista da Associação Médica Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302007000400005&lang=pt" 
"S0104-42302007000400006-scl","Quando suspeitar de aspiração silenciosa?","Bretan, Onivaldo","Revista da Associação Médica Brasileira; 53(4); 287-287","Revista da Associação Médica Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302007000400006&lang=pt" 
"S0104-42302007000400003-scl","Como estadiar o câncer de esôfago?","Ilias, Elias Jirjoss","Revista da Associação Médica Brasileira; 53(4); 285-285","Revista da Associação Médica Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302007000400003&lang=pt" 
"S0104-42302007000400004-scl","Quando relatar reações adversas a medicamentos (RAMs) em estudos clínicos?","Marotti, Marcelo","Revista da Associação Médica Brasileira; 53(4); 285-286","Revista da Associação Médica Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302007000400004&lang=pt" 
"S0104-42302007000400001-scl","Pais e médicos precisam conhecer e recomendar as vacinas contra HPV","Aligieri, Paulo","Revista da Associação Médica Brasileira; 53(4); 283-283","Revista da Associação Médica Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302007000400001&lang=pt" 
"S0104-42302007000400002-scl","Terapia com estrogênio após a menopausa reduz o risco de calcificação na artéria coronária","Aldrighi, José M., Ribeiro, Alessandra Lorenti","Revista da Associação Médica Brasileira; 53(4); 284-284","Revista da Associação Médica Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302007000400002&lang=pt" 
"S0104-42302007000400009-scl","Indexação ao ISI Thomson","Lemos, Antônio Carlos","Revista da Associação Médica Brasileira; 53(4); 291-291","Revista da Associação Médica Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302007000400009&lang=pt" 
"S0104-42302007000400011-scl","Prevenção cardiovascular: mais direto impossível!","Caramelli, Bruno","Revista da Associação Médica Brasileira; 53(4); 293-293","Revista da Associação Médica Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302007000400011&lang=pt" 
"S0104-42302007000400019-scl","A influência da mídia nos atendimentos cardiológicos de urgência: o caso Bussunda","Taberner, Juliana Sobreira, Leite, Pedro Colli Badino de Souza, Cutait, Martin Mendonça, Takada, Julio, Mansur, Antônio de Pádua, Caramelli, Bruno","Revista da Associação Médica Brasileira; 53(4); 335-337","Revista da Associação Médica Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302007000400019&lang=pt" 
"S0104-42302007000400017-scl","Estado nutricional, ferro, cobre e zinco em escolares de favelas da cidade de São Paulo","Santos, Elisabete B., Amancio, Olga M. S., Oliva, Carlos A.G.","Revista da Associação Médica Brasileira; 53(4); 323-328","Revista da Associação Médica Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302007000400017&lang=pt" 
"S0104-42302007000400018-scl","Mudança do nível de qualidade de vida em portadores de insuficiência renal crônica terminal durante seguimento de 12 meses","Santos, Paulo Roberto, Pontes, Lígia Regina Sansigolo Kerr","Revista da Associação Médica Brasileira; 53(4); 329-334","Revista da Associação Médica Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302007000400018&lang=pt" 
"S0104-42302007000400023-scl","Qualidade dos resumos estruturados apresentados em congresso médico","Santos, Edilson F. dos, Pereira, Maurício G.","Revista da Associação Médica Brasileira; 53(4); 355-359","Revista da Associação Médica Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302007000400023&lang=pt" 
"S0104-42302007000400025-scl","Resultados do tratamento do carcinoma espinocelular anal e do seu precursor em doentes HIV-positivos","Nadal, Sidney Roberto, Horta, Sergio Henrique Couto, Calore, Edenilson Eduardo, Manzione, Carmen Ruth","Revista da Associação Médica Brasileira; 53(4); 365-369","Revista da Associação Médica Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302007000400025&lang=pt" 
"S0104-42302007000400027-scl","Homeopatia: prática médica coadjuvante","Teixeira, Marcus Zulian","Revista da Associação Médica Brasileira; 53(4); 374-376","Revista da Associação Médica Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302007000400027&lang=pt" 
"S1414-32832007000200020-spa","Adolescentes que vivem na rua: um estudo sobre a vulnerabilidade ao HIV/aids relacionada à droga, à prostituição e à violência","Nunes, Eliane Lima Guerra","Interface - Comunicação, Saúde, Educação; 11(22); 391-391","Interface - Comunicação, Saúde, Educação","Português","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832007000200020&lang=pt" 
"S1414-32832007000200001-spa","Apresentação","Quarentei, Mariangela","Interface - Comunicação, Saúde, Educação; 11(22); 191-191","Interface - Comunicação, Saúde, Educação","Português","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832007000200001&lang=pt" 
"S1414-32832007000200013-spa","Comentários sobre analogias e diferenças entre os métodos Paidéia e o &quot;interrogativo&quot;","Campos, Gastão Wagner de Sousa","Interface - Comunicação, Saúde, Educação; 11(22); 352-354","Interface - Comunicação, Saúde, Educação","Português","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832007000200013&lang=pt" 
"S1414-32832007000200007-spa","Oficina de memória para idosos: estratégia para promoção da saúde","Almeida, Maria Helena Morgani de, Beger, Maria Lucia Martuscelli, Watanabe, Helena Akemi Wada","Interface - Comunicação, Saúde, Educação; 11(22); 271-280","Interface - Comunicação, Saúde, Educação","Português","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832007000200007&lang=pt" 
"S1414-32832007000200019-spa","Estudos de filosofia e história das ciências biomédicas","Bittencourt, Silvia Cardoso","Interface - Comunicação, Saúde, Educação; 11(22); 387-389","Interface - Comunicação, Saúde, Educação","Português","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832007000200019&lang=pt" 
"S1414-32832007000200016-spa","Réplica","","Interface - Comunicação, Saúde, Educação; 11(22); 362-363","Interface - Comunicação, Saúde, Educação","Português","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832007000200016&lang=pt" 
"S0037-86822007000400024-scl","Epidemiologia, etiologia e formas clínicas das dermatofitoses em Pernambuco, 1995-2005","Damázio, Paula Maria Rodrigues de Barros Corrêa, Lacerda, Heloisa Ramos, Lacerda Filho, Armando Marsden, Magalhães, Oliane Maria Correia, Neves, Rejane Pereira","Revista da Sociedade Brasileira de Medicina Tropical; 40(4); 484-486","Revista da Sociedade Brasileira de Medicina Tropical","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000400024&lang=pt" 
"S0037-86822007000400022-scl","Vírus rábico em morcego Nyctinomops laticaudatus na Cidade do Rio de Janeiro, RJ: isolamento, titulação e epidemiologia","Silva, Marlon Vicente da, Xavier, Sheila de Matos, Moreira, Wildeberg Cal, Santos, Beatriz Cristina Pereira dos, Esbérard, Carlos E.L.","Revista da Sociedade Brasileira de Medicina Tropical; 40(4); 479-481","Revista da Sociedade Brasileira de Medicina Tropical","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000400022&lang=pt" 
"S0037-86822007000400025-scl","Encontro de Haemagogus (Conopostegus) leucocelaenus (Diptera: Culicidae), no Município de Porto Alegre, Estado do Rio Grande do Sul","Gomes, Almério de Castro, Torres, Maria Amélia Nascimento, Ferri, Lisiane, Costa, Felipe Rocha da, Silva, Allan Martins da","Revista da Sociedade Brasileira de Medicina Tropical; 40(4); 487-488","Revista da Sociedade Brasileira de Medicina Tropical","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000400025&lang=pt" 
"S0037-86822007000400021-scl","Paracoccidioidomycosis: no genetic damage in human peripheral blood cells of patients assessed by single-cell gel (comet) assay","Ribeiro-Vieira, Renata Aparecida Martinez Antunes, Ribeiro, Daniel Araki, Salvadori, Daisy Maria Favero, Marques, Sílvio Alencar","Revista da Sociedade Brasileira de Medicina Tropical; 40(4); 476-478","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000400021&lang=pt" 
"S0037-86822007000400009-scl","Controle da leishmaniose visceral em meio urbano: estudo de intervenção randomizado fatorial","Costa, Carlos Henrique Nery, Tapety, Conceição Maria M., Werneck, Guilherme L.","Revista da Sociedade Brasileira de Medicina Tropical; 40(4); 415-419","Revista da Sociedade Brasileira de Medicina Tropical","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000400009&lang=pt" 
"S0037-86822007000400006-scl","Potential use of Piper nigrum ethanol extract against pyrethroid-resistant Aedes aegypti larvae","Simas, Naomi Kato, Lima, Elisangela da Costa, Kuster, Ricardo Machado, Lage, Celso Luiz Salgueiro, Oliveira Filho, Alfredo Martins de","Revista da Sociedade Brasileira de Medicina Tropical; 40(4); 405-407","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000400006&lang=pt" 
"S0037-86822007000400027-scl","Escorpionismo na zona rural de Teresina, Estado do Piauí: relato de casos de envenenamento","Carvalho, Leonardo Sousa, Santos, Marcos Pérsio Dantas, Dias, Sidclay Calaça","Revista da Sociedade Brasileira de Medicina Tropical; 40(4); 491-491","Revista da Sociedade Brasileira de Medicina Tropical","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000400027&lang=pt" 
"S0037-86822007000400001-scl","G and P rotavirus genotypes in stool samples from children in Teresina, State of Piauí","Macedo, Carla Isabel, Christofoletti, Alice, Munford, Veridiana, Rácz, Maria Lúcia","Revista da Sociedade Brasileira de Medicina Tropical; 40(4); 381-384","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000400001&lang=pt" 
"S0037-86822007000400002-scl","Detection of viable and viable nonculturable Vibrio cholerae O1 through cultures and immunofluorescence in the Tucumán rivers, Argentina","Aulet, Olga, Silva, Clara, Fraga, Sol González, Pichel, Mariana, Cangemi, Rosa, Gaudioso, Cristina, Porcel, Norma, Jure, Maria Angela, Castillo, Marta Cecilia de, Binsztein, Noma","Revista da Sociedade Brasileira de Medicina Tropical; 40(4); 385-390","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000400002&lang=pt" 
"S0037-86822007000400004-scl","Nosocomial Mycobacterium tuberculosis transmission among healthcare students in a high incidence region, in Vitória, State of Espírito Santo","Maciel, Ethel Leonor Noia, Meireles, Waleska, Silva, Ana Paula, Fiorotti, Karina, Dietze, Reynaldo","Revista da Sociedade Brasileira de Medicina Tropical; 40(4); 397-399","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000400004&lang=pt" 
"S0037-86822007000400007-scl","Avaliação da armadilha HP iscada com diferentes taxas de liberação de octenol na captura de anofelinos (Diptera: Culicidae) em Brejo do Mutambal, Município de Varzelândia, Estado de Minas Gerais","Gama, Renata Antonaci, Andrade, Andrey José de, Andrade, Mateus Ramos de, Resende, Marcelo Carvalho de, Eiras, Álvaro Eduardo","Revista da Sociedade Brasileira de Medicina Tropical; 40(4); 408-410","Revista da Sociedade Brasileira de Medicina Tropical","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000400007&lang=pt" 
"S0037-86822007000400008-scl","Rotavírus A em crianças de até três anos de idade, hospitalizadas com gastroenterite aguda em Campo Grande, Estado do Mato Grosso do Sul","Andreasi, Márcia Sueli Assis, Batista, Sonia Maria Fernandes, Tozetti, Inês Aparecida, Ozaki, Cláudia Okanobo, Nogueira, Mariana Menegusso, Fiaccadori, Fabíola Souza, Borges, Ana Maria Tavares, Santos, Rodrigo Alessandro Togo, Cardoso, Divina das Dores de Paula","Revista da Sociedade Brasileira de Medicina Tropical; 40(4); 411-414","Revista da Sociedade Brasileira de Medicina Tropical","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000400008&lang=pt" 
"S0037-86822007000400011-scl","Tétano acidental no Estado do Ceará, entre 2002 e 2005","Feijão, Alexsandra Rodrigues, Brito, Daniele Mary Silva de, Peres, Dalila Augusto, Galvão, Marli Teresinha Gimeniz","Revista da Sociedade Brasileira de Medicina Tropical; 40(4); 426-430","Revista da Sociedade Brasileira de Medicina Tropical","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000400011&lang=pt" 
"S0037-86822007000400020-scl","Tinea capitis among children at one suburban primary school in the City of Maputo, Mozambique","Sidat, Mohsin M., Correia, Della, Buene, Titos Paulo","Revista da Sociedade Brasileira de Medicina Tropical; 40(4); 473-475","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000400020&lang=pt" 
"S0037-86822007000400014-scl","Triatoma tibiamaculata (Pinto, 1926): Tábua de vida das ninfas, duração das formas adultas e postura das fêmeas (Hemiptera - Reduviidae)","Rodrigues, Vera Lúcia Cortiço Corrêa, Ferraz Filho, Antenor Nascimento, Silva, Eduardo Olavo da Rocha e","Revista da Sociedade Brasileira de Medicina Tropical; 40(4); 443-446","Revista da Sociedade Brasileira de Medicina Tropical","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000400014&lang=pt" 
"S0037-86822007000400018-scl","Prototecose cutânea: relato de caso","Carneiro, Fabiana Pirani, Moraes, Mário Augusto P., Rebêlo, Ana Maria G., Coutinho, Amália M.","Revista da Sociedade Brasileira de Medicina Tropical; 40(4); 466-468","Revista da Sociedade Brasileira de Medicina Tropical","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000400018&lang=pt" 
"S0037-86822007000400017-scl","Mycetoma fungal infection: multiple organisms as colonizers or pathogens?","Pilsczek, Florian H., Augenbraun, Michael","Revista da Sociedade Brasileira de Medicina Tropical; 40(4); 463-465","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000400017&lang=pt" 
"S0037-86822007000400019-scl","Espondilodiscite por brucelose: relato de caso","Mello, Caroline Castro Figueira de, Souza, Daltono Umberto de, Glória, Francisco Antônio Capita, Moura, Leonardo Oliveira, Mello, George Castro Figueira de","Revista da Sociedade Brasileira de Medicina Tropical; 40(4); 469-472","Revista da Sociedade Brasileira de Medicina Tropical","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000400019&lang=pt" 
"S0037-86822007000400028-scl","Nephrotic syndrome in hepatosplenic schistosomiasis mansoni","Lambertucci, José Roberto, Otoni, Alba, Reis, Marlene Antônia dos","Revista da Sociedade Brasileira de Medicina Tropical; 40(4); 492-493","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000400028&lang=pt" 
"S0037-86822007000400023-scl","Estudo de validação comparativo entre as técnicas Elisa e RIFI para diagnosticar Leishmania sp em cães errantes apreendidos no município de Campos dos Goytacazes, Estado do Rio de Janeiro","Távora, Mariane Pinto Fernandes, Pereira, Maria Angélica Vieira da Costa, Silva, Valmir Laurentino, Vita, Gilmar Ferreira","Revista da Sociedade Brasileira de Medicina Tropical; 40(4); 482-483","Revista da Sociedade Brasileira de Medicina Tropical","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000400023&lang=pt" 
"S0037-86822007000400026-scl","The neglected Plasmodium vivax: are researchers from endemic areas really concerned about new treatment options?","Lacerda, Marcus Vinícus Guimarães de, Zackiewicz, Christina, Alecrim, Wilson Duarte, Alecrim, Maria das Graças C.","Revista da Sociedade Brasileira de Medicina Tropical; 40(4); 489-490","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000400026&lang=pt" 
"S1676-24442007000400001-scl","Nossa capa","","Jornal Brasileiro de Patologia e Medicina Laboratorial; 43(4); -","Jornal Brasileiro de Patologia e Medicina Laboratorial","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442007000400001&lang=pt" 
"S1413-70542007000400010-scl","Efeito de indutores de resistência sobre Meloidogyne exigua do cafeeiro","Salgado, Sônia Maria de Lima, Resende, Mário Lúcio Vilela, Campos, Vicente Paulo","Ciência e Agrotecnologia; 31(4); 1007-1013","Ciência e Agrotecnologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542007000400010&lang=pt" 
"S1413-70542007000400011-scl","Efeito do pH da água de embebição e do trincamento das sementes de maracujazeiro amarelo na germinação e desenvolvimento inicial","Wagner Júnior, Américo, Negreiros, Jacson Rondinelli da Silva, Alexandre, Rodrigo Sobreira, Pimentel, Leonardo Duarte, Bruckner, Claudio Horst","Ciência e Agrotecnologia; 31(4); 1014-1019","Ciência e Agrotecnologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542007000400011&lang=pt" 
"S1413-70542007000400012-scl","Eficiência de absorção, transporte e utilização de macronutrientes por porta-enxertos de caramboleira, cultivados em soluções nutritivas","Rozane, Danilo Eduardo, Prado, Renato de Mello, Franco, Claudenir Facincani, Natale, William","Ciência e Agrotecnologia; 31(4); 1020-1026","Ciência e Agrotecnologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542007000400012&lang=pt" 
"S1413-70542007000400016-scl","Organogênese direta em explantes caulinares de mangabeira (Hancornia speciosa Gomes)","Soares, Fernanda Pereira, Paiva, Renato, Alvarenga, Amauri Alves de, Nogueira, Raírys Cravo, Emrich, Eduardo Bucsan, Martinotto, Cristiano","Ciência e Agrotecnologia; 31(4); 1048-1053","Ciência e Agrotecnologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542007000400016&lang=pt" 
"S1413-70542007000400020-scl","Viabilidade do sistema de produção de mudas em bandejas em três cultivares de cebola","Reghin, Marie Yamamoto, Otto, Rosana Fernandes, Olinik, Jean Ricardo, Jacoby, Carlos Felipe Stülp","Ciência e Agrotecnologia; 31(4); 1075-1084","Ciência e Agrotecnologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542007000400020&lang=pt" 
"S1413-70542007000400024-scl","Estabilidade da cor de doces em massa de polpa de umbu (Spondias tuberosa arr. cam.) no estádio de maturação verde","Policarpo, Vânia Madeira Nunes, Borges, Soraia Vilela, Endo, Érika, Castro, Fernanda Travassos de, Damico, Aline Azevedo, Cavalcanti, Nilton Brito","Ciência e Agrotecnologia; 31(4); 1102-1107","Ciência e Agrotecnologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542007000400024&lang=pt" 
"S1413-70542007000400025-scl","Influência da temperatura e velocidade do ar na secagem de manjericão (Ocimum basilicum L.) com relação aos teores de óleos essenciais e de linalol","Soares, Rilvaynia Dantas, Chaves, Modesto Antonio, Silva, Arienilmar Araujo Lopes da, Silva, Marcondes Viana da, Souza, Betânia dos Santos","Ciência e Agrotecnologia; 31(4); 1108-1113","Ciência e Agrotecnologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542007000400025&lang=pt" 
"S1413-70542007000400026-scl","Linhagens de feijão (phaseolus vulgaris L.): composição química e digestibilidade protéica","Mesquita, Fabrício Rivelli, Corrêa, Angelita Duarte, Abreu, Celeste Maria Patto de, Lima, Rafaella Araújo Zambaldi, Abreu, Angela de Fátima Barbosa","Ciência e Agrotecnologia; 31(4); 1114-1121","Ciência e Agrotecnologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-70542007000400026&lang=pt" 
