"S1414-98932015000300959-scl","Significações Dadas pelos Progenitores acerca do Diagnóstico de Câncer dos Filhos","Frizzo, Natalia Schopf, Quintana, Alberto Manuel, Salvagni, Adelise, Barbieri, Ângela, Gebert, Lenir","Psicologia: Ciência e Profissão; 35(3); 959-972","Psicologia: Ciência e Profissão","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-98932015000300959&lang=pt" 
"S2317-64312015000300262-scl","Depressão pós-parto e habilidades pragmáticas: comparação entre gêneros de uma população brasileira de baixa renda","Brocchi, Beatriz Servilha, Bussab, Vera Silvia Raad, David, Vinícius","Audiology - Communication Research; 20(3); 262-268","Audiology - Communication Research","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-64312015000300262&lang=pt" 
"S2317-64312015000300198-scl","Correlação entre tempo de trânsito oral e faríngeo no acidente vascular cerebral","Santos, Rarissa Rúbia Dallaqua dos, Cola, Paula Cristina, Jorge, Adriana Gomes, Peres, Fernanda Matias, Lauris, José Roberto Pereira, Silva, Roberta Gonçalves da","Audiology - Communication Research; 20(3); 198-202","Audiology - Communication Research","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-64312015000300198&lang=pt" 
"S2317-64312015000300191-scl","Diadococinesia oral e função mastigatória em idosos saudáveis","Costa, Danila Rodrigues, Totta, Tatiane, Silva-Arone, Marcela Maria Alves da, Brasolotto, Alcione Ghedini, Berretin-Felix, Giédre","Audiology - Communication Research; 20(3); 191-197","Audiology - Communication Research","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-64312015000300191&lang=pt" 
"S0211-57352015000300004-esp","La medida de la capacidad reflexiva: instrumentos disponibles en castellano y tareas pendientes","Sánchez Pascual, María, León Quismondo, Leticia, García López de Arenosa, Araceli, Mas Hesse, Josefina, Fernández Liria, Alberto","Revista de la Asociación Española de Neuropsiquiatría; 35(127); 487-510","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352015000300004&lang=pt" 
"S0211-57352015000300009-esp","Atención, memoria y funciones ejecutivas en los trastornos del espectro autista: ¿cuánto hemos avanzado desde Leo Kanner?","Seijas Gómez, Raquel","Revista de la Asociación Española de Neuropsiquiatría; 35(127); 573-586","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352015000300009&lang=pt" 
"S0211-57352015000300007-esp","Mindfulness en perspectiva","Santachita, Antonio, Vargas, Martín L.","Revista de la Asociación Española de Neuropsiquiatría; 35(127); 541-553","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352015000300007&lang=pt" 
"S2071-081X2015000200007-bol","La educación occidental del indio como medio de desarrollo del Estado Boliviano en el Periodo Liberal (1898-1935)","Gamarra Pérez, Ruben Alejandro","Fides et Ratio - Revista de Difusión cultural y científica de la Universidad La Salle en Bolivia; 10(10); 115-127","Fides et Ratio - Revista de Difusión cultural y científica de la Universidad La Salle en Bolivia","Espanhol","2015","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S2071-081X2015000200007&lang=pt" 
"S2071-081X2015000200006-bol","Desafíos metodológicos en la educación virtual: Aproximación a las complejidades de la enseñanza virtual y el rescate del valor del contacto social","Arteaga, Carlos, Enriquez, Ninoska, Chuquimia, José Luis","Fides et Ratio - Revista de Difusión cultural y científica de la Universidad La Salle en Bolivia; 10(10); 99-114","Fides et Ratio - Revista de Difusión cultural y científica de la Universidad La Salle en Bolivia","Espanhol","2015","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S2071-081X2015000200006&lang=pt" 
"S0211-57352015000300003-esp","Análisis de la demanda en Salud Mental en el Principado de Asturias (II): expectativas, preferencias e información de los usuarios","Valencia Agudo, Fátima, García Haro, Juan, Viuda Suárez, María Eugenia de la, Pérez Zabalza, Ana, Gimeno Peón, Alberto","Revista de la Asociación Española de Neuropsiquiatría; 35(127); 473-485","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352015000300003&lang=pt" 
"S0211-57352015000300002-esp","Aspectos conceptuales sobre el proceso de decisión compartida en salud mental","Villagrán, José M., Lara Ruiz-Granados, Ignacio, González-Saiz, Francisco","Revista de la Asociación Española de Neuropsiquiatría; 35(127); 455-472","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352015000300002&lang=pt" 
"S0211-57352015000300012-esp","Responsabilidad Social, Marketing e Industria Farmacéutica: a propósito del informe Mental Health and Integration","Valverde Eizaguirre, Miguel A., Inchauspe Aróstegui, José A.","Revista de la Asociación Española de Neuropsiquiatría; 35(127); 619-631","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352015000300012&lang=pt" 
"S0211-57352015000300021-esp","Ha muerto Enrique Rivas, pero ha muerto viejo y sin años","","Revista de la Asociación Española de Neuropsiquiatría; 35(127); 707-708","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352015000300021&lang=pt" 
"S0211-57352015000300017-esp","Nueva Junta AEN","","Revista de la Asociación Española de Neuropsiquiatría; 35(127); 701-701","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352015000300017&lang=pt" 
"S0211-57352015000300011-esp","Abordaje psicocomunitario: experiencia de tratamiento en el CSM de Aiala-Llodio","Cortajarena García, M.ª Cristina, López Aldana, Joseba, García-Valenciano Bragado, Patricia, Gutiérrez Solana, Beatriz, Ron Martín, Santiago, Fernández Nicolás, Emilia, Azpiazu Gómez, Pedro José","Revista de la Asociación Española de Neuropsiquiatría; 35(127); 609-615","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352015000300011&lang=pt" 
"S0211-57352015000300008-esp","Cocaína: una revisión de la adicción y el tratamiento","González Llona, Irantzu, Tumuluru, Sumant, González-Torres, Miguel Ángel, Gaviria, Moisés","Revista de la Asociación Española de Neuropsiquiatría; 35(127); 555-571","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352015000300008&lang=pt" 
"S0211-57352015000300014-esp","Almanaques de locos: la representación popular de la locura en la España de posguerra","Porcel Torrens, Andrés","Revista de la Asociación Española de Neuropsiquiatría; 35(127); 649-671","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352015000300014&lang=pt" 
"S0211-57352015000300006-esp","Grupos de alta para pacientes con distimia crónica: una propuesta psicoterapéutica orientada al fin de tratamiento","Otero Rodríguez, Juan, Alés Portillo, Aurora, Vucínovich, Nicolás","Revista de la Asociación Española de Neuropsiquiatría; 35(127); 527-540","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352015000300006&lang=pt" 
"S0211-57352015000300013-esp","Reflexiones nerviosas: los fantasmas","Medrano, Juan","Revista de la Asociación Española de Neuropsiquiatría; 35(127); 635-646","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352015000300013&lang=pt" 
"S0870-82312015000300004-prt","Representações sociais da velhice","Daniel, Fernanda, Antunes, Anna, Amaral, Inês","Análise Psicológica; 33(3); 291-301","Análise Psicológica","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312015000300004&lang=pt" 
"S0870-82312015000300002-prt","A confiança em testemunhas: O papel das diferenças individuais","Fundinho, João, Luna, Karlos, Albuquerque, Pedro B.","Análise Psicológica; 33(3); 265-277","Análise Psicológica","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312015000300002&lang=pt" 
"S0211-57352015000300016-esp","Documentos en la red","","Revista de la Asociación Española de Neuropsiquiatría; 35(127); 689-698","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352015000300016&lang=pt" 
"S0211-57352015000300010-esp","Psicoterapia relacional del Trastorno Límite de Personalidad: parte II","Martínez Rodríguez, José Manuel, Martín Cabrero, Beatriz","Revista de la Asociación Española de Neuropsiquiatría; 35(127); 587-606","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352015000300010&lang=pt" 
"S0211-57352015000300005-esp","Una propuesta de actualización del modelo bio-psico-social para ser aplicado a la esquizofrenia","Ramos Pozón, Sergio","Revista de la Asociación Española de Neuropsiquiatría; 35(127); 511-526","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352015000300005&lang=pt" 
"S0718-58392015000400014-chl","Reference evapotranspiration estimates based on minimum meteorological variable requirements of historical weather data","Steidle Neto, Antonio J, Borges Júnior, João C.F, Andrade, Camilo L.T, Lopes, Daniela C, Nascimento, Priscilla T","Chilean journal of agricultural research; 75(3); 366-374","Chilean journal of agricultural research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392015000400014&lang=pt" 
"S0718-58392015000400015-chl","Insecticidal activity of young and mature leaves essential oil from Eucalyptus globulus Labill. against Tribolium confusum Jacquelin du Val (Coleoptera: Tenebrionidae)","Russo, Serafina, Cabrera, Nora, Chludil, Hugo, Yaber-Grass, Margarita, Leicach, Silvia","Chilean journal of agricultural research; 75(3); 375-379","Chilean journal of agricultural research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392015000400015&lang=pt" 
"S0718-58392015000400012-chl","Microbiological activity and N transformations in a soil subjected to aggregate extraction amended with pig slurry","Quiroz, Madelaine, Varnero, María Teresa","Chilean journal of agricultural research; 75(3); 350-356","Chilean journal of agricultural research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392015000400012&lang=pt" 
"S0718-58392015000400013-chl","Relationship of soil physical quality parameters and maize yield in a Brazilian Oxisol","Bergamin, Anderson C, Vitorino, Antonio C.T, Souza, Fabio R, Venturoso, Luciano R, Bergamin, Luara P.P, Campos, Milton C.C","Chilean journal of agricultural research; 75(3); 357-365","Chilean journal of agricultural research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392015000400013&lang=pt" 
"S0718-58392015000400010-chl","Bioactivity of Peumus boldus Molina, Laurelia sempervirens (Ruiz &amp; Pav.) Tul. and Laureliopsis philippiana (Looser) Schodde (Monimiacea) essential oils against Sitophilus zeamais Motschulsky","Herrera-Rodríguez, Carmen, Ramírez-Mendoza, Carolina, Becerra-Morales, Itzel, Silva-Aguayo, Gonzalo, Urbina-Parra, Angélica, Figueroa-Cares, Inés, Martínez-Bolaños, Luciano, Rodríguez-Maciel, J. Concepción, Lagunes-Tejeda, Angel, Pastene-Navarrete, Edgar, Bustamante-Salazar, Luis","Chilean journal of agricultural research; 75(3); 334-340","Chilean journal of agricultural research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392015000400010&lang=pt" 
"S0718-58392015000400011-chl","Evaluation of three semi-empirical approaches to estimate the net radiation over a drip-irrigated olive orchard","López-Olivari, Rafael, Ortega-Farías, Samuel, Morales, Luis, Valdés, Héctor","Chilean journal of agricultural research; 75(3); 341-349","Chilean journal of agricultural research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392015000400011&lang=pt" 
"S0718-58392015000400009-chl","Modeling climate change impacts on overwintering of Spodoptera exigua Hübner in regions of China","Zheng, Xia-Lin, Huang, Qing-Cheng, Cao, Wan-Zheng, Lu, Wen, Wang, Guo-Quan, Yu, Shu-Zhong, Yang, Zhen-De, Wang, Xiao-Ping","Chilean journal of agricultural research; 75(3); 328-333","Chilean journal of agricultural research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392015000400009&lang=pt" 
"S0718-58392015000400008-chl","Identification of virus and nematode resistance genes in the Chilota Potato Genebank of the Universidad Austral de Chile","López, Marlon, Riegel, Ricardo, Lizana, Carolina, Behn, Anita","Chilean journal of agricultural research; 75(3); 320-327","Chilean journal of agricultural research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392015000400008&lang=pt" 
"S0718-58392015000400005-chl","Different aspects of Lactobacillus inoculants on the improvement of quality and safety of alfalfa silage","Zielińska, Krystyna, Fabiszewska, Agata, Stefańska, Ilona","Chilean journal of agricultural research; 75(3); 298-306","Chilean journal of agricultural research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392015000400005&lang=pt" 
"S0718-58392015000400004-chl","Influence of microclimatic conditions under high tunnels on the physiological and productive responses in blueberry &#039;O&#039;Neal&#039;","Retamal-Salgado, Jorge, Bastías, Richard M, Wilckens, Rosemarie, Paulino, Leandro","Chilean journal of agricultural research; 75(3); 291-297","Chilean journal of agricultural research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392015000400004&lang=pt" 
"S0718-58392015000400007-chl","Effects of Pleurotus sapidus (Schulzer) Sacc. treatment on nutrient composition and ruminal fermentability of barley straw, barley rootless, and a mixture of the two","Soto-Sánchez, Alfonso, Ramírez-Bribiesca, J. Efrén, Meneses-Mayo, Marcos, Loera-Corral, Octavio, Miranda-Romero, Luis A, Bárcena-Gama, Ricardo","Chilean journal of agricultural research; 75(3); 313-319","Chilean journal of agricultural research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392015000400007&lang=pt" 
"S0718-58392015000400006-chl","Carcass and non-carcass characteristics of sheep fed on cassava (Manihot pseudoglaziovii Pax &amp; K. Hoffm.)","Maciel, Michel V, Carvalho, Francisco F.R, Batista, Ângela M.V, Guim, Adriana, Souza, Evaristo J.O., Maciel, Laura P.A.A., Pereira Neto, José D, Lima Junior, Dorgival M","Chilean journal of agricultural research; 75(3); 307-312","Chilean journal of agricultural research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392015000400006&lang=pt" 
"S0718-58392015000400001-chl","Genetic diversity, identification, and certification of Chilean rice varieties using molecular markers","Becerra, Viviana, Paredes, Mario, Gutiérrez, Eduardo, Rojo, Carmen","Chilean journal of agricultural research; 75(3); 267-274","Chilean journal of agricultural research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392015000400001&lang=pt" 
"S0718-58392015000400003-chl","Over fertilization limits lettuce productivity because of osmotic stress","Albornoz, Francisco, Heinrich Lieth, J","Chilean journal of agricultural research; 75(3); 284-290","Chilean journal of agricultural research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-58392015000400003&lang=pt" 
"S0211-57352015000300020-esp","En memoria de Begoña Mazagatos Uriarte (Vocal de la Junta Directiva de OME-AEN): textos nacidos en la amistad compartida","","Revista de la Asociación Española de Neuropsiquiatría; 35(127); 704-707","Revista de la Asociación Española de Neuropsiquiatría","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0211-57352015000300020&lang=pt" 
"S0870-82312015000300005-prt","Implicações da vinculação amorosa e suporte social na autoestima em jovens universitários","Freitas, Vânia, Mota, Catarina Pinheiro","Análise Psicológica; 33(3); 303-315","Análise Psicológica","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312015000300005&lang=pt" 
"S0870-82312015000300007-prt","Representações de vinculação e qualidade do brincar interativo em crianças em idade pré-escolar","Figueiredo, Mafalda, Gatinho, Ana, Torres, Nuno, Pinto, Alexandra, Santos, António J., Veríssimo, Manuela","Análise Psicológica; 33(3); 335-345","Análise Psicológica","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312015000300007&lang=pt" 
"S0870-82312015000300006-prt","Conciliação família-trabalho vivida a dois: Um estudo qualitativo com casais com filhos pequenos","Mendonça, Mariana, Matos, Paula Mena","Análise Psicológica; 33(3); 317-334","Análise Psicológica","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312015000300006&lang=pt" 
"S0870-82312015000300001-prt","Influência da familiaridade com procedimentos judiciais de interrogatório na sugestionabilidade interrogativa de reclusos reincidentes","Penajoia, Marta Sofia, Pinho, Maria Salomé, Dias, Isabel Teixeira","Análise Psicológica; 33(3); 251-264","Análise Psicológica","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312015000300001&lang=pt" 
"S0870-82312015000300003-prt","The prevalence of personality disorders in Portuguese male prison inmates: Implications for penitentiary treatment","Brazão, Nélio, Motta, Carolina da, Rijo, Daniel, Pinto-Gouveia, José","Análise Psicológica; 33(3); 279-290","Análise Psicológica","Inglês","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-82312015000300003&lang=pt" 
"S2317-64312015000300210-scl","Análise da variação prosódica em diferentes estilos de reportagens telejornalísticas","Dias, Thalita Evaristo Couto, Martins, Priscila Campos, Teixeira, Letícia Caldas, Gama, Ana Cristina Côrtes","Audiology - Communication Research; 20(3); 210-214","Audiology - Communication Research","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-64312015000300210&lang=pt" 
"S1980-65742015000300305-scl","Improving aerobic capacity through active videogames: A randomized controlled trial","Brito-Gomes, Jorge Luiz de, Perrier-Melo, Raphael José, Wikstrom, Erik Anders, Costa, Manoel da Cunha","Motriz: Revista de Educação Física; 21(3); 305-311","Motriz: Revista de Educação Física","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-65742015000300305&lang=pt" 
"S1851-82652015000300003-spa","Religión y salud: la intervención pública de agentes religiosos católicos formados en bioética en el debate parlamentario sobre la muerte digna en la Argentina","Irrazábal, Gabriela","Salud Colectiva; 11(3); 331-349","Salud Colectiva","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1851-82652015000300003&lang=pt" 
"S1851-82652015000300009-spa","Valores percibidos en la publicidad de alimentos por jóvenes con y sin trastornos de la conducta alimentaria","Mas-Manchón, Lluís, Rodríguez-Bravo, Ángel, Montoya-Vilar, Norminanda, Morales-Morante, Fernando, Lopes, Elaine, Añaños, Elena, Peres, Rafaella, Martínez, María Eugenia, Grau, Antoni","Salud Colectiva; 11(3); 423-444","Salud Colectiva","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1851-82652015000300009&lang=pt" 
"S1851-82652015000300002-spa","Las enfermedades ¿son solo padecimientos?: biomedicina, formas de atención &quot;paralelas&quot; y proyectos de poder","Menéndez, Eduardo L.","Salud Colectiva; 11(3); 301-330","Salud Colectiva","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1851-82652015000300002&lang=pt" 
"S1851-82652015000300006-spa","Cartografía de heterotopías psicoactivas: una mirada a los discursos médicos, jurídicos y sociales sobre los usos de drogas","Massó, Paloma","Salud Colectiva; 11(3); 381-399","Salud Colectiva","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1851-82652015000300006&lang=pt" 
"S0102-33062015000300285-scl","Seed imbibition and germination of Plathymenia reticulata Benth. (Fabaceae) affected by mercury: possible role of aquaporins","Cardoso, Amanda Ávila, Borges, Eduardo Euclydes de Lima e, Souza, Genaina Aparecida de, Silva, Cristiane Jovelina da, Pires, Raquel Maria de Oliveira, Dias, Denise Cunha Fernandes dos Santos","Acta Botanica Brasilica; 29(3); 285-291","Acta Botanica Brasilica","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062015000300285&lang=pt" 
"S0256-95742015000900036-sza","Five tips for good office spirometry","Maree, D M","SAMJ: South African Medical Journal; 105(9); 791-791","SAMJ: South African Medical Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742015000900036&lang=pt" 
"S0102-33062015000300400-scl","Effects of flooding on the spatial distribution of soil seed and spore banks of native grasslands of the Pantanal wetland","Oliveira, Patricia Carla de, Torezan, José Marcelo Domingues, Cunha, Catia Nunes da","Acta Botanica Brasilica; 29(3); 400-407","Acta Botanica Brasilica","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062015000300400&lang=pt" 
"S0001-37652015000401783-scl","Correlation between radiation dose and p53 protein expression levels in human lymphocytes","CAVALCANTI, MARIANA B., FERNANDES, THIAGO S., SILVA, EDVANE B., AMARAL, ADEMIR","Anais da Academia Brasileira de Ciências; 87(3); 1783-1790","Anais da Academia Brasileira de Ciências","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652015000401783&lang=pt" 
"S0102-33062015000300383-scl","Evidence of morphometric differentiation among Antarctic moss populations as a response to local microenvironment","Medina, Rayssa Garay, Barcellos, Suziane Alves, Victoria, Filipe de Carvalho, Albuquerque, Margéli Pereira de, Pereira, Antonio Batista, Stefenon, Valdir Marcos","Acta Botanica Brasilica; 29(3); 383-390","Acta Botanica Brasilica","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062015000300383&lang=pt" 
"S0001-37652015000401737-scl","Bacterial and Archaeal Communities Variability Associated with Upwelling and Anthropogenic Pressures in the Protection Area of Arraial do Cabo (Cabo Frio region - RJ)","COELHO-SOUZA, SERGIO A., ARAÚJO, FÁBIO V., CURY, JULIANO C., JESUS, HUGO E., PEREIRA, GILBERTO C., GUIMARÃES, JEAN R.D., PEIXOTO, RAQUEL S., DÁVILA, ALBERTO M.R., ROSADO, ALEXANDRE S.","Anais da Academia Brasileira de Ciências; 87(3); 1737-1750","Anais da Academia Brasileira de Ciências","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652015000401737&lang=pt" 
"S0102-33062015000300292-scl","Asymbiotic culture of Cattleya intermedia Graham (Orchidaceae): the influence of macronutrient salts and sucrose concentrations on survival and development of plantlets","Sasamori, Márcio Hisayuki, Endres Júnior, Delio, Droste, Annette","Acta Botanica Brasilica; 29(3); 292-298","Acta Botanica Brasilica","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062015000300292&lang=pt" 
"S0001-37652015000401791-scl","Counteracting effects on free radicals and histological alterations induced by a fraction with casearins","ARAÚJO, ÉVERTON JOSÉ FERREIRA DE, OLIVEIRA, GUILHERME ANTÔNIO LOPES DE, SOUSA, LÍVIA QUEIROZ DE, BOLZANI, VANDERLAN DA SILVA, CAVALHEIRO, ALBERTO JOSÉ, TOME, ADRIANA DA ROCHA, PERON, ANA PAULA, SANTOS, ANDRÉ GONZAGA DOS, CITÓ, ANTONIA MARIA DAS GRAÇAS LOPES, PESSOA, CLÁUDIA, FREITAS, RIVELILSON MENDES DE, FERREIRA, PAULO MICHEL PINHEIRO","Anais da Academia Brasileira de Ciências; 87(3); 1791-1807","Anais da Academia Brasileira de Ciências","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652015000401791&lang=pt" 
"S0102-33062015000300327-scl","Species composition, diversity, and vegetation structure in a gallery forest-cerrado sensu stricto transition zone in eastern Mato Grosso, Brazil","Lenza, Eddie, Santos, Josias O., Maracahipes-Santos, Leonardo","Acta Botanica Brasilica; 29(3); 327-338","Acta Botanica Brasilica","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062015000300327&lang=pt" 
"S0102-33062015000300354-scl","Diversity and conservation of Pottiaceae (Pottiales) in the Atlantic Rainforest","Costa, Denise Pinheiro da","Acta Botanica Brasilica; 29(3); 354-374","Acta Botanica Brasilica","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062015000300354&lang=pt" 
"S0102-33062015000300299-scl","A relict species restricted to a quartzitic mountain in tropical America: an example of microrefugium?","Barbosa, Newton Pimentel de Ulhôa, Fernandes, G. Wilson, Sanchez-Azofeifa, Arturo","Acta Botanica Brasilica; 29(3); 299-309","Acta Botanica Brasilica","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062015000300299&lang=pt" 
"S0001-37652015000401823-scl","Physicochemical, in vitro and in vivo evaluation of flurbiprofen microemulsion","NAEEM, MUHAMMAD, RAHMAN, NISAR UR, TAVARES, GUILHERME. D., BARBOSA, SÁVIO F., CHACRA, NÁDIA B., LÖBENBERG, RAIMAR, SARFRAZ, MUHAMMAD K.","Anais da Academia Brasileira de Ciências; 87(3); 1823-1831","Anais da Academia Brasileira de Ciências","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652015000401823&lang=pt" 
"S0001-37652015000401623-scl","Environmental changes during the last millennium based on multi-proxy palaeoecological records in a savanna-forest mosaic from the northernmost Brazilian Amazon region","MENESES, MARIA ECILENE N.S., COSTA, MARCONDES L., ENTERS, DIRK, BEHLING, HERMANN","Anais da Academia Brasileira de Ciências; 87(3); 1623-1651","Anais da Academia Brasileira de Ciências","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652015000401623&lang=pt" 
"S0001-37652015000401653-scl","Structural Properties of the Brazilian Air Transportation Network","COUTO, GUILHERME S., SILVA, ANA PAULA COUTO DA, RUIZ, LINNYER B., BENEVENUTO, FABRÍCIO","Anais da Academia Brasileira de Ciências; 87(3); 1653-1674","Anais da Academia Brasileira de Ciências","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652015000401653&lang=pt" 
"S0102-33062015000300425-scl","Pollen morphology and its taxonomic significance in the genus Bomarea Mirb. (Alstroemeriaceae) - I. Subgenera Baccata, Sphaerine, and Wichuraea","Sarwar, Abul Khayer Mohammad Golam, Hoshino, Yoichiro, Araki, Hajime","Acta Botanica Brasilica; 29(3); 425-432","Acta Botanica Brasilica","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062015000300425&lang=pt" 
"S0001-37652015000401583-scl","Santonian dinocyst assemblages of the Santa Marta Formation, Antarctic Peninsula: Inferences for paleoenvironments and paleoecology","CASTRO, SUSAN P., CARVALHO, MARCELO A.","Anais da Academia Brasileira de Ciências; 87(3); 1583-1597","Anais da Academia Brasileira de Ciências","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652015000401583&lang=pt" 
"S0001-37652015000401809-scl","Neurotrophins, cytokines, oxidative parameters and funcionality in Progressive Muscular Dystrophies","COMIM, CLARISSA M., MATHIA, GISIANE B., HOEPERS, ANDREZA, TUON, LISIANE, KAPCZINSKI, FLÁVIO, DAL-PIZZOL, FELIPE, QUEVEDO, JOÃO, ROSA, MARIA I.","Anais da Academia Brasileira de Ciências; 87(3); 1809-1818","Anais da Academia Brasileira de Ciências","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652015000401809&lang=pt" 
