"S0100-40422011000200013-scl","Derivados citotóxicos de vitanolidos isolados das folhas de Acnistus arborescens","Minguzzi, Sandro, Barata, Lauro E. S., Cordell, Geoffrey A.","Química Nova; 34(2); 237-241","Química Nova","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422011000200013&lang=pt" 
"S1413-81232011000700032-spa","Representações sociais da homeopatia: uma revisão de estudos produzidos no Estado do Espírito Santo","Figueiredo, Túlio Alberto Martins de, Machado, Vera Lúcia Taqueti","Ciência &amp; Saúde Coletiva; 16(); 999-1005","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700032&lang=pt" 
"S1413-81232011000700031-spa","Estudo da demanda ambulatorial da clínica de odontologia da Universidade do Estado do Amazonas","Sponchiado Júnior, Emílio Carlos, Souza, Torricelly Barreto de","Ciência &amp; Saúde Coletiva; 16(); 993-997","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700031&lang=pt" 
"S1413-81232011000700030-spa","Os homens não vêm! Ausência e/ou invisibilidade masculina na atenção primária","Gomes, Romeu, Moreira, Martha Cristina Nunes, Nascimento, Elaine Ferreira do, Rebello, Lucia Emília Figueiredo de Sousa, Couto, Márcia Thereza, Schraiber, Lilia Blima","Ciência &amp; Saúde Coletiva; 16(); 983-992","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700030&lang=pt" 
"S1413-81232011000700029-spa","Os grupos na atenção básica de saúde de Porto Alegre: usos e modos de intervenção terapêutica","Maffacciolli, Rosana, Lopes, Marta Julia Marques","Ciência &amp; Saúde Coletiva; 16(); 973-982","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700029&lang=pt" 
"S1413-81232011000700028-spa","Saúde da Família: o desafio de uma atenção coletiva","Moimaz, Suzely Adas Saliba, Fadel, Cristina Berger, Yarid, Sérgio Donha, Diniz, Diego Garcia","Ciência &amp; Saúde Coletiva; 16(); 965-972","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700028&lang=pt" 
"S1413-81232011000700027-spa","Promoção de saúde em unidades básicas: análise das representações sociais dos usuários sobre a atuação da fisioterapia","Augusto, Viviane Gontijo, Aquino, Cecília Ferreira de, Machado, Naia Chaves, Cardoso, Vanessa Aparecida, Ribeiro, Solange","Ciência &amp; Saúde Coletiva; 16(); 957-963","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700027&lang=pt" 
"S1413-81232011000700025-spa","Concepções de gênero de homens usuários e profissionais de saúde de serviços de atenção primária e os possíveis impactos na saúde da população masculina, São Paulo, Brasil","Figueiredo, Wagner dos Santos, Schraiber, Lilia Blima","Ciência &amp; Saúde Coletiva; 16(); 935-944","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700025&lang=pt" 
"S1413-81232011000700023-spa","Avaliação de oficinas de autocuidado aos portadores de periodontite crônica: cuidando dos usuários e cirurgiões-dentistas","Nuto, Sharmênia de Araújo Soares, Amorim, Samuel Ilo Fernandes de, Nations, Marilyn Kay, Costa, Íris do Céu Clara","Ciência &amp; Saúde Coletiva; 16(); 913-921","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700023&lang=pt" 
"S1413-81232011000700022-spa","O desenvolvimento de competências em atenção básica à saúde: a experiência no projeto Huka-Katu","Mestriner Júnior, Wilson, Mestriner, Soraya Fernandes, Bulgarelli, Alexandre Fávero, Mishima, Silvana Martins","Ciência &amp; Saúde Coletiva; 16(); 903-912","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700022&lang=pt" 
"S1413-81232011000700019-spa","Agentes comunitários de saúde: perfil e formação","Marzari, Carla Kowalski, Junges, José Roque, Selli, Lucilda","Ciência &amp; Saúde Coletiva; 16(); 873-880","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700019&lang=pt" 
"S1413-81232011000700018-spa","Atividade física na perspectiva da Nova Promoção da Saúde: contradições de um programa institucional","Ferreira, Marcos Santos, Castiel, Luis David, Cardoso, Maria Helena Cabral de Almeida","Ciência &amp; Saúde Coletiva; 16(); 865-872","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700018&lang=pt" 
"S1413-81232011000700017-spa","Princípios éticos como norteadores no cuidado domiciliar","Santos, Letícia Rosa, Leon, Casandra Genoveva Rosales Martins Ponce de, Funghetto, Silvana Schwerz","Ciência &amp; Saúde Coletiva; 16(); 855-863","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700017&lang=pt" 
"S1413-81232011000700016-spa","Determinación y causalidad en salud colectiva: algunas consideraciones en torno a sus fundamentos epistemológicos","Rodríguez, Juan Manuel Mendoza, Soto, Edgar Carlos Jarillo","Ciência &amp; Saúde Coletiva; 16(); 847-854","Ciência &amp; Saúde Coletiva","Espanhol","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700016&lang=pt" 
"S1413-81232011000700014-spa","Complejidad: una introducción","Gómez, Carlos Alberto Palacio, Jaramillo, Francisco Luis Ochoa","Ciência &amp; Saúde Coletiva; 16(); 831-836","Ciência &amp; Saúde Coletiva","Espanhol","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700014&lang=pt" 
"S1413-81232011000700013-spa","Bioterrorismo: dados de uma história recente de riscos e incertezas","Cardoso, Dora Rambauske, Cardoso, Telma Abdalla de Oliveira","Ciência &amp; Saúde Coletiva; 16(); 821-830","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700013&lang=pt" 
"S1413-81232011000700012-spa","Dilemas sobre o fim-da-vida: informações sobre a prática médica nas UTIs","Gaudencio, Debora, Messeder, Octavio","Ciência &amp; Saúde Coletiva; 16(); 813-820","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700012&lang=pt" 
"S1413-81232011000700011-spa","Termo de consentimento livre e esclarecido aos usuários de clínicas odontológicas brasileiras: aspectos éticos e legais","Sales-Peres, Sílvia Helena de Carvalho, Sales-Peres, Arsênio, Eleutério, Adriana Silveira de Lima, Oliveira, José Luiz Góes de, Gigliotti, Mariana Pracucio","Ciência &amp; Saúde Coletiva; 16(); 805-812","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700011&lang=pt" 
"S1413-81232011000700010-spa","A importância na inserção do nutricionista na Estratégia Saúde da Família","Geus, Laryssa Maria Mendes de, Maciel, Cíntia Sovek, Burda, Isabel Cristina Araújo, Daros, Sara Jedida, Batistel, Sunáli, Martins, Thiciane Corina Antunes, Ferreira, Vanessa Aparecida, Ditterich, Rafael Gomes","Ciência &amp; Saúde Coletiva; 16(); 797-804","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700010&lang=pt" 
"S1413-81232011000700009-spa","Deficiência e BPC: o que muda na vida das pessoas atendidas?","Santos, Wederson Rufino dos","Ciência &amp; Saúde Coletiva; 16(); 787-796","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700009&lang=pt" 
"S1413-81232011000700008-spa","Surveillance of birth defects: Brazil and the US","Luquetti, Daniela Varela, Koifman, Rosalina Jorge","Ciência &amp; Saúde Coletiva; 16(); 777-785","Ciência &amp; Saúde Coletiva","Inglês","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700008&lang=pt" 
"S1413-81232011000700007-spa","Surdez, redes sociais e proteção social","Bittencourt, Zélia Zilda Lourenço de Camargo, Françozo, Maria de Fátima de Campos, Monteiro, Claudia Rodrigues, Francisco, Débora Durante","Ciência &amp; Saúde Coletiva; 16(); 769-776","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700007&lang=pt" 
"S1413-81232011000700006-spa","Adaptação transcultural de um instrumento de avaliação do handicap auditivo para portadores de perda auditiva induzida pelo ruído ocupacional","Holanda, Wanessa Tenório Gonçalves, Lima, Maria Luiza Carvalho de, Figueiroa, José Natal","Ciência &amp; Saúde Coletiva; 16(); 755-767","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700006&lang=pt" 
"S1413-81232011000700005-spa","Art in the inclusion of children with special needs in dentistry","Santos, Marcio José Possari dos, Aguiar, Sandra Maria Herondina Coelho Ávila de","Ciência &amp; Saúde Coletiva; 16(); 747-753","Ciência &amp; Saúde Coletiva","Inglês","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232011000700005&lang=pt" 
"S1413-81232011000700100-scl","A zooterapia popular no Estado da Bahia: registro de novas espécies animais utilizadas como recursos medicinais","Costa Neto, Eraldo Medeiros","Ciência &amp; Saúde Coletiva; 16(); 1639-1650","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700100&lang=pt" 
"S1413-81232011000700101-scl","Automedicação na adolescência: um desafio para a educação em saúde","Silva, Ilane Magalhães, Catrib, Ana Maria Fontenelle, Matos, Vânia Cordeiro de, Gondim, Ana Paula Soares","Ciência &amp; Saúde Coletiva; 16(); 1651-1660","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700101&lang=pt" 
"S1413-81232011000700002-scl","A influência da Reforma Sanitária na construção das bioéticas brasileiras","Porto, Dora, Garrafa, Volnei","Ciência &amp; Saúde Coletiva; 16(); 719-729","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700002&lang=pt" 
"S1413-81232011000700004-scl","Educação: nova fronteira da bioética","Pires, Jansen Ribeiro, Garrafa, Volnei","Ciência &amp; Saúde Coletiva; 16(); 735-745","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700004&lang=pt" 
"S1413-81232011000700005-scl","Art in the inclusion of children with special needs in dentistry","Santos, Marcio José Possari dos, Aguiar, Sandra Maria Herondina Coelho Ávila de","Ciência &amp; Saúde Coletiva; 16(); 747-753","Ciência &amp; Saúde Coletiva","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700005&lang=pt" 
"S1413-81232011000700006-scl","Adaptação transcultural de um instrumento de avaliação do handicap auditivo para portadores de perda auditiva induzida pelo ruído ocupacional","Holanda, Wanessa Tenório Gonçalves, Lima, Maria Luiza Carvalho de, Figueiroa, José Natal","Ciência &amp; Saúde Coletiva; 16(); 755-767","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700006&lang=pt" 
"S1413-81232011000700007-scl","Surdez, redes sociais e proteção social","Bittencourt, Zélia Zilda Lourenço de Camargo, Françozo, Maria de Fátima de Campos, Monteiro, Claudia Rodrigues, Francisco, Débora Durante","Ciência &amp; Saúde Coletiva; 16(); 769-776","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700007&lang=pt" 
"S1413-81232011000700008-scl","Surveillance of birth defects: Brazil and the US","Luquetti, Daniela Varela, Koifman, Rosalina Jorge","Ciência &amp; Saúde Coletiva; 16(); 777-785","Ciência &amp; Saúde Coletiva","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700008&lang=pt" 
"S1413-81232011000700009-scl","Deficiência e BPC: o que muda na vida das pessoas atendidas?","Santos, Wederson Rufino dos","Ciência &amp; Saúde Coletiva; 16(); 787-796","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700009&lang=pt" 
"S1413-81232011000700010-scl","A importância na inserção do nutricionista na Estratégia Saúde da Família","Geus, Laryssa Maria Mendes de, Maciel, Cíntia Sovek, Burda, Isabel Cristina Araújo, Daros, Sara Jedida, Batistel, Sunáli, Martins, Thiciane Corina Antunes, Ferreira, Vanessa Aparecida, Ditterich, Rafael Gomes","Ciência &amp; Saúde Coletiva; 16(); 797-804","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700010&lang=pt" 
"S1413-81232011000700011-scl","Termo de consentimento livre e esclarecido aos usuários de clínicas odontológicas brasileiras: aspectos éticos e legais","Sales-Peres, Sílvia Helena de Carvalho, Sales-Peres, Arsênio, Eleutério, Adriana Silveira de Lima, Oliveira, José Luiz Góes de, Gigliotti, Mariana Pracucio","Ciência &amp; Saúde Coletiva; 16(); 805-812","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700011&lang=pt" 
"S1413-81232011000700012-scl","Dilemas sobre o fim-da-vida: informações sobre a prática médica nas UTIs","Gaudencio, Debora, Messeder, Octavio","Ciência &amp; Saúde Coletiva; 16(); 813-820","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700012&lang=pt" 
"S1413-81232011000700013-scl","Bioterrorismo: dados de uma história recente de riscos e incertezas","Cardoso, Dora Rambauske, Cardoso, Telma Abdalla de Oliveira","Ciência &amp; Saúde Coletiva; 16(); 821-830","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700013&lang=pt" 
"S1413-81232011000700014-scl","Complejidad: una introducción","Gómez, Carlos Alberto Palacio, Jaramillo, Francisco Luis Ochoa","Ciência &amp; Saúde Coletiva; 16(); 831-836","Ciência &amp; Saúde Coletiva","Espanhol","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700014&lang=pt" 
"S1413-81232011000700015-scl","Desafios para um novo pacto sanitário: biotecnologia e risco","Ianni, Aurea Maria Zöllner","Ciência &amp; Saúde Coletiva; 16(); 837-846","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700015&lang=pt" 
"S1413-81232011000700016-scl","Determinación y causalidad en salud colectiva: algunas consideraciones en torno a sus fundamentos epistemológicos","Rodríguez, Juan Manuel Mendoza, Soto, Edgar Carlos Jarillo","Ciência &amp; Saúde Coletiva; 16(); 847-854","Ciência &amp; Saúde Coletiva","Espanhol","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700016&lang=pt" 
"S1413-81232011000700017-scl","Princípios éticos como norteadores no cuidado domiciliar","Santos, Letícia Rosa, Leon, Casandra Genoveva Rosales Martins Ponce de, Funghetto, Silvana Schwerz","Ciência &amp; Saúde Coletiva; 16(); 855-863","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700017&lang=pt" 
"S1413-81232011000700018-scl","Atividade física na perspectiva da Nova Promoção da Saúde: contradições de um programa institucional","Ferreira, Marcos Santos, Castiel, Luis David, Cardoso, Maria Helena Cabral de Almeida","Ciência &amp; Saúde Coletiva; 16(); 865-872","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700018&lang=pt" 
"S1413-81232011000700019-scl","Agentes comunitários de saúde: perfil e formação","Marzari, Carla Kowalski, Junges, José Roque, Selli, Lucilda","Ciência &amp; Saúde Coletiva; 16(); 873-880","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700019&lang=pt" 
"S1413-81232011000700021-scl","Programa Saúde da Família como estratégia de atenção primária: uma realidade em Juazeiro do Norte","Gomes, Francisco Maglionio, Silva, Marcelo Gurgel Carlos da","Ciência &amp; Saúde Coletiva; 16(); 893-902","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700021&lang=pt" 
"S1413-81232011000700022-scl","O desenvolvimento de competências em atenção básica à saúde: a experiência no projeto Huka-Katu","Mestriner Júnior, Wilson, Mestriner, Soraya Fernandes, Bulgarelli, Alexandre Fávero, Mishima, Silvana Martins","Ciência &amp; Saúde Coletiva; 16(); 903-912","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700022&lang=pt" 
"S1413-81232011000700023-scl","Avaliação de oficinas de autocuidado aos portadores de periodontite crônica: cuidando dos usuários e cirurgiões-dentistas","Nuto, Sharmênia de Araújo Soares, Amorim, Samuel Ilo Fernandes de, Nations, Marilyn Kay, Costa, Íris do Céu Clara","Ciência &amp; Saúde Coletiva; 16(); 913-921","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700023&lang=pt" 
"S1413-81232011000700024-scl","Percepção de saúde na etnia Guarani Mbyá e a atenção à saúde","Von Held, Almir de Amorim, Lopes, Marianna Soares Chaves, Sá, Sônia Maria Neves Bittencourt de, Porto, Dora de Oliveira e Silva","Ciência &amp; Saúde Coletiva; 16(); 923-933","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700024&lang=pt" 
"S1413-81232011000700025-scl","Concepções de gênero de homens usuários e profissionais de saúde de serviços de atenção primária e os possíveis impactos na saúde da população masculina, São Paulo, Brasil","Figueiredo, Wagner dos Santos, Schraiber, Lilia Blima","Ciência &amp; Saúde Coletiva; 16(); 935-944","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700025&lang=pt" 
"S1413-81232011000700027-scl","Promoção de saúde em unidades básicas: análise das representações sociais dos usuários sobre a atuação da fisioterapia","Augusto, Viviane Gontijo, Aquino, Cecília Ferreira de, Machado, Naia Chaves, Cardoso, Vanessa Aparecida, Ribeiro, Solange","Ciência &amp; Saúde Coletiva; 16(); 957-963","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700027&lang=pt" 
"S1413-81232011000700028-scl","Saúde da Família: o desafio de uma atenção coletiva","Moimaz, Suzely Adas Saliba, Fadel, Cristina Berger, Yarid, Sérgio Donha, Diniz, Diego Garcia","Ciência &amp; Saúde Coletiva; 16(); 965-972","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700028&lang=pt" 
"S1413-81232011000700029-scl","Os grupos na atenção básica de saúde de Porto Alegre: usos e modos de intervenção terapêutica","Maffacciolli, Rosana, Lopes, Marta Julia Marques","Ciência &amp; Saúde Coletiva; 16(); 973-982","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700029&lang=pt" 
"S1413-81232011000700030-scl","Os homens não vêm! Ausência e/ou invisibilidade masculina na atenção primária","Gomes, Romeu, Moreira, Martha Cristina Nunes, Nascimento, Elaine Ferreira do, Rebello, Lucia Emília Figueiredo de Sousa, Couto, Márcia Thereza, Schraiber, Lilia Blima","Ciência &amp; Saúde Coletiva; 16(); 983-992","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700030&lang=pt" 
"S1413-81232011000700032-scl","Representações sociais da homeopatia: uma revisão de estudos produzidos no Estado do Espírito Santo","Figueiredo, Túlio Alberto Martins de, Machado, Vera Lúcia Taqueti","Ciência &amp; Saúde Coletiva; 16(); 999-1005","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700032&lang=pt" 
"S1413-81232011000700034-scl","Avaliação da percepção das equipes de saúde bucal da Secretaria Municipal da Saúde de Curitiba (PR) sobre o tratamento restaurador atraumático (ART)","Busato, Ivana Maria Saes, Gabardo, Marilisa Carneiro Leão, França, Beatriz Helena Sottile, Moysés, Samuel Jorge, Moysés, Simone Tetu","Ciência &amp; Saúde Coletiva; 16(); 1017-1022","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700034&lang=pt" 
"S1413-81232011000700037-scl","A regulação no setor público de saúde no Brasil: os (des) caminhos da assistência médico-hospitalar","Farias, Sidney Feitoza, Gurgel Jr., Garibaldi Dantas, Costa, André Monteiro, Brito, Rodrigo de Lino, Buarque, Roberta Rebelo","Ciência &amp; Saúde Coletiva; 16(); 1043-1053","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700037&lang=pt" 
"S1413-81232011000700038-scl","Avaliação de desempenho econômico-financeiro dos serviços de saúde: os reflexos das políticas operacionais no setor hospitalar","Bonacim, Carlos Alberto Grespan, Araujo, Adriana Maria Procópio de","Ciência &amp; Saúde Coletiva; 16(); 1055-1069","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700038&lang=pt" 
"S1413-81232011000700039-scl","Características da demanda do serviço de saúde de emergência no Sul do Brasil","Carret, Maria Laura Vidal, Fassa, Anaclaudia Gastal, Paniz, Vera Maria Vieira, Soares, Patrícia Carret","Ciência &amp; Saúde Coletiva; 16(); 1069-1079","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700039&lang=pt" 
"S1413-81232011000700073-scl","Hipertensão arterial e diabetes na Estratégia de Saúde da Família: uma análise da frequência de acompanhamento pelas equipes de Saúde da Família","Malfatti, Carlos Ricardo Maneck, Assunção, Ari Nunes","Ciência &amp; Saúde Coletiva; 16(); 1383-1388","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700073&lang=pt" 
"S1413-81232011000700041-scl","Os significados do trabalho em unidades de terapia intensiva de dois hospitais brasileiros","Baasch, Davi, Laner, Aline dos Santos","Ciência &amp; Saúde Coletiva; 16(); 1097-1105","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700041&lang=pt" 
"S1413-81232011000700042-scl","Avaliação da qualidade da prescrição de medicamentos de um hospital de ensino","Araújo, Patrícia Taveira de Brito, Uchôa, Severina Alice Costa","Ciência &amp; Saúde Coletiva; 16(); 1107-1114","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700042&lang=pt" 
"S1413-81232011000700043-scl","Humanização da saúde em um serviço de emergência de um hospital público: comparação sobre representações sociais dos profissionais antes e após a capacitação","Andrade, Maria Angélica Carvalho, Artmann, Elizabeth, Trindade, Zeidi Araujo","Ciência &amp; Saúde Coletiva; 16(); 1115-1124","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700043&lang=pt" 
"S1413-81232011000700044-scl","O hospital-escola de São Carlos: análise do funcionamento por meio da satisfação dos usuários","Ricci, Natalia Aquaroni, Wanderley, Fábio da Silva, Oliveira, Marilda Siriani de, Rebelatto, José Rubens","Ciência &amp; Saúde Coletiva; 16(); 1125-1134","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700044&lang=pt" 
"S1413-81232011000700045-scl","Avaliação da efetividade da rede municipal pública de apoio diagnóstico em patologia clínica: o caso de Belo Horizonte (MG)","Sancho, Leyla Gomes, Vargens, José Muniz da Costa, Sancho, Rafael Gomes","Ciência &amp; Saúde Coletiva; 16(); 1135-1144","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700045&lang=pt" 
"S1413-81232011000700047-scl","Cuidado nutricional hospitalar: percepção de nutricionistas para atendimento humanizado","Pedroso, Cassiani Gotâma Tasca, Sousa, Anete Araújo de, Salles, Raquel Kuerten de","Ciência &amp; Saúde Coletiva; 16(); 1155-1162","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700047&lang=pt" 
"S1413-81232011000700048-scl","Auditoria de avaliação dos serviços de saúde no processo de credenciamento","Paim, Chennyfer da Rosa Paino, Zucchi, Paola","Ciência &amp; Saúde Coletiva; 16(); 1163-1171","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700048&lang=pt" 
"S1413-81232011000700049-scl","A importância da saúde bucal na ótica de pacientes hospitalizados","Lima, Daniela Coelho de, Saliba, Nemre Adas, Garbin, Artênio José Isper, Fernandes, Leandro Araújo, Garbin, Cléa Adas Saliba","Ciência &amp; Saúde Coletiva; 16(); 1173-1180","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700049&lang=pt" 
"S1413-81232011000700050-scl","Definição do perfil de competências em saúde coletiva a partir da experiência de cirurgiões-dentistas atuantes no serviço público","Costa, Iris do Céu Clara, Araújo, Maria Neile Torres de","Ciência &amp; Saúde Coletiva; 16(); 1181-1189","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700050&lang=pt" 
"S1413-81232011000700051-scl","Sistema nacional de informações tóxico-farmacológicas: o desafio da padronização dos dados","Santana, Rosane Abdala Lins de, Bochner, Rosany, Guimarães, Maria Cristina Soares","Ciência &amp; Saúde Coletiva; 16(); 1191-1200","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700051&lang=pt" 
"S1413-81232011000700054-scl","Utilização de serviços de saúde de atenção básica em municípios da metade sul do Rio Grande do Sul: análise baseada em sistemas de informação","Gerhardt, Tatiana Engel, Pinto, Juliana Maciel, Riquinho, Deise Lisboa, Roese, Adriana, Santos, Daniel Labernarde dos, Lima, Maristela Correa Rodrigues de","Ciência &amp; Saúde Coletiva; 16(); 1221-1232","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700054&lang=pt" 
"S1413-81232011000700055-scl","Confiabilidade dos dados do Sistema de Informações sobre Nascidos Vivos em Teresina, Estado do Piauí, Brasil - 2002","Mascarenhas, Márcio Dênis Medeiros, Gomes, Keila Rejane Oliveira","Ciência &amp; Saúde Coletiva; 16(); 1233-1239","Ciência &amp; Saúde Coletiva","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232011000700055&lang=pt" 
