"S1413-81232012000500011-spa","Atendimento de saúde para pessoas idosas vítimas de violência no município do Rio de Janeiro","Ribeiro, Adalgisa Peixoto, Souza, Edinilsa Ramos de, Valadares, Fabiana Castelo","Ciência &amp; Saúde Coletiva; 17(5); 1167-1177","Ciência &amp; Saúde Coletiva","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232012000500011&lang=pt" 
"S0102-86502012000500004-scl","Synergistic suppression of pre-perfusion of donor livers with recipient serum and cobra venom factor treatment on hyperacute rejection following liver xenotransplantation","Zhu, Baohua, Tong, Chuanming, Guo, Weitao, Pu, Rong, Zhang, Guoping, Wang, Lantian, Li, Mingyi","Acta Cirurgica Brasileira; 27(5); 301-305","Acta Cirurgica Brasileira","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502012000500004&lang=pt" 
"S0102-86502012000500005-scl","Non heart beating organ donor: new experimental model in pigs","Morais, Lúcio Kenny, Silva Júnior, Pedro Moraes da, Moreno, Juan Carlos Duke, Brasil, Andressa Machado Santana, Camarço, João Paulo Figueiredo, Martins, Sarah Barboza, Quireze Júnior, Claudemiro","Acta Cirurgica Brasileira; 27(5); 306-310","Acta Cirurgica Brasileira","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502012000500005&lang=pt" 
"S0102-86502012000500006-scl","Oncoplastic approach in the conservative treatment of breast cancer: analysis of costs","Lima, Débora Eleotério de, Veiga Filho, Joel, Ribeiro, Leda Marques, Morais, Thiago Bezerra de, Rocha, Luiz Roberto Martins, Juliano, Yara, Veiga, Daniela Francescato, Ferreira, Lydia Masako","Acta Cirurgica Brasileira; 27(5); 311-314","Acta Cirurgica Brasileira","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502012000500006&lang=pt" 
"S0102-86502012000500007-scl","Ki-67 expression score correlates to survival rate in gastrointestinal stromal tumors (GIST)","Artigiani Neto, Ricardo, Logullo, Angela Flavia, Stávale, João Norberto, Lourenço, Laércio Gomes","Acta Cirurgica Brasileira; 27(5); 315-321","Acta Cirurgica Brasileira","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502012000500007&lang=pt" 
"S0102-86502012000500009-scl","Effective reinnervation of the quadriceps femoris by spinal ventral root cross-anastomosis in rats","Song, Chao, Zhong, Gui-bin, Liu, Zu-de, Li, Wei, Ni, Peng-wen, Qiao, Zhi-guang","Acta Cirurgica Brasileira; 27(5); 330-337","Acta Cirurgica Brasileira","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502012000500009&lang=pt" 
"S0102-86502012000500010-scl","Treatment of unstable sacral fractures with percutaneous reconstruction plate internal fixation","Chen, Hong-Wei, Liu, Guo-Dong, Ou, Shan, Zhao, Gang-Sheng, Pan, Jun","Acta Cirurgica Brasileira; 27(5); 338-342","Acta Cirurgica Brasileira","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502012000500010&lang=pt" 
"S0102-86502012000500012-scl","Evaluation of the key words used in articles of the Acta Cirurgica Brasileira from 1997 to 2012","Teixeira, Renan Kleber Costa, Gonçalves, Thiago Barbosa, Yamaki, Vitor Nagai, Botelho, Nara Macedo, Brito, Marcus Vinicius Henriques","Acta Cirurgica Brasileira; 27(5); 350-354","Acta Cirurgica Brasileira","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502012000500012&lang=pt" 
"S0103-50532012000500001-scl","The future we want","Ferreira, Vitor F.","Journal of the Brazilian Chemical Society; 23(5); 795-796","Journal of the Brazilian Chemical Society","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532012000500001&lang=pt" 
"S0103-50532012000500003-scl","Dialkylphosphorylhydrazones as potent tyrosinase inhibitors","Caixeiro, Janaína M. R., Gonçalves, Vinicius T., Oliveira, Márcia C. C. de, Sant&#039;Anna, Carlos M. R., Rumjanek, Victor M., DaCosta, João B. N.","Journal of the Brazilian Chemical Society; 23(5); 804-809","Journal of the Brazilian Chemical Society","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532012000500003&lang=pt" 
"S0103-50532012000500014-scl","Fatty acid synthase inhibitors isolated from Punica granatum L.","Jiang, He-Zhong, Ma, Qing-Yun, Fan, Hui-Jin, Liang, Wen-Juan, Huang, Sheng-Zhuo, Dai, Hao-Fu, Wang, Peng-Cheng, Ma, Xiao-Feng, Zhao, You-Xing","Journal of the Brazilian Chemical Society; 23(5); 889-893","Journal of the Brazilian Chemical Society","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532012000500014&lang=pt" 
"S0103-50532012000500016-scl","Studies on the chemical behavior of 3-(nitroacetyl)-1-ethyl-4-hydroxyquinolin-2(1H)-one towards some electrophilic and nucleophilic reagents","Ibrahim, Magdy A., Hassanin, Hany M., Gabr, Yassin A., Alnamer, Youssef A.","Journal of the Brazilian Chemical Society; 23(5); 905-912","Journal of the Brazilian Chemical Society","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532012000500016&lang=pt" 
"S0103-50532012000500015-scl","Correlation between electrochemical and theoretical studies on the leishmanicidal activity of twelve Morita-Baylis-Hillman adducts","Paiva, Yen G. de, Souza, Antônio A. de, Lima-Junior, Claudio G., Silva, Fábio P. L., A. Filho, Edilson B., Vasconcelos, Camila C. de, Abreu, Fabiane C. de, Goulart, Marília O. F., Vasconcellos, Mário L. A. A.","Journal of the Brazilian Chemical Society; 23(5); 894-904","Journal of the Brazilian Chemical Society","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532012000500015&lang=pt" 
"S0103-50532012000500019-scl","Reactivity of glycerol/acetone ketal (solketal) and glycerol/formaldehyde acetals toward acid-catalyzed hydrolysis","Ozorio, Leonardo P., Pianzolli, Rafael, Mota, Maria Beatriz S., Mota, Claudio J. A.","Journal of the Brazilian Chemical Society; 23(5); 931-937","Journal of the Brazilian Chemical Society","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532012000500019&lang=pt" 
"S0212-16112012000700010-esp","","","Nutrición Hospitalaria; 27(); 67-78","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000700010&lang=pt" 
"S0212-16112012000700009-esp","","","Nutrición Hospitalaria; 27(); 65-67","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000700009&lang=pt" 
"S0212-16112012000700003-esp","","","Nutrición Hospitalaria; 27(); 25-35","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000700003&lang=pt" 
"S0212-16112012000700002-esp","","","Nutrición Hospitalaria; 27(); 16-25","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000700002&lang=pt" 
"S0212-16112012000700008-esp","","","Nutrición Hospitalaria; 27(); 60-65","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000700008&lang=pt" 
"S0212-16112012000700004-esp","","","Nutrición Hospitalaria; 27(); 35-39","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000700004&lang=pt" 
"S0212-16112012000700007-esp","","","Nutrición Hospitalaria; 27(); 43-60","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000700007&lang=pt" 
"S0212-16112012000700001-esp","","","Nutrición Hospitalaria; 27(); 3-16","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000700001&lang=pt" 
"S0212-16112012000700006-esp","","","Nutrición Hospitalaria; 27(); 42-42","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000700006&lang=pt" 
"S0212-16112012000700005-esp","","","Nutrición Hospitalaria; 27(); 39-42","Nutrición Hospitalaria","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112012000700005&lang=pt" 
"S0188-49992012000200001-mex","Acumulación de arsénico y metales pesados en maíz en suelos cercanos a jales o residuos mineros","RUIZ HUERTA, Esther Aurora, ARMIENTA HERNÁNDEZ, María Aurora","Revista internacional de contaminación ambiental; 28(2); 103-117","Revista internacional de contaminación ambiental","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-49992012000200001&lang=pt" 
"S0188-49992012000200002-mex","La respuesta de haba (Vicia faba, L.) cultivada en un suelo contaminado con diferentes concentraciones de cadmio","GARCÍA GALLEGOS, Elizabeth, GARCÍA NIETO, Edelmira, JUÁREZ SANTILLÁN, Luis Felipe, JUÁREZ SANTACRUZ, Libertad, MONTIEL GONZÁLEZ, José Mariano Rigoberto, GÓMEZ CAMARILLO, Madaí Angélica","Revista internacional de contaminación ambiental; 28(2); 119-126","Revista internacional de contaminación ambiental","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-49992012000200002&lang=pt" 
"S0188-49992012000200003-mex","Presencia de arsénico y coliformes en agua potable del municipio de Tecuala, Nayarit, México","MORA-BUENO, Daniel, SÁNCHEZ-PEÑA, Luz del Carmen, DEL RAZO, Luz María, GONZÁLEZ-ARIAS, Cyndia Azucena, MEDINA-DÍAZ, Irma Martha, ROBLEDO-MARENCO, María de Lourdes, ROJAS-GARCÍA, Aurora Elizabeth","Revista internacional de contaminación ambiental; 28(2); 127-135","Revista internacional de contaminación ambiental","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-49992012000200003&lang=pt" 
"S0188-49992012000200004-mex","Determinación de la concentración letal media (CL50) de cuatro detergentes domésticos biodegradables en Laeonereis culveri (Webster 1879) (Polychaeta: Annelida)","UC-PERAZA, Russell Giovanni, DELGADO-BLAS, Víctor Hugo","Revista internacional de contaminación ambiental; 28(2); 137-144","Revista internacional de contaminación ambiental","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-49992012000200004&lang=pt" 
"S0188-49992012000200005-mex","Acute Toxicity of Ammonia on Macrobrachium tenellum (Smith) larvae","FIGUEROA-LUCERO, Gerardo, HERNÁNDEZ-RUBIO, María Cecilia, GUTIÉRREZ-LADRÓN DE GUEVARA, Miguel de Jesús","Revista internacional de contaminación ambiental; 28(2); 145-150","Revista internacional de contaminación ambiental","Inglês","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-49992012000200005&lang=pt" 
"S0188-49992012000200006-mex","Obtención de azúcares fermentables mediante hidrólisis ácida de Beta vulgaris L.","JIMÉNEZ ISLAS, Donaji, ABREU CORONA, Arturo, LÓPEZ Y LÓPEZ, Víctor E., TELLEZ JURADO, Alejandro, GRACIDA RODRÍGUEZ, Jorge N.","Revista internacional de contaminación ambiental; 28(2); 151-158","Revista internacional de contaminación ambiental","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-49992012000200006&lang=pt" 
"S0188-49992012000200007-mex","Evidencia de la biodegradación de resinas fenólicas con hongos ligninolíticos por microscopía electrónica de barrido","PONCE ANDRADE, Graciela Ibeth, VÁZQUEZ DUHALT, Rafael, RODRÍGUEZ VÁZQUEZ, Refugio, MEDINA RAMÍREZ, Iliana Ernestina, LOZANO ÁLVAREZ, Juan Antonio, JÁUREGUI RINCÓN, Juan","Revista internacional de contaminación ambiental; 28(2); 159-166","Revista internacional de contaminación ambiental","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-49992012000200007&lang=pt" 
"S0188-49992012000200008-mex","La comunicación de riesgos como una herramienta para disminuir la exposición infantil a plomo y arsénico en la zona contaminada de Villa de la Paz-Matehuala, San Luis Potosí, México","CORONADO-SALAS, Citlalhit, DÍAZ-BARRIGA, Fernando, MORENO-SÁNCHEZ, Ana Rosa, CARRIZALES-YÁÑEZ, Leticia, TORRES-NERIO, Rocío, RENTERÍA-GUZMÁN, Yei Jazmín, CUBILLAS-TEJEDA, Ana Cristina","Revista internacional de contaminación ambiental; 28(2); 167-181","Revista internacional de contaminación ambiental","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-49992012000200008&lang=pt" 
"S1815-02762012000200001-bol","FORMATO DE PRESENTACIÓN DE TRABAJOS PARA LA REVISTA PUNTO CERO","","Punto Cero; 17(25); 1-5","Punto Cero","Espanhol","2012","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1815-02762012000200001&lang=pt" 
"S1815-02762012000200012-bol","Directorio Red Iberoamericana de Revistas de Comunicación y Cultura","","Punto Cero; 17(25); 86-93","Punto Cero","Espanhol","2012","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1815-02762012000200012&lang=pt" 
"S1815-02762012000200002-bol","Presentación","","Punto Cero; 17(25); 6-8","Punto Cero","Espanhol","2012","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1815-02762012000200002&lang=pt" 
"S1815-02762012000200009-bol","Minimedios impresos: Un soporte para proyectos de desarrollo","Alemán Andrade, Andrea, Cabrera Salazar, Samantha","Punto Cero; 17(25); 65-70","Punto Cero","Espanhol","2012","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1815-02762012000200009&lang=pt" 
"S1815-02762012000200005-bol","El texto biográfico como propuesta didáctica para fortalecer la comunicación escrita en estudiantes de educación secundaria","Zárate, Mario","Punto Cero; 17(25); 27-36","Punto Cero","Espanhol","2012","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1815-02762012000200005&lang=pt" 
"S1815-02762012000200006-bol","La transformación del lenguaje publicitario en anuncios gráficos entre 1965 y 1967. Estudio de la prensa matutina paceña","Valverde Rojas, Paola Karina","Punto Cero; 17(25); 37-46","Punto Cero","Espanhol","2012","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1815-02762012000200006&lang=pt" 
"S1815-02762012000200007-bol","Música, identidades y juventudes. Aproximaciones teóricas para su investigación en ciencias sociales","Entwistle, Gabriel, Ríos, Rafael, Lozada, Isabel","Punto Cero; 17(25); 47-54","Punto Cero","Espanhol","2012","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1815-02762012000200007&lang=pt" 
"S1815-02762012000200011-bol","Resúmenes de trabajos de grado defendidos en la gestión 2011","Bustamante Salinas, Pablo Mauricio, Caballero, Gloria Violeta","Punto Cero; 17(25); 81-84","Punto Cero","Espanhol","2012","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1815-02762012000200011&lang=pt" 
"S1815-02762012000200004-bol","Tendencias en el ensayo científico en la revista Punto Cero (1995 - 2010)","Vega Chuquimia, Ana Karina","Punto Cero; 17(25); 17-26","Punto Cero","Espanhol","2012","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1815-02762012000200004&lang=pt" 
"S1815-02762012000200003-bol","Visibilización de los Derechos Humanos de la Niñez, la Adolescencia y la Mujer en el Tratamiento Informativo del Periodismo en el valle y oriente de Bolivia","Echalar Montaño, Ericka","Punto Cero; 17(25); 9-16","Punto Cero","Espanhol","2012","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1815-02762012000200003&lang=pt" 
"S1815-02762012000200010-bol","Institucionalización y fomento de la investigación de la comunicación en treinta años de la Asociación Boliviana de Investigadores de la Comunicación (1981 - 2011)","Vanessa Paola, Vélez Loza","Punto Cero; 17(25); 71-80","Punto Cero","Espanhol","2012","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1815-02762012000200010&lang=pt" 
"S1815-02762012000200008-bol","La condición cinematográfica. Apuestas estético-filosóficas y políticas en el quehacer cinematográfico","Díaz Jiménez, Miguel Á.","Punto Cero; 17(25); 55-64","Punto Cero","Espanhol","2012","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1815-02762012000200008&lang=pt" 
"S0120-548X2012000200008-col","PATRONES DE REPLICACIÓN Y BANDEO NO DIFERENCIAL EN ARDILLAS COLOMBIANAS DEL GÉNERO Sciurus (RODENTIA, SCIURIDAE)","ARANGO, CAROLINA, BUENO, MARTA LUCÍA","Acta Biológica Colombiana; 17(2); 323-336","Acta Biológica Colombiana","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-548X2012000200008&lang=pt" 
"S0120-548X2012000200006-col","IMPROVING THE TOLERANCE OF Vicia faba AGAINST ENVIRONMENTAL SALINITY RESULTED FROM THE IRRIGATION WITH SEA WATER BY USING KNO3 AND (NH4)2SO4 AS CHEMICAL OSMOREGULATORS","MOHAMED, KAMEL","Acta Biológica Colombiana; 17(2); 295-308","Acta Biológica Colombiana","Inglês","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-548X2012000200006&lang=pt" 
"S0120-548X2012000200005-col","DISTRIBUCIÓN ESPACIAL Y TEMPORAL DE NÁYADES DE ODONATOS EN LOS HUMEDALES LA VACA Y SANTA MARÍA DEL LAGO, BOGOTÁ, COLOMBIA","MORENO PALLARES, MARÍA INÉS, GUILLOT MONROY, GABRIEL HERNANDO","Acta Biológica Colombiana; 17(2); 281-294","Acta Biológica Colombiana","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-548X2012000200005&lang=pt" 
"S0120-548X2012000200002-col","HÁBITOS ALIMENTARIOS, MORFOMETRÍA Y ESTADOS GONADALES DE CINCO ESPECIES DE PECES EN DIFERENTES PERÍODOS CLIMÁTICOS EN EL RÍO SOGAMOSO (SANTANDER, COLOMBIA)","RAMÍREZ C, ANGÉLICA, PINILLA A, GABRIEL","Acta Biológica Colombiana; 17(2); 241-258","Acta Biológica Colombiana","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-548X2012000200002&lang=pt" 
"S0120-548X2012000200003-col","ABLANDAMIENTO DE FRUTOS DE PITAYA AMARILLA (ACANTHOCEREUS PITAJAYA) A TEMPERATURA AMBIENTE Y EN REFRIGERACIÓN: ACTIVIDAD DE POLIGALACTURONASA, CELULASA Y XILANASA","DUEÑAS GÓMEZ, YENNY MARITZA, NARVÁEZ-CUENCA, CARLOS-EDUARDO, RESTREPO SÁNCHEZ, LUZ PATRICIA","Acta Biológica Colombiana; 17(2); 259-270","Acta Biológica Colombiana","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-548X2012000200003&lang=pt" 
"S0120-548X2012000200009-col","OBTENCIÓN DE BACTERIAS BIOTRANSFORMADORAS DE CARBÓN DE BAJO RANGO A PARTIR DE MICROHÁBITATS CON PRESENCIA DE RESIDUOS CARBONOSOS","VALERO VALERO, NELSON, RODRÍGUEZ SALAZAR, LUZ NIDIA, MANCILLA GÓMEZ, SANDRA, CONTRERAS BAYONA, LEYDIS","Acta Biológica Colombiana; 17(2); 337-350","Acta Biológica Colombiana","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-548X2012000200009&lang=pt" 
"S0120-548X2012000200007-col","INFLUENCIA DE LA AIREACIÓN EN LA ACTIVIDAD FERMENTATIVA DE Kloeckera apiculata DURANTE LA FERMENTACIÓN DE JUGO DE MANZANA","ESTELA-ESCALANTE, WALDIR D, RYCHTERA, MOJMÍR, MELZOCH, KAREL, GUERRERO-OCHOA, MANUEL R","Acta Biológica Colombiana; 17(2); 309-322","Acta Biológica Colombiana","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-548X2012000200007&lang=pt" 
"S0120-548X2012000200004-col","PRODUCCIÓN DE ANTISUEROS PARA LA DETECCIÓN DE ÁCIDO INDOLACÉTICO EN CULTIVOS DE BACTERIAS PROMOTORAS DEL CRECIMIENTO VEGETAL","ROJAS, MARCIA M, HERNÁNDEZ, ANNIA, RIVES, NAROVIS, TEJERA, BERTO, ACEBO, YANELIS, HEYDRICH, MAYRA","Acta Biológica Colombiana; 17(2); 271-280","Acta Biológica Colombiana","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-548X2012000200004&lang=pt" 
"S0120-548X2012000200001-col","Phytophthora infestans POPULATION STRUCTURE: A WORLDWIDE SCALE","CÁRDENAS, MARTHA, DANIES, GIOVANNA, TABIMA, JAVIER, BERNAL, ADRIANA, RESTREPO, SILVIA","Acta Biológica Colombiana; 17(2); 227-240","Acta Biológica Colombiana","Inglês","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-548X2012000200001&lang=pt" 
"S0120-548X2012000200011-col","PLASTICIDAD FENOTÍPICA EN PLANTAS DE Lippia dulcis (VERBENACEAE) SOMETIDAS A DÉFICIT HÍDRICO","VILLAMIZAR CÚJAR, JAVIER MAURICIO, RODRÍGUEZ LÓPEZ, NELSON FACUNDO, TEZARA FERNÁNDEZ, WILMER","Acta Biológica Colombiana; 17(2); 365-380","Acta Biológica Colombiana","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-548X2012000200011&lang=pt" 
"S0120-548X2012000200010-col","CARACTERIZACIÓN DE LAS ENDOMICORRIZAS Y SIETE GRUPOS DE MICROORGANISMOS EN AGROSISTEMAS DEL PIEDEMONTE AMAZÓNICO, COLOMBIA","FRANCO CASTRO, LUIS ANTONIO, GARCÍA CONDE, MARY RUTH","Acta Biológica Colombiana; 17(2); 351-364","Acta Biológica Colombiana","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-548X2012000200010&lang=pt" 
"S0120-548X2012000200013-col","ANÁLISIS COMPARATIVO DEL GENOMA MITOCONDRIAL EN GASTRÓPODOS","ARQUEZ, MOISES, URIBE, JUAN ESTEBAN, RAQUEL CASTRO, LYDA","Acta Biológica Colombiana; 17(2); 397-410","Acta Biológica Colombiana","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-548X2012000200013&lang=pt" 
"S0120-548X2012000200012-col","EFECTOS DE LA VARIACIÓN ALTITUDINAL SOBRE LA POLINIZACIÓN EN CULTIVOS DE GULUPA (Passiflora edulis F. edulis)","MEDINA-GUTIÉRREZ, JULIÁN, OSPINA-TORRES, RODULFO, NATES-PARRA, GUIOMAR","Acta Biológica Colombiana; 17(2); 381-396","Acta Biológica Colombiana","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-548X2012000200012&lang=pt" 
"S0120-548X2012000200015-col","COTYLOPHORON PANAMENSIS (DIGENEA: PARAMPHISTOMIDAE) EN BOVINOS DEL META Y DEL GUAVIARE, COLOMBIA","LÓPEZ MARTÍNEZ, JESSIKA, VELÁSQUEZ TRUJILLO, LUZ ELENA","Acta Biológica Colombiana; 17(2); 421-430","Acta Biológica Colombiana","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-548X2012000200015&lang=pt" 
"S0120-548X2012000200014-col","ECOLOGÍA ALIMENTARIA DE LA RANA DE LLUVIA ENDÉMICA Pristimantis jubatus (CRAUGASTORIDAE) EN EL PARQUE NACIONAL NATURAL MUNCHIQUE, COLOMBIA","GARCÍA R, JUAN CARLOS, LUCAS-VELÁSQUEZ, LEONARDO, CÁRDENAS HENAO, HEIBER, POSSO GÓMEZ, CARMEN ELISA","Acta Biológica Colombiana; 17(2); 411-420","Acta Biológica Colombiana","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-548X2012000200014&lang=pt" 
"S0718-34022012000100001-chl","Crisis y superación en el ámbito de la Geografía crítica: construyendo la metageografía","Alessandri Carlos, Ana Fani","Revista de geografía Norte Grande; (51); 5-19","Revista de geografía Norte Grande","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34022012000100001&lang=pt" 
"S0718-34022012000100002-chl","Explorando la región: Territorios, escalas y relacionalidades","Fernández, Víctor Ramiro, Vigil, José Ignacio, Seval, Martín","Revista de geografía Norte Grande; (51); 21-41","Revista de geografía Norte Grande","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34022012000100002&lang=pt" 
"S0718-34022012000100003-chl","Crecimiento y crisis en la región metropolitana de Madrid: significado y contradicciones de la economía del conocimiento","Méndez Gutiérrez del Valle, Ricardo","Revista de geografía Norte Grande; (51); 43-65","Revista de geografía Norte Grande","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34022012000100003&lang=pt" 
"S0718-34022012000100004-chl","Gestión urbana municipal a escala metropolitana: modelos en competencia","Orellana, Arturo, Allard, Pablo, Néspolo, Romina, Mercado, José","Revista de geografía Norte Grande; (51); 67-80","Revista de geografía Norte Grande","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34022012000100004&lang=pt" 
"S0718-34022012000100005-chl","La participación política de los residentes británicos y alemanes en España: el caso de San Miguel de Salinas, Alicante","Huete, Raquel, Mantecón, Alejandro","Revista de geografía Norte Grande; (51); 81-93","Revista de geografía Norte Grande","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34022012000100005&lang=pt" 
"S0718-34022012000100006-chl","Recuperación del atractivo migratorio metropolitano en el período 2004-2009: ¿factores exógenos o endógenos?","Rodríguez Vignoli, Jorge, Espinoza, Daniel","Revista de geografía Norte Grande; (51); 95-113","Revista de geografía Norte Grande","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34022012000100006&lang=pt" 
"S0718-34022012000100007-chl","La energía eólica en la producción de electricidad en España","Espejo Marín, Cayetano, García Marín, Ramón","Revista de geografía Norte Grande; (51); 115-136","Revista de geografía Norte Grande","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34022012000100007&lang=pt" 
"S0718-34022012000100008-chl","Potencial acuícola en áreas preandinas de la Región de La Araucanía: conflictos de uso con la actividad turística","Alfaro Castillo, Denis, Peña-Cortés, Fernando","Revista de geografía Norte Grande; (51); 137-157","Revista de geografía Norte Grande","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34022012000100008&lang=pt" 
"S0718-34022012000100009-chl","Práctica científica en el Pacífico centroamericano: Los viajes de José Moraleda (1802-1804)","Ríos Llaneza, Macarena","Revista de geografía Norte Grande; (51); 159-183","Revista de geografía Norte Grande","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34022012000100009&lang=pt" 
"S0718-34022012000100010-chl","","Mora, Rodrigo","Revista de geografía Norte Grande; (51); 185-187","Revista de geografía Norte Grande","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34022012000100010&lang=pt" 
"S0718-34022012000100011-chl","","Crisci, Jorge V.","Revista de geografía Norte Grande; (51); 189-190","Revista de geografía Norte Grande","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34022012000100011&lang=pt" 
"S0718-34022012000100012-chl","Sebastián Valverde, Graciela Maragliano, Marcelo Impemba y Florencia Trentini (Coordinadores). Procesos históricos, transformaciones sociales y construcciones de fronteras. Aproximaciones a las relaciones interétnicas. Estudios sobre Norpatagonia, Argentina y Labrador, Canadá","Núñez, Andrés","Revista de geografía Norte Grande; (51); 191-194","Revista de geografía Norte Grande","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34022012000100012&lang=pt" 
