"S0213-12852004000400001-esp","A nuestros lectores","","Avances en Odontoestomatología; 20(4); 173-173","Avances en Odontoestomatología","Espanhol","2004","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-12852004000400001&lang=pt" 
"S1517-86922004000400004-scl","Influência de diferentes ângulos articulares obtidos na posição inicial do exercício pressão de pernas e final do exercício puxada frontal sobre os valores de 1RM","Moura, João Augusto Reis de, Borher, Tiago, Prestes, Maximiliano Terra, Zinn, João Luiz","Revista Brasileira de Medicina do Esporte; 10(4); 269-274","Revista Brasileira de Medicina do Esporte","Inglês, Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922004000400004&lang=pt" 
"S1517-86922004000400007-scl","Comportamento temporal da velocidade de condução de potenciais de ação de unidades motoras sob condições de fadiga muscular","Garcia, Marco Antonio Cavalcanti, Magalhães, José, Imbiriba, Luís Aureliano","Revista Brasileira de Medicina do Esporte; 10(4); 299-303","Revista Brasileira de Medicina do Esporte","Inglês, Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922004000400007&lang=pt" 
"S0717-75182004000200001-chl","EL CONSUMO TE Y LA SALUD: CARACTERÍSTICAS Y PROPIEDADES BENEFICAS DE ESTA BEBIDA MILENARIA","Valenzuela B., Alfonso","Revista chilena de nutrición; 31(2); 72-82","Revista chilena de nutrición","Espanhol","2004","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182004000200001&lang=pt" 
"S0717-75182004000200002-chl","ACIDO DOCOSAHEXAENOICO (DHA), DESARROLLO CEREBRAL, MEMORIA Y APRENDIZAJE: LA IMPORTANCIA DE LA SUPLEMENTACIÓN PERINATAL","Sanhueza, Julio, Nieto, Susana, Valenzuela, Alfonso","Revista chilena de nutrición; 31(2); 84-92","Revista chilena de nutrición","Espanhol","2004","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182004000200002&lang=pt" 
"S0717-75182004000200003-chl","ALTERACIONES DEL METABOLISMO DE LA FRUCTOSA","Cornejo E., Verónica, Raimann B., Erna","Revista chilena de nutrición; 31(2); 93-99","Revista chilena de nutrición","Espanhol","2004","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182004000200003&lang=pt" 
"S0717-75182004000200004-chl","INGESTA ALIMENTARIA DE PREESCOLARES OBESOS ASISTENTES A LOS JARDINES INFANTILES DE LA JUNJI","Vásquez V, Fabián, Salazar R, Gabriela, Andrade S, Margarita, Díaz B, Erik, Rojas, Juanita","Revista chilena de nutrición; 31(2); 100-108","Revista chilena de nutrición","Espanhol","2004","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-75182004000200004&lang=pt" 
"S0102-37722004000200015-scl","Notícia: Diretrizes curriculares nacionais para os cursos de graduação em psicologia","","Psicologia: Teoria e Pesquisa; 20(2); 205-208","Psicologia: Teoria e Pesquisa","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-37722004000200015&lang=pt" 
"S0102-37722004000200006-scl","Risco e proteção: em busca de um equilíbrio promotor de resiliência","Pesce, Renata P., Assis, Simone G, Santos, Nilton, Oliveira, Raquel de V. Carvalhaes de","Psicologia: Teoria e Pesquisa; 20(2); 135-143","Psicologia: Teoria e Pesquisa","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-37722004000200006&lang=pt" 
"S0102-37722004000200013-scl","Resenha: Psicologia, organizações e trabalho no Brasil","Jaques-Jesus, ","Psicologia: Teoria e Pesquisa; 20(2); 201-202","Psicologia: Teoria e Pesquisa","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-37722004000200013&lang=pt" 
"S0102-37722004000200014-scl","Resenha: Psicopathologia II - Semiologia clínica: investigação teórico-clínica das síndromes psicopatológicas clássicas","Araújo, José Newton Garcia de","Psicologia: Teoria e Pesquisa; 20(2); 203-204","Psicologia: Teoria e Pesquisa","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-37722004000200014&lang=pt" 
"S0100-72032004000700011-scl","Hemoglobinúria paroxística noturna e gravidez","Nomura, Marcelo Luís, Surita, Fernanda Garanhani de Castro, Parpinelli, Mary Angela, Carvalho, Egle Cristina Couto, Passini Júnior, Renato","Revista Brasileira de Ginecologia e Obstetrícia; 26(7); 579-582","Revista Brasileira de Ginecologia e Obstetrícia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032004000700011&lang=pt" 
"S0102-37722004000200002-scl","Cultural bias in the SON-R test: comparative study of Brazilian and dutch children","Tellegen, Peter J., Laros, Jacob A.","Psicologia: Teoria e Pesquisa; 20(2); 103-111","Psicologia: Teoria e Pesquisa","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-37722004000200002&lang=pt" 
"S0102-37722004000200003-scl","Crianças expostas à violência conjugal: avaliação do desempenho acadêmico","Brancalhone, Patrícia Georgia, Fogo, José Carlos, Williams, Lúcia Cavalcanti de Albuquerque","Psicologia: Teoria e Pesquisa; 20(2); 113-117","Psicologia: Teoria e Pesquisa","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-37722004000200003&lang=pt" 
"S0102-37722004000200004-scl","O pai presente: o desvelar da paternidade em uma família contemporânea","Gomes, Aguinaldo José da Silva, Resende, Vera da Rocha","Psicologia: Teoria e Pesquisa; 20(2); 119-125","Psicologia: Teoria e Pesquisa","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-37722004000200004&lang=pt" 
"S0102-37722004000200005-scl","A criança hiperativa: uma visão da abordagem gestáltica","Antony, Sheila, Ribeiro, Jorge Ponciano","Psicologia: Teoria e Pesquisa; 20(2); 127-134","Psicologia: Teoria e Pesquisa","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-37722004000200005&lang=pt" 
"S0102-37722004000200007-scl","Adolescentes com Lúpus Eritematoso Sistêmico: um estudo por meio do método de rorschach","Santoantonio, Jacqueline, Yazigi, Latife, Sato, Emília","Psicologia: Teoria e Pesquisa; 20(2); 145-151","Psicologia: Teoria e Pesquisa","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-37722004000200007&lang=pt" 
"S0102-37722004000200008-scl","Desenvolvimento de uma escala de bem-estar subjetivo","Albuquerque, Anelise Salazar, Tróccoli, Bartholomeu Tôrres","Psicologia: Teoria e Pesquisa; 20(2); 153-164","Psicologia: Teoria e Pesquisa","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-37722004000200008&lang=pt" 
"S0102-37722004000200009-scl","Impactos psicológicos do uso de celulares: uma pesquisa exploratória com jovens brasileiros","Nicolaci-da-Costa, Ana Maria","Psicologia: Teoria e Pesquisa; 20(2); 165-174","Psicologia: Teoria e Pesquisa","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-37722004000200009&lang=pt" 
"S0102-37722004000200010-scl","Uma aproximação semântica aos conceitos de urbano, rural e cooperativa","Albuquerque, Francisco José Batista de, Pimentel, Carlos Eduardo","Psicologia: Teoria e Pesquisa; 20(2); 175-182","Psicologia: Teoria e Pesquisa","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-37722004000200010&lang=pt" 
"S0102-37722004000200011-scl","Os encontros e desencontros da militância e da vida cotidiana","Baltazar, Bernadete","Psicologia: Teoria e Pesquisa; 20(2); 183-190","Psicologia: Teoria e Pesquisa","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-37722004000200011&lang=pt" 
"S0102-37722004000200012-scl","Comportamento precorrente auxiliar: efeitos do número de dimensões discriminativas da tarefa","Oliveira-Castro, Jorge M., Campos, Ana Paula Martins de","Psicologia: Teoria e Pesquisa; 20(2); 191-199","Psicologia: Teoria e Pesquisa","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-37722004000200012&lang=pt" 
"S0100-72032004000700006-scl","Prevalência da colonização vaginal e anorretal por estreptococo do grupo B em gestantes do terceiro trimestre","Beraldo, Cláudio, Brito, Angela Sara Jamusse de, Saridakis, Halha Ostrensky, Matsuo, Tiemi","Revista Brasileira de Ginecologia e Obstetrícia; 26(7); 543-549","Revista Brasileira de Ginecologia e Obstetrícia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032004000700006&lang=pt" 
"S0066-782X2004001400001-scl","Considerações sobre o processo de revisão pelos pares nos arquivos","Albuquerque, Cicero Piva de","Arquivos Brasileiros de Cardiologia; 83(2); 97-98","Arquivos Brasileiros de Cardiologia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2004001400001&lang=pt" 
"S0066-782X2004001400006-scl","Insuficiência renal aguda após cirurgia de revascularização miocárdica com circulação extracorpórea: incidência, fatores de risco e mortalidade","Santos, Fernando Oliveira, Silveira, Marco Antonio, Maia, Roberto Barreto, Monteiro, Marcelo Dantas Cerqueira, Martinelli, Reinaldo","Arquivos Brasileiros de Cardiologia; 83(2); 145-149","Arquivos Brasileiros de Cardiologia","Inglês, Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2004001400006&lang=pt" 
"S0066-782X2004001400005-scl","Anticorpos contra beta2-glicoproteína I como fatores de risco para infarto agudo do miocárdio","Ranzolin, Aline, Bohn, Jussara Marilú, Norman, Gary L., Manenti, Euler, Bodanese, Luis Carlos, Mühlen, Carlos Alberto von, Staub, Henrique Luiz","Arquivos Brasileiros de Cardiologia; 83(2); 137-140","Arquivos Brasileiros de Cardiologia","Inglês, Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2004001400005&lang=pt" 
"S0066-782X2004001400011-scl","Caso 4/2004 - Morte súbita em mulher de 24 anos portadora de arterite de Takayasu (Instituto do Coração do Hospital das Clínicas - FMUSP, São Paulo)","Falcão, Sandra, Giorgi, Dante Marcelo Artigas, Favarato, Desidério, Bortolotto, Luiz, Gutierrez, Paulo Sampaio","Arquivos Brasileiros de Cardiologia; 83(2); 182-186","Arquivos Brasileiros de Cardiologia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2004001400011&lang=pt" 
"S0066-782X2004001400009-scl","Edema generalizado e circulação hiperdinâmica: um possível caso de beribéri","Minicucci, Marcos F., Zornoff, Leonardo A. M., Matsue, Mirna, Inoue, Roberto M. T., Matsubara, Luiz S., Okoshi, Marina P., Okoshi, Katashi, Campana, Álvaro O., Paiva, Sergio A. R.","Arquivos Brasileiros de Cardiologia; 83(2); 173-175","Arquivos Brasileiros de Cardiologia","Inglês, Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2004001400009&lang=pt" 
"S0066-782X2004001400002-scl","Fatores de risco e morbimortalidade associados à fibrilação atrial no pós-operatório de cirurgia cardíaca","Silva, Rogério Gomes da, Lima, Gustavo Glotz de, Laranjeira, Andréia, Costa, Altamiro Reis da, Pereira, Edemar, Rodrigues, Rubem","Arquivos Brasileiros de Cardiologia; 83(2); 99-104","Arquivos Brasileiros de Cardiologia","Inglês, Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2004001400002&lang=pt" 
"S0066-782X2004001400004-scl","Perfil de crise hipertensiva: prevalência e apresentação clínica","Martin, José Fernando Vilela, Higashiama, Érika, Garcia, Evandro, Luizon, Murilo Rizzatti, Cipullo, José Paulo","Arquivos Brasileiros de Cardiologia; 83(2); 125-130","Arquivos Brasileiros de Cardiologia","Inglês, Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2004001400004&lang=pt" 
"S0103-84782004000400018-scl","Avaliação de constituintes séricos em eqüinos e muares submetidos à prova de resistência de 76km, no Pantanal do Mato Grosso, Brasil","Ribeiro, Cássio Ricardo, Martins, Edivaldo Aparecido Nunes, Ribas, José Antônio Silva, Germinaro, Ademir","Ciência Rural; 34(4); 1081-1086","Ciência Rural","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782004000400018&lang=pt" 
"S0103-84782004000400057-scl","Aspectos fenotípicos, genotípicos e de diagnóstico da bactéria A. pleuropneumoniae","Costa, Mateus Matiuzzi da, Klein, Cátia Silene, Collares, Roberta Mattos, Vaz, Clarissa Silveira Luiz, Balestrim, Raquel, Schrank, Augusto, Silva, Sergio Ceroni da, Piffer, Itamar Antônio, Shrank, Irene Silveira","Ciência Rural; 34(4); 1305-1313","Ciência Rural","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782004000400057&lang=pt" 
"S0103-84782004000400054-scl","Testes de nitrato no solo como indicadores complementares no manejo da adubação nitrogenada em milho","Rambo, Lisandro, Silva, Paulo Regis Ferreira da, Argenta, Gilber, Bayer, Cimelio","Ciência Rural; 34(4); 1279-1287","Ciência Rural","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782004000400054&lang=pt" 
"S1516-89132004000400011-scl","Reproductive parameters of Lonomia obliqua Walker, 1855 (Lepidoptera: Saturniidae) in laboratory","Lorini, Lisete Maria, Rebelato, Gisele Sana, Bonatti, Juliano","Brazilian Archives of Biology and Technology; 47(4); 575-577","Brazilian Archives of Biology and Technology","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132004000400011&lang=pt" 
"S1516-89132004000400019-scl","Loss of macronutrients (N, P, K) in the hydrographic basin of the River Ivaí, an affluent of the River Paraná","Guiraud, Deborah Maria Corrêa, Lenzi, Ervim, Luchese, Eduardo Bernardi, Fávero, Luzia Otília Bortotti","Brazilian Archives of Biology and Technology; 47(4); 649-658","Brazilian Archives of Biology and Technology","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132004000400019&lang=pt" 
"S1516-89132004000400014-scl","Ichthyoplankton distribution and abundance off southeastern and southern Brazil","Freitas, Débora Martins de, Muelbert, José Henrique","Brazilian Archives of Biology and Technology; 47(4); 601-612","Brazilian Archives of Biology and Technology","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132004000400014&lang=pt" 
"S1516-89132004000400015-scl","Predicting biological parameters of estuarine benthic communities using models based on environmental data","Rosa-Filho, José Souto, Bemvenuti, Carlos Emílio, Elliott, Michael","Brazilian Archives of Biology and Technology; 47(4); 613-627","Brazilian Archives of Biology and Technology","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132004000400015&lang=pt" 
"S1516-89132004000400010-scl","Glycemic index: effect of food storage under low temperature","Carreira, Marina Cassab, Lajolo, Franco Maria, Menezes, Elizabete Wenzel de","Brazilian Archives of Biology and Technology; 47(4); 569-574","Brazilian Archives of Biology and Technology","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132004000400010&lang=pt" 
"S1677-04202004000200001-scl","Activity of alternative oxidase and plant uncoupling mitochondrial protein in potato tubers stored at low temperature or submitted to artificial aging","Pinheiro, Hugo Alves, Borges, Regis, Silva, Marco Aurélio Pedron e, Centeno, Danilo Cruz","Brazilian Journal of Plant Physiology; 16(2); 69-76","Brazilian Journal of Plant Physiology","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-04202004000200001&lang=pt" 
"S1677-04202004000200003-scl","Germination of dormant seeds of Stylosanthes humilis as promoted by ethylene accumulation in closed environments","Ribeiro, Dimas Mendes, Barros, Raimundo Santos","Brazilian Journal of Plant Physiology; 16(2); 83-88","Brazilian Journal of Plant Physiology","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-04202004000200003&lang=pt" 
"S1677-04202004000200007-scl","Changes in growth and superoxide dismutase activity in Hydrilla verticillata L. under abiotic stress","Panda, Sanjib Kumar, Khan, Mohammad Hussain","Brazilian Journal of Plant Physiology; 16(2); 115-118","Brazilian Journal of Plant Physiology","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-04202004000200007&lang=pt" 
"S1517-97022004000200010-scl","José Mário Pires Azanha: a radicalidade de uma razão apaixonada","Machado, Nílson José","Educação e Pesquisa; 30(2); 325-325","Educação e Pesquisa","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022004000200010&lang=pt" 
"S1517-97022004000200001-scl","EDITORIAL","Almeida, Maria Isabel de, Bruno, Lucia, Carvalho, Marília, Oliveira, Marta Kohl de","Educação e Pesquisa; 30(2); 207-208","Educação e Pesquisa","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022004000200001&lang=pt" 
"S1517-97022004000200006-scl","Apresentação","Vianna, Cláudia Pereira, Setton, Maria da Graça Jacintho","Educação e Pesquisa; 30(2); 285-288","Educação e Pesquisa","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022004000200006&lang=pt" 
"S1517-97022004000200007-scl","Metodologia qualitativa de pesquisa","Martins, Heloisa Helena T. de Souza","Educação e Pesquisa; 30(2); 289-300","Educação e Pesquisa","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022004000200007&lang=pt" 
"S1517-97022004000200005-scl","A reinvenção da escola a partir de uma experiência instituinte em hospital","Fontes, Rejane de Souza","Educação e Pesquisa; 30(2); 271-282","Educação e Pesquisa","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022004000200005&lang=pt" 
"S1517-97022004000200004-scl","Injustiça na escola: representações sociais de alunos do ensino fundamental e médio","Carbone, Renata Aparecida, Menin, Maria Suzana De Stéfano","Educação e Pesquisa; 30(2); 251-270","Educação e Pesquisa","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022004000200004&lang=pt" 
"S1517-97022004000200003-scl","A prática da não-retenção escolar na narrativa de professores do ensino fundamental: dificuldades e avanços na busca do sucesso escolar","Glória, Dília Maria Andrade, Mafra, Leila de Alvarenga","Educação e Pesquisa; 30(2); 231-250","Educação e Pesquisa","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022004000200003&lang=pt" 
"S1517-97022004000200002-scl","Ciclos de vida: algumas questões sobre a psicologia do adulto","Oliveira, Marta Kohl de","Educação e Pesquisa; 30(2); 211-229","Educação e Pesquisa","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022004000200002&lang=pt" 
"S1517-97022004000200016-scl","Uma reflexão sobre a formação do professor da escola básica","Azanha, José Mário Pires","Educação e Pesquisa; 30(2); 369-378","Educação e Pesquisa","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022004000200016&lang=pt" 
"S1517-97022004000200015-scl","Documento Preliminar n. 1","","Educação e Pesquisa; 30(2); 363-368","Educação e Pesquisa","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022004000200015&lang=pt" 
"S1517-97022004000200012-scl","Democratização do ensino: vicissitudes da idéia no ensino paulista","Azanha, José Mario Pires","Educação e Pesquisa; 30(2); 335-344","Educação e Pesquisa","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022004000200012&lang=pt" 
"S1517-97022004000200011-scl","&quot;Democratização do ensino&quot; revisitado","Carvalho, José Sérgio Fonseca de","Educação e Pesquisa; 30(2); 327-334","Educação e Pesquisa","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022004000200011&lang=pt" 
"S1517-97022004000200013-scl","A título de apresentação","Arelaro, Lisete Regina Gomes","Educação e Pesquisa; 30(2); 345-347","Educação e Pesquisa","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022004000200013&lang=pt" 
"S1517-97022004000200009-scl","Trajetória acadêmica e pensamento sociológico: entrevista com Bernard Lahire","","Educação e Pesquisa; 30(2); 315-321","Educação e Pesquisa","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022004000200009&lang=pt" 
"S1677-04202004000200002-scl","Effects of changes in the photosynthetic photon flux density on net gas exchange of Citrus limon and Nicotiana tabacum","Pimentel, Carlos, Ribeiro, Rafael Vasconcelos, Santos, Mauro Guida dos, Oliveira, Ricardo Ferraz de, Machado, Eduardo Caruso","Brazilian Journal of Plant Physiology; 16(2); 77-82","Brazilian Journal of Plant Physiology","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-04202004000200002&lang=pt" 
"S1677-04202004000200004-scl","Comparative stomatal conductance and chlorophyll a fluorescence in leaves vs. fruits of the cerrado legume tree, Dalbergia miscolobium","Lemos Filho, José Pires de, Isaias, Rosy Mary dos Santos","Brazilian Journal of Plant Physiology; 16(2); 89-93","Brazilian Journal of Plant Physiology","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-04202004000200004&lang=pt" 
"S1677-04202004000200005-scl","Isolation of enzymes involved in threonine biosynthesis from sorghum seeds","Ferreira, Renato Rodrigues, Vendemiatti, Ariane, Meinhardt, Lyndel Wayne, Lea, Peter John, Azevedo, Ricardo Antunes","Brazilian Journal of Plant Physiology; 16(2); 95-104","Brazilian Journal of Plant Physiology","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-04202004000200005&lang=pt" 
"S1677-04202004000200006-scl","EgLFY, the Eucalyptus grandis homolog of the Arabidopsis gene LEAFY is expressed in reproductive and vegetative tissues","Dornelas, Marcelo Carnier, Amaral, Weber A. Neves do, Rodriguez, Adriana Pinheiro Martinelli","Brazilian Journal of Plant Physiology; 16(2); 105-114","Brazilian Journal of Plant Physiology","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-04202004000200006&lang=pt" 
"S1517-97022004000200014-scl","A política de educação do estado de São Paulo (uma notícia): considerações sobre a política de educação do Estado de São Paulo","Azanha, José Mário Pires","Educação e Pesquisa; 30(2); 349-361","Educação e Pesquisa","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022004000200014&lang=pt" 
"S1806-37132004000800001-scl","Editorial","Pereira, Carlos A.C.","Jornal Brasileiro de Pneumologia; 30(); S1-S76","Jornal Brasileiro de Pneumologia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132004000800001&lang=pt" 
"S1517-97022004000200008-scl","Comprender y hacerse comprender: como reforzar la legitimidad interna y externa de los estudios cualitativos","van Zanten, Agnès","Educação e Pesquisa; 30(2); 301-313","Educação e Pesquisa","Espanhol","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022004000200008&lang=pt" 
"S1806-37132004000800002-scl","Diretrizes para Cessação do Tabagismo","Araújo, Alberto José de, Menezes, Ana Maria B., Dórea, Antônio José Pessoa Silva, Torres, Blancard Santos, Viegas, Carlos Alberto de Assis, Silva, Celso Antônio Rodrigues da, Kirchenchtejn, Ciro, Orfaliais, Cláudia S, Sant&#039;anna, Clémax Couto, Botelho, Clóvis, Gonçalves, Cristina Maria Cantarino, Haggsträm, Fábio Maraschin, Godoy, Irma de, Reichert, Jonatas, Chatkin, José Miguel, Ayoub, Letícia Teixeira Vitale, Pereira, Luiz Fernando Ferreira, Halty, Luis Suárez, Sales, Maria da Penha Uchoa, Oliveira, Maria Vera Cruz de, Castillo, Patrícia Leão, Meirelles, Ricardo Henrique Sampaio","Jornal Brasileiro de Pneumologia; 30(); S1-S76","Jornal Brasileiro de Pneumologia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132004000800002&lang=pt" 
"S0021-75572004000500004-scl","Reações alérgicas a medicamentos","Nagao-Dias, Aparecida T., Barros-Nunes, Patrícia, Coelho, Helena L. L., Solé, Dirceu","Jornal de Pediatria; 80(4); 259-266","Jornal de Pediatria","Inglês, Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572004000500004&lang=pt" 
"S0021-75572004000500005-scl","Crescimento de recém-nascidos pré-termo nas primeiras 12 semanas de vida","Anchieta, Lêni M., Xavier, César C., Colosimo, Enrico A.","Jornal de Pediatria; 80(4); 267-276","Jornal de Pediatria","Inglês, Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572004000500005&lang=pt" 
"S0021-75572004000500007-scl","Avaliação de dois esquemas de manejo da hiperbilirrubinemia em recém-nascidos com peso menor que 2.000 g","Leite, Maria das Graças C., Facchini, Fernando P.","Jornal de Pediatria; 80(4); 285-290","Jornal de Pediatria","Inglês, Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572004000500007&lang=pt" 
"S0021-75572004000500008-scl","Prevalência de refluxo gastroesofágico patológico em lactentes regurgitadores","Costa, Aldo J. F., Silva, Giselia A. P., Gouveia, Pedro A. C., Pereira Filho, Ernani M.","Jornal de Pediatria; 80(4); 291-295","Jornal de Pediatria","Inglês, Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572004000500008&lang=pt" 
"S0021-75572004000500009-scl","Importância da avaliação dos movimentos generalizados espontâneos no prognóstico neurológico de recém-nascidos pré-termo","Garcia, Juliana M., Gherpelli, José Luiz D., Leone, Cléa R.","Jornal de Pediatria; 80(4); 296-304","Jornal de Pediatria","Inglês, Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572004000500009&lang=pt" 
"S0021-75572004000500010-scl","Leptina como marcadora do dimorfismo sexual em recém-nascidos","Pardo, Inês M. C. G., Geloneze, Bruno, Tambascia, Marcos A., Pereira, José L., Barros Filho, Antonio A.","Jornal de Pediatria; 80(4); 305-308","Jornal de Pediatria","Inglês, Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572004000500010&lang=pt" 
"S0021-75572004000500011-scl","A percepção da doença em portadoras da síndrome de Turner","Suzigan, Lígia Z. C., Silva, Roberto B. Paiva e, Marini, Sofia H. V. Lemos, Baptista, Maria Tereza M., Guerra Jr., Gil, Magna, Luís Alberto, Guerra, Andréa T. Maciel","Jornal de Pediatria; 80(4); 309-314","Jornal de Pediatria","Inglês, Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572004000500011&lang=pt" 
"S0021-75572004000500012-scl","Concentrações de interleucina-2 na secreção nasofaríngea de crianças com bronquiolite viral aguda pelo vírus respiratório sincicial","Giugno, Katia M., Machado, Denise C., Amantéa, Sérgio L., Barreto, Sérgio S. Menna","Jornal de Pediatria; 80(4); 315-320","Jornal de Pediatria","Inglês, Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572004000500012&lang=pt" 
"S0021-75572004000500013-scl","Aspectos clínicos e histológicos da úlcera duodenal em crianças e adolescentes","Kawakami, Elisabete, Machado, Rodrigo S., Fonseca, Jacqueline A., Patrício, Francy R. S.","Jornal de Pediatria; 80(4); 321-325","Jornal de Pediatria","Inglês, Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572004000500013&lang=pt" 
"S0021-75572004000500014-scl","Consumo de medicamentos em adolescentes escolares: uma preocupação","Silva, Clécio H. da, Giugliani, Elsa R. J.","Jornal de Pediatria; 80(4); 326-332","Jornal de Pediatria","Inglês, Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572004000500014&lang=pt" 
"S0021-75572004000500015-scl","Lipodistrofia generalizada congênita","Figueiredo Filho, Paulo P., Val, Alexandre Costa, Diamante, Rosângela, Cunha, Cristiane F., Norton, Rocksane C., Lamounier, Joel A., Leão, Ênnio","Jornal de Pediatria; 80(4); 333-336","Jornal de Pediatria","Inglês, Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572004000500015&lang=pt" 
