"S1413-81232016001003303-spa","Disability, family and society: new thinking of an old debate","Goldson, Edward","Ciência &amp; Saúde Coletiva; 21(10); 3303-3307","Ciência &amp; Saúde Coletiva","Inglês","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232016001003303&lang=pt" 
"S2317-17822016000500489-scl","Editorial","Navas, Ana Luiza, Silva, Roberta Gonçalves da","CoDAS; 28(5); 489-490","CoDAS","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822016000500489&lang=pt" 
"S0102-09352016000501207-scl","Provável extrusão de núcleo pulposo aguda e não compressiva em um cão: relato de caso","Franco, G.G., Siqueira, E.G.M.D., Souza, J.A.L.D., Prado, L.O.D.C., Brandão, C.V.S., Rahal, S.C., Mamprim, M.J., Quitzan, J.G., Minto, B.W.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 68(5); 1207-1211","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352016000501207&lang=pt" 
"S0102-09352016000501301-scl","Development and evaluation of accessories to improve the posture of veterinary surgeons in surgical procedures conducted in the field","Vulcani, V.A.S., Silva, L.A.F., Rabelo, R.E., Silva, O.C., Mendes, L.A., Freitas, S.L.R., Rabbers, A.S., Assis, B.M.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 68(5); 1301-1308","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352016000501301&lang=pt" 
"S1889-836X2016000300005-esp","COMUNICACIONES ORALES: Sesión 3","","Revista de Osteoporosis y Metabolismo Mineral; 8(3); 12-13","Revista de Osteoporosis y Metabolismo Mineral","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1889-836X2016000300005&lang=pt" 
"S1889-836X2016000300009-esp","PÓSTERS: Sesión 4","","Revista de Osteoporosis y Metabolismo Mineral; 8(3); 42-51","Revista de Osteoporosis y Metabolismo Mineral","Espanhol","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1889-836X2016000300009&lang=pt" 
"S0102-09352016000501360-scl","Características produtivas e nutricionais do capim-xaraés inoculado com bactérias diazotróficas associativas","Bosa, C.K., Guimarães, S.L., Polizel, A.C., Bonfim-Silva, E.M., Canuto, E.L.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 68(5); 1360-1368","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352016000501360&lang=pt" 
"S2317-17822016000500640-scl","O que sabemos das alterações auditivas centrais em crianças expostas ao álcool na gestação? Revisão sistemática","Simões, Humberto de Oliveira, Zanchetta, Sthella, Furtado, Erikson Felipe","CoDAS; 28(5); 640-645","CoDAS","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822016000500640&lang=pt" 
"S0102-09352016000501390-scl","Produção de embriões em ovinos Morada Nova e Somalis Brasileira","Brasil, O.O., Moreira, N.H., Silva, T.A.S.N., Silva, B.D.M., Nascimento, N.V., Facó, O., Ramos, A.F.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 68(5); 1390-1394","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352016000501390&lang=pt" 
"S0102-09352016000501283-scl","Influência da condição corporal ao parto no balanço energético e desempenho reprodutivo de cabras leiteiras no pós-parto","Barbosa, L.P., Rodrigues, M.T., Guimarães, J.D., Torres, C.A.A., Carvalho, G.R., Amorim, L.S., Dutra, P.A.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 68(5); 1283-1291","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352016000501283&lang=pt" 
"S0102-09352016000501374-scl","Efficiency of water use and nitrogen for goat milk production in irrigated pasture to different management","Cavalcante, A.C.R., Santos, P.M., C. Júnior, J.A.A., Cândido, M.J.D., Lemos, N.L.S.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 68(5); 1374-1380","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352016000501374&lang=pt" 
"S0100-39842016000500004-scl","Applicability of three-dimensional imaging techniques in fetal medicine","Werner Júnior, Heron, Santos, Jorge Lopes dos, Belmonte, Simone, Ribeiro, Gerson, Daltro, Pedro, Gasparetto, Emerson Leandro, Marchiori, Edson","Radiologia Brasileira; 49(5); 281-287","Radiologia Brasileira","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842016000500004&lang=pt" 
"S0102-76382016000500001-scl","New Performance of the BJCVS","Braile, Domingo M.","Brazilian Journal of Cardiovascular Surgery; 31(5); I-III","Brazilian Journal of Cardiovascular Surgery","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382016000500001&lang=pt" 
"S0034-737X2016000500639-scl","Kalanchoe crop development under different levels of irrigation","Soares, Fátima Cibele, Parizi, Ana Rita Costenaro, Corrêa, Francieli Ribeiro, Bortolás, Francielle Altíssimo, Russi, Jumar Luis","Revista Ceres; 63(5); 639-645","Revista Ceres","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-737X2016000500639&lang=pt" 
"S1676-24442016000500316-scl","Histopathological study comparing native and post-transplant recurrent chronic hepatitis C with emphasis on confounders with acute cellular rejection","Fraga, Isabela R. C., Caroli-Bottino, Adriana, Pannain, Vera Lucia N.","Jornal Brasileiro de Patologia e Medicina Laboratorial; 52(5); 316-323","Jornal Brasileiro de Patologia e Medicina Laboratorial","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442016000500316&lang=pt" 
"S0034-737X2016000500715-scl","Compactação de solo cultivado com cana-de-açúcar em Baía Formosa, Rio Grande do Norte","Oliveira Filho, Francisco Xavier de, Miranda, Neyton de Oliveira, Medeiros, José Francismar de, Silva, Paulo César Moura da, Mesquita, Francisco de Oliveira, Costa, Thiago Kennedy Gomes","Revista Ceres; 63(5); 715-723","Revista Ceres","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-737X2016000500715&lang=pt" 
"S0034-737X2016000500676-scl","Efeito da aplicação de nitrogênio e de piraclostrobina em plantas de tomateiro cultivar Micro-Tom","Martinazzo, Emanuela Garbin, Perboni, Anelise Tessari, Tejada, Monica Tamires, Posso, Douglas Antonio, Galdino, Ana Carolina Silva, Bacarin, Marcos Antonio","Revista Ceres; 63(5); 676-682","Revista Ceres","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-737X2016000500676&lang=pt" 
"S0034-737X2016000500698-scl","Production of gherkin seedlings in coconut fiber fertirrigated with different nutrient solutions","Oliveira, Francisco de Assis de, Ribeiro, Maria da Saúde de Souza, Oliveira, Mychelle Karla Teixeira de, Martins, Daniele Campos, Neta, Maria Lilia de Souza, Medeiros, José Francismar de","Revista Ceres; 63(5); 698-705","Revista Ceres","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-737X2016000500698&lang=pt" 
"S0034-737X2016000500741-scl","Efeitos da escarificação mecânica nos atributos físicos do solo e agronômicos do capim elefante","Nagahama, Hideo de Jesus, Granja, Gilmara Pires, Cortez, Jorge Wilson, Ramos, Renato Lima, Arcoverde, Sálvio Napoleão Soares","Revista Ceres; 63(5); 741-746","Revista Ceres","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-737X2016000500741&lang=pt" 
"S1676-24442016000500349-scl","Aggressive ameloblastic fibrosarcoma in maxilla: case report and new perspectives based on the current literature","Amorim, Rivadavio F. B., Miguel, Márcia C. C., Morais, Maria de Lourdes S. A., Queiroz, Lélia M. G., Silveira, Éricka J. D.","Jornal Brasileiro de Patologia e Medicina Laboratorial; 52(5); 349-353","Jornal Brasileiro de Patologia e Medicina Laboratorial","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442016000500349&lang=pt" 
"S0034-737X2016000500668-scl","Competitive analysis of soybean and sudangrass using replacement series design","Rizzardi, Mauro Antônio, Wandscheer, Alana Cristina Dorneles, Hoffmann, Andrea Ferreira","Revista Ceres; 63(5); 668-675","Revista Ceres","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-737X2016000500668&lang=pt" 
"S0034-737X2016000500589-scl","Avaliação da intensidade da reação de Maillard, de atributos físico-químicos e análise de textura em doce de leite","Francisquini, Júlia d&#039;Almeida, Oliveira, Leandra Natália de, Pereira, João Pablo Fortes, Stephani, Rodrigo, Perrone, Ítalo Tuler, Silva, Paulo Henrique Fonseca da","Revista Ceres; 63(5); 589-596","Revista Ceres","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-737X2016000500589&lang=pt" 
"S1676-24442016000500345-scl","Angiosarcoma of small intestine: case report and literature review","Lopes, Roberto Heleno, Resende, Frederico Augustus M., Fraga, João Baptista P., Oliveira, Alexandre F., Pereira, Matheus S. V., Maciel, Bruno A. R., Lamim, Raul Fernando B.","Jornal Brasileiro de Patologia e Medicina Laboratorial; 52(5); 345-348","Jornal Brasileiro de Patologia e Medicina Laboratorial","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442016000500345&lang=pt" 
"S1676-24442016000500312-scl","Expression of pathogenicity factors by Enterococcus strains isolated from inpatients with bloodstream infection in Belo Horizonte, Minas Gerais, Brazil","Andrade, Samir de Deus E., Borges, Amanda Maria P., Duarte, Gustavo A. R., Santos, Simone G., Farias, Luiz M., Magalhães, Paula P.","Jornal Brasileiro de Patologia e Medicina Laboratorial; 52(5); 312-315","Jornal Brasileiro de Patologia e Medicina Laboratorial","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442016000500312&lang=pt" 
"S0034-737X2016000500597-scl","Cultivo de Penicillium spp. em resíduos da colheita de soja para produção de celulase, protease e amilase","Cunha, Joice Raísa Barbosa, Santos, Fernanda Castro Pires dos, Assis, Fábia Giovana do Val de, Leal, Patrícia Lopes","Revista Ceres; 63(5); 597-604","Revista Ceres","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-737X2016000500597&lang=pt" 
"S0034-737X2016000500631-scl","Influência do sistema de colheita nas características da fibra do algodão","Kazama, Elizabeth Haruna, Ferreira, Francielle Morelli, Silva, Antonio Renan Berchol da, Fiorese, Diego Augusto","Revista Ceres; 63(5); 631-638","Revista Ceres","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-737X2016000500631&lang=pt" 
"S0034-737X2016000500706-scl","Crescimento inicial do milho cultivar brs 1030 sob omissão de nutrientes em solução nutritiva","Gondim, Ancélio Ricardo de Oliveira, Prado, Renato de Mello, Fonseca, Ivana Machado, Alves, Adriana Ursulino","Revista Ceres; 63(5); 706-714","Revista Ceres","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-737X2016000500706&lang=pt" 
"S1676-24442016000500307-scl","Report of a case of paroxysmal nocturnal hemoglobinuria (PNH) with complex evolution and liver transplant","Alencar, Railene Célia B., Guimarães, Andréa M., Brito Junior, Lacy C.","Jornal Brasileiro de Patologia e Medicina Laboratorial; 52(5); 307-311","Jornal Brasileiro de Patologia e Medicina Laboratorial","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442016000500307&lang=pt" 
"S0034-737X2016000500732-scl","Seed inoculation with Azospirillum brasilense and N fertilization of corn in the Cerrado biome","Vasconcelos, Ana Carolina Pereira de, Siqueira, Thiago Prudente, Lana, Regina Maria Quintão, Faria, Marcos Vieira de, Nunes, Aline Arantes, Lana, Ângela Maria Quintão","Revista Ceres; 63(5); 732-740","Revista Ceres","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-737X2016000500732&lang=pt" 
"S1676-24442016000500293-scl","Biofilm production and resistance profile of Enterobacter sp. strains isolated from pressure ulcers in Petrolina, Pernambuco, Brazil","Soares, Gleise G., Costa, Joice F., Melo, Flávia B. S., Mola, Rachel, Balbino, Tereza Cristina L.","Jornal Brasileiro de Patologia e Medicina Laboratorial; 52(5); 293-298","Jornal Brasileiro de Patologia e Medicina Laboratorial","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442016000500293&lang=pt" 
"S0034-737X2016000500621-scl","Dinâmica do nível freático e da salinização das águas subterrâneas em áreas irrigadas","Andrade, Eunice Maia de, Aquino, Deodato do Nascimento, Luna, Nayara Rochelli de Sousa, Lopes, Fernando Bezerra, Crisóstomo, Lindbergue de Araújo","Revista Ceres; 63(5); 621-630","Revista Ceres","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-737X2016000500621&lang=pt" 
"S0034-737X2016000500646-scl","Astringency in ʻGiomboʼ persimmon and its relationship with the harvest time","Tessmer, Magda Andréia, Appezzato-da-Glória, Beatriz, Kluge, Ricardo Alfredo","Revista Ceres; 63(5); 646-652","Revista Ceres","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-737X2016000500646&lang=pt" 
"S0034-737X2016000500605-scl","Frozen yogurt from sheep milk","Abreu, Elisangela de, Zeni, Jamile, Steffens, Clarice, Steffens, Juliana","Revista Ceres; 63(5); 605-613","Revista Ceres","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-737X2016000500605&lang=pt" 
"S0034-737X2016000500614-scl","Análise da competitividade das exportações brasileiras de mel natural, segundo o modelo constant market share e o índice de vantagem comparativa revelada","Paula, Maristela Franchetti de, Santos, Anadalvo Juazeiro dos, Timofeiczyk Junior, Romano, Hoeflich, Vitor Afonso, Silva, João Carlos Garzel Leodoro da, Angelo, Humberto","Revista Ceres; 63(5); 614-620","Revista Ceres","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-737X2016000500614&lang=pt" 
"S1676-24442016000500282-scl","Bacterial resistance in enterobacteria","Carvalhães, Cecilia Godoy","Jornal Brasileiro de Patologia e Medicina Laboratorial; 52(5); 282-283","Jornal Brasileiro de Patologia e Medicina Laboratorial","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442016000500282&lang=pt" 
"S0034-737X2016000500661-scl","Selection of progenitors for increase in oil content in soybean","Rodrigues, Josiane Isabela da Silva, Arruda, Klever Márcio Antunes, Piovesan, Newton Deniz, Barros, Everaldo Gonçalves de, Moreira, Maurilio Alves","Revista Ceres; 63(5); 661-667","Revista Ceres","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-737X2016000500661&lang=pt" 
"S0034-737X2016000500683-scl","Export and nutrient partitioning in organic onion","Bettoni, Marcelle Michelotti, Mógor, Átila Francisco, Pauletti, Volnei, Silva, Vitor Cezar Pacheco da, Koyama, Renata","Revista Ceres; 63(5); 683-690","Revista Ceres","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-737X2016000500683&lang=pt" 
"S1676-24442016000500324-scl","Protein molecular modeling of genetic markers for thyroid cancer","Andrade, Luis Jesuino O., Oliveira, Gabriela C. M., Bittencourt, Alcina Maria V., Melo, Paulo Roberto S.","Jornal Brasileiro de Patologia e Medicina Laboratorial; 52(5); 324-337","Jornal Brasileiro de Patologia e Medicina Laboratorial","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442016000500324&lang=pt" 
"S1676-24442016000500299-scl","Hemoglobinopathy detection through an institutional neonatal screening program in Colombia","Echeverry-Coral, Sandra Johanna, Colmenares-Mejía, Claudia Carolina, Yepes-Molina, Zuli Ximena, Martínez-Nieto, Oscar, Isaza-Ruget, Mario A.","Jornal Brasileiro de Patologia e Medicina Laboratorial; 52(5); 299-306","Jornal Brasileiro de Patologia e Medicina Laboratorial","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442016000500299&lang=pt" 
"S1676-24442016000500284-scl","Detection of antimicrobial resistance genes in beta-lactamase- and carbapenemase-producing Klebsiella pneumoniae by patient surveillance cultures at an intensive care unit in Rio de Janeiro, Brazil","Flores, Claudia, Romão, Célia Maria C. P. A., Bianco, Kayo, Miranda, Catia Chaia de, Breves, Angela, Souza, Ana Paula S., Santos, Rosana Maria R., Fonseca, Bianca O., Filippis, Ivano de, Clementino, Maysa M.","Jornal Brasileiro de Patologia e Medicina Laboratorial; 52(5); 284-292","Jornal Brasileiro de Patologia e Medicina Laboratorial","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442016000500284&lang=pt" 
"S0102-76382016000500002-scl","Cardiopulmonary Bypass: a Forgotten Area of Searching for New Knowledge in Brazil and the Importance of Translational Research","Neirotti, Rodolfo","Brazilian Journal of Cardiovascular Surgery; 31(5); IV-V","Brazilian Journal of Cardiovascular Surgery","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382016000500002&lang=pt" 
"S0102-76382016000500003-scl","Should a Cardiac Surgeon Blame Himself for Replacing a Mitral Valve?","Adademir, Taylan, Alp, Mete","Brazilian Journal of Cardiovascular Surgery; 31(5); VI-VII","Brazilian Journal of Cardiovascular Surgery","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382016000500003&lang=pt" 
"S0036-36342016000500493-mex","Editorial","Artaza, Osvaldo","Salud Pública de México; 58(5); 493-495","Salud Pública de México","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342016000500493&lang=pt" 
"S0102-76382016000500389-scl","A Cycle Ergometer Exercise Program Improves Exercise Capacity and Inspiratory Muscle Function in Hospitalized Patients Awaiting Heart Transplantation: a Pilot Study","Forestieri, Patrícia, Guizilini, Solange, Peres, Monique, Bublitz, Caroline, Bolzan, Douglas W., Rocco, Isadora S., Santos, Vinícius B., Moreira, Rita Simone L., Breda, João R., Almeida, Dirceu R. de, Carvalho, Antonio Carlos de C., Arena, Ross, Gomes, Walter J.","Brazilian Journal of Cardiovascular Surgery; 31(5); 389-395","Brazilian Journal of Cardiovascular Surgery","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382016000500389&lang=pt" 
"S0036-36342016000500533-mex","Eficiencia de los recursos humanos en salud: una aproximación a su análisis en México","Nigenda, Gustavo, Alcalde-Rabanal, Jaqueline, González-Robledo, Luz María, Serván-Mori, Edson, García-Saiso, Sebastián, Lozano, Rafael","Salud Pública de México; 58(5); 533-542","Salud Pública de México","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342016000500533&lang=pt" 
"S0036-36342016000500522-mex","Asignación financiera en el Sistema de Protección Social en Salud de México: retos para la compra estratégica","González-Block, Miguel Ángel, Figueroa, Alejandro, García-Téllez, Ignacio, Alarcón, José","Salud Pública de México; 58(5); 522-532","Salud Pública de México","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342016000500522&lang=pt" 
"S0036-36342016000500514-mex","La reforma de salud chilena a diez años de su implementación","Urriola, Carlos, Infante, Antonio, Aguilera, Ismael, Ormeño, Héctor","Salud Pública de México; 58(5); 514-521","Salud Pública de México","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342016000500514&lang=pt" 
"S0102-76382016000500358-scl","Early Open-Lung Ventilation Improves Clinical Outcomes in Patients with Left Cardiac Dysfunction Undergoing Off-Pump Coronary Artery Bypass: a Randomized Controlled Trial","Bolzan, Douglas W., Gomes, Walter José, Rocco, Isadora S., Viceconte, Marcela, Nasrala, Mara L. S., Pauletti, Hayanne O., Moreira, Rita Simone L., Hossne Jr, Nelson A., Arena, Ross, Guizilini, Solange","Brazilian Journal of Cardiovascular Surgery; 31(5); 358-364","Brazilian Journal of Cardiovascular Surgery","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382016000500358&lang=pt" 
"S0036-36342016000500553-mex","Desempeño hospitalario en un sistema de salud segmentado y desigual: Chile 2001-2010","Cid, Camilo, Herrera, Cristian A, Prieto, Lorena","Salud Pública de México; 58(5); 553-560","Salud Pública de México","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342016000500553&lang=pt" 
"S0102-76382016000500400-scl","Valvular Disorders in Carcinoid Heart Disease","Yuan, Shi-Min","Brazilian Journal of Cardiovascular Surgery; 31(5); 400-405","Brazilian Journal of Cardiovascular Surgery","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382016000500400&lang=pt" 
"S0036-36342016000500504-mex","Financiamiento, organización, costos y desempeño de los servicios de los subsistemas de salud argentinos","Yavich, Natalia, Báscolo, Ernesto Pablo, Haggerty, Jeannie","Salud Pública de México; 58(5); 504-513","Salud Pública de México","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342016000500504&lang=pt" 
"S0102-76382016000500381-scl","Reference Values for the Six-Minute Walk Test in Healthy Children and Adolescents: a Systematic Review","Cacau, Lucas de Assis Pereira, Santana-Filho, Valter Joviniano de, Maynard, Luana G., Gomes Neto, Mansueto, Fernandes, Marcelo, Carvalho, Vitor Oliveira","Brazilian Journal of Cardiovascular Surgery; 31(5); 381-388","Brazilian Journal of Cardiovascular Surgery","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382016000500381&lang=pt" 
"S0102-76382016000500365-scl","Comparison of Early Outcomes with Three Approaches for Combined Coronary Revascularization and Carotid Endarterectomy","Dönmez, Arzu Antal, Adademir, Taylan, Sacli, Hakan, Koksal, Cengiz, Alp, Mete","Brazilian Journal of Cardiovascular Surgery; 31(5); 365-370","Brazilian Journal of Cardiovascular Surgery","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382016000500365&lang=pt" 
"S0102-76382016000500343-scl","In-Vitro Evaluation of Two Types of Neonatal Oxygenators in Handling Gaseous Microemboli and Maintaining Optimal Hemodynamic Stability During Cardiopulmonary Bypass","Marupudi, Neelima, Wang, Shigang, Canêo, Luiz Fernando, Jatene, Fabio Biscegli, Kunselman, Allen R., Undar, Akif","Brazilian Journal of Cardiovascular Surgery; 31(5); 343-350","Brazilian Journal of Cardiovascular Surgery","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382016000500343&lang=pt" 
"S0036-36342016000500496-mex","La eficiencia en la agenda de la estrategia de acceso y cobertura universales en salud en las Américas","Cid, Camilo, Báscolo, Ernesto, Morales, Cristian","Salud Pública de México; 58(5); 496-503","Salud Pública de México","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342016000500496&lang=pt" 
"S0036-36342016000500569-mex","Costo-efectividad de una alternativa para la prestación de servicios de atención primaria en salud para los beneficiarios del Seguro Popular de México","Figueroa-Lara, Alejandro, González-Block, Miguel A","Salud Pública de México; 58(5); 569-576","Salud Pública de México","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342016000500569&lang=pt" 
"S0036-36342016000500543-mex","Eficiencia de los procesos administrativos para la gestión del Fondo de Protección contra Gastos Catastróficos en México","Orozco-Núñez, Emanuel, Alcalde-Rabanal, Jaqueline, Navarro, Juan, Lozano, Rafael","Salud Pública de México; 58(5); 543-552","Salud Pública de México","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342016000500543&lang=pt" 
"S0102-76382016000500351-scl","Intraoperative Analysis of Flow Dynamics in Arteriovenous Composite Y Grafts","Lobo Filho, Heraldo Guedis, Lobo Filho, José Glauco, Pimentel, Matheus Duarte, Silva, Bruno Gadelha Bezerra, Souza, Camylla Santos de, Montenegro, Marília Leitão, Leitão, Maria Cláudia de Azevedo, Jamacuru, Francisco Vagnaldo Fechine","Brazilian Journal of Cardiovascular Surgery; 31(5); 351-357","Brazilian Journal of Cardiovascular Surgery","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382016000500351&lang=pt" 
"S0036-36342016000500577-mex","Política de asignación de recursos del Seguro Popular: análisis y recomendaciones","Martínez, Gabriel","Salud Pública de México; 58(5); 577-583","Salud Pública de México","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342016000500577&lang=pt" 
"S0036-36342016000500561-mex","¿El aseguramiento público en salud mejora la atención en los servicios? El caso de la atención prenatal en adolescentes en México","Saavedra-Avendaño, Biani, Darney, Blair G, Reyes-Morales, Hortensia, Serván-Mori, Edson","Salud Pública de México; 58(5); 561-568","Salud Pública de México","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342016000500561&lang=pt" 
"S0102-76382016000500371-scl","Preoperative Nutritional Status and Clinical Complications in the Postoperative Period of Cardiac Surgeries","Gonçalves, Luciana de Brito, Jesus, Natanael Moura Teixeira de, Gonçalves, Maiara de Brito, Dias, Lidiane Cristina Gomes, Deiró, Tereza Cristina Bomfim de Jesus","Brazilian Journal of Cardiovascular Surgery; 31(5); 371-380","Brazilian Journal of Cardiovascular Surgery","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382016000500371&lang=pt" 
"S0102-76382016000500396-scl","Mortality Risk After Cardiac Surgery: Application of Inscor in a University Hospital in Brazil&#039;s Northeast","Fortes, João Vyctor Silva, Silva, Mayara Gabrielle Barbosa e, Baldez, Thiago Eduardo Pereira, Costa, Marina de Albuquerque Gonçalves, Silva, Luan Nascimento da, Pinheiro, Renata Silva, Fecks, Zullma Sampaio, Borges, Daniel Lago","Brazilian Journal of Cardiovascular Surgery; 31(5); 396-399","Brazilian Journal of Cardiovascular Surgery","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382016000500396&lang=pt" 
"S0102-76382016000500406-scl","Surgical Treatment for Thrombus Straddling a Patent Foramen Ovale","Oliveira, Marcos Aurélio Barboza de, Sabbag, Amália Tieco da Rocha, Brandi, Antônio Carlos, Santos, Carlos Alberto dos, Botelho, Paulo Henrique Husseni, Patriarcha, Franz Andrei, Braile, Domingo M.","Brazilian Journal of Cardiovascular Surgery; 31(5); 406-408","Brazilian Journal of Cardiovascular Surgery","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382016000500406&lang=pt" 
"S0034-737X2016000500724-scl","Effect of irrigation and nitrogen fertilization on the agronomic traits and yield of irrigated rice","Santos, Alberto Baêta dos, Fageria, Nand Kumar, Stone, Luís Fernando, Santos, Talita Pereira Baêta","Revista Ceres; 63(5); 724-731","Revista Ceres","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-737X2016000500724&lang=pt" 
"S1676-24442016000500338-scl","Preventable causes of death and factors associated with newborn survival at a university hospital in Curitiba, Paraná, Brazil","Simões, Mona A., Pabis, Francisco Cesar, Freitas, Ana Karyn E., Watanabe, Patricia K., Kayano, Rafael M., Noronha, Lúcia de","Jornal Brasileiro de Patologia e Medicina Laboratorial; 52(5); 338-344","Jornal Brasileiro de Patologia e Medicina Laboratorial","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442016000500338&lang=pt" 
