"S1519-566X2007000200017-scl","Ácaros associados à cultura da soja no Rio Grande do Sul","Guedes, Jerson V.C., Navia, Denise, Lofego, Antonio C., Dequech, Sônia T.B.","Neotropical Entomology; 36(2); 288-293","Neotropical Entomology","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2007000200017&lang=pt" 
"S0482-50042007000200001-scl","Da relevância dos estudos observacionais","Rocha, Francisco Airton Castro da, Xavier, Ricardo Machado","Revista Brasileira de Reumatologia; 47(2); 83-83","Revista Brasileira de Reumatologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042007000200001&lang=pt" 
"S0482-50042007000200009-scl","Vasculites associadas ao anticorpo anticitoplasma de neutrófilo (Anca)","Cruz, Boris A.","Revista Brasileira de Reumatologia; 47(2); 127-130","Revista Brasileira de Reumatologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042007000200009&lang=pt" 
"S0482-50042007000200012-scl","Herpes zoster em pacientes com lúpus eritematoso sistêmico juvenil","Neves, Paula da Silva, Facó, Mércia Maria Moreira, Sallum, Adriana Maluf Elias, Campos, Lúcia Maria Arruda, Rossi Júnior, Alfio, Silva, Clovis Artur Almeida da","Revista Brasileira de Reumatologia; 47(2); 135-139","Revista Brasileira de Reumatologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042007000200012&lang=pt" 
"S0482-50042007000200011-scl","Poliarterite nodosa localizada em membros inferiores simulando tumoração de panturrilhas","Goldfarb, Mauro, Ribeiro, Joaquim Jaguaribe Nava, Guimarães, Swami José","Revista Brasileira de Reumatologia; 47(2); 132-134","Revista Brasileira de Reumatologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042007000200011&lang=pt" 
"S0482-50042007000200008-scl","Diagnóstico por imagem do antepé de pacientes com artrite reumatóide inicial","Kihara, Armando, Konai, Monique S., Silva, Jader, Sakamoto, Flávia A., Ciconelli, Rozana Mesquita, Natour, Jamil, Fernandes, Artur da Rocha Corrêa","Revista Brasileira de Reumatologia; 47(2); 123-126","Revista Brasileira de Reumatologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042007000200008&lang=pt" 
"S0482-50042007000200010-scl","Invaginação basilar com o processo odontóide, localizado acima do bordo posterior do clivus, causando deformidade na face anterior da medula oblonga","Santiago, Mittermayer","Revista Brasileira de Reumatologia; 47(2); 131-131","Revista Brasileira de Reumatologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042007000200010&lang=pt" 
"S0482-50042007000200014-scl","Esclerite como manifestação inicial de granulomatose de Wegener: descrição de caso","Schmidt, Leonardo, Burkiewicz, Claudine J. C., Silva, Marilia Barreto, Skare, Thelma L.","Revista Brasileira de Reumatologia; 47(2); 145-147","Revista Brasileira de Reumatologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042007000200014&lang=pt" 
"S0482-50042007000200002-scl","Análise descritiva das características demográficas e clínicas de pacientes com artrite reumatóide no estado de São Paulo, Brasil","Louzada-Junior, Paulo, Souza, Branca Dias Batista, Toledo, Roberto Acayaba, Ciconelli, Rozana Mesquita","Revista Brasileira de Reumatologia; 47(2); 84-90","Revista Brasileira de Reumatologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042007000200002&lang=pt" 
"S0482-50042007000200003-scl","Influência da hipertrofia mamária na capacidade funcional das mulheres","Araújo, Carlos Delano Mundim, Gomes, Heitor Carvalho, Veiga, Daniela Francescato, Hochman, Bernardo, Fernandes, Paulo Magalhães, Novo, Neil Ferreira, Ferreira, Lydia Masako","Revista Brasileira de Reumatologia; 47(2); 91-96","Revista Brasileira de Reumatologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042007000200003&lang=pt" 
"S0482-50042007000200005-scl","Vacinação em pacientes imunossuprimidos e com doenças reumatológicas auto-imunes","Luz, Karine Rodrigues da, Souza, Deborah Colucci Cavalcante de, Ciconelli, Rozana Mesquita","Revista Brasileira de Reumatologia; 47(2); 106-113","Revista Brasileira de Reumatologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042007000200005&lang=pt" 
"S0482-50042007000200006-scl","Relação entre cefaléia primária e fibromialgia: revisão de literatura","Stuginski-Barbosa, Juliana, Dach, Fabíola, Speciali, José Geraldo","Revista Brasileira de Reumatologia; 47(2); 114-120","Revista Brasileira de Reumatologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042007000200006&lang=pt" 
"S0482-50042007000200013-scl","Vasculite na hanseníase mimetizando doenças reumáticas","Ribeiro, Sandra Lúcia Euzébio, Guedes, Erilane Leite, Pereira, Helena Lúcia Alves, Souza, Lucilene Sales de","Revista Brasileira de Reumatologia; 47(2); 140-144","Revista Brasileira de Reumatologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042007000200013&lang=pt" 
"S0482-50042007000200004-scl","Fibromialgia e infecção crônica pelo vírus da hepatite C: ausência de associação em duas amostras","Ribeiro, Luiz Severiano, Coelho, Austenir Maciel, Pádua, Ana Flávia Madureira de, Dias, Leandro Lamas, Azevedo, Daniela Castelo, Moura, Fabiana de Miranda, Mendes, Guilherme Santiago, Miranda, Helder Chaia Toledo, Proietti, Fernando Augusto","Revista Brasileira de Reumatologia; 47(2); 97-105","Revista Brasileira de Reumatologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042007000200004&lang=pt" 
"S1519-38292007000200004-scl","Prevalência das disfunções sexuais femininas em clínica de planejamento familiar de um hospital escola no Recife, Pernambuco","Ferreira, Ana Laura Carneiro Gomes, Souza, Ariani Impieri de, Amorim, Melania Maria Ramos de","Revista Brasileira de Saúde Materno Infantil; 7(2); 143-150","Revista Brasileira de Saúde Materno Infantil","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-38292007000200004&lang=pt" 
"S1519-38292007000200005-scl","Fatores associados à recorrência da infecção do trato urinário em crianças","Riyuzo, Márcia C., Macedo, Célia S., Bastos, Herculano D.","Revista Brasileira de Saúde Materno Infantil; 7(2); 151-157","Revista Brasileira de Saúde Materno Infantil","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-38292007000200005&lang=pt" 
"S1519-38292007000200006-scl","Avaliação da ingestão de nutrientes de crianças de uma creche filantrópica: aplicação do Consumo Dietético de Referência","Barbosa, Roseane Moreira Sampaio, Soares, Eliane Abreu, Lanzillotti, Haydée Serrão","Revista Brasileira de Saúde Materno Infantil; 7(2); 159-166","Revista Brasileira de Saúde Materno Infantil","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-38292007000200006&lang=pt" 
"S1519-38292007000200007-scl","Validade das medidas auto-referidas de peso e estatura para o diagnóstico do estado nutricional de adolescentes","Farias Júnior, José Cazuza de","Revista Brasileira de Saúde Materno Infantil; 7(2); 167-174","Revista Brasileira de Saúde Materno Infantil","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-38292007000200007&lang=pt" 
"S1519-38292007000200008-scl","Composição corporal e maturação somática de meninas atletas e não-atletas de natação da cidade do Recife, Brasil","Santos, Marcos André Moura dos, Leandro, Carol Góis, Guimarães, Fernando José de Sá","Revista Brasileira de Saúde Materno Infantil; 7(2); 175-181","Revista Brasileira de Saúde Materno Infantil","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-38292007000200008&lang=pt" 
"S1519-38292007000200009-scl","Prevalência de sobrepeso e obesidade em adolescentes escolares do município de Fortaleza, Brasil","Campos, Lício de Albuquerque, Leite, Álvaro Jorge Madeiro, Almeida, Paulo Cesar de","Revista Brasileira de Saúde Materno Infantil; 7(2); 183-190","Revista Brasileira de Saúde Materno Infantil","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-38292007000200009&lang=pt" 
"S1519-38292007000200012-scl","Sistema de vigilância alimentar e nutricional no Estado de São Paulo, Brasil: experiência da implementação e avaliação do estado nutricional de crianças","Venâncio, Sonia Isoyama, Levy, Renata Bertazzi, Saldiva, Silvia Regina Dias Médici, Mondini, Lenise, Stefanini, Maria Lúcia Rosa","Revista Brasileira de Saúde Materno Infantil; 7(2); 213-220","Revista Brasileira de Saúde Materno Infantil","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-38292007000200012&lang=pt" 
"S1519-38292007000200003-scl","Mortalidade infantil e contexto socioeconômico no Ceará, Brasil, no período de 1991 a 2001","Bezerra-Filho, José Gomes, Kerr-Pontes, Lígia Regina Sansigolo, Barreto, Maurício Lima","Revista Brasileira de Saúde Materno Infantil; 7(2); 135-142","Revista Brasileira de Saúde Materno Infantil","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-38292007000200003&lang=pt" 
"S1519-38292007000200011-scl","A migração de enfermeiros: um problema de saúde pública","Varella, Thereza Christina, Pierantoni, Célia Regina","Revista Brasileira de Saúde Materno Infantil; 7(2); 199-211","Revista Brasileira de Saúde Materno Infantil","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-38292007000200011&lang=pt" 
"S1519-38292007000200010-scl","Avaliação da cobertura e indicadores do Programa de Humanização do Pré-natal e Nascimento no município de Salvador, Bahia, Brasil","Nascimento, Enilda Rosendo do, Paiva, Mirian Santos, Rodrigues, Quessia Paz","Revista Brasileira de Saúde Materno Infantil; 7(2); 191-197","Revista Brasileira de Saúde Materno Infantil","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-38292007000200010&lang=pt" 
"S1677-55382007000200009-scl","Renal sparing surgery for perirenal liposarcoma: 24 months recurrence free follow up","Gupta, Narmada P., Yadav, Rajiv","International braz j urol; 33(2); 188-192","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200009&lang=pt" 
"S1677-55382007000200034-scl","Pediatric Urology","Snow, Brent W.","International braz j urol; 33(2); 294-296","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200034&lang=pt" 
"S1677-55382007000200033-scl","Neurourology &amp; Female Urology","Petrou, Steven P.","International braz j urol; 33(2); 291-294","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200033&lang=pt" 
"S1677-55382007000200031-scl","Reconstructive Urology","Sievert, Karl-Dietrich, Stenzl, Arnulf","International braz j urol; 33(2); 286-289","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200031&lang=pt" 
"S1677-55382007000200002-scl","Botulinum toxin injection: a review of injection principles and protocols","Rapp, David E., Lucioni, Alvaro, Bales, Gregory T.","International braz j urol; 33(2); 132-141","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200002&lang=pt" 
"S1677-55382007000200007-scl","Applied anatomic study of testicular veins in adult cadavers and in human fetuses","Favorito, Luciano A., Costa, Waldemar S., Sampaio, Francisco J.B.","International braz j urol; 33(2); 176-180","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200007&lang=pt" 
"S1677-55382007000200005-scl","Perineural invasion by transitional cell carcinoma of the bladder in patients submitted to radical cystectomy: what is the prognostic value?","Antunes, Alberto A., Nesrallah, Luciano J., Dall&#039;Oglio, Marcos F., Crippa, Alexandre, Nesrallah, Adriano J., Paranhos, Mario, Leite, Katia R., Srougi, Miguel","International braz j urol; 33(2); 161-166","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200005&lang=pt" 
"S1677-55382007000200006-scl","Incidental prostatic adenocarcinoma in patients with PSA less than 4 ng/ml undergoing radical cystoprostatectomy for bladder cancer in iranian men","Hosseini, S.Y., Danesh, A.K., Parvin, M., Basiri, A., Javadzadeh, T., Safarinejad, M.R., Nahabedian, A.","International braz j urol; 33(2); 167-175","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200006&lang=pt" 
"S1677-55382007000200010-scl","Anuric renal failure after same-session bilateral atraumatic flexible ureteroscopy","Bandi, Gaurav, Vicentini, Fabio C., Triest, Jeffrey A.","International braz j urol; 33(2); 193-194","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200010&lang=pt" 
"S1677-55382007000200020-scl","Re: Pudendal nerve latency time in normal women via intravaginal stimulation","Bisschop, Eric de, Spinosa, Jean Pierre","International braz j urol; 33(2); 264-266","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200020&lang=pt" 
"S1677-55382007000200018-scl","What is important for continent catheterizable stomas: angulations or extension?","Vilela, Marcelo L., Furtado, Geovanne S., Koh, Ivan, Poli-Figueiredo, Luiz F., Ortiz, Valdemar, Srougi, Miguel, Macedo Jr, Antonio","International braz j urol; 33(2); 254-263","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200018&lang=pt" 
"S1677-55382007000200015-scl","Surgical technique using AdVance™ Sling placement in the treatment of post-prostatectomy urinary incontinence","Rapp, David E., Reynolds, W. Stuart, Lucioni, Alvaro, Bales, Gregory T.","International braz j urol; 33(2); 231-237","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200015&lang=pt" 
"S1677-55382007000200013-scl","Prevalence and associated factors of enuresis in turkish children","Ozden, Cuneyt, Ozdal, Ozdem L., Altinova, Serkan, Oguzulgen, Ibrahim, Urgancioglu, Guvenc, Memis, Ali","International braz j urol; 33(2); 216-222","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200013&lang=pt" 
"S1677-55382007000200019-scl","Re: Urogenital involvement in the Klippel-Trenaunay-Weber Syndrome. Treatment options and results","Vicentini, Fabio C.","International braz j urol; 33(2); 264-264","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200019&lang=pt" 
"S1677-55382007000200017-scl","TVT versus TVT-O for minimally invasive surgical correction of stress urinary incontinence","Sola, Vicente, Pardo, Jack, Ricci, Paolo, Guiloff, Enrique, Chiang, Humberto","International braz j urol; 33(2); 246-253","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200017&lang=pt" 
"S1677-55382007000200030-scl","Investigative Urology","Sampaio, Francisco J.B.","International braz j urol; 33(2); 284-286","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200030&lang=pt" 
"S1677-55382007000200027-scl","Imaging","Prando, Adilson","International braz j urol; 33(2); 276-279","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200027&lang=pt" 
"S1135-57272007000200011-spa","Prevalencia, detección, tratamiento y control de la hipertensión arterial en Cantabria en 2002","Vara-González, Luis, Muñoz Cacho, Pedro, Sanz de Castro, Saturnino","Revista Española de Salud Pública; 81(2); 210-219","Revista Española de Salud Pública","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272007000200011&lang=pt" 
"S1135-57272007000200010-spa","Estimación de los costos de la detección de casos de tuberculosis: Municipio Habana Vieja. 2002","Peralta Pérez, Mariana, Gálvez González, Ana M., González Ochoa, Edilberto","Revista Española de Salud Pública; 81(2); 201-209","Revista Española de Salud Pública","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272007000200010&lang=pt" 
"S1135-57272007000200009-spa","Impacto en Asturias de las urgencias de atención primaria sobre las hospitalarias: un análisis de cointegración de series temporales","Oterino de la Fuente, David, Baños Pino, JF, Fernández Blanco, V., Rodríguez-Álvarez, A.","Revista Española de Salud Pública; 81(2); 191-200","Revista Española de Salud Pública","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272007000200009&lang=pt" 
"S1135-57272007000200008-spa","Incapacidad temporal por contingencia común: papel de la edad, el sexo, la actividad económica y la Comunidad Autónoma","Benavides, Fernando G., Plana, Manel, Serra, Consol, Domínguez, Ruth, Despuig, Miquel, Aguirre, Susana, Soria, Mònica, Sampere, Maite, Gimeno, David","Revista Española de Salud Pública; 81(2); 183-190","Revista Española de Salud Pública","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272007000200008&lang=pt" 
"S1135-57272007000200007-spa","Indicadores de discapacidad en la Encuesta de Discapacidades, Deficiencias y Estado de Salud","Cabrero García, Julio","Revista Española de Salud Pública; 81(2); 167-181","Revista Española de Salud Pública","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272007000200007&lang=pt" 
"S1135-57272007000200006-spa","Diferencias en la esperanza de vida libre de discapacidad por sexo y Comunidades Autónomas en España","Gispert, Rosa, Ruíz-Ramos, Miguel, Arán Barés, Mª, Viciana, Francisco, Clot-Razquin, Guillém","Revista Española de Salud Pública; 81(2); 155-165","Revista Española de Salud Pública","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272007000200006&lang=pt" 
"S1135-57272007000200005-spa","Concepciones, confusiones y contradicciones del factor de impacto en Colombia","Leon-Sarmiento, Fidias E., Bayona-Prieto, Jaime, Leon-S, Martha E.","Revista Española de Salud Pública; 81(2); 147-154","Revista Española de Salud Pública","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272007000200005&lang=pt" 
"S1135-57272007000200001-spa","El sexo de los indicadores y el género de las desigualdades","Colomer Revuelta, Concha","Revista Española de Salud Pública; 81(2); 91-93","Revista Española de Salud Pública","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272007000200001&lang=pt" 
"S1677-55382007000200029-scl","Pathology","Billis, Athanase","International braz j urol; 33(2); 281-283","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200029&lang=pt" 
"S1135-57272007000200012-spa","El diagnóstico por autopsia en Ciudad de La Habana como indicador de la calidad del programa de control de la Tuberculosis: 1998-2002","Martínez Portuondo, Ana I., Armas Pérez, Luisa, González Ochoa, Edilberto","Revista Española de Salud Pública; 81(2); 221-225","Revista Española de Salud Pública","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272007000200012&lang=pt" 
"S1677-55382007000200032-scl","Urological Oncology","Bohle, Andreas","International braz j urol; 33(2); 290-291","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200032&lang=pt" 
"S1677-55382007000200028-scl","Urogenital Trauma","Brandes, Steven B.","International braz j urol; 33(2); 279-281","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200028&lang=pt" 
"S1677-55382007000200026-scl","Endourology &amp; Laparoscopy","Kim, Fernando J.","International braz j urol; 33(2); 274-276","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200026&lang=pt" 
"S1677-55382007000200025-scl","Stone Disease","Monga, Manoj","International braz j urol; 33(2); 273-274","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200025&lang=pt" 
"S1677-55382007000200024-scl","Re: Laparoscopic upper-pole nephroureterectomy in infants","Sweeney, Danielle D.","International braz j urol; 33(2); 271-271","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200024&lang=pt" 
"S1677-55382007000200023-scl","Re: Wet heat exposure: a potentially reversible cause of low semen quality in infertile men","Hassun Filho, Pericles A.","International braz j urol; 33(2); 269-270","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200023&lang=pt" 
"S1677-55382007000200022-scl","Re: Antibiotic resistance and trend of urinary pathogens in general outpatients from a major urban city","Arya, Subhash C., Agarwal, Nirmala","International braz j urol; 33(2); 267-269","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200022&lang=pt" 
"S1677-55382007000200021-scl","Re: Percutaneous nephrolithotomy with and without retrograde pyelography: a randomized clinical trial","Munver, Ravi","International braz j urol; 33(2); 266-267","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200021&lang=pt" 
"S1677-55382007000200001-scl","Novel strategies for the treatment of Wilms&#039; tumor","Sampaio, Francisco J. B.","International braz j urol; 33(2); 130-131","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200001&lang=pt" 
"S1677-55382007000200003-scl","Penetrating ureteral trauma","Fraga, Gustavo P., Borges, Gustavo M., Mantovani, Mario, Ferreira, Ubirajara, Laurito, Tiago L., Netto Jr, Nelson R.","International braz j urol; 33(2); 142-150","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200003&lang=pt" 
"S1677-55382007000200008-scl","Dorsal onlay buccal mucosal graft urethroplasty in long anterior urethral stricture","Datta, Biswajit, Rao, M. P., Acharya, R. L., Goel, N., Saxena, Vaibhav, Trivedi, S., Dwivedi, U. S., Singh, P. B.","International braz j urol; 33(2); 181-187","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200008&lang=pt" 
"S1677-55382007000200011-scl","Results of novel strategies for treatment of Wilms&#039; tumor","Tucci Jr, Silvio, Cologna, Adauto J., Suaid, Haylton J., Valera, Elvis T., Tirapelli, Luis F., Paschoalin, Edson L., Martins, Antonio C.","International braz j urol; 33(2); 195-203","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200011&lang=pt" 
"S1677-55382007000200012-scl","Spontaneous resolution rates of vesicoureteral reflux in Brazilian children: a 30-year experience","Zerati Filho, Miguel, Calado, Adriano A., Barroso Jr, Ubirajara, Amaro, Joao L.","International braz j urol; 33(2); 204-215","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200012&lang=pt" 
"S1677-55382007000200016-scl","Urodynamic features of the voiding dysfunction in HTLV-1 infected individuals","Castro, Neviton M., Freitas, Daniel M., Rodrigues Jr., Waldyr, Muniz, Andre, Oliveira, Paulo, Carvalho, Edgar M.","International braz j urol; 33(2); 238-245","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200016&lang=pt" 
"S1135-57272007000200002-spa","Recomendaciones sobre los aspectos éticos de las colecciones de muestras y bancos de materiales humanos con fines de investigación biomédica","","Revista Española de Salud Pública; 81(2); 95-111","Revista Española de Salud Pública","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272007000200002&lang=pt" 
"S1135-57272007000200003-spa","Relación entre la asistencia a guarderías y enfermedad infecciosa aguda en la infancia: una revisión sistemática","Ochoa Sangrador, Carlos, Barajas Sánchez, Mª Verísima, Muñoz Martín, Beatriz","Revista Española de Salud Pública; 81(2); 113-129","Revista Española de Salud Pública","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272007000200003&lang=pt" 
"S1135-57272007000200004-spa","Publicaciones sobre evaluación de la atención primaria en España tras veinte años de reforma (1984-2004): análisis temático y bibliométrico","Lorenzo-Cáceres Ascanio, Antonio de, Otero Puime, Ángel","Revista Española de Salud Pública; 81(2); 131-145","Revista Española de Salud Pública","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272007000200004&lang=pt" 
"S1677-55382007000200014-scl","Structural analysis of gubernaculum testis in cryptorchid patients submitted to treatment with human chorionic gonadotrophin","El Zoghbi, Charbel S., Favorito, Luciano A., Costa, Waldemar S., Sampaio, Francisco J. B.","International braz j urol; 33(2); 223-230","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200014&lang=pt" 
"S1677-55382007000200004-scl","Comparison between PSA density, free PSA percentage and PSA density in the transition zone in the detection of prostate cancer in patients with serum PSA between 4 and 10 ng/ml","Gregorio, Emerson P., Grando, Joao P., Saqueti, Eufanio E., Almeida, Silvio H., Moreira, Horacio A., Rodrigues, Marco A.","International braz j urol; 33(2); 151-160","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000200004&lang=pt" 
"S1657-92672007000100006-col","TECNOLOGÍAS EMPRESARIALES DEL YO: LA CONSTRUCCIÓN DE SUJETOS LABORALES EN EL CONTEXTO DEL TRABAJO INMATERIAL&lt;a href=&quot;#1&quot;&gt;1&lt;/a&gt;","GARCÍA ÁLVAREZ, CLAUDIA MARÍA, CARVAJAL MARÍN, LUZ MERY","Universitas Psychologica; 6(1); 49-58","Universitas Psychologica","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672007000100006&lang=pt" 
"S1657-92672007000100007-col","CRÍTICAS Y APOYOS HACIA LA RESPONSABILIDAD SOCIAL DE LA EMPRESA: UNA APROXIMACIÓN ETNOGRÁFICA DESDE LA VIVENCIA DEL TRABAJADOR Y UNA PROPUESTA METODOLÓGICA CUALITATIVA","NAVARRO PRADOS, JUAN ANTONIO","Universitas Psychologica; 6(1); 59-68","Universitas Psychologica","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672007000100007&lang=pt" 
"S1657-92672007000100005-col","EL YO DESCENTRADO Y SITUADO EN LA CULTURA","ESCOBAR MELO, HUGO, MANTILLA VÁSQUEZ, FANNY TERESA","Universitas Psychologica; 6(1); 39-48","Universitas Psychologica","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1657-92672007000100005&lang=pt" 
"S0102-09352007000200005-scl","Feocromocitoma em bovinos de abate: relatos de casos","Pereira, W.L.A., Silva, A.W.C., Pinto, M.N.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 59(2); 301-305","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352007000200005&lang=pt" 
"S0102-09352007000200009-scl","Variabilidade da freqüência cardíaca em cães anestesiados com infusão contínua de propofol e sufentanil","Carareto, R., Sousa, M.G., Zacheu, J.C., Aguiar, A.J.A., Camacho, A.A.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 59(2); 329-332","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352007000200009&lang=pt" 
"S0102-09352007000200012-scl","Avaliação clínica da ablação uveal intravítrea com gentamicina em cães portadores de glaucoma crônico","Chiurciu, J.L.V., Brandão, C.V.S., Ranzani, J.J.T., Cremonini, D.N., Crocci, J.A.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 59(2); 345-349","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352007000200012&lang=pt" 
