"S0011-85162015000200002-sza","The unfinished symphony","Evans, WG","South African Dental Journal; 70(2); 48-48","South African Dental Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0011-85162015000200002&lang=pt" 
"S0103-73312015000100307-spa","Comunicação como ferramenta essencial para assistência à saúde dos surdos","Oliveira, Yanik Carla Araújo de, Celino, Suely Deysny de Matos, Costa, Gabriela Maria Cavalcanti","Physis: Revista de Saúde Coletiva; 25(1); 307-320","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0103-73312015000100307&lang=pt" 
"S0103-73312015000100099-spa","Entre o singular e o coletivo: a experiência de um serviço na abordagem das anorexias e bulimias","Val, Alexandre Costa, Carvalho, Maria Bernadete de, Campos, Rosana Onocko","Physis: Revista de Saúde Coletiva; 25(1); 99-119","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0103-73312015000100099&lang=pt" 
"S1139-76322015000100019-esp","Prevención de la muerte súbita cardiaca en Pediatría: el papel esencial del pediatra de Atención Primaria","Pérez-Lescure Picarzo, J.","Pediatría Atención Primaria; 17(65); 77-86","Pediatría Atención Primaria","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322015000100019&lang=pt" 
"S1139-76322015000100016-esp","Cribado de alteraciones visuales (parte 2)","García Aguado, J., Galbe Sánchez-Ventura, J., Martínez Rubio, A., Mengual Gil, J.M., Merino Moína, M., Pallás Alonso, C. R., Sánchez Ruiz-Cabello, F. J., Colomer Revuelta, J., Cortés Rico, O., Esparza Olcina, M.J., Soriano Faura, F.J.","Pediatría Atención Primaria; 17(65); e57-e67","Pediatría Atención Primaria","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322015000100016&lang=pt" 
"S1139-76322015000100021-esp","Dilemas legales y éticos en torno a la asistencia médica a los menores","Casado Blanco, M., Hurtado Sendin, P., Castellano Arroyo, M.","Pediatría Atención Primaria; 17(65); e83-e93","Pediatría Atención Primaria","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322015000100021&lang=pt" 
"S1139-76322015000100005-esp","Gastroenteritis bacteriana en un área de Zaragoza (España)","Laín Miranda, E., Ruiz Aliende, S., Marne Trapero, C., Revillo Pinilla, M. J.","Pediatría Atención Primaria; 17(65); 29-35","Pediatría Atención Primaria","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322015000100005&lang=pt" 
"S1139-76322015000100018-esp","La entrevista en salud mental infanto-juvenil (III): la valoración psicopatológica y estructural del niño","Ortiz Soto, P., Duelo Marcos, M., Escribano Ceruelo, E.","Pediatría Atención Primaria; 17(65); e69-e82","Pediatría Atención Primaria","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322015000100018&lang=pt" 
"S1139-76322015000100009-esp","Blastocystis hominis, un gran desconocido","Méndez Bustelo, M.A., Muiño Joga, M. do, Garabal Sánchez, S., Ben López, E., Llovo Taboada, J.","Pediatría Atención Primaria; 17(65); e39-e44","Pediatría Atención Primaria","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322015000100009&lang=pt" 
"S0103-73312015000100041-spa","Relações de gênero entre familiares cuidadores de crianças e adolescentes de serviços de saúde mental","Muylaert, Camila Junqueira, Delfini, Patricia Santos de Souza, Reis, Alberto Olavo Advincula","Physis: Revista de Saúde Coletiva; 25(1); 41-58","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0103-73312015000100041&lang=pt" 
"S0103-73312015000100231-spa","Patologização e penalização do uso de drogas: uma análise socioantropológica de proposições legislativas (2007-2010)","Silva, Martinho Braga e, Delduque, Maria Célia","Physis: Revista de Saúde Coletiva; 25(1); 231-250","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0103-73312015000100231&lang=pt" 
"S0103-73312015000100139-spa","Da gravidez de &quot;risco&quot; às &quot;maternidades de risco&quot;. Biopolítica e regulações sanitárias nas experiências de mulheres de camadas populares de Recife","Robles, Alfonsina Faya","Physis: Revista de Saúde Coletiva; 25(1); 139-169","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0103-73312015000100139&lang=pt" 
"S0103-73312015000100019-spa","O traumático na psicanálise e psiquiatria: implicações ético-políticas","Oliveira, Stephan Malta","Physis: Revista de Saúde Coletiva; 25(1); 19-39","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0103-73312015000100019&lang=pt" 
"S0103-73312015000100075-spa","El Trastorno por Déficit de Atención e Hiperactividad (TDA/H). Tecnologías, actores sociales e industria farmacéutica","Bianchi, Eugenia, Faraone, Silvia A.","Physis: Revista de Saúde Coletiva; 25(1); 75-98","Physis: Revista de Saúde Coletiva","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0103-73312015000100075&lang=pt" 
"S1139-76322015000100020-esp","Índices de propensión: el deseo de parecerse al ensayo clínico","Molina Arias, M.","Pediatría Atención Primaria; 17(65); 87-90","Pediatría Atención Primaria","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322015000100020&lang=pt" 
"S0103-73312015000100321-spa","O SUS ainda pulsa (firme e forte): quando a vanguarda vem da &quot;periferia&quot;","Mendonça, André Luis de Oliveira","Physis: Revista de Saúde Coletiva; 25(1); 321-331","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0103-73312015000100321&lang=pt" 
"S0103-73312015000100332-spa","Errata","","Physis: Revista de Saúde Coletiva; 25(1); 332-332","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0103-73312015000100332&lang=pt" 
"S1139-76322015000100022-esp","La Virgen, el Niño y los pecadores arrepentidos: Anton Van Dyck, 1625","Carabaño Aguado, I.","Pediatría Atención Primaria; 17(65); 97-98","Pediatría Atención Primaria","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322015000100022&lang=pt" 
"S0103-73312015000100009-spa","Ao vencedor, as batatas?","Camargo Jr, Kenneth R. de","Physis: Revista de Saúde Coletiva; 25(1); 9-12","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0103-73312015000100009&lang=pt" 
"S1139-76322015000100013-esp","Dermatomicosis por Candida krusei simulando herpes cutáneo","Sanz Santaeufemia, F.J., García Talavera, M.E., Gonzalo González, I., Girón del Río, R.","Pediatría Atención Primaria; 17(65); e53-e56","Pediatría Atención Primaria","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322015000100013&lang=pt" 
"S1139-76322015000100023-esp","Niños jugando con un carnero: Antonio María Esquivel, 1843","Carabaño Aguado, I.","Pediatría Atención Primaria; 17(65); 97-98","Pediatría Atención Primaria","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322015000100023&lang=pt" 
"S1139-76322015000100025-esp","","","Pediatría Atención Primaria; 17(65); 28-28","Pediatría Atención Primaria","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322015000100025&lang=pt" 
"S1139-76322015000100014-esp","Encefalitis vírica y convulsiones refractarias por gripe A en época no estacional","Cebrián, I., Morell, C., Centelles, I., Esparza, M.A., Jovani, C., Romagrosa-Sánchez, B.","Pediatría Atención Primaria; 17(65); 57-60","Pediatría Atención Primaria","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322015000100014&lang=pt" 
"S0103-73312015000100013-spa","Limites para a inovação e pesquisa na reforma psiquiátrica","Delgado, Pedro Gabriel","Physis: Revista de Saúde Coletiva; 25(1); 13-18","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0103-73312015000100013&lang=pt" 
"S0103-73312015000100009-scl","Ao vencedor, as batatas?","Camargo Jr, Kenneth R. de","Physis: Revista de Saúde Coletiva; 25(1); 9-12","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000100009&lang=pt" 
"S0101-20612015000100108-scl","Survival of Shiga toxin-producing Escherichia coli O157:H7 in Minas frescal cheese","Frozi, Jesieli Braz, Domingues, Josiane Roberto, Esper, Luciana Maria Ramires, Corrêa da Rosa, Joel Maurício, Silva, Ana Luiza Sant’Anna da Costa, Gonzalez, Alice Gonçalves Martins","Food Science and Technology (Campinas); 35(1); 108-114","Food Science and Technology (Campinas)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612015000100108&lang=pt" 
"S2237-93632015000100003-scl","Analysis of neutrophil-lymphocyte ratio as a prognostic element in the response to neoadjuvant therapy in rectal cancer","Polli, Leonardo Vieira, Pinho, Mauro","Journal of Coloproctology (Rio de Janeiro); 35(1); 03-07","Journal of Coloproctology (Rio de Janeiro)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632015000100003&lang=pt" 
"S2237-93632015000100001-scl","Metachronous rectal cancer after surgery for familial adenomatous polyposis: what should we expect?","Araujo, Sergio Eduardo Alonso, Campos, Fábio Guilherme Caserta Marysael de","Journal of Coloproctology (Rio de Janeiro); 35(1); 01-02","Journal of Coloproctology (Rio de Janeiro)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632015000100001&lang=pt" 
"S0103-73312015000100187-scl","Democracia e conquista: Saúde Mental como política pública municipal","Filippon, Jonathan G., Kantorski, Luciane Prado, Saeki, Toyoko","Physis: Revista de Saúde Coletiva; 25(1); 187-208","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000100187&lang=pt" 
"S2237-93632015000100020-scl","Cell therapy in experimental model of inflammatory bowel disease","Marcelino, Mônica Yonashiro, Fuoco, Natália Langenfeld, Quaglio, Ana Elise Valencise, Bittencourt, Renata Aparecida de Camargo, Garms, Bruna Cambraia, Conceição, Thaís Helena da Motta, Stasi, Luiz Claudio Di, Ribeiro-Paes, João Tadeu","Journal of Coloproctology (Rio de Janeiro); 35(1); 20-27","Journal of Coloproctology (Rio de Janeiro)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632015000100020&lang=pt" 
"S0103-73312015000100121-scl","&quot;Como ferrugem em lata velha&quot;: o discurso do estigma de pacientes institucionalizados em decorrência da hanseníase","Leite, Soraia Cristina Coelho, Sampaio, Cristina Andrade, Caldeira, Antônio Prates","Physis: Revista de Saúde Coletiva; 25(1); 121-138","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000100121&lang=pt" 
"S0101-20612015000100150-scl","Particle size and cholesterol content of a mayonnaise formulated by OSA-modified potato starch","Ghazaei, Shiva, Mizani, Maryam, Piravi-Vanak, Zahra, Alimi, Mazdak","Food Science and Technology (Campinas); 35(1); 150-156","Food Science and Technology (Campinas)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612015000100150&lang=pt" 
"S2237-93632015000100035-scl","Fecal occult blood test and flexible rectosigmoidoscopy: tools for the screening of colorectal neoplasms in asymptomatic patients","Jucá, Mario Jorge, Assunção, Paulo Roberto Torres, Hasten-Reiter Júnior, Hermann Nogueira","Journal of Coloproctology (Rio de Janeiro); 35(1); 35-41","Journal of Coloproctology (Rio de Janeiro)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632015000100035&lang=pt" 
"S0103-73312015000100041-scl","Relações de gênero entre familiares cuidadores de crianças e adolescentes de serviços de saúde mental","Muylaert, Camila Junqueira, Delfini, Patricia Santos de Souza, Reis, Alberto Olavo Advincula","Physis: Revista de Saúde Coletiva; 25(1); 41-58","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000100041&lang=pt" 
"S0101-20612015000100213-scl","Erratum","","Food Science and Technology (Campinas); 35(1); 213-213","Food Science and Technology (Campinas)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612015000100213&lang=pt" 
"S2237-93632015000100042-scl","Anal fistula surgery in an outpatient setting: the Dubai experience","Hazim, Wessam, Al-Ozaibi, Labib, Azam, Hadiel, Al-Mazrouei, Alya, Al-Badri, Faisal","Journal of Coloproctology (Rio de Janeiro); 35(1); 42-45","Journal of Coloproctology (Rio de Janeiro)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632015000100042&lang=pt" 
"S2237-93632015000100046-scl","Colonic complications following human bone marrow transplantation","Hernández-Magro, Paulino Martínez, Esparza, Juan Pablo Peña Ruiz, Sáenz, Eduardo Villanueva, Ramírez, José Luis Rocha, Morales, Enrique Gómez, Hermagnus, Isaac Felemovicius","Journal of Coloproctology (Rio de Janeiro); 35(1); 46-52","Journal of Coloproctology (Rio de Janeiro)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632015000100046&lang=pt" 
"S0103-73312015000100099-scl","Entre o singular e o coletivo: a experiência de um serviço na abordagem das anorexias e bulimias","Val, Alexandre Costa, Carvalho, Maria Bernadete de, Campos, Rosana Onocko","Physis: Revista de Saúde Coletiva; 25(1); 99-119","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000100099&lang=pt" 
"S2237-93632015000100059-scl","Appendicitis caused by ingestion of metal foreign body","Almeida Neto, José Inácio de, Guerini, Bruna Schawn, Almeida, Felipe Fernandes Nogueira de","Journal of Coloproctology (Rio de Janeiro); 35(1); 59-62","Journal of Coloproctology (Rio de Janeiro)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632015000100059&lang=pt" 
"S2237-93632015000100063-scl","Hyperplastic polyposis: a case report","Flauzino, Thiago Almeida, Fardin, Gabriela N.S., Sena, Adriana F., Gama, Leonardo R.F., Ribeiro, Flávia L.M., Loureiro, Giovanni J.Z., Gama, Luciano P.N., Gama, Rossini C.","Journal of Coloproctology (Rio de Janeiro); 35(1); 63-66","Journal of Coloproctology (Rio de Janeiro)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632015000100063&lang=pt" 
"S2237-93632015000100067-scl","Diagnostic difficulty in Peutz-Jeghers syndrome","Loureiro, Jenifer, Menegazzo, Gian Luigi, Vergamini, Lucas, Pestana, Roberto Carmagnani, Formiga, Fernanda Bellotti, Sousa, Marcella Guilherme Carolino de, Takahashi, Thais Yuka, Silveira, Felipe, Candelária, Paulo de Azeredo Passos, Martini Filho, Dino, Bin, Fang Chia","Journal of Coloproctology (Rio de Janeiro); 35(1); 67-71","Journal of Coloproctology (Rio de Janeiro)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632015000100067&lang=pt" 
"S0103-73312015000100171-scl","Análise do perfil sociodemográfico e do processo de trabalho do cirurgião-dentista inserido no Programa de Saúde da Família em três municípios da região serrana do Estado do Rio de Janeiro","Moraes, Liliane Barbosa de, Kligerman, Débora Cynamon, Cohen, Simone Cynamon","Physis: Revista de Saúde Coletiva; 25(1); 171-186","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000100171&lang=pt" 
"S2237-93632015000100072-scl","Endoscopic pilonidal sinus treatment (E.P.Si.T.): a minimally invasive approach","Mendes, Carlos Ramon Silveira, Ferreira, Luciano Santana de Miranda, Sapucaia, Ricardo Aguiar, Lima, Meyline Andrade","Journal of Coloproctology (Rio de Janeiro); 35(1); 72-75","Journal of Coloproctology (Rio de Janeiro)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632015000100072&lang=pt" 
"S0101-20612015000100086-scl","Peroxidase activity and sensory quality of ready to cook mixed vegetables for soup: combined effect of biopreservatives and refrigerated storage","Alvarez, María Victoria, Moreira, María del Rosario, Ponce, Alejandra","Food Science and Technology (Campinas); 35(1); 86-94","Food Science and Technology (Campinas)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612015000100086&lang=pt" 
"S0101-20612015000100083-scl","Effects of filtration methods on the neutralization yield of crude marine fish oil","Nascimento, Vera Lúcia Viana do, Bermúdez, Victória Maura Silva, Oliveira, André Luis Lima de, Kleinberg, Maurício Nunes, Ribeiro, Rayane de Tasso Moreira, Abreu, Rosa Ferreira Araujo de, Carioca, José Osvaldo Beserra","Food Science and Technology (Campinas); 35(1); 83-85","Food Science and Technology (Campinas)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612015000100083&lang=pt" 
"S0103-73312015000100231-scl","Patologização e penalização do uso de drogas: uma análise socioantropológica de proposições legislativas (2007-2010)","Silva, Martinho Braga e, Delduque, Maria Célia","Physis: Revista de Saúde Coletiva; 25(1); 231-250","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000100231&lang=pt" 
"S2237-93632015000100053-scl","The importance of three-dimensional anorectal ultrasound in the study of patients with anal pain","Lima, Doryane Maria dos Reis, Sagae, Univaldo Etsuo, Kurachi, Gustavo, Hamaoui, Salua, Tanaka, Tomaz Massayuki, Bonatto, Mauro Willemann, Tsuchiya, Ricardo Shigueo, Carvalho, Carlos Alberto de","Journal of Coloproctology (Rio de Janeiro); 35(1); 53-58","Journal of Coloproctology (Rio de Janeiro)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632015000100053&lang=pt" 
"S0103-73312015000100321-scl","O SUS ainda pulsa (firme e forte): quando a vanguarda vem da &quot;periferia&quot;","Mendonça, André Luis de Oliveira","Physis: Revista de Saúde Coletiva; 25(1); 321-331","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000100321&lang=pt" 
"S0103-73312015000100251-scl","A paixão pelo autômato: a clínica para o cuidado em saúde no templo da tecnologia","Medeiros, Roberto Henrique Amorim de, Mano, Gustavo Caetano de Mattos, Weinmann, Amadeu de Oliveira","Physis: Revista de Saúde Coletiva; 25(1); 251-263","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000100251&lang=pt" 
"S0103-73312015000100332-scl","Errata","","Physis: Revista de Saúde Coletiva; 25(1); 332-332","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000100332&lang=pt" 
"S0101-20612015000100058-scl","Screening of iron-enriched fungus from natural environment and evaluation of organically bound iron bioavailability in rats","Zhang, Xin-guo, Peng, Yi-nan, Li, Xiao-ru, Ma, Guo-di, Chen, Xiao-qian","Food Science and Technology (Campinas); 35(1); 58-65","Food Science and Technology (Campinas)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612015000100058&lang=pt" 
"S0103-73312015000100013-scl","Limites para a inovação e pesquisa na reforma psiquiátrica","Delgado, Pedro Gabriel","Physis: Revista de Saúde Coletiva; 25(1); 13-18","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000100013&lang=pt" 
"S0101-20612015000100115-scl","Production, solubility and antioxidant activity of curcumin nanosuspension","Carvalho, Deivis de Moraes, Takeuchi, Katiuchia Pereira, Geraldine, Robson Maia, Moura, Celso José de, Torres, Maria Célia Lopes","Food Science and Technology (Campinas); 35(1); 115-119","Food Science and Technology (Campinas)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612015000100115&lang=pt" 
"S1519-38292015000100033-scl","Características das crianças menores de cinco anos atendidas em serviços de atenção básica em dois municípios do nordeste brasileiro","Costa, Juvenal Soares Dias da, Cesar, Juraci Almeid, Weber, Ana Paula, Garcez, Anderson da Silva, Nora, Carlise Rigon Dalla, Rower, Helena Beatriz, Kolling, Vanessa","Revista Brasileira de Saúde Materno Infantil; 15(1); 33-46","Revista Brasileira de Saúde Materno Infantil","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-38292015000100033&lang=pt" 
"S1519-38292015000100105-scl","Exposição a pesticidas organoclorados e desenvolvimento cognitivo em crianças e adolescentes residentes em uma área contaminada no Brasil","Campos, Élida, Freire, Carmen, Novaes, Cristiane de Oliveira, Koifman, Rosalina J., Koifman, Sérgio","Revista Brasileira de Saúde Materno Infantil; 15(1); 105-120","Revista Brasileira de Saúde Materno Infantil","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-38292015000100105&lang=pt" 
"S1519-38292015000100091-scl","Atenção ao pré-natal e parto em mulheres usuárias do sistema público de saúde residentes na Amazônia Legal e no Nordeste, Brasil 2010","Leal, Maria do Carmo, Theme-Filha, Mariza Miranda, Moura, Erly Catarina de, Cecatti, José Guilherme, Santos, Leonor Maria Pacheco","Revista Brasileira de Saúde Materno Infantil; 15(1); 91-104","Revista Brasileira de Saúde Materno Infantil","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-38292015000100091&lang=pt" 
"S1519-38292015000100047-scl","Evaluation of neurodevelopment of preterm infants using Bayley III scale","Góes, Fernanda Veiga de, Méio, Maria Dalva B. B., Mello, Rosane Reis de, Morsch, Denise","Revista Brasileira de Saúde Materno Infantil; 15(1); 47-55","Revista Brasileira de Saúde Materno Infantil","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-38292015000100047&lang=pt" 
"S0103-05822015000100001-scl","Nutrition in Cystic Fibrosis: as important as the management of pulmonary disease","Adde, Fabíola Villac","Revista Paulista de Pediatria; 33(1); 1-2","Revista Paulista de Pediatria","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-05822015000100001&lang=pt" 
"S0103-05822015000100082-scl","Tumor size and prognosis in patients with Wilms tumor","Provenzi, Valentina Oliveira, Rosa, Rafael Fabiano Machado, Rosa, Rosana Cardoso Manique, Roehe, Adriana Vial, Santos, Pedro Paulo Albino dos, Faulhaber, Fabrízia Rennó Sodero, Oliveira, Ceres Andréia Vieira de, Zen, Paulo Ricardo Gazzola","Revista Paulista de Pediatria; 33(1); 82-87","Revista Paulista de Pediatria","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-05822015000100082&lang=pt" 
"S0103-05822015000100130-scl","Erratum","","Revista Paulista de Pediatria; 33(1); 130-130","Revista Paulista de Pediatria","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-05822015000100130&lang=pt" 
"S2175-78602015000100245-scl","Mimosoideae (Leguminosae) do Parque Estadual Paulo César Vinha, Espírito Santo, Brasil","Peterle, Pollyana Lima, Chagas, Aline Pitol, Thomaz, Luciana Dias, Dutra, Valquíria Ferreira, Valadares, Rodrigo Theófilo","Rodriguésia; 66(1); 245-257","Rodriguésia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-78602015000100245&lang=pt" 
"S2175-78602015000100191-scl","Notas taxonômicas em Verbenaceae do Brasil","Salimena, Fátima Regina G., Múlgura, Maria Ema","Rodriguésia; 66(1); 191-197","Rodriguésia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-78602015000100191&lang=pt" 
"S2175-78602015000100199-scl","Novas ocorrências, novo sinônimo e uma lectotipificação em Loranthaceae","Caires, Claudenir Simões","Rodriguésia; 66(1); 199-201","Rodriguésia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-78602015000100199&lang=pt" 
"S2175-78602015000100271-scl","Flora da Paraíba, Brasil: Passifloraceae sensu stricto","Costa, Elainne Cristina Silva, Nunes, Teonildes Sacramento, Melo, José Iranildo Miranda de","Rodriguésia; 66(1); 271-284","Rodriguésia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-78602015000100271&lang=pt" 
"S2175-78602015000100285-scl","Flora da Usina São José, Igarassu, Pernambuco: Erythroxylaceae","Costa-Lima, James Lucas da, Alves, Marccus","Rodriguésia; 66(1); 285-295","Rodriguésia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-78602015000100285&lang=pt" 
"S0101-20612015000100032-scl","Influence of agro-ecological production areas on antioxidant activity, reducing sugar content, and selected phytonutrients of orange-fleshed sweet potato cultivars","Motsa, Nozipho Mgcibelo, Modi, Albert Thembinkosi, Mabhaudhi, Tafadzwanashe","Food Science and Technology (Campinas); 35(1); 32-37","Food Science and Technology (Campinas)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612015000100032&lang=pt" 
"S0101-20612015000100038-scl","Research on the quality of the wine grapes in corridor area of China","Cheng, Guo, Fa, Jie-Qiong, Xi, Zhu-Mei, Zhang, Zhen-Wen","Food Science and Technology (Campinas); 35(1); 38-44","Food Science and Technology (Campinas)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612015000100038&lang=pt" 
"S0101-20612015000100100-scl","Effect of the addition of wheat fiber and partial pork back fat on the chemical composition, texture and sensory property of low-fat bologna sausage containing inulin and oat fiber","Barretto, Andrea Carla da Silva, Pacheco, Maria Teresa Bertoldo, Pollonio, Marise Aparecida Rodrigues","Food Science and Technology (Campinas); 35(1); 100-107","Food Science and Technology (Campinas)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612015000100100&lang=pt" 
"S0103-73312015000100265-scl","&quot;Se parar, parou&quot;: categorização do morrer em uma unidade de terapia intensiva da cidade do Rio de Janeiro","Silva, Nathalia Ramos da, Menezes, Rachel Aisengart","Physis: Revista de Saúde Coletiva; 25(1); 265-285","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000100265&lang=pt" 
"S2237-93632015000100008-scl","Surgical complications and metachronous rectal cancer risk in patients with classic familial adenomatous polyposis","Stevanato Filho, Paulo Roberto, Aguiar Jr., Samuel, Ferreira, Fábio O., Nakagawa, Wilson T., Spencer, Ranyell M., Takahashi, Renata M., Bezerra, Tiago S., Lopes, Ademar","Journal of Coloproctology (Rio de Janeiro); 35(1); 08-13","Journal of Coloproctology (Rio de Janeiro)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632015000100008&lang=pt" 
"S0101-20612015000100133-scl","Optimization of image analysis techniques for quality assessment of whole-wheat breads made with fat replacer","Scheuer, Patrícia Matos, Ferreira, Jorge Augusto Sandoval, Mattioni, Bruna, Miranda, Martha Zavariz de, Francisco, Alicia de","Food Science and Technology (Campinas); 35(1); 133-142","Food Science and Technology (Campinas)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612015000100133&lang=pt" 
"S0103-73312015000100075-scl","El Trastorno por Déficit de Atención e Hiperactividad (TDA/H). Tecnologías, actores sociales e industria farmacéutica","Bianchi, Eugenia, Faraone, Silvia A.","Physis: Revista de Saúde Coletiva; 25(1); 75-98","Physis: Revista de Saúde Coletiva","Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000100075&lang=pt" 
