"S0871-34132006000200004-prt","Gastric cancer: frequency and trends","Lunet, Nuno","Arquivos de Medicina; 20(3); 79-85","Arquivos de Medicina","Inglês","2006","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0871-34132006000200004&lang=pt" 
"S0042-96862006000500025-spa","Expanding global research and development for neglected diseases","Winters, David J","Bulletin of the World Health Organization; 84(5); 414-416","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000500025&lang=pt" 
"S0042-96862006000500019-spa","DNA patenting: implications for public health research","Dutfield, Graham","Bulletin of the World Health Organization; 84(5); 388-392","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000500019&lang=pt" 
"S0042-96862006000500024-spa","Staking claims in the biotechnology Klondike","Sulston, John","Bulletin of the World Health Organization; 84(5); 412-413","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000500024&lang=pt" 
"S0042-96862006000500022-spa","A human rights approach to the WHO Model List of Essential Medicines","Seuba, Xavier","Bulletin of the World Health Organization; 84(5); 405-407","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000500022&lang=pt" 
"S0042-96862006000500029-spa","Making medicines affordable: studying WHO initiatives","Homedes, Nuria","Bulletin of the World Health Organization; 84(5); 424-424","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000500029&lang=pt" 
"S0042-96862006000500016-spa","Essential medicines and human rights: what can they learn from each other?","Hogerzeil, Hans V","Bulletin of the World Health Organization; 84(5); 371-375","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000500016&lang=pt" 
"S0042-96862006000500015-spa","Benchmarking progress in tackling the challenges of intellectual property, and access to medicines in developing countries","Musungu, Sisule F","Bulletin of the World Health Organization; 84(5); 366-370","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000500015&lang=pt" 
"S0042-96862006000500023-spa","Round table discussion","","Bulletin of the World Health Organization; 84(5); 408-411","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000500023&lang=pt" 
"S0042-96862006000500028-spa","Report of the Commission on Intellectual Property Rights, Innovation and Public Health: a call to governments","&#039;t Hoen, Ellen","Bulletin of the World Health Organization; 84(5); 421-423","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000500028&lang=pt" 
"S0042-96862006000500009-spa","Meeting the need for treatment: the initiatives","Gerhardsen, Tove Iren S.","Bulletin of the World Health Organization; 84(5); 346-348","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000500009&lang=pt" 
"S0042-96862006000500006-spa","Access to AIDS medicines stumbles on trade rules","Wise, Jacqui","Bulletin of the World Health Organization; 84(5); 342-344","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000500006&lang=pt" 
"S0042-96862006000500010-spa","Do patents work for public health?","","Bulletin of the World Health Organization; 84(5); 349-350","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000500010&lang=pt" 
"S0042-96862006000500003-spa","The impact of open access upon public health","Barbour, Virginia, Chinnock, Paul, Cohen, Barbara, Yamey, Gavin","Bulletin of the World Health Organization; 84(5); 339-339","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000500003&lang=pt" 
"S0042-96862006000500005-spa","Public health ethics and intellectual property policy","Pakes, Barry N","Bulletin of the World Health Organization; 84(5); 341-341","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000500005&lang=pt" 
"S0042-96862006000500004-spa","Intellectual property and public health","Krattiger, Anatole, Mahoney, Richard T","Bulletin of the World Health Organization; 84(5); 340-340","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000500004&lang=pt" 
"S0042-96862006000500011-spa","CIPIH report: main recommendations","","Bulletin of the World Health Organization; 84(5); 351-351","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000500011&lang=pt" 
"S0042-96862006000500001-spa","In this month&#039;s Bulletin","","Bulletin of the World Health Organization; 84(5); 337-337","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000500001&lang=pt" 
"S0042-96862006000500002-spa","Public health, innovation and intellectual property rights: unfinished business","Türmen, Tomris, Clift, Charles","Bulletin of the World Health Organization; 84(5); 338-338","Bulletin of the World Health Organization","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862006000500002&lang=pt" 
"S0102-311X2006000500027-scl","A construção social da masculinidade","Gomes, Romeu","Cadernos de Saúde Pública; 22(5); 1118-1118","Cadernos de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2006000500027&lang=pt" 
"S0102-311X2006000500001-scl","O aumento da produção científica odontológica brasileira na saúde pública","Nadanovsky, Paulo","Cadernos de Saúde Pública; 22(5); 886-887","Cadernos de Saúde Pública","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2006000500001&lang=pt" 
"S0102-311X2006000500004-scl","Anomalias craniofaciais: descrição e avaliação das características gerais da atenção no Sistema Único de Saúde","Monlleó, Isabella Lopes, Gil-da-Silva-Lopes, Vera Lúcia","Cadernos de Saúde Pública; 22(5); 913-922","Cadernos de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2006000500004&lang=pt" 
"S0102-311X2006000500013-scl","Freqüência das malformações múltiplas em recém-nascidos na Cidade de Pelotas, Rio Grande do Sul, Brasil, e fatores sócio-demográficos associados","Castro, Martha Lopes Schuch de, Cunha, Cristiane de Jesus da, Moreira, Patrick Botelho, Fernández, Ricardo Ramires, Garcias, Gilberto Lima, Martino-Röth, Maria da Graça","Cadernos de Saúde Pública; 22(5); 1009-1015","Cadernos de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2006000500013&lang=pt" 
"S0102-311X2006000500019-scl","Mortalidade neonatal no Município de Londrina, Paraná, Brasil, nos anos 1994, 1999 e 2002","Ferrari, Lígia Silvana Lopes, Brito, Ângela Sara Jamusse de, Carvalho, Ana Berenice Ribeiro de, Gonzáles, Maria Rafaela Conde","Cadernos de Saúde Pública; 22(5); 1063-1071","Cadernos de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2006000500019&lang=pt" 
"S0102-311X2006000500022-scl","Parasitosis intestinales en poblaciones Mbyá-Guaraní de la Provincia de Misiones, Argentina: aspectos epidemiológicos y nutricionales","Navone, Graciela Teresa, Gamboa, María Inés, Oyhenart, Evelia Edith, Orden, Alicia Bibiana","Cadernos de Saúde Pública; 22(5); 1089-1100","Cadernos de Saúde Pública","Espanhol","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2006000500022&lang=pt" 
"S0102-311X2006000500024-scl","Microbiological evaluation of sugarcane juice sold at street stands and juice handling conditions in São Carlos, São Paulo, Brazil","Oliveira, Aline Cristine Garcia, Seixas, Antonio Sergio Spano, Sousa, Cristina Paiva, Souza, Clovis Wesley Oliveira","Cadernos de Saúde Pública; 22(5); 1111-1114","Cadernos de Saúde Pública","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2006000500024&lang=pt" 
"S0102-311X2006000500024-spa","Microbiological evaluation of sugarcane juice sold at street stands and juice handling conditions in São Carlos, São Paulo, Brazil","Oliveira, Aline Cristine Garcia, Seixas, Antonio Sergio Spano, Sousa, Cristina Paiva, Souza, Clovis Wesley Oliveira","Cadernos de Saúde Pública; 22(5); 1111-1114","Cadernos de Saúde Pública","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006000500024&lang=pt" 
"S0102-311X2006000500027-spa","A construção social da masculinidade","Gomes, Romeu","Cadernos de Saúde Pública; 22(5); 1118-1118","Cadernos de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006000500027&lang=pt" 
"S0102-311X2006000500001-spa","O aumento da produção científica odontológica brasileira na saúde pública","Nadanovsky, Paulo","Cadernos de Saúde Pública; 22(5); 886-887","Cadernos de Saúde Pública","Inglês, Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006000500001&lang=pt" 
"S0102-311X2006000500023-spa","Uso de métodos contraceptivos entre mulheres com vida sexual ativa em São Leopoldo, Rio Grande do Sul, Brasil","Carreno, Ioná, Dias-da-Costa, Juvenal Soares, Olinto, Maria Teresa Anselmo, Meneghel, Stela","Cadernos de Saúde Pública; 22(5); 1101-1109","Cadernos de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006000500023&lang=pt" 
"S0102-311X2006000500021-spa","O impacto de variações na mortalidade por idade e causas sobre os ganhos na esperança de vida ao nascer em Santa Catarina, Brasil, nos anos 90","Botega, Laura de Almeida, Ribeiro, Mírian Martins, Machado, Carla Jorge","Cadernos de Saúde Pública; 22(5); 1079-1088","Cadernos de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006000500021&lang=pt" 
"S0102-311X2006000500019-spa","Mortalidade neonatal no Município de Londrina, Paraná, Brasil, nos anos 1994, 1999 e 2002","Ferrari, Lígia Silvana Lopes, Brito, Ângela Sara Jamusse de, Carvalho, Ana Berenice Ribeiro de, Gonzáles, Maria Rafaela Conde","Cadernos de Saúde Pública; 22(5); 1063-1071","Cadernos de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006000500019&lang=pt" 
"S0102-311X2006000500016-spa","Declínio da cárie em um município da região noroeste do Estado de São Paulo, Brasil, no período de 1998 a 2004","Martins, Ronald Jefferson, Garbin, Cléa Adas Saliba, Garbin, Artênio José Ísper, Moimaz, Suzely Adas Saliba, Saliba, Orlando","Cadernos de Saúde Pública; 22(5); 1035-1041","Cadernos de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006000500016&lang=pt" 
"S0102-311X2006000500015-spa","Perfil clínico-epidemiológico de pacientes com doença de Chagas no Hospital Universitário de Maringá, Paraná, Brasil","Bozelli, Carlos Eduardo, Araújo, Silvana Marques de, Guilherme, Ana Lúcia Falavigna, Gomes, Mônica Lúcia","Cadernos de Saúde Pública; 22(5); 1027-1034","Cadernos de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006000500015&lang=pt" 
"S0102-311X2006000500014-spa","Síndrome de burnout e fatores associados: um estudo epidemiológico com professores","Carlotto, Mary Sandra, Palazzo, Lílian dos Santos","Cadernos de Saúde Pública; 22(5); 1017-1026","Cadernos de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006000500014&lang=pt" 
"S0102-311X2006000500013-spa","Freqüência das malformações múltiplas em recém-nascidos na Cidade de Pelotas, Rio Grande do Sul, Brasil, e fatores sócio-demográficos associados","Castro, Martha Lopes Schuch de, Cunha, Cristiane de Jesus da, Moreira, Patrick Botelho, Fernández, Ricardo Ramires, Garcias, Gilberto Lima, Martino-Röth, Maria da Graça","Cadernos de Saúde Pública; 22(5); 1009-1015","Cadernos de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006000500013&lang=pt" 
"S0102-311X2006000500012-spa","Fatores relacionados à prevalência de morbidades psiquiátricas menores em mulheres selecionadas em um Centro de Saúde no Rio de Janeiro, Brasil","Kac, Gilberto, Silveira, Erika Aparecida, Oliveira, Lívia Costa de, Mari, Jair de Jesus","Cadernos de Saúde Pública; 22(5); 999-1007","Cadernos de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006000500012&lang=pt" 
"S0102-311X2006000500011-spa","Controle do dengue em uma área urbana do Brasil: avaliação do impacto do Programa Saúde da Família com relação ao programa tradicional de controle","Chiaravalloti Neto, Francisco, Barbosa, Angelita A. C., Cesarino, Marisa B., Favaro, Eliane A., Mondini, Adriano, Ferraz, Amena A., Dibo, Margareth R., Vicentini, Maria Elenice","Cadernos de Saúde Pública; 22(5); 987-997","Cadernos de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006000500011&lang=pt" 
"S0102-311X2006000500006-spa","Confiabilidade do diagnóstico final de dengue na epidemia 2001-2002 no Município do Rio de Janeiro, Brasil","Toledo, Ana Lucia Araujo de, Escosteguy, Claudia Caminha, Medronho, Roberto de Andrade, Andrade, Flávia Coutinho de","Cadernos de Saúde Pública; 22(5); 933-940","Cadernos de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006000500006&lang=pt" 
"S0102-311X2006000500005-spa","Problematização como estratégia de educação nutricional com adolescentes obesos","Rodrigues, Érika Marafon, Boog, Maria Cristina Faber","Cadernos de Saúde Pública; 22(5); 923-931","Cadernos de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006000500005&lang=pt" 
"S0102-311X2006000500002-spa","Coffee and gastric cancer: systematic review and meta-analysis","Botelho, Francisco, Lunet, Nuno, Barros, Henrique","Cadernos de Saúde Pública; 22(5); 889-900","Cadernos de Saúde Pública","Inglês","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006000500002&lang=pt" 
"S0100-879X2006000500011-scl","Delayed Schwann cell and oligodendrocyte remyelination after ethidium bromide injection in the brainstem of Wistar rats submitted to streptozotocin diabetogenic treatment","Bondan, E.F., Lallo, M.A., Trigueiro, A.H., Ribeiro, C.P., Sinhorini, I.L., Graça, D.L.","Brazilian Journal of Medical and Biological Research; 39(5); 637-646","Brazilian Journal of Medical and Biological Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2006000500011&lang=pt" 
"S0102-311X2006000500003-spa","A produção do conhecimento da saúde pública sobre a relação homem-saúde: uma revisão bibliográfica","Gomes, Romeu, Nascimento, Elaine Ferreira do","Cadernos de Saúde Pública; 22(5); 901-911","Cadernos de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006000500003&lang=pt" 
"S0102-311X2006000500004-spa","Anomalias craniofaciais: descrição e avaliação das características gerais da atenção no Sistema Único de Saúde","Monlleó, Isabella Lopes, Gil-da-Silva-Lopes, Vera Lúcia","Cadernos de Saúde Pública; 22(5); 913-922","Cadernos de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006000500004&lang=pt" 
"S0102-311X2006000500007-spa","Mulher, Medicina e tecnologia nos discursos de residentes em Obstetrícia/Ginecologia","Gilbert, Ana Cristina Bohrer, Cardoso, Maria Helena Cabral de Almeida, Wuillaume, Susana Maciel","Cadernos de Saúde Pública; 22(5); 941-950","Cadernos de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006000500007&lang=pt" 
"S0102-311X2006000500008-spa","A atenção primária à saúde nos países da União Européia: configurações e reformas organizacionais na década de 1990","Giovanella, Ligia","Cadernos de Saúde Pública; 22(5); 951-963","Cadernos de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006000500008&lang=pt" 
"S0102-311X2006000500010-spa","Estudo de recepção de impressos por trabalhadores da construção civil: um debate das relações entre saúde e trabalho","Kelly-Santos, Adriana, Rozemberg, Brani","Cadernos de Saúde Pública; 22(5); 975-985","Cadernos de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006000500010&lang=pt" 
"S0102-311X2006000500022-spa","Parasitosis intestinales en poblaciones Mbyá-Guaraní de la Provincia de Misiones, Argentina: aspectos epidemiológicos y nutricionales","Navone, Graciela Teresa, Gamboa, María Inés, Oyhenart, Evelia Edith, Orden, Alicia Bibiana","Cadernos de Saúde Pública; 22(5); 1089-1100","Cadernos de Saúde Pública","Espanhol","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006000500022&lang=pt" 
"S0102-311X2006000500003-scl","A produção do conhecimento da saúde pública sobre a relação homem-saúde: uma revisão bibliográfica","Gomes, Romeu, Nascimento, Elaine Ferreira do","Cadernos de Saúde Pública; 22(5); 901-911","Cadernos de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2006000500003&lang=pt" 
"S0102-311X2006000500026-scl","As raízes cristãs da autonomia","Azambuja, Letícia Erig Osório de","Cadernos de Saúde Pública; 22(5); 1117-1118","Cadernos de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2006000500026&lang=pt" 
"S0102-311X2006000500009-scl","Desigualdades nas condições de controle de infecção em consultórios odontológicos em município brasileiro","Frazão, Paulo, Bortolotti, Marcia Gabriella L. de Barros","Cadernos de Saúde Pública; 22(5); 965-974","Cadernos de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2006000500009&lang=pt" 
"S0102-311X2006000500020-scl","Prevalência e fatores associados à ocorrência da dor de dente que impediu a realização de tarefas habituais em uma população de funcionários públicos no Rio de Janeiro, Brasil","Alexandre, Gisele Caldas, Nadanovsky, Paulo, Lopes, Claudia S., Faerstein, Eduardo","Cadernos de Saúde Pública; 22(5); 1073-1078","Cadernos de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2006000500020&lang=pt" 
"S0102-311X2006000500025-scl","Avaliação por triangulação de métodos: abordagem de programas sociais","Garnelo, Luiza","Cadernos de Saúde Pública; 22(5); 1115-1117","Cadernos de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2006000500025&lang=pt" 
"S0102-311X2006000500025-spa","Avaliação por triangulação de métodos: abordagem de programas sociais","Garnelo, Luiza","Cadernos de Saúde Pública; 22(5); 1115-1117","Cadernos de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006000500025&lang=pt" 
"S0102-311X2006000500026-spa","As raízes cristãs da autonomia","Azambuja, Letícia Erig Osório de","Cadernos de Saúde Pública; 22(5); 1117-1118","Cadernos de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006000500026&lang=pt" 
"S0102-311X2006000500020-spa","Prevalência e fatores associados à ocorrência da dor de dente que impediu a realização de tarefas habituais em uma população de funcionários públicos no Rio de Janeiro, Brasil","Alexandre, Gisele Caldas, Nadanovsky, Paulo, Lopes, Claudia S., Faerstein, Eduardo","Cadernos de Saúde Pública; 22(5); 1073-1078","Cadernos de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006000500020&lang=pt" 
"S0102-311X2006000500017-spa","A contribuição dos trabalhadores na consolidação dos serviços municipais de vigilância sanitária","Garibotti, Vanda, Hennington, Élida Azevedo, Selli, Lucilda","Cadernos de Saúde Pública; 22(5); 1043-1051","Cadernos de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006000500017&lang=pt" 
"S0102-311X2006000500009-spa","Desigualdades nas condições de controle de infecção em consultórios odontológicos em município brasileiro","Frazão, Paulo, Bortolotti, Marcia Gabriella L. de Barros","Cadernos de Saúde Pública; 22(5); 965-974","Cadernos de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006000500009&lang=pt" 
"S0102-311X2006000500017-scl","A contribuição dos trabalhadores na consolidação dos serviços municipais de vigilância sanitária","Garibotti, Vanda, Hennington, Élida Azevedo, Selli, Lucilda","Cadernos de Saúde Pública; 22(5); 1043-1051","Cadernos de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2006000500017&lang=pt" 
"S0102-311X2006000500018-scl","Entre a saúde coletiva e a saúde mental: um instrumental metodológico para avaliação da rede de Centros de Atenção Psicossocial (CAPS) do Sistema Único de Saúde","Onocko-Campos, Rosana Teresa, Furtado, Juarez Pereira","Cadernos de Saúde Pública; 22(5); 1053-1062","Cadernos de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2006000500018&lang=pt" 
"S0102-311X2006000500018-spa","Entre a saúde coletiva e a saúde mental: um instrumental metodológico para avaliação da rede de Centros de Atenção Psicossocial (CAPS) do Sistema Único de Saúde","Onocko-Campos, Rosana Teresa, Furtado, Juarez Pereira","Cadernos de Saúde Pública; 22(5); 1053-1062","Cadernos de Saúde Pública","Português","2006","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2006000500018&lang=pt" 
"S0102-311X2006000500002-scl","Coffee and gastric cancer: systematic review and meta-analysis","Botelho, Francisco, Lunet, Nuno, Barros, Henrique","Cadernos de Saúde Pública; 22(5); 889-900","Cadernos de Saúde Pública","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2006000500002&lang=pt" 
"S0102-311X2006000500005-scl","Problematização como estratégia de educação nutricional com adolescentes obesos","Rodrigues, Érika Marafon, Boog, Maria Cristina Faber","Cadernos de Saúde Pública; 22(5); 923-931","Cadernos de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2006000500005&lang=pt" 
"S0102-311X2006000500006-scl","Confiabilidade do diagnóstico final de dengue na epidemia 2001-2002 no Município do Rio de Janeiro, Brasil","Toledo, Ana Lucia Araujo de, Escosteguy, Claudia Caminha, Medronho, Roberto de Andrade, Andrade, Flávia Coutinho de","Cadernos de Saúde Pública; 22(5); 933-940","Cadernos de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2006000500006&lang=pt" 
"S0102-311X2006000500007-scl","Mulher, Medicina e tecnologia nos discursos de residentes em Obstetrícia/Ginecologia","Gilbert, Ana Cristina Bohrer, Cardoso, Maria Helena Cabral de Almeida, Wuillaume, Susana Maciel","Cadernos de Saúde Pública; 22(5); 941-950","Cadernos de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2006000500007&lang=pt" 
"S0102-311X2006000500008-scl","A atenção primária à saúde nos países da União Européia: configurações e reformas organizacionais na década de 1990","Giovanella, Ligia","Cadernos de Saúde Pública; 22(5); 951-963","Cadernos de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2006000500008&lang=pt" 
"S0102-311X2006000500010-scl","Estudo de recepção de impressos por trabalhadores da construção civil: um debate das relações entre saúde e trabalho","Kelly-Santos, Adriana, Rozemberg, Brani","Cadernos de Saúde Pública; 22(5); 975-985","Cadernos de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2006000500010&lang=pt" 
"S0102-311X2006000500011-scl","Controle do dengue em uma área urbana do Brasil: avaliação do impacto do Programa Saúde da Família com relação ao programa tradicional de controle","Chiaravalloti Neto, Francisco, Barbosa, Angelita A. C., Cesarino, Marisa B., Favaro, Eliane A., Mondini, Adriano, Ferraz, Amena A., Dibo, Margareth R., Vicentini, Maria Elenice","Cadernos de Saúde Pública; 22(5); 987-997","Cadernos de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2006000500011&lang=pt" 
"S0102-311X2006000500012-scl","Fatores relacionados à prevalência de morbidades psiquiátricas menores em mulheres selecionadas em um Centro de Saúde no Rio de Janeiro, Brasil","Kac, Gilberto, Silveira, Erika Aparecida, Oliveira, Lívia Costa de, Mari, Jair de Jesus","Cadernos de Saúde Pública; 22(5); 999-1007","Cadernos de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2006000500012&lang=pt" 
"S0102-311X2006000500014-scl","Síndrome de burnout e fatores associados: um estudo epidemiológico com professores","Carlotto, Mary Sandra, Palazzo, Lílian dos Santos","Cadernos de Saúde Pública; 22(5); 1017-1026","Cadernos de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2006000500014&lang=pt" 
"S0102-311X2006000500015-scl","Perfil clínico-epidemiológico de pacientes com doença de Chagas no Hospital Universitário de Maringá, Paraná, Brasil","Bozelli, Carlos Eduardo, Araújo, Silvana Marques de, Guilherme, Ana Lúcia Falavigna, Gomes, Mônica Lúcia","Cadernos de Saúde Pública; 22(5); 1027-1034","Cadernos de Saúde Pública","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2006000500015&lang=pt" 
