"S2007-28722013000300008-mex","La educación en sociedades líquidas","Yáñez-Velazco, Juan-Carlos","Revista iberoamericana de educación superior; 4(11); 137-137","Revista iberoamericana de educación superior","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-28722013000300008&lang=pt" 
"S0074-02762013000600790-scl","Toxicological and biochemical analysis of the susceptibility of sylvatic Triatoma infestans from the Andean Valley of Bolivia to organophosphate insecticide","Santo-Orihuela, Pablo Luis, Carvajal, Guillermo, Picollo, Maria Ines, Vassena, Claudia Viviana","Memórias do Instituto Oswaldo Cruz; 108(6); 790-795","Memórias do Instituto Oswaldo Cruz","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762013000600790&lang=pt" 
"S0074-02762013000600724-scl","Antagonistic activity expressed by Shigella sonnei: identification of a putative new bacteriocin","Sousa, Mireille Angela Bernardes, Farias, Luiz de Macedo, Oliveira, Patricia Luciana de, Moreira, Jaqueline Silvana, Apolonio, Ana Carolina Morais, Oliveira, Jamil Silvano, Santoro, Marcelo Matos, Mendes, Edilberto Nogueira, Magalhaes, Paula Prazeres","Memórias do Instituto Oswaldo Cruz; 108(6); 724-729","Memórias do Instituto Oswaldo Cruz","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762013000600724&lang=pt" 
"S0074-02762013000600808-scl","Phospholipase gene expression during Paracoccidioides brasiliensis morphological transition and infection","Soares, Deyze Alencar, Oliveira, Marilia Barros, Evangelista, Adriane Feijo, Venancio, Emerson Jose, Andrade, Rosangela Vieira, Felipe, Maria Sueli Soares, Petrofeza, Silvana","Memórias do Instituto Oswaldo Cruz; 108(6); 808-811","Memórias do Instituto Oswaldo Cruz","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762013000600808&lang=pt" 
"S1519-38292013000300003-scl","Prevalência e variáveis associadas à incontinência urinária no terceiro trimestre gestacional","Sacomori, Cinara, Böer, Leonice, Sperandio, Fabiana Flores, Cardoso, Fernando Luiz","Revista Brasileira de Saúde Materno Infantil; 13(3); 215-221","Revista Brasileira de Saúde Materno Infantil","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-38292013000300003&lang=pt" 
"S1981-67232013000300003-scl","Percepção do consumidor frente aos riscos associados aos alimentos, sua segurança e rastreabilidade","Andrade, Juliana Cunha de, Deliza, Rosires, Yamada, Eunice Akemi, Galvão, Maria Teresa Esteves Lopes, Frewer, Lynn J., Beraquet, Nelson José","Brazilian Journal of Food Technology; 16(3); 184-191","Brazilian Journal of Food Technology","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-67232013000300003&lang=pt" 
"S1981-67232013000300002-scl","Avaliação da influência das variáveis açúcar, polvilho azedo e albedo de laranja na elaboração de bolos de chocolate","Silva, Izabel Cristina Veras, Santos, Aline Alves Oliveira, Santana, Danielle Gomes, Santos, Alécia Josefa Alves Oliveira, Leite, Mayara Lúcia da Costa, Almeida, Meirielly Lima, Marcellini, Paulo Sérgio","Brazilian Journal of Food Technology; 16(3); 175-183","Brazilian Journal of Food Technology","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-67232013000300002&lang=pt" 
"S1981-67232013000300001-scl","Alternativas para um produto cárneo mais saudável: uma revisão","Oliveira, Débora Francielly de, Coelho, Alexandre Rodrigo, Burgardt, Vânia de Cássia da Fonseca, Hashimoto, Elisabete Hiromi, Lunkes, Alessandra Machado, Marchi, João Francisco, Tonial, Ivane Benedetti","Brazilian Journal of Food Technology; 16(3); 163-174","Brazilian Journal of Food Technology","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-67232013000300001&lang=pt" 
"S1981-67232013000300010-scl","Aplicabilidade do método de Ball para o cálculo da letalidade de processos de esterilização em autoclaves a vapor desaeradas por água","Berteli, Michele Nehemy, Berto, Maria Isabel, Vitali, Alfredo de Almeida","Brazilian Journal of Food Technology; 16(3); 243-252","Brazilian Journal of Food Technology","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-67232013000300010&lang=pt" 
"S1981-67232013000300007-scl","Active packaged lamb with oxygen scavenger/carbon dioxide emitter sachet: physical-chemical and microbiological stability during refrigerated storage","Trindade, Marco Antonio, Villanueva, Nilda Doris Montes, Antunes, Catharine Vendemiatto, Freire, Maria Teresa de Alvarenga","Brazilian Journal of Food Technology; 16(3); 216-225","Brazilian Journal of Food Technology","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-67232013000300007&lang=pt" 
"S1981-67232013000300004-scl","Estudo reológico de chocolates elaborados com diferentes cultivares de cacau (Theobroma cacao L.)","Leite, Paula Bacelar, Lannes, Suzana Caetano da Silva, Rodrigues, Alexandre Mariani, Soares, Fabiana Andreia Schäfer De Martini, Soares, Sérgio Eduardo, Bispo, Eliete da Silva","Brazilian Journal of Food Technology; 16(3); 192-197","Brazilian Journal of Food Technology","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-67232013000300004&lang=pt" 
"S1981-67232013000300005-scl","Exploratory and discriminative studies of commercial processed Brazilian coffees with different degrees of roasting and decaffeinated","Ribeiro, Juliano Souza, Teófilo, Reinaldo Francisco, Salva, Terezinha de Jesus Garcia, Augusto, Fabio, Ferreira, Marcia Miguel Castro","Brazilian Journal of Food Technology; 16(3); 198-206","Brazilian Journal of Food Technology","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-67232013000300005&lang=pt" 
"S1981-67232013000300006-scl","Clarificação de polpa de camu-camu por microfiltração","Barreto, Angela Gava, Cabral, Lourdes Maria Corrêa, Matta, Virgínia Martins da, Freitas, Suely Pereira","Brazilian Journal of Food Technology; 16(3); 207-215","Brazilian Journal of Food Technology","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-67232013000300006&lang=pt" 
"S1981-67232013000300009-scl","Qualidade do bacalhau salgado seco comercializado em temperatura ambiente e refrigerado","Baltazar, Camila, Sanches, Sandra Abelardo, Telles, Evelise Oliveira, Merusse, José Luiz Bernardino, Balian, Simone de Carvalho","Brazilian Journal of Food Technology; 16(3); 236-242","Brazilian Journal of Food Technology","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-67232013000300009&lang=pt" 
"S1981-67232013000300008-scl","Packaging properties and control of Listeria monocytogenes in bologna by cellulosic films incorporated with pediocin","Espitia, Paula Judith Pérez, Pacheco, Jhon Jairo Reina, Melo, Nathália Ramos de, Soares, Nilda de Fátima Ferreira, Durango, Alba Manuela","Brazilian Journal of Food Technology; 16(3); 226-235","Brazilian Journal of Food Technology","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-67232013000300008&lang=pt" 
"S1414-32832013000300020-spa","","Monteiro, Priscila de Vasconcelos, Pereira, Maria Lúcia Duarte","Interface - Comunicação, Saúde, Educação; 17(46); 733-735","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000300020&lang=pt" 
"S0100-54052013000300018-scl","Occurrence of Phyllachora balansae in Toona ciliata in Southern Minas Gerais State, Brazil","Zacaroni, Ana Beatriz, Pozza, Edson Ampélio, Mansur, Thaís de Oliveira Fontes, Sussel, Angelo Aparecido Barbosa","Summa Phytopathologica; 39(3); 219-220","Summa Phytopathologica","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-54052013000300018&lang=pt" 
"S0100-54052013000300017-scl","Colletotrichum gloeosporioides causando manchas foliares em plantas de canela-da-índia no Estado do Pará","Costa, Rosemary Corrêa da, Verzignassi, Jaqueline Rosemeire, Poltronieri, Luiz Sebastião, Benchimol, Ruth Linda, Carvalho, Eudes de Arruda","Summa Phytopathologica; 39(3); 218-218","Summa Phytopathologica","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-54052013000300017&lang=pt" 
"S0100-54052013000300016-scl","Ocorrência de mancha foliar causada por Colletotrichum gloeosporioides em pau-rosa (Aniba rosaeodora Ducke) no Estado do Pará","Costa, Rosemary Corrêa da, Verzignassi, Jaqueline Rosemeire, Poltronieri, Luiz Sebastião, Benchimol, Ruth Linda, Carvalho, Eudes de Arruda","Summa Phytopathologica; 39(3); 217-217","Summa Phytopathologica","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-54052013000300016&lang=pt" 
"S0100-54052013000300015-scl","Phakopsora pachyrhizi in vitro sensitivity to fungicides","Blum, Marta Maria Casa, Reis, Erlei Melo","Summa Phytopathologica; 39(3); 215-216","Summa Phytopathologica","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-54052013000300015&lang=pt" 
"S0100-54052013000300014-scl","Primeiro relato de Prospodium bicolor em ipê-roxo (Handroanthus heptaphyllus) no estado do Rio Grande do Sul","Lippert, Diogo Belmonte, Lazarotto, Marília, Muniz, Marlove Fátima Brião, Santos, Álvaro Figueredo dos","Summa Phytopathologica; 39(3); 214-214","Summa Phytopathologica","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-54052013000300014&lang=pt" 
"S0100-54052013000300013-scl","Puccinia heliconiae: agente causal da ferrugem em helicônia cv. Golden Torch no Pará","Poltronieri, Luiz Sebastião, Verzignassi, Jaqueline Rosemeire, Benchimol, Ruth Linda","Summa Phytopathologica; 39(3); 213-213","Summa Phytopathologica","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-54052013000300013&lang=pt" 
"S1414-32832013000300002-spa","Diálogos sobre a noção de vítima e construção da identidade","Azevedo, Letícia Rodrigues de","Interface - Comunicação, Saúde, Educação; 17(46); 515-522","Interface - Comunicação, Saúde, Educação","Inglês, Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000300002&lang=pt" 
"S1414-32832013000300003-spa","Femicídios: narrativas de crimes de gênero","Meneghel, Stela Nazareth, Ceccon, Roger Flores, Hesler, Lilian Zielke, Margarites, Ane Freitas, Rosa, Stefania, Vasconcelos, Valmir Dorn","Interface - Comunicação, Saúde, Educação; 17(46); 523-533","Interface - Comunicação, Saúde, Educação","Inglês, Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000300003&lang=pt" 
"S1414-32832013000300004-spa","O desafio de compreender a consequência fatal da violência em dois municípios brasileiros","Silva, Juliana Guimarães e, Valadares, Fabiana Castelo, Souza, Edinilsa Ramos de","Interface - Comunicação, Saúde, Educação; 17(46); 535-547","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000300004&lang=pt" 
"S1414-32832013000300005-spa","Construção da identidade dos atores da Saúde Coletiva no Brasil: uma revisão da literatura","Silva, Vinício Oliveira da, Pinto, Isabela Cardoso de Matos","Interface - Comunicação, Saúde, Educação; 17(46); 549-560","Interface - Comunicação, Saúde, Educação","Inglês, Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000300005&lang=pt" 
"S1414-32832013000300006-spa","Movimentos de resistência no Sistema Único de Saúde (SUS): a participação rizomática","Quintanilha, Bruna Ceruti, Sodré, Francis, Dalbello-Araujo, Maristela","Interface - Comunicação, Saúde, Educação; 17(46); 561-573","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000300006&lang=pt" 
"S1414-32832013000300007-spa","Alegrias e tristezas no cotidiano de trabalho do agente comunitário de saúde: cenários de paixões e afetamentos","Galavote, Heletícia Scabelo, Franco, Túlio Batista, Lima, Rita de Cássia Duarte, Belizário, Antônio Márcio","Interface - Comunicação, Saúde, Educação; 17(46); 575-586","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000300007&lang=pt" 
"S1414-32832013000300008-spa","Comunicación para la salud y estilos de vida saludables: aportes para la reflexión desde la salud colectiva","Rojas-Rajs, Soledad, Soto, Edgar Jarillo","Interface - Comunicação, Saúde, Educação; 17(46); 587-599","Interface - Comunicação, Saúde, Educação","Inglês, Espanhol","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000300008&lang=pt" 
"S1414-32832013000300009-spa","Confluindo gênero e educação popular por meio de uma pesquisa-ação para a abordagem do tabagismo feminino em contextos de vulnerabilidade social","Borges, Márcia Terezinha Trotta, Barbosa, Regina Helena Simões","Interface - Comunicação, Saúde, Educação; 17(46); 601-614","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000300009&lang=pt" 
"S1414-32832013000300010-spa","Contribuições das plantas medicinais para o cuidado e a promoção da saúde na atenção primária","Antonio, Gisele Damian, Tesser, Charles Dalcanale, Moretti-Pires, Rodrigo Otávio","Interface - Comunicação, Saúde, Educação; 17(46); 615-633","Interface - Comunicação, Saúde, Educação","Inglês, Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000300010&lang=pt" 
"S1414-32832013000300011-spa","Subsídios para a diversificação de moradias destinadas a pessoas com transtorno mental grave no Brasil: uma revisão","Furtado, Juarez Pereira","Interface - Comunicação, Saúde, Educação; 17(46); 635-647","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000300011&lang=pt" 
"S1414-32832013000300012-spa","Impacto de la visita domiciliaria familiar en el aprendizaje de los estudiantes de medicina en el área de Pediatría Social","Cárdenas, Leonor Angélica Galindo, Kambourova, Miglena, Arango, Liliana Zuliani, Peña, María Eugenia Villegas","Interface - Comunicação, Saúde, Educação; 17(46); 649-660","Interface - Comunicação, Saúde, Educação","Inglês, Espanhol","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000300012&lang=pt" 
"S1519-38292013000300008-scl","Nutrição em Saúde Pública","Pedraza, Dixis Figueroa","Revista Brasileira de Saúde Materno Infantil; 13(3); 267-268","Revista Brasileira de Saúde Materno Infantil","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-38292013000300008&lang=pt" 
"S1519-38292013000300006-scl","Persistência de hábitos de sucção não nutritiva: prevalência e fatores associados","Góes, Maíra Pê Soares de, Araújo, Cláudia Marina Tavares, Góes, Paulo Sávio Angeiras, Jamelli, Silvia Regina","Revista Brasileira de Saúde Materno Infantil; 13(3); 247-257","Revista Brasileira de Saúde Materno Infantil","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-38292013000300006&lang=pt" 
"S1519-38292013000300007-scl","Effects of hormone therapy on the endometrium in postmenopausal women: a one year randomized trial of low dose oral estradiol in association with a levonorgestrel-releasing intrauterine system or drospirenone","Schvartzman, Luiza, Magalhães, José Antônio, Freitas, Fernando Monteiro de, Pereira, Carolina, Azevedo, Julia, Capp, Edison, Wender, Maria Celeste Osório","Revista Brasileira de Saúde Materno Infantil; 13(3); 259-266","Revista Brasileira de Saúde Materno Infantil","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-38292013000300007&lang=pt" 
"S1519-38292013000300004-scl","Fatores associados à hipovitaminose A em crianças menores de cinco anos","Ferreira, Haroldo da Silva, Moura, Renata Maria de Magalhães, Assunção, Monica Lopes de, Horta, Bernardo Lessa","Revista Brasileira de Saúde Materno Infantil; 13(3); 223-235","Revista Brasileira de Saúde Materno Infantil","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-38292013000300004&lang=pt" 
"S1519-38292013000300005-scl","Infant mortality in a very low birth weight cohort from a public hospital in Rio de Janeiro, RJ, Brazil","Cardoso, Regina Coeli Azeredo, Flores, Patrícia Viana Guimarães, Vieira, Cláudia Lima, Bloch, Kátia Vergetti, Pinheiro, Rejane Sobrino, Fonseca, Sandra Costa, Coeli, Claudia Medina","Revista Brasileira de Saúde Materno Infantil; 13(3); 237-246","Revista Brasileira de Saúde Materno Infantil","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-38292013000300005&lang=pt" 
"S1519-38292013000300002-scl","Alteraciones morfológicas de las vellosidades placentarias asociadas a malformaciones fetales múltiples del sistema esquelético","López, Ángela, Castejón, Olivar, Pérez, Luis, Salazar, Aigel, Rodríguez, Gladymar, Urdaneta, Joyce","Revista Brasileira de Saúde Materno Infantil; 13(3); 207-214","Revista Brasileira de Saúde Materno Infantil","Espanhol","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-38292013000300002&lang=pt" 
"S1519-38292013000300001-scl","Desenvolvimento humano e saúde no Brasil","Batista Filho, Malaquias, Borba, Josimere","Revista Brasileira de Saúde Materno Infantil; 13(3); 203-204","Revista Brasileira de Saúde Materno Infantil","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-38292013000300001&lang=pt" 
"S0102-67202013000300001-scl","Currículo médico para a formação médica integral","Silva, Alcino Lázaro da","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(3); 163-164","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000300001&lang=pt" 
"S0102-67202013000300003-scl","Dinâmica sócio-familiar com pacientes portadores de ostomia intestinal definitiva","Cetolin, Sirlei Favero, Beltrame, Vilma, Cetolin, Simone Kelly, Presta, Andreia Antoniuk","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(3); 170-172","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000300003&lang=pt" 
"S0102-67202013000300019-scl","Carcinoma epidermóide de esôfago e adenocarcinoma gástrico sincrônicos","Huguenin, Janina Ferreira Loureiro, Azevedo, Vitor Vargas Zampieri de, Almeida, Herbert Ives Barreto, Oliveira, Ivanir Martins de, Pinto, Carlos Eduardo","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(3); 246-247","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000300019&lang=pt" 
"S0102-67202013000300014-scl","Reprocessamento de pinças de alta resolução para corte e coagulação","Zilberstein, Bruno, Silva, R.C.R., Valim, S.G., Yukui, K.T.H., Valentim, R.","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(3); 230-233","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000300014&lang=pt" 
"S0102-67202013000300018-scl","Obstrução intestinal por divertículo de Meckel","Maia, Daniel Santos, Ferreira-Júnior, Mirayr, Viegas, Ricardo Gomes, Silva, Elkin Ebret Charris, Oliveira, Paulo de Tarso Vaz de, Silva, Renato Corgozinho A. da, Caetano, Alexandre Justino, Ferreira, Nayara Gonçalves","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(3); 244-245","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000300018&lang=pt" 
"S0102-67202013000300017-scl","Hérnia de Grynfelt","Alcoforado, Camila, Lira, Natália, Kreimer, Flávio, Martins-Filho, Euclides Dias, Ferraz, Álvaro Antônio Bandeira","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(3); 241-243","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000300017&lang=pt" 
"S1809-29502013000300001-scl","A escolha do novo Papa, a política e a Fisioterapia","Ruaro, João Afonso, Ruaro, Marinêz Boeing, Fréz, Andersom Ricardo","Fisioterapia e Pesquisa; 20(3); 201-201","Fisioterapia e Pesquisa","Inglês, Português, Espanhol","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502013000300001&lang=pt" 
"S1809-29502013000300002-scl","Avaliação da qualidade de vida antes e depois de tratamento fisioterapêutico para incontinência urinária","Knorst, Mara Regina, Royer, Camila de Souza, Basso, Daiane Marcelle da Silva, Russo, Juliano dos Santos, Guedes, Roberta Giacobbo, Resende, Thais de Lima","Fisioterapia e Pesquisa; 20(3); 204-209","Fisioterapia e Pesquisa","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502013000300002&lang=pt" 
"S0103-507X2013000300258-scl","Hiperinsuflacao manual para desobstrucao das vias aereas em pediatria: revisao sistematica","Godoy, Vanessa Cristina Waetge Pires de, Zanetti, Nathalia Mendonca, Johnston, Cintia","Revista Brasileira de Terapia Intensiva; 25(3); 258-262","Revista Brasileira de Terapia Intensiva","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2013000300258&lang=pt" 
"S0103-507X2013000300181-scl","Uma longa jornada ate agora... E uma ainda mais longa adiante: nossos futuros desafios","Machado, Flavia Ribeiro","Revista Brasileira de Terapia Intensiva; 25(3); 181-183","Revista Brasileira de Terapia Intensiva","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2013000300181&lang=pt" 
"S0103-507X2013000300233-scl","Correlacao do EuroSCORE com o surgimento de lesao renal aguda pos-operatoria em cirurgia cardiaca","Moura, Edmilson Bastos de, Bernardes Neto, Saint-Clair Gomes, Amorim, Fabio Ferreira, Viscardi, Renato Camargo","Revista Brasileira de Terapia Intensiva; 25(3); 233-238","Revista Brasileira de Terapia Intensiva","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2013000300233&lang=pt" 
"S0103-507X2013000300184-scl","Avaliacao urinaria no paciente critico: uma questao tanto de quantidade como de qualidade","Maciel, Alexandre Toledo, Park, Marcelo","Revista Brasileira de Terapia Intensiva; 25(3); 184-185","Revista Brasileira de Terapia Intensiva","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2013000300184&lang=pt" 
"S0103-507X2013000300186-scl","Implementando protocolos de sedacao: aproximando a diferenca entre evidencia e pratica","Shinotsuka, Cassia Righy","Revista Brasileira de Terapia Intensiva; 25(3); 186-187","Revista Brasileira de Terapia Intensiva","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2013000300186&lang=pt" 
"S0103-507X2013000300212-scl","Associacao entre o indice de respiracao rapida e superficial e o sucesso da extubacao em pacientes com traumatismo cranioencefalico","Reis, Helena Franca Correia dos, Almeida, Monica Lajana Oliveira, Silva, Mario Ferreira da, Moreira, Juliao Oliveira, Rocha, Mario de Seixas","Revista Brasileira de Terapia Intensiva; 25(3); 212-217","Revista Brasileira de Terapia Intensiva","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2013000300212&lang=pt" 
"S0102-67202013000300002-scl","Identificação de fatores de risco pré-operatórios para disfagia pós-operatória persistente após cirurgia laparoscópica para doença do refluxo gastroesofágico","Ribeiro, Maxwel Capsy Boga, Tercioti-Júnior, Valdir, Souza-Neto, João Coelho de, Lopes, Luiz Roberto, Morais, Drausio Jefferson, Andreollo, Nelson Adami","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(3); 165-169","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000300002&lang=pt" 
"S0102-67202013000300005-scl","Colecistectomia laparoscópica com abordagem supra-púbica","Silva, Marcus Vinícius Andrade Chalar, Almeida, Dionísio Ferreira de, Alves, Maxley Martins, Barbosa, Marco Aurélio Gonçalves de Andrade, Vieira, Miro Walter Carneiro","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(3); 179-183","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000300005&lang=pt" 
"S0102-67202013000300006-scl","Aspectos ultrassonográficos e anatomia da aponeurose do músculo transverso do abdome","Turatti, Rodrigo Carvalho, Moura, Vitor Mayer de, Cabral, Richard Halti, Simionato-Netto, Dante, Sevillano, Marta Maite, Leme, Pedro Luiz Squilacci","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(3); 184-189","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000300006&lang=pt" 
"S0102-67202013000300007-scl","Cirurgia abdominal por robótica: experiência brasileira inicial","Abdalla, Ricardo Zugaib, Averbach, Marcelo, Ribeiro-Junior, Ulysses, Machado, Marcel Autran Cerqueira, Luca-Filho, Cláudio Renato Penteado de","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(3); 190-194","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000300007&lang=pt" 
"S0102-67202013000300008-scl","Criação de protocolo eletrônico para terapia nutricional enteral domiciliar","Schieferdecker, Maria Eliana M., Kuretzki, Carlos Henrique, Campos, Antonio Carlos L., Malafaia, Osvaldo, Pinto, José Simão de Paula, Nascimento, Nayana Cavassim do","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(3); 195-199","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000300008&lang=pt" 
"S0102-67202013000300009-scl","Termo de consentimento livre e esclarecido (TCLE): fatores que interferem na adesão","Souza, Miriam Karine, Jacob, Carlos Eduardo, Gama-Rodrigues, Joaquim, Zilberstein, Bruno, Cecconello, Ivan, Habr-Gama, Angelita","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(3); 200-205","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000300009&lang=pt" 
"S0102-67202013000300010-scl","Aumento do volume do baço em modelo experimental de hipertensão portal pré-hepática em ratos","Silva, Aline Riquena da, Kriguer-Júnior, Ricardo José, Serigiolle, Leonardo Carvalho, Gomes, Helbert Minuncio Pereira, Rodrigues, Daren Athiê Boy, Leme, Pedro Luiz Squilacci","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(3); 206-212","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000300010&lang=pt" 
"S0102-67202013000300012-scl","Adenoma hepático","Szor, Daniel José, Ursoline, Mauricio, Herman, Paulo","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(3); 219-222","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000300012&lang=pt" 
