"S2179-975X2013000100011-scl","Temporal variation in phytoplankton community in a freshwater coastal lake of southern Brazil","Tonetta, Denise, Petrucio, Mauricio Mello, Laudares-Silva, Roselane","Acta Limnologica Brasiliensia; 25(1); 99-110","Acta Limnologica Brasiliensia","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-975X2013000100011&lang=pt" 
"S0100-736X2013000300023-scl","Thoracic and heart biometrics of non-anesthetized agouti (Dasyprocta primnolopha Wagler, 1831) measured on radiographic images","Diniz, Anaemilia das N., Silva Júnior, José R. da, Ambrósio, Carlos E., Sousa, João M. de, Sousa, Videlina R. de, Carvalho, Maria A.M., Nascimento, Dayana M., Alves, Flávio R.","Pesquisa Veterinária Brasileira; 33(3); 411-416","Pesquisa Veterinária Brasileira","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2013000300023&lang=pt" 
"S1414-32832013000100002-spa","A originalidade da obra de Georg Groddeck e algumas de suas contribuições para o campo da saúde","Santos, Lucas Nápoli dos, Martins, André","Interface - Comunicação, Saúde, Educação; 17(44); 9-21","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000100002&lang=pt" 
"S1414-32832013000100003-spa","Ortotanásia: uma decisão frente à terminalidade","Sanchez y Sanches, Kilda Mara, Seidl, Eliane Maria Fleury","Interface - Comunicação, Saúde, Educação; 17(44); 23-34","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000100003&lang=pt" 
"S1414-32832013000100004-spa","Por uma clínica infinitamente minúscula: o que pode o corpo em uma unidade de terapia intensiva neonatal","Barone, Luciana Rodriguez, Fonseca, Tania Mara Galli","Interface - Comunicação, Saúde, Educação; 17(44); 35-47","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000100004&lang=pt" 
"S1414-32832013000100005-spa","Dilemas antropológicos de uma agenda de saúde pública: Programa Rede Cegonha, pessoalidade e pluralidade","Carneiro, Rosamaria Giatti","Interface - Comunicação, Saúde, Educação; 17(44); 49-59","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000100005&lang=pt" 
"S1414-32832013000100006-spa","A visita domiciliar na estratégia de saúde da família: os desafios de se mover no território","Cunha, Marcela Silva da, Sá, Marilene de Castilho","Interface - Comunicação, Saúde, Educação; 17(44); 61-73","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000100006&lang=pt" 
"S1414-32832013000100007-spa","Estratégia saúde da família e saúde do trabalhador: um diálogo possível?","Lacaz, Francisco Antonio de Castro, Trapé, Andrea, Soares, Cássia Baldini, Santos, Ana Paula Lopes dos","Interface - Comunicação, Saúde, Educação; 17(44); 75-87","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000100007&lang=pt" 
"S1414-32832013000100008-spa","Análise da comunicação acerca da sexualidade, estabelecida pelas enfermeiras, com pacientes no contexto assistencial do câncer de mama","Junqueira, Lilian Cláudia Ulian, Vieira, Elisabeth Meloni, Giami, Alain, Santos, Manoel Antônio dos","Interface - Comunicação, Saúde, Educação; 17(44); 89-101","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000100008&lang=pt" 
"S1414-32832013000100009-spa","Juventude religiosa e homossexualidade: desafios para a promoção da saúde e de direitos sexuais","Silva, Cristiane Gonçalves da, Paiva, Vera, Parker, Richard","Interface - Comunicação, Saúde, Educação; 17(44); 103-117","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000100009&lang=pt" 
"S1414-32832013000100010-spa","A construção do diagnóstico do autismo em uma rede social virtual brasileira","Ortega, Francisco, Zorzanelli, Rafaela, Meierhoffer, Lilian Kozslowski, Rosário, Celita Almeida, Almeida, Clarissa Freitas de, Andrada, Bárbara Fonseca da Costa Caldeira de, Chagas, Beatriz da Silva, Feldman, Clara","Interface - Comunicação, Saúde, Educação; 17(44); 119-132","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000100010&lang=pt" 
"S1414-32832013000100011-spa","Adolescentes como sujeitos de pesquisa: a utilização do genograma como apoio para a história de vida","Cardim, Mariana Gomes, Moreira, Martha Cristina Nunes","Interface - Comunicação, Saúde, Educação; 17(44); 133-143","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000100011&lang=pt" 
"S1414-32832013000100012-spa","No rastro do que transtorna o corpo e desregra o comer: os sentidos do descontrole de si e das &quot;compulsões alimentares&quot;","Nunes, Mônica de Oliveira, Bittencourt, Liliane de Jesus","Interface - Comunicação, Saúde, Educação; 17(44); 145-157","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000100012&lang=pt" 
"S1414-32832013000100013-spa","Atuação profissional no âmbito da segurança alimentar e nutricional na perspectiva de coordenadores de cursos de graduação em Nutrição","Vieira, Viviane Laudelino, Utikava, Natália, Cervato-Mancuso, Ana Maria","Interface - Comunicação, Saúde, Educação; 17(44); 157-170","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000100013&lang=pt" 
"S1414-32832013000100014-spa","A experiência estética da literatura como meio de humanização em saúde: o Laboratório de Humanidades da Escola Paulista de Medicina, Universidade Federal de São Paulo","Bittar, Yuri, Sousa, Maria Sharmila Alina de, Gallian, Dante Marcello Claramonte","Interface - Comunicação, Saúde, Educação; 17(44); 171-186","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000100014&lang=pt" 
"S1414-32832013000100015-spa","A formação médica em debate: perspectivas a partir do encontro entre instituição de ensino e rede pública de saúde","Azevedo, Bruno Mariani de Souza, Ferigato, Sabrina, Souza, Tadeu de Paula, Carvalho, Sergio Resende","Interface - Comunicação, Saúde, Educação; 17(44); 187-200","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000100015&lang=pt" 
"S1414-32832013000100017-spa","Uma reflexão sobre os múltiplos sentidos da docência em saúde","Oliveira, Gilson Saippa, Koifman, Lilian","Interface - Comunicação, Saúde, Educação; 17(44); 211-218","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832013000100017&lang=pt" 
"S1414-32832013000100010-scl","A construção do diagnóstico do autismo em uma rede social virtual brasileira","Ortega, Francisco, Zorzanelli, Rafaela, Meierhoffer, Lilian Kozslowski, Rosário, Celita Almeida, Almeida, Clarissa Freitas de, Andrada, Bárbara Fonseca da Costa Caldeira de, Chagas, Beatriz da Silva, Feldman, Clara","Interface - Comunicação, Saúde, Educação; 17(44); 119-132","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832013000100010&lang=pt" 
"S0100-736X2013000300010-scl","A thymidine kinase-deleted bovine herpesvirus 5 establishes latent infection but reactivates poorly in a sheep model","Cadore, Gustavo C., Weiss, Marcelo, Anziliero, Deniz, Brum, Mário Celso S., Weiblen, Rudi, Flores, Eduardo F.","Pesquisa Veterinária Brasileira; 33(3); 331-338","Pesquisa Veterinária Brasileira","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2013000300010&lang=pt" 
"S0325-29572013000100001-arg","A un Maestro de la Proteómica, Prof. Dr. Marco A. Pizzolato","Castagnino, Juan Miguel","Acta bioquímica clínica latinoamericana; 47(1); 01-01","Acta bioquímica clínica latinoamericana","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572013000100001&lang=pt" 
"S0325-29572013000100002-arg","Profesor Dr. Marco A. Pizzolato: Currículo","","Acta bioquímica clínica latinoamericana; 47(1); 3-4","Acta bioquímica clínica latinoamericana","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572013000100002&lang=pt" 
"S0325-29572013000100003-arg","Homenaje al Profesor Dr. Marco A. Pizzolato","Famiglietti, Ángela, Palaoro, Luis, Negri, Gustavo A, Wikinski, Regina","Acta bioquímica clínica latinoamericana; 47(1); 5-6","Acta bioquímica clínica latinoamericana","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572013000100003&lang=pt" 
"S0325-29572013000100004-arg","Análisis bioquímico de mioglobinuria asociada con rabdomiolisis","Rostagno, Agueda, Ghiso, Jorge","Acta bioquímica clínica latinoamericana; 47(1); 7-15","Acta bioquímica clínica latinoamericana","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572013000100004&lang=pt" 
"S0325-29572013000100005-arg","Relación entre síndrome metabólico e insulino resistencia en adultos con riesgo para diabetes tipo 2","Coniglio, Raúl Ignacio, Ferraris, Roberto, Prieto, Andrea, Vásquez, Luis Alberto, Garro, Sandra, Trípodi, Marco Antonio, Salgueiro, Ana María, Otero, Juan Carlos, Malaspina, María Marcela, Montiel, Hugo","Acta bioquímica clínica latinoamericana; 47(1); 25-35","Acta bioquímica clínica latinoamericana","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572013000100005&lang=pt" 
"S0325-29572013000100006-arg","Electroforesis bidimensional en orina: una alternativa para el laboratorio clínico","Facio, María Laura, Madalena, Leticia, Fraind, Susana, Alejandre, Mariel, Bresciani, Pablo, Pizzolato, Marco","Acta bioquímica clínica latinoamericana; 47(1); 37-46","Acta bioquímica clínica latinoamericana","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572013000100006&lang=pt" 
"S0325-29572013000100007-arg","Utilidad clínica de la citología espermática","Sardi-Segovia, Lydia Melba, Mendeluk, Gabriela Ruth, Ariagno, Julia Irene, Curi, Susana Mercedes, Pugliese, Mercedes Norma, Chenlo, Patricia Haydee, Rocher, Adriana Esther, Repetto, Herberto Ernesto, Palaoro, Luis Alberto","Acta bioquímica clínica latinoamericana; 47(1); 47-52","Acta bioquímica clínica latinoamericana","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572013000100007&lang=pt" 
"S0325-29572013000100008-arg","Niveles séricos de ceruloplasmina y mieloperoxidasa en pacientes con enfermedad coronaria crónica","Yapur, Viviana Mónica, Bustos, María Fernanda, Di Carlo, María Beatriz, López Mingorance, Fabiana Norma, Vázquez Blanco, Manuel, Negri, Gustavo Alberto","Acta bioquímica clínica latinoamericana; 47(1); 53-59","Acta bioquímica clínica latinoamericana","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572013000100008&lang=pt" 
"S0325-29572013000100009-arg","Estudio del semen humano: implementación de un método objetivo","Chenlo, Patricia Haydee, Ariagno, Julia Irene, Pugliese, Mercedes Norma, Repetto, Herberto Ernesto, Sardi Segovia, Lydia Melba, Mendeluk, Gabriela Ruth, Curi, Susana Mercedes","Acta bioquímica clínica latinoamericana; 47(1); 61-69","Acta bioquímica clínica latinoamericana","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572013000100009&lang=pt" 
"S0325-29572013000100010-arg","Gammapatía monoclonal de significado incierto: factores de pronóstico, evolución y riesgo","Alejandre, Mariel Emilce, Sackmann, Federico, Pavlovsky, Santiago, Remaggi, Guillermina, Pavlovsky, Miguel Arturo, Pandolfo, Marcela, Madalena, Leticia, Fraind, Susana, Facio, María Laura, Pavlovsky, Astrid, Pizzolato, Marco","Acta bioquímica clínica latinoamericana; 47(1); 71-84","Acta bioquímica clínica latinoamericana","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572013000100010&lang=pt" 
"S0325-29572013000100011-arg","Proteinuria: lesión estructural renaly comparación de métodos","Madalena, Leticia, Pandolfo, Marcela, Facio, María Laura, Garlatti, Claudia, Alejandre¹, Mariel, Bresciani, Pablo Diego, Angerosa, Margarita","Acta bioquímica clínica latinoamericana; 47(1); 85-93","Acta bioquímica clínica latinoamericana","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572013000100011&lang=pt" 
"S0325-29572013000100012-arg","Epidemiología Inversa: baja concentración de LDL modificadas y morbimortalidad cardiovascular en pacientes en hemodiálisis","Wikinski, Regina, Cacciagiú, Leonardo, López, Graciela, González, Ana Inés, Lucero, Diego, Zago, Valeria, Schreier, Laura","Acta bioquímica clínica latinoamericana; 47(1); 95-100","Acta bioquímica clínica latinoamericana","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572013000100012&lang=pt" 
"S0325-29572013000100013-arg","Estudio de parámetros bioquímicos en jugadores de fútbol de élite","Aymard, Adrián Leonardo, Aranda, Claudio, Di Carlo, María Beatriz","Acta bioquímica clínica latinoamericana; 47(1); 101-111","Acta bioquímica clínica latinoamericana","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572013000100013&lang=pt" 
"S0325-29572013000100014-arg","Neurodegeneración causada por mutaciones en el gen de la cadena liviana de ferritina","Vidal, Ruben","Acta bioquímica clínica latinoamericana; 47(1); 113-120","Acta bioquímica clínica latinoamericana","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572013000100014&lang=pt" 
"S0325-29572013000100015-arg","La evaluación de tecnologías en salud como herramienta para la mejora de la gestión del laboratorio","Schonfeld, Carlos","Acta bioquímica clínica latinoamericana; 47(1); 121-143","Acta bioquímica clínica latinoamericana","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572013000100015&lang=pt" 
"S0325-29572013000100016-arg","Utilidad clínica de los anticuerpos anticitoplasma de neutrófilos en lupus eritematoso sistémico juvenil","Cardinalli, Antonio, Ginaca, Alejandra, Espada, Graciela, Pizzimenti, María Cristina, Rivas, María Emilia, Leggire, Lina, Griemberg, Gloria","Acta bioquímica clínica latinoamericana; 47(1); 145-153","Acta bioquímica clínica latinoamericana","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572013000100016&lang=pt" 
"S0325-29572013000100017-arg","Enterococcus spp.: Resistencia antimicrobiana en infecciones intrahospitalarias","Rodríguez, Carlos Hernan, García, Susana, Barberis, Claudia, Saposnik, Elsa, Weyland, Beatriz, Nastro, Marcela, Losada, Mirta, Perazzi, Beatriz, Almuzara, Marisa, Foccoli, Mónica, Vay, Carlos, Famiglietti, Angela","Acta bioquímica clínica latinoamericana; 47(1); 155-160","Acta bioquímica clínica latinoamericana","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572013000100017&lang=pt" 
"S0325-29572013000100018-arg","Guías de práctica del laboratorio clínico: Uso de marcadores tumorales en cáncer de testículo, próstata, colorrectal, mama y ovario Capítulos 1 y 2","Sturgeon, Catharine M, Diamandis, Eleftherios P","Acta bioquímica clínica latinoamericana; 47(1); 165-182","Acta bioquímica clínica latinoamericana","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572013000100018&lang=pt" 
"S0325-29572013000100019-arg","","","Acta bioquímica clínica latinoamericana; 47(1); 183-185","Acta bioquímica clínica latinoamericana","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-29572013000100019&lang=pt" 
"S1134-928X2013000100007-esp","Antecedentes de las curas en ambiente húmedo (CAH): El &quot;método español&quot; de tratamiento de heridas de guerra y el Hospital Sueco-Noruego de Alcoy","Moltó Abad, Francisco Enrique","Gerokomos; 24(1); 32-35","Gerokomos","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-928X2013000100007&lang=pt" 
"S1134-928X2013000100009-esp","¿Puede un bolso provocar una úlcera por presión?: Caso clínico: importancia de la atención integral a las personas que sufren heridas","Romero-Collado, Ángel","Gerokomos; 24(1); 41-45","Gerokomos","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-928X2013000100009&lang=pt" 
"S1519-99402013000100001-scl","Características morfogenéticas e produção do capim buffel adubado com digesta bovina sólida","Vasconcelos, Walter Alves de, Andrade, Albericio Pereira de, Santos, Edson Mauro, Edvan, Ricardo Loiola, Silva, Divan Soares, Silva, Thiago Carvalho da","Revista Brasileira de Saúde e Produção Animal; 14(1); 01-09","Revista Brasileira de Saúde e Produção Animal","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-99402013000100001&lang=pt" 
"S0100-29452013000100032-scl","Leitura SPAD em abacaxizeiro imperial cultivado em deficiência de macronutrientes e de boro","Ramos, Maria José Mota, Monnerat, Pedro Henrique, Pinho, Leandro Glaydson da Rocha","Revista Brasileira de Fruticultura; 35(1); 277-281","Revista Brasileira de Fruticultura","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452013000100032&lang=pt" 
"S1851-17322013000200001-arg","Indicadadores de sustentabilidad para la actividad turística: Una propuesta de monitoreo usando criterios de análisis","Macário de Oliveira, Verônica, Pasa Gómez, Carla, Ataíde Cândido, Gesinaldo","Estudios y perspectivas en turismo; 22(2); 177-197","Estudios y perspectivas en turismo","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17322013000200001&lang=pt" 
"S1851-17322013000200002-arg","La idea del turismo en San Carlos de Bariloche a través de dos guías (1938)","Picone, María de los Ángeles","Estudios y perspectivas en turismo; 22(2); 198-215","Estudios y perspectivas en turismo","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17322013000200002&lang=pt" 
"S1851-17322013000200003-arg","&amp;;#091;Des&amp;;#093;&amp;;#091;re&amp;;#093;Construcciones del imaginario social &lt;mujer Brasileña&gt; en los discursos turísticos sobre Brasil en Portugal","Gomes, Mariana S","Estudios y perspectivas en turismo; 22(2); 216-234","Estudios y perspectivas en turismo","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17322013000200003&lang=pt" 
"S1851-17322013000200004-arg","Evaluación de la visión y las expectativas de los actores de un destino turístico: Caso de estudio Destino Holguín, Cuba","Batista Matamoros, Carlos Rafael, Ronda Pupo, Guillermo Armando, Torres Domínguez, Yanitsel, Escalona Betancourt, Roberto","Estudios y perspectivas en turismo; 22(2); 235-250","Estudios y perspectivas en turismo","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17322013000200004&lang=pt" 
"S1851-17322013000200005-arg","Diferenciación de la atención virtual como factor de ventaja competitiva en hoteles resort en Brasil","Gaspar, Marcos Antonio, dos Santos, Silvio Aparecido, Fernandes Pólo, Edison, León Derísio, Diana Patricia","Estudios y perspectivas en turismo; 22(2); 251-275","Estudios y perspectivas en turismo","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17322013000200005&lang=pt" 
"S1851-17322013000200006-arg","Satisfacción del consumidor de servicios hoteleros: Implicaciones estratégicas","Monfort Barboza, Mariana, Defante, Lilliane Renata, de Oliveira Lima Filho, Dario, Mantovani, Danielle","Estudios y perspectivas en turismo; 22(2); 276-293","Estudios y perspectivas en turismo","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17322013000200006&lang=pt" 
"S1851-17322013000200007-arg","Prácticas ambientatales y desempeño organzacional en la hotelería: Un estudio de sus relaciones en la ciudad de Porto Alegre, Brasil","Fernandes Guzzo, Renata, Machado do Nascimento, Luis Felipe","Estudios y perspectivas en turismo; 22(2); 294-313","Estudios y perspectivas en turismo","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17322013000200007&lang=pt" 
"S1851-17322013000200008-arg","Gestión de la calidad en termas de la región de Porto-Norte de Portugal","Álvarez García, José, Del Río Rama, María de la Cruz, Fraiz Brea, José Antonio","Estudios y perspectivas en turismo; 22(2); 314-335","Estudios y perspectivas en turismo","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17322013000200008&lang=pt" 
"S1851-17322013000200009-arg","El sistema de oferta de restaurantes de alta gastronomía: Una perspectiva sensorial de las experiencias de consumo","Gomes Teixeira, Anne Karmen, de Azevedo Barbosa, Maria de Lourdes, Gomes de Souza, Anderson","Estudios y perspectivas en turismo; 22(2); 336-356","Estudios y perspectivas en turismo","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17322013000200009&lang=pt" 
"S1851-17322013000200010-arg","La geografía en las carreras superiores de turismo en Portugal","Cravidão, Fernanda, Marujo, Noémi","Estudios y perspectivas en turismo; 22(2); 357-368","Estudios y perspectivas en turismo","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17322013000200010&lang=pt" 
"S1851-17322013000200011-arg","VI encuentro nacional de gestion hotelera: Estrategias para la adecuación comercial de emprendimientos turísticos","","Estudios y perspectivas en turismo; 22(2); 369-377","Estudios y perspectivas en turismo","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-17322013000200011&lang=pt" 
"S0718-92732013000100002-chl","Filosofías del don: Usos y abusos de la donación en la ética contemporánea","Domingo Moratalla, Agustín, Domingo Moratalla, Tomás","Veritas; (28); 41-62","Veritas","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-92732013000100002&lang=pt" 
"S0718-92732013000100003-chl","La metafísica de la existencia humana de Gabriel Marcel","Kaufmann Salinas, Sebastián","Veritas; (28); 65-84","Veritas","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-92732013000100003&lang=pt" 
"S0718-92732013000100004-chl","Del amor personal humano al divino: Un estudio desde la antropología trascendental de L. Polo","Sellés, Juan Fernando","Veritas; (28); 85-111","Veritas","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-92732013000100004&lang=pt" 
"S0718-92732013000100005-chl","Inmanencia, intencionalidad y representación en Tomás de Aquino","Moya Cañas, Patricia","Veritas; (28); 113-131","Veritas","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-92732013000100005&lang=pt" 
"S0718-92732013000100006-chl","Ética y filosofía de la psicología","Cincunegui, Juan Manuel","Veritas; (28); 133-146","Veritas","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-92732013000100006&lang=pt" 
"S0718-92732013000100007-chl","El Evangelio puede matar: Análisis del preámbulo hermenéutico de la anti-cristología de Juan Luis Segundo","Celli, María Eugenia","Veritas; (28); 149-171","Veritas","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-92732013000100007&lang=pt" 
"S0718-92732013000100008-chl","Angustia y fe teologal en Kierkegaard y san Juan de la Cruz","González Suárez, Lucero","Veritas; (28); 173-190","Veritas","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-92732013000100008&lang=pt" 
"S0718-92732013000100009-chl","Signos de los tiempos y metáfora: Una estética de los signos de los tiempos","Carbullanca Núñez, César","Veritas; (28); 191-220","Veritas","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-92732013000100009&lang=pt" 
"S0718-92732013000100010-chl","«¿Cómo debemos vivir?»: Propuestas de ética social a la luz de la teoría de las capacidades y de la Cautas in veútate","Leal Luna, Claudia","Veritas; (28); 221-234","Veritas","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-92732013000100010&lang=pt" 
"S0718-92732013000100001-chl","La lógica del don en el horizonte de la sociedad civil","Galindo García, Ángel","Veritas; (28); 9-40","Veritas","Espanhol","2013","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-92732013000100001&lang=pt" 
"S0100-29452013000100002-scl","Identificação de polinizadoras para a cultivar de macieira Daiane","Kvitschal, Marcus Vinícius, Denardi, Frederico, Schuh, Filipe Schmidt, Manenti, Danielle Caroline","Revista Brasileira de Fruticultura; 35(1); 9-14","Revista Brasileira de Fruticultura","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452013000100002&lang=pt" 
"S0100-29452013000100007-scl","Controle da antracnose na pós-colheita de bananas-&#039;prata&#039; com produtos alternativos aos agrotóxicos convencionais","Negreiros, Ricardo José Zimmermann de, Salomão, Luiz Carlos Chamhum, Pereira, Olinto Liparini, Cecon, Paulo Roberto, Siqueira, Dalmo Lopes de","Revista Brasileira de Fruticultura; 35(1); 51-58","Revista Brasileira de Fruticultura","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452013000100007&lang=pt" 
"S0100-29452013000100039-scl","Enraizamento ex vitro e aclimatização de plântulas micropropagadas de amoreira-preta &#039;Xavante&#039;","Pelizza, Tânia Regina, Muniz, Janaína, Camargo, Paola, Kretzschmar, Aike Anneliese, Rufato, Leo","Revista Brasileira de Fruticultura; 35(1); 329-332","Revista Brasileira de Fruticultura","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452013000100039&lang=pt" 
"S0100-29452013000100038-scl","&#039;Haruna&#039;: uma nova mutação somática natural da videira &#039;Itália&#039;","Assis, Adriane Marinho de, Roberto, Sergio Ruffo, Yamamoto, Lilian Yukari","Revista Brasileira de Fruticultura; 35(1); 325-328","Revista Brasileira de Fruticultura","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452013000100038&lang=pt" 
"S0100-29452013000100037-scl","Construção e avaliação de um protótipo de máquina coletora de anteras","Tonet, Rodrigo, Sachet, Marcos Robson, Citadin, Idemir, Modolo, Alcir José","Revista Brasileira de Fruticultura; 35(1); 320-324","Revista Brasileira de Fruticultura","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452013000100037&lang=pt" 
"S0100-29452013000100036-scl","Limpeza clonal de mudas de videira infectadas por Xanthomonas campestris pv. viticola","Silva, Adriano Márcio Freire, Melo, Natoniel Franklin de, Souza, Elineide Barbosa de, Coelho, Ângela Katiusia, Mariano, Rosa de Lima Ramos","Revista Brasileira de Fruticultura; 35(1); 316-319","Revista Brasileira de Fruticultura","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452013000100036&lang=pt" 
"S0100-29452013000100040-scl","Metodologia de minienxertia em maracujazeiros","Alexandre, Rodrigo Sobreira, Lopes, José Carlos, Tiradentes, Aristhotelis Tadeu, Bruckner, Claudio Horst, Otoni, Wagner Campos","Revista Brasileira de Fruticultura; 35(1); 333-337","Revista Brasileira de Fruticultura","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-29452013000100040&lang=pt" 
